event_id	page	record	statement_id	locus	surface	card_no	component_parse	invariant_card_reading_de	minimum_source_clause_de	visible_owner_de	primitive	terminal
E032	f10r	H2	H2-S003	f10r.9	oykchor	PROC023	O+Y+K+OR	Arbeitsgang · dies · zuführen · Ansatz	diesem Arbeitsgang den Ansatz zuführen	sichtbarer oberer Sprossposten	ACTIVATE_CHARGE	NO
E033	f10r	H2	H2-S003	f10r.9	shor	PROC016	OR	Ansatz	den Ansatz nehmen	sichtbarer oberer Sprossposten	ACTIVATE_CHARGE	NO
E034	f10r	H2	H2-S003	f10r.9	chor	PROC016	OR	Ansatz	den Ansatz nehmen	sichtbarer oberer Sprossposten	ACTIVATE_CHARGE	NO
E035	f10r	H2	H2-S003	f10r.9	chy	PROC019	Y	dies	diesen Posten nehmen	sichtbarer oberer Sprossposten	CONTINUE_USE	NO
E036	f10r	H2	H2-S003	f10r.9	kaiiin	PROC024	K+IIN	zuführen · Sollstufe	bis zur Sollstufe zuführen	sichtbarer oberer Sprossposten	METER_CHECK	NO
E037	f10r	H2	H2-S003	f10r.9	dy	PROC019	Y	dies	diesen Posten nehmen	sichtbarer oberer Sprossposten	CONTINUE_USE	NO
E038	f10r	H2	H2-S003	f10r.9	chodaiin	PROC025	CH+O+AIIN	abziehen · Arbeitsgang · Maß	das Arbeitsmaß abziehen	sichtbarer oberer Sprossposten	SOURCE_DRAW	NO
E039	f11r	H3	H3-S001	f11r.1	tshol	PROC026	T+SH+OL	eintragen · halten · fortsetzen	weiter unter Halten eintragen	die abgebildete dichtkronige Pflanze	HOLD_STATE	NO
E040	f11r	H3	H3-S001	f11r.1	schoal	PROC027	SH+O+AL	halten · Arbeitsgang · Zielstelle	an der Zielstelle in Arbeit halten	die abgebildete dichtkronige Pflanze	TARGET_HANDOFF	NO
E041	f11r	H3	H3-S001	f11r.1	cfhy	PROC028	CFHY	auswringen	auswringen	die abgebildete dichtkronige Pflanze	SOURCE_DRAW	NO
E042	f11r	H3	H3-S001	f11r.1	shfydaiin	PROC029	SH+Y+AIIN	halten · dies · Maß	diesen Posten nach Maß halten	die abgebildete dichtkronige Pflanze	METER_CHECK	NO
E043	f11r	H3	H3-S001	f11r.1	cphy	PROC030	P+Y	hinein · dies	diesen Posten hineinführen	die abgebildete dichtkronige Pflanze	MOVE_PASS	NO
E044	f11r	H3	H3-S001	f11r.1	shey	PROC031	WHOLE[cheey|shey]	Empfangsbestand	den Empfangsbestand nehmen	die abgebildete dichtkronige Pflanze	HOLD_STATE	NO
E045	f11r	H3	H3-S001	f11r.1	tchody	PROC032	T+CH+O+DY	eintragen · abziehen · Arbeitsgang · Schluss	abziehen und den Schritt schließen	die abgebildete dichtkronige Pflanze	SOURCE_DRAW>CLOSE	YES
E046	f11r	H3	H3-S002	f11r.1	shoyty	PROC033	SH+O+Y+T+Y	halten · Arbeitsgang · dies · eintragen · dies	diesen Arbeitsposten halten	die abgebildete dichtkronige Pflanze	HOLD_STATE	NO
E047	f11r	H3	H3-S003	f11r.4	dchol	PROC034	OL	fortsetzen	fortsetzen	die abgebildete dichtkronige Pflanze	CONTINUE_USE	NO
E048	f11r	H3	H3-S003	f11r.4	chy	PROC019	Y	dies	diesen Posten	die abgebildete dichtkronige Pflanze	CONTINUE_USE	NO
E049	f11r	H3	H3-S003	f11r.4	kchy	PROC035	K+Y	zuführen · dies	diesen Posten zuführen	die abgebildete dichtkronige Pflanze	ACTIVATE_CHARGE	NO
E050	f11r	H3	H3-S003	f11r.4	dy	PROC019	Y	dies	diesen Posten	die abgebildete dichtkronige Pflanze	CONTINUE_USE	NO
E051	f11r	H3	H3-S003	f11r.4	daiin	PROC009	AIIN	Maß	nach dem vorgeschriebenen Maß	die abgebildete dichtkronige Pflanze	METER_CHECK	NO
E052	f11r	H3	H3-S004	f11r.7	qotchy	PROC036	OT+Y	danach · dies	danach diesen Posten	die abgebildete dichtkronige Pflanze	ACTIVATE_CHARGE	NO
E053	f11r	H3	H3-S004	f11r.7	okchol	PROC037	OK+OL	ansetzen · fortsetzen	den Arbeitsgang weiter ansetzen	die abgebildete dichtkronige Pflanze	ACTIVATE_CHARGE	NO
E054	f11r	H3	H3-S004	f11r.7	cthy	PROC014	CTH+Y	bereit · dies	diesen Posten bereit halten	die abgebildete dichtkronige Pflanze	HOLD_STATE	NO
E055	f11r	H3	H3-S004	f11r.7	dy	PROC019	Y	dies	diesen Posten	die abgebildete dichtkronige Pflanze	CONTINUE_USE	NO
E056	f55v	H4	H4-S001	f55v.5	qokaiin	PROC038	OK+AIIN	ansetzen · Maß	ein Maß für den Arbeitsgang setzen	die abgebildete breitblättrige Pflanze	METER_CHECK	NO
E057	f55v	H4	H4-S001	f55v.5	chaiin	PROC009	AIIN	Maß	das vorgeschriebene Maß nehmen	die abgebildete breitblättrige Pflanze	METER_CHECK	NO
E058	f55v	H4	H4-S001	f55v.5	ykain	PROC039	Y+K+AIN	dies · zuführen · Portion	diesem Posten eine Portion zuführen	die abgebildete breitblättrige Pflanze	ACTIVATE_CHARGE	NO
E059	f55v	H4	H4-S001	f55v.5	ykan	PROC040	Y+K+AIN	dies · zuführen · Portion	eine weitere Portion zuführen	die abgebildete breitblättrige Pflanze	ACTIVATE_CHARGE	NO
E060	f55v	H4	H4-S001	f55v.5	ody	PROC041	O+DY	Arbeitsgang · Schluss	den Arbeitsgang schließen	die abgebildete breitblättrige Pflanze	CONTINUE_USE>CLOSE	YES
E061	f55v	H4	H4-S002	f55v.5	daiin	PROC009	AIIN	Maß	das vorgeschriebene Maß nehmen	die abgebildete breitblättrige Pflanze	METER_CHECK	NO
E062	f55v	H4	H4-S002	f55v.5	chedy	PROC042	CHD+Y	umsetzen · dies	diesen Posten umsetzen	die abgebildete breitblättrige Pflanze	ACTIVATE_CHARGE	NO
E063	f55v	H4	H4-S002	f55v.5	talam	PROC043	TALAM	verwahren	ihn verwahren	die abgebildete breitblättrige Pflanze	CONTINUE_USE	NO
E064	f55v	H4	H4-S003	f55v.11	ykaiin	PROC044	Y+K+AIIN	dies · zuführen · Maß	diesem Posten das vorgeschriebene Maß zuführen	die abgebildete breitblättrige Pflanze	METER_CHECK	NO
E065	f55v	H4	H4-S003	f55v.11	cheoar	PROC045	CHEO+AR	abziehen · kurz · Arbeitsgang · von dort	kurz von dort abziehen	die abgebildete breitblättrige Pflanze	SOURCE_DRAW	NO
E066	f55v	H4	H4-S003	f55v.11	cheeky	PROC046	CHK+EE+Y	wärmen · länger · dies	diesen Posten länger wärmen	die abgebildete breitblättrige Pflanze	ACTIVATE_CHARGE	NO
E067	f55v	H4	H4-S003	f55v.11	oldy	PROC047	OL+DY	fortsetzen · Schluss	fortsetzen und den Schritt schließen	die abgebildete breitblättrige Pflanze	CONTINUE_USE>CLOSE	YES
E068	f55v	H4	H4-S004	f55v.11	aiin	PROC009	AIIN	Maß	das vorgeschriebene Maß nehmen	die abgebildete breitblättrige Pflanze	METER_CHECK	NO
E069	f55v	H4	H4-S004	f55v.11	okal	PROC048	OK+AL	ansetzen · Zielstelle	an der Zielstelle ansetzen	die abgebildete breitblättrige Pflanze	TARGET_HANDOFF	NO
E070	f55v	H4	H4-S004	f55v.11	oltchy	PROC049	OL+T+Y	fortsetzen · eintragen · dies	diesen Posten weiter eintragen	die abgebildete breitblättrige Pflanze	ACTIVATE_CHARGE	NO
E071	f55v	H4	H4-S004	f55v.11	or	PROC016	OR	Ansatz	den Ansatz nehmen	die abgebildete breitblättrige Pflanze	ACTIVATE_CHARGE	NO
E072	f55v	H4	H4-S004	f55v.11	y	PROC019	Y	dies	diesen Posten nehmen	die abgebildete breitblättrige Pflanze	CONTINUE_USE	NO
E073	f55v	H4	H4-S004	f55v.11	orain	PROC050	OR+AIN	Ansatz · Portion	eine Portion des Ansatzes nehmen	die abgebildete breitblättrige Pflanze	ACTIVATE_CHARGE	NO
E074	f56r	H5	H5-S001	f56r.5	chochor	PROC051	HO+CH+OR	Gabe · abziehen · Ansatz	eine Gabe aus dem Ansatz abziehen	die abgebildete mehrköpfige Pflanze	ACTIVATE_CHARGE	NO
E075	f56r	H5	H5-S001	f56r.5	cho	PROC052	HO	Gabe	eine Gabe nehmen	die abgebildete mehrköpfige Pflanze	ACTIVATE_CHARGE	NO
E076	f56r	H5	H5-S001	f56r.5	chodaly	PROC053	HO+AL+Y	Gabe · Zielstelle · dies	diese Gabe an die Zielstelle bringen	die abgebildete mehrköpfige Pflanze	TARGET_HANDOFF	NO
E077	f56r	H5	H5-S001	f56r.5	daiin	PROC009	AIIN	Maß	das vorgeschriebene Maß setzen	die abgebildete mehrköpfige Pflanze	METER_CHECK	NO
E078	f56r	H5	H5-S001	f56r.7	sho	PROC052	HO	Gabe	eine weitere Gabe nehmen	die abgebildete mehrköpfige Pflanze	ACTIVATE_CHARGE	NO
E079	f56r	H5	H5-S001	f56r.7	kchol	PROC054	K+OL	zuführen · fortsetzen	zuführen und fortsetzen	die abgebildete mehrköpfige Pflanze	MOVE_PASS	NO
E080	f56r	H5	H5-S001	f56r.7	otchor	PROC020	OT+CH+OR	danach · abziehen · Ansatz	danach aus dem Ansatz abziehen	die abgebildete mehrköpfige Pflanze	ACTIVATE_CHARGE	NO
E081	f56r	H5	H5-S001	f56r.7	choky	PROC008	OK+Y	ansetzen · dies	diesen Posten ansetzen	die abgebildete mehrköpfige Pflanze	CONTINUE_USE	NO
E082	f56r	H5	H5-S001	f56r.7	dal	PROC055	AL	Zielstelle	die Zielstelle nehmen	die abgebildete mehrköpfige Pflanze	TARGET_HANDOFF	NO
E083	f56r	H5	H5-S002	f56r.8	schol	PROC034	OL	fortsetzen	fortsetzen	die abgebildete mehrköpfige Pflanze	CONTINUE_USE	NO
E084	f56r	H5	H5-S002	f56r.8	choy	PROC056	HO+Y	Gabe · dies	diese Gabe nehmen	die abgebildete mehrköpfige Pflanze	ACTIVATE_CHARGE	NO
E085	f56r	H5	H5-S002	f56r.8	choky	PROC008	OK+Y	ansetzen · dies	diesen Posten ansetzen	die abgebildete mehrköpfige Pflanze	ACTIVATE_CHARGE	NO
E086	f56r	H5	H5-S002	f56r.8	cheeckhody	PROC057	CH+EE+CKH+O+DY	abziehen · länger · Durchlass · Arbeitsgang · Schluss	länger durch den Durchlass führen und schließen	die abgebildete mehrköpfige Pflanze	HOLD_STATE>CLOSE	YES
E087	f56r	H5	H5-S003	f56r.12	sh	PROC058	SH	halten	halten	die abgebildete mehrköpfige Pflanze	HOLD_STATE	NO
E088	f56r	H5	H5-S003	f56r.12	cho	PROC052	HO	Gabe	eine Gabe nehmen	die abgebildete mehrköpfige Pflanze	ACTIVATE_CHARGE	NO
E089	f56r	H5	H5-S003	f56r.12	kchey	PROC059	K+E+Y	zuführen · kurz · dies	diesen Posten kurz zuführen	die abgebildete mehrköpfige Pflanze	HOLD_STATE	NO
E090	f56r	H5	H5-S003	f56r.12	qokokchy	PROC060	OK+OK+Y	ansetzen · ansetzen · dies	diesen Posten erneut ansetzen	die abgebildete mehrköpfige Pflanze	ACTIVATE_CHARGE	NO
E091	f56r	H5	H5-S004	f56r.13	okchy	PROC011	OK+Y	ansetzen · dies	diesen Posten ansetzen	die abgebildete mehrköpfige Pflanze	ACTIVATE_CHARGE	NO
E092	f56r	H5	H5-S004	f56r.13	chokcheo	PROC061	OK+CHEO	ansetzen · abziehen · kurz · Arbeitsgang	den Auszug ansetzen	die abgebildete mehrköpfige Pflanze	ACTIVATE_CHARGE	NO
E093	f56r	H5	H5-S004	f56r.13	kchal	PROC062	K+AL	zuführen · Zielstelle	zur Zielstelle zuführen	die abgebildete mehrköpfige Pflanze	TARGET_HANDOFF	NO
E094	f56r	H5	H5-S005	f56r.18	sho	PROC052	HO	Gabe	eine Gabe nehmen	die abgebildete mehrköpfige Pflanze	ACTIVATE_CHARGE	NO
E095	f56r	H5	H5-S005	f56r.18	chokchy	PROC011	OK+Y	ansetzen · dies	diesen Posten ansetzen	die abgebildete mehrköpfige Pflanze	ACTIVATE_CHARGE	NO
E096	f56r	H5	H5-S005	f56r.18	kchoar	PROC063	K+HO+AR	zuführen · Gabe · von dort	eine Gabe von dort zuführen	die abgebildete mehrköpfige Pflanze	ACTIVATE_CHARGE	NO
E097	f56r	H5	H5-S005	f56r.18	sotodan	PROC064	OT+O+AIN	danach · Arbeitsgang · Portion	danach eine Arbeitsportion nehmen	die abgebildete mehrköpfige Pflanze	ACTIVATE_CHARGE	NO
E098	f56r	H5	H5-S006	f56r.19	otchey	PROC065	OT+Y	danach · dies	danach diesen Posten nehmen	die abgebildete mehrköpfige Pflanze	ACTIVATE_CHARGE	NO
E099	f56r	H5	H5-S006	f56r.19	keol	PROC066	K+E+OL	zuführen · kurz · fortsetzen	kurz zuführen und fortsetzen	die abgebildete mehrköpfige Pflanze	HOLD_STATE	NO
E100	f56r	H5	H5-S006	f56r.19	daiin	PROC009	AIIN	Maß	nach dem vorgeschriebenen Maß	die abgebildete mehrköpfige Pflanze	METER_CHECK	NO
