page	physical_folio	annotation_rows	relation_rows	positive_relation_rows	channels	review_scope	formal_access_state
f42v	f42	4	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f57v	f57	16	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f58r	f58	17	1	1	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_CONTACT	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f58v	f58	8	4	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f65r	f65	4	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f67r1	f67	8	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f67r2	f67	209	33	1	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f67v1	f67	12	12	0	HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f67v2	f67	6	2	2	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f68r1	f68	150	30	30	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f68r2	f68	95	19	19	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ATTACHMENT	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f68r3	f68	48	16	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f68v2	f68	48	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f69r	f69	114	4	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE;SPECIAL_CIRCLE_RAY_OWNER	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f69v	f69	112	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f70r1	f70	24	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f70v1	f70	73	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;ZODIAC_BARREL	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f70v2	f70	164	2	2	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;ZODIAC_BARREL;ZODIAC_FACING	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f71r	f71	90	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;ZODIAC_BARREL;ZODIAC_CLOTHING;ZODIAC_FACING	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f71v	f71	94	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;ZODIAC_BARREL;ZODIAC_CLOTHING;ZODIAC_FACING	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f72r1	f72	84	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;SPECIAL_CIRCLE_RAY_OWNER;ZODIAC_BARREL;ZODIAC_CLOTHING;ZODIAC_FACING	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f72r2	f72	154	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;SPECIAL_CIRCLE_RAY_OWNER;ZODIAC_BARREL;ZODIAC_CLOTHING;ZODIAC_FACING	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f72r3	f72	152	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;ZODIAC_FACING;ZODIAC_STAR_TAIL	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f72v1	f72	110	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;ZODIAC_FACING	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f72v2	f72	110	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;ZODIAC_FACING	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f72v3	f72	106	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;ZODIAC_FACING	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f73r	f73	165	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;SPECIAL_CIRCLE_RAY_OWNER;ZODIAC_BARREL;ZODIAC_FACING;ZODIAC_STAR_TAIL	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f73v	f73	150	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;SPECIAL_CIRCLE_RAY_OWNER;ZODIAC_BARREL;ZODIAC_FACING	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f75r	f75	28	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f75v	f75	288	40	4	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f76r	f76	8	8	0	HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f77r	f77	84	40	0	BFE_ENCLOSURE;HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f77v	f77	59	28	0	BFE_ENCLOSURE;HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f78r	f78	36	16	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f80r	f80	79	32	0	BFE_ENCLOSURE;HUMAN_LAYOUT;HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f81v	f81	8	4	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f82r	f82	121	49	1	BFE_ENCLOSURE;HUMAN_LAYOUT;HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f82v	f82	105	44	4	BFE_ENCLOSURE;HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f83r	f83	56	10	2	BFE_ENCLOSURE;HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f83v	f83	23	3	3	BFE_ENCLOSURE;HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ATTACHMENT	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f85r2	f85	8	4	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f88r	f88	91	47	3	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f88v	f88	77	41	1	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f89r1	f89	89	49	1	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f89r2	f89	131	64	4	CONTACT_GAP;HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f89v1	f89	38	22	2	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f89v2	f89	58	30	2	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f94r	f94	4	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f99r	f99	207	99	3	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f99v	f99	182	76	4	CONTACT_GAP;HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS;HUMAN_REL_ARRAY_GROUP;HUMAN_REL_ATTACHMENT;HUMAN_REL_CONTACT;HUMAN_REL_ENCLOSURE	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
f9r	f9	4	0	0	HUMAN_OBJECT_FIGURE;HUMAN_OBJECT_PLANT;HUMAN_OBJECT_STAR_OR_SKY;HUMAN_OBJECT_WATER_OR_APPARATUS	COMPLETE_PAGE_CONNECTOR_CENSUS	SEALED
