metric_id	feature_id	metric_group	target_or_pair	scope	family_radius	numerator	denominator	value	display	interpretation	source	flower_vs_seed_identity_credit	component_credit
CF04_CHOR_D1_ED1_NAMED_STATE_WHOLES	CF04	EXACT_PART_STATE_FAMILY_PERSISTENCE	chor	D1	1	2	3	0.666667	expected dry: chol=0, qokchol=2, cheor=0 (total 2); rival moist: shol=0, sheol=0, sheor=1 (total 1)	Exact complete-form donor counts measure local state-family alignment; they do not assign a plaintext value to any EVA substring.	GDT768_CORE_FAMILY_ABLATION_DONOR_SURFACES	0	0
CF04_CHOR_D1_ED2_NAMED_STATE_WHOLES	CF04	EXACT_PART_STATE_FAMILY_PERSISTENCE	chor	D1	2	2	2	1.0	expected dry: chol=0, qokchol=2, cheor=0 (total 2); rival moist: shol=0, sheol=0, sheor=0 (total 0)	Exact complete-form donor counts measure local state-family alignment; they do not assign a plaintext value to any EVA substring.	GDT768_CORE_FAMILY_ABLATION_DONOR_SURFACES	0	0
CF04_FAMILY_PERSISTENT_STATE_PAIR_SCORE	CF04	EXACT_PART_STATE_FAMILY_PERSISTENCE	chor|shor	D1	ED0_TO_ED2	MIN(chor 2/19,shor 0/9)	CONJUNCTIVE_TARGET_RETENTION	0.0	chor expected-family retention 0.105263; shor expected-family retention 0.000000; conjunctive score 0.000000	M01 receives only the weaker target's ED2/ED0 retention: an expected state pair is not persistent when either side disappears.	GDT768_CORE_FAMILY_ABLATION_DONOR_SURFACES	0	0
CF04_FORM_CONDITIONED_NOMINAL_COMPATIBILITY_ED2	CF04	EXACT_PART_STATE_NOMINAL_COMPATIBILITY	chor|shor	D1	2	SUM_MIN_TARGET_NORMALISED_NAMED_STATE_RATES	SUM_MAX_TARGET_NORMALISED_NAMED_STATE_RATES	0.875	ED2 named-state-whole weighted Jaccard 0.875000; chor named donors 2, shor named donors 1	Measured surviving form conditioning can support symmetric nominal compatibility, but it gives zero flower-versus-seed direction credit.	GDT768_CORE_FAMILY_ABLATION_DONOR_SURFACES	0	0
CF04_SHOR_D1_ED0_NAMED_STATE_WHOLES	CF04	EXACT_PART_STATE_FAMILY_PERSISTENCE	shor	D1	0	9	10	0.9	expected moist: shol=5, sheol=2, sheor=2 (total 9); rival dry: chol=0, qokchol=1, cheor=0 (total 1)	Exact complete-form donor counts measure local state-family alignment; they do not assign a plaintext value to any EVA substring.	GDT768_CORE_FAMILY_ABLATION_DONOR_SURFACES	0	0
CF04_SHOR_D1_ED1_NAMED_STATE_WHOLES	CF04	EXACT_PART_STATE_FAMILY_PERSISTENCE	shor	D1	1	2	3	0.666667	expected moist: shol=0, sheol=2, sheor=0 (total 2); rival dry: chol=0, qokchol=1, cheor=0 (total 1)	Exact complete-form donor counts measure local state-family alignment; they do not assign a plaintext value to any EVA substring.	GDT768_CORE_FAMILY_ABLATION_DONOR_SURFACES	0	0
CF04_SHOR_D1_ED2_NAMED_STATE_WHOLES	CF04	EXACT_PART_STATE_FAMILY_PERSISTENCE	shor	D1	2	0	1	0.0	expected moist: shol=0, sheol=0, sheor=0 (total 0); rival dry: chol=0, qokchol=1, cheor=0 (total 1)	Exact complete-form donor counts measure local state-family alignment; they do not assign a plaintext value to any EVA substring.	GDT768_CORE_FAMILY_ABLATION_DONOR_SURFACES	0	0
CF05_CHOR_CTHY_LINE_RATE	CF05	EXACT_ANCHOR_PAIRING	chor|cthy	LINE	NA	14	176	0.079545	14 lines / 11 pages / 5 direct pairs; target-normalised line rate 0.079545	Parallel occurrence supports a shared register or part list, not a specific identity.	GDT768_CORE_PAIR_SUMMARY	0	0
CF05_SHOR_CTHY_LINE_RATE	CF05	EXACT_ANCHOR_PAIRING	shor|cthy	LINE	NA	8	77	0.103896	8 lines / 7 pages / 3 direct pairs; target-normalised line rate 0.103896	Parallel occurrence supports a shared register or part list, not a specific identity.	GDT768_CORE_PAIR_SUMMARY	0	0
CF06_CHOR_DAIR_LINE_RATE	CF06	EXACT_ANCHOR_PAIRING	chor|dair	LINE	NA	5	176	0.028409	5 lines / 5 pages / 2 direct pairs; target-normalised line rate 0.028409	Parallel occurrence supports a shared register or part list, not a specific identity.	GDT768_CORE_PAIR_SUMMARY	0	0
CF06_CHOR_KOAIIN_LINE_RATE	CF06	EXACT_ANCHOR_PAIRING	chor|koaiin	LINE	NA	0	176	0.0	0 lines / 0 pages / 0 direct pairs; target-normalised line rate 0.000000	Parallel occurrence supports a shared register or part list, not a specific identity.	GDT768_CORE_PAIR_SUMMARY	0	0
CF06_CHOR_KOOIIN_LINE_RATE	CF06	EXACT_ANCHOR_PAIRING	chor|kooiin	LINE	NA	1	176	0.005682	1 lines / 1 pages / 0 direct pairs; target-normalised line rate 0.005682	Parallel occurrence supports a shared register or part list, not a specific identity.	GDT768_CORE_PAIR_SUMMARY	0	0
CF06_SHOR_DAIR_LINE_RATE	CF06	EXACT_ANCHOR_PAIRING	shor|dair	LINE	NA	2	77	0.025974	2 lines / 2 pages / 0 direct pairs; target-normalised line rate 0.025974	Parallel occurrence supports a shared register or part list, not a specific identity.	GDT768_CORE_PAIR_SUMMARY	0	0
CF06_SHOR_KOAIIN_LINE_RATE	CF06	EXACT_ANCHOR_PAIRING	shor|koaiin	LINE	NA	0	77	0.0	0 lines / 0 pages / 0 direct pairs; target-normalised line rate 0.000000	Parallel occurrence supports a shared register or part list, not a specific identity.	GDT768_CORE_PAIR_SUMMARY	0	0
CF06_SHOR_KOOIIN_LINE_RATE	CF06	EXACT_ANCHOR_PAIRING	shor|kooiin	LINE	NA	1	77	0.012987	1 lines / 1 pages / 1 direct pairs; target-normalised line rate 0.012987	Parallel occurrence supports a shared register or part list, not a specific identity.	GDT768_CORE_PAIR_SUMMARY	0	0
CF07_CHOR_D1_ED2	CF07	BROAD_VALUE_AMOUNT_PROXY	chor	D1	2	30	176	0.170455	broad VALUE_AMOUNT proxy 30/176; rate 0.170455	This is not a bound quantity formula; it is a broad register proxy and cannot identify flower versus seed.	GDT768_CORE_FAMILY_ABLATION	0	0
CF07_CHOR_LINE_ED2	CF07	BROAD_VALUE_AMOUNT_PROXY	chor	LINE	2	80	176	0.454545	broad VALUE_AMOUNT proxy 80/176; rate 0.454545	This is not a bound quantity formula; it is a broad register proxy and cannot identify flower versus seed.	GDT768_CORE_FAMILY_ABLATION	0	0
CF07_CHOR_R3_ED2	CF07	BROAD_VALUE_AMOUNT_PROXY	chor	R3	2	54	176	0.306818	broad VALUE_AMOUNT proxy 54/176; rate 0.306818	This is not a bound quantity formula; it is a broad register proxy and cannot identify flower versus seed.	GDT768_CORE_FAMILY_ABLATION	0	0
CF07_SHOR_D1_ED2	CF07	BROAD_VALUE_AMOUNT_PROXY	shor	D1	2	10	77	0.12987	broad VALUE_AMOUNT proxy 10/77; rate 0.129870	This is not a bound quantity formula; it is a broad register proxy and cannot identify flower versus seed.	GDT768_CORE_FAMILY_ABLATION	0	0
CF07_SHOR_LINE_ED2	CF07	BROAD_VALUE_AMOUNT_PROXY	shor	LINE	2	30	77	0.38961	broad VALUE_AMOUNT proxy 30/77; rate 0.389610	This is not a bound quantity formula; it is a broad register proxy and cannot identify flower versus seed.	GDT768_CORE_FAMILY_ABLATION	0	0
CF07_SHOR_R3_ED2	CF07	BROAD_VALUE_AMOUNT_PROXY	shor	R3	2	23	77	0.298701	broad VALUE_AMOUNT proxy 23/77; rate 0.298701	This is not a bound quantity formula; it is a broad register proxy and cannot identify flower versus seed.	GDT768_CORE_FAMILY_ABLATION	0	0
CF08_CHOR_LINE_FIRST_RATE	CF08	RECORD_POSITION	chor	LINE	NA	10	176	0.056818	line-first 10/176; paragraph-start-line 25/176	Position is a record-role measurement, not a noun gloss.	GDT768_CORE_ROLE_GEOMETRY	0	0
CF08_POSITION_JS_SIMILARITY	CF08	RECORD_POSITION	chor|shor	LINE_AND_PARAGRAPH	NA	ONE_MINUS_JS	THREE_POSITION_COMPONENTS	0.969525	position similarity 0.969525	High similarity supports parallel nominal roles; only repeated divergence supports M05.	GDT768_CORE_ROLE_GEOMETRY	0	0
CF08_SHOR_LINE_FIRST_RATE	CF08	RECORD_POSITION	shor	LINE	NA	16	77	0.207792	line-first 16/77; paragraph-start-line 26/77	Position is a record-role measurement, not a noun gloss.	GDT768_CORE_ROLE_GEOMETRY	0	0
CF09_SECTION_JS_SIMILARITY	CF09	SECTION_PROFILE	chor|shor	GLOBAL	NA	ONE_MINUS_JS	H_P_S_T_B_C_PROFILE	0.950704	section similarity 0.950704	Shared concentration supports a common technical register but no plant-part identity.	GDT768_CORE_ROLE_GEOMETRY	0	0
CF10_COSINE_D1_ED0	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	D1	0	DOT_PRODUCT	L2_NORMS	0.882777	12D non-anchor cosine 0.882777	High values mean similar target-excluding technical environments; no noun identity follows.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_COSINE_D1_ED1	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	D1	1	DOT_PRODUCT	L2_NORMS	0.96276	12D non-anchor cosine 0.962760	High values mean similar target-excluding technical environments; no noun identity follows.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_COSINE_D1_ED2	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	D1	2	DOT_PRODUCT	L2_NORMS	0.96608	12D non-anchor cosine 0.966080	High values mean similar target-excluding technical environments; no noun identity follows.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_COSINE_LINE_ED0	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	LINE	0	DOT_PRODUCT	L2_NORMS	0.961153	12D non-anchor cosine 0.961153	High values mean similar target-excluding technical environments; no noun identity follows.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_COSINE_LINE_ED1	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	LINE	1	DOT_PRODUCT	L2_NORMS	0.988843	12D non-anchor cosine 0.988843	High values mean similar target-excluding technical environments; no noun identity follows.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_COSINE_LINE_ED2	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	LINE	2	DOT_PRODUCT	L2_NORMS	0.990899	12D non-anchor cosine 0.990899	High values mean similar target-excluding technical environments; no noun identity follows.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_COSINE_R3_ED0	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	R3	0	DOT_PRODUCT	L2_NORMS	0.925892	12D non-anchor cosine 0.925892	High values mean similar target-excluding technical environments; no noun identity follows.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_COSINE_R3_ED1	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	R3	1	DOT_PRODUCT	L2_NORMS	0.974934	12D non-anchor cosine 0.974934	High values mean similar target-excluding technical environments; no noun identity follows.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_COSINE_R3_ED2	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	R3	2	DOT_PRODUCT	L2_NORMS	0.984115	12D non-anchor cosine 0.984115	High values mean similar target-excluding technical environments; no noun identity follows.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_JACCARD_D1_ED0	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	D1	0	SUM_MIN_RATE	SUM_MAX_RATE	0.568836	12D non-anchor weighted Jaccard 0.568836	A second transparent similarity view; ANCHOR dimensions are excluded.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_JACCARD_D1_ED1	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	D1	1	SUM_MIN_RATE	SUM_MAX_RATE	0.656604	12D non-anchor weighted Jaccard 0.656604	A second transparent similarity view; ANCHOR dimensions are excluded.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_JACCARD_D1_ED2	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	D1	2	SUM_MIN_RATE	SUM_MAX_RATE	0.755814	12D non-anchor weighted Jaccard 0.755814	A second transparent similarity view; ANCHOR dimensions are excluded.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_JACCARD_LINE_ED0	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	LINE	0	SUM_MIN_RATE	SUM_MAX_RATE	0.76742	12D non-anchor weighted Jaccard 0.767420	A second transparent similarity view; ANCHOR dimensions are excluded.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_JACCARD_LINE_ED1	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	LINE	1	SUM_MIN_RATE	SUM_MAX_RATE	0.824538	12D non-anchor weighted Jaccard 0.824538	A second transparent similarity view; ANCHOR dimensions are excluded.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_JACCARD_LINE_ED2	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	LINE	2	SUM_MIN_RATE	SUM_MAX_RATE	0.820125	12D non-anchor weighted Jaccard 0.820125	A second transparent similarity view; ANCHOR dimensions are excluded.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_JACCARD_R3_ED0	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	R3	0	SUM_MIN_RATE	SUM_MAX_RATE	0.67488	12D non-anchor weighted Jaccard 0.674880	A second transparent similarity view; ANCHOR dimensions are excluded.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_JACCARD_R3_ED1	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	R3	1	SUM_MIN_RATE	SUM_MAX_RATE	0.757113	12D non-anchor weighted Jaccard 0.757113	A second transparent similarity view; ANCHOR dimensions are excluded.	GDT768_CORE_FAMILY_ABLATION	0	0
CF10_JACCARD_R3_ED2	CF10	OUTWARD_COFIELD_SIMILARITY	chor|shor	R3	2	SUM_MIN_RATE	SUM_MAX_RATE	0.798538	12D non-anchor weighted Jaccard 0.798538	A second transparent similarity view; ANCHOR dimensions are excluded.	GDT768_CORE_FAMILY_ABLATION	0	0
CF11_CHOR_SHOR_LINE_RATE	CF11	EXACT_ANCHOR_PAIRING	chor|shor	LINE	NA	8	176	0.045455	8 lines / 8 pages / 3 direct pairs; target-normalised line rate 0.045455	Parallel occurrence supports a shared register or part list, not a specific identity.	GDT768_CORE_PAIR_SUMMARY	0	0
CF12_DECLARED_CACHED_VISUAL_REPRODUCTIVE_PRIOR	CF12	DECLARED_VISUAL_PRIOR	shor	CACHED_ADJUDICATION_ONLY	NA	1	1	1.0	shor has a declared broad reproductive-part visual prior	The prior supports only a broad reproductive class and is symmetric for flower versus seed or fruit.	GDT768_COMPARISON_FEATURE_SPECS	0	0
CF13_M01_DECLARED_HISTORY_COVERAGE	CF13	HISTORICAL_ARCHITECTURE_PRIOR	M01	DECLARED_SIGNATURES	NA	2	2	1.0	2/2 declared historical signatures present	Coverage verifies an attested comparison architecture; it supplies zero target-word identity credit.	GDT768_HISTORICAL_PART_SIGNATURES	0	0
CF13_M02_DECLARED_HISTORY_COVERAGE	CF13	HISTORICAL_ARCHITECTURE_PRIOR	M02	DECLARED_SIGNATURES	NA	4	4	1.0	4/4 declared historical signatures present	Coverage verifies an attested comparison architecture; it supplies zero target-word identity credit.	GDT768_HISTORICAL_PART_SIGNATURES	0	0
CF13_M03_DECLARED_HISTORY_COVERAGE	CF13	HISTORICAL_ARCHITECTURE_PRIOR	M03	DECLARED_SIGNATURES	NA	4	4	1.0	4/4 declared historical signatures present	Coverage verifies an attested comparison architecture; it supplies zero target-word identity credit.	GDT768_HISTORICAL_PART_SIGNATURES	0	0
CF13_M04_DECLARED_HISTORY_COVERAGE	CF13	HISTORICAL_ARCHITECTURE_PRIOR	M04	DECLARED_SIGNATURES	NA	5	5	1.0	5/5 declared historical signatures present	Coverage verifies an attested comparison architecture; it supplies zero target-word identity credit.	GDT768_HISTORICAL_PART_SIGNATURES	0	0
CF13_M05_DECLARED_HISTORY_COVERAGE	CF13	HISTORICAL_ARCHITECTURE_PRIOR	M05	DECLARED_SIGNATURES	NA	2	2	1.0	2/2 declared historical signatures present	Coverage verifies an attested comparison architecture; it supplies zero target-word identity credit.	GDT768_HISTORICAL_PART_SIGNATURES	0	0
