target_occurrence_id	surface	page	physical_folio	locus	line_number	section	language	hand	ordinal	token_index	line_token_count	line_position	normalized_line_position	paragraph_start_line	paragraph_end_line	true_paragraph_opener	true_paragraph_closer	written_line_eva	ed0_d1_features	ed0_d1_donors	ed0_d1_family_blocked	ed0_d1_source_composed_blocked	ed0_d1_eligible_positions	ed0_d1_family_blocked_positions	ed0_d1_source_composed_blocked_positions	ed0_r3_features	ed0_r3_donors	ed0_r3_family_blocked	ed0_r3_source_composed_blocked	ed0_r3_eligible_positions	ed0_r3_family_blocked_positions	ed0_r3_source_composed_blocked_positions	ed0_line_features	ed0_line_donors	ed0_line_family_blocked	ed0_line_source_composed_blocked	ed0_line_eligible_positions	ed0_line_family_blocked_positions	ed0_line_source_composed_blocked_positions	ed1_d1_features	ed1_d1_donors	ed1_d1_family_blocked	ed1_d1_source_composed_blocked	ed1_d1_eligible_positions	ed1_d1_family_blocked_positions	ed1_d1_source_composed_blocked_positions	ed1_r3_features	ed1_r3_donors	ed1_r3_family_blocked	ed1_r3_source_composed_blocked	ed1_r3_eligible_positions	ed1_r3_family_blocked_positions	ed1_r3_source_composed_blocked_positions	ed1_line_features	ed1_line_donors	ed1_line_family_blocked	ed1_line_source_composed_blocked	ed1_line_eligible_positions	ed1_line_family_blocked_positions	ed1_line_source_composed_blocked_positions	ed2_d1_features	ed2_d1_donors	ed2_d1_family_blocked	ed2_d1_source_composed_blocked	ed2_d1_eligible_positions	ed2_d1_family_blocked_positions	ed2_d1_source_composed_blocked_positions	ed2_r3_features	ed2_r3_donors	ed2_r3_family_blocked	ed2_r3_source_composed_blocked	ed2_r3_eligible_positions	ed2_r3_family_blocked_positions	ed2_r3_source_composed_blocked_positions	ed2_line_features	ed2_line_donors	ed2_line_family_blocked	ed2_line_source_composed_blocked	ed2_line_eligible_positions	ed2_line_family_blocked_positions	ed2_line_source_composed_blocked_positions	reader_exact	gdt754_source_composed_gate	edit_distance_semantic_credit	component_export_credit
G768-T0107	cthy	f17v	f17	f17v.15	15	H	A	1	2	2	6	MIDDLE	0.200000	0	0	0	0	ychor cthy cheeky cheo otor oteol	DRY|HOT|STAGE	cheeky@3:d1[DRY|HOT|STAGE]	NONE	ychor@1:d1	1	0	1	DRY|HOT|COLD|STAGE|VALUE_AMOUNT|PREP	cheeky@3:d1[DRY|HOT|STAGE];cheo@4:d2[DRY|PREP];otor@5:d3[COLD|VALUE_AMOUNT|PREP]	NONE	ychor@1:d1	3	0	1	DRY|HOT|COLD|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	cheeky@3:d1[DRY|HOT|STAGE];cheo@4:d2[DRY|PREP];otor@5:d3[COLD|VALUE_AMOUNT|PREP];oteol@6:d4[COLD|STAGE|PREP|PROCESS_CLOSE]	NONE	ychor@1:d1	4	0	1	DRY|HOT|STAGE	cheeky@3:d1[DRY|HOT|STAGE]	NONE	ychor@1:d1	1	0	1	DRY|HOT|COLD|STAGE|VALUE_AMOUNT|PREP	cheeky@3:d1[DRY|HOT|STAGE];cheo@4:d2[DRY|PREP];otor@5:d3[COLD|VALUE_AMOUNT|PREP]	NONE	ychor@1:d1	3	0	1	DRY|HOT|COLD|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	cheeky@3:d1[DRY|HOT|STAGE];cheo@4:d2[DRY|PREP];otor@5:d3[COLD|VALUE_AMOUNT|PREP];oteol@6:d4[COLD|STAGE|PREP|PROCESS_CLOSE]	NONE	ychor@1:d1	4	0	1	DRY|HOT|STAGE	cheeky@3:d1[DRY|HOT|STAGE]	NONE	ychor@1:d1	1	0	1	DRY|HOT|COLD|STAGE|VALUE_AMOUNT|PREP	cheeky@3:d1[DRY|HOT|STAGE];cheo@4:d2[DRY|PREP];otor@5:d3[COLD|VALUE_AMOUNT|PREP]	NONE	ychor@1:d1	3	0	1	DRY|HOT|COLD|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	cheeky@3:d1[DRY|HOT|STAGE];cheo@4:d2[DRY|PREP];otor@5:d3[COLD|VALUE_AMOUNT|PREP];oteol@6:d4[COLD|STAGE|PREP|PROCESS_CLOSE]	NONE	ychor@1:d1	4	0	1	1	ACTIVE_172_SURFACES	0	0
G768-T0108	cthy	f17v	f17	f17v.22	22	H	A	1	7	7	7	LAST	1.000000	0	0	0	0	qokeee dar chey keeor cheeol ctheey cthy	NONE	ctheey@6:d1[NONE]	NONE	NONE	1	0	0	DRY|STAGE	keeor@4:d3[NONE];cheeol@5:d2[DRY|STAGE];ctheey@6:d1[NONE]	NONE	NONE	3	0	0	DRY|STAGE	qokeee@1:d6[NONE];dar@2:d5[NONE];chey@3:d4[DRY|STAGE];keeor@4:d3[NONE];cheeol@5:d2[DRY|STAGE];ctheey@6:d1[NONE]	NONE	NONE	6	0	0	NONE	ctheey@6:d1[NONE]	NONE	NONE	1	0	0	DRY|STAGE	keeor@4:d3[NONE];cheeol@5:d2[DRY|STAGE];ctheey@6:d1[NONE]	NONE	NONE	3	0	0	DRY|STAGE	qokeee@1:d6[NONE];dar@2:d5[NONE];chey@3:d4[DRY|STAGE];keeor@4:d3[NONE];cheeol@5:d2[DRY|STAGE];ctheey@6:d1[NONE]	NONE	NONE	6	0	0	NONE	NONE	ctheey@6:d1	NONE	0	1	0	DRY|STAGE	keeor@4:d3[NONE];cheeol@5:d2[DRY|STAGE]	ctheey@6:d1	NONE	2	1	0	DRY|STAGE	qokeee@1:d6[NONE];dar@2:d5[NONE];keeor@4:d3[NONE];cheeol@5:d2[DRY|STAGE]	chey@3:d4;ctheey@6:d1	NONE	4	2	0	1	ACTIVE_172_SURFACES	0	0
G768-T0109	chor	f18r	f18	f18r.3	3	H	A	1	2	2	8	MIDDLE	0.142857	0	0	0	0	qokchor chor ey or chey qokchol dy ytcharg	NONE	qokchor@1:d1[NONE]	NONE	NONE	1	0	0	NONE	qokchor@1:d1[NONE]	NONE	NONE	1	0	0	DRY|HOT	qokchor@1:d1[NONE];qokchol@6:d4[DRY|HOT];dy@7:d5[NONE]	NONE	NONE	3	0	0	NONE	qokchor@1:d1[NONE]	NONE	NONE	1	0	0	NONE	qokchor@1:d1[NONE]	NONE	NONE	1	0	0	DRY|HOT	qokchor@1:d1[NONE];qokchol@6:d4[DRY|HOT];dy@7:d5[NONE]	NONE	NONE	3	0	0	NONE	qokchor@1:d1[NONE]	NONE	NONE	1	0	0	NONE	qokchor@1:d1[NONE]	NONE	NONE	1	0	0	DRY|HOT	qokchor@1:d1[NONE];qokchol@6:d4[DRY|HOT];dy@7:d5[NONE]	NONE	NONE	3	0	0	1	ACTIVE_172_SURFACES	0	0
G768-T0110	chor	f18r	f18	f18r.4	4	H	A	1	1	1	5	FIRST	0.000000	0	1	0	0	chor cthor okeor ykchol okain	VALUE_AMOUNT	cthor@2:d1[VALUE_AMOUNT]	NONE	NONE	1	0	0	DRY|HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	cthor@2:d1[VALUE_AMOUNT];okeor@3:d2[HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE];ykchol@4:d3[DRY|HOT|PROCESS_CLOSE]	NONE	NONE	3	0	0	DRY|HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	cthor@2:d1[VALUE_AMOUNT];okeor@3:d2[HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE];ykchol@4:d3[DRY|HOT|PROCESS_CLOSE];okain@5:d4[NONE]	NONE	NONE	4	0	0	NONE	NONE	cthor@2:d1	NONE	0	1	0	DRY|HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	okeor@3:d2[HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE];ykchol@4:d3[DRY|HOT|PROCESS_CLOSE]	cthor@2:d1	NONE	2	1	0	DRY|HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	okeor@3:d2[HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE];ykchol@4:d3[DRY|HOT|PROCESS_CLOSE];okain@5:d4[NONE]	cthor@2:d1	NONE	3	1	0	NONE	NONE	cthor@2:d1	NONE	0	1	0	DRY|HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	okeor@3:d2[HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE];ykchol@4:d3[DRY|HOT|PROCESS_CLOSE]	cthor@2:d1	NONE	2	1	0	DRY|HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE	okeor@3:d2[HOT|STAGE|VALUE_AMOUNT|PREP|PROCESS_CLOSE];ykchol@4:d3[DRY|HOT|PROCESS_CLOSE];okain@5:d4[NONE]	cthor@2:d1	NONE	3	1	0	1	ACTIVE_172_SURFACES	0	0
G768-T0111	shor	f18r	f18	f18r.5	5	H	A	1	2	2	6	MIDDLE	0.200000	1	0	0	0	tchor shor cthaiin cthol chlol chom	DRY|COLD|VALUE_AMOUNT	tchor@1:d1[DRY|COLD|VALUE_AMOUNT];cthaiin@3:d1[NONE]	NONE	NONE	2	0	0	DRY|COLD|VALUE_AMOUNT	tchor@1:d1[DRY|COLD|VALUE_AMOUNT];cthaiin@3:d1[NONE];cthol@4:d2[NONE];chlol@5:d3[NONE]	NONE	NONE	4	0	0	DRY|COLD|VALUE_AMOUNT	tchor@1:d1[DRY|COLD|VALUE_AMOUNT];cthaiin@3:d1[NONE];cthol@4:d2[NONE];chlol@5:d3[NONE];chom@6:d4[NONE]	NONE	NONE	5	0	0	DRY|COLD|VALUE_AMOUNT	tchor@1:d1[DRY|COLD|VALUE_AMOUNT];cthaiin@3:d1[NONE]	NONE	NONE	2	0	0	DRY|COLD|VALUE_AMOUNT	tchor@1:d1[DRY|COLD|VALUE_AMOUNT];cthaiin@3:d1[NONE];cthol@4:d2[NONE];chlol@5:d3[NONE]	NONE	NONE	4	0	0	DRY|COLD|VALUE_AMOUNT	tchor@1:d1[DRY|COLD|VALUE_AMOUNT];cthaiin@3:d1[NONE];cthol@4:d2[NONE];chlol@5:d3[NONE];chom@6:d4[NONE]	NONE	NONE	5	0	0	NONE	cthaiin@3:d1[NONE]	tchor@1:d1	NONE	1	1	0	NONE	cthaiin@3:d1[NONE];cthol@4:d2[NONE];chlol@5:d3[NONE]	tchor@1:d1	NONE	3	1	0	NONE	cthaiin@3:d1[NONE];cthol@4:d2[NONE];chlol@5:d3[NONE]	tchor@1:d1;chom@6:d4	NONE	3	2	0	1	ACTIVE_172_SURFACES	0	0
G768-T0112	dair	f18r	f18	f18r.6	6	H	A	1	3	3	8	MIDDLE	0.285714	0	0	0	0	ychy kchor dair ytol chcthy dar dar dal	DRY|HOT|VALUE_AMOUNT	kchor@2:d1[DRY|HOT|VALUE_AMOUNT];ytol@4:d1[NONE]	NONE	NONE	2	0	0	DRY|HOT|VALUE_AMOUNT	ychy@1:d2[DRY];kchor@2:d1[DRY|HOT|VALUE_AMOUNT];ytol@4:d1[NONE];chcthy@5:d2[NONE];dar@6:d3[NONE]	NONE	NONE	5	0	0	DRY|HOT|VALUE_AMOUNT	ychy@1:d2[DRY];kchor@2:d1[DRY|HOT|VALUE_AMOUNT];ytol@4:d1[NONE];chcthy@5:d2[NONE];dar@6:d3[NONE];dar@7:d4[NONE];dal@8:d5[VALUE_AMOUNT]	NONE	NONE	7	0	0	DRY|HOT|VALUE_AMOUNT	kchor@2:d1[DRY|HOT|VALUE_AMOUNT];ytol@4:d1[NONE]	NONE	NONE	2	0	0	DRY|HOT|VALUE_AMOUNT	ychy@1:d2[DRY];kchor@2:d1[DRY|HOT|VALUE_AMOUNT];ytol@4:d1[NONE];chcthy@5:d2[NONE]	dar@6:d3	NONE	4	1	0	DRY|HOT|VALUE_AMOUNT	ychy@1:d2[DRY];kchor@2:d1[DRY|HOT|VALUE_AMOUNT];ytol@4:d1[NONE];chcthy@5:d2[NONE];dal@8:d5[VALUE_AMOUNT]	dar@6:d3;dar@7:d4	NONE	5	2	0	DRY|HOT|VALUE_AMOUNT	kchor@2:d1[DRY|HOT|VALUE_AMOUNT];ytol@4:d1[NONE]	NONE	NONE	2	0	0	DRY|HOT|VALUE_AMOUNT	ychy@1:d2[DRY];kchor@2:d1[DRY|HOT|VALUE_AMOUNT];ytol@4:d1[NONE];chcthy@5:d2[NONE]	dar@6:d3	NONE	4	1	0	DRY|HOT|VALUE_AMOUNT	ychy@1:d2[DRY];kchor@2:d1[DRY|HOT|VALUE_AMOUNT];ytol@4:d1[NONE];chcthy@5:d2[NONE]	dar@6:d3;dar@7:d4;dal@8:d5	NONE	4	3	0	1	ACTIVE_172_SURFACES	0	0
G768-T0113	cthy	f18r	f18	f18r.7	7	H	A	1	3	3	6	MIDDLE	0.400000	0	0	0	0	oshor shaiin cthy sholdy doldy doldaiin	STAGE	shaiin@2:d1[NONE];sholdy@4:d1[STAGE]	NONE	NONE	2	0	0	STAGE	oshor@1:d2[NONE];shaiin@2:d1[NONE];sholdy@4:d1[STAGE];doldy@5:d2[NONE];doldaiin@6:d3[NONE]	NONE	NONE	5	0	0	STAGE	oshor@1:d2[NONE];shaiin@2:d1[NONE];sholdy@4:d1[STAGE];doldy@5:d2[NONE];doldaiin@6:d3[NONE]	NONE	NONE	5	0	0	STAGE	shaiin@2:d1[NONE];sholdy@4:d1[STAGE]	NONE	NONE	2	0	0	STAGE	oshor@1:d2[NONE];shaiin@2:d1[NONE];sholdy@4:d1[STAGE];doldy@5:d2[NONE];doldaiin@6:d3[NONE]	NONE	NONE	5	0	0	STAGE	oshor@1:d2[NONE];shaiin@2:d1[NONE];sholdy@4:d1[STAGE];doldy@5:d2[NONE];doldaiin@6:d3[NONE]	NONE	NONE	5	0	0	STAGE	shaiin@2:d1[NONE];sholdy@4:d1[STAGE]	NONE	NONE	2	0	0	STAGE	oshor@1:d2[NONE];shaiin@2:d1[NONE];sholdy@4:d1[STAGE];doldy@5:d2[NONE];doldaiin@6:d3[NONE]	NONE	NONE	5	0	0	STAGE	oshor@1:d2[NONE];shaiin@2:d1[NONE];sholdy@4:d1[STAGE];doldy@5:d2[NONE];doldaiin@6:d3[NONE]	NONE	NONE	5	0	0	1	ACTIVE_172_SURFACES	0	0
G768-T0114	shor	f18r	f18	f18r.10	10	H	A	1	2	2	5	MIDDLE	0.250000	0	0	0	0	dar shor qokchol ol ydaiin	DRY|HOT	dar@1:d1[NONE];qokchol@3:d1[DRY|HOT]	NONE	NONE	2	0	0	DRY|HOT	dar@1:d1[NONE];qokchol@3:d1[DRY|HOT];ol@4:d2[NONE];ydaiin@5:d3[NONE]	NONE	NONE	4	0	0	DRY|HOT	dar@1:d1[NONE];qokchol@3:d1[DRY|HOT];ol@4:d2[NONE];ydaiin@5:d3[NONE]	NONE	NONE	4	0	0	DRY|HOT	dar@1:d1[NONE];qokchol@3:d1[DRY|HOT]	NONE	NONE	2	0	0	DRY|HOT	dar@1:d1[NONE];qokchol@3:d1[DRY|HOT];ol@4:d2[NONE];ydaiin@5:d3[NONE]	NONE	NONE	4	0	0	DRY|HOT	dar@1:d1[NONE];qokchol@3:d1[DRY|HOT];ol@4:d2[NONE];ydaiin@5:d3[NONE]	NONE	NONE	4	0	0	DRY|HOT	dar@1:d1[NONE];qokchol@3:d1[DRY|HOT]	NONE	NONE	2	0	0	DRY|HOT	dar@1:d1[NONE];qokchol@3:d1[DRY|HOT];ol@4:d2[NONE];ydaiin@5:d3[NONE]	NONE	NONE	4	0	0	DRY|HOT	dar@1:d1[NONE];qokchol@3:d1[DRY|HOT];ol@4:d2[NONE];ydaiin@5:d3[NONE]	NONE	NONE	4	0	0	1	ACTIVE_172_SURFACES	0	0
G768-T0115	chor	f18r	f18	f18r.11	11	H	A	1	4	4	5	MIDDLE	0.750000	0	0	0	0	sotchaiin chokchy chckhol chor g	NONE	g@5:d1[NONE]	NONE	NONE	1	0	0	DRY|HOT|STAGE|PREP	sotchaiin@1:d3[NONE];chokchy@2:d2[DRY|HOT|STAGE|PREP];g@5:d1[NONE]	NONE	NONE	3	0	0	DRY|HOT|STAGE|PREP	sotchaiin@1:d3[NONE];chokchy@2:d2[DRY|HOT|STAGE|PREP];g@5:d1[NONE]	NONE	NONE	3	0	0	NONE	g@5:d1[NONE]	NONE	NONE	1	0	0	DRY|HOT|STAGE|PREP	sotchaiin@1:d3[NONE];chokchy@2:d2[DRY|HOT|STAGE|PREP];g@5:d1[NONE]	NONE	NONE	3	0	0	DRY|HOT|STAGE|PREP	sotchaiin@1:d3[NONE];chokchy@2:d2[DRY|HOT|STAGE|PREP];g@5:d1[NONE]	NONE	NONE	3	0	0	NONE	g@5:d1[NONE]	NONE	NONE	1	0	0	DRY|HOT|STAGE|PREP	sotchaiin@1:d3[NONE];chokchy@2:d2[DRY|HOT|STAGE|PREP];g@5:d1[NONE]	NONE	NONE	3	0	0	DRY|HOT|STAGE|PREP	sotchaiin@1:d3[NONE];chokchy@2:d2[DRY|HOT|STAGE|PREP];g@5:d1[NONE]	NONE	NONE	3	0	0	1	ACTIVE_172_SURFACES	0	0
G768-T0116	cthy	f18r	f18	f18r.12	12	H	A	1	5	5	5	LAST	1.000000	0	0	0	0	ychair cthol daiin qokchy cthy	NONE	qokchy@4:d1[NONE]	NONE	NONE	1	0	0	VALUE_AMOUNT	cthol@2:d3[NONE];daiin@3:d2[VALUE_AMOUNT];qokchy@4:d1[NONE]	NONE	NONE	3	0	0	VALUE_AMOUNT	ychair@1:d4[NONE];cthol@2:d3[NONE];daiin@3:d2[VALUE_AMOUNT];qokchy@4:d1[NONE]	NONE	NONE	4	0	0	NONE	qokchy@4:d1[NONE]	NONE	NONE	1	0	0	VALUE_AMOUNT	cthol@2:d3[NONE];daiin@3:d2[VALUE_AMOUNT];qokchy@4:d1[NONE]	NONE	NONE	3	0	0	VALUE_AMOUNT	ychair@1:d4[NONE];cthol@2:d3[NONE];daiin@3:d2[VALUE_AMOUNT];qokchy@4:d1[NONE]	NONE	NONE	4	0	0	NONE	qokchy@4:d1[NONE]	NONE	NONE	1	0	0	VALUE_AMOUNT	daiin@3:d2[VALUE_AMOUNT];qokchy@4:d1[NONE]	cthol@2:d3	NONE	2	1	0	VALUE_AMOUNT	ychair@1:d4[NONE];daiin@3:d2[VALUE_AMOUNT];qokchy@4:d1[NONE]	cthol@2:d3	NONE	3	1	0	1	ACTIVE_172_SURFACES	0	0
G768-T0117	chor	f18v	f18	f18v.6	6	H	A	1	2	2	8	MIDDLE	0.142857	0	0	0	0	qotor chor otchy qokeees chy s ar ykar	COLD|VALUE_AMOUNT	qotor@1:d1[COLD|VALUE_AMOUNT];otchy@3:d1[NONE]	NONE	NONE	2	0	0	DRY|HOT|COLD|STAGE|VALUE_AMOUNT|PROCESS_CLOSE	qotor@1:d1[COLD|VALUE_AMOUNT];otchy@3:d1[NONE];qokeees@4:d2[HOT|VALUE_AMOUNT|PROCESS_CLOSE];chy@5:d3[DRY|STAGE]	NONE	NONE	4	0	0	DRY|HOT|COLD|STAGE|VALUE_AMOUNT|PROCESS_CLOSE	qotor@1:d1[COLD|VALUE_AMOUNT];otchy@3:d1[NONE];qokeees@4:d2[HOT|VALUE_AMOUNT|PROCESS_CLOSE];chy@5:d3[DRY|STAGE];s@6:d4[NONE];ar@7:d5[NONE];ykar@8:d6[HOT|VALUE_AMOUNT]	NONE	NONE	7	0	0	COLD|VALUE_AMOUNT	qotor@1:d1[COLD|VALUE_AMOUNT];otchy@3:d1[NONE]	NONE	NONE	2	0	0	DRY|HOT|COLD|STAGE|VALUE_AMOUNT|PROCESS_CLOSE	qotor@1:d1[COLD|VALUE_AMOUNT];otchy@3:d1[NONE];qokeees@4:d2[HOT|VALUE_AMOUNT|PROCESS_CLOSE];chy@5:d3[DRY|STAGE]	NONE	NONE	4	0	0	DRY|HOT|COLD|STAGE|VALUE_AMOUNT|PROCESS_CLOSE	qotor@1:d1[COLD|VALUE_AMOUNT];otchy@3:d1[NONE];qokeees@4:d2[HOT|VALUE_AMOUNT|PROCESS_CLOSE];chy@5:d3[DRY|STAGE];s@6:d4[NONE];ar@7:d5[NONE];ykar@8:d6[HOT|VALUE_AMOUNT]	NONE	NONE	7	0	0	COLD|VALUE_AMOUNT	qotor@1:d1[COLD|VALUE_AMOUNT];otchy@3:d1[NONE]	NONE	NONE	2	0	0	HOT|COLD|VALUE_AMOUNT|PROCESS_CLOSE	qotor@1:d1[COLD|VALUE_AMOUNT];otchy@3:d1[NONE];qokeees@4:d2[HOT|VALUE_AMOUNT|PROCESS_CLOSE]	chy@5:d3	NONE	3	1	0	HOT|COLD|VALUE_AMOUNT|PROCESS_CLOSE	qotor@1:d1[COLD|VALUE_AMOUNT];otchy@3:d1[NONE];qokeees@4:d2[HOT|VALUE_AMOUNT|PROCESS_CLOSE];s@6:d4[NONE];ar@7:d5[NONE];ykar@8:d6[HOT|VALUE_AMOUNT]	chy@5:d3	NONE	6	1	0	1	ACTIVE_172_SURFACES	0	0
G768-T0118	dair	f18v	f18	f18v.10	10	H	A	1	3	3	5	MIDDLE	0.500000	0	1	0	0	yko dshy dair ykol dom	MOIST|VALUE_AMOUNT	dshy@2:d1[MOIST|VALUE_AMOUNT]	NONE	ykol@4:d1	1	0	1	MOIST|VALUE_AMOUNT	dshy@2:d1[MOIST|VALUE_AMOUNT];dom@5:d2[NONE]	NONE	ykol@4:d1	2	0	1	MOIST|VALUE_AMOUNT	dshy@2:d1[MOIST|VALUE_AMOUNT];dom@5:d2[NONE]	NONE	ykol@4:d1	2	0	1	MOIST|VALUE_AMOUNT	dshy@2:d1[MOIST|VALUE_AMOUNT]	NONE	ykol@4:d1	1	0	1	MOIST|VALUE_AMOUNT	dshy@2:d1[MOIST|VALUE_AMOUNT];dom@5:d2[NONE]	NONE	ykol@4:d1	2	0	1	MOIST|VALUE_AMOUNT	dshy@2:d1[MOIST|VALUE_AMOUNT];dom@5:d2[NONE]	NONE	ykol@4:d1	2	0	1	MOIST|VALUE_AMOUNT	dshy@2:d1[MOIST|VALUE_AMOUNT]	NONE	ykol@4:d1	1	0	1	MOIST|VALUE_AMOUNT	dshy@2:d1[MOIST|VALUE_AMOUNT];dom@5:d2[NONE]	NONE	ykol@4:d1	2	0	1	MOIST|VALUE_AMOUNT	dshy@2:d1[MOIST|VALUE_AMOUNT];dom@5:d2[NONE]	NONE	ykol@4:d1	2	0	1	1	ACTIVE_172_SURFACES	0	0
G768-T0119	chor	f19r	f19	f19r.2	2	H	A	1	2	2	10	MIDDLE	0.111111	0	0	0	0	dshy chor y tchy chol dytchy chordy daiin dyty cho	MOIST|VALUE_AMOUNT	dshy@1:d1[MOIST|VALUE_AMOUNT];y@3:d1[NONE]	NONE	NONE	2	0	0	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT	dshy@1:d1[MOIST|VALUE_AMOUNT];y@3:d1[NONE];tchy@4:d2[DRY|COLD|STAGE];chol@5:d3[DRY]	NONE	NONE	4	0	0	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT|PROCESS_CLOSE	dshy@1:d1[MOIST|VALUE_AMOUNT];y@3:d1[NONE];tchy@4:d2[DRY|COLD|STAGE];chol@5:d3[DRY];dytchy@6:d4[NONE];chordy@7:d5[STAGE|VALUE_AMOUNT|PROCESS_CLOSE];dyty@9:d7[NONE]	NONE	NONE	7	0	0	MOIST|VALUE_AMOUNT	dshy@1:d1[MOIST|VALUE_AMOUNT];y@3:d1[NONE]	NONE	NONE	2	0	0	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT	dshy@1:d1[MOIST|VALUE_AMOUNT];y@3:d1[NONE];tchy@4:d2[DRY|COLD|STAGE]	chol@5:d3	NONE	3	1	0	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT|PROCESS_CLOSE	dshy@1:d1[MOIST|VALUE_AMOUNT];y@3:d1[NONE];tchy@4:d2[DRY|COLD|STAGE];dytchy@6:d4[NONE];chordy@7:d5[STAGE|VALUE_AMOUNT|PROCESS_CLOSE];dyty@9:d7[NONE]	chol@5:d3	NONE	6	1	0	MOIST|VALUE_AMOUNT	dshy@1:d1[MOIST|VALUE_AMOUNT];y@3:d1[NONE]	NONE	NONE	2	0	0	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT	dshy@1:d1[MOIST|VALUE_AMOUNT];y@3:d1[NONE];tchy@4:d2[DRY|COLD|STAGE]	chol@5:d3	NONE	3	1	0	DRY|MOIST|COLD|STAGE|VALUE_AMOUNT	dshy@1:d1[MOIST|VALUE_AMOUNT];y@3:d1[NONE];tchy@4:d2[DRY|COLD|STAGE];dytchy@6:d4[NONE];dyty@9:d7[NONE]	chol@5:d3;chordy@7:d5	NONE	5	2	0	1	ACTIVE_172_SURFACES	0	0
G768-T0120	chor	f19r	f19	f19r.8	8	H	A	1	2	2	7	MIDDLE	0.166667	0	0	0	0	or chor daky dal chor dorl shy	NONE	or@1:d1[NONE];daky@3:d1[NONE]	NONE	NONE	2	0	0	VALUE_AMOUNT	or@1:d1[NONE];daky@3:d1[NONE];dal@4:d2[VALUE_AMOUNT]	chor@5:d3	NONE	3	1	0	MOIST|STAGE|VALUE_AMOUNT	or@1:d1[NONE];daky@3:d1[NONE];dal@4:d2[VALUE_AMOUNT];dorl@6:d4[NONE];shy@7:d5[MOIST|STAGE]	chor@5:d3	NONE	5	1	0	NONE	or@1:d1[NONE];daky@3:d1[NONE]	NONE	NONE	2	0	0	VALUE_AMOUNT	or@1:d1[NONE];daky@3:d1[NONE];dal@4:d2[VALUE_AMOUNT]	chor@5:d3	NONE	3	1	0	MOIST|STAGE|VALUE_AMOUNT	or@1:d1[NONE];daky@3:d1[NONE];dal@4:d2[VALUE_AMOUNT];dorl@6:d4[NONE];shy@7:d5[MOIST|STAGE]	chor@5:d3	NONE	5	1	0	NONE	daky@3:d1[NONE]	or@1:d1	NONE	1	1	0	VALUE_AMOUNT	daky@3:d1[NONE];dal@4:d2[VALUE_AMOUNT]	or@1:d1;chor@5:d3	NONE	2	2	0	MOIST|STAGE|VALUE_AMOUNT	daky@3:d1[NONE];dal@4:d2[VALUE_AMOUNT];dorl@6:d4[NONE];shy@7:d5[MOIST|STAGE]	or@1:d1;chor@5:d3	NONE	4	2	0	1	ACTIVE_172_SURFACES	0	0
