surface	occurrence_count	physical_pages	truth_recipe	revised_working_recipe	gdt526_rank	gdt526_revised_rank	gdt526_top1	gdt527_rank	gdt527_revised_rank	gdt527_top1	gdt527_top5	truth_gdt526_score	truth_stem_feature	truth_gdt527_score	truth_stem_trace	top1_gdt526_score	top1_stem_feature	top1_gdt527_score	top1_stem_trace	top1_alignment_trace	decision_change_class	working_policy
cheda	1	f31r	CHD+A_ADDR	CHD+A_ADDR	1	1	CHD+A_ADDR	1	1	CHD+A_ADDR	CHD+A_ADDR | CHD+DA | CHD+D_ADDR | CH+E+DA | CH+DA	3.488070277	0.000000000	3.488070277	NO_TRANSPARENT_LS_SUFFIX	3.488070277	0.000000000	3.488070277	NO_TRANSPARENT_LS_SUFFIX	ched=>ched~CHD@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
chedaiir	1	f66r	CHD+IIN+R	CHD+IIN+R	1	1	CHD+IIN+R	1	1	CHD+IIN+R	CHD+IIN+R | CHD+AIIN+R | CHD+A_ADDR+IIN+R | CHD+D_ADDR+IIN+R | CHD+D_ADDR+AIIN+R	6.734301863	0.000000000	6.734301863	NO_TRANSPARENT_LS_SUFFIX	6.734301863	0.000000000	6.734301863	NO_TRANSPARENT_LS_SUFFIX	ched=>ched~CHD@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
cheeo	1	f66r	CH+EE+O	CH+EE+O	1	1	CH+EE+O	1	1	CH+EE+O	CH+EE+O | SH+EE+O | LOCAL_C+EE+O | CH+EE+O+D_ADDR | LOCAL_C+SH+EE+O	3.551210269	0.000000000	3.551210269	NO_TRANSPARENT_LS_SUFFIX	3.551210269	0.000000000	3.551210269	NO_TRANSPARENT_LS_SUFFIX	ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
chefchy	1	f66r	CH+E+LOCAL_CHAR_F+CH+Y	CH+E+LOCAL_CHAR_F+CH+Y	1	1	CH+E+LOCAL_CHAR_F+CH+Y	1	1	CH+E+LOCAL_CHAR_F+CH+Y	CH+E+LOCAL_CHAR_F+CH+Y | CH+E+LOCAL_CHAR_F+LOCAL_C+Y | CH+E+LOCAL_CHAR_F+Y | LOCAL_C+E+LOCAL_CHAR_F+CH+Y | CHD+LOCAL_CHAR_F+CH+Y	5.112589103	0.000000000	5.112589103	NO_TRANSPARENT_LS_SUFFIX	5.112589103	0.000000000	5.112589103	NO_TRANSPARENT_LS_SUFFIX	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
chekchy	1	f66r	CH+K+CH+Y	CH+K+CH+Y	2	2	CH+K+Y	2	2	CH+K+Y	CH+K+Y | CH+K+CH+Y | CH+K+LOCAL_C+Y | CH+E+K+CH+Y | CH+E+K+Y	5.952739492	0.000000000	5.952739492	NO_TRANSPARENT_LS_SUFFIX	4.646258486	0.000000000	4.646258486	NO_TRANSPARENT_LS_SUFFIX	chekc=>chek~CH+K@edit1+alias0.291 | hy=>hy~Y@edit0+alias0.254	GDT526_ERROR_UNCHANGED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
chekeey	1	f66r	CH+K+EE+Y	CH+K+EE+Y	1	1	CH+K+EE+Y	1	1	CH+K+EE+Y	CH+K+EE+Y | CH+E+K+EE+Y | CH+K+E+EE+Y | CHD+K+EE+Y | LOCAL_C+E+K+EE+Y	4.028644352	0.000000000	4.028644352	NO_TRANSPARENT_LS_SUFFIX	4.028644352	0.000000000	4.028644352	NO_TRANSPARENT_LS_SUFFIX	chek=>chek~CH+K@edit0+alias0.291 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
chekeody	1	f66r	CH+K+E+O+DY	CH+K+E+O+DY	1	1	CH+K+E+O+DY	1	1	CH+K+E+O+DY	CH+K+E+O+DY | CH+E+K+E+O+DY | CH+K+E+O+D_ADDR+Y | CH+K+E+O+Y | CH+E+K+E+O+D_ADDR+Y	5.453763734	0.000000000	5.453763734	NO_TRANSPARENT_LS_SUFFIX	5.453763734	0.000000000	5.453763734	NO_TRANSPARENT_LS_SUFFIX	chek=>chek~CH+K@edit0+alias0.291 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
cheod	1	f31r	CH+E+O+D_ADDR	CH+E+O+D_ADDR	1	1	CH+E+O+D_ADDR	1	1	CH+E+O+D_ADDR	CH+E+O+D_ADDR | CH+E+O | LOCAL_C+E+O+D_ADDR | LOCAL_C+SH+E+O+D_ADDR | CH+O+D_ADDR	1.351735503	0.000000000	1.351735503	NO_TRANSPARENT_LS_SUFFIX	1.351735503	0.000000000	1.351735503	NO_TRANSPARENT_LS_SUFFIX	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
chepakeo	1	f31r	CH+E+P+A_ADDR+K+E+O	CH+E+P+A_ADDR+K+E+O	1	1	CH+E+P+A_ADDR+K+E+O	1	1	CH+E+P+A_ADDR+K+E+O	CH+E+P+A_ADDR+K+E+O | CH+E+P+A_ADDR+OK+E | CH+E+P+K+A_ADDR+E+O | LOCAL_C+E+P+A_ADDR+K+E+O | CH+P+A_ADDR+K+E+O	5.898993174	0.000000000	5.898993174	NO_TRANSPARENT_LS_SUFFIX	5.898993174	0.000000000	5.898993174	NO_TRANSPARENT_LS_SUFFIX	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
chepos	1	f31r	CH+E+P+O+S	CH+E+P+O+S	1	1	CH+E+P+O+S	1	1	CH+E+P+O+S	CH+E+P+O+S | CH+E+P+O | CH+E+P+OS | CH+E+P+O+S_ADDR | CH+P+O+S	3.605285390	0.000000000	3.605285390	NO_OLD_PREFIX_STEM_LENGTH3	3.605285390	0.000000000	3.605285390	NO_OLD_PREFIX_STEM_LENGTH3	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
cheta	1	f66r	CH+E+T+A_ADDR	CH+E+T+A_ADDR	1	1	CH+E+T+A_ADDR	1	1	CH+E+T+A_ADDR	CH+E+T+A_ADDR | CH+E+T | CH+E+AL | CH+T | CH+E+A_ADDR+T	4.130201937	0.000000000	4.130201937	NO_TRANSPARENT_LS_SUFFIX	4.130201937	0.000000000	4.130201937	NO_TRANSPARENT_LS_SUFFIX	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
choekeey	1	f66r	CH+O+E+K+EE+Y	CH+O+E+K+EE+Y	1	1	CH+O+E+K+EE+Y	1	1	CH+O+E+K+EE+Y	CH+O+E+K+EE+Y | LOCAL_C+O+E+K+EE+Y | HO+E+K+EE+Y | LOCAL_C+SH+O+E+K+EE+Y | CH+O+K+EE+Y	3.688127958	0.000000000	3.688127958	NO_TRANSPARENT_LS_SUFFIX	3.688127958	0.000000000	3.688127958	NO_TRANSPARENT_LS_SUFFIX	ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
choiin	1	f20v	CH+O+IIN	CH+O+IIN	1	1	CH+O+IIN	1	1	CH+O+IIN	CH+O+IIN | LOCAL_C+O+IIN | HO+IIN | CH+O+AIIN | LOCAL_C+SH+O+IIN	2.843913726	0.000000000	2.843913726	NO_TRANSPARENT_LS_SUFFIX	2.843913726	0.000000000	2.843913726	NO_TRANSPARENT_LS_SUFFIX	ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
cholpchd	1	f66r	OL+P+CHD	OL+P+CHD	1	1	OL+P+CHD	1	1	OL+P+CHD	OL+P+CHD | CH+OL+P+CHD | OL+P+CH+D_ADDR | LOCAL_C+OL+P+CHD | CH+OL+P+CH+D_ADDR	5.030926344	0.000000000	5.030926344	NO_TRANSPARENT_LS_SUFFIX	5.030926344	0.000000000	5.030926344	NO_TRANSPARENT_LS_SUFFIX	chol=>chol~OL@edit0+alias0.521 | p=>p~P@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
choraiin	1	f4r	CH+OR+AIIN	CH+OR+AIIN	1	1	CH+OR+AIIN	1	1	CH+OR+AIIN	CH+OR+AIIN | LOCAL_C+OR+AIIN | CH+OR+A_ADDR+AIIN | LOCAL_C+SH+OR+AIIN | CH+OR+A_ADDR+IIN	3.590330694	0.000000000	3.590330694	NO_TRANSPARENT_LS_SUFFIX	3.590330694	0.000000000	3.590330694	NO_TRANSPARENT_LS_SUFFIX	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
choraly	1	f20v	CH+OR+AL+Y	CH+OR+AL+Y	1	1	CH+OR+AL+Y	1	1	CH+OR+AL+Y	CH+OR+AL+Y | LOCAL_C+OR+AL+Y | LOCAL_C+SH+OR+AL+Y | CH+O+R+AL+Y | HO+R+AL+Y	2.786973011	0.000000000	2.786973011	NO_TRANSPARENT_LS_SUFFIX	2.786973011	0.000000000	2.786973011	NO_TRANSPARENT_LS_SUFFIX	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
chory	1	f20v	CH+OR+Y	CH+OR+Y	1	1	CH+OR+Y	1	1	CH+OR+Y	CH+OR+Y | LOCAL_C+OR+Y | LOCAL_C+SH+OR+Y | CH+O+R+Y | HO+R+Y	2.639675175	0.000000000	2.639675175	NO_TRANSPARENT_LS_SUFFIX	2.639675175	0.000000000	2.639675175	NO_TRANSPARENT_LS_SUFFIX	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
chpady	1	f4r	CH+P+A_ADDR+DY	CH+P+A_ADDR+DY	1	1	CH+P+A_ADDR+DY	1	1	CH+P+A_ADDR+DY	CH+P+A_ADDR+DY | CH+P+A_ADDR+Y | CH+P+A_ADDR+D_ADDR+Y | LOCAL_C+P+A_ADDR+Y | LOCAL_C+P+A_ADDR+DY	5.134829881	0.000000000	5.134829881	NO_TRANSPARENT_LS_SUFFIX	5.134829881	0.000000000	5.134829881	NO_TRANSPARENT_LS_SUFFIX	ch=>ch~CH@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
chxar	1	f66r	CH+LOCAL_X+AR	CH+LOCAL_X+AR	1	1	CH+LOCAL_X+AR	1	1	CH+LOCAL_X+AR	CH+LOCAL_X+AR | LOCAL_C+SH+LOCAL_X+AR | CH+LOCAL_X+A_ADDR+R | CH+LOCAL_X+A_ADDR+AR | CH+SH+LOCAL_X+AR	2.831015632	0.000000000	2.831015632	NO_TRANSPARENT_LS_SUFFIX	2.831015632	0.000000000	2.831015632	NO_TRANSPARENT_LS_SUFFIX	ch=>ch~CH@edit0+alias0.000 | x=>x~LOCAL_X@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
ckhochy	1	f4r	CH+K+O+CH+Y	CH+K+O+CH+Y	1	1	CH+K+O+CH+Y	1	1	CH+K+O+CH+Y	CH+K+O+CH+Y | CH+K+O+Y | CH+K+O+LOCAL_C+Y | K+O+CH+Y | LOCAL_C+K+O+CH+Y	3.538814011	0.000000000	3.538814011	NO_TRANSPARENT_LS_SUFFIX	3.538814011	0.000000000	3.538814011	NO_TRANSPARENT_LS_SUFFIX	ckh=>ckh~CH+K@edit0+alias0.515 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
cphaiin	1	f4r	CH+P+AIIN	CH+P+AIIN	1	1	CH+P+AIIN	1	1	CH+P+AIIN	CH+P+AIIN | CH+P+A_ADDR+AIIN | CH+P+SH+AIIN | LOCAL_C+P+AIIN | CH+P+A_ADDR+IIN	3.607846965	0.000000000	3.607846965	NO_TRANSPARENT_LS_SUFFIX	3.607846965	0.000000000	3.607846965	NO_TRANSPARENT_LS_SUFFIX	cph=>cph~CH+P@edit0+alias0.505 | aiin=>aiin~AIIN@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
cpholdy	1	f4r	CH+P+OL+DY	CH+P+OL+DY	1	1	CH+P+OL+DY	1	1	CH+P+OL+DY	CH+P+OL+DY | CH+P+OL+D_ADDR+Y | CH+P+OL+Y | CH+P+OL | CH+P+SH+OL+DY	4.570803287	0.000000000	4.570803287	NO_TRANSPARENT_LS_SUFFIX	4.570803287	0.000000000	4.570803287	NO_TRANSPARENT_LS_SUFFIX	cph=>cph~CH+P@edit0+alias0.505 | ol=>ol~OL@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
cthdy	1	f66r	CH+T+D_ADDR+Y	CH+T+D_ADDR+Y	1	1	CH+T+D_ADDR+Y	1	1	CH+T+D_ADDR+Y	CH+T+D_ADDR+Y | CH+T+DY | CH+T+Y | LOCAL_C+T+D_ADDR+Y | CH+T+SH+D_ADDR+Y	3.056432396	0.000000000	3.056432396	NO_TRANSPARENT_LS_SUFFIX	3.056432396	0.000000000	3.056432396	NO_TRANSPARENT_LS_SUFFIX	cthd=>cthd~CH+T+D_ADDR@edit0+alias0.506 | y=>y~Y@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
cthom	1	f4r	CH+T+O+M_LOCAL	CH+T+O+M_LOCAL	2	2	CH+T+O+AM_ADDR	2	2	CH+T+O+AM_ADDR	CH+T+O+AM_ADDR | CH+T+O+M_LOCAL | O+CH+T+AM_ADDR | O+CH+T+M_LOCAL | LOCAL_C+T+O+AM_ADDR	5.632512435	0.000000000	5.632512435	NO_TRANSPARENT_LS_SUFFIX	4.396763863	0.000000000	4.396763863	NO_TRANSPARENT_LS_SUFFIX	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508	GDT526_ERROR_UNCHANGED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
da	1	f31r	DA	DA	1	1	DA	1	1	DA	DA | D_ADDR | D_ADDR+A_ADDR | CHD+A_ADDR	3.488033908	0.000000000	3.488033908	NO_TRANSPARENT_LS_SUFFIX	3.488033908	0.000000000	3.488033908	NO_TRANSPARENT_LS_SUFFIX	da=>da~DA@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
dairal	1	f66r	D_ADDR+AIR+AL	D_ADDR+AIR+AL	1	1	D_ADDR+AIR+AL	1	1	D_ADDR+AIR+AL	D_ADDR+AIR+AL | AIR+AL | D_ADDR+AIR+A_ADDR+L | D_ADDR+AIR+A_ADDR+AL | D_ADDR+AIR+L	3.563423188	0.000000000	3.563423188	NO_OLD_PREFIX_STEM_LENGTH3	3.563423188	0.000000000	3.563423188	NO_OLD_PREFIX_STEM_LENGTH3	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
dairody	1	f66r	D_ADDR+AIR+O+DY	D_ADDR+AIR+O+DY	1	1	D_ADDR+AIR+O+DY	1	1	D_ADDR+AIR+O+DY	D_ADDR+AIR+O+DY | D_ADDR+AIR+O+D_ADDR+Y | AIR+O+DY | D_ADDR+AIR+O+Y | AIR+O+D_ADDR+Y	4.122497798	0.000000000	4.122497798	NO_TRANSPARENT_LS_SUFFIX	4.122497798	0.000000000	4.122497798	NO_TRANSPARENT_LS_SUFFIX	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
dairykodas	1	f66r	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	2	2	D_ADDR+AIR+Y+K+O+DA+S	2	2	D_ADDR+AIR+Y+K+O+DA+S	D_ADDR+AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S | AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+S | AIR+Y+K+O+D_ADDR+A_ADDR+S	9.725419816	0.000000000	9.725419816	NO_OLD_PREFIX_STEM_LENGTH3	7.144267724	0.000000000	7.144267724	NO_OLD_PREFIX_STEM_LENGTH3	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT526_ERROR_UNCHANGED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
dalalshedy	1	f66r	AL+AL+SH+E+DY	AL+AL+SH+E+DY	1	1	AL+AL+SH+E+DY	1	1	AL+AL+SH+E+DY	AL+AL+SH+E+DY | D_ADDR+AL+AL+SH+E+DY | AL+A_ADDR+L+SH+E+DY | D_ADDR+AL+L+SH+E+DY | AL+AL+SH+E+Y	5.689116409	0.000000000	5.689116409	NO_TRANSPARENT_LS_SUFFIX	5.689116409	0.000000000	5.689116409	NO_TRANSPARENT_LS_SUFFIX	dal=>dal~AL@edit0+alias0.273 | al=>al~AL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT526_CORRECT_PRESERVED	CERTIFIED_OLD_STEM_PLUS_TRANSPARENT_RIGHT_S
