statement_id	register	record_unit_id	page	owner_code	concrete_owner_de	events	reference_tokens_resolved	owner_reset	unresolved_invisible_targets	referent_resolved_statement_de
B1-S008	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	5	1	NO	0	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage; fortsetzen; kurz wärmen; fortsetzen; absetzen; Schluss.
B1-S009	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	1	0	NO	0	kurz ansetzen; Schluss.
B1-S010	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	1	0	NO	0	kurz ansetzen; Schluss.
B1-S011	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	2	1	NO	0	durchführen; verwende laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage.
B1-S012	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	3	0	NO	0	Waschgang; kurz ansetzen; Waschgang; Schluss.
B1-S013	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	1	0	NO	0	Waschgang; Schluss.
B1-S014	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	5	3	NO	0	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage umsetzen; laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage auffangen; zum Auslass führen; fortsetzen; danach von aufgefangener Bestand von laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage.
B1-S015	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	2	1	NO	0	aufgefangener Bestand von laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage kurz fuellen; Ansatz umsetzen; Schluss.
B1-S016	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	4	0	NO	0	an die Stelle setzen; länger ansetzen; fortsetzen; absetzen; Schluss.
B1-S017	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	3	0	NO	0	Stelle; kurz fortsetzen; umsetzen; Schluss.
B1-S018	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	4	1	NO	0	laufender Ansatz bei gemeinsame zweireihige Figuren- und Beckenanlage fuehren; kurz halten; Sollstand; länger auffangen; Schluss.
B1-S019	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	1	0	NO	0	absetzen; Schluss.
B1-S020	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	2	0	NO	0	kurz wärmen; seihen; Schluss.
B1-S021	BIOLOGICAL	B1	f81v	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	1	0	NO	0	Stelle.
B2-S001	BIOLOGICAL	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Doppelbecken mit Zylinderstation	1	0	YES	0	umsetzen; Schluss.
B2-S002	BIOLOGICAL	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Doppelbecken mit Zylinderstation	1	0	NO	0	weiterführen; Schluss.
B2-S003	BIOLOGICAL	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Doppelbecken mit Zylinderstation	3	1	NO	0	eine Portion zugeben; abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken; länger ansetzen; Schluss.
B2-S004	BIOLOGICAL	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Doppelbecken mit Zylinderstation	5	1	NO	0	an die Stelle setzen; abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken zum Durchlass führen; hinausführen; länger ansetzen; hinaus seihen; Schluss.
B2-S005	BIOLOGICAL	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Doppelbecken mit Zylinderstation	8	2	NO	0	abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken an die Stelle setzen; Auffangmass; durchführen; bemessen; bemessen; kurz bereit fortsetzen; abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken länger wärmen; abführen; Schluss.
B2-S006	BIOLOGICAL	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Doppelbecken mit Zylinderstation	4	2	NO	0	nächsten Posten länger halten; an die Stelle setzen; abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken kurz im Durchlass halten; verwende abgeteilte Portion von Arbeitsflüssigkeit in den oberen Becken.
B2-S007	BIOLOGICAL	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Seitenstation mit Zwischenknoten	1	0	YES	0	kurz halten; Schluss.
B2-S008	BIOLOGICAL	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Seitenstation mit Zwischenknoten	3	1	NO	0	nächstes Maß; von Arbeitsflüssigkeit am linken Zwischenknoten einsetzen; absetzen; Schluss.
B2-S009	BIOLOGICAL	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Seitenstation mit Zwischenknoten	1	0	NO	0	mit dem Vorigen kurz absetzen; Schluss.
B2-S010	BIOLOGICAL	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Seitenstation mit Zwischenknoten	4	1	NO	0	länger ansetzen; verwende Arbeitsflüssigkeit am linken Zwischenknoten; abfuehren; Klarauszug.
B2-S011	BIOLOGICAL	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	mittlere rechte Einzelstation	4	1	YES	0	eine Portion zugeben; von abgeteilte Portion von Arbeitsposten an der rechten Einzelstation; eine Portion zugeben; länger ansetzen; Schluss.
B2-S012	BIOLOGICAL	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	mittlere rechte Einzelstation → unteres grünes Mehrpersonenbecken	8	4	YES	0	abgeteilte Portion von abgeteilte Portion von Arbeitsposten an der rechten Einzelstation abziehen; Klarauszug; Ergebnisbestand bei unteres grünes Mehrpersonenbecken kurz bereithalten; länger ansetzen; Ergebnisbestand bei unteres grünes Mehrpersonenbecken länger abziehen; Mass; entnommene Fraktion aus Ergebnisbestand bei unteres grünes Mehrpersonenbecken; vollständig ansetzen; Schluss.
B2-S013	BIOLOGICAL	B2	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrpersonenbecken	1	0	NO	0	hinausführen; Schluss.
B2-S014	BIOLOGICAL	B2	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrpersonenbecken	1	1	NO	0	von entnommene Fraktion aus Ergebnisbestand bei unteres grünes Mehrpersonenbecken abführen.
B2-S015	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	2	1	YES	0	Arbeitsflüssigkeit am unteren Beckenrand kurz halten; länger ansetzen; Schluss.
B2-S016	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	8	1	NO	0	Stelle; von Arbeitsflüssigkeit am unteren Beckenrand hinausführen; teilen; Mass; nächsten Posten länger halten; bemessen; kurz ansetzen; hineinführen; Schluss.
B2-S017	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	2	0	NO	0	an der Stelle kurz abkuehlen; an der Stelle schliessen.
B2-S018	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	1	0	NO	0	länger ansetzen; Schluss.
B2-S019	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	1	0	NO	0	abkuehlen und absetzen; Schluss.
B2-S020	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	1	0	NO	0	nächsten Schritt länger halten; Schluss.
B2-S021	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	1	0	NO	0	länger ansetzen; Schluss.
B2-S022	BIOLOGICAL	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	untere Beckenrand- und Endstationen	1	0	NO	0	weiter hinausfuehren; Schluss.
B3-S001	BIOLOGICAL	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	obere offene Fächerstation am Rand	1	0	YES	0	länger auffangen; Schluss.
B3-S002	BIOLOGICAL	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	obere offene Fächerstation am Rand	2	0	NO	0	Folgestelle; länger wärmen; Schluss.
B3-S003	BIOLOGICAL	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	obere offene Fächerstation am Rand	4	2	NO	0	aufgefangener Bestand von Arbeitsgut an der oberen Fächerstation; Mass; aufgefangener Bestand von Arbeitsgut an der oberen Fächerstation; hinausführen; Schluss.
B3-S004	BIOLOGICAL	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	obere offene Fächerstation am Rand	3	1	NO	0	bemessen; Folgestelle; von aufgefangener Bestand von Arbeitsgut an der oberen Fächerstation.
B3-S005	BIOLOGICAL	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere runde Gefäßstation am Rand	1	0	YES	0	umsetzen; Schluss.
B3-S006	BIOLOGICAL	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere runde Gefäßstation am Rand	3	1	NO	0	Arbeitsflüssigkeit im runden Gefäß umsetzen; an die Stelle setzen; weiterführen; Schluss.
B3-S007	BIOLOGICAL	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere runde Gefäßstation am Rand	3	1	NO	0	bemessen; Arbeitsflüssigkeit im runden Gefäß umsetzen; länger ansetzen; Schluss.
B3-S008	BIOLOGICAL	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere runde Gefäßstation am Rand	1	0	NO	0	hinausführen; Schluss.
B3-S009	BIOLOGICAL	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere runde Gefäßstation am Rand	1	1	NO	0	verwende Arbeitsflüssigkeit im runden Gefäß.
B3-S010	BIOLOGICAL	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Korb- oder Gefäßstation am Rand	2	0	YES	0	an der Stelle hineinführen; kurzer Folgeschritt; Schluss.
B3-S011	BIOLOGICAL	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Korb- oder Gefäßstation am Rand	4	4	NO	0	Arbeitsgut im unteren Korbgefäß kurz bereit umsetzen; verwende Arbeitsgut im unteren Korbgefäß; Arbeitsgut im unteren Korbgefäß umsetzen; Arbeitsgut im unteren Korbgefäß aus der Quelle nehmen.
B3-S012	BIOLOGICAL	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Korb- oder Gefäßstation am Rand	2	0	NO	0	Ansatz; absetzen; Schluss.
B3-S013	BIOLOGICAL	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Korb- oder Gefäßstation am Rand	4	1	NO	0	bemessen; eine Portion; abgeteilte Portion von laufender Ansatz bei untere Korb- oder Gefäßstation am Rand kurz bereithalten; kurz ansetzen; Schluss.
B3-S014	BIOLOGICAL	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Korb- oder Gefäßstation am Rand	2	0	NO	0	Wasser in Gang setzen; länger absetzen; Schluss.
B3-S015	BIOLOGICAL	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Korb- oder Gefäßstation am Rand	1	0	NO	0	hinausführen; Schluss.
B3-S016	BIOLOGICAL	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION|B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	untere Korb- oder Gefäßstation am Rand → nicht gezeichneter Übergang vom Rand zum Hauptfeld	2	0	YES	0	hinausfuehren; Ansatz umsetzen; Schluss.
B3-S017	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	nicht gezeichneter Übergang vom Rand zum Hauptfeld	1	0	NO	0	länger ansetzen; Schluss.
B3-S018	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	nicht gezeichneter Übergang vom Rand zum Hauptfeld	1	0	NO	0	absetzen; Schluss.
B3-S019	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	nicht gezeichneter Übergang vom Rand zum Hauptfeld	1	0	NO	0	kurz absetzen; Schluss.
B3-S020	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	nicht gezeichneter Übergang vom Rand zum Hauptfeld	2	0	NO	0	Stelle; hinausführen; Schluss.
B3-S021	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	nicht gezeichneter Übergang vom Rand zum Hauptfeld	11	3	NO	0	bemessen; bereit; Stelle; laufender Ansatz bei nicht gezeichneter Übergang vom Rand zum Hauptfeld; Mass; an der Stelle absetzen; laufender Ansatz bei nicht gezeichneter Übergang vom Rand zum Hauptfeld kurz bereit halten; laufender Ansatz bei nicht gezeichneter Übergang vom Rand zum Hauptfeld; Stelle; bereit; an der Stelle überführen; Schluss.
B3-S022	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	nicht gezeichneter Übergang vom Rand zum Hauptfeld	1	0	NO	0	danach umsetzen; Schluss.
B3-S023	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	nicht gezeichneter Übergang vom Rand zum Hauptfeld	1	0	NO	0	hinausführen; Schluss.
B3-S024	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	nicht gezeichneter Übergang vom Rand zum Hauptfeld	1	0	NO	0	umsetzen; Schluss.
B3-S025	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	nicht gezeichneter Übergang vom Rand zum Hauptfeld	1	0	NO	0	Ansatz umsetzen; Schluss.
B3-S026	BIOLOGICAL	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED|B3_MAIN_ARCH_LINKED_PAIR	nicht gezeichneter Übergang vom Rand zum Hauptfeld → durch einen Bogen verbundenes Hauptpaar	7	1	YES	0	laenger aus der Quelle fuehren; Abfuehrmass; laufender Ansatz bei nicht gezeichneter Übergang vom Rand zum Hauptfeld umsetzen; eine Portion zugeben; bereit; Ansatz an der Stelle abkuehlen; länger auffangen; Schluss.
B3-S027	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	1	0	NO	0	nächsten Schritt länger halten; Schluss.
B3-S028	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	2	0	NO	0	länger ansetzen; kurz ansetzen; Schluss.
B3-S029	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	3	1	NO	0	fortsetzen; aufgefangener Bestand von Arbeitsflüssigkeit im verbundenen Hauptpaar vollstaendig fuellen; kurz ansetzen; Schluss.
B3-S030	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	4	1	NO	0	verwende aufgefangener Bestand von Arbeitsflüssigkeit im verbundenen Hauptpaar; Mass; Wasser weiterfuehren; danach umsetzen; Schluss.
B3-S031	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	1	0	NO	0	länger ansetzen; Schluss.
B3-S032	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	5	1	NO	0	eine Portion überführen; abgeteilte Portion von Laufflüssigkeit bei durch einen Bogen verbundenes Hauptpaar umsetzen; kurzes Folgemaß; nächstes Maß; kurzer Folgeschritt; Schluss.
B3-S033	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	1	0	NO	0	abführen; Schluss.
B3-S034	BIOLOGICAL	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	6	2	NO	0	Sollstand; bereit; abgeteilte Portion von Laufflüssigkeit bei durch einen Bogen verbundenes Hauptpaar fuellen; nächstes Maß; abgeteilte Portion von Laufflüssigkeit bei durch einen Bogen verbundenes Hauptpaar an der Stelle fortsetzen; absetzen; Schluss.
B4-S001	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	1	0	YES	0	länger ansetzen; Schluss.
B4-S002	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	3	1	NO	0	Arbeitsflüssigkeit im verbundenen Hauptpaar weiterführen; länger ansetzen; kurz ansetzen; Schluss.
B4-S003	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	7	2	NO	0	Arbeitsflüssigkeit im verbundenen Hauptpaar umsetzen; Folgestelle; nächster Posten; länger ansetzen; verwende nächster Arbeitsposten bei durch einen Bogen verbundenes Hauptpaar; fortsetzen; absetzen; Schluss.
B4-S004	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	1	1	NO	0	nächster Arbeitsposten bei durch einen Bogen verbundenes Hauptpaar befestigen; Schluss.
