event_serial	page	locus	record_unit_id	field_id	statement_id	exact_card_id	surface_display_only	literal_exact_card_layer	v71_whole_plant_owner	owner_status	default_slot_type	concrete_german_default	source_layer	known_card	known_formal_prompt	parse_status	terminal_status	working_confidence	confidence_label	confidence_scope	strongest_alternative	contradiction	v70_image_constraint	semantic_ceiling
11	f10r	f10r.5	H1	F002	H1-S002	9ad66e67803a12e745de	qokchy	EXACT_CARD_ID=9ad66e67803a12e745de | SURFACE_DISPLAY_ONLY=qokchy | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	ACTIVE_ITEM_ARGUMENT	Nimm für den zweiten Gebrauch einen frischen Anteil des ersten Auszugs.	EXEMPLAR_ONLY	NONE	NONE	UNPARSED_EXEMPLAR	NONCLOSE	0.45	LOW_MEDIUM_INTERNAL	INTERNAL_THIRD_EDITION_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	gelagerten Wurzelrest H1-R02 aufnehmen.	der konkrete Wert ist ein occurrence-spezifischer Masterexemplar-Default; das Bild stützt nur den Ganzpflanzenartikel.	NARROW_SPECIES_AND_IMAGE_BASED_WATER_DEFAULT_WITHDRAWN	OCCURRENCE_SPECIFIC_EXEMPLAR_DEFAULT_NOT_CARD_STEM_WORD_OR_SPECIES_MEANING
12	f10r	f10r.5	H1	F002	H1-S002	e8a6105b5c3a6220b440	qotchol	EXACT_CARD_ID=e8a6105b5c3a6220b440 | SURFACE_DISPLAY_ONLY=qotchol | OPAQUE_FORMULA=FRAME_OT(OPAQUE_PAYLOAD) | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	PREPARATION_ACTION	Erwärme ihn gelinde bis handwarm.	EXEMPLAR_ONLY	NONE	NONE	UNPARSED_EXEMPLAR	NONCLOSE	0.45	LOW_MEDIUM_INTERNAL	INTERNAL_THIRD_EDITION_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	zweiten Auszug gelinde erwärmen.	der konkrete Wert ist ein occurrence-spezifischer Masterexemplar-Default; das Bild stützt nur den Ganzpflanzenartikel.	NARROW_SPECIES_AND_IMAGE_BASED_WATER_DEFAULT_WITHDRAWN	OCCURRENCE_SPECIFIC_EXEMPLAR_DEFAULT_NOT_CARD_STEM_WORD_OR_SPECIES_MEANING
13	f10r	f10r.5	H1	F002	H1-S002	dcda95c81a5460feb191	chol	EXACT_CARD_ID=dcda95c81a5460feb191 | SURFACE_DISPLAY_ONLY=chol | OPAQUE_FORMULA=FRAME_O(LINK) | KNOWN_CARD=NONE | KNOWN_FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=STRICT_FORMAL_PROMPT_NO_WORD_VALUE	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	STATE_LINK	Führe ihn als Fortsetzung derselben Wurzelbereitung weiter.	KNOWN_FORMAL_WITH_EXEMPLAR_FILL	NONE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNIQUE_FORMAL_ONLY	NONCLOSE	0.66	MEDIUM_HIGH_INTERNAL	INTERNAL_THIRD_EDITION_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	formale Verknüpfung mit dem laufenden Wurzelauszug H1-P01 buchen.	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN ist eine formale Slotanweisung, keine Übersetzung.	NARROW_SPECIES_AND_IMAGE_BASED_WATER_DEFAULT_WITHDRAWN	OCCURRENCE_SPECIFIC_EXEMPLAR_DEFAULT_NOT_CARD_STEM_WORD_OR_SPECIES_MEANING
14	f10r	f10r.5	H1	F002	H1-S002	e0b630cb1b5df5e7105b	cthy	EXACT_CARD_ID=e0b630cb1b5df5e7105b | SURFACE_DISPLAY_ONLY=cthy | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=BEREIT? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	READINESS_CONDITION	Gebrauche ihn, sobald der im Exemplar bezeichnete Bereitschaftszustand erreicht ist.	KNOWN_CARD_WITH_EXEMPLAR_FILL	BEREIT?	NONE	UNIQUE_EXACT	NONCLOSE	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_THIRD_EDITION_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Arbeitsstand H1-P02 freigeben.	BEREIT? ist nur der bestehende unsichere Ganzkarten-Merksatz, keine bestätigte Wortbedeutung.	NARROW_SPECIES_AND_IMAGE_BASED_WATER_DEFAULT_WITHDRAWN	OCCURRENCE_SPECIFIC_EXEMPLAR_DEFAULT_NOT_CARD_STEM_WORD_OR_SPECIES_MEANING
15	f10r	f10r.6	H2	F003	H2-S001	7249edc4df3419c26999	ycheor	EXACT_CARD_ID=7249edc4df3419c26999 | SURFACE_DISPLAY_ONLY=ycheor | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	PART_ARGUMENT	Nimm Blütenköpfe und junge Blätter der ganzen abgebildeten Pflanze.	EXEMPLAR_ONLY	NONE	NONE	UNPARSED_EXEMPLAR	NONCLOSE	0.39	LOW_MEDIUM_INTERNAL	INTERNAL_THIRD_EDITION_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Bildbesitzer H2 als Oberteil-Los H2-R01 eröffnen.	keine Leiterlinie weist diesem Feld den genannten Pflanzenteil sichtbar zu.	NARROW_SPECIES_AND_IMAGE_BASED_WATER_DEFAULT_WITHDRAWN	OCCURRENCE_SPECIFIC_EXEMPLAR_DEFAULT_NOT_CARD_STEM_WORD_OR_SPECIES_MEANING
16	f10r	f10r.6	H2	F003	H2-S001	e0b630cb1b5df5e7105b	cthy	EXACT_CARD_ID=e0b630cb1b5df5e7105b | SURFACE_DISPLAY_ONLY=cthy | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=BEREIT? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	HARVEST_CONDITION	Ernte sie, wenn die ersten Köpfe sich eben öffnen.	KNOWN_CARD_WITH_EXEMPLAR_FILL	BEREIT?	NONE	UNIQUE_EXACT	NONCLOSE	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_THIRD_EDITION_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Erntegut als verarbeitungsbereit markieren.	BEREIT? ist nur der bestehende unsichere Ganzkarten-Merksatz, keine bestätigte Wortbedeutung.	NARROW_SPECIES_AND_IMAGE_BASED_WATER_DEFAULT_WITHDRAWN	OCCURRENCE_SPECIFIC_EXEMPLAR_DEFAULT_NOT_CARD_STEM_WORD_OR_SPECIES_MEANING
17	f10r	f10r.6	H2	F003	H2-S001	7a4bb8136330ee4e6e56	chor	EXACT_CARD_ID=7a4bb8136330ee4e6e56 | SURFACE_DISPLAY_ONLY=chor | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=ANSATZ? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=EXACT_WORKING_MNEMONIC	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	ACTIVE_ITEM_STATE	Führe diese Ernte als ersten frischen Ansatz.	KNOWN_CARD_WITH_EXEMPLAR_FILL	ANSATZ?	NONE	UNIQUE_EXACT	NONCLOSE	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_THIRD_EDITION_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	gepresste Arbeitsflüssigkeit H2-P01 als aktiven Ansatz führen.	ANSATZ? ist nur der bestehende unsichere Ganzkarten-Merksatz, keine bestätigte Wortbedeutung.	NARROW_SPECIES_AND_IMAGE_BASED_WATER_DEFAULT_WITHDRAWN	OCCURRENCE_SPECIFIC_EXEMPLAR_DEFAULT_NOT_CARD_STEM_WORD_OR_SPECIES_MEANING
18	f10r	f10r.6	H2	F003	H2-S001	f3c23f42baf625639e1e	cthaiin	EXACT_CARD_ID=f3c23f42baf625639e1e | SURFACE_DISPLAY_ONLY=cthaiin | OPAQUE_FORMULA=OPAQUE_PAYLOAD + <ARG_AIIN> | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	PREPARATION_ACTION	Zerstoße das Kraut grob.	EXEMPLAR_ONLY	NONE	NONE	UNPARSED_EXEMPLAR	NONCLOSE	0.45	LOW_MEDIUM_INTERNAL	INTERNAL_THIRD_EDITION_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Stängel und obere Blätter grob quetschen.	der konkrete Wert ist ein occurrence-spezifischer Masterexemplar-Default; das Bild stützt nur den Ganzpflanzenartikel.	NARROW_SPECIES_AND_IMAGE_BASED_WATER_DEFAULT_WITHDRAWN	OCCURRENCE_SPECIFIC_EXEMPLAR_DEFAULT_NOT_CARD_STEM_WORD_OR_SPECIES_MEANING
19	f10r	f10r.6	H2	F003	H2-S001	af816c04e65874a0f2fa	qoctholy	EXACT_CARD_ID=af816c04e65874a0f2fa | SURFACE_DISPLAY_ONLY=qoctholy | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	PREPARATION_ACTION	Presse die Pflanzenflüssigkeit durch ein Leinentuch aus.	EXEMPLAR_ONLY	NONE	NONE	UNPARSED_EXEMPLAR	NONCLOSE	0.45	LOW_MEDIUM_INTERNAL	INTERNAL_THIRD_EDITION_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	austretende Pflanzenflüssigkeit auffangen.	der konkrete Wert ist ein occurrence-spezifischer Masterexemplar-Default; das Bild stützt nur den Ganzpflanzenartikel.	NARROW_SPECIES_AND_IMAGE_BASED_WATER_DEFAULT_WITHDRAWN	OCCURRENCE_SPECIFIC_EXEMPLAR_DEFAULT_NOT_CARD_STEM_WORD_OR_SPECIES_MEANING
20	f10r	f10r.6	H2	F003	H2-S001	b921a237be883a820352	dy	EXACT_CARD_ID=b921a237be883a820352 | SURFACE_DISPLAY_ONLY=dy | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	FRACTION_ARGUMENT	Fange die erste Flüssigkeitsfraktion getrennt auf.	EXEMPLAR_ONLY	NONE	NONE	UNPARSED_EXEMPLAR	NONCLOSE	0.45	LOW_MEDIUM_INTERNAL	INTERNAL_THIRD_EDITION_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Pressgut mit Wasser nachziehen.	der konkrete Wert ist ein occurrence-spezifischer Masterexemplar-Default; das Bild stützt nur den Ganzpflanzenartikel.	NARROW_SPECIES_AND_IMAGE_BASED_WATER_DEFAULT_WITHDRAWN	OCCURRENCE_SPECIFIC_EXEMPLAR_DEFAULT_NOT_CARD_STEM_WORD_OR_SPECIES_MEANING
21	f10r	f10r.6	H2	F003	H2-S001	b921a237be883a820352	chy	EXACT_CARD_ID=b921a237be883a820352 | SURFACE_DISPLAY_ONLY=chy | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=NONE | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=UNKNOWN_EXEMPLAR_WHOLE_CARD	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	MEDIUM_ACTION	Gib etwas Olivenöl hinzu.	EXEMPLAR_ONLY	NONE	NONE	UNPARSED_EXEMPLAR	NONCLOSE	0.35	LOW_INTERNAL	INTERNAL_THIRD_EDITION_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	beide Flüssigkeiten zusammenführen.	Medium, Wasser, Wein, Öl, Honig, Tuch oder Gefäß sind nicht abgebildet.	NARROW_SPECIES_AND_IMAGE_BASED_WATER_DEFAULT_WITHDRAWN	OCCURRENCE_SPECIFIC_EXEMPLAR_DEFAULT_NOT_CARD_STEM_WORD_OR_SPECIES_MEANING
22	f10r	f10r.6	H2	F003	H2-S001	2f1c5e56e8f0ff459065	taiin	EXACT_CARD_ID=2f1c5e56e8f0ff459065 | SURFACE_DISPLAY_ONLY=taiin | OPAQUE_FORMULA=OPAQUE_PAYLOAD | KNOWN_CARD=MASS? | KNOWN_FORMAL=NONE | TERMINAL=NONCLOSE | V69_CONTROL_CLASS=MNEMONIC_AND_FORMAL_CHANNELS	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	MEASURE_ARGUMENT	Nimm das im Exemplar vorgeschriebene Maß.	KNOWN_CARD_WITH_EXEMPLAR_FILL	MASS?	NONE	UNIQUE_EXACT	NONCLOSE	0.62	MEDIUM_HIGH_INTERNAL	INTERNAL_THIRD_EDITION_COHERENCE_NOT_DECIPHERMENT_PROBABILITY	Sollmenge für H2-P01 buchen.	MASS? ist nur der bestehende unsichere Ganzkarten-Merksatz, keine bestätigte Wortbedeutung.	NARROW_SPECIES_AND_IMAGE_BASED_WATER_DEFAULT_WITHDRAWN	OCCURRENCE_SPECIFIC_EXEMPLAR_DEFAULT_NOT_CARD_STEM_WORD_OR_SPECIES_MEANING
