event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id	surface_display_only	visible_owner	owner_status	literal_exact_layer	source_layer	concrete_german_default	confidence	strongest_alternative	contradiction	semantic_ceiling
11	f10r	f10r.5	H1	F002	H1-S002	9ad66e67803a12e745de	qokchy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	nimm den frischen ersten Lauf	LOW	LOCAL[gelagerten Wurzelrest H1-R02 aufnehmen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
12	f10r	f10r.5	H1	F002	H1-S002	e8a6105b5c3a6220b440	qotchol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	erwärme ihn gelinde	LOW	LOCAL[zweiten Auszug gelinde erwärmen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
13	f10r	f10r.5	H1	F002	H1-S002	dcda95c81a5460feb191	chol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung I001 fortführen	MEDIUM	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[formale Verknüpfung mit dem laufenden Wurzelauszug H1-P01 buchen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
14	f10r	f10r.5	H1	F002	H1-S002	e0b630cb1b5df5e7105b	cthy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	CARD:BEREIT?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	BEREIT? bis zum örtlichen Gebrauchszustand	MEDIUM	BEREIT?=Freigabestand der aktiven Charge prüfen ; LOCAL[Arbeitsstand H1-P02 freigeben]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
15	f10r	f10r.6	H2	F003	H2-S001	7249edc4df3419c26999	ycheor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	Blütenköpfe und junge Blätter derselben Teufelsabbiss-Pflanze	LOW	LOCAL[Bildbesitzer H2 als Oberteil-Los H2-R01 eröffnen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
16	f10r	f10r.6	H2	F003	H2-S001	e0b630cb1b5df5e7105b	cthy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	CARD:BEREIT?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	BEREIT? wenn sie eben aufgehen	MEDIUM	BEREIT?=Freigabestand der aktiven Charge prüfen ; LOCAL[Erntegut als verarbeitungsbereit markieren]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
17	f10r	f10r.6	H2	F003	H2-S001	7a4bb8136330ee4e6e56	chor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	CARD:ANSATZ?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	ANSATZ? I001 als frischen Ansatz führen	MEDIUM	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[gepresste Arbeitsflüssigkeit H2-P01 als aktiven Ansatz führen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
18	f10r	f10r.6	H2	F003	H2-S001	f3c23f42baf625639e1e	cthaiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	zerstoße das Kraut	LOW	LOCAL[Stängel und obere Blätter grob quetschen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
19	f10r	f10r.6	H2	F003	H2-S001	af816c04e65874a0f2fa	qoctholy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	presse den Saft durch ein Tuch	LOW	LOCAL[austretende Pflanzenflüssigkeit auffangen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
20	f10r	f10r.6	H2	F003	H2-S001	b921a237be883a820352	dy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	fange die erste Fraktion auf	LOW	LOCAL[Pressgut mit Wasser nachziehen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
21	f10r	f10r.6	H2	F003	H2-S001	b921a237be883a820352	chy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	gib Olivenöl hinzu	LOW	LOCAL[beide Flüssigkeiten zusammenführen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
22	f10r	f10r.6	H2	F003	H2-S001	2f1c5e56e8f0ff459065	taiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	CARD:MASS?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	MASS? ein örtlich vorgeschriebenes Maß	MEDIUM	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge für H2-P01 buchen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
23	f10r	f10r.6	H2	F003	H2-S001	b921a237be883a820352	shy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	erwärme gelinde	LOW	LOCAL[Pressrückstand als Nebenfraktion H2-R02 markieren]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
24	f10r	f10r.8	H2	F004	H2-S002	10488b911aae52b3b334	qotchor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	nimm vor voller Blüte eine zweite Portion der Spitzen	LOW	LOCAL[frühe Erntefraktion H2-R03 eröffnen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
25	f10r	f10r.8	H2	F004	H2-S002	7a4bb8136330ee4e6e56	chor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	CARD:ANSATZ?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	ANSATZ? I001 fortführen	MEDIUM	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[H2-P01 als aktiven Ansatz ansprechen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
26	f10r	f10r.8	H2	F004	H2-S002	497cbd9c7401810ff56b	otol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	eine Handvoll	LOW	LOCAL[eine Teilmenge H2-R03 in ein Vergleichsgefäß geben]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
27	f10r	f10r.8	H2	F004	H2-S002	dcda95c81a5460feb191	chol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung I001 fortführen	MEDIUM	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
28	f10r	f10r.8	H2	F004	H2-S002	dec401773c1f0347793d	cholor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	CARD:VORIGES?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	VORIGES? I001 als vorigen Posten aufnehmen	MEDIUM	VORIGES?=vorige Charge wieder aufnehmen ; LOCAL[vorige Charge H2-P01 wieder aufnehmen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
29	f10r	f10r.8	H2	F004	H2-S002	dcda95c81a5460feb191	chol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung I002 führen	MEDIUM	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[diese vorige Charge an Vergleich H2-P02 verknüpfen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
30	f10r	f10r.8	H2	F004	H2-S002	2f1c5e56e8f0ff459065	daiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	CARD:MASS?|FORMAL:VORGABEPARAMETER?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	MASS? VORGABEPARAMETER?; keine Wortbedeutung ein gleiches örtliches Maß	MEDIUM	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge für H2-P02 buchen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
31	f10r	f10r.8	H2	F004	H2-S002	4d4559019a961b834aa1	dar	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	verbinde beide Fraktionen	LOW	LOCAL[frühe Fraktion vollständig mazerieren]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
32	f10r	f10r.9	H2	F005	H2-S003	27d97af8c96eb056c2e6	oykchor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	gib die Fraktionen in ein glasiertes Gefäß	LOW	LOCAL[späte Erntefraktion H2-R04 eröffnen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
33	f10r	f10r.9	H2	F005	H2-S003	7a4bb8136330ee4e6e56	shor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	CARD:ANSATZ?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	ANSATZ? I003 als Salbenansatz führen	MEDIUM	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[H2-P02 als ersten aktiven Ansatz führen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
34	f10r	f10r.9	H2	F005	H2-S003	7a4bb8136330ee4e6e56	chor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	CARD:ANSATZ?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	ANSATZ? I003 wiederholt; Slotkonflikt bleibt sichtbar	MEDIUM	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[späte Teilcharge H2-P03 als zweiten aktiven Ansatz führen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
35	f10r	f10r.9	H2	F005	H2-S003	b921a237be883a820352	chy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	rühre bei kleinem Feuer	LOW	LOCAL[beide Ernteauszüge in getrennten Gefäßen umrühren]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
36	f10r	f10r.9	H2	F005	H2-S003	409de02322e7b2ca0c62	kaiiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	bis eine weiche Salbe entsteht	LOW	LOCAL[beide durch dasselbe Tuch seihen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
37	f10r	f10r.9	H2	F005	H2-S003	b921a237be883a820352	dy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	bewahre sie bedeckt	LOW	LOCAL[Farbe und Bodensatz als Vergleichsmerkmale notieren]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
38	f10r	f10r.9	H2	F005	H2-S003	834825c61d048a6b5628	chodaiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	lege sie äußerlich auf ein Geschwür oder eine harte Schwellung	LOW	LOCAL[Vergleichspaar H2-P02/H2-P03 verschlossen lagern]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
39	f11r	f11r.1	H3	F006	H3-S001	953ad19b79517fc8a211	tshol	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	Blüten und junge Blätter des Duftveilchens im ersten Frühjahr nehmen	LOW	LOCAL[Bildbesitzer H3 als Blüten-Kraut-Los H3-R01 eröffnen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
40	f11r	f11r.1	H3	F006	H3-S001	428a5e3662aa57b4b256	schoal	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	in reinem Wein kochen	LOW	LOCAL[junge oberirdische Teile sammeln]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
41	f11r	f11r.1	H3	F006	H3-S001	bdad9f9ea8b80f141496	cfhy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	durch ein feines Tuch wringen	LOW	LOCAL[Blütenköpfe und Blätter in zwei Schalen sortieren]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
42	f11r	f11r.1	H3	F006	H3-S001	a8af08e69edab8e54f15	shfydaiin	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	den Auszug stehen lassen	LOW	LOCAL[Krautfraktion quetschen und in Wasser mazerieren]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
43	f11r	f11r.1	H3	F006	H3-S001	deb377381ceaf55ea310	cphy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	nochmals seihen	LOW	LOCAL[Auszug zuerst grob, dann durch Tuch seihen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
44	f11r	f11r.1	H3	F006	H3-S001	b5df9126607030b95175	shey	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	CARD:KLAR?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	KLAR? bis zum örtlich geprüften klaren Zustand	MEDIUM	KLAR?=Klarzustand der aktiven Charge prüfen ; LOCAL[Klarheitszustand des Filtrats H3-P01 prüfen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
45	f11r	f11r.1	H3	F006	H3-S001	2e2027b1951d79911e24	tchody	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	CLOSE; keine Wortbedeutung abkühlen lassen	LOW	LOCAL[klares Filtrat absetzen lassen und Feld schließen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
46	f11r	f11r.1	H3	F007	H3-S002	577c03a928d674d420d7	shoyty	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	behalte einen Teil der frischen Blüten für die zweite Arznei zurück	LOW	LOCAL[einen Blütenkopf als Referenzfraktion H3-R02 zurücklegen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
47	f11r	f11r.4	H3	F008	H3-S003	d665560c8ff80799a82c	dchol	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	I001 als erster Auszug	LOW	LOCAL[Filtrat H3-P01 wieder aufnehmen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
48	f11r	f11r.4	H3	F008	H3-S003	b921a237be883a820352	chy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	nimm davon	LOW	LOCAL[drei gleiche Probengläser bereitstellen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
