field_id	record_unit_id	page	locus	statement_id	event_serials	whole_plant_owner	literal_event_sequence	third_edition_field_text	historical_source_order	parse_status	strongest_alternative	unsupported_nouns	strongest_contradiction	semantic_ceiling
F011	H4	f55v	f55v.5	H4-S002	61|62|63	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	E61=[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [FORMAL:VORGABEPARAMETER?] > [CONTEXT_EXEMPLAR:DOSE] || E62=[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [CONTEXT_EXEMPLAR:ACTION_IMPLEMENT] || E63=[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:e026af581c99322fbd46] > [CONTEXT_EXEMPLAR:STORAGE_AND_CLOSE] > [CLOSE]	Miss eine Portion des Ansatzes ab. Wring sie durch Leinwand und lass sie klar absetzen. Verwahre den klaren Auszug; damit endet der Posten.	COMPOSITE_SEQUENCE	AMBIGUOUS	Technischer Pflanzenmaterial-Rivale: Sollmenge aus dem lokalen Posten abteilen. Technischer Pflanzenmaterial-Rivale: weichen Blattrest aus der Flotte heben. Technischer Pflanzenmaterial-Rivale: Rest pressen, Flüssigkeit seihen und beide Fraktionen schließen.	Dosis|Leinwand|Klarstand|Vorratsgefäß	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_RECEPTARIUM_EXEMPLAR_NOT_TRANSLATION
F012	H4	f55v	f55v.11	H4-S003	64|65|66|67	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	E64=[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:f7dc90b2c31fd341f0a4] > [CONTEXT_EXEMPLAR:INDICATION_AND_USE] || E65=[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:807591efc3d3f7ddbfab] > [CONTEXT_EXEMPLAR:PREPARATION] || E66=[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:2c1a5fd92b9e3c762242] > [CONTEXT_EXEMPLAR:FREQUENCY] || E67=[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:1b1ffdd869fb1429ad03] > [CONTEXT_EXEMPLAR:FORMAL_CLOSE] > [CLOSE]	Wasche damit eine unreine äußere Wunde. Verwende dazu den klaren Auszug. Einmal oder nach örtlicher Vorschrift. Beende diesen Gebrauch.	EXEMPLAR_ONLY	UNPARSED	Technischer Pflanzenmaterial-Rivale: zweite Blattfraktion dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: zweite Fraktion mit frischem Wasser waschen. Technischer Pflanzenmaterial-Rivale: Fraktion warm mazerieren. Technischer Pflanzenmaterial-Rivale: zweite Blattflotte dem lokalen Posten seihen und schließen.	Wunde|Auszug|Anwendungshäufigkeit|Gebrauchsabschluss	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_RECEPTARIUM_EXEMPLAR_NOT_TRANSLATION
F013	H4	f55v	f55v.11	H4-S004	68|69|70|71|72|73	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	E68=[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [CONTEXT_EXEMPLAR:PLANT_PART_AND_DOSE] || E69=[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:308e8ea2d5d190c498e8] > [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > [CONTEXT_EXEMPLAR:TARGET] || E70=[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:204b04837409088c48f9] > [CONTEXT_EXEMPLAR:ACTION_CONDITION] || E71=[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:7a4bb8136330ee4e6e56] > [CARD:ANSATZ?] > [CONTEXT_EXEMPLAR:LOCAL_LINK] || E72=[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:MEDIUM] || E73=[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:6afeb5c9ab9f6cbdea0d] > [CONTEXT_EXEMPLAR:USE]	Nimm ein örtliches Maß der zurückbehaltenen Blätter. Lege sie an die bezeichnete äußere Stelle. Erwärme sie gelinde. Führe sie als zweiten Ansatz. Mische sie mit Honig. Lege den warmen Umschlag frisch auf.	COMPOSITE_SEQUENCE	AMBIGUOUS	Technischer Pflanzenmaterial-Rivale: Sollmenge der zweiten Flotte buchen. Technischer Pflanzenmaterial-Rivale: opaken Relationsslot für Fraktionspaar und Lagergefäß setzen. Technischer Pflanzenmaterial-Rivale: erste und zweite Flotte nebeneinander prüfen. Technischer Pflanzenmaterial-Rivale: zweite Flotte als aktiven Ansatz dem lokalen Posten führen. Technischer Pflanzenmaterial-Rivale: Presskuchen und Flotten als Paarposten etikettieren. Technischer Pflanzenmaterial-Rivale: Paarposten dem lokalen Posten bedeckt lagern.	Blätter|Dosis|äußere Zielstelle|Wärme|Arbeitsansatz|Honig|Umschlag	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_RECEPTARIUM_EXEMPLAR_NOT_TRANSLATION
F014	H5	f56r	f56r.5	H5-S001	74|75|76|77	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E74=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:b9d7b6d68209a9019e7a] > [CONTEXT_EXEMPLAR:VISIBLE_OWNER] || E75=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2cc054357a929df85f64] > [CONTEXT_EXEMPLAR:HARVEST_AND_HABITAT] || E76=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:0ec6a45e2950e8e7061d] > [CONTEXT_EXEMPLAR:HARVEST_CONDITION] || E77=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [FORMAL:VORGABEPARAMETER?] > [CONTEXT_EXEMPLAR:DOSE]	Von der abgebildeten, unbenannten Pflanze. Sammle das ganze oberirdische Kraut an einem feuchten Standort. Nimm es zu Beginn der Blüte. Nimm nur ein kleines örtliches Maß.	COMPOSITE_SEQUENCE	AMBIGUOUS	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H5 als drüsiges Feuchtland-Rohlos dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: kleine Gesamtpflanzenprobe sammeln. Technischer Pflanzenmaterial-Rivale: feine Wurzel- und Krautfraktion trennen. Technischer Pflanzenmaterial-Rivale: Sollmenge der Krautfraktion buchen.	oberirdisches Kraut|feuchter Standort|Blütezeit|Dosis	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_RECEPTARIUM_EXEMPLAR_NOT_TRANSLATION
F015	H5	f56r	f56r.7	H5-S001	78|79|80|81|82	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E78=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2cc054357a929df85f64] > [CONTEXT_EXEMPLAR:PLANT_PART_AND_ACTION] || E79=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:893c570f3fa3fce99711] > [CONTEXT_EXEMPLAR:USE] || E80=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:10488b911aae52b3b334] > [CONTEXT_EXEMPLAR:INDICATION] || E81=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [CARD:ANWENDEN?] > [CONTEXT_EXEMPLAR:USE_DURATION] || E82=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:TARGET]	Zerstoße die frischen klebrigen Blätter. Lege sie als Auflage auf. Auf eine einzelne Warze oder ein Hühnerauge. Lass die Auflage nur kurz einwirken. An der örtlich bezeichneten Hautstelle.	COMPOSITE_SEQUENCE	AMBIGUOUS	Technischer Pflanzenmaterial-Rivale: Krautfraktion in wenig Wasser einweichen. Technischer Pflanzenmaterial-Rivale: weiches Material quetschen. Technischer Pflanzenmaterial-Rivale: klebrige Flüssigkeit als Prüfcharge dem lokalen Posten auffangen. Technischer Pflanzenmaterial-Rivale: aktive Prüfcharge dem lokalen Posten auf Prüffläche dem lokalen Posten einsetzen. Technischer Pflanzenmaterial-Rivale: Zieladresse dem lokalen Posten nach dem Auftrag im Register festhalten.	klebrige Blätter|Auflage|Warze|Hühnerauge|Einwirkdauer|Hautstelle	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_RECEPTARIUM_EXEMPLAR_NOT_TRANSLATION
F016	H5	f56r	f56r.8	H5-S002	83|84|85|86	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E83=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:d665560c8ff80799a82c] > [CONTEXT_EXEMPLAR:ACTION] || E84=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:c10aec6d4dd877ec8bd8] > [CONTEXT_EXEMPLAR:MEDIUM_ACTION] || E85=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [CARD:ANWENDEN?] > [CONTEXT_EXEMPLAR:CONDITION_AND_USE] || E86=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:95987d6f198d6d247511] > [CONTEXT_EXEMPLAR:FORMAL_CLOSE] > [CLOSE]	Nimm die Auflage wieder ab. Wasche die Stelle mit Wasser. Wiederhole den Gebrauch nur, wenn er vertragen wird. Beende die äußere Anwendung.	COMPOSITE_SEQUENCE	AMBIGUOUS	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktive Charge wieder aufnehmen. Technischer Pflanzenmaterial-Rivale: zweite Prüffläche dem lokalen Posten bereitstellen. Technischer Pflanzenmaterial-Rivale: aktive Charge auf dem lokalen Posten einsetzen. Technischer Pflanzenmaterial-Rivale: beschichtete Prüffläche lufttrocknen lassen und schließen.	Auflage|Wasser|Verträglichkeit|Wiederholung|äußere Anwendung	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_RECEPTARIUM_EXEMPLAR_NOT_TRANSLATION
F017	H5	f56r	f56r.12	H5-S003	87|88|89|90	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E87=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:ad3581d3144f69a5912d] > [CONTEXT_EXEMPLAR:PLANT_PART] || E88=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2cc054357a929df85f64] > [CONTEXT_EXEMPLAR:STORAGE_CONDITION] || E89=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:b74e9e65637b7c8538dd] > [CONTEXT_EXEMPLAR:ACTION] || E90=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:1322bc176443fc2a8a86] > [CONTEXT_EXEMPLAR:STORAGE]	Nimm vom übrigen Kraut die blühenden Stiele. Trockne sie im Schatten. Zerreibe sie grob. Verwahre sie trocken.	EXEMPLAR_ONLY	UNPARSED	Technischer Pflanzenmaterial-Rivale: Kopf- oder Knospenfraktion dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: schmale Blattfraktion dem lokalen Posten getrennt einführen. Technischer Pflanzenmaterial-Rivale: beide Fraktionen mit Loszeichen versehen. Technischer Pflanzenmaterial-Rivale: beide im Schatten trocknen.	blühende Stiele|Schatten|Zerreibung|Vorrat	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_RECEPTARIUM_EXEMPLAR_NOT_TRANSLATION
F018	H5	f56r	f56r.13	H5-S004	91|92|93	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E91=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:9ad66e67803a12e745de] > [CONTEXT_EXEMPLAR:PREPARATION] || E92=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:087a47b5423438cd6b6a] > [CONTEXT_EXEMPLAR:MEDIUM] || E93=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:75a523fcf039b006f97b] > [CONTEXT_EXEMPLAR:ACTION_IMPLEMENT]	Setze daraus einen schwachen Auszug an. Nimm milden Wein als Medium. Seihe ihn durch ein Tuch.	EXEMPLAR_ONLY	UNPARSED	Technischer Pflanzenmaterial-Rivale: getrocknete Blattfraktion dem lokalen Posten wieder aufnehmen. Technischer Pflanzenmaterial-Rivale: Lagerfach dem lokalen Posten zuweisen. Technischer Pflanzenmaterial-Rivale: Fraktion trocken im Lagerfach verwahren.	Auszug|Wein|Tuch	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_RECEPTARIUM_EXEMPLAR_NOT_TRANSLATION
F019	H5	f56r	f56r.18	H5-S005	94|95|96|97	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E94=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2cc054357a929df85f64] > [CONTEXT_EXEMPLAR:MEDIUM] || E95=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:9ad66e67803a12e745de] > [CONTEXT_EXEMPLAR:ACTION_CONDITION] || E96=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:c71c72da4e09e0833392] > [CONTEXT_EXEMPLAR:USE] || E97=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:61a075bc54793c1c781f] > [CONTEXT_EXEMPLAR:INDICATION]	Gib Honig hinzu. Erwärme gelinde. Gib den Auszug als Brusttrank. Gebrauche ihn bei trockenem Husten.	EXEMPLAR_ONLY	UNPARSED	Technischer Pflanzenmaterial-Rivale: frischen Pflanzenrest dem lokalen Posten als neue Arbeitscharge einführen. Technischer Pflanzenmaterial-Rivale: Rest mit wenig Wasser wieder anfeuchten. Technischer Pflanzenmaterial-Rivale: Rest zu gleichmäßiger Klebmasse arbeiten. Technischer Pflanzenmaterial-Rivale: frische Masse dem lokalen Posten im bedeckten Topf lagern.	Honig|Wärme|Brusttrank|Husten	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_RECEPTARIUM_EXEMPLAR_NOT_TRANSLATION
F020	H5	f56r	f56r.19	H5-S006	98|99|100	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E98=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:faf321940aed922846a9] > [CARD:ANTEIL?] > [CONTEXT_EXEMPLAR:SELECT_PART] || E99=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:9bb7122b386ebbc6138f] > [CONTEXT_EXEMPLAR:DOSE_FREQUENCY] || E100=[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [FORMAL:VORGABEPARAMETER?] > [CONTEXT_EXEMPLAR:DOSE]	Führe den ausgewählten Trankanteil als Gabe. Je Gabe. Nimm ein kleines örtliches Maß.	COMPOSITE_SEQUENCE	AMBIGUOUS	Technischer Pflanzenmaterial-Rivale: bezeichnete Blütenfraktion dem lokalen Posten wählen. Technischer Pflanzenmaterial-Rivale: geöffnete Blüte als Referenzteil einlegen. Technischer Pflanzenmaterial-Rivale: Sollmenge des Referenzloses buchen.	Trankanteil|Gabe|Dosis	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_RECEPTARIUM_EXEMPLAR_NOT_TRANSLATION
