field_id	record_unit_id	page	locus	statement_id	event_count	visible_owner	complete_field_reading	strongest_rival	status
F011	H4	f55v	f55v.5	H4-S002	3	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MASS? VORGABEPARAMETER?; keine Wortbedeutung miss eine Portion des Ansatzes ab; wringe sie durch Leinwand und lasse sie klar absetzen; CLOSE_B3; keine Wortbedeutung verwahre den klaren Auszug	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge aus H4-P01 abteilen]; LOCAL[weichen Blattrest aus der Flotte heben]; LOCAL[Rest pressen, Flüssigkeit seihen und beide Fraktionen schließen]	COMPLETE_CREATIVE
F012	H4	f55v	f55v.11	H4-S003	4	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	wasche eine unreine äußere Wunde; mit dem klaren Auszug; einmal oder nach örtlicher Vorschrift; CLOSE; keine Wortbedeutung beende diesen Gebrauch	LOCAL[zweite Blattfraktion H4-R02 eröffnen]; LOCAL[zweite Fraktion mit frischem Wasser waschen]; LOCAL[Fraktion warm mazerieren]; LOCAL[zweite Blattflotte H4-P03 seihen und schließen]	COMPLETE_CREATIVE
F013	H4	f55v	f55v.11	H4-S004	6	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MASS? nimm ein örtliches Maß der zurückbehaltenen Blätter; LOKALEN_RELATIONSSLOT_SETZEN; keine Wortbedeutung lege sie an die bezeichnete äußere Stelle; erwärme sie gelinde; ANSATZ? I002 als zweiten Ansatz führen; mische sie mit Honig; lege den warmen Umschlag frisch auf	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge der zweiten Flotte buchen]; LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[opaken Relationsslot für Fraktionspaar und Lagergefäß setzen]; LOCAL[erste und zweite Flotte nebeneinander prüfen]; ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[zweite Flotte als aktiven Ansatz H4-P03 führen]; LOCAL[Presskuchen und Flotten als Paarposten etikettieren]; LOCAL[Paarposten H4-P04 bedeckt lagern]	COMPLETE_CREATIVE
F014	H5	f56r	f56r.5	H5-S001	4	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	vom rundblättrigen abgebildeten unbekannten Pflanze; sammle das ganze oberirdische Kraut im feuchten Moor; zu Beginn der Blüte; MASS? VORGABEPARAMETER?; keine Wortbedeutung nur ein kleines örtliches Maß	LOCAL[Bildbesitzer H5 als drüsiges Feuchtland-Rohlos H5-R01 eröffnen]; LOCAL[kleine Gesamtpflanzenprobe sammeln]; LOCAL[feine Wurzel- und Krautfraktion trennen]; MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge der Krautfraktion buchen]	COMPLETE_CREATIVE
F015	H5	f56r	f56r.7	H5-S001	5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	zerstoße die frischen klebrigen Blätter; lege sie auf; eine einzelne Warze oder ein Hühnerauge; ANWENDEN? nur kurz anwenden; ZIEL? an der örtlich bezeichneten Hautstelle	LOCAL[Krautfraktion in wenig Wasser einweichen]; LOCAL[weiches Material quetschen]; LOCAL[klebrige Flüssigkeit als Prüfcharge H5-P01 auffangen]; ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Prüfcharge H5-P01 auf Prüffläche H5-T01 einsetzen]; ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL[Zieladresse H5-T01 nach dem Auftrag im Register festhalten]	COMPLETE_CREATIVE
F016	H5	f56r	f56r.8	H5-S002	4	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	nimm die Auflage wieder ab; wasche die Stelle mit Wasser; ANWENDEN? wiederhole den Gebrauch nur falls vertragen; CLOSE; keine Wortbedeutung beende die äußere Anwendung	LOCAL[H5-P01 als aktive Charge wieder aufnehmen]; LOCAL[zweite Prüffläche H5-T02 bereitstellen]; ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Charge auf H5-T02 einsetzen]; LOCAL[beschichtete Prüffläche lufttrocknen lassen und schließen]	COMPLETE_CREATIVE
F017	H5	f56r	f56r.12	H5-S003	4	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	nimm vom übrigen Kraut die blühenden Stiele; trockne sie im Schatten; zerreibe sie grob; verwahre sie trocken	LOCAL[Kopf- oder Knospenfraktion H5-R02 eröffnen]; LOCAL[schmale Blattfraktion H5-R03 getrennt einführen]; LOCAL[beide Fraktionen mit Loszeichen versehen]; LOCAL[beide im Schatten trocknen]	COMPLETE_CREATIVE
F018	H5	f56r	f56r.13	H5-S004	3	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	setze daraus einen schwachen Auszug an; mit mildem Wein; seihe ihn durch ein Tuch	LOCAL[getrocknete Blattfraktion H5-R03 wieder aufnehmen]; LOCAL[Lagerfach H5-T04 zuweisen]; LOCAL[Fraktion trocken im Lagerfach verwahren]	COMPLETE_CREATIVE
F019	H5	f56r	f56r.18	H5-S005	4	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	füge Honig hinzu; erwärme gelinde; gib den Auszug als Brusttrank; bei trockenem Husten	LOCAL[frischen Pflanzenrest H5-R04 als neue Arbeitscharge einführen]; LOCAL[Rest mit wenig Wasser wieder anfeuchten]; LOCAL[Rest zu gleichmäßiger Klebmasse arbeiten]; LOCAL[frische Masse H5-P02 im bedeckten Topf lagern]	COMPLETE_CREATIVE
F020	H5	f56r	f56r.19	H5-S006	3	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ANTEIL? I004 als ausgewählten Teil führen; je Gabe; MASS? VORGABEPARAMETER?; keine Wortbedeutung ein kleines örtliches Maß	ANTEIL?=bezeichnete Fraktion wählen ; LOCAL[bezeichnete Blütenfraktion H5-R05 wählen]; LOCAL[geöffnete Blüte als Referenzteil einlegen]; MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge des Referenzloses buchen]	COMPLETE_CREATIVE
