semantic_family	component_recipe	working_reading_de	exact_card_subfamilies	exact_card_ids	events	exact_card_selection_rule	apprentice_instruction_de	card_default_correct	card_override_slips
SEM048	OL+T+Y	FORTSETZEN · EINTRAGEN · DIES	1	PROC049	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM049	OR+AIN	ANSATZ · PORTION	1	PROC050	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM050	HO+CH+OR	ZUTAT · ABNEHMEN · ANSATZ	1	PROC051	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM051	HO	ZUTAT	1	PROC052	4	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	4	0
SEM052	HO+AL+Y	ZUTAT · ZIEL · DIES	1	PROC053	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM053	K+OL	ZUDOSIEREN · FORTSETZEN	1	PROC054	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM054	AL	ZIEL	1	PROC055	10	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	10	0
SEM055	HO+Y	ZUTAT · DIES	1	PROC056	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM056	CH+EE+CKH+O+DY	ABNEHMEN · LANG · DURCHLASS · GANG · SCHLUSS	1	PROC057	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM057	SH	HALTEN	1	PROC058	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM058	K+E+Y	ZUDOSIEREN · KURZ · DIES	1	PROC059	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM059	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	1	PROC060	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM060	OK+CH+E+O	ANSETZEN · ABNEHMEN · KURZ · GANG	1	PROC061	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM061	K+AL	ZUDOSIEREN · ZIEL	1	PROC062	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM062	K+HO+AR	ZUDOSIEREN · ZUTAT · QUELLE	1	PROC063	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM063	OT+O+AIN	DANACH · GANG · PORTION	1	PROC064	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM064	K+E+OL	ZUDOSIEREN · KURZ · FORTSETZEN	1	PROC066	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM065	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	1	PROC067	8	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	8	0
SEM066	K+AIR	ZUDOSIEREN · LAUF	1	PROC068	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM067	K+AIN	ZUDOSIEREN · PORTION	1	PROC069	3	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	3	0
SEM068	OL+K+AIN	FORTSETZEN · ZUDOSIEREN · PORTION	1	PROC070	2	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	2	0
SEM069	R+OL	KUEHLEN · FORTSETZEN	1	PROC071	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM070	L	WEITERLEITEN	1	PROC072	2	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	2	0
SEM071	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIEL	1	PROC073	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM072	OK+EE+AL	ANSETZEN · LANG · ZIEL	1	PROC074	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM073	CKH+Y	DURCHLASS · DIES	1	PROC075	4	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	4	0
SEM074	CHD+DY	UMSETZEN · SCHLUSS	2	PROC076|PROC094	5	LOCUS_BOUNDARY_PRIOR_PLUS_LOCAL_OVERRIDES	Am Locusanfang markierte Traeger-/Gelenkform bevorzugen, sonst schlichte Form; Ausnahmezettel vorziehen.	4	1
SEM075	SH+K+CHD+DY	HALTEN · ZUDOSIEREN · UMSETZEN · SCHLUSS	1	PROC077	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM076	SHED+DY	ABSETZEN · SCHLUSS	1	PROC078	12	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	12	0
SEM077	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	1	PROC079	3	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	3	0
SEM078	OK+AIN	ANSETZEN · PORTION	1	PROC080	7	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	7	0
SEM079	R+AL	KUEHLEN · ZIEL	1	PROC081	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM080	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	2	PROC082|PROC091	5	LOCUS_BOUNDARY_PRIOR_PLUS_LOCAL_OVERRIDES	Am Locusanfang markierte Traeger-/Gelenkform bevorzugen, sonst schlichte Form; Ausnahmezettel vorziehen.	3	2
SEM081	CHK+E+Y	WAERMEN · KURZ · DIES	1	PROC083	3	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	3	0
SEM082	LSH+O	WASCHEN · GANG	1	PROC084	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM083	OK+E+Y	ANSETZEN · KURZ · DIES	1	PROC085	2	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	2	0
SEM084	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	1	PROC086	2	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	2	0
SEM085	SOLK+Y	AUFFANGEN · DIES	1	PROC087	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM086	L+CHD+AL	WEITERLEITEN · UMSETZEN · ZIEL	1	PROC088	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM087	OT+AR	DANACH · QUELLE	1	PROC089	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM088	T+E+Y	EINTRAGEN · KURZ · DIES	1	PROC090	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM089	OK+EE+Y	ANSETZEN · LANG · DIES	1	PROC092	7	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	7	0
SEM090	E+OL	KURZ · FORTSETZEN	1	PROC093	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM091	L+Y	WEITERLEITEN · DIES	1	PROC095	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM092	SH+E+OL	HALTEN · KURZ · FORTSETZEN	1	PROC096	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM093	O+IIN	GANG · STUFE	1	PROC097	2	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	2	0
SEM094	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	1	PROC098	3	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	3	0
SEM095	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	1	PROC099	3	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	3	0
SEM096	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	1	PROC100	10	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	10	0
SEM097	L+CKH+Y	WEITERLEITEN · DURCHLASS · DIES	1	PROC101	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM098	L+CHD	WEITERLEITEN · UMSETZEN	1	PROC102	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM099	L+CKH+E+DY	WEITERLEITEN · DURCHLASS · KURZ · SCHLUSS	1	PROC103	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM100	OK+AL+Y	ANSETZEN · ZIEL · DIES	1	PROC104	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM101	SOLK+AIIN	AUFFANGEN · MASS	1	PROC105	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM102	O+CTH+E+OL	GANG · BEREIT · KURZ · FORTSETZEN	1	PROC106	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM103	L+DY	WEITERLEITEN · SCHLUSS	1	PROC108	2	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	2	0
SEM104	OT+EE+Y	DANACH · LANG · DIES	1	PROC109	2	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	2	0
SEM105	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	1	PROC110	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM106	SH+E+DY	HALTEN · KURZ · SCHLUSS	1	PROC111	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM107	OT+AIIN	DANACH · MASS	1	PROC112	3	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	3	0
SEM108	OK+AR	ANSETZEN · QUELLE	1	PROC113	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM109	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLUSS	1	PROC114	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM110	L+CH+Y	WEITERLEITEN · ABNEHMEN · DIES	1	PROC116	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM111	CTH+E+Y	BEREIT · KURZ · DIES	1	PROC117	2	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	2	0
SEM112	L+EE+Y	WEITERLEITEN · LANG · DIES	1	PROC118	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM113	OK+EEE+DY	ANSETZEN · VOLL · SCHLUSS	1	PROC119	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM114	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	1	PROC120	8	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	8	0
SEM115	L+AR	WEITERLEITEN · QUELLE	1	PROC121	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM116	SH+E+Y	HALTEN · KURZ · DIES	1	PROC122	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM117	L+CHD+AR	WEITERLEITEN · UMSETZEN · QUELLE	1	PROC123	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM118	CH+E+S	ABNEHMEN · KURZ · TEILEN	1	PROC124	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM119	P+CHD+DY	EINFUELLEN · UMSETZEN · SCHLUSS	1	PROC125	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM120	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIEL	1	PROC126	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM121	AL+DY	ZIEL · SCHLUSS	1	PROC127	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM122	R+SHED+DY	KUEHLEN · ABSETZEN · SCHLUSS	1	PROC128	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM123	OT+EE+DY	DANACH · LANG · SCHLUSS	1	PROC129	2	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	2	0
SEM124	L+O+CHD+DY	WEITERLEITEN · GANG · UMSETZEN · SCHLUSS	1	PROC130	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM125	OT+AL	DANACH · ZIEL	1	PROC131	3	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	3	0
SEM126	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	1	PROC132	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM127	P+CHD+AL	EINFUELLEN · UMSETZEN · ZIEL	1	PROC134	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM128	OT+E+DY	DANACH · KURZ · SCHLUSS	1	PROC135	2	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	2	0
SEM129	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREIT · UMSETZEN · DIES	1	PROC136	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM130	AR+Y	QUELLE · DIES	1	PROC137	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM131	OK+AIR	ANSETZEN · LAUF	1	PROC138	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM132	SH+EE+DY	HALTEN · LANG · SCHLUSS	1	PROC139	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM133	L+O	WEITERLEITEN · GANG	1	PROC140	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM134	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	1	PROC141	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM135	SHED+AL	ABSETZEN · ZIEL	1	PROC142	2	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	2	0
SEM136	SH+E+CTH+Y	HALTEN · KURZ · BEREIT · DIES	1	PROC143	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM137	AL+CHD+DY	ZIEL · UMSETZEN · SCHLUSS	1	PROC144	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM138	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	2	PROC145|PROC166	3	OWNER_RECORD_SUBFAMILY	Unterkarte aus der festen Besitzer-/Record-Schublade nehmen.	3	0
SEM139	EE+AR	LANG · QUELLE	1	PROC146	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM140	L+AIIN	WEITERLEITEN · MASS	1	PROC147	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM141	AL+R+OR	ZIEL · KUEHLEN · ANSATZ	1	PROC148	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM142	EEE+T+Y	VOLL · EINTRAGEN · DIES	1	PROC149	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM143	CHD+AIR	UMSETZEN · LAUF	1	PROC150	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM144	CHD+AIN	UMSETZEN · PORTION	1	PROC151	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM145	OT+E+AIIN	DANACH · KURZ · MASS	1	PROC152	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM146	OL+AL+Y	FORTSETZEN · ZIEL · DIES	1	PROC153	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM147	OL+Y	FORTSETZEN · DIES	1	PROC154	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM148	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	1	PROC155	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM149	AIN	PORTION	1	PROC156	2	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	2	0
SEM150	OK+EE+OL	ANSETZEN · LANG · FORTSETZEN	1	PROC158	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM151	L+K+E+DY	WEITERLEITEN · ZUDOSIEREN · KURZ · SCHLUSS	1	PROC159	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM152	O+CKH+E+Y	GANG · DURCHLASS · KURZ · DIES	1	PROC161	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM153	AIR+Y+DY	LAUF · DIES · SCHLUSS	1	PROC162	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM154	CH+CKH+AL	ABNEHMEN · DURCHLASS · ZIEL	1	PROC163	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM155	SOLK+E+Y	AUFFANGEN · KURZ · DIES	1	PROC164	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
SEM156	K+AR	ZUDOSIEREN · QUELLE	1	PROC165	1	UNIQUE_EXACT_CARD	Die Bedeutungsfamilie hat genau eine Unterkarte.	1	0
