event_id	page	record	statement_id	locus	owner_de	owner_renderer_tray	semantic_family	component_recipe	semantic_reading_de	exact_subfamilies	exact_card_selection_layer	default_exact_card	observed_exact_card	card_default_correct	surface_selection_layer	default_surface	observed_surface	surface_default_correct	exception_kind	final_copy_instruction_de
E011	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM008	OK+Y	ANSETZEN · DIES	2	LOCUS_BOUNDARY_PRIOR	PROC011	PROC011	YES	OWNER_CARD_DEFAULT	qokchy	qokchy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E012	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM011	OT+CH+OL	DANACH · ABNEHMEN · FORTSETZEN	1	UNIQUE_EXACT_CARD	PROC012	PROC012	YES	GLOBAL_CARD_FORM	qotchol	qotchol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E013	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM012	OL	FORTSETZEN	2	OWNER_RECORD_SUBFAMILY	PROC013	PROC013	YES	GLOBAL_CARD_FORM	chol	chol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E014	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM013	CTH+Y	BEREIT · DIES	1	UNIQUE_EXACT_CARD	PROC014	PROC014	YES	GLOBAL_CARD_FORM	cthy	cthy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E015	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM014	Y+CH+E+OR	DIES · ABNEHMEN · KURZ · ANSATZ	1	UNIQUE_EXACT_CARD	PROC015	PROC015	YES	GLOBAL_CARD_FORM	ycheor	ycheor	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E016	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM013	CTH+Y	BEREIT · DIES	1	UNIQUE_EXACT_CARD	PROC014	PROC014	YES	GLOBAL_CARD_FORM	cthy	cthy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E017	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM015	OR	ANSATZ	1	UNIQUE_EXACT_CARD	PROC016	PROC016	YES	GLOBAL_CARD_FORM	chor	chor	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E018	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM016	CTH+AIIN	BEREIT · MASS	1	UNIQUE_EXACT_CARD	PROC017	PROC017	YES	GLOBAL_CARD_FORM	cthaiin	cthaiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E019	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM017	O+CTH+OL+Y	GANG · BEREIT · FORTSETZEN · DIES	1	UNIQUE_EXACT_CARD	PROC018	PROC018	YES	GLOBAL_CARD_FORM	qoctholy	qoctholy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E020	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM018	Y	DIES	1	UNIQUE_EXACT_CARD	PROC019	PROC019	YES	OWNER_CARD_DEFAULT	dy	dy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E021	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM018	Y	DIES	1	UNIQUE_EXACT_CARD	PROC019	PROC019	YES	GLOBAL_CARD_FORM	chy	chy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E022	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM009	AIIN	MASS	1	UNIQUE_EXACT_CARD	PROC009	PROC009	YES	OWNER_CARD_DEFAULT	taiin	taiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E023	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM018	Y	DIES	1	UNIQUE_EXACT_CARD	PROC019	PROC019	YES	SURFACE_OVERRIDE	dy	shy	NO	SURFACE_OVERRIDE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E024	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM019	OT+CH+OR	DANACH · ABNEHMEN · ANSATZ	1	UNIQUE_EXACT_CARD	PROC020	PROC020	YES	OWNER_CARD_DEFAULT	qotchor	qotchor	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E025	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM015	OR	ANSATZ	1	UNIQUE_EXACT_CARD	PROC016	PROC016	YES	GLOBAL_CARD_FORM	chor	chor	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E026	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM020	OT+OL	DANACH · FORTSETZEN	1	UNIQUE_EXACT_CARD	PROC021	PROC021	YES	GLOBAL_CARD_FORM	otol	otol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E027	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM012	OL	FORTSETZEN	2	OWNER_RECORD_SUBFAMILY	PROC013	PROC013	YES	GLOBAL_CARD_FORM	chol	chol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E028	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM021	OL+OR	FORTSETZEN · ANSATZ	1	UNIQUE_EXACT_CARD	PROC022	PROC022	YES	OWNER_CARD_DEFAULT	cholor	cholor	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E029	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM012	OL	FORTSETZEN	2	OWNER_RECORD_SUBFAMILY	PROC013	PROC013	YES	GLOBAL_CARD_FORM	chol	chol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E030	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM009	AIIN	MASS	1	UNIQUE_EXACT_CARD	PROC009	PROC009	YES	GLOBAL_CARD_FORM	daiin	daiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E031	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM003	AR	QUELLE	1	UNIQUE_EXACT_CARD	PROC003	PROC003	YES	CONTEXT_WRAPPER_RULE	dar	dar	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E032	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM022	O+Y+K+OR	GANG · DIES · ZUDOSIEREN · ANSATZ	1	UNIQUE_EXACT_CARD	PROC023	PROC023	YES	GLOBAL_CARD_FORM	oykchor	oykchor	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E033	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM015	OR	ANSATZ	1	UNIQUE_EXACT_CARD	PROC016	PROC016	YES	OWNER_CARD_DEFAULT	shor	shor	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E034	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM015	OR	ANSATZ	1	UNIQUE_EXACT_CARD	PROC016	PROC016	YES	GLOBAL_CARD_FORM	chor	chor	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E035	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM018	Y	DIES	1	UNIQUE_EXACT_CARD	PROC019	PROC019	YES	GLOBAL_CARD_FORM	chy	chy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E036	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM023	K+IIN	ZUDOSIEREN · STUFE	1	UNIQUE_EXACT_CARD	PROC024	PROC024	YES	GLOBAL_CARD_FORM	kaiiin	kaiiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E037	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM018	Y	DIES	1	UNIQUE_EXACT_CARD	PROC019	PROC019	YES	OWNER_CARD_DEFAULT	dy	dy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E038	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	OT01	SEM024	CH+O+AIIN	ABNEHMEN · GANG · MASS	1	UNIQUE_EXACT_CARD	PROC025	PROC025	YES	GLOBAL_CARD_FORM	chodaiin	chodaiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E039	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM025	T+SH+OL	EINTRAGEN · HALTEN · FORTSETZEN	1	UNIQUE_EXACT_CARD	PROC026	PROC026	YES	GLOBAL_CARD_FORM	tshol	tshol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E040	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM026	SH+O+AL	HALTEN · GANG · ZIEL	1	UNIQUE_EXACT_CARD	PROC027	PROC027	YES	GLOBAL_CARD_FORM	schoal	schoal	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E041	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM027	CFH+Y	AUSWRINGEN · DIES	1	UNIQUE_EXACT_CARD	PROC028	PROC028	YES	GLOBAL_CARD_FORM	cfhy	cfhy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E042	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM028	SH+Y+AIIN	HALTEN · DIES · MASS	1	UNIQUE_EXACT_CARD	PROC029	PROC029	YES	GLOBAL_CARD_FORM	shfydaiin	shfydaiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E043	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM029	P+Y	EINFUELLEN · DIES	1	UNIQUE_EXACT_CARD	PROC030	PROC030	YES	GLOBAL_CARD_FORM	cphy	cphy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E044	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM030	SH+EE+Y	HALTEN · LANG · DIES	2	OWNER_RECORD_SUBFAMILY	PROC031	PROC031	YES	CONTEXT_WRAPPER_RULE	shey	shey	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E045	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM031	T+CH+O+DY	EINTRAGEN · ABNEHMEN · GANG · SCHLUSS	1	UNIQUE_EXACT_CARD	PROC032	PROC032	YES	GLOBAL_CARD_FORM	tchody	tchody	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E046	f11r	H3	H3-S002	f11r.1	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM032	SH+O+Y+T+Y	HALTEN · GANG · DIES · EINTRAGEN · DIES	1	UNIQUE_EXACT_CARD	PROC033	PROC033	YES	GLOBAL_CARD_FORM	shoyty	shoyty	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E047	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM033	RESUME_CARD	WIEDERAUFNEHMEN	1	UNIQUE_EXACT_CARD	PROC034	PROC034	YES	GLOBAL_CARD_FORM	dchol	dchol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E048	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM018	Y	DIES	1	UNIQUE_EXACT_CARD	PROC019	PROC019	YES	GLOBAL_CARD_FORM	chy	chy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E049	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM034	K+Y	ZUDOSIEREN · DIES	1	UNIQUE_EXACT_CARD	PROC035	PROC035	YES	GLOBAL_CARD_FORM	kchy	kchy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E050	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM018	Y	DIES	1	UNIQUE_EXACT_CARD	PROC019	PROC019	YES	OWNER_CARD_DEFAULT	dy	dy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E051	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM009	AIIN	MASS	1	UNIQUE_EXACT_CARD	PROC009	PROC009	YES	GLOBAL_CARD_FORM	daiin	daiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E052	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM035	OT+Y	DANACH · DIES	2	OWNER_RECORD_SUBFAMILY	PROC036	PROC036	YES	GLOBAL_CARD_FORM	qotchy	qotchy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E053	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM036	OK+OL	ANSETZEN · FORTSETZEN	2	OWNER_RECORD_SUBFAMILY	PROC037	PROC037	YES	GLOBAL_CARD_FORM	okchol	okchol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E054	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM013	CTH+Y	BEREIT · DIES	1	UNIQUE_EXACT_CARD	PROC014	PROC014	YES	GLOBAL_CARD_FORM	cthy	cthy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E055	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	OT02	SEM018	Y	DIES	1	UNIQUE_EXACT_CARD	PROC019	PROC019	YES	OWNER_CARD_DEFAULT	dy	dy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E056	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	OT03	SEM037	OK+AIIN	ANSETZEN · MASS	1	UNIQUE_EXACT_CARD	PROC038	PROC038	YES	GLOBAL_CARD_FORM	qokaiin	qokaiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E057	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	OT03	SEM009	AIIN	MASS	1	UNIQUE_EXACT_CARD	PROC009	PROC009	YES	OWNER_CARD_DEFAULT	chaiin	chaiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E058	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	OT03	SEM038	Y+K+AIN	DIES · ZUDOSIEREN · PORTION	1	UNIQUE_EXACT_CARD	PROC039	PROC039	YES	GLOBAL_CARD_FORM	ykain	ykain	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E059	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	OT03	SEM039	Y+K+AN	DIES · ZUDOSIEREN · NACHGABE	1	UNIQUE_EXACT_CARD	PROC040	PROC040	YES	GLOBAL_CARD_FORM	ykan	ykan	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E060	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	OT03	SEM040	O+DY	GANG · SCHLUSS	1	UNIQUE_EXACT_CARD	PROC041	PROC041	YES	GLOBAL_CARD_FORM	ody	ody	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E061	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	OT03	SEM009	AIIN	MASS	1	UNIQUE_EXACT_CARD	PROC009	PROC009	YES	GLOBAL_CARD_FORM	daiin	daiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E062	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	OT03	SEM041	CHD+Y	UMSETZEN · DIES	2	LOCUS_BOUNDARY_PRIOR	PROC042	PROC042	YES	GLOBAL_CARD_FORM	chedy	chedy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E063	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	OT03	SEM042	TALAM	VERWAHREN	1	UNIQUE_EXACT_CARD	PROC043	PROC043	YES	GLOBAL_CARD_FORM	talam	talam	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E064	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	OT03	SEM043	Y+K+AIIN	DIES · ZUDOSIEREN · MASS	1	UNIQUE_EXACT_CARD	PROC044	PROC044	YES	GLOBAL_CARD_FORM	ykaiin	ykaiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E065	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	OT03	SEM044	CH+E+O+AR	ABNEHMEN · KURZ · GANG · QUELLE	1	UNIQUE_EXACT_CARD	PROC045	PROC045	YES	GLOBAL_CARD_FORM	cheoar	cheoar	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E066	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	OT03	SEM045	CHK+EE+Y	WAERMEN · LANG · DIES	2	OWNER_RECORD_SUBFAMILY	PROC046	PROC046	YES	GLOBAL_CARD_FORM	cheeky	cheeky	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E067	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	OT03	SEM046	OL+DY	FORTSETZEN · SCHLUSS	1	UNIQUE_EXACT_CARD	PROC047	PROC047	YES	GLOBAL_CARD_FORM	oldy	oldy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E068	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	OT03	SEM009	AIIN	MASS	1	UNIQUE_EXACT_CARD	PROC009	PROC009	YES	SURFACE_OVERRIDE	chaiin	aiin	NO	SURFACE_OVERRIDE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E069	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	OT03	SEM047	OK+AL	ANSETZEN · ZIEL	1	UNIQUE_EXACT_CARD	PROC048	PROC048	YES	OWNER_CARD_DEFAULT	okal	okal	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
