source_group_id	unit_id	record_id	page	visible_surface	clause_shape_id	source_slots	period_source_clause	historical_mechanism
E054	H3-S004	H3	f11r	cthy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: bereit.	elliptischer aktueller Gegenstand wie hoc/idem
E055	H3-S004	H3	f11r	dy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	verkürzte Anapher oder residuale Kurzform
E056	H4-S001	H4	f55v	qokaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	Apothekermaß, Anteil oder Arbeitsstufe
E057	H4-S001	H4	f55v	chaiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld
E058	H4-S001	H4	f55v	ykain	C10	QUANTITY_OR_STAGE>REFERENT	Setze Maß, Portion oder Stufe: Postenportion.	Zahl-, Gewichts-, ana- oder Stufenfeld
E059	H4-S001	H4	f55v	ykan	C10	QUANTITY_OR_STAGE>REFERENT	Setze Maß, Portion oder Stufe: dieser Anteil.	Zahl-, Gewichts-, ana- oder Stufenfeld
E060	H4-S001	H4	f55v	ody	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: kühlen.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E061	H4-S002	H4	f55v	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld
E062	H4-S002	H4	f55v	chedy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	elliptischer aktueller Gegenstand wie hoc/idem
E063	H4-S002	H4	f55v	talam	C01	LEARNED_OR_LOCAL_BODY>TARGET	Setze die gelernte Fachkarte: am Ziel verwahren.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E064	H4-S003	H4	f55v	ykaiin	C10	QUANTITY_OR_STAGE>REFERENT	Setze Maß, Portion oder Stufe: Postenmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld
E065	H4-S003	H4	f55v	cheoar	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszug entnehmen.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa
E066	H4-S003	H4	f55v	cheeky	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: länger erwärmen und offen halten.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad
E067	H4-S003	H4	f55v	oldy	C02	ORDER>CLOSE	Danach oder in demselben Gang: Fortsetzung abschließen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E068	H4-S004	H4	f55v	aiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld
E069	H4-S004	H4	f55v	okal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: dort ansetzen.	medizinisches oder technisches Ziel aus Bild und laufendem Record
E070	H4-S004	H4	f55v	oltchy	C02	ORDER>ACTION>REFERENT	Danach oder in demselben Gang: bereiten Posten weiterführen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E071	H4-S004	H4	f55v	or	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa
E072	H4-S004	H4	f55v	y	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	verkürzte Anapher oder residuale Kurzform
E073	H4-S004	H4	f55v	orain	C09	SOURCE_OR_PREPARATION>QUANTITY_OR_STAGE	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatzportion.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa
E074	H5-S001	H5	f56r	chochor	C01	LEARNED_OR_LOCAL_BODY>SOURCE_OR_PREPARATION	Setze die gelernte Fachkarte: Zutatenansatz.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E075	H5-S001	H5	f56r	cho	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Eingangsposten oder Zutat.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E076	H5-S001	H5	f56r	chodaly	C01	LEARNED_OR_LOCAL_BODY>TARGET>REFERENT	Setze die gelernte Fachkarte: diese Zutat zur Stelle bringen.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E077	H5-S001	H5	f56r	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld
E078	H5-S001	H5	f56r	sho	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Zutat.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E079	H5-S001	H5	f56r	kchol	C02	ORDER>ACTION	Danach oder in demselben Gang: weiter bearbeiten.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E080	H5-S001	H5	f56r	otchor	C02	ORDER>SOURCE_OR_PREPARATION	Danach oder in demselben Gang: Folgeansatz.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E081	H5-S001	H5	f56r	choky	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem
E082	H5-S001	H5	f56r	dal	C11	TARGET	Setze die bezeichnete Zielstelle: dorthin.	Bild-, Gefäß-, Körper- oder Stationsadresse
E083	H5-S002	H5	f56r	schol	C02	ORDER	Danach oder in demselben Gang: vorigen Posten fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E084	H5-S002	H5	f56r	choy	C01	LEARNED_OR_LOCAL_BODY>REFERENT	Setze die gelernte Fachkarte: diese Zutat.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E085	H5-S002	H5	f56r	choky	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem
E086	H5-S002	H5	f56r	cheeckhody	C01	LEARNED_OR_LOCAL_BODY>ACTION>GRADE>CLOSE	Setze die gelernte Fachkarte: länger auftragen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E087	H5-S003	H5	f56r	sh	C08	ACTION	Führe die Handlung aus; schließe nur bei Endkarte: halten.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen
E088	H5-S003	H5	f56r	cho	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Eingangsposten oder Zutat.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E089	H5-S003	H5	f56r	kchey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: diesen Posten kurz bearbeiten.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad
E090	H5-S003	H5	f56r	qokokchy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: erneut ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem
E091	H5-S004	H5	f56r	okchy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: Posten zur Weiterbearbeitung ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem
E092	H5-S004	H5	f56r	chokcheo	C05	ACTION>SOURCE_OR_PREPARATION	Führe es aus dem Vorrat oder am Ansatz aus: Auszug zugeben.	Rezeptquelle oder laufende Zubereitung als geerbtes Argument
E093	H5-S004	H5	f56r	kchal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: an der Zielstelle bearbeiten.	medizinisches oder technisches Ziel aus Bild und laufendem Record
E094	H5-S005	H5	f56r	sho	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Zutat.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe
E095	H5-S005	H5	f56r	chokchy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: Posten zur Weiterbearbeitung ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem
E096	H5-S005	H5	f56r	kchoar	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszug daraus.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa
E097	H5-S005	H5	f56r	sotodan	C02	ORDER>ACTION	Danach oder in demselben Gang: danach anwenden.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E098	H5-S006	H5	f56r	otchey	C02	ORDER>REFERENT	Danach oder in demselben Gang: nächster Teilposten.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E099	H5-S006	H5	f56r	keol	C02	ORDER>GRADE	Danach oder in demselben Gang: kurz weiterbearbeiten.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten
E100	H5-S006	H5	f56r	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld
