identity	house_surface	component_recipe	short_value_de	marks	orders	order_count	sections	apprentice_action
A3:G105	dal	AL	AN	1	WH04	1	WHEN	COPY_LOCAL_MODEL
A3:G106	oteey	OT+EE+Y	FOLGEND · LAENGER · DIESER_EINTRAG	1	WH04	1	WHEN	COPY_LOCAL_MODEL
A3:G107	oteey	OT+EE+Y	FOLGEND · LAENGER · DIESER_EINTRAG	1	WH04	1	WHEN	COPY_LOCAL_MODEL
A3:G118	otody	OT+O+DY	DEN FOLGENDEN LOKALEN BEDINGUNGSEINTRAG WAEHLEN UND SCHLIESSEN	1	WH02	1	WHEN	COPY_LOCAL_MODEL
PROC001	dchey	CH+E+Y	ENTNEHMEN · EIN KURZER ARBEITSGANG · POSTEN	2	WH01,WH03	2	WHAT	READ_SHARED_CORE
PROC002	cthoor	CTH+O+OR	BEREITEN · ARBEITSGANG · ANSATZ	2	WH01,WH03	2	WHAT	READ_SHARED_CORE
PROC003	char	AR	QUELLE	5	WH01,WH02,WH03	3	HOW,WHAT	READ_SHARED_CORE
PROC004	chety	T+Y	BEARBEITEN · POSTEN	3	WH01,WH03	2	HOW,WHAT	READ_SHARED_CORE
PROC005	os	OS	DAZU	2	WH01,WH03	2	WHAT	READ_SHARED_CORE
PROC006	chair	CH+AIR	ENTNEHMEN · WASSER	2	WH01,WH03	2	WHAT	READ_SHARED_CORE
PROC007	otytchol	OT+Y+T+CH+OL	DANACH DIESEN POSTEN BEARBEITEN, ENTNEHMEN UND WEITERFUEHREN	2	WH01,WH03	2	WHAT	READ_SHARED_CORE
PROC008	qoky	OK+Y	ANSETZEN · POSTEN	11	WH01,WH02,WH03,WH04,WH06	5	HOW,WHAT	READ_SHARED_CORE
PROC009	daiin	AIIN	EIN KLEINER SCHOEPFBECHER	18	WH01,WH02,WH03,WH04,WH05,WH06	6	HOW,WHAT	READ_SHARED_CORE
PROC010	etyd	E+T+Y	DEN POSTEN KURZ WEITERBEARBEITEN	2	WH01,WH03	2	WHAT	READ_SHARED_CORE
PROC011	qokchy	OK+Y	ANSETZEN · POSTEN	2	WH01,WH03	2	WHAT	READ_SHARED_CORE
PROC012	qotchol	OT+CH+OL	DANACH · ENTNEHMEN · WEITER	2	WH01,WH03	2	WHAT	READ_SHARED_CORE
PROC013	ol	OL	WEITER	18	WH01,WH03,WH04,WH05,WH06	5	HOW,WHAT	READ_SHARED_CORE
PROC014	checthy	CTH+Y	BEREITEN · POSTEN	7	WH01,WH02,WH03	3	HOW,WHAT	READ_SHARED_CORE
PROC016	or	OR	ANSATZ	3	WH03,WH04	2	HOW,WHAT	READ_SHARED_CORE
PROC019	chey	Y	POSTEN	13	WH01,WH02,WH03,WH04,WH06	5	HOW,WHAT	READ_SHARED_CORE
PROC020	otchor	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	1	WH06	1	WHAT	COPY_LOCAL_MODEL
PROC022	olor	OL+OR	WEITER · ANSATZ	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC026	tshol	T+SH+OL	BEARBEITEN · HALTEN · WEITER	2	WH02,WH05	2	WHAT	READ_SHARED_CORE
PROC027	schoal	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	2	WH02,WH05	2	WHAT	READ_SHARED_CORE
PROC028	cfhy	CFH+Y	AUSPRESSEN · POSTEN	2	WH02,WH05	2	WHAT	READ_SHARED_CORE
PROC029	shfydaiin	SH+Y+AIIN	HALTEN · POSTEN · EIN KLEINER SCHOEPFBECHER	2	WH02,WH05	2	WHAT	READ_SHARED_CORE
PROC030	cphy	P+Y	EINBRINGEN · POSTEN	2	WH02,WH05	2	WHAT	READ_SHARED_CORE
PROC031	cheey	SH+EE+Y	HALTEN · DREI KURZE ARBEITSGAENGE · POSTEN	5	WH02,WH04,WH05	3	HOW,WHAT	READ_SHARED_CORE
PROC032	tchody	T+CH+O+DY	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	2	WH02,WH05	2	WHAT	READ_SHARED_CORE
PROC033	shoyty	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · POSTEN · BEARBEITEN · POSTEN	1	WH02	1	WHAT	COPY_LOCAL_MODEL
PROC034	schol	RESUME_CARD	DAVON	2	WH02,WH06	2	WHAT	READ_SHARED_CORE
PROC035	kchy	K+Y	ZUGEBEN · POSTEN	1	WH02	1	WHAT	COPY_LOCAL_MODEL
PROC036	qotchy	OT+Y	DANACH · POSTEN	1	WH02	1	WHAT	COPY_LOCAL_MODEL
PROC037	okchol	OK+OL	ANSETZEN · WEITER	1	WH02	1	WHAT	COPY_LOCAL_MODEL
PROC038	qokaiin	OK+AIIN	ANSETZEN · EIN KLEINER SCHOEPFBECHER	9	WH01,WH02,WH03,WH04	4	HOW,WHAT	READ_SHARED_CORE
PROC039	ykain	Y+K+AIN	POSTEN · ZUGEBEN · EIN ABGEGRENZTER TEIL	1	WH04	1	WHAT	COPY_LOCAL_MODEL
PROC040	ykan	Y+K+AN	POSTEN · ZUGEBEN · NACHGABE	1	WH04	1	WHAT	COPY_LOCAL_MODEL
PROC041	ody	O+DY	ARBEITSGANG · SCHLUSS	1	WH04	1	WHAT	COPY_LOCAL_MODEL
PROC042	chedy	CHD+Y	UMSETZEN · POSTEN	11	WH01,WH03,WH04,WH05	4	HOW,WHAT	READ_SHARED_CORE
PROC043	talam	TALAM	BEISEITESTELLEN	1	WH04	1	WHAT	COPY_LOCAL_MODEL
PROC044	ykaiin	Y+K+AIIN	POSTEN · ZUGEBEN · EIN KLEINER SCHOEPFBECHER	1	WH04	1	WHAT	COPY_LOCAL_MODEL
PROC045	cheoar	CH+E+O+AR	ENTNEHMEN · EIN KURZER ARBEITSGANG · ARBEITSGANG · QUELLE	1	WH04	1	WHAT	COPY_LOCAL_MODEL
PROC046	cheeky	CHK+EE+Y	WAERMEN · DREI KURZE ARBEITSGAENGE · POSTEN	2	WH04	1	HOW,WHAT	COPY_LOCAL_MODEL
PROC047	oldy	OL+DY	WEITER · SCHLUSS	2	WH04	1	HOW,WHAT	COPY_LOCAL_MODEL
PROC048	qokal	OK+AL	ANSETZEN · ZIELSTELLE	6	WH01,WH02,WH03,WH04	4	HOW,WHAT	READ_SHARED_CORE
PROC049	oltchy	OL+T+Y	WEITER · BEARBEITEN · POSTEN	1	WH04	1	WHAT	COPY_LOCAL_MODEL
PROC050	orain	OR+AIN	ANSATZ · EIN ABGEGRENZTER TEIL	1	WH04	1	WHAT	COPY_LOCAL_MODEL
PROC051	chochor	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	1	WH06	1	WHAT	COPY_LOCAL_MODEL
PROC052	cho	HO	ZUTAT	2	WH06	1	WHAT	COPY_LOCAL_MODEL
PROC053	chodaly	HO+AL+Y	ZUTAT · ZIELSTELLE · POSTEN	1	WH06	1	WHAT	COPY_LOCAL_MODEL
PROC054	kchol	K+OL	ZUGEBEN · WEITER	1	WH06	1	WHAT	COPY_LOCAL_MODEL
PROC055	dal	AL	ZIELSTELLE	10	WH01,WH02,WH03,WH04,WH05,WH06	6	HOW,WHAT	READ_SHARED_CORE
PROC056	choy	HO+Y	ZUTAT · POSTEN	1	WH06	1	WHAT	COPY_LOCAL_MODEL
PROC057	cheeckhody	CH+EE+CKH+O+DY	ENTNEHMEN · DREI KURZE ARBEITSGAENGE · DURCHLASS · ARBEITSGANG · SCHLUSS	1	WH06	1	WHAT	COPY_LOCAL_MODEL
PROC065	otchey	OT+Y	DANACH DIESEN POSTEN	1	WH04	1	HOW	COPY_LOCAL_MODEL
PROC067	qokedy	OK+E+DY	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	8	WH01,WH03,WH04	3	HOW	READ_SHARED_CORE
PROC068	kair	K+AIR	ZUGEBEN · WASSER	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC069	kain	K+AIN	ZUGEBEN · EIN ABGEGRENZTER TEIL	3	WH01,WH03,WH04	3	HOW	READ_SHARED_CORE
PROC070	olkain	OL+K+AIN	WEITER · ZUGEBEN · EIN ABGEGRENZTER TEIL	2	WH01,WH04	2	HOW	READ_SHARED_CORE
PROC071	rol	R+OL	ABKUEHLEN UND WEITERARBEITEN	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC072	dl	L	LEITEN	2	WH01	1	HOW	COPY_LOCAL_MODEL
PROC073	sheckhal	SH+E+CKH+AL	HALTEN · EIN KURZER ARBEITSGANG · DURCHLASS · ZIELSTELLE	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC074	qokeedal	OK+EE+AL	ANSETZEN · DREI KURZE ARBEITSGAENGE · ZIELSTELLE	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC075	chckhy	CKH+Y	DURCHLASS · POSTEN	4	WH01,WH02	2	HOW	READ_SHARED_CORE
PROC076	schedy	CHD+DY	UMSETZEN · SCHLUSS	4	WH01,WH02,WH03	3	HOW	READ_SHARED_CORE
PROC077	sshkchdy	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC078	shedy	SHED+DY	STEHENLASSEN · SCHLUSS	12	WH01,WH02,WH03,WH04	4	HOW	READ_SHARED_CORE
PROC079	qolchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	3	WH01,WH02,WH03	3	HOW	READ_SHARED_CORE
PROC080	qokain	OK+AIN	ANSETZEN · EIN ABGEGRENZTER TEIL	7	WH01,WH02,WH03,WH04	4	HOW	READ_SHARED_CORE
PROC081	ral	R+AL	KUEHLEN · ZIELSTELLE	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	3	WH01,WH03,WH05	3	HOW	READ_SHARED_CORE
PROC083	cheky	CHK+E+Y	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN	3	WH01,WH04	2	HOW	READ_SHARED_CORE
PROC084	lsho	LSH+O	SPUELEN · ARBEITSGANG	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC085	okey	OK+E+Y	ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN	2	WH01,WH02	2	HOW	READ_SHARED_CORE
PROC086	lshedy	LSH+E+DY	SPUELEN · EIN KURZER ARBEITSGANG · SCHLUSS	2	WH01	1	HOW	COPY_LOCAL_MODEL
PROC087	qolky	SOLK+Y	SAMMELN · POSTEN	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC088	lchedal	L+CHD+AL	LEITEN · UMSETZEN · ZIELSTELLE	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC089	otar	OT+AR	DANACH · QUELLE	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC090	ytey	T+E+Y	BEARBEITEN · EIN KURZER ARBEITSGANG · POSTEN	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC091	okchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	2	WH01,WH03	2	HOW	READ_SHARED_CORE
PROC092	qokeey	OK+EE+Y	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	7	WH01,WH02,WH03,WH04	4	HOW	READ_SHARED_CORE
PROC093	teol	E+OL	EIN KURZER ARBEITSGANG · WEITER	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC094	dchdy	CHD+DY	UMSETZEN · SCHLUSS	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC095	ly	L+Y	LEITEN · POSTEN	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC096	dsheol	SH+E+OL	HALTEN · EIN KURZER ARBEITSGANG · WEITER	1	WH01	1	HOW	COPY_LOCAL_MODEL
PROC097	oiiin	O+IIN	ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE	2	WH01,WH03	2	HOW	READ_SHARED_CORE
PROC098	olkeedy	SOLK+EE+DY	SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	3	WH01,WH03	2	HOW	READ_SHARED_CORE
PROC099	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	3	WH01,WH04	2	HOW	READ_SHARED_CORE
PROC100	qokeedy	OK+EE+DY	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	10	WH02,WH03,WH04	3	HOW	READ_SHARED_CORE
PROC101	lcheckhy	L+CKH+Y	LEITEN · DURCHLASS · POSTEN	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC102	lched	L+CHD	LEITEN · UMSETZEN	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC103	lcheckhedy	L+CKH+E+DY	LEITEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC104	qokaly	OK+AL+Y	ANSETZEN · ZIELSTELLE · POSTEN	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC105	solkaiin	SOLK+AIIN	SAMMELN · EIN KLEINER SCHOEPFBECHER	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC106	octheol	O+CTH+E+OL	ARBEITSGANG · BEREITEN · EIN KURZER ARBEITSGANG · WEITER	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC107	chkeey	CHK+EE+Y	WAERMEN · DREI KURZE ARBEITSGAENGE · POSTEN	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC108	ldy	L+DY	LEITEN · SCHLUSS	2	WH02,WH03	2	HOW	READ_SHARED_CORE
PROC109	oteey	OT+EE+Y	DANACH · DREI KURZE ARBEITSGAENGE · POSTEN	2	WH02	1	HOW	COPY_LOCAL_MODEL
PROC110	sheckhy	SH+E+CKH+Y	HALTEN · EIN KURZER ARBEITSGANG · DURCHLASS · POSTEN	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC111	dshedy	SH+E+DY	HALTEN · EIN KURZER ARBEITSGANG · SCHLUSS	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC112	otaiin	OT+AIIN	DANACH · EIN KLEINER SCHOEPFBECHER	3	WH02,WH03	2	HOW	READ_SHARED_CORE
PROC113	qokar	OK+AR	ANSETZEN · QUELLE	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC114	solshedy	OL+SH+E+DY	WEITER · HALTEN · EIN KURZER ARBEITSGANG · SCHLUSS	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC115	ls	OL	WEITERARBEITEN	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC116	lchy	L+CH+Y	LEITEN · ENTNEHMEN · POSTEN	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC117	qcthey	CTH+E+Y	BEREITEN · EIN KURZER ARBEITSGANG · POSTEN	2	WH02,WH03	2	HOW	READ_SHARED_CORE
PROC118	lcheey	L+EE+Y	DEN POSTEN LAENGER LEITEN	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC119	qokeeedy	OK+EEE+DY	DEN GANZEN POSTEN ANSETZEN UND SCHLIESSEN	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	8	WH02,WH03,WH04	3	HOW	READ_SHARED_CORE
PROC121	lar	L+AR	LEITEN · QUELLE	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC122	tshey	SH+E+Y	HALTEN · EIN KURZER ARBEITSGANG · POSTEN	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC123	lchedar	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC124	ches	CH+E+S	ENTNEHMEN · EIN KURZER ARBEITSGANG · PROBE	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC125	pchedy	P+CHD+DY	EINBRINGEN · UMSETZEN · SCHLUSS	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC126	rsheal	R+SH+E+AL	KUEHLEN · HALTEN · EIN KURZER ARBEITSGANG · ZIELSTELLE	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC127	daldy	AL+DY	ZIELSTELLE · SCHLUSS	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC128	rshedy	R+SHED+DY	KUEHLEN · STEHENLASSEN · SCHLUSS	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC129	qoteedy	OT+EE+DY	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	2	WH02,WH03	2	HOW	READ_SHARED_CORE
PROC130	lochedy	L+O+CHD+DY	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	1	WH02	1	HOW	COPY_LOCAL_MODEL
PROC131	qotal	OT+AL	DANACH · ZIELSTELLE	3	WH03,WH04	2	HOW	READ_SHARED_CORE
PROC132	chkeedy	CHK+EE+DY	WAERMEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC133	chedchy	CHD+Y	UMSETZEN · POSTEN	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC134	pchedal	P+CHD+AL	EINBRINGEN · UMSETZEN · ZIELSTELLE	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC135	otedy	OT+E+DY	DANACH · EIN KURZER ARBEITSGANG · SCHLUSS	2	WH03	1	HOW	COPY_LOCAL_MODEL
