edition	paragraph	model	grammar	target	form	patient	object	object_form	valid	effect	witness_count	witnesses	debts	row_status
IT2a	f17v|f17v.1-f17v.23	P	M	f17v.20:1	ykeey	f17v.20:3	f17v.7:4	cheor	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f17v|f17v.1-f17v.23	R	M	f17v.20:1	ykeey	f17v.20:3	f17v.7:4	cheor	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	E	B	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	E	B	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
IT2a	f86v5|f86v5.18-f86v5.25	E	B	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	P	B	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	P	B	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
IT2a	f86v5|f86v5.18-f86v5.25	P	B	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	R	B	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	R	B	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
IT2a	f86v5|f86v5.18-f86v5.25	R	B	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	E	J	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	E	J	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
IT2a	f86v5|f86v5.18-f86v5.25	E	J	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	P	J	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	P	J	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
IT2a	f86v5|f86v5.18-f86v5.25	P	J	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	R	J	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	R	J	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
IT2a	f86v5|f86v5.18-f86v5.25	R	J	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	E	M	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	E	M	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
IT2a	f86v5|f86v5.18-f86v5.25	E	M	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	P	M	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	P	M	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
IT2a	f86v5|f86v5.18-f86v5.25	P	M	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	R	M	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
IT2a	f86v5|f86v5.18-f86v5.25	R	M	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
IT2a	f86v5|f86v5.18-f86v5.25	R	M	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f102v2|f102v2.30-f102v2.39	E	B	f102v2.38:8	ykeey	f102v2.38:7	f102v2.33:2	sho	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f102v2|f102v2.30-f102v2.39	P	B	f102v2.38:8	ykeey	f102v2.38:7	f102v2.32:9	cheeor	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f102v2|f102v2.30-f102v2.39	R	B	f102v2.38:8	ykeey	f102v2.38:7	f102v2.35:9	qokeol	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	2	f102v2.36:3;f102v2.36:8		recorded
IT2a	f102v2|f102v2.30-f102v2.39	E	J	f102v2.38:8	ykeey	f102v2.38:7	f102v2.33:2	sho	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f102v2|f102v2.30-f102v2.39	P	J	f102v2.38:8	ykeey	f102v2.38:7	f102v2.32:9	cheeor	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f102v2|f102v2.30-f102v2.39	R	J	f102v2.38:8	ykeey	f102v2.38:7	f102v2.35:9	qokeol	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	2	f102v2.36:3;f102v2.36:8		recorded
IT2a	f102v2|f102v2.30-f102v2.39	E	M	f102v2.38:8	ykeey	f102v2.38:7	f102v2.33:2	sho	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f102v2|f102v2.30-f102v2.39	P	M	f102v2.38:8	ykeey	f102v2.38:7	f102v2.32:9	cheeor	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
IT2a	f102v2|f102v2.30-f102v2.39	R	M	f102v2.38:8	ykeey	f102v2.38:7	f102v2.35:9	qokeol	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	2	f102v2.36:3;f102v2.36:8		recorded
RF1b	f17v|f17v.1-f17v.23	E	B	f17v.20:1	ykeey	f17v.19:4	f17v.19:4	cthor	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0		UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f17v|f17v.1-f17v.23	P	B	f17v.20:1	ykeey	f17v.19:4	f17v.19:4	cthor	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0		UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f17v|f17v.1-f17v.23	R	B	f17v.20:1	ykeey	f17v.19:4	f17v.19:4	cthor	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0		UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
RF1b	f17v|f17v.1-f17v.23	E	J	f17v.20:1	ykeey	f17v.20:3	f17v.7:4	cheor	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f17v|f17v.1-f17v.23	P	J	f17v.20:1	ykeey	f17v.20:3	f17v.7:4	cheor	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f17v|f17v.1-f17v.23	R	J	f17v.20:1	ykeey	f17v.20:3	f17v.7:4	cheor	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f17v|f17v.1-f17v.23	E	M	f17v.20:1	ykeey	f17v.20:3	f17v.7:4	cheor	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f17v|f17v.1-f17v.23	P	M	f17v.20:1	ykeey	f17v.20:3	f17v.7:4	cheor	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f17v|f17v.1-f17v.23	R	M	f17v.20:1	ykeey	f17v.20:3	f17v.7:4	cheor	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	E	B	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	E	B	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
RF1b	f86v5|f86v5.18-f86v5.25	E	B	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	P	B	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	P	B	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
RF1b	f86v5|f86v5.18-f86v5.25	P	B	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	R	B	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	R	B	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
RF1b	f86v5|f86v5.18-f86v5.25	R	B	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	E	J	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	E	J	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
RF1b	f86v5|f86v5.18-f86v5.25	E	J	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	P	J	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	P	J	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
RF1b	f86v5|f86v5.18-f86v5.25	P	J	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	R	J	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	R	J	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
RF1b	f86v5|f86v5.18-f86v5.25	R	J	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	E	M	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	E	M	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
RF1b	f86v5|f86v5.18-f86v5.25	E	M	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	P	M	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	P	M	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
RF1b	f86v5|f86v5.18-f86v5.25	P	M	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	R	M	f86v5.21:5	yteey	f86v5.21:4	f86v5.21:4	okaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0			recorded
RF1b	f86v5|f86v5.18-f86v5.25	R	M	f86v5.21:9	yteey	f86v5.21:6	f86v5.21:6	ytaiin	True	"{""axis"": ""thermal"", ""value"": ""cold""}"	0		UNREAD_BETWEEN:f86v5.21:7	recorded
RF1b	f86v5|f86v5.18-f86v5.25	R	M	f86v5.22:2	ykeey	f86v5.22:1	f86v5.20:6	ykaiin	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f102v2|f102v2.30-f102v2.39	E	B	f102v2.38:8	ykeey	f102v2.38:7	f102v2.33:2	sho	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f102v2|f102v2.30-f102v2.39	P	B	f102v2.38:8	ykeey	f102v2.38:7	f102v2.32:9	cheeor	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	0			recorded
RF1b	f102v2|f102v2.30-f102v2.39	R	B	f102v2.38:8	ykeey	f102v2.38:7	f102v2.35:8	qokeol	True	"{""axis"": ""thermal"", ""value"": ""warm""}"	2	f102v2.36:3;f102v2.36:8		recorded
