target_recipe	target_is_exact_catalog_key	target_identity_route	observed_context_robustness	sampled_context_count	green_context_count	amber_context_count	stop_context_count	stop_factor_rules	deck_instruction	gdt450_false_safe_regression_target	advisory_can_override_live_execution
AIIN+CH+O+CH+P+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+CH+O+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+CH+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+CHD	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	8	8	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+CHD+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+DA+AM_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+DY+D_LABEL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+D_ADDR+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	5	5	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+D_ADDR+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+D_ADDR+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+D_ADDR+CH+O+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+D_ADDR+O+IIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+D_ADDR+OL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+E+K+EE+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	7	7	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	5	5	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	3	3	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+AL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+AN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	3	3	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+A_ADDR+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+CH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	3	3	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+CH+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+CH+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+CH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+CHD+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+E+DA+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+E+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+E+O+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+E+O+D_ADDR+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+E+OL+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+E+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+E+SH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+EE+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+EE+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+EE+S+AN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+EE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	5	5	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+EEE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+O+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	3	3	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+OL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	3	3	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	3	3	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	4	4	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+K+Y+CH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	6	6	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+LOCAL_CHAR_F+OL+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+LOCAL_CHAR_I	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+LOCAL_CHAR_I+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	3	3	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+O+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+O+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+OK	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	63	63	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+OK+E+O+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+OK+EE+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	14	14	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+OL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+OR	YES	IDENTITY_EXACT_NARROW_APPENDIX	OBSERVED_CONTEXT_ALL_GREEN	5	5	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+OT	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	20	20	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+P+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+P+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+P+CH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+P+O+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	8	8	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+R+LOCAL_CHAR_I	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	21	21	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+SH	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	4	4	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+SH+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+SH+E+O+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+SH+E+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+SH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	4	4	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+SH+EE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+SH+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	6	6	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	3	3	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T+AL+CH+O+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T+A_ADDR+S+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T+CHD+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	4	4	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T+E+O+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T+E+O+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T+E+O+S_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T+EE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T+O+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
AIIN+T+O+E+O+P+CH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
