event_id	page	record	statement_id	exact_card_id	surface	component_recipe	control_core	control_reading_de	tail_recipe	working_reading_de	meaning_invariant	surface_transparency
E200	f82r	B2	B2-S011	PROC080	okain	OK+AIN	OK	ANSETZEN	AIN	ANSETZEN · PORTION	YES	TRANSPARENT
E201	f82r	B2	B2-S011	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN	EE+DY	ANSETZEN · LANG · SCHLUSS	YES	TRANSPARENT
E205	f82r	B2	B2-S012	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN	EE+Y	ANSETZEN · LANG · DIES	YES	TRANSPARENT
E209	f82r	B2	B2-S012	PROC119	qokeeedy	OK+EEE+DY	OK	ANSETZEN	EEE+DY	ANSETZEN · VOLL · SCHLUSS	YES	TRANSPARENT
E213	f82r	B2	B2-S015	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN	EE+DY	ANSETZEN · LANG · SCHLUSS	YES	TRANSPARENT
E218	f82r	B2	B2-S016	PROC109	oteey	OT+EE+Y	OT	DANACH	EE+Y	DANACH · LANG · DIES	YES	TRANSPARENT
E219	f82r	B2	B2-S016	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN	AIIN	ANSETZEN · SOLLMASS	YES	TRANSPARENT
E220	f82r	B2	B2-S016	PROC085	okey	OK+E+Y	OK	ANSETZEN	E+Y	ANSETZEN · KURZ · DIES	YES	TRANSPARENT
E224	f82r	B2	B2-S018	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN	EE+DY	ANSETZEN · LANG · SCHLUSS	YES	TRANSPARENT
E226	f82r	B2	B2-S020	PROC129	qoteedy	OT+EE+DY	OT	DANACH	EE+DY	DANACH · LANG · SCHLUSS	YES	TRANSPARENT
E227	f82r	B2	B2-S021	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN	EE+DY	ANSETZEN · LANG · SCHLUSS	YES	TRANSPARENT
E230	f83r	B3	B3-S002	PROC131	qotal	OT+AL	OT	DANACH	AL	DANACH · ZIELSTELLE	YES	TRANSPARENT
E236	f83r	B3	B3-S004	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN	AIIN	ANSETZEN · SOLLMASS	YES	TRANSPARENT
E237	f83r	B3	B3-S004	PROC131	qotal	OT+AL	OT	DANACH	AL	DANACH · ZIELSTELLE	YES	TRANSPARENT
E241	f83r	B3	B3-S006	PROC048	qokal	OK+AL	OK	ANSETZEN	AL	ANSETZEN · ZIELSTELLE	YES	TRANSPARENT
E242	f83r	B3	B3-S006	PROC079	olchedy	OL+CHD+DY	OL	WEITER	CHD+DY	WEITER · UMSETZEN · SCHLUSS	YES	TRANSPARENT
E243	f83r	B3	B3-S007	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN	AIIN	ANSETZEN · SOLLMASS	YES	TRANSPARENT
E245	f83r	B3	B3-S007	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN	EE+DY	ANSETZEN · LANG · SCHLUSS	YES	TRANSPARENT
E247	f83r	B3	B3-S009	PROC008	qoky	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E249	f83r	B3	B3-S010	PROC135	otedy	OT+E+DY	OT	DANACH	E+DY	DANACH · KURZ · SCHLUSS	YES	TRANSPARENT
E251	f83r	B3	B3-S011	PROC008	qoky	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E256	f83r	B3	B3-S013	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN	AIIN	ANSETZEN · SOLLMASS	YES	TRANSPARENT
E259	f83r	B3	B3-S013	PROC067	qokedy	OK+E+DY	OK	ANSETZEN	E+DY	ANSETZEN · KURZ · SCHLUSS	YES	TRANSPARENT
E260	f83r	B3	B3-S014	PROC138	okair	OK+AIR	OK	ANSETZEN	AIR	ANSETZEN · WASSER	YES	TRANSPARENT
E264	f83r	B3	B3-S016	PROC091	qokchedy	OK+CHD+DY	OK	ANSETZEN	CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	TRANSPARENT
E265	f83r	B3	B3-S017	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN	EE+DY	ANSETZEN · LANG · SCHLUSS	YES	TRANSPARENT
E267	f83r	B3	B3-S019	PROC141	qokshedy	OK+SH+E+DY	OK	ANSETZEN	SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	YES	TRANSPARENT
E270	f83r	B3	B3-S021	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN	AIIN	ANSETZEN · SOLLMASS	YES	TRANSPARENT
E281	f83r	B3	B3-S022	PROC145	qotchedy	OT+CHD+DY	OT	DANACH	CHD+DY	DANACH · UMSETZEN · SCHLUSS	YES	TRANSPARENT
E284	f83r	B3	B3-S025	PROC082	qokchdy	OK+CHD+DY	OK	ANSETZEN	CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	TRANSPARENT
E288	f83r	B3	B3-S026	PROC080	qokain	OK+AIN	OK	ANSETZEN	AIN	ANSETZEN · PORTION	YES	TRANSPARENT
E292	f83r	B3	B3-S027	PROC129	qoteedy	OT+EE+DY	OT	DANACH	EE+DY	DANACH · LANG · SCHLUSS	YES	TRANSPARENT
E293	f83r	B3	B3-S028	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN	EE+Y	ANSETZEN · LANG · DIES	YES	TRANSPARENT
E294	f83r	B3	B3-S028	PROC067	qokedy	OK+E+DY	OK	ANSETZEN	E+DY	ANSETZEN · KURZ · SCHLUSS	YES	TRANSPARENT
E295	f83r	B3	B3-S029	PROC013	sol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E297	f83r	B3	B3-S029	PROC067	qokedy	OK+E+DY	OK	ANSETZEN	E+DY	ANSETZEN · KURZ · SCHLUSS	YES	TRANSPARENT
E298	f83r	B3	B3-S030	PROC008	qoky	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E301	f83r	B3	B3-S030	PROC145	otchedy	OT+CHD+DY	OT	DANACH	CHD+DY	DANACH · UMSETZEN · SCHLUSS	YES	TRANSPARENT
E302	f83r	B3	B3-S031	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN	EE+DY	ANSETZEN · LANG · SCHLUSS	YES	TRANSPARENT
E305	f83r	B3	B3-S032	PROC152	qotedaiin	OT+E+AIIN	OT	DANACH	E+AIIN	DANACH · KURZ · SOLLMASS	YES	TRANSPARENT
E306	f83r	B3	B3-S032	PROC112	otaiin	OT+AIIN	OT	DANACH	AIIN	DANACH · SOLLMASS	YES	TRANSPARENT
E307	f83r	B3	B3-S032	PROC135	otedy	OT+E+DY	OT	DANACH	E+DY	DANACH · KURZ · SCHLUSS	YES	TRANSPARENT
E312	f83r	B3	B3-S034	PROC112	otaiin	OT+AIIN	OT	DANACH	AIIN	DANACH · SOLLMASS	YES	TRANSPARENT
E313	f83r	B3	B3-S034	PROC153	olsaly	OL+AL+Y	OL	WEITER	AL+Y	WEITER · ZIELSTELLE · DIES	YES	TRANSPARENT
E315	f83r	B4	B4-S001	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN	EE+DY	ANSETZEN · LANG · SCHLUSS	YES	TRANSPARENT
E316	f83r	B4	B4-S002	PROC154	qolchey	OL+Y	OL	WEITER	Y	WEITER · DIES	YES	TRANSPARENT
E317	f83r	B4	B4-S002	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN	EE+Y	ANSETZEN · LANG · DIES	YES	TRANSPARENT
E318	f83r	B4	B4-S002	PROC067	qokedy	OK+E+DY	OK	ANSETZEN	E+DY	ANSETZEN · KURZ · SCHLUSS	YES	TRANSPARENT
E320	f83r	B4	B4-S003	PROC131	otal	OT+AL	OT	DANACH	AL	DANACH · ZIELSTELLE	YES	TRANSPARENT
E321	f83r	B4	B4-S003	PROC065	otchey	OT+Y	OT	DANACH	Y	DANACH · DIES	YES	TRANSPARENT
E322	f83r	B4	B4-S003	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN	EE+Y	ANSETZEN · LANG · DIES	YES	TRANSPARENT
E323	f83r	B4	B4-S003	PROC008	qoky	OK+Y	OK	ANSETZEN	Y	ANSETZEN · DIES	YES	TRANSPARENT
E324	f83r	B4	B4-S003	PROC013	tol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E326	f83r	B4	B4-S004	PROC155	qokylddy	OK+Y+LD+DY	OK	ANSETZEN	Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	YES	TRANSPARENT
E329	f83r	B4	B4-S005	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN	EE+DY	ANSETZEN · LANG · SCHLUSS	YES	TRANSPARENT
E335	f83r	B4	B4-S008	PROC067	qokedy	OK+E+DY	OK	ANSETZEN	E+DY	ANSETZEN · KURZ · SCHLUSS	YES	TRANSPARENT
E337	f83r	B4	B4-S010	PROC047	oldy	OL+DY	OL	WEITER	DY	WEITER · SCHLUSS	YES	TRANSPARENT
E340	f83r	B4	B4-S011	PROC158	okeeol	OK+EE+OL	OK	ANSETZEN	EE+OL	ANSETZEN · LANG · WEITER	YES	TRANSPARENT
E341	f83r	B4	B4-S011	PROC080	okain	OK+AIN	OK	ANSETZEN	AIN	ANSETZEN · PORTION	YES	TRANSPARENT
E343	f83r	B4	B4-S011	PROC013	sol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E346	f83r	B4	B4-S013	PROC160	qokol	OK+OL	OK	ANSETZEN	OL	ANSETZEN · WEITER	YES	TRANSPARENT
E352	f83r	B4	B4-S015	PROC080	qokain	OK+AIN	OK	ANSETZEN	AIN	ANSETZEN · PORTION	YES	TRANSPARENT
E358	f83r	B4	B4-S016	PROC070	qolkain	OL+K+AIN	OL	WEITER	K+AIN	WEITER · ZUGEBEN · PORTION	YES	TRANSPARENT
E362	f83r	B5	B5-S001	PROC166	otchdy	OT+CHD+DY	OT	DANACH	CHD+DY	DANACH · UMSETZEN · SCHLUSS	YES	TRANSPARENT
E363	f83r	B5	B5-S002	PROC082	qokchdy	OK+CHD+DY	OK	ANSETZEN	CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	TRANSPARENT
E366	f83r	B5	B5-S003	PROC013	cheol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E370	f83r	B5	B5-S003	PROC013	sol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E376	f83r	B6	B6-S001	PROC013	ol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
E378	f83r	B6	B6-S001	PROC013	ol	OL	OL	WEITER	EMPTY	WEITER	YES	TRANSPARENT
