side	neighbor_surface	occurrences	lines	pages	v35_known	v35_meaning_de	v35_source	materia_preparation_head	fused_sister_surface	fused_sister_occurrences	fused_sister_pages	example_loci
LEFT	kar	1	1	1	1	heiße Drogenfraktion I	GDT654:NEW_EXACT_WHOLE	0	kary	4	4	f115v.16
LEFT	kcheey	1	1	1	1	heiß und trocken am Ende des Grades	GDT647:FAMILY_MIGRATION	0	kcheeyy	0	0	f113r.27
LEFT	ke	1	1	1	0	OPEN	OPEN	0	key	13	12	f55r.6
LEFT	keeod	1	1	1	0	OPEN	OPEN	0	keeody	8	8	f88v.9
LEFT	keey	1	1	1	1	heiß am Ende des Grades	GDT647:FAMILY_MIGRATION	0	keeyy	0	0	f100r.23
LEFT	kol	1	1	1	1	heiß; nominal heißes Gut/Material	V13:HOT_OL_FORM	0	koly	1	1	f21r.6
LEFT	kor	1	1	1	1	heiße Drogenportion	GDT654:NEW_EXACT_WHOLE	0	kory	0	0	f48v.3
LEFT	koroiin	1	1	1	0	OPEN	OPEN	0	koroiiny	0	0	f80r.34
LEFT	l	1	1	1	0	OPEN	OPEN	0	ly	12	11	f116r.37
LEFT	laiin	2	2	2	1	Drogenholz, Typ/Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	0	laiiny	0	0	f33r.3|f76r.29
LEFT	lain	1	1	1	0	OPEN	OPEN	0	lainy	0	0	f46r.13
LEFT	lkain	1	1	1	0	OPEN	OPEN	0	lkainy	0	0	f111v.35
LEFT	llaiir	1	1	1	0	OPEN	OPEN	0	llaiiry	0	0	f76r.25
LEFT	lor	1	1	1	1	Holzportion	V13:SCOPED_CONCRETE_HEAD_FORM	0	lory	1	1	f45r.4
LEFT	ltar	1	1	1	0	OPEN	OPEN	0	ltary	1	1	f103r.45
LEFT	o	2	2	2	0	OPEN	OPEN	0	oy	12	11	f53r.8|f86v6.10
LEFT	oiin	1	1	1	1	Zubereitungsform III	GDT643:ROUND_02	0	oiiny	0	0	f105r.30
LEFT	ok	1	1	1	0	OPEN	OPEN	0	oky	89	66	f48v.6
LEFT	okaiin	2	2	2	1	heiß, Grad III, im Ansatzrahmen	V13:TARGET_SURFACE_DEFAULT	0	okaiiny	0	0	f107v.39|f36v.9
LEFT	okain	4	4	4	1	heiß im Zubereitungsrahmen, Grad II	V13:QUALITY_DEGREE_SERIES	0	okainy	1	1	f116r.34|f76r.29|f77v.1|f79r.24
LEFT	okair	1	1	1	0	OPEN	OPEN	0	okairy	1	1	f58v.4
LEFT	okal	1	1	1	1	Rohstoffklasse I im Ansatz, heiß am Gradanfang	GDT656:REVISE_AL_QUALITY_MODEL	0	okaly	16	12	f80v.21
LEFT	okar	4	4	4	1	heiße Drogenfraktion I im Ansatz	GDT654:NEW_EXACT_WHOLE	0	okary	8	8	f114r.18|f55v.8|f85r1.16|f99r.2
LEFT	okch	1	1	1	0	OPEN	OPEN	0	okchy	22	20	f5v.4
LEFT	okche	1	1	1	0	OPEN	OPEN	0	okchey	29	26	f108r.5
LEFT	oky	1	1	1	1	heißer Ansatz am Anfang des Grades	GDT647:FAMILY_MIGRATION	0	okyy	0	0	f22r.5
LEFT	ol	1	1	1	1	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:QUALITY_STATE_MATERIAL_CARRIER	0	oly	53	30	f78r.35
LEFT	olaiin	1	1	1	0	OPEN	OPEN	0	olaiiny	1	1	f95v2.6
LEFT	olkar	1	1	1	0	OPEN	OPEN	0	olkary	0	0	f80v.35
LEFT	olkoiin	1	1	1	0	OPEN	OPEN	0	olkoiiny	0	0	f80r.11
LEFT	opcheey	1	1	1	0	OPEN	OPEN	0	opcheeyy	0	0	f87v.10
LEFT	opchey	1	1	1	0	OPEN	OPEN	0	opcheyy	0	0	f48r.1
LEFT	opyaiin	1	1	1	0	OPEN	OPEN	0	opyaiiny	0	0	f23r.1
LEFT	or	3	3	3	1	Drogenportion	GDT654:REVISE_AMBIGUOUS_TO_EXACT	0	ory	13	11	f24r.1|f55v.11|f58v.11
LEFT	os	1	1	1	0	OPEN	OPEN	0	osy	0	0	f6v.4
LEFT	ot	1	1	1	0	OPEN	OPEN	0	oty	101	66	f116r.19
LEFT	otaiin	2	2	2	1	kalt im Zubereitungsrahmen, Grad III	V13:QUALITY_DEGREE_SERIES	0	otaiiny	0	0	f8v.2|f94v.9
LEFT	otain	1	1	1	1	kalt im Zubereitungsrahmen, Grad II	V13:QUALITY_DEGREE_SERIES	0	otainy	0	0	f43r.5
LEFT	otal	1	1	1	1	Rohstoffklasse I im Ansatz, kalt am Gradanfang	GDT656:REVISE_AL_QUALITY_MODEL	0	otaly	11	10	f112r.19
LEFT	otalair	1	1	1	0	OPEN	OPEN	0	otalairy	0	0	f112v.1
LEFT	otar	1	1	1	1	kalte Drogenfraktion I im Ansatz	GDT654:NEW_EXACT_WHOLE	0	otary	5	5	f55v.10
LEFT	oteed	1	1	1	0	OPEN	OPEN	0	oteedy	88	36	f48v.4
LEFT	oteor	1	1	1	0	OPEN	OPEN	0	oteory	0	0	f58r.6
LEFT	otor	1	1	1	1	kalte Drogenportion im Ansatz	GDT654:NEW_EXACT_WHOLE	0	otory	2	2	f78v.7
LEFT	pcheo	1	1	1	1	trockene Pulverzubereitung/Trockenansatz	V13:SCOPED_RESIDUAL_HEAD_FORM	0	pcheoy	0	0	f85r1.20
LEFT	qek	1	1	1	0	OPEN	OPEN	0	qeky	0	0	f75v.57
LEFT	qo	1	1	1	0	OPEN	OPEN	0	qoy	12	10	f79r.3
LEFT	qoches	1	1	1	0	OPEN	OPEN	0	qochesy	0	0	f96v.2
LEFT	qodaiin	1	1	1	0	OPEN	OPEN	0	qodaiiny	0	0	f86v3.25
LEFT	qodor	1	1	1	0	OPEN	OPEN	0	qodory	0	0	f11r.2
LEFT	qoeees	1	1	1	0	OPEN	OPEN	0	qoeeesy	0	0	f105v.9
LEFT	qokaiin	4	4	4	1	heiß, Grad III	V13:TARGET_SURFACE_DEFAULT	0	qokaiiny	0	0	f107v.9|f112r.42|f86v6.7|f95v1.3
LEFT	qokair	1	1	1	0	OPEN	OPEN	0	qokairy	0	0	f113v.37
LEFT	qokal	1	1	1	1	Rohstoffklasse I, heiß am Gradanfang	GDT656:REVISE_AL_QUALITY_MODEL	0	qokaly	17	11	f103r.33
LEFT	qokar	1	1	1	1	heiße Drogenfraktion I	GDT654:REVISE_CONFLICTING_EXACT	0	qokary	0	0	f112r.9
LEFT	qokchol	1	1	1	0	OPEN	OPEN	0	qokcholy	0	0	f10r.7
LEFT	qokeed	2	2	2	0	OPEN	OPEN	0	qokeedy	292	52	f108r.46|f77r.15
LEFT	qokeees	1	1	1	0	OPEN	OPEN	0	qokeeesy	0	0	f23r.9
LEFT	qokeey	2	2	2	1	heiß am Ende des Grades	GDT647:FAMILY_MIGRATION	0	qokeeyy	0	0	f107v.49|f112r.9
LEFT	qokokil	1	1	1	0	OPEN	OPEN	0	qokokily	0	0	f107r.45
LEFT	qokor	1	1	1	1	heiße Drogenportion	GDT654:NEW_EXACT_WHOLE	0	qokory	0	0	f19v.10
LEFT	qopar	1	1	1	0	OPEN	OPEN	0	qopary	1	1	f105v.25
LEFT	qor	1	1	1	0	OPEN	OPEN	0	qory	0	0	f45r.7
LEFT	qotaiin	2	2	2	1	kalt, Grad III	V13:TARGET_SURFACE_DEFAULT	0	qotaiiny	0	0	f107r.50|f95v2.2
LEFT	qotchor	1	1	1	1	kalt-trockene Drogenportion	GDT639:ROUND_01	0	qotchory	0	0	f36v.4
LEFT	qotchoraiin	1	1	1	0	OPEN	OPEN	0	qotchoraiiny	0	0	f106r.19
LEFT	qoteed	1	1	1	0	OPEN	OPEN	0	qoteedy	74	37	f76v.5
LEFT	raiin	2	2	2	1	Wurzel, Typ/Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	0	raiiny	0	0	f107v.33|f116r.20
LEFT	s	6	6	5	0	OPEN	OPEN	0	sy	28	27	f11r.6|f13r.2|f13r.3|f15r.9|f27r.10|f29v.12
LEFT	sain	1	1	1	0	OPEN	OPEN	0	sainy	0	0	f17r.10
LEFT	sar	1	1	1	1	Samenfraktion I	V13:SCOPED_RESIDUAL_HEAD_FORM	0	sary	7	6	f26v.2
LEFT	schokey	1	1	1	0	OPEN	OPEN	0	schokeyy	0	0	f35v.19
LEFT	shal	1	1	1	1	Rohstoffklasse I, feucht am Gradanfang	GDT656:NEW_EXACT_WHOLE	0	shaly	1	1	f79r.20
LEFT	shd	1	1	1	0	OPEN	OPEN	0	shdy	40	28	f39v.9
LEFT	sheain	1	1	1	0	OPEN	OPEN	0	sheainy	0	0	f111v.33
LEFT	sheam	1	1	1	0	OPEN	OPEN	0	sheamy	0	0	f3v.14
LEFT	shedy	1	1	1	1	feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	0	shedyy	0	0	f103v.41
LEFT	sheeodar	1	1	1	0	OPEN	OPEN	0	sheeodary	0	0	f106v.2
LEFT	sho	2	2	2	1	feuchter Ansatz	V13:TARGET_SURFACE_DEFAULT	0	shoy	10	10	f42r.19|f44v.4
LEFT	shy	1	1	1	1	feucht am Anfang des Grades	GDT647:FAMILY_MIGRATION	0	shyy	0	0	f102v2.18
LEFT	taiin	2	2	2	1	kalt, Grad III	V13:QUALITY_DEGREE_SERIES	0	taiiny	0	0	f42v.12|f6r.14
LEFT	tair	1	1	1	0	OPEN	OPEN	0	tairy	0	0	f58v.2
LEFT	tal	1	1	1	1	Rohstoffklasse I, kalt am Gradanfang	GDT656:NEW_EXACT_WHOLE	0	taly	2	2	f58v.13
LEFT	tch	1	1	1	0	OPEN	OPEN	0	tchy	27	24	f9v.4
LEFT	tchey	1	1	1	1	kalt und trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION	0	tcheyy	0	0	f42v.2
LEFT	tedykaiin	1	1	1	0	OPEN	OPEN	0	tedykaiiny	0	0	f95r2.8
LEFT	tshol	1	1	1	0	OPEN	OPEN	0	tsholy	0	0	f23r.6
LEFT	ychekch	1	1	1	0	OPEN	OPEN	0	ychekchy	1	1	f18r.14
LEFT	ychod	1	1	1	0	OPEN	OPEN	0	ychody	1	1	f17r.12
LEFT	ykair	1	1	1	0	OPEN	OPEN	0	ykairy	0	0	f55r.2
LEFT	ykal	1	1	1	0	OPEN	OPEN	0	ykaly	5	4	f48v.11
LEFT	ykedy	1	1	1	0	OPEN	OPEN	0	ykedyy	0	0	f78r.33
LEFT	ykor	1	1	1	0	OPEN	OPEN	0	ykory	1	1	f23r.3
LEFT	ypair	1	1	1	0	OPEN	OPEN	0	ypairy	0	0	f48v.1
LEFT	ytain	1	1	1	0	OPEN	OPEN	0	ytainy	0	0	f107r.11
LEFT	ytal	1	1	1	0	OPEN	OPEN	0	ytaly	3	3	f13v.9
LEFT	ytchor	1	1	1	1	kalt-trockene Portion dieser Droge	GDT644:ROUND_05	0	ytchory	0	0	f16v.2
LEFT	ytedy	1	1	1	0	OPEN	OPEN	0	ytedyy	0	0	f41r.4
RIGHT	aiin	1	1	1	1	Menge III	V13:TARGET_SURFACE_DEFAULT	0	yaiin	4	4	f86v6.39
RIGHT	ais	1	1	1	0	OPEN	OPEN	0	yais	0	0	f104v.39
RIGHT	chaies	1	1	1	0	OPEN	OPEN	0	ychaies	0	0	f6v.17
RIGHT	char	2	2	2	0	OPEN	OPEN	0	ychar	1	1	f8r.17|f95v1.3
RIGHT	checthy	1	1	1	1	trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	V13:DRY_BOUND_CTH_MATERIAL	1	ychecthy	0	0	f81r.17
RIGHT	chedar	2	2	2	0	OPEN	OPEN	0	ychedar	2	2	f114r.30|f79r.20
RIGHT	chedl	1	1	1	0	OPEN	OPEN	0	ychedl	0	0	f111r.35
RIGHT	chedy	3	3	3	1	trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	0	ychedy	11	9	f112r.9|f116r.20|f86v3.13
RIGHT	chedyty	1	1	1	0	OPEN	OPEN	0	ychedyty	0	0	f48v.1
RIGHT	cheedy	1	1	1	1	trocken am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	0	ycheedy	7	7	f115r.22
RIGHT	cheeeb	1	1	1	0	OPEN	OPEN	0	ycheeeb	0	0	f20r.5
RIGHT	cheeo	3	3	3	0	OPEN	OPEN	0	ycheeo	6	5	f104v.44|f111r.46|f113v.27
RIGHT	cheeody	1	1	1	0	OPEN	OPEN	0	ycheeody	1	1	f104r.6
RIGHT	cheeor	1	1	1	0	OPEN	OPEN	0	ycheeor	0	0	f108r.25
RIGHT	chees	2	2	2	0	OPEN	OPEN	0	ychees	2	2	f107r.45|f41r.4
RIGHT	cheey	6	6	5	1	trocken am Ende des Grades	GDT647:FAMILY_MIGRATION	0	ycheey	18	16	f103v.4|f107v.47|f107v.49|f114v.30|f115r.33|f85r1.16
RIGHT	cheeytal	1	1	1	0	OPEN	OPEN	0	ycheeytal	0	0	f80r.42
RIGHT	cheky	1	1	1	0	OPEN	OPEN	0	ycheky	0	0	f33r.3
RIGHT	cheo	1	1	1	1	trocken angesetzte Zubereitung	V13:TARGET_SURFACE_DEFAULT	1	ycheo	9	8	f115r.15
RIGHT	cheockhy	1	1	1	1	trocken angesetztes Arzneikompositum am Gradanfang	GDT652:STRONG_COMPONENT_GRID	1	ycheockhy	1	1	f87v.3
RIGHT	cheodain	1	1	1	1	Trockenansatz, Dosis II	GDT643:ROUND_01	1	ycheodain	1	1	f115r.25
RIGHT	cheodeeey	1	1	1	0	OPEN	OPEN	0	ycheodeeey	0	0	f114r.18
RIGHT	cheol	5	5	5	1	trockener Drogenstoff	GDT642:ROUND_01	1	ycheol	11	10	f102v1.12|f112v.40|f113v.48|f114v.32|f95r2.8
RIGHT	cheolk	1	1	1	0	OPEN	OPEN	0	ycheolk	0	0	f78v.9
RIGHT	cheom	1	1	1	0	OPEN	OPEN	0	ycheom	0	0	f96v.2
RIGHT	cheor	1	1	1	1	trockener Drogenteil	GDT642:ROUND_02	1	ycheor	6	5	f107v.28
RIGHT	cheoraiin	1	1	1	0	OPEN	OPEN	0	ycheoraiin	0	0	f104v.31
RIGHT	ches	1	1	1	0	OPEN	OPEN	0	yches	2	2	f78r.19
RIGHT	chey	3	3	3	1	trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION	0	ychey	13	13	f115r.39|f115v.28|f79r.3
RIGHT	cho	1	1	1	0	OPEN	OPEN	0	ycho	3	3	f13v.9
RIGHT	chodl	1	1	1	0	OPEN	OPEN	0	ychodl	0	0	f11r.5
RIGHT	choiin	1	1	1	1	trockene Zubereitungsform III	GDT638:ROUND_02	1	ychoiin	0	0	f15v.7
RIGHT	chokshchy	1	1	1	0	OPEN	OPEN	0	ychokshchy	0	0	f22r.6
RIGHT	chol	2	2	2	1	trocken; nominal trockenes Gut/Material	V13:DRY_OL_FORM	1	ychol	10	10	f107r.12|f54v.13
RIGHT	choldchy	1	1	1	0	OPEN	OPEN	0	ycholdchy	0	0	f22r.5
RIGHT	chor	2	2	2	1	Pflanzen-/Reproduktionsteil	V13:PART_OR_FORM	1	ychor	14	14	f24r.1|f2r.3
RIGHT	chotom	1	1	1	0	OPEN	OPEN	0	ychotom	0	0	f17r.12
RIGHT	choty	1	1	1	0	OPEN	OPEN	0	ychoty	0	0	f35r.1
RIGHT	choy	1	1	1	0	OPEN	OPEN	0	ychoy	1	1	f37v.20
RIGHT	chtain	1	1	1	1	kalt-trocken, Grad II	GDT638:ROUND_09	0	ychtain	0	0	f106v.2
RIGHT	chy	2	2	2	1	trocken am Anfang des Grades	GDT647:FAMILY_MIGRATION	0	ychy	4	4	f27r.10|f50v.5
RIGHT	cpheckhy	1	1	1	0	OPEN	OPEN	0	ycpheckhy	0	0	f87v.10
RIGHT	ctheol	1	1	1	0	OPEN	OPEN	0	yctheol	0	0	f28r.2
RIGHT	daiin	9	9	9	1	Grad-/Maßwert III	V13:CONTEXTUAL_VALUE_SERIES	0	ydaiin	14	14	f105v.9|f113v.37|f11r.5|f16v.8|f27r.5|f58v.7|f66r.62|f80r.52
RIGHT	dain	2	2	2	1	Grad-/Maßwert II	V13:CONTEXTUAL_VALUE_SERIES	0	ydain	4	4	f116r.19|f13v.8
RIGHT	dair	1	1	1	1	abgemessene Fraktion II	GDT649:STRONG_FAMILY_DEFAULT	0	ydair	2	2	f58v.4
RIGHT	dal	2	2	2	1	abgemessene Rohstoffmenge I	GDT655:NEW_EXACT_WHOLE	1	ydal	2	2	f114r.15|f48r.1
RIGHT	dan	1	1	1	1	Grad-/Maßwert I	V13:CONTEXTUAL_VALUE_SERIES	0	ydan	0	0	f42v.2
RIGHT	daral	1	1	1	0	OPEN	OPEN	0	ydaral	0	0	f79v.42
RIGHT	darshey	1	1	1	0	OPEN	OPEN	0	ydarshey	0	0	f80r.11
RIGHT	dchedy	1	1	1	0	OPEN	OPEN	0	ydchedy	0	0	f115r.45
RIGHT	dchor	1	1	1	0	OPEN	OPEN	0	ydchor	0	0	f13r.3
RIGHT	dl	1	1	1	0	OPEN	OPEN	0	ydl	1	1	f105v.25
RIGHT	dolsheey	1	1	1	0	OPEN	OPEN	0	ydolsheey	0	0	f79r.28
RIGHT	dy	1	1	1	0	OPEN	OPEN	0	ydy	5	5	f56v.10
RIGHT	etedy	1	1	1	0	OPEN	OPEN	0	yetedy	0	0	f26v.2
RIGHT	fcheol	1	1	1	0	OPEN	OPEN	0	yfcheol	0	0	f112v.1
RIGHT	jajy	1	1	1	0	OPEN	OPEN	0	yjajy	0	0	f6v.4
RIGHT	kaiiin	1	1	1	1	heiß, Grad IV	V13:QUALITY_DEGREE_SERIES	0	ykaiiin	0	0	f36r.6
RIGHT	kaiim	1	1	1	0	OPEN	OPEN	0	ykaiim	0	0	f6r.14
RIGHT	kaiin	5	5	5	1	heiß, Grad III	V13:TARGET_SURFACE_DEFAULT	0	ykaiin	43	26	f107v.33|f22v.2|f23r.3|f45r.4|f9v.4
RIGHT	kaiir	1	1	1	0	OPEN	OPEN	0	ykaiir	1	1	f46v.4
RIGHT	kain	1	1	1	1	heiß, Grad II	V13:QUALITY_DEGREE_SERIES	0	ykain	11	8	f103v.24
RIGHT	kaipy	1	1	1	0	OPEN	OPEN	0	ykaipy	0	0	f95v2.2
RIGHT	kal	3	3	3	1	Rohstoffklasse I, heiß am Gradanfang	GDT656:NEW_EXACT_WHOLE	1	ykal	9	8	f55v.10|f76r.13|f77v.1
RIGHT	kar	4	4	4	1	heiße Drogenfraktion I	GDT654:NEW_EXACT_WHOLE	1	ykar	31	24	f114r.34|f34r.14|f45r.7|f58v.13
RIGHT	kch	1	1	1	0	OPEN	OPEN	0	ykch	0	0	f16r.5
RIGHT	kchaiin	2	2	2	0	OPEN	OPEN	0	ykchaiin	0	0	f10r.7|f18r.14
RIGHT	kchain	1	1	1	0	OPEN	OPEN	0	ykchain	0	0	f44v.6
RIGHT	kcheor	1	1	1	0	OPEN	OPEN	0	ykcheor	1	1	f22v.5
RIGHT	kchey	1	1	1	1	heiß und trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION	0	ykchey	4	4	f42v.2
RIGHT	kcholqod	1	1	1	0	OPEN	OPEN	0	ykcholqod	0	0	f36v.9
RIGHT	keam	1	1	1	0	OPEN	OPEN	0	ykeam	0	0	f3v.14
RIGHT	kedy	3	3	3	1	heiß in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	0	ykedy	18	16	f48v.4|f55r.6|f76v.5
RIGHT	kedydy	1	1	1	0	OPEN	OPEN	0	ykedydy	0	0	f43r.13
RIGHT	keeol	1	1	1	0	OPEN	OPEN	0	ykeeol	7	6	f107r.11
RIGHT	keody	1	1	1	0	OPEN	OPEN	0	ykeody	4	4	f48v.3
RIGHT	keol	1	1	1	1	heißer Drogenstoff	GDT648:STRICT_WHOLE_COMPLETION	1	ykeol	11	8	f35v.19
RIGHT	kol	1	1	1	1	heiß; nominal heißes Gut/Material	V13:HOT_OL_FORM	1	ykol	12	12	f21r.6
RIGHT	kor	1	1	1	1	heiße Drogenportion	GDT654:NEW_EXACT_WHOLE	1	ykor	5	5	f23r.6
RIGHT	kshedy	1	1	1	1	heiß und feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	0	ykshedy	1	1	f85r1.20
RIGHT	kshy	2	2	2	1	heiß und feucht am Anfang des Grades	GDT647:FAMILY_MIGRATION	0	ykshy	2	2	f11r.2|f39v.9
RIGHT	ky	4	4	4	1	heiß am Anfang des Grades	GDT647:FAMILY_MIGRATION	0	yky	12	12	f14v.3|f16v.2|f21r.6|f36v.4
RIGHT	l	1	1	1	0	OPEN	OPEN	0	yl	2	2	f82v.24
RIGHT	laiin	1	1	1	1	Drogenholz, Typ/Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	1	ylaiin	0	0	f76r.29
RIGHT	lchdy	1	1	1	1	Drogenholz, getrocknete Kurz-/Kompaktform	V13:SCOPED_RESIDUAL_HEAD_FORM	1	ylchdy	1	1	f103v.41
RIGHT	lchedor	1	1	1	0	OPEN	OPEN	0	ylchedor	0	0	f86v6.7
RIGHT	lchedy	1	1	1	1	getrocknetes Drogenholz	V13:SCOPED_CONCRETE_HEAD_FORM	1	ylchedy	0	0	f77r.15
RIGHT	lcheey	1	1	1	1	Drogenholz, trocken gebunden, Form II	V13:SCOPED_RESIDUAL_HEAD_FORM	1	ylcheey	0	0	f111v.11
RIGHT	lkaiin	1	1	1	0	OPEN	OPEN	0	ylkaiin	1	1	f107v.9
