occurrence_id	page	locus	token_index	ordinal	line_length	position	token_kind	section	language	hand	left_surface	right_surface	left_fused_surface	left_fused_occurrences	right_fused_surface	right_fused_occurrences	left_v35_known	left_v35_meaning_de	right_v35_known	right_v35_meaning_de	right_materia_preparation_head	base_context_class	context_class	materia_subtype	direction_override	label_subrole	structural_tag	token_gloss_de	working_render_de	live_rival_de	all_three_present	line_all_present_exact	all_reader_separate_y	it2a_boundary_class	it2a_matched_surface	rf1b_boundary_class	rf1b_matched_surface
G659-Y011	f104r	f104r.42	1	1	3	BOS	P	S	B	3	<BOS>	lshedy	NONE	0	ylshedy	0	0	OPEN	1	eingeweichtes Drogenholz	1	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y012	f104r	f104r.6	1	1	12	BOS	P	S	B	3	<BOS>	cheeody	NONE	0	ycheeody	1	0	OPEN	0	OPEN	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ycheeody	SEPARATE	y
G659-Y013	f104v	f104v.31	1	1	9	BOS	P	S	B	3	<BOS>	cheoraiin	NONE	0	ycheoraiin	0	0	OPEN	0	OPEN	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ycheoraiin	SEPARATE	y
G659-Y014	f104v	f104v.39	14	14	16	MEDIAL	P	S	B	3	ar	ais	ary	15	yais	0	1	Drogenfraktion I	0	OPEN	0	Y_MEDIAL_LEFT_CLOSE	Y_MEDIAL_LEFT_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=LEFT	Eintragsteil abgeschlossen	;	rechte Eintragsreferenz bei einem konkreten Folgekörper	1	0	0	SEPARATE	y	MERGE_LEFT	ary
G659-Y015	f104v	f104v.44	2	2	8	MEDIAL	P	S	B	3	daiin	cheeo	daiiny	3	ycheeo	6	1	Grad-/Maßwert III	0	OPEN	0	Y_MEDIAL_BIDIRECTIONAL_HINGE	Y_MEDIAL_BIDIRECTIONAL_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=BOTH	; hierzu:	hierzu:	nur linkes Formende oder nur rechter Eintragskopf	1	0	0	MERGE_RIGHT	ycheeo	SEPARATE	y
G659-Y016	f105r	f105r.30	5	5	10	MEDIAL	P	S	B	3	oiin	teey	oiiny	0	yteey	23	1	Zubereitungsform III	1	kalt am Ende des Grades	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	0	0	MERGE_RIGHT	yteey	SEPARATE	y
G659-Y017	f105v	f105v.25	10	10	11	MEDIAL	P	S	B	3	qopar	dl	qopary	1	ydl	1	0	OPEN	0	OPEN	0	Y_MEDIAL_BIDIRECTIONAL_HINGE	Y_MEDIAL_BIDIRECTIONAL_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=BOTH	; hierzu:	hierzu:	nur linkes Formende oder nur rechter Eintragskopf	1	0	0	VARIANT_OTHER	NONE	VARIANT_OTHER	NONE
G659-Y018	f105v	f105v.9	3	3	14	MEDIAL	P	S	B	3	qoeees	daiin	qoeeesy	0	ydaiin	14	0	OPEN	1	Grad-/Maßwert III	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y019	f106r	f106r.19	10	10	10	EOS	P	S	B	3	qotchoraiin	<EOS>	qotchoraiiny	0	NONE	0	0	OPEN	0	OPEN	0	Y_EOS_CLOSE	Y_EOS_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=EOS|ROLE=ENTRY_CLOSE	Eintrag abgeschlossen	.	postponierter Bezug auf den linken Stoff	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y020	f106r	f106r.45	1	1	11	BOS	P	S	B	3	<BOS>	sheedal	NONE	0	ysheedal	0	0	OPEN	0	OPEN	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ysheedal	MERGE_RIGHT	ysheedal
G659-Y021	f106v	f106v.2	4	4	13	MEDIAL	P	S	B	3	sheeodar	chtain	sheeodary	0	ychtain	0	0	OPEN	1	kalt-trocken, Grad II	0	Y_MEDIAL_UNRESOLVED_HINGE	Y_MEDIAL_UNRESOLVED_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=UNRESOLVED	hierzu:	hierzu:	gelernter lokaler Trenner ohne deiktische Funktion	1	0	0	MERGE_RIGHT	ychtain	SEPARATE	y
G659-Y022	f107r	f107r.11	5	5	12	MEDIAL	P	S	B	3	ytain	keeol	ytainy	0	ykeeol	7	0	OPEN	0	OPEN	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	0	0	MERGE_RIGHT	ykeeol	SEPARATE	y
G659-Y023	f107r	f107r.12	1	1	5	BOS	P	S	B	3	<BOS>	chol	NONE	0	ychol	10	0	OPEN	1	trocken; nominal trockenes Gut/Material	1	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ychol	SEPARATE	y
G659-Y024	f107r	f107r.45	6	6	11	MEDIAL	P	S	B	3	qokokil	chees	qokokily	0	ychees	2	0	OPEN	0	OPEN	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y025	f107r	f107r.50	7	7	13	MEDIAL	P	S	B	3	qotaiin	taiin	qotaiiny	0	ytaiin	39	1	kalt, Grad III	1	kalt, Grad III	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	0	0	MERGE_RIGHT	ytaiin	MERGE_RIGHT	ytaiin
G659-Y026	f107v	f107v.28	1	1	5	BOS	P	S	B	3	<BOS>	cheor	NONE	0	ycheor	6	0	OPEN	1	trockener Drogenteil	1	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ycheor	SEPARATE	y
G659-Y027	f107v	f107v.33	9	9	11	MEDIAL	P	S	B	3	raiin	kaiin	raiiny	0	ykaiin	43	1	Wurzel, Typ/Charge III	1	heiß, Grad III	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	0	0	MERGE_RIGHT	ykaiin	SEPARATE	y
G659-Y028	f107v	f107v.39	10	10	10	EOS	P	S	B	3	okaiin	<EOS>	okaiiny	0	NONE	0	1	heiß, Grad III, im Ansatzrahmen	0	OPEN	0	Y_EOS_CLOSE	Y_EOS_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=EOS|ROLE=ENTRY_CLOSE	Eintrag abgeschlossen	.	postponierter Bezug auf den linken Stoff	1	0	0	SEPARATE	y	MERGE_LEFT	okaiiny
G659-Y029	f107v	f107v.47	1	1	11	BOS	P	S	B	3	<BOS>	cheey	NONE	0	ycheey	18	0	OPEN	1	trocken am Ende des Grades	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ycheey	MERGE_RIGHT	ycheey
G659-Y030	f107v	f107v.47	9	9	11	MEDIAL	P	S	B	3	daiin	okeey	daiiny	3	yokeey	1	1	Grad-/Maßwert III	1	heißer Ansatz am Ende des Grades	1	Y_MEDIAL_BIDIRECTIONAL_HINGE	Y_MEDIAL_BIDIRECTIONAL_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=BOTH	; hierzu:	hierzu:	nur linkes Formende oder nur rechter Eintragskopf	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y031	f107v	f107v.49	5	5	8	MEDIAL	P	S	B	3	qokeey	cheey	qokeeyy	0	ycheey	18	1	heiß am Ende des Grades	1	trocken am Ende des Grades	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	0	0	MERGE_RIGHT	ycheey	MERGE_RIGHT	ycheey
G659-Y032	f107v	f107v.9	7	7	12	MEDIAL	P	S	B	3	qokaiin	lkaiin	qokaiiny	0	ylkaiin	1	1	heiß, Grad III	0	OPEN	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	0	0	MERGE_RIGHT	ylkaiin	SEPARATE	y
G659-Y033	f108r	f108r.18	12	12	12	EOS	P	S	B	3	chedl	<EOS>	chedly	0	NONE	0	0	OPEN	0	OPEN	0	Y_EOS_CLOSE	Y_EOS_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=EOS|ROLE=ENTRY_CLOSE	Eintrag abgeschlossen	.	postponierter Bezug auf den linken Stoff	1	0	0	VARIANT_OTHER	NONE	SEPARATE	y
G659-Y034	f108r	f108r.24	2	2	12	MEDIAL	P	S	B	3	folaiin	qokal	folaiiny	0	yqokal	0	0	OPEN	1	Rohstoffklasse I, heiß am Gradanfang	1	Y_MEDIAL_UNRESOLVED_HINGE	Y_MEDIAL_UNRESOLVED_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=UNRESOLVED	hierzu:	hierzu:	gelernter lokaler Trenner ohne deiktische Funktion	1	0	0	VARIANT_OTHER	NONE	SEPARATE	y
G659-Y035	f108r	f108r.25	1	1	14	BOS	P	S	B	3	<BOS>	cheeor	NONE	0	ycheeor	0	0	OPEN	0	OPEN	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ycheeor	SEPARATE	y
G659-Y036	f108r	f108r.46	3	3	11	MEDIAL	P	S	B	3	qokeed	qokey	qokeedy	292	yqokey	0	0	OPEN	1	heiß in der Mitte des Grades	0	Y_MEDIAL_LEFT_CLOSE	Y_MEDIAL_LEFT_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=LEFT	Eintragsteil abgeschlossen	;	rechte Eintragsreferenz bei einem konkreten Folgekörper	1	0	0	MERGE_LEFT	qokeedy	SEPARATE	y
G659-Y037	f108r	f108r.5	7	7	12	MEDIAL	P	S	B	3	okche	pchofar	okchey	29	ypchofar	0	0	OPEN	0	OPEN	0	Y_MEDIAL_LEFT_CLOSE	Y_MEDIAL_LEFT_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=LEFT	Eintragsteil abgeschlossen	;	rechte Eintragsreferenz bei einem konkreten Folgekörper	1	0	0	VARIANT_OTHER	NONE	VARIANT_OTHER	NONE
G659-Y038	f108r	f108r.6	13	13	13	EOS	P	S	B	3	aiin	<EOS>	aiiny	2	NONE	0	1	Menge III	0	OPEN	0	Y_EOS_CLOSE	Y_EOS_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=EOS|ROLE=ENTRY_CLOSE	Eintrag abgeschlossen	.	postponierter Bezug auf den linken Stoff	1	1	1	SEPARATE	y	SEPARATE	y
G659-Y039	f108v	f108v.44	1	1	14	BOS	P	S	B	3	<BOS>	shey	NONE	0	yshey	11	0	OPEN	1	feucht in der Mitte des Grades	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	yshey	MERGE_RIGHT	yshey
G659-Y040	f10r	f10r.7	3	3	10	MEDIAL	P	H	A	1	qokchol	kchaiin	qokcholy	0	ykchaiin	0	0	OPEN	0	OPEN	0	Y_MEDIAL_UNRESOLVED_HINGE	Y_MEDIAL_UNRESOLVED_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=UNRESOLVED	hierzu:	hierzu:	gelernter lokaler Trenner ohne deiktische Funktion	1	0	0	MERGE_RIGHT	ykchaiin	MERGE_RIGHT	ykchaiin
G659-Y041	f111r	f111r.35	1	1	6	BOS	P	S	B	3	<BOS>	chedl	NONE	0	ychedl	0	0	OPEN	0	OPEN	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ychedl	VARIANT_OTHER	NONE
G659-Y042	f111r	f111r.46	1	1	13	BOS	P	S	B	3	<BOS>	cheeo	NONE	0	ycheeo	6	0	OPEN	0	OPEN	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y043	f111v	f111v.11	1	1	11	BOS	P	S	B	3	<BOS>	lcheey	NONE	0	ylcheey	0	0	OPEN	1	Drogenholz, trocken gebunden, Form II	1	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ylcheey	MERGE_RIGHT	ylcheey
G659-Y044	f111v	f111v.33	1	1	12	BOS	P	S	B	3	<BOS>	sheeil	NONE	0	ysheeil	0	0	OPEN	0	OPEN	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	VARIANT_OTHER	NONE	VARIANT_OTHER	NONE
G659-Y045	f111v	f111v.33	7	7	12	MEDIAL	P	S	B	3	sheain	qokan	sheainy	0	yqokan	0	0	OPEN	1	heiß im qo-Rahmen, Grad I	0	Y_MEDIAL_UNRESOLVED_HINGE	Y_MEDIAL_UNRESOLVED_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=UNRESOLVED	hierzu:	hierzu:	gelernter lokaler Trenner ohne deiktische Funktion	1	0	0	MERGE_LEFT	sheainy	MERGE_LEFT	sheainy
G659-Y046	f111v	f111v.35	12	12	12	EOS	P	S	B	3	lkain	<EOS>	lkainy	0	NONE	0	0	OPEN	0	OPEN	0	Y_EOS_CLOSE	Y_EOS_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=EOS|ROLE=ENTRY_CLOSE	Eintrag abgeschlossen	.	postponierter Bezug auf den linken Stoff	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y047	f112r	f112r.19	5	5	12	MEDIAL	P	S	B	3	otal	raiin	otaly	11	yraiin	0	1	Rohstoffklasse I im Ansatz, kalt am Gradanfang	1	Wurzel, Typ/Charge III	1	Y_MEDIAL_LEFT_CLOSE	Y_MEDIAL_LEFT_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=LEFT	Eintragsteil abgeschlossen	;	rechte Eintragsreferenz bei einem konkreten Folgekörper	1	0	0	MERGE_LEFT	otaly	VARIANT_OTHER	NONE
G659-Y048	f112r	f112r.42	5	5	10	MEDIAL	P	S	B	3	qokaiin	okeedy	qokaiiny	0	yokeedy	0	1	heiß, Grad III	1	heißer Ansatz am Ende des Grades, abgeschlossen	1	Y_MEDIAL_UNRESOLVED_HINGE	Y_MEDIAL_UNRESOLVED_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=UNRESOLVED	hierzu:	hierzu:	gelernter lokaler Trenner ohne deiktische Funktion	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y049	f112r	f112r.9	5	5	10	MEDIAL	P	S	B	3	qokeey	chedy	qokeeyy	0	ychedy	11	1	heiß am Ende des Grades	1	trocken in der Mitte des Grades, abgeschlossen	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	0	0	VARIANT_OTHER	NONE	SEPARATE	y
G659-Y050	f112r	f112r.9	10	10	10	EOS	P	S	B	3	qokar	<EOS>	qokary	0	NONE	0	1	heiße Drogenfraktion I	0	OPEN	0	Y_EOS_CLOSE	Y_EOS_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=EOS|ROLE=ENTRY_CLOSE	Eintrag abgeschlossen	.	postponierter Bezug auf den linken Stoff	1	0	0	MERGE_LEFT	qokary	VARIANT_OTHER	NONE
G659-Y051	f112v	f112v.1	5	5	10	MEDIAL	P	S	B	3	otalair	fcheol	otalairy	0	yfcheol	0	0	OPEN	0	OPEN	0	Y_MEDIAL_UNRESOLVED_HINGE	Y_MEDIAL_UNRESOLVED_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=UNRESOLVED	hierzu:	hierzu:	gelernter lokaler Trenner ohne deiktische Funktion	1	0	0	SEPARATE	y	MERGE_LEFT	otalairy
G659-Y052	f112v	f112v.40	1	1	11	BOS	P	S	B	3	<BOS>	cheol	NONE	0	ycheol	11	0	OPEN	1	trockener Drogenstoff	1	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	1	1	SEPARATE	y	SEPARATE	y
G659-Y053	f113r	f113r.12	1	1	10	BOS	P	S	B	3	<BOS>	shoain	NONE	0	yshoain	0	0	OPEN	0	OPEN	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	yshoain	MERGE_RIGHT	yshoain
G659-Y054	f113r	f113r.27	6	6	13	MEDIAL	P	S	B	3	kcheey	raiin	kcheeyy	0	yraiin	0	1	heiß und trocken am Ende des Grades	1	Wurzel, Typ/Charge III	1	Y_MEDIAL_UNRESOLVED_HINGE	Y_MEDIAL_UNRESOLVED_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=UNRESOLVED	hierzu:	hierzu:	gelernter lokaler Trenner ohne deiktische Funktion	1	0	0	MERGE_RIGHT	yraiin	MERGE_RIGHT	yraiin
