surface	truth_recipe	candidate_is_truth	gdt517_compiler_rank	gdt519_rank	gdt520_rank	candidate_recipe	gdt519_score	segment_count	boundary_nll	gdt520_score	alignment_trace
aiicthy	A_ADDR+LOCAL_CHAR_I+LOCAL_CHAR_I+CH+T+Y	NO	17	12	12	A_ADDR+IIN+LOCAL_C+T+Y	9.331808397	4	6.211421355	10.352950533	a=>a~A_ADDR@edit0+alias0.000 | ii=>in~IIN@edit1+alias0.534 | c=>c~LOCAL_C@edit0+alias0.000 | thy=>thy~T+Y@edit0+alias0.250
chady	CH+A_ADDR+DY	NO	2	1	1	CH+DY	2.453171985	2	2.447202512	2.897892236	cha=>cha~CH@edit0+alias0.268 | dy=>dy~DY@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	1	2	2	CH+A_ADDR+Y	3.570292810	3	1.015043852	3.971797195	ch=>ch~CH@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
chady	CH+A_ADDR+DY	YES	5	4	3	CH+A_ADDR+DY	3.896411699	3	1.015043852	4.297916084	ch=>ch~CH@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	3	3	4	CH+D_ADDR+Y	3.776140142	3	3.308645488	4.407004690	cha=>cha~CH@edit0+alias0.268 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	4	5	5	CH+Y	4.735623685	2	2.447202512	5.180343936	cha=>cha~CH@edit0+alias0.268 | dy=>y~Y@edit1+alias0.000
chady	CH+A_ADDR+DY	NO	8	6	6	LOCAL_C+A_ADDR+DY	5.143342910	3	6.339022810	6.077245190	c=>c~LOCAL_C@edit0+alias0.000 | ha=>a~A_ADDR@edit1+alias0.000 | dy=>dy~DY@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	6	7	7	CH+A_ADDR+D_ADDR+Y	5.855213819	4	1.876486829	6.442862502	ch=>ch~CH@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	15	8	8	LOCAL_C+SH+A_ADDR+DY	6.284844856	4	4.906864150	7.175531271	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	10	9	9	LOCAL_C+A_ADDR+Y	6.649805485	3	6.339022810	7.583707766	c=>c~LOCAL_C@edit0+alias0.000 | ha=>a~A_ADDR@edit1+alias0.000 | dy=>y~Y@edit1+alias0.000
chady	CH+A_ADDR+DY	NO	7	10	10	LOCAL_C+SH+A_ADDR+Y	6.802548200	4	4.906864150	7.693234615	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
chady	CH+A_ADDR+DY	NO	9	11	11	LOCAL_C+A_ADDR+D_ADDR+Y	7.037115289	4	7.200465786	8.157161867	c=>c~LOCAL_C@edit0+alias0.000 | ha=>a~A_ADDR@edit1+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	13	12	12	CH+SH+A_ADDR+Y	7.855615161	4	1.876486829	8.443263844	ch=>ch~CH@edit0+alias0.000 | a=>h~SH@edit1+alias0.502 | d=>a~A_ADDR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000
chap	CH+A_ADDR+P	NO	1	1	1	CH+P	1.723556133	2	2.405749775	2.164131110	cha=>cha~CH@edit0+alias0.268 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	YES	2	2	2	CH+A_ADDR+P	2.442550023	3	0.973591116	2.839909135	ch=>ch~CH@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	NO	3	3	3	LOCAL_C+A_ADDR+P	3.818571349	3	6.297570073	4.748328356	c=>c~LOCAL_C@edit0+alias0.000 | ha=>a~A_ADDR@edit1+alias0.000 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	NO	4	4	4	LOCAL_C+SH+A_ADDR+P	4.622308728	4	4.865411414	5.508849869	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	NO	5	5	5	CH+SH+A_ADDR+P	6.100187451	4	4.865411414	6.986728593	c=>ch~CH@edit2+alias0.000 | h=>h~SH@edit0+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | p=>p~P@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	1	1	1	CH+K+Y	2.993685347	2	4.996664629	3.693351810	chekc=>chek~CH+K@edit1+alias0.291 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	YES	5	2	2	CH+K+CH+Y	4.059331551	3	1.913274847	4.550659036	chek=>chek~CH+K@edit0+alias0.291 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	17	3	3	CH+K+LOCAL_C+Y	4.401925804	3	4.488807528	5.150806557	chek=>chek~CH+K@edit0+alias0.291 | c=>c~LOCAL_C@edit0+alias0.000 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	NO	6	4	4	CH+E+K+CH+Y	5.600905047	5	3.195246379	6.420429685	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	4	5	5	CH+E+K+Y	5.750353852	4	3.703103480	6.520664200	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | kch=>kh~K@edit1+alias0.250 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	11	7	6	CHD+K+CH+Y	6.323670106	4	2.366087091	6.960278815	che=>chd~CHD@edit1+alias0.500 | k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	23	6	7	LOCAL_C+K+CH+Y	6.036010905	4	5.805095146	7.016520419	c=>c~LOCAL_C@edit0+alias0.000 | hek=>hk~K@edit1+alias0.255 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	2	10	8	Y+CH+K	6.734463970	3	2.873944192	7.321858389	che=>hy~Y@edit2+alias0.254 | kch=>ch~CH@edit1+alias0.000 | y=>k~K@edit1+alias0.000
chekchy	CH+K+CH+Y	NO	3	8	9	LOCAL_C+K+Y	6.559472554	3	6.403874674	7.499860021	c=>c~LOCAL_C@edit0+alias0.000 | hek=>hk~K@edit1+alias0.255 | chy=>hy~Y@edit1+alias0.254
chekchy	CH+K+CH+Y	NO	8	11	10	CH+K+E+Y	6.876665016	3	4.488807528	7.625545769	chek=>chek~CH+K@edit0+alias0.291 | c=>e~E@edit1+alias0.000 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	NO	39	9	11	CH+E+K+LOCAL_C+Y	6.588301672	5	5.770779059	7.665379578	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	NO	26	12	12	LOCAL_C+E+K+CH+Y	6.943700151	5	6.257907389	8.069490890	c=>c~LOCAL_C@edit0+alias0.000 | he=>e~E@edit1+alias0.000 | k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	YES	2	2	1	CH+K+EE+Y	2.280323188	3	1.095933032	2.689916492	chek=>chek~CH+K@edit0+alias0.291 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	1	1	2	CH+E+K+EE+Y	2.172653241	5	2.377904564	2.910443698	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	4	4	3	CH+K+E+EE+Y	5.542768550	5	2.377904564	6.280559006	ch=>ch~CH@edit0+alias0.000 | e=>k~K@edit1+alias0.000 | k=>e~E@edit1+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	5	6	4	CHD+K+EE+Y	5.862285430	4	1.548745275	6.417159957	che=>chd~CHD@edit1+alias0.500 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	10	3	5	LOCAL_C+E+K+EE+Y	5.439046934	5	5.440565573	6.483103491	c=>c~LOCAL_C@edit0+alias0.000 | he=>e~E@edit1+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	12	5	6	LOCAL_C+K+EE+Y	5.633398987	4	4.987753330	6.532174320	c=>c~LOCAL_C@edit0+alias0.000 | hek=>hk~K@edit1+alias0.255 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	9	7	7	LOCAL_C+SH+E+K+EE+Y	6.599566285	6	6.269724862	7.826538772	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	3	8	8	CH+K+E+E+Y	7.706191582	4	4.987753330	8.604966915	chek=>chek~CH+K@edit0+alias0.291 | e=>e~E@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	8	9	9	CH+Y+K+EE	7.990605379	4	5.115643830	8.902169762	ch=>ch~CH@edit0+alias0.000 | e=>y~Y@edit1+alias0.000 | k=>k~K@edit0+alias0.000 | eey=>ee~EE@edit1+alias0.000
chekeey	CH+K+EE+Y	NO	39	10	10	CH+SH+K+EE+Y	8.476078625	5	2.377904564	9.213869081	ch=>ch~CH@edit0+alias0.000 | e=>h~SH@edit1+alias0.502 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	27	11	11	LOCAL_C+SH+K+EE+Y	8.649066445	5	5.816912618	9.730757707	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | ek=>k~K@edit1+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	17	12	12	CH+SH+E+K+EE+Y	8.697314109	6	6.269724862	9.924286595	c=>ch~CH@edit2+alias0.000 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	1	1	1	CH+T+O+AM_ADDR	2.832263473	3	0.783372834	3.210600757	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	YES	2	2	2	CH+T+O+M_LOCAL	3.799451996	3	0.783372834	4.177789280	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	9	3	3	LOCAL_C+T+O+AM_ADDR	6.533231334	4	4.675193132	7.400750647	c=>c~LOCAL_C@edit0+alias0.000 | th=>th~T@edit0+alias0.251 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	4	4	4	O+CH+T+AM_ADDR	6.809536436	4	4.675193132	7.677055749	c=>o~O@edit1+alias0.000 | th=>ch~CH@edit1+alias0.000 | o=>t~T@edit1+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	11	5	5	LOCAL_C+T+O+M_LOCAL	7.007943372	4	4.675193132	7.875462685	c=>c~LOCAL_C@edit0+alias0.000 | th=>th~T@edit0+alias0.251 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	7	6	6	O+CH+T+M_LOCAL	7.194917422	4	4.675193132	8.062436736	c=>o~O@edit1+alias0.000 | th=>ch~CH@edit1+alias0.000 | o=>t~T@edit1+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	6	7	7	CH+T+O+D_ADDR+M_LOCAL	7.910310161	4	4.675193132	8.777829474	ct=>ct~CH+T@edit0+alias0.501 | h=>o~O@edit1+alias0.000 | o=>d~D_ADDR@edit1+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	10	8	8	CH+T+SH+O+AM_ADDR	7.980226226	4	4.675193132	8.847745539	ct=>ct~CH+T@edit0+alias0.501 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	3	9	9	CH+T+O+D_ADDR+AM_ADDR	8.380738792	4	4.675193132	9.248258105	ct=>ct~CH+T@edit0+alias0.501 | h=>o~O@edit1+alias0.000 | o=>d~D_ADDR@edit1+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	12	10	10	CH+T+SH+O+M_LOCAL	8.434306272	4	4.675193132	9.301825585	ct=>ct~CH+T@edit0+alias0.501 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	13	11	11	LOCAL_C+T+SH+O+AM_ADDR	9.494582869	5	8.567013430	10.851284212	c=>c~LOCAL_C@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	14	12	12	LOCAL_C+T+SH+O+M_LOCAL	9.840449331	5	8.567013430	11.197150674	c=>c~LOCAL_C@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	1	1	1	D_ADDR+AIR+Y+K+O+DA+S	4.408768813	7	2.238211806	5.332589994	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	2	3	2	AIR+Y+K+O+DA+S	7.038832992	6	2.287657909	7.867598783	dair=>air~AIR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	YES	5	2	3	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	6.860690711	8	2.441161427	7.904806853	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	7	4	4	D_ADDR+AIR+Y+K+O+D_ADDR+S	7.394290768	7	3.879128733	8.482203641	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>s~S@edit1+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	20	5	5	AIR+Y+K+O+D_ADDR+A_ADDR+S	8.182100969	7	2.490607530	9.131161722	dair=>air~AIR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	33	6	6	AIR+Y+K+O+D_ADDR+S	8.881108479	6	3.928574835	9.873965963	dair=>air~AIR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>s~S@edit1+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	8	7	7	D_ADDR+AIR+Y+K+O+DA+SH	9.128976953	7	2.238211806	10.052798134	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>h~SH@edit1+alias0.502
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	17	8	8	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR	9.157984226	7	3.879128733	10.245897100	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>a~A_ADDR@edit1+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	3	9	9	D_ADDR+AIR+A_ADDR+Y+K+O+DA+S	9.248548151	8	2.238211806	10.272369331	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | ∅=>a~A_ADDR@edit2+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	10	10	10	D_ADDR+AIR+Y+K+O+D_ADDR+Y	10.220168040	7	3.879128733	11.308080914	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>y~Y@edit2+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	70	11	11	AIR+Y+K+O+D_ADDR+A_ADDR	10.510608778	6	3.928574835	11.503466261	dair=>air~AIR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>a~A_ADDR@edit1+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	16	12	12	D_ADDR+AIR+Y+K+O+DA+LOCAL_CHAR_I+S	10.704930360	8	2.238211806	11.728751541	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | ∅=>i~LOCAL_CHAR_I@edit2+alias0.000 | s=>s~S@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	2	1	1	AL+EEE+K+Y	4.742049556	4	2.505500298	5.392599586	dal=>dal~AL@edit0+alias0.273 | cheee=>heee~EEE@edit1+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	YES	56	3	2	AL+CH+EEE+K+Y	7.017473657	5	1.403941525	7.657867810	dal=>dal~AL@edit0+alias0.273 | ch=>ch~CH@edit0+alias0.000 | eee=>eee~EEE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	3	2	3	AL+CH+E+EE+K+Y	6.995070107	6	5.295761823	8.124646289	dal=>dal~AL@edit0+alias0.273 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	55	4	4	AL+LOCAL_C+EEE+K+Y	7.061912499	5	6.048490928	8.166761591	dal=>dal~AL@edit0+alias0.273 | c=>c~LOCAL_C@edit0+alias0.000 | heee=>heee~EEE@edit0+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	4	5	5	AL+CH+EE+E+K+Y	7.372118511	6	4.874009933	8.459519505	dal=>dal~AL@edit0+alias0.273 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	16	6	6	D_ADDR+AL+EEE+K+Y	7.806058012	5	3.948957207	8.700953733	d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | cheee=>heee~EEE@edit1+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	58	7	7	D_ADDR+AL+CH+EEE+K+Y	8.035483996	6	2.847398434	8.920223839	d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | eee=>eee~EEE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dalcheeeky	AL+CH+EEE+K+Y	NO	13	9	8	AL+CHD+EE+K+Y	8.541757663	5	6.397320596	9.681489723	dal=>dal~AL@edit0+alias0.273 | che=>chd~CHD@edit1+alias0.500 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
