surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt519_rank	gdt519_top1	gdt520_rank	gdt520_top1	gdt520_top5	truth_gdt519_score	truth_segment_count	truth_boundary_nll	truth_gdt520_score	truth_alignment_trace	top1_gdt519_score	top1_segment_count	top1_boundary_nll	top1_gdt520_score	top1_alignment_trace	decision_change_class	working_policy
cheda	1	f31r	CHD+A_ADDR	34	1	CHD+A_ADDR	1	CHD+A_ADDR	CHD+A_ADDR | CHD+DA | CHD+D_ADDR | CH+DA | CH+E+DA	1.348552047	2	1.142408761	1.662792923	ched=>ched~CHD@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	1.348552047	2	1.142408761	1.662792923	ched=>ched~CHD@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chedaiir	1	f66r	CHD+IIN+R	100	1	CHD+IIN+R	1	CHD+IIN+R	CHD+IIN+R | CHD+AIIN+R | CHD+A_ADDR+IIN+R | CHD+D_ADDR+IIN+R | CHD+D_ADDR+AIIN+R	4.215922722	3	1.783974214	4.694320143	ched=>ched~CHD@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	4.215922722	3	1.783974214	4.694320143	ched=>ched~CHD@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cheeo	1	f66r	CH+EE+O	16	1	CH+EE+O	1	CH+EE+O	CH+EE+O | LOCAL_C+EE+O | SH+EE+O | LOCAL_C+SH+EE+O | CH+EE+O+D_ADDR	1.734416707	3	0.575108556	2.091927563	ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000	1.734416707	3	0.575108556	2.091927563	ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chefchy	1	f66r	CH+E+LOCAL_CHAR_F+CH+Y	66	1	CH+E+LOCAL_CHAR_F+CH+Y	1	CH+E+LOCAL_CHAR_F+CH+Y	CH+E+LOCAL_CHAR_F+CH+Y | CH+E+LOCAL_CHAR_F+LOCAL_C+Y | CH+E+LOCAL_CHAR_F+Y | LOCAL_C+E+LOCAL_CHAR_F+CH+Y | CHD+LOCAL_CHAR_F+CH+Y	2.880060480	5	1.627989554	3.542859436	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.880060480	5	1.627989554	3.542859436	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chekchy	1	f66r	CH+K+CH+Y	100	2	CH+K+Y	2	CH+K+Y	CH+K+Y | CH+K+CH+Y | CH+K+LOCAL_C+Y | CH+E+K+CH+Y | CH+E+K+Y	4.059331551	3	1.913274847	4.550659036	chek=>chek~CH+K@edit0+alias0.291 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.993685347	2	4.996664629	3.693351810	chekc=>chek~CH+K@edit1+alias0.291 | hy=>hy~Y@edit0+alias0.254	GDT519_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chekeey	1	f66r	CH+K+EE+Y	57	2	CH+E+K+EE+Y	1	CH+K+EE+Y	CH+K+EE+Y | CH+E+K+EE+Y | CH+K+E+EE+Y | CHD+K+EE+Y | LOCAL_C+E+K+EE+Y	2.280323188	3	1.095933032	2.689916492	chek=>chek~CH+K@edit0+alias0.291 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.280323188	3	1.095933032	2.689916492	chek=>chek~CH+K@edit0+alias0.291 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_ERROR_CORRECTED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chekeody	1	f66r	CH+K+E+O+DY	100	1	CH+K+E+O+DY	1	CH+K+E+O+DY	CH+K+E+O+DY | CH+E+K+E+O+DY | CH+K+E+O+D_ADDR+Y | CH+K+E+O+Y | CHD+K+E+O+DY	3.501950563	4	1.629753496	4.064925913	chek=>chek~CH+K@edit0+alias0.291 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	3.501950563	4	1.629753496	4.064925913	chek=>chek~CH+K@edit0+alias0.291 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cheod	1	f31r	CH+E+O+D_ADDR	24	1	CH+E+O+D_ADDR	1	CH+E+O+D_ADDR	CH+E+O+D_ADDR | CH+E+O | LOCAL_C+E+O+D_ADDR | LOCAL_C+SH+E+O+D_ADDR | LOCAL_C+E+O	1.323304052	4	0.430679831	1.766372035	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	1.323304052	4	0.430679831	1.766372035	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chepakeo	1	f31r	CH+E+P+A_ADDR+K+E+O	36	1	CH+E+P+A_ADDR+K+E+O	1	CH+E+P+A_ADDR+K+E+O	CH+E+P+A_ADDR+K+E+O | CH+E+P+A_ADDR+OK+E | CH+E+P+K+A_ADDR+E+O | LOCAL_C+E+P+A_ADDR+K+E+O | CH+P+A_ADDR+K+E+O	3.427059284	7	1.693577006	4.296416985	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	3.427059284	7	1.693577006	4.296416985	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chepos	1	f31r	CH+E+P+O+S	72	1	CH+E+P+O+S	1	CH+E+P+O+S	CH+E+P+O+S | CH+E+P+O | CH+E+P+OS | CH+E+P+O+S_ADDR | CH+P+O+S	1.702016587	5	0.738493972	2.275865984	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | s=>s~S@edit0+alias0.000	1.702016587	5	0.738493972	2.275865984	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cheta	1	f66r	CH+E+T+A_ADDR	24	1	CH+E+T+A_ADDR	1	CH+E+T+A_ADDR	CH+E+T+A_ADDR | CH+E+T | LOCAL_C+E+T | LOCAL_C+E+T+A_ADDR | CH+E+AL	2.356335867	4	0.629014136	2.819237281	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	2.356335867	4	0.629014136	2.819237281	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
choekeey	1	f66r	CH+O+E+K+EE+Y	99	1	CH+O+E+K+EE+Y	1	CH+O+E+K+EE+Y	CH+O+E+K+EE+Y | LOCAL_C+O+E+K+EE+Y | HO+E+K+EE+Y | LOCAL_C+SH+O+E+K+EE+Y | CH+O+K+EE+Y	1.413223386	6	1.089786848	2.122202071	ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.413223386	6	1.089786848	2.122202071	ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
choiin	1	f20v	CH+O+IIN	100	1	CH+O+IIN	1	CH+O+IIN	CH+O+IIN | LOCAL_C+O+IIN | HO+IIN | LOCAL_C+SH+O+IIN | CH+O+AIIN	1.033064183	3	0.752809248	1.408345108	ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	1.033064183	3	0.752809248	1.408345108	ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cholpchd	1	f66r	OL+P+CHD	100	1	OL+P+CHD	1	OL+P+CHD	OL+P+CHD | CH+OL+P+CHD | OL+P+CH+D_ADDR | LOCAL_C+OL+P+CHD | CH+OL+P+CH+D_ADDR	2.940054885	3	1.342255596	3.374280444	chol=>chol~OL@edit0+alias0.521 | p=>p~P@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500	2.940054885	3	1.342255596	3.374280444	chol=>chol~OL@edit0+alias0.521 | p=>p~P@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
choraiin	1	f4r	CH+OR+AIIN	100	1	CH+OR+AIIN	1	CH+OR+AIIN	CH+OR+AIIN | LOCAL_C+OR+AIIN | LOCAL_C+SH+OR+AIIN | CH+OR+A_ADDR+AIIN | CH+OR+A_ADDR+IIN	1.543733803	3	0.353998765	1.879133680	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	1.543733803	3	0.353998765	1.879133680	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
choraly	1	f20v	CH+OR+AL+Y	82	1	CH+OR+AL+Y	1	CH+OR+AL+Y	CH+OR+AL+Y | LOCAL_C+OR+AL+Y | LOCAL_C+SH+OR+AL+Y | CH+O+R+AL+Y | HO+R+AL+Y	1.302528268	4	0.279837232	1.730511992	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.302528268	4	0.279837232	1.730511992	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chory	1	f20v	CH+OR+Y	16	1	CH+OR+Y	1	CH+OR+Y	CH+OR+Y | LOCAL_C+OR+Y | LOCAL_C+SH+OR+Y | CH+O+R+Y | HO+R+Y	1.011286427	3	0.256978999	1.336984327	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.011286427	3	0.256978999	1.336984327	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chpady	1	f4r	CH+P+A_ADDR+DY	20	1	CH+P+A_ADDR+DY	1	CH+P+A_ADDR+DY	CH+P+A_ADDR+DY | CH+P+A_ADDR+Y | CH+P+A_ADDR+D_ADDR+Y | LOCAL_C+P+A_ADDR+Y | LOCAL_C+P+A_ADDR+DY	2.939577258	4	1.515534892	3.491130747	ch=>ch~CH@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	2.939577258	4	1.515534892	3.491130747	ch=>ch~CH@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chxar	1	f66r	CH+LOCAL_X+AR	9	1	CH+LOCAL_X+AR	1	CH+LOCAL_X+AR	CH+LOCAL_X+AR | LOCAL_C+SH+LOCAL_X+AR | CH+LOCAL_X+A_ADDR+R | CH+LOCAL_X+A_ADDR+AR | CH+SH+LOCAL_X+AR	0.409717487	3	1.563298191	0.866047306	ch=>ch~CH@edit0+alias0.000 | x=>x~LOCAL_X@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	0.409717487	3	1.563298191	0.866047306	ch=>ch~CH@edit0+alias0.000 | x=>x~LOCAL_X@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ckhochy	1	f4r	CH+K+O+CH+Y	50	1	CH+K+O+CH+Y	1	CH+K+O+CH+Y	CH+K+O+CH+Y | CH+K+O+LOCAL_C+Y | CH+K+O+Y | LOCAL_C+K+O+CH+Y | K+O+CH+Y	2.394550162	4	0.924047996	2.886954962	ckh=>ckh~CH+K@edit0+alias0.515 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.394550162	4	0.924047996	2.886954962	ckh=>ckh~CH+K@edit0+alias0.515 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cphaiin	1	f4r	CH+P+AIIN	100	1	CH+P+AIIN	1	CH+P+AIIN	CH+P+AIIN | CH+P+A_ADDR+AIIN | LOCAL_C+P+AIIN | CH+P+SH+AIIN | CH+P+A_ADDR+IIN	1.965556886	2	0.373404399	2.202897326	cph=>cph~CH+P@edit0+alias0.505 | aiin=>aiin~AIIN@edit0+alias0.000	1.965556886	2	0.373404399	2.202897326	cph=>cph~CH+P@edit0+alias0.505 | aiin=>aiin~AIIN@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cpholdy	1	f4r	CH+P+OL+DY	78	1	CH+P+OL+DY	1	CH+P+OL+DY	CH+P+OL+DY | CH+P+OL+D_ADDR+Y | CH+P+OL+Y | CH+P+OL | CH+P+SH+OL+DY	2.659275077	3	0.732451287	3.032520206	cph=>cph~CH+P@edit0+alias0.505 | ol=>ol~OL@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	2.659275077	3	0.732451287	3.032520206	cph=>cph~CH+P@edit0+alias0.505 | ol=>ol~OL@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cthdy	1	f66r	CH+T+D_ADDR+Y	17	1	CH+T+D_ADDR+Y	1	CH+T+D_ADDR+Y	CH+T+D_ADDR+Y | LOCAL_C+T+D_ADDR+Y | CH+T+DY | CH+T+Y | CH+T+SH+D_ADDR+Y	1.685047057	2	0.984211366	1.983468194	cthd=>cthd~CH+T+D_ADDR@edit0+alias0.506 | y=>y~Y@edit0+alias0.000	1.685047057	2	0.984211366	1.983468194	cthd=>cthd~CH+T+D_ADDR@edit0+alias0.506 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cthom	1	f4r	CH+T+O+M_LOCAL	14	2	CH+T+O+AM_ADDR	2	CH+T+O+AM_ADDR	CH+T+O+AM_ADDR | CH+T+O+M_LOCAL | LOCAL_C+T+O+AM_ADDR | O+CH+T+AM_ADDR | LOCAL_C+T+O+M_LOCAL	3.799451996	3	0.783372834	4.177789280	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000	2.832263473	3	0.783372834	3.210600757	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508	GDT519_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
