surface	master_card_id	master_form	portable_value_de	is_master_form	normalization_rule	normalizes_to
qokar	MC044	qokar	Quelleinsatz	YES	MASTER_FORM	qokar
olkeedy	MC045	olkeedy	lange sammeln; Schluss	YES	MASTER_FORM	olkeedy
solkeedy	MC045	olkeedy	lange sammeln; Schluss	NO	R10_PAIRED_ALLOGRAPH	olkeedy
raly	MC046	raly	Endposten	YES	MASTER_FORM	raly
ykain	MC047	ykain	erste Portion	YES	MASTER_FORM	ykain
kaiiin	MC048	kaiiin	Arbeitsstufe	YES	MASTER_FORM	kaiiin
schoal	MC049	schoal	Sudansatz	YES	MASTER_FORM	schoal
solkey	MC050	solkey	Kurzsammlung	YES	MASTER_FORM	solkey
lchedal	MC051	lchedal	Zielabführung	YES	MASTER_FORM	lchedal
qekey	MC052	qekey	Kurzbearbeitung	YES	MASTER_FORM	qekey
otol	MC053	otol	Fortgang	YES	MASTER_FORM	otol
qokaly	MC054	qokaly	Zieleinsatz	YES	MASTER_FORM	qokaly
char	MC055	char	davon	YES	MASTER_FORM	char
dar	MC055	char	davon	NO	R7_AR_SOURCE	char
sar	MC055	char	davon	NO	R7_AR_SOURCE	char
ral	MC056	ral	Zielmarke	YES	MASTER_FORM	ral
otchedy	MC057	otchedy	Folgetransfer; Schluss	YES	MASTER_FORM	otchedy
qotchedy	MC057	otchedy	Folgetransfer; Schluss	NO	R1_Q_ACTIVE	otchedy
sheckhal	MC058	sheckhal	Kurze Zielpassage	YES	MASTER_FORM	sheckhal
dain	MC059	dain	Einlage	YES	MASTER_FORM	dain
otaiin	MC060	otaiin	Folgemaß	YES	MASTER_FORM	otaiin
sotaiin	MC060	otaiin	Folgemaß	NO	R10_PAIRED_ALLOGRAPH	otaiin
sshkchdy	MC061	sshkchdy	Haltetransfer; Schluss	YES	MASTER_FORM	sshkchdy
shoyty	MC062	shoyty	Zugabeteil	YES	MASTER_FORM	shoyty
oteey	MC063	oteey	Langfolge	YES	MASTER_FORM	oteey
chedchy	MC064	chedchy	Postentransfer	YES	MASTER_FORM	chedchy
ls	MC065	ls	Auslass	YES	MASTER_FORM	ls
lcheey	MC066	lcheey	Klarabzug	YES	MASTER_FORM	lcheey
otchdy	MC067	otchdy	Nachtransfer; Schluss	YES	MASTER_FORM	otchdy
sotodan	MC068	sotodan	Folgeanwendung	YES	MASTER_FORM	sotodan
otytchol	MC069	otytchol	Folgeteil	YES	MASTER_FORM	otytchol
pchedy	MC070	pchedy	Zuführung; Schluss	YES	MASTER_FORM	pchedy
dchey	MC071	dchey	Grundteil	YES	MASTER_FORM	dchey
orain	MC072	orain	Bereitungsanteil	YES	MASTER_FORM	orain
qcthey	MC073	qcthey	kurz vorbereiten	YES	MASTER_FORM	qcthey
shcthey	MC073	qcthey	kurz vorbereiten	NO	R10_PAIRED_ALLOGRAPH	qcthey
chdy	MC074	chdy	überführen	YES	MASTER_FORM	chdy
chedy	MC074	chdy	überführen	NO	R10_PAIRED_ALLOGRAPH	chdy
ycheor	MC075	ycheor	Auszugsansatz	YES	MASTER_FORM	ycheor
dsheol	MC076	dsheol	Kurzhalt	YES	MASTER_FORM	dsheol
kchal	MC077	kchal	Zielbearbeitung	YES	MASTER_FORM	kchal
olsaly	MC078	olsaly	Zwischenziel	YES	MASTER_FORM	olsaly
daldy	MC079	daldy	Zielschluss	YES	MASTER_FORM	daldy
chor	MC080	chor	Ansatz	YES	MASTER_FORM	chor
or	MC080	chor	Ansatz	NO	R6_OR_PREPARATION	chor
shor	MC080	chor	Ansatz	NO	R6_OR_PREPARATION	chor
sor	MC080	chor	Ansatz	NO	R6_OR_PREPARATION	chor
okair	MC081	okair	Laufeinsatz	YES	MASTER_FORM	okair
qokeedy	MC082	qokeedy	lange einwirken; Schluss	YES	MASTER_FORM	qokeedy
qokedy	MC083	qokedy	kurz einwirken; Schluss	YES	MASTER_FORM	qokedy
rshedy	MC084	rshedy	Waschschluss	YES	MASTER_FORM	rshedy
cheoar	MC085	cheoar	Quellauszug	YES	MASTER_FORM	cheoar
chety	MC086	chety	Anteil	YES	MASTER_FORM	chety
chty	MC086	chety	Anteil	NO	R10_PAIRED_ALLOGRAPH	chety
chodaiin	MC087	chodaiin	Zugabemaß	YES	MASTER_FORM	chodaiin
qokchdy	MC088	qokchdy	einführen; Schluss	YES	MASTER_FORM	qokchdy
skar	MC089	skar	Quellausguss	YES	MASTER_FORM	skar
kchol	MC090	kchol	Weiterverarbeitung	YES	MASTER_FORM	kchol
dairydy	MC091	dairydy	Laufschluss	YES	MASTER_FORM	dairydy
lol	MC092	lol	Weiterabzug	YES	MASTER_FORM	lol
otal	MC093	otal	danach dorthin	YES	MASTER_FORM	otal
qotal	MC093	otal	danach dorthin	NO	R1_Q_ACTIVE	otal
cheeety	MC094	cheeety	Vollteil	YES	MASTER_FORM	cheeety
sheey	MC095	sheey	Langhalt	YES	MASTER_FORM	sheey
qokeedal	MC096	qokeedal	Langer Zieleinsatz	YES	MASTER_FORM	qokeedal
olkain	MC097	olkain	weiterer Anteil	YES	MASTER_FORM	olkain
qolkain	MC097	olkain	weiterer Anteil	NO	R1_Q_ACTIVE	olkain
tshol	MC098	tshol	Kochgut	YES	MASTER_FORM	tshol
cheeckhody	MC099	cheeckhody	Langpassage; Schluss	YES	MASTER_FORM	cheeckhody
ody	MC100	ody	Abkühlen	YES	MASTER_FORM	ody
ldalor	MC101	ldalor	Endziel	YES	MASTER_FORM	ldalor
rsheal	MC102	rsheal	Kurzhalt am Ziel	YES	MASTER_FORM	rsheal
chokchy	MC103	chokchy	weiterbearbeiten	YES	MASTER_FORM	chokchy
okchy	MC103	chokchy	weiterbearbeiten	NO	R10_PAIRED_ALLOGRAPH	chokchy
qokchy	MC103	chokchy	weiterbearbeiten	NO	R1_Q_ACTIVE	chokchy
keol	MC104	keol	Kurzfortsetzung	YES	MASTER_FORM	keol
chkain	MC105	chkain	Anteil	YES	MASTER_FORM	chkain
kain	MC105	chkain	Anteil	NO	R10_PAIRED_ALLOGRAPH	chkain
teol	MC106	teol	Kurzfortsetzung	YES	MASTER_FORM	teol
qotchy	MC107	qotchy	Folgeposten	YES	MASTER_FORM	qotchy
etyd	MC108	etyd	Kurzteil	YES	MASTER_FORM	etyd
ytey	MC109	ytey	Kurzteil	YES	MASTER_FORM	ytey
chkeedy	MC110	chkeedy	Langwärmen; Schluss	YES	MASTER_FORM	chkeedy
shfydaiin	MC111	shfydaiin	Stehzeit	YES	MASTER_FORM	shfydaiin
octheol	MC112	octheol	Fortsetzung vorbereiten	YES	MASTER_FORM	octheol
shedal	MC113	shedal	am Ziel absetzen	YES	MASTER_FORM	shedal
sh	MC114	sh	Halten	YES	MASTER_FORM	sh
qoctholy	MC115	qoctholy	Folgeposten	YES	MASTER_FORM	qoctholy
schedair	MC116	schedair	Weiterlauf	YES	MASTER_FORM	schedair
kchy	MC117	kchy	Bearbeiten	YES	MASTER_FORM	kchy
ly	MC118	ly	Abführposten	YES	MASTER_FORM	ly
cheey	MC119	cheey	Klarauszug	YES	MASTER_FORM	cheey
shey	MC119	cheey	Klarauszug	NO	R10_PAIRED_ALLOGRAPH	cheey
okaiin	MC120	okaiin	bemessen	YES	MASTER_FORM	okaiin
qokaiin	MC120	okaiin	bemessen	NO	R1_Q_ACTIVE	okaiin
otar	MC121	otar	Folgequelle	YES	MASTER_FORM	otar
kchey	MC122	kchey	Kurzbearbeitung	YES	MASTER_FORM	kchey
chey	MC123	chey	dies	YES	MASTER_FORM	chey
chy	MC123	chey	dies	NO	R4_Y_REFERENT	chey
dy	MC123	chey	dies	NO	R4_Y_REFERENT	chey
shy	MC123	chey	dies	NO	R4_Y_REFERENT	chey
sy	MC123	chey	dies	NO	R4_Y_REFERENT	chey
y	MC123	chey	dies	NO	R4_Y_REFERENT	chey
lkedy	MC124	lkedy	Kurzabzug; Schluss	YES	MASTER_FORM	lkedy
chochor	MC125	chochor	Zugabeansatz	YES	MASTER_FORM	chochor
pchedal	MC126	pchedal	Zielzuführung	YES	MASTER_FORM	pchedal
lched	MC127	lched	Abführung	YES	MASTER_FORM	lched
cheedy	MC128	cheedy	kurz absetzen; Schluss	YES	MASTER_FORM	cheedy
shedy	MC128	cheedy	kurz absetzen; Schluss	NO	R9_CHEDY_CLOSE	cheedy
tedy	MC128	cheedy	kurz absetzen; Schluss	NO	R9_CHEDY_CLOSE	cheedy
cfhy	MC129	cfhy	Auswringen	YES	MASTER_FORM	cfhy
lsho	MC130	lsho	Waschgang	YES	MASTER_FORM	lsho
choy	MC131	choy	Zugabeposten	YES	MASTER_FORM	choy
sheckhy	MC132	sheckhy	Kurzpassage	YES	MASTER_FORM	sheckhy
lcheckhedy	MC133	lcheckhedy	Trennabzug; Schluss	YES	MASTER_FORM	lcheckhedy
qolky	MC134	qolky	Weitergang	YES	MASTER_FORM	qolky
otedy	MC135	otedy	Kurzfolge; Schluss	YES	MASTER_FORM	otedy
kchoar	MC136	kchoar	Quellauszug	YES	MASTER_FORM	kchoar
shecthy	MC137	shecthy	Kurzvorbereitung	YES	MASTER_FORM	shecthy
dshedy	MC138	dshedy	Kurzabsetzen; Schluss	YES	MASTER_FORM	dshedy
dchdy	MC139	dchdy	Transfer; Schluss	YES	MASTER_FORM	dchdy
qokeeedy	MC140	qokeeedy	Volleinsatz; Schluss	YES	MASTER_FORM	qokeeedy
tshey	MC141	tshey	Klarlauf	YES	MASTER_FORM	tshey
dchol	MC142	dchol	vom vorigen	YES	MASTER_FORM	dchol
schol	MC142	dchol	vom vorigen	NO	R10_PAIRED_ALLOGRAPH	dchol
shckhedy	MC143	shckhedy	durchlassen; Schluss	YES	MASTER_FORM	shckhedy
chldaiin	MC144	chldaiin	Sollabsetzung	YES	MASTER_FORM	chldaiin
chedain	MC145	chedain	Anteilstransfer	YES	MASTER_FORM	chedain
chealror	MC146	chealror	Zielbereitung	YES	MASTER_FORM	chealror
cheky	MC147	cheky	kurz wärmen	YES	MASTER_FORM	cheky
ykan	MC148	ykan	zweite Portion	YES	MASTER_FORM	ykan
solshedy	MC149	solshedy	Folgeabsetzen; Schluss	YES	MASTER_FORM	solshedy
okeeol	MC150	okeeol	Langfortsetzung	YES	MASTER_FORM	okeeol
qokshedy	MC151	qokshedy	Einsatzabsetzen; Schluss	YES	MASTER_FORM	qokshedy
ches	MC152	ches	Teilen	YES	MASTER_FORM	ches
cheol	MC153	cheol	weiter	YES	MASTER_FORM	cheol
chol	MC153	cheol	weiter	NO	R5_OL_CONTINUE	cheol
ol	MC153	cheol	weiter	NO	R5_OL_CONTINUE	cheol
qol	MC153	cheol	weiter	NO	R1_Q_ACTIVE	cheol
sol	MC153	cheol	weiter	NO	R5_OL_CONTINUE	cheol
tol	MC153	cheol	weiter	NO	R5_OL_CONTINUE	cheol
al	MC154	al	dorthin	YES	MASTER_FORM	al
chal	MC154	al	dorthin	NO	R3_AL_TARGET	al
cheal	MC154	al	dorthin	NO	R3_AL_TARGET	al
dal	MC154	al	dorthin	NO	R3_AL_TARGET	al
sal	MC154	al	dorthin	NO	R3_AL_TARGET	al
tal	MC154	al	dorthin	NO	R3_AL_TARGET	al
lchedy	MC155	lchedy	abführen; Schluss	YES	MASTER_FORM	lchedy
cphy	MC156	cphy	Nachseihen	YES	MASTER_FORM	cphy
cholor	MC157	cholor	derselbe Ansatz	YES	MASTER_FORM	cholor
olor	MC157	cholor	derselbe Ansatz	NO	R10_PAIRED_ALLOGRAPH	cholor
cthoor	MC158	cthoor	Vorbereitung	YES	MASTER_FORM	cthoor
os	MC159	os	Aufnahmegefäß	YES	MASTER_FORM	os
talam	MC160	talam	Verwahrort	YES	MASTER_FORM	talam
checthy	MC161	checthy	bereit	YES	MASTER_FORM	checthy
cthy	MC161	checthy	bereit	NO	R8_CTH_STATE	checthy
shcthy	MC161	checthy	bereit	NO	R8_CTH_STATE	checthy
qolchey	MC162	qolchey	Weiterposten	YES	MASTER_FORM	qolchey
qotchol	MC163	qotchol	Weitergang	YES	MASTER_FORM	qotchol
qokylddy	MC164	qokylddy	Festsetzen; Schluss	YES	MASTER_FORM	qokylddy
qockhey	MC165	qockhey	Kurzdurchgang	YES	MASTER_FORM	qockhey
chkeey	MC166	chkeey	Langwärmen	YES	MASTER_FORM	chkeey
lochedy	MC167	lochedy	Abführung; Schluss	YES	MASTER_FORM	lochedy
lcheckhy	MC168	lcheckhy	Abführpassage	YES	MASTER_FORM	lcheckhy
cthaiin	MC169	cthaiin	Sollvorbereitung	YES	MASTER_FORM	cthaiin
ykaiin	MC170	ykaiin	Sollportion	YES	MASTER_FORM	ykaiin
otchey	MC171	otchey	das nächste	YES	MASTER_FORM	otchey
daiiin	MC172	daiiin	Endstufe	YES	MASTER_FORM	daiiin
qoteedy	MC173	qoteedy	lange Folgestufe; Schluss	YES	MASTER_FORM	qoteedy
