event_id	surface	decoded_card_id	source_card_id	exact_readback	normalized_master_form	portable_value_de
E094	sho	MC034	MC034	YES	cho	weitere Zutat
E095	chokchy	MC103	MC103	YES	chokchy	weiterbearbeiten
E096	kchoar	MC136	MC136	YES	kchoar	Quellauszug
E097	sotodan	MC068	MC068	YES	sotodan	Folgeanwendung
E098	otchey	MC171	MC171	YES	otchey	das nächste
E099	keol	MC104	MC104	YES	keol	Kurzfortsetzung
E100	daiin	MC039	MC039	YES	aiin	Sollmaß
E101	qokedy	MC083	MC083	YES	qokedy	kurz einwirken; Schluss
E102	okaiin	MC120	MC120	YES	okaiin	bemessen
E103	kair	MC023	MC023	YES	kair	Beckenlauf
E104	okal	MC040	MC040	YES	okal	dorthin einsetzen
E105	sar	MC055	MC055	YES	char	davon
E106	ol	MC153	MC153	YES	cheol	weiter
E107	kain	MC105	MC105	YES	chkain	Anteil
E108	olkain	MC097	MC097	YES	olkain	weiterer Anteil
E109	al	MC154	MC154	YES	al	dorthin
E110	ol	MC153	MC153	YES	cheol	weiter
E111	rol	MC016	MC016	YES	rol	Anschluss
E112	dl	MC012	MC012	YES	dl	Zusatz
E113	olor	MC157	MC157	YES	cholor	derselbe Ansatz
E114	ol	MC153	MC153	YES	cheol	weiter
E115	sheckhal	MC058	MC058	YES	sheckhal	Kurze Zielpassage
E116	daiin	MC039	MC039	YES	aiin	Sollmaß
E117	qokeedal	MC096	MC096	YES	qokeedal	Langer Zieleinsatz
E118	daiin	MC039	MC039	YES	aiin	Sollmaß
E119	chckhy	MC035	MC035	YES	chckhy	durchleiten
E120	schedy	MC025	MC025	YES	dchedy	überführen; Schluss
E121	qol	MC153	MC153	YES	cheol	weiter
E122	sshkchdy	MC061	MC061	YES	sshkchdy	Haltetransfer; Schluss
E123	chedy	MC074	MC074	YES	chdy	überführen
E124	ol	MC153	MC153	YES	cheol	weiter
E125	shedy	MC128	MC128	YES	cheedy	kurz absetzen; Schluss
E126	qolchedy	MC028	MC028	YES	olchedy	weiterführen; Schluss
E127	qokain	MC017	MC017	YES	okain	Anteil zugeben
E128	shckhy	MC035	MC035	YES	chckhy	durchleiten
E129	dl	MC012	MC012	YES	dl	Zusatz
E130	ral	MC056	MC056	YES	ral	Zielmarke
E131	qokchdy	MC088	MC088	YES	qokchdy	einführen; Schluss
E132	chey	MC123	MC123	YES	chey	dies
E133	ol	MC153	MC153	YES	cheol	weiter
E134	cheky	MC147	MC147	YES	cheky	kurz wärmen
E135	ol	MC153	MC153	YES	cheol	weiter
E136	shedy	MC128	MC128	YES	cheedy	kurz absetzen; Schluss
E137	qokedy	MC083	MC083	YES	qokedy	kurz einwirken; Schluss
E138	qokedy	MC083	MC083	YES	qokedy	kurz einwirken; Schluss
E139	chckhy	MC035	MC035	YES	chckhy	durchleiten
E140	qoky	MC026	MC026	YES	choky	einsetzen
E141	lsho	MC130	MC130	YES	lsho	Waschgang
E142	qokey	MC007	MC007	YES	okey	kurz einwirken
E143	lshedy	MC038	MC038	YES	lshedy	Waschgang; Schluss
E144	lshedy	MC038	MC038	YES	lshedy	Waschgang; Schluss
E145	chedy	MC074	MC074	YES	chdy	überführen
E146	qolky	MC134	MC134	YES	qolky	Weitergang
E147	lchedal	MC051	MC051	YES	lchedal	Zielabführung
E148	qol	MC153	MC153	YES	cheol	weiter
E149	otar	MC121	MC121	YES	otar	Folgequelle
E150	ytey	MC109	MC109	YES	ytey	Kurzteil
E151	okchedy	MC005	MC005	YES	okchedy	einführen; Schluss
E152	qokal	MC040	MC040	YES	okal	dorthin einsetzen
E153	okeey	MC002	MC002	YES	okeey	lange einwirken
E154	qol	MC153	MC153	YES	cheol	weiter
E155	cheedy	MC128	MC128	YES	cheedy	kurz absetzen; Schluss
E156	sal	MC154	MC154	YES	al	dorthin
E157	teol	MC106	MC106	YES	teol	Kurzfortsetzung
E158	dchdy	MC139	MC139	YES	dchdy	Transfer; Schluss
E159	ly	MC118	MC118	YES	ly	Abführposten
E160	dsheol	MC076	MC076	YES	dsheol	Kurzhalt
E161	oiiin	MC033	MC033	YES	oiiin	Arbeitsstufe
E162	olkeedy	MC045	MC045	YES	olkeedy	lange sammeln; Schluss
E163	tedy	MC128	MC128	YES	cheedy	kurz absetzen; Schluss
E164	cheky	MC147	MC147	YES	cheky	kurz wärmen
E165	shckhedy	MC143	MC143	YES	shckhedy	durchlassen; Schluss
E166	chal	MC154	MC154	YES	al	dorthin
E167	dchedy	MC025	MC025	YES	dchedy	überführen; Schluss
E168	qolchedy	MC028	MC028	YES	olchedy	weiterführen; Schluss
E169	qokain	MC017	MC017	YES	okain	Anteil zugeben
E170	dy	MC123	MC123	YES	chey	dies
E171	qokeedy	MC082	MC082	YES	qokeedy	lange einwirken; Schluss
E172	qokal	MC040	MC040	YES	okal	dorthin einsetzen
E173	lcheckhy	MC168	MC168	YES	lcheckhy	Abführpassage
E174	lched	MC127	MC127	YES	lched	Abführung
E175	qokeey	MC002	MC002	YES	okeey	lange einwirken
E176	lcheckhedy	MC133	MC133	YES	lcheckhedy	Trennabzug; Schluss
E177	qokaly	MC054	MC054	YES	qokaly	Zieleinsatz
E178	solkaiin	MC036	MC036	YES	solkaiin	Sollsammlung
E179	chckhy	MC035	MC035	YES	chckhy	durchleiten
E180	qokaiin	MC120	MC120	YES	okaiin	bemessen
E181	qokaiin	MC120	MC120	YES	okaiin	bemessen
E182	octheol	MC112	MC112	YES	octheol	Fortsetzung vorbereiten
E183	chkeey	MC166	MC166	YES	chkeey	Langwärmen
E184	ldy	MC004	MC004	YES	ldy	abziehen; Schluss
E185	oteey	MC063	MC063	YES	oteey	Langfolge
E186	qokal	MC040	MC040	YES	okal	dorthin einsetzen
E187	sheckhy	MC132	MC132	YES	sheckhy	Kurzpassage
E188	qoky	MC026	MC026	YES	choky	einsetzen
E189	dshedy	MC138	MC138	YES	dshedy	Kurzabsetzen; Schluss
E190	sotaiin	MC060	MC060	YES	otaiin	Folgemaß
E191	qokar	MC044	MC044	YES	qokar	Quelleinsatz
E192	shedy	MC128	MC128	YES	cheedy	kurz absetzen; Schluss
E193	solshedy	MC149	MC149	YES	solshedy	Folgeabsetzen; Schluss
E194	qokeey	MC002	MC002	YES	okeey	lange einwirken
E195	qoky	MC026	MC026	YES	choky	einsetzen
E196	ls	MC065	MC065	YES	ls	Auslass
E197	cheey	MC119	MC119	YES	cheey	Klarauszug
E198	okain	MC017	MC017	YES	okain	Anteil zugeben
E199	char	MC055	MC055	YES	char	davon
E200	okain	MC017	MC017	YES	okain	Anteil zugeben
E201	qokeedy	MC082	MC082	YES	qokeedy	lange einwirken; Schluss
E202	lchy	MC008	MC008	YES	lchy	Abführgut
E203	cheey	MC119	MC119	YES	cheey	Klarauszug
E204	qcthey	MC073	MC073	YES	qcthey	kurz vorbereiten
E205	qokeey	MC002	MC002	YES	okeey	lange einwirken
E206	lcheey	MC066	MC066	YES	lcheey	Klarabzug
E207	daiin	MC039	MC039	YES	aiin	Sollmaß
E208	chey	MC123	MC123	YES	chey	dies
E209	qokeeedy	MC140	MC140	YES	qokeeedy	Volleinsatz; Schluss
E210	lchedy	MC155	MC155	YES	lchedy	abführen; Schluss
E211	lar	MC029	MC029	YES	lar	Quellabzug
E212	tshey	MC141	MC141	YES	tshey	Klarlauf
E213	qokeedy	MC082	MC082	YES	qokeedy	lange einwirken; Schluss
E214	cheal	MC154	MC154	YES	al	dorthin
E215	lchedar	MC011	MC011	YES	lchedar	Quellabführung
E216	ches	MC152	MC152	YES	ches	Teilen
E217	aiin	MC039	MC039	YES	aiin	Sollmaß
E218	oteey	MC063	MC063	YES	oteey	Langfolge
E219	qokaiin	MC120	MC120	YES	okaiin	bemessen
E220	okey	MC007	MC007	YES	okey	kurz einwirken
E221	pchedy	MC070	MC070	YES	pchedy	Zuführung; Schluss
E222	rsheal	MC102	MC102	YES	rsheal	Kurzhalt am Ziel
E223	daldy	MC079	MC079	YES	daldy	Zielschluss
E224	qokeedy	MC082	MC082	YES	qokeedy	lange einwirken; Schluss
E225	rshedy	MC084	MC084	YES	rshedy	Waschschluss
E226	qoteedy	MC173	MC173	YES	qoteedy	lange Folgestufe; Schluss
E227	qokeedy	MC082	MC082	YES	qokeedy	lange einwirken; Schluss
E228	lochedy	MC167	MC167	YES	lochedy	Abführung; Schluss
E229	olkeedy	MC045	MC045	YES	olkeedy	lange sammeln; Schluss
E230	qotal	MC093	MC093	YES	otal	danach dorthin
E231	chkeedy	MC110	MC110	YES	chkeedy	Langwärmen; Schluss
E232	chey	MC123	MC123	YES	chey	dies
E233	daiin	MC039	MC039	YES	aiin	Sollmaß
E234	chey	MC123	MC123	YES	chey	dies
E235	lchedy	MC155	MC155	YES	lchedy	abführen; Schluss
E236	qokaiin	MC120	MC120	YES	okaiin	bemessen
E237	qotal	MC093	MC093	YES	otal	danach dorthin
E238	dar	MC055	MC055	YES	char	davon
E239	schedy	MC025	MC025	YES	dchedy	überführen; Schluss
E240	chedchy	MC064	MC064	YES	chedchy	Postentransfer
E241	qokal	MC040	MC040	YES	okal	dorthin einsetzen
E242	olchedy	MC028	MC028	YES	olchedy	weiterführen; Schluss
E243	qokaiin	MC120	MC120	YES	okaiin	bemessen
E244	chedy	MC074	MC074	YES	chdy	überführen
E245	qokeedy	MC082	MC082	YES	qokeedy	lange einwirken; Schluss
E246	lchedy	MC155	MC155	YES	lchedy	abführen; Schluss
E247	qoky	MC026	MC026	YES	choky	einsetzen
E248	pchedal	MC126	MC126	YES	pchedal	Zielzuführung
E249	otedy	MC135	MC135	YES	otedy	Kurzfolge; Schluss
E250	shecthedchy	MC043	MC043	YES	shecthedchy	Vorbereitungstransfer
E251	qoky	MC026	MC026	YES	choky	einsetzen
E252	chedy	MC074	MC074	YES	chdy	überführen
E253	chary	MC009	MC009	YES	chary	Quellposten
E254	sor	MC080	MC080	YES	chor	Ansatz
E255	shedy	MC128	MC128	YES	cheedy	kurz absetzen; Schluss
E256	qokaiin	MC120	MC120	YES	okaiin	bemessen
E257	chkain	MC105	MC105	YES	chkain	Anteil
E258	shcthey	MC073	MC073	YES	qcthey	kurz vorbereiten
E259	qokedy	MC083	MC083	YES	qokedy	kurz einwirken; Schluss
E260	okair	MC081	MC081	YES	okair	Laufeinsatz
E261	sheedy	MC003	MC003	YES	sheedy	Langabsetzen; Schluss
E262	lchedy	MC155	MC155	YES	lchedy	abführen; Schluss
E263	lo	MC030	MC030	YES	lo	Abzug
E264	qokchedy	MC005	MC005	YES	okchedy	einführen; Schluss
E265	qokeedy	MC082	MC082	YES	qokeedy	lange einwirken; Schluss
E266	shedy	MC128	MC128	YES	cheedy	kurz absetzen; Schluss
E267	qokshedy	MC151	MC151	YES	qokshedy	Einsatzabsetzen; Schluss
E268	dal	MC154	MC154	YES	al	dorthin
E269	lchedy	MC155	MC155	YES	lchedy	abführen; Schluss
E270	qokaiin	MC120	MC120	YES	okaiin	bemessen
E271	shcthy	MC161	MC161	YES	checthy	bereit
E272	dal	MC154	MC154	YES	al	dorthin
E273	sy	MC123	MC123	YES	chey	dies
E274	saiin	MC039	MC039	YES	aiin	Sollmaß
E275	shedal	MC113	MC113	YES	shedal	am Ziel absetzen
E276	shecthy	MC137	MC137	YES	shecthy	Kurzvorbereitung
E277	chey	MC123	MC123	YES	chey	dies
E278	tal	MC154	MC154	YES	al	dorthin
E279	shcthy	MC161	MC161	YES	checthy	bereit
E280	dalchdy	MC031	MC031	YES	dalchdy	Zieltransfer; Schluss
E281	qotchedy	MC057	MC057	YES	otchedy	Folgetransfer; Schluss
E282	lchedy	MC155	MC155	YES	lchedy	abführen; Schluss
E283	tchedy	MC025	MC025	YES	dchedy	überführen; Schluss
E284	qokchdy	MC088	MC088	YES	qokchdy	einführen; Schluss
E285	cheedar	MC042	MC042	YES	cheedar	Quelltransfer
E286	chldaiin	MC144	MC144	YES	chldaiin	Sollabsetzung
E287	chedy	MC074	MC074	YES	chdy	überführen
E288	qokain	MC017	MC017	YES	okain	Anteil zugeben
E289	checthy	MC161	MC161	YES	checthy	bereit
E290	chealror	MC146	MC146	YES	chealror	Zielbereitung
E291	solkeedy	MC045	MC045	YES	olkeedy	lange sammeln; Schluss
E292	qoteedy	MC173	MC173	YES	qoteedy	lange Folgestufe; Schluss
E293	qokeey	MC002	MC002	YES	okeey	lange einwirken
E294	qokedy	MC083	MC083	YES	qokedy	kurz einwirken; Schluss
E295	sol	MC153	MC153	YES	cheol	weiter
E296	cheeety	MC094	MC094	YES	cheeety	Vollteil
E297	qokedy	MC083	MC083	YES	qokedy	kurz einwirken; Schluss
E298	qoky	MC026	MC026	YES	choky	einsetzen
E299	saiin	MC039	MC039	YES	aiin	Sollmaß
E300	schedair	MC116	MC116	YES	schedair	Weiterlauf
E301	otchedy	MC057	MC057	YES	otchedy	Folgetransfer; Schluss
E302	qokeedy	MC082	MC082	YES	qokeedy	lange einwirken; Schluss
E303	chedain	MC145	MC145	YES	chedain	Anteilstransfer
E304	chedy	MC074	MC074	YES	chdy	überführen
E305	qotedaiin	MC018	MC018	YES	qotedaiin	Kurzsoll
E306	otaiin	MC060	MC060	YES	otaiin	Folgemaß
E307	otedy	MC135	MC135	YES	otedy	Kurzfolge; Schluss
E308	ldy	MC004	MC004	YES	ldy	abziehen; Schluss
E309	soiiin	MC033	MC033	YES	oiiin	Arbeitsstufe
E310	checthy	MC161	MC161	YES	checthy	bereit
E311	chety	MC086	MC086	YES	chety	Anteil
E312	otaiin	MC060	MC060	YES	otaiin	Folgemaß
E313	olsaly	MC078	MC078	YES	olsaly	Zwischenziel
E314	shedy	MC128	MC128	YES	cheedy	kurz absetzen; Schluss
E315	qokeedy	MC082	MC082	YES	qokeedy	lange einwirken; Schluss
E316	qolchey	MC162	MC162	YES	qolchey	Weiterposten
E317	qokeey	MC002	MC002	YES	okeey	lange einwirken
E318	qokedy	MC083	MC083	YES	qokedy	kurz einwirken; Schluss
E319	chedy	MC074	MC074	YES	chdy	überführen
E320	otal	MC093	MC093	YES	otal	danach dorthin
E321	otchey	MC171	MC171	YES	otchey	das nächste
E322	qokeey	MC002	MC002	YES	okeey	lange einwirken
E323	qoky	MC026	MC026	YES	choky	einsetzen
E324	tol	MC153	MC153	YES	cheol	weiter
E325	shedy	MC128	MC128	YES	cheedy	kurz absetzen; Schluss
E326	qokylddy	MC164	MC164	YES	qokylddy	Festsetzen; Schluss
E327	dain	MC059	MC059	YES	dain	Einlage
E328	chedy	MC074	MC074	YES	chdy	überführen
E329	qokeedy	MC082	MC082	YES	qokeedy	lange einwirken; Schluss
E330	shckhedy	MC143	MC143	YES	shckhedy	durchlassen; Schluss
E331	shckhedy	MC143	MC143	YES	shckhedy	durchlassen; Schluss
E332	saiin	MC039	MC039	YES	aiin	Sollmaß
E333	cheeky	MC032	MC032	YES	cheeky	länger bearbeiten
E334	sheey	MC095	MC095	YES	sheey	Langhalt
E335	qokedy	MC083	MC083	YES	qokedy	kurz einwirken; Schluss
E336	shedy	MC128	MC128	YES	cheedy	kurz absetzen; Schluss
E337	oldy	MC019	MC019	YES	oldy	fertig
E338	saiin	MC039	MC039	YES	aiin	Sollmaß
E339	cheky	MC147	MC147	YES	cheky	kurz wärmen
E340	okeeol	MC150	MC150	YES	okeeol	Langfortsetzung
E341	okain	MC017	MC017	YES	okain	Anteil zugeben
E342	chdy	MC074	MC074	YES	chdy	überführen
E343	sol	MC153	MC153	YES	cheol	weiter
E344	lkedy	MC124	MC124	YES	lkedy	Kurzabzug; Schluss
E345	lchedy	MC155	MC155	YES	lchedy	abführen; Schluss
E346	qokol	MC024	MC024	YES	qokol	Weiter einsetzen
E347	shedy	MC128	MC128	YES	cheedy	kurz absetzen; Schluss
E348	or	MC080	MC080	YES	chor	Ansatz
E349	chey	MC123	MC123	YES	chey	dies
E350	qockhey	MC165	MC165	YES	qockhey	Kurzdurchgang
E351	dairydy	MC091	MC091	YES	dairydy	Laufschluss
E352	qokain	MC017	MC017	YES	okain	Anteil zugeben
E353	shey	MC119	MC119	YES	cheey	Klarauszug
E354	kain	MC105	MC105	YES	chkain	Anteil
E355	chckhal	MC022	MC022	YES	chckhal	Zielpassage
E356	solkey	MC050	MC050	YES	solkey	Kurzsammlung
E357	lchedy	MC155	MC155	YES	lchedy	abführen; Schluss
E358	qolkain	MC097	MC097	YES	olkain	weiterer Anteil
E359	dal	MC154	MC154	YES	al	dorthin
E360	skar	MC089	MC089	YES	skar	Quellausguss
E361	shedy	MC128	MC128	YES	cheedy	kurz absetzen; Schluss
E362	otchdy	MC067	MC067	YES	otchdy	Nachtransfer; Schluss
E363	qokchdy	MC088	MC088	YES	qokchdy	einführen; Schluss
E364	shedal	MC113	MC113	YES	shedal	am Ziel absetzen
E365	dal	MC154	MC154	YES	al	dorthin
E366	cheol	MC153	MC153	YES	cheol	weiter
E367	lol	MC092	MC092	YES	lol	Weiterabzug
E368	chdal	MC001	MC001	YES	chdal	Zieltransfer
E369	aiin	MC039	MC039	YES	aiin	Sollmaß
E370	sol	MC153	MC153	YES	cheol	weiter
E371	daiiin	MC172	MC172	YES	daiiin	Endstufe
E372	chedy	MC074	MC074	YES	chdy	überführen
E373	solkeey	MC020	MC020	YES	solkeey	Langsammlung
E374	qekey	MC052	MC052	YES	qekey	Kurzbearbeitung
E375	raly	MC046	MC046	YES	raly	Endposten
E376	ol	MC153	MC153	YES	cheol	weiter
E377	daiin	MC039	MC039	YES	aiin	Sollmaß
E378	ol	MC153	MC153	YES	cheol	weiter
E379	dain	MC059	MC059	YES	dain	Einlage
E380	chey	MC123	MC123	YES	chey	dies
E381	ldalor	MC101	MC101	YES	ldalor	Endziel
