census_id	surface	family	level	channel	historical_mode	observed_occurrences	observed_pages	observed_anchor_signatures	complete_occurrences	complete_pages	complete_anchor_signatures	window_recurrence_gate	complete_template_gate	template_backed_total_occurrences	w3_only_complete_occurrences	w3_only_complete_pages	w3_only_complete_anchor_signatures	w3_only_complete_template_gate	unresolved_slot_class	historical_basis	lexeme_or_plaintext_credit
G744-C041	lkar	SCALAR	I	MATERIA_OR_INGREDIENT	AMBIGUOUS_RECORD_CHANNEL	1	1	1	1	1	1	0	0	0	1	1	1	0	LEMMA_OR_INGREDIENT	material, preparation or inherited whole-ingredient role alone does not distinguish description from prescription	0
G744-C042	lkar	SCALAR	I	OPEN	OPEN	18	12	1	16	11	1	0	0	0	16	11	1	0	UNASSIGNED	no W2/W3 historical-channel anchor survives the clipped field	0
G744-C043	lsheedy	STATE_RESULT	II	PRESCRIPTIVE_RECIPE	PRESCRIPTIVE	0	0	0	0	0	0	0	0	0	0	0	0	0	INGREDIENT_OR_COMMAND_CONTENT	command/process passage plus ingredient, preparation, part or amount	0
G744-C044	lsheedy	STATE_RESULT	II	PRESCRIPTIVE_PROCESS	PRESCRIPTIVE	0	0	0	0	0	0	0	0	0	0	0	0	0	INGREDIENT_OR_PROCESS_COMPLEMENT	command/process passage without a locally typed object	0
G744-C045	lsheedy	STATE_RESULT	II	DESCRIPTIVE_MATERIA	DESCRIPTIVE	0	0	0	0	0	0	0	0	0	0	0	0	0	LEMMA_OR_DESCRIPTIVE_CONTENT	quality or state plus substance, preparation or plant-part carrier	0
G744-C046	lsheedy	STATE_RESULT	II	DESCRIPTIVE_QUALITY	DESCRIPTIVE	1	1	1	1	1	1	0	0	0	1	1	1	0	LEMMA_OR_DESCRIPTIVE_CONTENT	quality or state with lemma and carrier still open	0
G744-C047	lsheedy	STATE_RESULT	II	QUANTITY_OR_PART	AMBIGUOUS_BOUND_FIELD	0	0	0	0	0	0	0	0	0	0	0	0	0	QUANTITY_REFERENT_OR_PART_NAME	amount or part can belong to recipe quantity or descriptive plant-part fields	0
G744-C048	lsheedy	STATE_RESULT	II	MATERIA_OR_INGREDIENT	AMBIGUOUS_RECORD_CHANNEL	0	0	0	0	0	0	0	0	0	0	0	0	0	LEMMA_OR_INGREDIENT	material, preparation or inherited whole-ingredient role alone does not distinguish description from prescription	0
G744-C049	lsheedy	STATE_RESULT	II	OPEN	OPEN	3	3	1	3	3	1	0	0	0	3	3	1	0	UNASSIGNED	no W2/W3 historical-channel anchor survives the clipped field	0
G744-C050	pcheol	STATE	NA	PRESCRIPTIVE_RECIPE	PRESCRIPTIVE	1	1	1	0	0	0	0	0	0	0	0	0	0	INGREDIENT_OR_COMMAND_CONTENT	command/process passage plus ingredient, preparation, part or amount	0
G744-C051	pcheol	STATE	NA	PRESCRIPTIVE_PROCESS	PRESCRIPTIVE	0	0	0	0	0	0	0	0	0	0	0	0	0	INGREDIENT_OR_PROCESS_COMPLEMENT	command/process passage without a locally typed object	0
G744-C052	pcheol	STATE	NA	DESCRIPTIVE_MATERIA	DESCRIPTIVE	2	1	2	1	1	1	0	0	0	1	1	1	0	LEMMA_OR_DESCRIPTIVE_CONTENT	quality or state plus substance, preparation or plant-part carrier	0
G744-C053	pcheol	STATE	NA	DESCRIPTIVE_QUALITY	DESCRIPTIVE	1	1	1	0	0	0	0	0	0	0	0	0	0	LEMMA_OR_DESCRIPTIVE_CONTENT	quality or state with lemma and carrier still open	0
G744-C054	pcheol	STATE	NA	QUANTITY_OR_PART	AMBIGUOUS_BOUND_FIELD	2	2	2	2	2	2	1	1	2	1	1	1	0	QUANTITY_REFERENT_OR_PART_NAME	amount or part can belong to recipe quantity or descriptive plant-part fields	0
G744-C055	pcheol	STATE	NA	MATERIA_OR_INGREDIENT	AMBIGUOUS_RECORD_CHANNEL	0	0	0	0	0	0	0	0	0	0	0	0	0	LEMMA_OR_INGREDIENT	material, preparation or inherited whole-ingredient role alone does not distinguish description from prescription	0
G744-C056	pcheol	STATE	NA	OPEN	OPEN	4	4	1	3	3	1	0	0	0	4	4	1	0	UNASSIGNED	no W2/W3 historical-channel anchor survives the clipped field	0
G744-C057	rain	SCALAR	II	PRESCRIPTIVE_RECIPE	PRESCRIPTIVE	3	3	3	1	1	1	1	0	0	0	0	0	0	INGREDIENT_OR_COMMAND_CONTENT	command/process passage plus ingredient, preparation, part or amount	0
G744-C058	rain	SCALAR	II	PRESCRIPTIVE_PROCESS	PRESCRIPTIVE	0	0	0	0	0	0	0	0	0	0	0	0	0	INGREDIENT_OR_PROCESS_COMPLEMENT	command/process passage without a locally typed object	0
G744-C059	rain	SCALAR	II	DESCRIPTIVE_MATERIA	DESCRIPTIVE	5	5	5	3	3	3	1	1	5	3	3	3	1	LEMMA_OR_DESCRIPTIVE_CONTENT	quality or state plus substance, preparation or plant-part carrier	0
G744-C060	rain	SCALAR	II	DESCRIPTIVE_QUALITY	DESCRIPTIVE	1	1	1	1	1	1	0	0	0	1	1	1	0	LEMMA_OR_DESCRIPTIVE_CONTENT	quality or state with lemma and carrier still open	0
G744-C061	rain	SCALAR	II	QUANTITY_OR_PART	AMBIGUOUS_BOUND_FIELD	0	0	0	0	0	0	0	0	0	0	0	0	0	QUANTITY_REFERENT_OR_PART_NAME	amount or part can belong to recipe quantity or descriptive plant-part fields	0
G744-C062	rain	SCALAR	II	MATERIA_OR_INGREDIENT	AMBIGUOUS_RECORD_CHANNEL	1	1	1	1	1	1	0	0	0	0	0	0	0	LEMMA_OR_INGREDIENT	material, preparation or inherited whole-ingredient role alone does not distinguish description from prescription	0
G744-C063	rain	SCALAR	II	OPEN	OPEN	4	3	1	3	3	1	0	0	0	5	4	1	0	UNASSIGNED	no W2/W3 historical-channel anchor survives the clipped field	0
G744-C064	rsheedy	STATE_RESULT	II	PRESCRIPTIVE_RECIPE	PRESCRIPTIVE	0	0	0	0	0	0	0	0	0	0	0	0	0	INGREDIENT_OR_COMMAND_CONTENT	command/process passage plus ingredient, preparation, part or amount	0
G744-C065	rsheedy	STATE_RESULT	II	PRESCRIPTIVE_PROCESS	PRESCRIPTIVE	0	0	0	0	0	0	0	0	0	0	0	0	0	INGREDIENT_OR_PROCESS_COMPLEMENT	command/process passage without a locally typed object	0
G744-C066	rsheedy	STATE_RESULT	II	DESCRIPTIVE_MATERIA	DESCRIPTIVE	1	1	1	1	1	1	0	0	0	1	1	1	0	LEMMA_OR_DESCRIPTIVE_CONTENT	quality or state plus substance, preparation or plant-part carrier	0
G744-C067	rsheedy	STATE_RESULT	II	DESCRIPTIVE_QUALITY	DESCRIPTIVE	0	0	0	0	0	0	0	0	0	0	0	0	0	LEMMA_OR_DESCRIPTIVE_CONTENT	quality or state with lemma and carrier still open	0
G744-C068	rsheedy	STATE_RESULT	II	QUANTITY_OR_PART	AMBIGUOUS_BOUND_FIELD	0	0	0	0	0	0	0	0	0	0	0	0	0	QUANTITY_REFERENT_OR_PART_NAME	amount or part can belong to recipe quantity or descriptive plant-part fields	0
G744-C069	rsheedy	STATE_RESULT	II	MATERIA_OR_INGREDIENT	AMBIGUOUS_RECORD_CHANNEL	0	0	0	0	0	0	0	0	0	0	0	0	0	LEMMA_OR_INGREDIENT	material, preparation or inherited whole-ingredient role alone does not distinguish description from prescription	0
G744-C070	rsheedy	STATE_RESULT	II	OPEN	OPEN	1	1	1	1	1	1	0	0	0	1	1	1	0	UNASSIGNED	no W2/W3 historical-channel anchor survives the clipped field	0
G744-C071	sain	SCALAR	II	PRESCRIPTIVE_RECIPE	PRESCRIPTIVE	1	1	1	1	1	1	0	0	0	1	1	1	0	INGREDIENT_OR_COMMAND_CONTENT	command/process passage plus ingredient, preparation, part or amount	0
G744-C072	sain	SCALAR	II	PRESCRIPTIVE_PROCESS	PRESCRIPTIVE	1	1	1	1	1	1	0	0	0	1	1	1	0	INGREDIENT_OR_PROCESS_COMPLEMENT	command/process passage without a locally typed object	0
G744-C073	sain	SCALAR	II	DESCRIPTIVE_MATERIA	DESCRIPTIVE	16	14	16	7	7	7	1	1	16	5	5	5	1	LEMMA_OR_DESCRIPTIVE_CONTENT	quality or state plus substance, preparation or plant-part carrier	0
G744-C074	sain	SCALAR	II	DESCRIPTIVE_QUALITY	DESCRIPTIVE	7	7	7	3	3	3	1	1	7	4	3	4	1	LEMMA_OR_DESCRIPTIVE_CONTENT	quality or state with lemma and carrier still open	0
G744-C075	sain	SCALAR	II	QUANTITY_OR_PART	AMBIGUOUS_BOUND_FIELD	3	3	3	3	3	3	1	1	3	3	3	3	1	QUANTITY_REFERENT_OR_PART_NAME	amount or part can belong to recipe quantity or descriptive plant-part fields	0
G744-C076	sain	SCALAR	II	MATERIA_OR_INGREDIENT	AMBIGUOUS_RECORD_CHANNEL	1	1	1	0	0	0	0	0	0	0	0	0	0	LEMMA_OR_INGREDIENT	material, preparation or inherited whole-ingredient role alone does not distinguish description from prescription	0
G744-C077	sain	SCALAR	II	OPEN	OPEN	24	15	1	19	12	1	0	0	0	20	12	1	0	UNASSIGNED	no W2/W3 historical-channel anchor survives the clipped field	0
G744-C078	skaiin	SCALAR	III	PRESCRIPTIVE_RECIPE	PRESCRIPTIVE	0	0	0	0	0	0	0	0	0	0	0	0	0	INGREDIENT_OR_COMMAND_CONTENT	command/process passage plus ingredient, preparation, part or amount	0
G744-C079	skaiin	SCALAR	III	PRESCRIPTIVE_PROCESS	PRESCRIPTIVE	0	0	0	0	0	0	0	0	0	0	0	0	0	INGREDIENT_OR_PROCESS_COMPLEMENT	command/process passage without a locally typed object	0
G744-C080	skaiin	SCALAR	III	DESCRIPTIVE_MATERIA	DESCRIPTIVE	1	1	1	0	0	0	0	0	0	0	0	0	0	LEMMA_OR_DESCRIPTIVE_CONTENT	quality or state plus substance, preparation or plant-part carrier	0
G744-C081	skaiin	SCALAR	III	DESCRIPTIVE_QUALITY	DESCRIPTIVE	0	0	0	0	0	0	0	0	0	0	0	0	0	LEMMA_OR_DESCRIPTIVE_CONTENT	quality or state with lemma and carrier still open	0
G744-C082	skaiin	SCALAR	III	QUANTITY_OR_PART	AMBIGUOUS_BOUND_FIELD	0	0	0	0	0	0	0	0	0	0	0	0	0	QUANTITY_REFERENT_OR_PART_NAME	amount or part can belong to recipe quantity or descriptive plant-part fields	0
G744-C083	skaiin	SCALAR	III	MATERIA_OR_INGREDIENT	AMBIGUOUS_RECORD_CHANNEL	0	0	0	0	0	0	0	0	0	0	0	0	0	LEMMA_OR_INGREDIENT	material, preparation or inherited whole-ingredient role alone does not distinguish description from prescription	0
G744-C084	skaiin	SCALAR	III	OPEN	OPEN	2	2	1	1	1	1	0	0	0	1	1	1	0	UNASSIGNED	no W2/W3 historical-channel anchor survives the clipped field	0
