candidate_id	gdt744_field_id	patch_id	page	locus	target_surface	target_ordinal	field_channel	field_confidence_tier	candidate_ordinal	side	distance	candidate_surface	candidate_slot_class	default_role_de	positive_evidence	counterevidence	literal_identity	confirmed_lexeme	component_export_credit	candidate_deck_occurrences	candidate_deck_pages	cross_page_content_identity_gate
G744-U011	G744-F0026	G738-P0026	f105r	f105r.15	lkaiin	7	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	9	R	2	oteeol	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U012	G744-F0027	G738-P0027	f105v	f105v.7	lkaiin	2	PRESCRIPTIVE_RECIPE	F3_RECURRENT_COMPLETE_CONTEXT	6	R	4	okairody	INGREDIENT_OR_PROCESS_PASS_CONTENT	Zutat-/Verarbeitungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U013	G744-F0034	G738-P0034	f107r	f107r.28	lkaiin	9	DESCRIPTIVE_QUALITY	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	5	L	4	sheees	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U014	G744-F0037	G738-P0037	f107r	f107r.49	lkaiin	7	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	6	L	1	chtl	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	2	1	0
G744-U015	G744-F0037	G738-P0037	f107r	f107r.49	lkaiin	7	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	9	R	2	chtl	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	2	1	0
G744-U016	G744-F0040	G738-P0040	f107v	f107v.15	lkaiin	4	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	9	R	5	tarairy	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U017	G744-F0062	G738-P0062	f104r	f104r.13	lkain	5	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	8	R	3	okeeody	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U018	G744-F0065	G738-P0065	f107r	f107r.39	lkain	9	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	5	L	4	cheear	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U019	G744-F0065	G738-P0065	f107r	f107r.39	lkain	9	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	4	L	5	kchekain	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U020	G744-F0065	G738-P0065	f107r	f107r.39	lkain	9	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	11	R	2	oeedy	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U021	G744-F0075	G738-P0075	f111v	f111v.40	lkain	2	PRESCRIPTIVE_RECIPE	F3_RECURRENT_COMPLETE_CONTEXT	1	L	1	ykeeey	INGREDIENT_OR_COMMAND_CONTENT	Zutat-/Anweisungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U022	G744-F0084	G738-P0084	f76r	f76r.17	lkain	6	PRESCRIPTIVE_PROCESS	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	2	L	4	chckh	INGREDIENT_OR_PROCESS_PASS_CONTENT	Zutat-/Verarbeitungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U023	G744-F0088	G738-P0088	f103r	f103r.5	lkar	6	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	8	R	2	okalor	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U024	G744-F0092	G738-P0092	f104v	f104v.18	lkar	4	DESCRIPTIVE_QUALITY	F3_RECURRENT_COMPLETE_CONTEXT	1	L	3	dcheeoy	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U025	G744-F0100	G738-P0100	f111r	f111r.30	lkar	7	DESCRIPTIVE_QUALITY	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	4	L	3	chtar	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U026	G744-F0100	G738-P0100	f111r	f111r.30	lkar	7	DESCRIPTIVE_QUALITY	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	2	L	5	qokeechy	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U027	G744-F0113	G738-P0113	f86v3	f86v3.20	lkar	8	QUANTITY_OR_PART	F3_RECURRENT_COMPLETE_CONTEXT	6	L	2	qochey	QUANTITY_REFERENT_OR_PART_NAME	Mengenbezug-/Teilname offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U028	G744-F0113	G738-P0113	f86v3	f86v3.20	lkar	8	QUANTITY_OR_PART	F3_RECURRENT_COMPLETE_CONTEXT	5	L	3	ykeeody	QUANTITY_REFERENT_OR_PART_NAME	Mengenbezug-/Teilname offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U029	G744-F0127	G738-P0127	f77v	f77v.29	pcheol	6	QUANTITY_OR_PART	F3_RECURRENT_COMPLETE_CONTEXT	5	L	1	dsheedy	QUANTITY_REFERENT_OR_PART_NAME	Mengenbezug-/Teilname offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U030	G744-F0131	G738-P0131	f103r	f103r.8	rain	5	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	9	R	4	adchey	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U031	G744-F0135	G738-P0135	f115r	f115r.11	rain	8	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	7	L	1	qototeeey	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U032	G744-F0138	G738-P0138	f116r	f116r.19	rain	9	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	4	L	5	chetar	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U033	G744-F0160	G738-P0160	f111r	f111r.52	sain	8	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	6	L	2	qokeain	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U034	G744-F0160	G738-P0160	f111r	f111r.52	sain	8	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	12	R	4	alom	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U035	G744-F0169	G738-P0169	f113r	f113r.49	sain	1	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	2	R	1	cheeey	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U036	G744-F0170	G738-P0170	f114r	f114r.36	sain	8	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	6	L	2	qoeedaiin	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U037	G744-F0170	G738-P0170	f114r	f114r.36	sain	8	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	5	L	3	ykeodaiin	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U038	G744-F0178	G738-P0178	f76r	f76r.30	sain	11	DESCRIPTIVE_QUALITY	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	10	L	1	olky	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U039	G744-F0178	G738-P0178	f76r	f76r.30	sain	11	DESCRIPTIVE_QUALITY	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	7	L	4	dalaiin	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U040	G744-F0183	G738-P0183	f77r	f77r.14	sain	2	DESCRIPTIVE_QUALITY	F3_RECURRENT_COMPLETE_CONTEXT	3	R	1	sheeol	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U041	G744-F0198	G738-P0198	f86v3	f86v3.7	sain	1	DESCRIPTIVE_QUALITY	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	3	R	2	ytapy	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
G744-U042	G744-F0198	G738-P0198	f86v3	f86v3.7	sain	1	DESCRIPTIVE_QUALITY	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	4	R	3	odeeey	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	exact-reader V99R7 unknown inside a boundary-clipped, complete-template-backed historical field	cell identity and exact slot ownership remain unresolved; field membership does not identify a word	OPEN	0	0	1	1	0
