gdt744_field_id	gdt743_patch_id	gdt739_dispatch_id	patch_id	occurrence_id	page	locus	target_ordinal	surface	body	opaque_head_id	line_position	family	level	left_extent	right_extent	bounded_span_tokens	left_boundary_reason	right_boundary_reason	boundary_complete	strong_anchor_count	strong_anchor_surfaces	strong_anchor_tags	thermal_quality_conflict	moisture_quality_conflict	quality_conflict	strong_anchor_signature	strong_anchor_evidence	supplemental_whole_role_anchor_count	supplemental_whole_role_surfaces	raw_field_channel	w3_only_anchor_count	w3_only_anchor_signature	w3_only_field_channel	r2_anchor_count	r2_field_channel	unclipped_anchor_count	unclipped_field_channel	unresolved_candidate_count	unresolved_candidate_surfaces	gdt743_dimension_dispatch	gdt743_carrier_dispatch	gdt743_working_render_de	gdt743_specific_local_dispatch	field_scope	literal_lexeme_claimed	plaintext_clause_claimed	head_or_body_lexeme_credit	component_export_credit	unseen_form_export	surface_channel_occurrences	surface_channel_pages	surface_channel_anchor_signatures	complete_surface_channel_occurrences	complete_surface_channel_pages	complete_surface_channel_anchor_signatures	window_recurrence_gate	complete_template_gate	field_confidence_tier	template_backed_field_reading	exploratory_field_candidate	w3_only_complete_template_gate	w3_only_same_channel	w3_only_template_reading_retained	historical_mode	unresolved_content_slot_class	unresolved_slot_label_de	field_render_de	combined_target_field_render_de	combined_specific_dispatch
G744-F0011	G743-R0011	G739-D0011	G738-P0011	G737-O0155	f107v	f107v.12	2	lcheol	cheol	H4	MIDDLE	STATE	NA	1	4	5	LINE_EDGE_AFTER_R1	CURRENT_CLOSE_INCLUDED_R4	1	2	kaiin|qokeey	HOT|VALUE	0	0	0	L1@1:qokeey:HOT|VALUE|R2@4:kaiin:HOT|VALUE	L1 qokeey=heiß am Ende des Grades [HOT|VALUE;W3_SOLID_WORKING_THEORY] || R2 kaiin=heiß, Grad III [HOT|VALUE;W3_SOLID_WORKING_THEORY]	0	NONE	DESCRIPTIVE_QUALITY	2	L1@1:qokeey:HOT|VALUE|R2@4:kaiin:HOT|VALUE	DESCRIPTIVE_QUALITY	2	DESCRIPTIVE_QUALITY	3	PRESCRIPTIVE_RECIPE	0	NONE	QUALITY_STATE_AXIS_OPEN	OPEN	Statusfeld; Zustandsachse offen; Träger offen	0	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	2	2	2	2	2	2	1	1	F3_RECURRENT_COMPLETE_CONTEXT	1	0	1	1	1	DESCRIPTIVE	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	Materia-medica-Beschreibung: Lemma und Träger offen; Qualität=heiß; Statusfeld; Evidenz=voll begrenzt und auf mehreren Seiten wiederholt	Statusfeld; Zustandsachse offen; Träger offen ⟦Materia-medica-Beschreibung: Lemma und Träger offen; Qualität=heiß; Statusfeld; Evidenz=voll begrenzt und auf mehreren Seiten wiederholt⟧	1
G744-F0012	G743-R0012	G739-D0012	G738-P0012	G737-O0213	f111r	f111r.2	11	lcheol	cheol	H4	MIDDLE	STATE	NA	1	1	2	PRIOR_CLOSE_BEFORE_R2	LINE_EDGE_AFTER_R1	1	0	NONE	NONE	0	0	0	NONE	NONE	0	NONE	OPEN	0	NONE	OPEN	0	OPEN	1	DESCRIPTIVE_MATERIA	0	NONE	QUALITY_STATE_AXIS_OPEN	OPEN	Statusfeld; Zustandsachse offen; Träger offen	0	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	6	6	1	5	5	1	0	0	F0_OPEN	0	0	0	1	0	OPEN	UNASSIGNED	Inhaltsrolle offen	Mikrofeld: Kanal offen; keine starken historischen Feldanker	Statusfeld; Zustandsachse offen; Träger offen ⟦Mikrofeld: Kanal offen; keine starken historischen Feldanker⟧	0
G744-F0013	G743-R0013	G739-D0013	G738-P0013	G737-O0251	f111v	f111v.23	6	lcheol	cheol	H4	MIDDLE	STATE	NA	0	4	4	PRIOR_CLOSE_BEFORE_R1	STRICT_INITIAL_BEFORE_R5	1	0	NONE	NONE	0	0	0	NONE	NONE	0	NONE	OPEN	0	NONE	OPEN	0	OPEN	1	DESCRIPTIVE_MATERIA	0	NONE	QUALITY_STATE_AXIS_OPEN	PREPARATION	Statusfeld der Zubereitung; Zustandsachse offen	1	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	6	6	1	5	5	1	0	0	F0_OPEN	0	0	0	1	0	OPEN	UNASSIGNED	Inhaltsrolle offen	Mikrofeld: Kanal offen; keine starken historischen Feldanker	Statusfeld der Zubereitung; Zustandsachse offen ⟦Mikrofeld: Kanal offen; keine starken historischen Feldanker⟧	1
G744-F0014	G743-R0014	G739-D0014	G738-P0014	G737-O0321	f113v	f113v.6	2	lcheol	cheol	H4	MIDDLE	STATE	NA	1	2	3	LINE_EDGE_AFTER_R1	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	0	0	0	NONE	NONE	0	NONE	OPEN	0	NONE	OPEN	0	OPEN	0	OPEN	1	tcheolchy	QUALITY_STATE_AXIS_OPEN	OPEN	Statusfeld; Zustandsachse offen; Träger offen	0	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	6	6	1	5	5	1	0	0	F0_OPEN	0	0	0	1	0	OPEN	UNASSIGNED	Inhaltsrolle offen	Mikrofeld: Kanal offen; keine starken historischen Feldanker	Statusfeld; Zustandsachse offen; Träger offen ⟦Mikrofeld: Kanal offen; keine starken historischen Feldanker⟧	0
G744-F0015	G743-R0015	G739-D0015	G738-P0015	G737-O0632	f78v	f78v.17	4	lcheol	cheol	H4	MIDDLE	STATE	NA	1	0	1	PRIOR_CLOSE_BEFORE_R2	STRICT_INITIAL_BEFORE_R1	1	0	NONE	NONE	0	0	0	NONE	NONE	0	NONE	OPEN	0	NONE	OPEN	0	OPEN	1	PRESCRIPTIVE_RECIPE	0	NONE	QUALITY_STATE_AXIS_OPEN	OPEN	Statusfeld; Zustandsachse offen; Träger offen	0	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	6	6	1	5	5	1	0	0	F0_OPEN	0	0	0	1	0	OPEN	UNASSIGNED	Inhaltsrolle offen	Mikrofeld: Kanal offen; keine starken historischen Feldanker	Statusfeld; Zustandsachse offen; Träger offen ⟦Mikrofeld: Kanal offen; keine starken historischen Feldanker⟧	0
G744-F0016	G743-R0016	G739-D0016	G738-P0016	G737-O0649	f79r	f79r.34	1	lcheol	cheol	H4	FIRST	STATE	NA	0	1	1	LINE_EDGE_AFTER_R0	CURRENT_CLOSE_INCLUDED_R1	1	1	kchedy	CLOSE|DRY|HOT|VALUE	0	0	0	R1@2:kchedy:CLOSE|DRY|HOT|VALUE	R1 kchedy=heiß und trocken in der Mitte des Grades, abgeschlossen [CLOSE|DRY|HOT|VALUE;W3_SOLID_WORKING_THEORY]	0	NONE	DESCRIPTIVE_QUALITY	1	R1@2:kchedy:CLOSE|DRY|HOT|VALUE	DESCRIPTIVE_QUALITY	1	DESCRIPTIVE_QUALITY	2	DESCRIPTIVE_MATERIA	0	NONE	QUALITY_STATE_DRY_LOCAL	OPEN	Trockenstatus-Eintrag; Träger offen	1	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	2	2	2	2	2	2	1	1	F3_RECURRENT_COMPLETE_CONTEXT	1	0	1	1	1	DESCRIPTIVE	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	Materia-medica-Beschreibung: Lemma und Träger offen; Qualität=heiß+trocken; Statusfeld; Evidenz=voll begrenzt und auf mehreren Seiten wiederholt	Trockenstatus-Eintrag; Träger offen ⟦Materia-medica-Beschreibung: Lemma und Träger offen; Qualität=heiß+trocken; Statusfeld; Evidenz=voll begrenzt und auf mehreren Seiten wiederholt⟧	1
G744-F0017	G743-R0017	G739-D0017	G738-P0017	G737-O0650	f79r	f79r.37	1	lcheol	cheol	H4	FIRST	STATE	NA	0	5	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	0	NONE	NONE	0	0	0	NONE	NONE	0	NONE	OPEN	0	NONE	OPEN	0	OPEN	0	OPEN	0	NONE	QUALITY_STATE_AXIS_OPEN	OPEN	Status-Eintrag; Zustandsachse offen; Träger offen	0	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	6	6	1	5	5	1	0	0	F0_OPEN	0	0	0	1	0	OPEN	UNASSIGNED	Inhaltsrolle offen	Mikrofeld: Kanal offen; keine starken historischen Feldanker	Status-Eintrag; Zustandsachse offen; Träger offen ⟦Mikrofeld: Kanal offen; keine starken historischen Feldanker⟧	0
G744-F0018	G743-R0018	G739-D0018	G738-P0018	G737-O0760	f85r2	f85r2.23	2	lcheol	cheol	H4	MIDDLE	STATE	NA	1	3	4	LINE_EDGE_AFTER_R1	LINE_EDGE_AFTER_R3	1	0	NONE	NONE	0	0	0	NONE	NONE	0	NONE	OPEN	0	NONE	OPEN	0	OPEN	0	OPEN	1	sheoly	QUALITY_STATE_AXIS_OPEN	OPEN	Statusfeld; Zustandsachse offen; Träger offen	0	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	6	6	1	5	5	1	0	0	F0_OPEN	0	0	0	1	0	OPEN	UNASSIGNED	Inhaltsrolle offen	Mikrofeld: Kanal offen; keine starken historischen Feldanker	Statusfeld; Zustandsachse offen; Träger offen ⟦Mikrofeld: Kanal offen; keine starken historischen Feldanker⟧	0
G744-F0019	G743-R0019	G739-D0019	G738-P0019	G737-O0014	f103r	f103r.9	6	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	5	1	6	RADIUS5_CENSORED	STRICT_INITIAL_BEFORE_R2	0	1	cheal	DRY|MATERIAL|VALUE	0	0	0	L3@3:cheal:DRY|MATERIAL|VALUE	L3 cheal=Rohstoffklasse I, trocken in der Gradmitte [DRY|MATERIAL|VALUE;W3_SOLID_WORKING_THEORY]	0	NONE	DESCRIPTIVE_MATERIA	1	L3@3:cheal:DRY|MATERIAL|VALUE	DESCRIPTIVE_MATERIA	0	OPEN	2	DESCRIPTIVE_MATERIA	1	oteeos	OPEN_SCALAR	OPEN	Skalarstufe III; Dimension offen	0	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	11	8	11	6	5	6	1	1	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	0	1	1	1	DESCRIPTIVE	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	Materia-medica-Beschreibung: Lemma offen; Träger=Stoff; Qualität=trocken; Skala/Stufe III; Evidenz=voll begrenzte Vorlage wiederholt; dieser Feldrand >R5 offen	Skalarstufe III; Dimension offen ⟦Materia-medica-Beschreibung: Lemma offen; Träger=Stoff; Qualität=trocken; Skala/Stufe III; Evidenz=voll begrenzte Vorlage wiederholt; dieser Feldrand >R5 offen⟧	1
G744-F0020	G743-R0020	G739-D0020	G738-P0020	G737-O0030	f103r	f103r.52	9	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	4	1	5	PRIOR_CLOSE_BEFORE_R5	LINE_EDGE_AFTER_R1	1	1	qokeey	HOT|VALUE	0	0	0	L4@5:qokeey:HOT|VALUE	L4 qokeey=heiß am Ende des Grades [HOT|VALUE;W3_SOLID_WORKING_THEORY]	0	NONE	DESCRIPTIVE_QUALITY	1	L4@5:qokeey:HOT|VALUE	DESCRIPTIVE_QUALITY	0	OPEN	1	DESCRIPTIVE_QUALITY	2	chepchy|otalsy	OPEN_SCALAR	OPEN	Skalarstufe III; Dimension offen	0	EXACT_COMPLETE_TARGET_WHOLE_AT_ENUMERATED_CACHED_OCCURRENCE	0	0	0	0	0	4	3	4	2	2	2	1	1	F3_RECURRENT_COMPLETE_CONTEXT	1	0	1	1	1	DESCRIPTIVE	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	Materia-medica-Beschreibung: Lemma und Träger offen; Qualität=heiß; Skala/Stufe III; Evidenz=voll begrenzt und auf mehreren Seiten wiederholt	Skalarstufe III; Dimension offen ⟦Materia-medica-Beschreibung: Lemma und Träger offen; Qualität=heiß; Skala/Stufe III; Evidenz=voll begrenzt und auf mehreren Seiten wiederholt⟧	1
