page	locus	namespace_id	visible_kind	visible_owner	group_count	surface_sequence	atom_sequence	portable_card_reading_de	spoken_instruction_de	answer_slot_de	orientation_rule	crosspage_rule
f67r2	f67r2.12	F67_RIGHT_WHEEL_NS	RIGHT_CELESTIAL_WHEEL	A1_RIGHT_SECTOR_SLOT_12	2	ykees ykchos	YK | YK+KCH	bezeichnete Klasse oder Haus; bezeichnete Klasse oder Haus + KCH	Lies diesen sichtbaren Posten nur im gewählten Rad: bezeichnete Klasse oder Haus; bezeichnete Klasse oder Haus + KCH. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.13	F67_RIGHT_WHEEL_NS	RIGHT_CELESTIAL_WHEEL	A1_RIGHT_RING_BAND_01	4	opodchol s ain aldy	OP+OD+OL | S | AIN | AL	markiertes Paarfeld fortsetzen; Nebenwert; gezaehlter Teil oder Unterabschnitt; Zielsektor, Zielstern oder Zielfeld	Lies diesen sichtbaren Posten nur im gewählten Rad: markiertes Paarfeld fortsetzen; Nebenwert; gezaehlter Teil oder Unterabschnitt; Zielsektor, Zielstern oder Zielfeld. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.14	F67_RIGHT_WHEEL_NS	RIGHT_CELESTIAL_WHEEL	A1_RIGHT_RING_BAND_02	3	soeey doiin oldy	EE | IIN | OL	lange Tabellenstufe; Tabellenstufe; fortsetzen und den Eintrag schliessen	Lies diesen sichtbaren Posten nur im gewählten Rad: lange Tabellenstufe; Tabellenstufe; fortsetzen und den Eintrag schliessen. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.15	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_15	1	dolchsody	OL	im selben Ring, Band oder Satz fortsetzen	Lies diesen sichtbaren Posten nur im gewählten Rad: im selben Ring, Band oder Satz fortsetzen. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.16	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_16	4	odaeiin okoes oekain y	OD+IIN | OK | AIN | NONE	Arbeits- oder Bedingungsstufe markieren; Diagrammposten setzen oder aktivieren; gezaehlter Teil oder Unterabschnitt; dieser lokale Diagrammposten	Lies diesen sichtbaren Posten nur im gewählten Rad: Arbeits- oder Bedingungsstufe markieren; Diagrammposten setzen oder aktivieren; gezaehlter Teil oder Unterabschnitt; dieser lokale Diagrammposten. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.17	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_17	3	otchey soraiir dy	OT | OR | NONE	naechster Diagrammposten; Bedingungs-, Tabellen- oder Wahlansatz; dieser lokale Diagrammposten	Lies diesen sichtbaren Posten nur im gewählten Rad: naechster Diagrammposten; Bedingungs-, Tabellen- oder Wahlansatz; dieser lokale Diagrammposten. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.18	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_18	3	qopchy daiin dal	OP+CH+Y | AIIN | AL	aktueller Zustand des Paarfelds; Sollwert; Ziel	Lies diesen sichtbaren Posten nur im gewählten Rad: aktueller Zustand des Paarfelds; Sollwert; Ziel. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.19	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_19	4	ydchos ain ar amy	YD+HO | AIN | AR | AM+Y	Eingangsposten der aktiven Zeile; gezaehlter Teil oder Unterabschnitt; Ausgangssektor, Ursprung oder Bezugswert; aktueller Aspekt	Lies diesen sichtbaren Posten nur im gewählten Rad: Eingangsposten der aktiven Zeile; gezaehlter Teil oder Unterabschnitt; Ausgangssektor, Ursprung oder Bezugswert; aktueller Aspekt. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.20	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_20	2	chocfhy saral	HO | AR+AL	Himmelsobjekt oder Eingangsbedingung; von Quelle zum Ziel	Lies diesen sichtbaren Posten nur im gewählten Rad: Himmelsobjekt oder Eingangsbedingung; von Quelle zum Ziel. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.21	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_21	3	sain am ar	AIN | AM | AR	Portion; ASPEKT; Ausgangssektor, Ursprung oder Bezugswert	Lies diesen sichtbaren Posten nur im gewählten Rad: Portion; ASPEKT; Ausgangssektor, Ursprung oder Bezugswert. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.22	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_22	1	okal	OK+AL	am Zielplatz setzen	Lies diesen sichtbaren Posten nur im gewählten Rad: am Zielplatz setzen. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.23	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_23	2	oparchy salsain	OP+AR | AL+AIN	Quelle des Paarfelds; Ziel + Portion	Lies diesen sichtbaren Posten nur im gewählten Rad: Quelle des Paarfelds; Ziel + Portion. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.24	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_24	3	sodar ofar ar	AR | AR | AR	Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert	Lies diesen sichtbaren Posten nur im gewählten Rad: Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.25	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_25	1	ydam	YD+AM	Aspekt der aktiven Zeile	Lies diesen sichtbaren Posten nur im gewählten Rad: Aspekt der aktiven Zeile. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.26	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_26	3	yteoor yto ykor	YT+OR | YT | YK+OR	bezeichneter Platz oder Phase + OR; bezeichneter Platz oder Phase; bezeichnete Klasse oder Haus + OR	Lies diesen sichtbaren Posten nur im gewählten Rad: bezeichneter Platz oder Phase + OR; bezeichneter Platz oder Phase; bezeichnete Klasse oder Haus + OR. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.27	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_27	4	okeo r aiin am	OK | R | AIIN | AM	Diagrammposten setzen oder aktivieren; Bezugswert; Sollwert oder Grad des bezeichneten Himmelsplatzes; ASPEKT	Lies diesen sichtbaren Posten nur im gewählten Rad: Diagrammposten setzen oder aktivieren; Bezugswert; Sollwert oder Grad des bezeichneten Himmelsplatzes; ASPEKT. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.28	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_28	2	okain am	OK+AIN | AM	einen gezaehlten Teilwert zugeben; ASPEKT	Lies diesen sichtbaren Posten nur im gewählten Rad: einen gezaehlten Teilwert zugeben; ASPEKT. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.29	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_29	2	ytody saiin	YT+OD+Y | AIIN	diesen Platz eintragen; Sollwert	Lies diesen sichtbaren Posten nur im gewählten Rad: diesen Platz eintragen; Sollwert. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.30	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_30	2	ochol olol	HO | OL+OL	im selben Ring, Band oder Satz fortsetzen; im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen	Lies diesen sichtbaren Posten nur im gewählten Rad: im selben Ring, Band oder Satz fortsetzen; im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.31	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_31	1	opcholdy	OP+OL+DY	Paarfeld fortsetzen und festhalten	Lies diesen sichtbaren Posten nur im gewählten Rad: Paarfeld fortsetzen und festhalten. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.32	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_32	4	dosar odas air alaiin	AR | OD | AIR | AL+AIIN	Ausgangssektor, Ursprung oder Bezugswert; Nebenwert markieren; Himmels-, Ring- oder Zeigerlauf; Ziel-Sollwert	Lies diesen sichtbaren Posten nur im gewählten Rad: Ausgangssektor, Ursprung oder Bezugswert; Nebenwert markieren; Himmels-, Ring- oder Zeigerlauf; Ziel-Sollwert. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.33	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_33	3	dokan oear odal	OK | AR | OD+AL	Diagrammposten setzen oder aktivieren; Ausgangssektor, Ursprung oder Bezugswert; Ziel markieren	Lies diesen sichtbaren Posten nur im gewählten Rad: Diagrammposten setzen oder aktivieren; Ausgangssektor, Ursprung oder Bezugswert; Ziel markieren. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.34	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_34	2	ofar oeoldan	AR | OL	Ausgangssektor, Ursprung oder Bezugswert; im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden	Lies diesen sichtbaren Posten nur im gewählten Rad: Ausgangssektor, Ursprung oder Bezugswert; im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.35	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_35	3	chol giin okol	HO | G+IIN | OK+OL	im selben Ring oder Band fortsetzen; Gradstufe; Fortsetzung aktivieren	Lies diesen sichtbaren Posten nur im gewählten Rad: im selben Ring oder Band fortsetzen; Gradstufe; Fortsetzung aktivieren. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.36	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_36	3	ytor daiin or	YT+OR | AIIN | OR	bezeichneter Platz oder Phase + OR; Sollwert; Bedingungs- oder Tabellensatz	Lies diesen sichtbaren Posten nur im gewählten Rad: bezeichneter Platz oder Phase + OR; Sollwert; Bedingungs- oder Tabellensatz. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.37	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_37	1	ytoaiin	YT+AIIN	bezeichneter Platz oder Phase + AIIN	Lies diesen sichtbaren Posten nur im gewählten Rad: bezeichneter Platz oder Phase + AIIN. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
f67r2	f67r2.38	F67_LEFT_WHEEL_NS	LEFT_CELESTIAL_WHEEL	A1_LEFT_LOCAL_FIELD_38	2	otoldos octhole	OT+OL | CTH+OL	als nächstes fortsetzen; lokaler DOS-Status; Bereitwert + Fortsetzen	Lies diesen sichtbaren Posten nur im gewählten Rad: als nächstes fortsetzen; lokaler DOS-Status; Bereitwert + Fortsetzen. Notiere das Ergebnis als lokalen Wert dieser Adresse.	LOKALER_BEDINGUNGS_ODER_NACHSCHLAGEWERT	DIREKTE_SICHTADRESSE__KEINE_ERFUNDENE_REIHENFOLGE	KEIN_F68_F69_SCHLUESSEL__MEISTER_KANN_WERTE_IM_AUFTRAG_ZUSAMMENSTELLEN
