held_page	global_running_event_id	source_event_id	surface	component_recipe	atom_count	other_surface_pages	other_recipe_pages	unsupported_atoms	unsupported_portable_atoms	unsupported_local_atoms	adjacent_pair_count	supported_adjacent_pair_count	unsupported_adjacent_pairs	longest_other_page_span_max4	leave_one_page_replay_class
f1r	G407-E0022	G404-E0022	syaiir	S+Y+IIN+R	4	NONE	NONE	NONE	NONE	NONE	3	2	Y+IIN	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f1r	G407-E0023	G404-E0023	sheky	SH+E+K+Y	4	f71v|f82r	f71v|f82r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0024	G404-E0024	or	OR	1	f10r|f17r|f18r|f24v|f55v|f67r2|f71v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f17r|f18r|f24v|f55v|f67r2|f71v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0025	G404-E0025	ykaiin	Y+K+AIIN	3	f55v|f81v	f55v|f77r|f81v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0026	G404-E0026	shod	SH+O+D_ADDR	3	f24v	f24v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0027	G404-E0027	cthoary	CH+T+O+AR+Y	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0028	G404-E0028	cthes	CH+T+E+S	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0029	G404-E0029	daraiin	D_ADDR+AR+AIIN	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0030	G404-E0030	sy	Y	1	f67r2|f75r|f83r|f89r	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0031	G404-E0031	soiin	S+O+IIN	3	f81r	f76r|f81r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0032	G404-E0032	oteey	OT+EE+Y	3	f71v|f72r|f76r|f81r|f82r	f71v|f72r|f75r|f76r|f77r|f81r|f82r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0033	G404-E0033	oteos	OT+E+O+S_ADDR	4	f72r|f89r	f72r|f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0034	G404-E0034	roloty	R+OL+OT+Y	4	NONE	NONE	NONE	NONE	NONE	3	2	OL+OT	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f1r	G407-E0035	G404-E0035	cthiar	CH+T+LOCAL_CHAR_I+AR	4	NONE	NONE	NONE	NONE	NONE	3	1	T+LOCAL_CHAR_I|LOCAL_CHAR_I+AR	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f1r	G407-E0036	G404-E0036	daiin	AIIN	1	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0037	G404-E0037	okaiin	OK+AIIN	2	f17r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f88r|f95v	f17r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0038	G404-E0038	or	OR	1	f10r|f17r|f18r|f24v|f55v|f67r2|f71v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f17r|f18r|f24v|f55v|f67r2|f71v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0039	G404-E0039	okan	OK+AN	2	NONE	f75r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_RECIPE_FROM_OTHER_PAGE
f1r	G407-E0040	G404-E0040	sair	S+AIR	2	f83r	f83r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0041	G404-E0041	y	Y	1	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f76r|f77r|f81r|f81v|f88v|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0042	G404-E0042	chear	CH+E+AR	3	f17r|f24v|f76r|f88r	f17r|f24v|f76r|f88r|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0043	G404-E0043	cthaiin	CH+T+AIIN	3	f10r|f18r	f10r|f18r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0044	G404-E0044	cphar	CH+P+AR	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0045	G404-E0045	cfhaiin	CH+LOCAL_CHAR_F+AIIN	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0046	G404-E0046	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	7	NONE	NONE	NONE	NONE	NONE	6	5	LOCAL_CHAR_I+SH	3	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f1r	G407-E0047	G404-E0047	odar	O+D_ADDR+AR	3	f75r	f17r|f72r|f75r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0048	G404-E0048	shol	SH+OL	2	f13r|f17r|f24v|f56r|f72r|f76r|f77r|f81r|f81v|f83r|f95v	f13r|f17r|f24v|f56r|f72r|f76r|f77r|f81r|f81v|f83r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0049	G404-E0049	cphoy	CH+P+O+Y	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0050	G404-E0050	oydar	O+Y+D_ADDR+AR	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0051	G404-E0051	sh	SH	1	f24v|f56r|f77r	f24v|f56r|f77r	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0052	G404-E0052	s	S	1	f11r|f13r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f11r|f13r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0053	G404-E0053	cfhoaiin	CH+LOCAL_CHAR_F+O+AIIN	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0054	G404-E0054	shodary	SH+O+D_ADDR+AR+Y	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0055	G404-E0055	yshey	Y+SH+E+Y	4	f67r2|f76r|f81v	f67r2|f76r|f81v	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0056	G404-E0056	shody	SH+O+DY	3	f77r|f89r|f95v	f77r|f89r|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0057	G404-E0057	okchoy	OK+CH+O+Y	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0058	G404-E0058	otchol	OT+CH+OL	3	f13r|f17r|f24v|f88r|f89r	f10r|f13r|f17r|f24v|f88r|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0059	G404-E0059	chocthy	CH+O+CH+T+Y	5	f10r	f10r	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0060	G404-E0060	os	OS	1	f10r|f55v|f67r2|f72r	f10r|f55v|f67r2|f72r	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0061	G404-E0061	chy	Y	1	f10r|f11r|f17r|f56r|f72r|f75r|f76r|f77r|f81v|f88r|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0062	G404-E0062	dain	AIN	1	f10r|f11r|f18r|f67r2|f75r|f76r|f81r|f81v|f83r|f88v|f89r|f95v	f10r|f11r|f18r|f55v|f67r2|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0063	G404-E0063	chor	CH+OR	2	f10r|f13r|f17r|f18r|f24v|f56r|f88r|f88v|f89r	f10r|f13r|f17r|f18r|f24v|f56r|f88r|f88v|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0064	G404-E0064	kos	K+O+S	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0065	G404-E0065	daiin	AIIN	1	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0066	G404-E0066	shos	SH+O+S	3	f95v	f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0067	G404-E0067	cfhol	CH+LOCAL_CHAR_F+OL	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0068	G404-E0068	shody	SH+O+DY	3	f77r|f89r|f95v	f77r|f89r|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0069	G404-E0069	dain	AIN	1	f10r|f11r|f18r|f67r2|f75r|f76r|f81r|f81v|f83r|f88v|f89r|f95v	f10r|f11r|f18r|f55v|f67r2|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0070	G404-E0070	os	OS	1	f10r|f55v|f67r2|f72r	f10r|f55v|f67r2|f72r	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0071	G404-E0071	teody	T+E+O+DY	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0072	G404-E0072	ydain	Y+AIN	2	f75r	f75r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0073	G404-E0073	cphesaiin	CH+P+E+S+AIIN	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0074	G404-E0074	ols	OL+S	2	f83r	f83r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0075	G404-E0075	cphey	CH+P+E+Y	4	f77r	f77r|f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0076	G404-E0076	ytain	Y+T+AIN	3	f75r|f76r	f75r|f76r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0077	G404-E0077	shoshy	SH+O+SH+Y	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0078	G404-E0078	cphodal	CH+P+O+D_ADDR+AL	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0079	G404-E0079	es	E+S	2	f67r2	f67r2	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0080	G404-E0080	oksho	OK+SH+O	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0081	G404-E0081	kshoy	K+SH+O+Y	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0082	G404-E0082	otairin	OT+AIR+IIN	3	NONE	NONE	NONE	NONE	NONE	2	0	OT+AIR|AIR+IIN	1	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f1r	G407-E0083	G404-E0083	oteol	OT+E+OL	3	f72r|f81r|f88v	f72r|f81r|f88v|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0084	G404-E0084	okan	OK+AN	2	NONE	f75r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_RECIPE_FROM_OTHER_PAGE
f1r	G407-E0085	G404-E0085	shodain	SH+O+D_ADDR+AIN	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0086	G404-E0086	sckhey	S+CH+K+E+Y	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0087	G404-E0087	daiin	AIIN	1	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0088	G404-E0088	shoy	SH+O+Y	3	f88r|f88v	f88r|f88v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0089	G404-E0089	ckhey	CH+K+E+Y	4	f75r|f88r	f55v|f72r|f75r|f81v|f83r|f88r|f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0090	G404-E0090	kodaiin	K+O+D_ADDR+AIIN	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0091	G404-E0091	cphy	CH+P+Y	3	f11r	f11r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0092	G404-E0092	cphodaiils	CH+P+O+D_ADDR+AIIN+L+S	7	NONE	NONE	NONE	NONE	NONE	6	5	AIIN+L	3	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f1r	G407-E0093	G404-E0093	cthey	CH+T+E+Y	4	f17r|f72r|f89r	f17r|f72r|f76r|f82r|f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0094	G404-E0094	sho	SH+O	2	f24v|f56r|f72r	f24v|f56r|f72r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0095	G404-E0095	oldain	OL+AIN	2	f89r	f76r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0096	G404-E0096	d	D_ADDR	1	f11r|f13r|f17r|f56r|f72r|f77r|f82r	f11r|f13r|f17r|f56r|f72r|f77r|f82r	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0097	G404-E0097	dain	AIN	1	f10r|f11r|f18r|f67r2|f75r|f76r|f81r|f81v|f83r|f88v|f89r|f95v	f10r|f11r|f18r|f55v|f67r2|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0098	G404-E0098	oiin	O+IIN	2	f13r|f67r2|f72r|f81v	f13r|f67r2|f72r|f76r|f77r|f81v|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0099	G404-E0099	chol	OL	1	f10r|f11r|f13r|f17r|f18r|f24v|f56r|f67r2|f72r|f76r|f77r|f81r|f88r|f89r	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0100	G404-E0100	odaiin	O+D_ADDR+AIIN	3	f10r|f24v|f81r|f88v|f95v	f10r|f24v|f81r|f88v|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0101	G404-E0101	chodain	CH+O+D_ADDR+AIN	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0102	G404-E0102	chdy	CHD+Y	2	f56r|f75r|f76r|f77r|f81v|f82r|f83r|f95v	f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0103	G404-E0103	okain	OK+AIN	2	f18r|f76r|f81r|f81v|f82r|f83r|f95v	f18r|f55v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0104	G404-E0104	dn	D_ADDR+AN	2	NONE	NONE	NONE	NONE	NONE	1	1	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0105	G404-E0105	cthy	CH+T+Y	3	f10r|f11r|f17r|f18r|f56r	f10r|f11r|f17r|f18r|f56r|f75r|f76r|f81r|f83r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0106	G404-E0106	kod	K+O+D_ADDR	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0107	G404-E0107	daiin	AIIN	1	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0108	G404-E0108	shckhey	SH+CH+K+E+Y	5	f82r|f83r	f82r|f83r	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0109	G404-E0109	eo	E+O	2	NONE	NONE	NONE	NONE	NONE	1	1	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f1r	G407-E0110	G404-E0110	r	R	1	f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f1r	G407-E0111	G404-E0111	char	AR	1	f10r|f75r|f82r|f95v	f10r|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
