held_page	surface	held_event_count	held_recipe_count	held_recipes	exact_surface_other_pages	exact_recipe_other_pages	surface_portability	recipe_portability
f1r	chor	2	1	CH+OR	f10r|f13r|f17r|f18r|f24v|f56r|f88r|f88v|f89r	f10r|f13r|f17r|f18r|f24v|f56r|f88r|f88v|f89r	CROSS_PAGE	CROSS_PAGE
f1r	chotey	1	1	CH+OT+E+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	choty	1	1	CH+OT+Y	f11r|f56r|f72r	f11r|f56r|f72r	CROSS_PAGE	CROSS_PAGE
f1r	chtaiin	1	1	CH+T+AIIN	NONE	f10r|f18r	PAGE_PRIVATE	CROSS_PAGE
f1r	chtor	1	1	CH+T+OR	NONE	f10r|f18r	PAGE_PRIVATE	CROSS_PAGE
f1r	chy	2	1	Y	f10r|f11r|f17r|f56r|f72r|f75r|f76r|f77r|f81v|f88r|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	ckhar	1	1	CH+K+AR	NONE	f72r|f75r	PAGE_PRIVATE	CROSS_PAGE
f1r	ckhey	2	1	CH+K+E+Y	f75r|f88r	f55v|f72r|f75r|f81v|f83r|f88r|f89r	CROSS_PAGE	CROSS_PAGE
f1r	ckhyds	1	1	CH+K+Y+D_ADDR+S	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	cphar	1	1	CH+P+AR	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	cphealy	1	1	CH+P+E+AL+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	cphesaiin	1	1	CH+P+E+S+AIIN	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	cphey	1	1	CH+P+E+Y	f77r	f77r|f89r	CROSS_PAGE	CROSS_PAGE
f1r	cpho	1	1	CH+P+O	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	cphodaiils	1	1	CH+P+O+D_ADDR+AIIN+L+S	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	cphodal	1	1	CH+P+O+D_ADDR+AL	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	cphoy	1	1	CH+P+O+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	cphy	1	1	CH+P+Y	f11r	f11r	CROSS_PAGE	CROSS_PAGE
f1r	cthaiin	1	1	CH+T+AIIN	f10r|f18r	f10r|f18r	CROSS_PAGE	CROSS_PAGE
f1r	cthal	1	1	CH+T+AL	f18r|f83r	f18r|f83r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	cthar	3	1	CH+T+AR	f17r|f18r|f76r	f17r|f18r|f76r	CROSS_PAGE	CROSS_PAGE
f1r	cthes	1	1	CH+T+E+S	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	cthey	1	1	CH+T+E+Y	f17r|f72r|f89r	f17r|f72r|f76r|f82r|f89r	CROSS_PAGE	CROSS_PAGE
f1r	cthiar	1	1	CH+T+LOCAL_CHAR_I+AR	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	cthoary	1	1	CH+T+O+AR+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	cthol	1	1	CH+T+OL	f18r|f56r|f82r|f88r	f18r|f56r|f82r|f88r	CROSS_PAGE	CROSS_PAGE
f1r	ctholdar	1	1	CH+T+OL+D_ADDR+AR	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	cthols	1	1	CH+T+OL+S	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	cthres	1	1	CH+T+R+E+S	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	cthy	3	1	CH+T+Y	f10r|f11r|f17r|f18r|f56r	f10r|f11r|f17r|f18r|f56r|f75r|f76r|f81r|f83r	CROSS_PAGE	CROSS_PAGE
f1r	d	2	1	D_ADDR	f11r|f13r|f17r|f56r|f72r|f77r|f82r	f11r|f13r|f17r|f56r|f72r|f77r|f82r	CROSS_PAGE	CROSS_PAGE
f1r	daiiin	1	1	DA+IIN	f17r|f77r|f83r|f89r	f17r|f77r|f83r|f89r	CROSS_PAGE	CROSS_PAGE
f1r	daiin	7	1	AIIN	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	dain	6	1	AIN	f10r|f11r|f18r|f67r2|f75r|f76r|f81r|f81v|f83r|f88v|f89r|f95v	f10r|f11r|f18r|f55v|f67r2|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	daiy	1	1	D_ADDR+A_ADDR+LOCAL_CHAR_I+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	dal	2	1	AL	f18r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	dan	1	1	AIN	NONE	f10r|f11r|f18r|f55v|f67r2|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f89r|f95v	PAGE_PRIVATE	CROSS_PAGE
f1r	dar	4	1	D_ADDR+AR	f10r|f13r|f17r|f18r|f24v|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f13r|f17r|f18r|f24v|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	daraiin	1	1	D_ADDR+AR+AIIN	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	dchaiin	1	1	D_ADDR+CH+AIIN	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	dchar	1	1	D_ADDR+CH+AR	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	dcheo	1	1	D_ADDR+CH+E+O	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	dloo	1	1	D_ADDR+L+O+O	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	dn	1	1	D_ADDR+AN	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	dydyd	1	1	Y+DY+D_LABEL	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	eo	2	1	E+O	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	es	1	1	E+S	f67r2	f67r2	CROSS_PAGE	CROSS_PAGE
f1r	fachys	1	1	LOCAL_CHAR_F+A_ADDR+CH+Y+S	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	far	1	1	LOCAL_CHAR_F+AR	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	kaiin	2	1	K+AIIN	f71v|f81r|f81v	f71v|f81r|f81v	CROSS_PAGE	CROSS_PAGE
f1r	kair	1	1	K+AIR	f81v	f81v	CROSS_PAGE	CROSS_PAGE
f1r	kchy	1	1	K+Y	f11r|f13r	f11r|f13r|f76r|f81v|f89r	CROSS_PAGE	CROSS_PAGE
f1r	kdchy	1	1	K+D_ADDR+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	keey	2	1	K+EE+Y	f56r|f71v|f72r|f76r|f89r	f56r|f71v|f72r|f76r|f89r	CROSS_PAGE	CROSS_PAGE
f1r	kod	1	1	K+O+D_ADDR	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	kodaiin	1	1	K+O+D_ADDR+AIIN	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	kodshey	1	1	K+O+D_ADDR+SH+E+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	koeam	1	1	K+O+E+AM_ADDR	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	kokaiin	1	1	K+OK+AIIN	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	kol	1	1	K+OL	f72r|f75r	f11r|f13r|f56r|f72r|f75r	CROSS_PAGE	CROSS_PAGE
f1r	kor	2	1	K+OR	f88r	f76r|f88r	CROSS_PAGE	CROSS_PAGE
f1r	kos	1	1	K+O+S	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	koshey	1	1	K+O+SH+E+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	kshoy	1	1	K+SH+O+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	kshy	1	1	K+SH+Y	f11r	f11r	CROSS_PAGE	CROSS_PAGE
f1r	o	1	1	O	f10r|f17r|f24v|f56r|f72r|f75r|f76r|f83r|f89r	f10r|f17r|f24v|f56r|f72r|f75r|f76r|f77r|f83r|f89r	CROSS_PAGE	CROSS_PAGE
f1r	ochol	1	1	O+OL	f67r2	f67r2	CROSS_PAGE	CROSS_PAGE
f1r	odaiin	1	1	O+D_ADDR+AIIN	f10r|f24v|f81r|f88v|f95v	f10r|f24v|f81r|f88v|f95v	CROSS_PAGE	CROSS_PAGE
f1r	odar	1	1	O+D_ADDR+AR	f75r	f17r|f72r|f75r	CROSS_PAGE	CROSS_PAGE
f1r	oiin	1	1	O+IIN	f13r|f67r2|f72r|f81v	f13r|f67r2|f72r|f76r|f77r|f81v|f89r	CROSS_PAGE	CROSS_PAGE
f1r	ok	1	1	OK	f24v|f75r	f24v|f56r|f75r	CROSS_PAGE	CROSS_PAGE
f1r	okaiin	1	1	OK+AIIN	f17r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f88r|f95v	f17r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	okaiir	1	1	OK+IIN+R	f72r	f72r	CROSS_PAGE	CROSS_PAGE
f1r	okain	1	1	OK+AIN	f18r|f76r|f81r|f81v|f82r|f83r|f95v	f18r|f55v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	okan	2	1	OK+AN	NONE	f75r|f95v	PAGE_PRIVATE	CROSS_PAGE
f1r	okchey	1	1	OK+Y	f13r	f10r|f13r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	okchoy	1	1	OK+CH+O+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	okeey	1	1	OK+EE+Y	f68r1|f71v|f72r|f75r|f76r|f81r|f81v|f89r	f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	okol	1	1	OK+OL	f24v|f67r2|f71v|f88r|f88v	f10r|f11r|f17r|f18r|f24v|f56r|f67r2|f71v|f77r|f81r|f83r|f88r|f88v|f89r	CROSS_PAGE	CROSS_PAGE
f1r	oksho	1	1	OK+SH+O	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	oky	1	1	OK+Y	f10r|f55v|f76r|f81r|f81v|f82r|f88r|f89r	f10r|f13r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	oldain	1	1	OL+AIN	f89r	f76r|f89r	CROSS_PAGE	CROSS_PAGE
f1r	ols	1	1	OL+S	f83r	f83r	CROSS_PAGE	CROSS_PAGE
f1r	or	4	1	OR	f10r|f17r|f18r|f24v|f55v|f67r2|f71v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f17r|f18r|f24v|f55v|f67r2|f71v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	os	2	1	OS	f10r|f55v|f67r2|f72r	f10r|f55v|f67r2|f72r	CROSS_PAGE	CROSS_PAGE
f1r	otairin	1	1	OT+AIR+IIN	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	otchol	1	1	OT+CH+OL	f13r|f17r|f24v|f88r|f89r	f10r|f13r|f17r|f24v|f88r|f89r	CROSS_PAGE	CROSS_PAGE
f1r	oteey	1	1	OT+EE+Y	f71v|f72r|f76r|f81r|f82r	f71v|f72r|f75r|f76r|f77r|f81r|f82r	CROSS_PAGE	CROSS_PAGE
f1r	oteol	1	1	OT+E+OL	f72r|f81r|f88v	f72r|f81r|f88v|f89r	CROSS_PAGE	CROSS_PAGE
f1r	oteos	1	1	OT+E+O+S_ADDR	f72r|f89r	f72r|f89r	CROSS_PAGE	CROSS_PAGE
f1r	otol	1	1	OT+OL	f10r|f11r|f24v|f75r|f88v|f89r	f10r|f11r|f24v|f75r|f77r|f88v|f89r	CROSS_PAGE	CROSS_PAGE
f1r	oydar	1	1	O+Y+D_ADDR+AR	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	pshol	1	1	P+SH+OL	f89r	f89r	CROSS_PAGE	CROSS_PAGE
f1r	pydeey	1	1	P+Y+D_ADDR+EE+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	r	1	1	R	f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	CROSS_PAGE	CROSS_PAGE
f1r	ro	1	1	R+O	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	roloty	1	1	R+OL+OT+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	s	1	1	S	f11r|f13r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f11r|f13r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	sair	1	1	S+AIR	f83r	f83r	CROSS_PAGE	CROSS_PAGE
f1r	sckhey	1	1	S+CH+K+E+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	sh	1	1	SH	f24v|f56r|f77r	f24v|f56r|f77r	CROSS_PAGE	CROSS_PAGE
f1r	shaiin	1	1	SH+AIIN	f13r|f18r	f13r|f18r	CROSS_PAGE	CROSS_PAGE
f1r	shar	1	1	SH+AR	f89r|f95v	f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	shckhey	1	1	SH+CH+K+E+Y	f82r|f83r	f82r|f83r	CROSS_PAGE	CROSS_PAGE
f1r	shcthaiin	1	1	SH+CH+T+AIIN	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	she	1	1	SH+E	f71v	f71v	CROSS_PAGE	CROSS_PAGE
f1r	shear	1	1	SH+E+AR	f72r|f76r|f77r|f88r	f72r|f76r|f77r|f88r	CROSS_PAGE	CROSS_PAGE
f1r	sheky	1	1	SH+E+K+Y	f71v|f82r	f71v|f82r	CROSS_PAGE	CROSS_PAGE
f1r	sheo	1	1	SH+E+O	f71v|f88v|f89r	f71v|f88v|f89r	CROSS_PAGE	CROSS_PAGE
f1r	shey	3	1	SH+E+Y	f11r|f13r|f68r1|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r	f11r|f13r|f68r1|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	sho	3	1	SH+O	f24v|f56r|f72r	f24v|f56r|f72r	CROSS_PAGE	CROSS_PAGE
f1r	shoaiin	1	1	SH+O+AIIN	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	shod	1	1	SH+O+D_ADDR	f24v	f24v	CROSS_PAGE	CROSS_PAGE
f1r	shodain	1	1	SH+O+D_ADDR+AIN	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	shodan	1	1	SH+O+D_ADDR+AN	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	shodary	1	1	SH+O+D_ADDR+AR+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	shody	3	1	SH+O+DY	f77r|f89r|f95v	f77r|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	shok	1	1	SH+OK	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	shokcheey	1	1	SH+OK+CH+EE+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	shol	3	1	SH+OL	f13r|f17r|f24v|f56r|f72r|f76r|f77r|f81r|f81v|f83r|f95v	f13r|f17r|f24v|f56r|f72r|f76r|f77r|f81r|f81v|f83r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	sholdy	1	1	SH+OL+D_ADDR+Y	f18r|f89r	f18r|f89r	CROSS_PAGE	CROSS_PAGE
f1r	shory	1	1	SH+OR+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	shos	1	1	SH+O+S	f95v	f95v	CROSS_PAGE	CROSS_PAGE
f1r	shoshy	1	1	SH+O+SH+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	shoy	1	1	SH+O+Y	f88r|f88v	f88r|f88v	CROSS_PAGE	CROSS_PAGE
f1r	soiin	1	1	S+O+IIN	f81r	f76r|f81r	CROSS_PAGE	CROSS_PAGE
f1r	sory	1	1	S+OR+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	sy	1	1	Y	f67r2|f75r|f83r|f89r	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	syaiir	1	1	S+Y+IIN+R	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	tchey	1	1	T+CH+E+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	teody	1	1	T+E+O+DY	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	tol	1	1	T+OL	f83r|f88v|f89r	f11r|f56r|f83r|f88v|f89r	CROSS_PAGE	CROSS_PAGE
f1r	tshodeesy	1	1	T+SH+O+D_ADDR+EE+S+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	y	3	1	Y	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f76r|f77r|f81r|f81v|f88v|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f1r	ycheey	1	1	Y+SH+EE+Y	NONE	f77r	PAGE_PRIVATE	CROSS_PAGE
f1r	ycho	1	1	Y+CH+O	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	ydain	1	1	Y+AIN	f75r	f75r	CROSS_PAGE	CROSS_PAGE
f1r	ydaraishy	1	1	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	ydoin	1	1	Y+D_ADDR+O+IIN	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	ykaiin	1	1	Y+K+AIIN	f55v|f81v	f55v|f77r|f81v	CROSS_PAGE	CROSS_PAGE
f1r	ykal	1	1	Y+K+AL	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f1r	yshey	1	1	Y+SH+E+Y	f67r2|f76r|f81v	f67r2|f76r|f81v	CROSS_PAGE	CROSS_PAGE
f1r	ytain	1	1	Y+T+AIN	f75r|f76r	f75r|f76r	CROSS_PAGE	CROSS_PAGE
f1r	yto	1	1	Y+T+O	f67r2	f67r2	CROSS_PAGE	CROSS_PAGE
f10r	aiin	1	1	AIIN	f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f10r	am	1	1	AM_ADDR	f24v|f55v|f67r2|f72r|f75r|f95v	f24v|f55v|f67r2|f72r|f75r|f95v	CROSS_PAGE	CROSS_PAGE
f10r	cfhy	1	1	CH+LOCAL_CHAR_F+Y	f11r	f11r	CROSS_PAGE	CROSS_PAGE
f10r	chaiin	1	1	CH+AIIN	f11r|f55v	f11r|f55v|f89r	CROSS_PAGE	CROSS_PAGE
f10r	chair	1	1	CH+AIR	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f10r	char	1	1	AR	f1r|f75r|f82r|f95v	f1r|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f10r	chcthy	1	1	CH+CH+T+Y	f18r|f24v|f75r|f76r|f77r|f81r|f81v|f95v	f18r|f24v|f75r|f76r|f77r|f81r|f81v|f95v	CROSS_PAGE	CROSS_PAGE
f10r	chocthy	1	1	CH+O+CH+T+Y	f1r	f1r	CROSS_PAGE	CROSS_PAGE
f10r	chodaiin	1	1	CH+O+D_ADDR+AIIN	f1r|f76r|f89r	f1r|f76r|f89r	CROSS_PAGE	CROSS_PAGE
f10r	chol	4	1	OL	f11r|f13r|f17r|f18r|f1r|f24v|f56r|f67r2|f72r|f76r|f77r|f81r|f88r|f89r	f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f10r	cholor	1	1	OL+OR	NONE	f75r|f76r|f81v|f95v	PAGE_PRIVATE	CROSS_PAGE
f10r	chopchal	1	1	CH+O+P+CH+AL	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f10r	chor	3	1	CH+OR	f13r|f17r|f18r|f1r|f24v|f56r|f88r|f88v|f89r	f13r|f17r|f18r|f1r|f24v|f56r|f88r|f88v|f89r	CROSS_PAGE	CROSS_PAGE
f10r	chorchy	1	1	CH+OR+CH+Y	f56r	f56r	CROSS_PAGE	CROSS_PAGE
f10r	chtchor	1	1	CH+T+CH+OR	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f10r	chty	1	1	CH+T+Y	NONE	f11r|f17r|f18r|f1r|f56r|f75r|f76r|f81r|f83r	PAGE_PRIVATE	CROSS_PAGE
f10r	chy	2	1	Y	f11r|f17r|f1r|f56r|f72r|f75r|f76r|f77r|f81v|f88r|f89r|f95v	f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f10r	ckhy	1	1	CH+K+Y	f81v	f13r|f18r|f55v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE	CROSS_PAGE
f10r	cth	1	1	CH+T	NONE	NONE	PAGE_PRIVATE	PAGE_PRIVATE
f10r	cthaiin	1	1	CH+T+AIIN	f18r|f1r	f18r|f1r	CROSS_PAGE	CROSS_PAGE
f10r	ctho	1	1	CH+T+O	f56r	f56r	CROSS_PAGE	CROSS_PAGE
