held_page	source_event_id	locus	surface	component_recipe	source_local_role	other_surface_pages	other_recipe_pages	leave_one_page_replay_class
f67r2	P912-E1761	f67r2.5	okchy	OK+Y	LOCAL_ADDRESS_OR_LABEL	NONE	f68r1|f69v|f70v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f67r2	P912-E1762	f67r2.6	dchetay	D_ADDR+CH+E+T+A_ADDR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1763	f67r2.7	ykchy	Y+K+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1764	f67r2.7	kchey	K+CH+E+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1765	f67r2.7	ykchys	Y+K+CH+Y+S	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1766	f67r2.8	chkchdar	CHK+CHD+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1767	f67r2.9	ykar	Y+K+AR	LOCAL_ADDRESS_OR_LABEL	f69v	f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f67r2	P912-E1768	f67r2.9	ykaly	Y+K+AL+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1769	f67r2.10	lkshy	L+K+SH+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1770	f67r2.10	kchy	K+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1771	f67r2.10	okar	OK+AR	LOCAL_ADDRESS_OR_LABEL	f69v	f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f67r2	P912-E1772	f67r2.11	chky	CHK+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1773	f67r2.11	chykchs	CH+Y+K+CH+S	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1774	f67r2.11	chy	Y	LOCAL_ADDRESS_OR_LABEL	f69v|f70v	f69v|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f67r2	P912-E1775	f67r2.12	ykees	Y+K+EE+S	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1776	f67r2.12	ykchos	Y+K+CH+O+S	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1784	f67r2.15	dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1804	f67r2.22	okal	OK+AL	LOCAL_ADDRESS_OR_LABEL	f72r|f82r	f82r	EXACT_LOCAL_SURFACE_OTHER_PAGE
f67r2	P912-E1818	f67r2.28	okain	OK+AIN	LOCAL_ADDRESS_OR_LABEL	f89r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f67r2	P912-E1819	f67r2.28	am	AM_ADDR	LOCAL_ADDRESS_OR_LABEL	f70v|f71v|f88r	f70v|f88r	EXACT_LOCAL_SURFACE_OTHER_PAGE
f67r2	P912-E1824	f67r2.31	opcholdy	O+P+OL+D_ADDR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1832	f67r2.34	ofar	O+LOCAL_CHAR_F+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1833	f67r2.34	oeoldan	O+E+OL+D_ADDR+AN	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1840	f67r2.37	ytoaiin	Y+T+O+AIIN	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1866	f67r2.47	yfain	Y+LOCAL_CHAR_F+AIN	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1876	f67r2.52	qotoear	OT+O+E+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1877	f67r2.53	dchdar	D_ADDR+CHD+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1878	f67r2.54	y	Y	LOCAL_ADDRESS_OR_LABEL	f69v|f89r	f69v|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f67r2	P912-E1879	f67r2.54	saldal	S+AL+DA+L	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1880	f67r2.55	ytodal	Y+T+O+DA+L	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1881	f67r2.56	tol	T+OL	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1882	f67r2.56	daiin	AIIN	LOCAL_ADDRESS_OR_LABEL	f70v|f72r	f69v|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f67r2	P912-E1883	f67r2.57	otar	OT+AR	LOCAL_ADDRESS_OR_LABEL	f70v|f71v|f72r|f88v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f67r2	P912-E1884	f67r2.57	dy	Y	LOCAL_ADDRESS_OR_LABEL	f69v|f70v|f72r|f89r	f69v|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f67r2	P912-E1885	f67r2.58	cho	HO	LOCAL_ADDRESS_OR_LABEL	f69v|f70v	f69v|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f67r2	P912-E1886	f67r2.58	dal	AL	LOCAL_ADDRESS_OR_LABEL	f69v|f70v	f69v|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f67r2	P912-E1887	f67r2.58	g	G_LABEL	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1888	f67r2.59	ytchodly	Y+T+CH+O+D_ADDR+L+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1889	f67r2.60	octhys	O+CTH+Y+S	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1890	f67r2.61	ytokar	Y+T+OK+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1891	f67r2.62	otolor	OT+OL+OR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1892	f67r2.63	okodar	OK+O+DA+R	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1893	f67r2.64	s	S	LOCAL_ADDRESS_OR_LABEL	f70v|f76r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f67r2	P912-E1894	f67r2.64	air	AIR	LOCAL_ADDRESS_OR_LABEL	f69v|f70v	f69v|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f67r2	P912-E1895	f67r2.65	soear	S+O+E+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1896	f67r2.66	cpheey	CPH+EE+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1897	f67r2.67	okodar	OK+O+DA+R	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1898	f67r2.68	oepchod	O+E+P+CH+O+D_ADDR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1899	f67r2.69	s	S	LOCAL_ADDRESS_OR_LABEL	f70v|f76r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f67r2	P912-E1900	f67r2.69	ay	A_ADDR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1901	f67r2.70	osar	O+S+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f67r2	P912-E1902	f67r2.71	oran	OR+AN	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1970	f68r1.8	okodaly	OK+O+DA+L+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1971	f68r1.9	odchecthy	O+D_ADDR+CH+E+CTH+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1972	f68r1.10	otcheody	OT+CHEO+D_ADDR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1973	f68r1.11	okoaly	OK+O+AL+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1974	f68r1.12	chocfhy	CH+O+CFH+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1975	f68r1.13	octhey	O+CTH+E+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1976	f68r1.14	otshey	OT+SH+E+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1977	f68r1.15	otydy	OT+Y+D_ADDR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1978	f68r1.16	okear	OK+E+AR	LOCAL_ADDRESS_OR_LABEL	NONE	f70v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f68r1	P912-E1979	f68r1.17	cphocthy	CPH+O+CTH+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1980	f68r1.18	ytchody	Y+T+CH+O+D_ADDR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1981	f68r1.19	otys	OT+Y+S	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1982	f68r1.20	olor	OL+OR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1983	f68r1.21	ockhy	O+CKH+Y	LOCAL_ADDRESS_OR_LABEL	f69v	f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f68r1	P912-E1984	f68r1.22	ofcheor	O+LOCAL_CHAR_F+CHEO+R	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1985	f68r1.23	otchdy	OT+CHD+DY	LOCAL_ADDRESS_OR_LABEL	f77r	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE
f68r1	P912-E1986	f68r1.24	otykchs	OT+Y+K+CH+S	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1987	f68r1.25	otol	OT+OL	LOCAL_ADDRESS_OR_LABEL	f77r	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE
f68r1	P912-E1988	f68r1.26	otor	OT+OR	LOCAL_ADDRESS_OR_LABEL	f70v|f88r	f70v|f88r	EXACT_LOCAL_SURFACE_OTHER_PAGE
f68r1	P912-E1989	f68r1.27	oiinar	O+IIN+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1990	f68r1.28	okoldy	OK+OL+DY	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1991	f68r1.29	ykchdy	Y+K+CHD+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1992	f68r1.30	oeeody	O+EE+O+D_ADDR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1993	f68r1.31	ocphy	O+CPH+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1994	f68r1.32	okeeodal	OK+EE+O+DA+L	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1995	f68r1.33	okshor	OK+SH+OR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1996	f68r1.34	osdaiin	O+S+D_ADDR+AIIN	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1997	f68r1.35	otochedy	OT+O+CHD+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1998	f68r1.36	dolchedy	D_ADDR+OL+CHD+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E1999	f68r1.37	oky	OK+Y	LOCAL_ADDRESS_OR_LABEL	f70v	f67r2|f69v|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f68r1	P912-E2000	f68r1.37	okchdy	OK+CHD+DY	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E2001	f68r1.37	okardy	OK+AR+D_ADDR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E2002	f68r1.37	qear	CARRIER_Q+E+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f68r1	P912-E2003	f68r1.37	oygy	O+Y+G_LABEL+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2004	f69v.1	dair	D_ADDR+AIR	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2005	f69v.1	cheyky	CH+E+Y+K+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2006	f69v.1	otaza	OT+A_ADDR+LOCAL_CHAR_Z+A_ADDR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2007	f69v.1	sar	S+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2008	f69v.1	ar	AR	LOCAL_ADDRESS_OR_LABEL	f70v|f71v|f72r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2009	f69v.1	chykar	CH+Y+K+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2010	f69v.1	okoirsh	OK+O+LOCAL_CHAR_I+R+SH	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2011	f69v.1	ar	AR	LOCAL_ADDRESS_OR_LABEL	f70v|f71v|f72r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2012	f69v.1	chetody	CH+E+T+O+D_ADDR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2013	f69v.1	okeeos	OK+EE+O+S	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2014	f69v.1	o	O	LOCAL_ADDRESS_OR_LABEL	f70v|f72r|f76r|f77r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2015	f69v.1	tey	T+E+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2016	f69v.1	otokeeey	OT+OK+EEE+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2017	f69v.1	okeeody	OK+EE+O+D_ADDR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2018	f69v.1	okeey	OK+EE+Y	LOCAL_ADDRESS_OR_LABEL	f72r	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2019	f69v.1	doiir	D_ADDR+O+IIN+R	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2020	f69v.1	teeo	T+EE+O	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2021	f69v.1	y	Y	LOCAL_ADDRESS_OR_LABEL	f67r2|f89r	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2022	f69v.1	chey	Y	LOCAL_ADDRESS_OR_LABEL	NONE	f67r2|f70v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f69v	P912-E2023	f69v.1	ot	OT	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2024	f69v.1	y	Y	LOCAL_ADDRESS_OR_LABEL	f67r2|f89r	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2025	f69v.1	okedy	OK+E+DY	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2026	f69v.1	chsdy	CH+S+DY	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2027	f69v.1	okeod	OK+E+O+D_ADDR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2028	f69v.1	y	Y	LOCAL_ADDRESS_OR_LABEL	f67r2|f89r	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2029	f69v.1	dy	Y	LOCAL_ADDRESS_OR_LABEL	f67r2|f70v|f72r|f89r	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2030	f69v.1	choaiin	CH+O+AIIN	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2031	f69v.1	okar	OK+AR	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2032	f69v.1	okar	OK+AR	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2033	f69v.1	chol	OL	LOCAL_ADDRESS_OR_LABEL	f70v|f89r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2034	f69v.1	chees	SH+EE+S_ADDR	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2035	f69v.1	yto	Y+T+O	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2036	f69v.1	odair	O+D_ADDR+AIR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2037	f69v.1	oty	OT+Y	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2038	f69v.1	oteeo	OT+EE+O	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2039	f69v.1	dar	D_ADDR+AR	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2040	f69v.1	o	O	LOCAL_ADDRESS_OR_LABEL	f70v|f72r|f76r|f77r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2041	f69v.1	eykeody	E+Y+K+E+O+DY	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2042	f69v.1	dchor	D_ADDR+CH+OR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2043	f69v.1	char	AR	LOCAL_ADDRESS_OR_LABEL	f71v|f72r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2044	f69v.2	yka	Y+K+A_ADDR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2045	f69v.2	chol	OL	LOCAL_ADDRESS_OR_LABEL	f70v|f89r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2046	f69v.2	ykar	Y+K+AR	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2047	f69v.2	dal	AL	LOCAL_ADDRESS_OR_LABEL	f67r2|f70v	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2048	f69v.2	ykady	Y+K+A_ADDR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2049	f69v.2	iokeeor	OK+EE+OR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2050	f69v.2	cheey	SH+EE+Y	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2051	f69v.2	choly	OL+Y	LOCAL_ADDRESS_OR_LABEL	NONE	f70v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f69v	P912-E2052	f69v.2	ykeeal	Y+K+EE+AL	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2053	f69v.2	cheo	CHEO	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2054	f69v.2	oaram	O+AR+AM_ADDR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
