page	target_locus	kind	source_loci	reader	model	source_lines_json	literal_hypotheses_json	confidence
f4r	f4r.4	P	f4r.4	zl3b_clean	Q	"[""qotchol chy yty daiin okaiin cthy""]"	"[""[qotchol]"", ""[chy]"", ""[yty]"", ""viel?"", ""warm?"", ""[cthy]""]"	C0_UNCONFIRMED
f4r	f4r.4	P	f4r.4	zl3b_clean	R	"[""qotchol chy yty daiin okaiin cthy""]"	"[""[qotchol]"", ""[chy]"", ""[yty]"", ""viel?"", ""dessen?"", ""[cthy]""]"	C0_UNCONFIRMED
f4r	f4r.4	P	f4r.4	it2a_clean	N	"[""qotchol chy yty daiin okaiin cthy""]"	"[""[qotchol]"", ""[chy]"", ""[yty]"", ""viel?"", ""Pulver?"", ""[cthy]""]"	C0_UNCONFIRMED
f4r	f4r.4	P	f4r.4	it2a_clean	G	"[""qotchol chy yty daiin okaiin cthy""]"	"[""[qotchol]"", ""[chy]"", ""[yty]"", ""viel?"", ""ist?"", ""[cthy]""]"	C0_UNCONFIRMED
f4r	f4r.4	P	f4r.4	it2a_clean	Q	"[""qotchol chy yty daiin okaiin cthy""]"	"[""[qotchol]"", ""[chy]"", ""[yty]"", ""viel?"", ""warm?"", ""[cthy]""]"	C0_UNCONFIRMED
f4r	f4r.4	P	f4r.4	it2a_clean	R	"[""qotchol chy yty daiin okaiin cthy""]"	"[""[qotchol]"", ""[chy]"", ""[yty]"", ""viel?"", ""dessen?"", ""[cthy]""]"	C0_UNCONFIRMED
f4r	f4r.4	P	f4r.4	rf1b_clean	N	"[""qotchol chy yty daiin okaiin cthy""]"	"[""[qotchol]"", ""[chy]"", ""[yty]"", ""viel?"", ""Pulver?"", ""[cthy]""]"	C0_UNCONFIRMED
f4r	f4r.4	P	f4r.4	rf1b_clean	G	"[""qotchol chy yty daiin okaiin cthy""]"	"[""[qotchol]"", ""[chy]"", ""[yty]"", ""viel?"", ""ist?"", ""[cthy]""]"	C0_UNCONFIRMED
f4r	f4r.4	P	f4r.4	rf1b_clean	Q	"[""qotchol chy yty daiin okaiin cthy""]"	"[""[qotchol]"", ""[chy]"", ""[yty]"", ""viel?"", ""warm?"", ""[cthy]""]"	C0_UNCONFIRMED
f4r	f4r.4	P	f4r.4	rf1b_clean	R	"[""qotchol chy yty daiin okaiin cthy""]"	"[""[qotchol]"", ""[chy]"", ""[yty]"", ""viel?"", ""dessen?"", ""[cthy]""]"	C0_UNCONFIRMED
f17r	f17r.11	P	f17r.11	zl3b_clean	N	"[""otchol cthar okaiin chol daiiin""]"	"[""dieses?"", ""Wurzel?"", ""Pulver?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
f17r	f17r.11	P	f17r.11	zl3b_clean	G	"[""otchol cthar okaiin chol daiiin""]"	"[""dieses?"", ""Wurzel?"", ""ist?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
f17r	f17r.11	P	f17r.11	zl3b_clean	Q	"[""otchol cthar okaiin chol daiiin""]"	"[""dieses?"", ""Wurzel?"", ""warm?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
f17r	f17r.11	P	f17r.11	zl3b_clean	R	"[""otchol cthar okaiin chol daiiin""]"	"[""dieses?"", ""Wurzel?"", ""dessen?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
f17r	f17r.11	P	f17r.11	it2a_clean	N	"[""otchol cthar okaiin chol daiiin""]"	"[""dieses?"", ""Wurzel?"", ""Pulver?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
f17r	f17r.11	P	f17r.11	it2a_clean	G	"[""otchol cthar okaiin chol daiiin""]"	"[""dieses?"", ""Wurzel?"", ""ist?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
f17r	f17r.11	P	f17r.11	it2a_clean	Q	"[""otchol cthar okaiin chol daiiin""]"	"[""dieses?"", ""Wurzel?"", ""warm?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
f17r	f17r.11	P	f17r.11	it2a_clean	R	"[""otchol cthar okaiin chol daiiin""]"	"[""dieses?"", ""Wurzel?"", ""dessen?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
f17r	f17r.11	P	f17r.11	rf1b_clean	N	"[""otchol cthar okaiin chol daiiin""]"	"[""dieses?"", ""Wurzel?"", ""Pulver?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
f17r	f17r.11	P	f17r.11	rf1b_clean	G	"[""otchol cthar okaiin chol daiiin""]"	"[""dieses?"", ""Wurzel?"", ""ist?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
f17r	f17r.11	P	f17r.11	rf1b_clean	Q	"[""otchol cthar okaiin chol daiiin""]"	"[""dieses?"", ""Wurzel?"", ""warm?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
f17r	f17r.11	P	f17r.11	rf1b_clean	R	"[""otchol cthar okaiin chol daiiin""]"	"[""dieses?"", ""Wurzel?"", ""dessen?"", ""trocken?"", ""sehr viel?""]"	C0_UNCONFIRMED
f21r	f21r.9	P	f21r.8,f21r.9	zl3b_clean	N	"[""fcho kshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"	"[""[fcho]"", ""[kshy]"", ""[otor]"", ""[sheol]"", ""[ocphal]"", ""[opsheas]"", ""[cthodaiin]"", ""[oty]"", ""Pulver?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	f21r.8,f21r.9	zl3b_clean	G	"[""fcho kshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"	"[""[fcho]"", ""[kshy]"", ""[otor]"", ""[sheol]"", ""[ocphal]"", ""[opsheas]"", ""[cthodaiin]"", ""[oty]"", ""ist?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	f21r.8,f21r.9	zl3b_clean	Q	"[""fcho kshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"	"[""[fcho]"", ""[kshy]"", ""[otor]"", ""[sheol]"", ""[ocphal]"", ""[opsheas]"", ""[cthodaiin]"", ""[oty]"", ""warm?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	f21r.8,f21r.9	zl3b_clean	R	"[""fcho kshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"	"[""[fcho]"", ""[kshy]"", ""[otor]"", ""[sheol]"", ""[ocphal]"", ""[opsheas]"", ""[cthodaiin]"", ""[oty]"", ""dessen?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	f21r.8,f21r.9	it2a_clean	N	"[""fchokshy otor cheol ocphal opcheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin shcthey cthody cthy s""]"	"[""[fchokshy]"", ""[otor]"", ""[cheol]"", ""[ocphal]"", ""[opcheas]"", ""[cthodaiin]"", ""[oty]"", ""Pulver?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[shcthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	f21r.8,f21r.9	it2a_clean	G	"[""fchokshy otor cheol ocphal opcheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin shcthey cthody cthy s""]"	"[""[fchokshy]"", ""[otor]"", ""[cheol]"", ""[ocphal]"", ""[opcheas]"", ""[cthodaiin]"", ""[oty]"", ""ist?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[shcthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	f21r.8,f21r.9	it2a_clean	Q	"[""fchokshy otor cheol ocphal opcheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin shcthey cthody cthy s""]"	"[""[fchokshy]"", ""[otor]"", ""[cheol]"", ""[ocphal]"", ""[opcheas]"", ""[cthodaiin]"", ""[oty]"", ""warm?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[shcthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	f21r.8,f21r.9	it2a_clean	R	"[""fchokshy otor cheol ocphal opcheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin shcthey cthody cthy s""]"	"[""[fchokshy]"", ""[otor]"", ""[cheol]"", ""[ocphal]"", ""[opcheas]"", ""[cthodaiin]"", ""[oty]"", ""dessen?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[shcthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	f21r.8,f21r.9	rf1b_clean	N	"[""fchokshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"	"[""[fchokshy]"", ""[otor]"", ""[sheol]"", ""[ocphal]"", ""[opsheas]"", ""[cthodaiin]"", ""[oty]"", ""Pulver?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	f21r.8,f21r.9	rf1b_clean	G	"[""fchokshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"	"[""[fchokshy]"", ""[otor]"", ""[sheol]"", ""[ocphal]"", ""[opsheas]"", ""[cthodaiin]"", ""[oty]"", ""ist?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	f21r.8,f21r.9	rf1b_clean	Q	"[""fchokshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"	"[""[fchokshy]"", ""[otor]"", ""[sheol]"", ""[ocphal]"", ""[opsheas]"", ""[cthodaiin]"", ""[oty]"", ""warm?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f21r	f21r.9	P	f21r.8,f21r.9	rf1b_clean	R	"[""fchokshy otor sheol ocphal opsheas cthodaiin oty"", ""okaiin sho tshaiin chkaiin sh cthey cthody cthy s""]"	"[""[fchokshy]"", ""[otor]"", ""[sheol]"", ""[ocphal]"", ""[opsheas]"", ""[cthodaiin]"", ""[oty]"", ""dessen?"", ""[sho]"", ""[tshaiin]"", ""[chkaiin]"", ""[sh]"", ""[cthey]"", ""[cthody]"", ""[cthy]"", ""[s]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	f24v.4	zl3b_clean	N	"[""ydal sh okol okaiin odaiin dlos""]"	"[""[ydal]"", ""[sh]"", ""[okol]"", ""Pulver?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	f24v.4	zl3b_clean	G	"[""ydal sh okol okaiin odaiin dlos""]"	"[""[ydal]"", ""[sh]"", ""[okol]"", ""ist?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	f24v.4	zl3b_clean	Q	"[""ydal sh okol okaiin odaiin dlos""]"	"[""[ydal]"", ""[sh]"", ""[okol]"", ""warm?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	f24v.4	zl3b_clean	R	"[""ydal sh okol okaiin odaiin dlos""]"	"[""[ydal]"", ""[sh]"", ""[okol]"", ""dessen?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	f24v.4	it2a_clean	N	"[""ydal sh okol okaiin odaiin dlos""]"	"[""[ydal]"", ""[sh]"", ""[okol]"", ""Pulver?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	f24v.4	it2a_clean	G	"[""ydal sh okol okaiin odaiin dlos""]"	"[""[ydal]"", ""[sh]"", ""[okol]"", ""ist?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	f24v.4	it2a_clean	Q	"[""ydal sh okol okaiin odaiin dlos""]"	"[""[ydal]"", ""[sh]"", ""[okol]"", ""warm?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	f24v.4	it2a_clean	R	"[""ydal sh okol okaiin odaiin dlos""]"	"[""[ydal]"", ""[sh]"", ""[okol]"", ""dessen?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	f24v.4	rf1b_clean	N	"[""ydal sh okol okaiin odaiin dlos""]"	"[""[ydal]"", ""[sh]"", ""[okol]"", ""Pulver?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	f24v.4	rf1b_clean	G	"[""ydal sh okol okaiin odaiin dlos""]"	"[""[ydal]"", ""[sh]"", ""[okol]"", ""ist?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	f24v.4	rf1b_clean	Q	"[""ydal sh okol okaiin odaiin dlos""]"	"[""[ydal]"", ""[sh]"", ""[okol]"", ""warm?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f24v	f24v.4	P	f24v.4	rf1b_clean	R	"[""ydal sh okol okaiin odaiin dlos""]"	"[""[ydal]"", ""[sh]"", ""[okol]"", ""dessen?"", ""[odaiin]"", ""[dlos]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	f31r.11	zl3b_clean	N	"[""olsheol qokchy dal chey deey kchy keey okaiiin ykeey""]"	"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""[okaiiin]"", ""[ykeey]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	f31r.11	zl3b_clean	G	"[""olsheol qokchy dal chey deey kchy keey okaiiin ykeey""]"	"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""[okaiiin]"", ""[ykeey]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	f31r.11	zl3b_clean	Q	"[""olsheol qokchy dal chey deey kchy keey okaiiin ykeey""]"	"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""[okaiiin]"", ""[ykeey]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	f31r.11	zl3b_clean	R	"[""olsheol qokchy dal chey deey kchy keey okaiiin ykeey""]"	"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""[okaiiin]"", ""[ykeey]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	f31r.11	it2a_clean	N	"[""olsheol qokchy dal chey deey kchy keey okaiin ykeey""]"	"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""Pulver?"", ""[ykeey]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	f31r.11	it2a_clean	G	"[""olsheol qokchy dal chey deey kchy keey okaiin ykeey""]"	"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""ist?"", ""[ykeey]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	f31r.11	it2a_clean	Q	"[""olsheol qokchy dal chey deey kchy keey okaiin ykeey""]"	"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""warm?"", ""[ykeey]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	f31r.11	it2a_clean	R	"[""olsheol qokchy dal chey deey kchy keey okaiin ykeey""]"	"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""dessen?"", ""[ykeey]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	f31r.11	rf1b_clean	N	"[""olsheol qokchy dal chey deey kchy keey okaiiin kee""]"	"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""[okaiiin]"", ""[kee]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	f31r.11	rf1b_clean	G	"[""olsheol qokchy dal chey deey kchy keey okaiiin kee""]"	"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""[okaiiin]"", ""[kee]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	f31r.11	rf1b_clean	Q	"[""olsheol qokchy dal chey deey kchy keey okaiiin kee""]"	"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""[okaiiin]"", ""[kee]""]"	C0_UNCONFIRMED
f31r	f31r.11	P	f31r.11	rf1b_clean	R	"[""olsheol qokchy dal chey deey kchy keey okaiiin kee""]"	"[""[olsheol]"", ""[qokchy]"", ""[dal]"", ""[chey]"", ""[deey]"", ""[kchy]"", ""[keey]"", ""[okaiiin]"", ""[kee]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	f55v.9	zl3b_clean	N	"[""ykaky qokchy okal chey or or aiin okaiin ykain otaky""]"	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""Pulver?"", ""[ykain]"", ""[otaky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	f55v.9	zl3b_clean	G	"[""ykaky qokchy okal chey or or aiin okaiin ykain otaky""]"	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""ist?"", ""[ykain]"", ""[otaky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	f55v.9	zl3b_clean	Q	"[""ykaky qokchy okal chey or or aiin okaiin ykain otaky""]"	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""warm?"", ""[ykain]"", ""[otaky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	f55v.9	zl3b_clean	R	"[""ykaky qokchy okal chey or or aiin okaiin ykain otaky""]"	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""dessen?"", ""[ykain]"", ""[otaky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	f55v.9	it2a_clean	N	"[""ykaky qokchy okal chey or or aiin okaiin ykain otaky""]"	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""Pulver?"", ""[ykain]"", ""[otaky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	f55v.9	it2a_clean	G	"[""ykaky qokchy okal chey or or aiin okaiin ykain otaky""]"	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""ist?"", ""[ykain]"", ""[otaky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	f55v.9	it2a_clean	Q	"[""ykaky qokchy okal chey or or aiin okaiin ykain otaky""]"	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""warm?"", ""[ykain]"", ""[otaky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	f55v.9	it2a_clean	R	"[""ykaky qokchy okal chey or or aiin okaiin ykain otaky""]"	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""dessen?"", ""[ykain]"", ""[otaky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	f55v.9	rf1b_clean	N	"[""ykaky qokchy okal chey or or aiin okaiin ykain taky""]"	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""Pulver?"", ""[ykain]"", ""[taky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	f55v.9	rf1b_clean	G	"[""ykaky qokchy okal chey or or aiin okaiin ykain taky""]"	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""ist?"", ""[ykain]"", ""[taky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	f55v.9	rf1b_clean	Q	"[""ykaky qokchy okal chey or or aiin okaiin ykain taky""]"	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""warm?"", ""[ykain]"", ""[taky]""]"	C0_UNCONFIRMED
f55v	f55v.9	P	f55v.9	rf1b_clean	R	"[""ykaky qokchy okal chey or or aiin okaiin ykain taky""]"	"[""[ykaky]"", ""[qokchy]"", ""[okal]"", ""[chey]"", ""[or]"", ""[or]"", ""[aiin]"", ""dessen?"", ""[ykain]"", ""[taky]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	f55v.10	zl3b_clean	N	"[""oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol""]"	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""Pulver?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[y]"", ""[kal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	f55v.10	zl3b_clean	G	"[""oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol""]"	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""ist?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[y]"", ""[kal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	f55v.10	zl3b_clean	Q	"[""oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol""]"	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""warm?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[y]"", ""[kal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	f55v.10	zl3b_clean	R	"[""oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol""]"	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""dessen?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[y]"", ""[kal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
