page	locus	line_number	kind	paragraph_start	paragraph_end	eva_clean	zl3b_clean	it2a_clean	rf1b_clean	block_id	context_parent	boundary_status
f17r	f17r.10	10	P	0	0	dar chear dcheor sain y mol	dar chear dcheor sain y mol	dar chear dsheor ain y mol	dar chear dcheor sain mol	f17r.7--f17r.12		SOURCE_PARAGRAPH_BOTH_MARKED
f17r	f17r.11	11	P	0	0	otchol cthar okaiin chol daiiin	otchol cthar okaiin chol daiiin	otchol cthar okaiin chol daiiin	otchol cthar okaiin chol daiiin	f17r.7--f17r.12		SOURCE_PARAGRAPH_BOTH_MARKED
f17r	f17r.12	12	P	0	1	ychod y chotom	ychod y chotom	ychody chotom	ychody chotom	f17r.7--f17r.12		SOURCE_PARAGRAPH_BOTH_MARKED
f17r	f17r.13	13	L	0	0	oteeeon oiil	oteeeon oiil		oteeeon oiil	f17r.13--f17r.13		NON_P_RECORD
f21r	f21r.8	8	P	1	0	fcho kshy otor sheol ocphal opsheas cthodaiin oty	fcho kshy otor sheol ocphal opsheas cthodaiin oty	fchokshy otor cheol ocphal opcheas cthodaiin oty	fchokshy otor sheol ocphal opsheas cthodaiin oty	f21r.8--f21r.12		SOURCE_PARAGRAPH_BOTH_MARKED
f21r	f21r.9	9	P	0	0	okaiin sho tshaiin chkaiin sh cthey cthody cthy s	okaiin sho tshaiin chkaiin sh cthey cthody cthy s	okaiin sho tshaiin chkaiin shcthey cthody cthy s	okaiin sho tshaiin chkaiin sh cthey cthody cthy s	f21r.8--f21r.12		SOURCE_PARAGRAPH_BOTH_MARKED
f21r	f21r.10	10	P	0	0	totchy keor chy ky qotaiin qotchol ty ctheey otaiin	totchy keor chy ky qotaiin qotchol ty ctheey otaiin	totchy keor chy ky qotaiin qotchol ty ctheey otaiin	totchy keor chyky qotaiin qotchol ty ctheey otaiin	f21r.8--f21r.12		SOURCE_PARAGRAPH_BOTH_MARKED
f21r	f21r.11	11	P	0	0	shol chol shol tchol chcthy otyky shey yteol shody	shol chol shol tchol chcthy otyky shey yteol shody	shol chol shol tchol chcthy otyky shey yteol shody	shol chol shol tchol chcthy otyky shey yteol shody	f21r.8--f21r.12		SOURCE_PARAGRAPH_BOTH_MARKED
f21r	f21r.12	12	P	0	1	ykeey chor sheey ysheol chor chol daiin chkaiin	ykeey chor sheey ysheol chor chol daiin chkaiin	ykeea chor sheey ysheol chor chol daiin chkaiin	ykee chor sheey sheol chor chol daiin chkaiin	f21r.8--f21r.12		SOURCE_PARAGRAPH_BOTH_MARKED
f24v	f24v.1	1	P	1	0	tchodar chocfhey opom shod chcphy opshody ocphoraiin o k o am	tchodar chocfhey opom shod chcphy opshody ocphoraiin o k o am	tchodar chocfhhg opom shod chcphy opshody ocphoraiin okokom	tchodar choy opom shod chcphy opshody ocphoraiin okok m	f24v.1--f24v.5		SOURCE_PARAGRAPH_BOTH_MARKED
f24v	f24v.2	2	P	0	0	ydals ckhor shy cho dchor otol otaiir otchos okchom okcho	ydals ckhor shy cho dchor otol otaiir otchos okchom okcho	ydals ckhor shy cho dchar otol otaiir otchos okchom okcho	ydals ckhor shy cho d chor otol otaiir otchos okchom okcho	f24v.1--f24v.5		SOURCE_PARAGRAPH_BOTH_MARKED
f24v	f24v.3	3	P	0	0	octhyl odchees oesearies okam chcth	octhyl odchees oesearies okam chcth	octhol odchees oesearees okam chcth	octhol odchees oesearees okam chcth	f24v.1--f24v.5		SOURCE_PARAGRAPH_BOTH_MARKED
f24v	f24v.4	4	P	0	0	ydal sh okol okaiin odaiin dlos	ydal sh okol okaiin odaiin dlos	ydal sh okol okaiin odaiin dlos	ydal sh okol okaiin odaiin dlos	f24v.1--f24v.5		SOURCE_PARAGRAPH_BOTH_MARKED
f24v	f24v.5	5	P	0	1	oeor oraiin tchar oro	oeor oraiin tchar oro	oeor oraiin tchar oro	oe r or iin tchar oro	f24v.1--f24v.5		SOURCE_PARAGRAPH_BOTH_MARKED
f31r	f31r.10	10	P	1	0	tol shso okedy okedy qokedy qokeedy dar shedshey	tol shso okedy okedy qokedy qokeedy dar shedshey	tol shso okedy okedy qokedy qokeedy dar shedshey	tol shso oke y okedy qokedy qokeedy ar she shey	f31r.10--f31r.16		SOURCE_PARAGRAPH_BOTH_MARKED
f31r	f31r.11	11	P	0	0	olsheol qokchy dal chey deey kchy keey okaiiin ykeey	olsheol qokchy dal chey deey kchy keey okaiiin ykeey	olsheol qokchy dal chey deey kchy keey okaiin ykeey	olsheol qokchy dal chey deey kchy keey okaiiin kee	f31r.10--f31r.16		SOURCE_PARAGRAPH_BOTH_MARKED
f31r	f31r.12	12	P	0	0	qoaiin yches okedy sheey chedaiin dar	qoaiin yches okedy sheey chedaiin dar	qoaiin yches okedy sheey chedaiin dar	qoaiin ches okedy sheey chedaiin dar	f31r.10--f31r.16		SOURCE_PARAGRAPH_BOTH_MARKED
f31r	f31r.13	13	P	0	0	olsheor qoekedy otedy ykedy dals	olsheor qoekedy otedy ykedy dals	olsheor qoekedy okedy ykedy dals	olsheor qoekedy okedy ykedy dals	f31r.10--f31r.16		SOURCE_PARAGRAPH_BOTH_MARKED
f31r	f31r.14	14	P	0	0	saiis or chedy daiin okeedy	saiis or chedy daiin okeedy	saiir or chedy daiin okeedy	s iis or chedy daiin okeedy	f31r.10--f31r.16		SOURCE_PARAGRAPH_BOTH_MARKED
f31r	f31r.15	15	P	0	0	yshedair sheol cheky okedam	yshedair sheol cheky okedam	yshedair sheol cheky okedam	yshedair sheolcheky okedam	f31r.10--f31r.16		SOURCE_PARAGRAPH_BOTH_MARKED
f31r	f31r.16	16	P	0	1	oteor aiicthy	oteor aiicthy	oteor aiicthy	oteor aiicthy	f31r.10--f31r.16		SOURCE_PARAGRAPH_BOTH_MARKED
f55v	f55v.7	7	P	1	0	okchd ykain sheokey or ain ch kchdy pchal ar aldy dary	okchd ykain sheokey or ain ch kchdy pchal ar aldy dary	okchd daiin sheokey or air cs kchdy pchal ar aldy dary	okchd ykain sheokey or ain ch kchdy pch l ar aldy ary	f55v.7--f55v.12		SOURCE_PARAGRAPH_BOTH_MARKED
f55v	f55v.8	8	P	0	0	tar chedy qokaiin okar qol otar cho ar talody okar y	tar chedy qokaiin okar qol otar cho ar talody okar y	tor chdy qokaiin okar qol otarcho cthar talody okary	t r che y qokaiin okar qol otarcho ar talody okary	f55v.7--f55v.12		SOURCE_PARAGRAPH_BOTH_MARKED
f55v	f55v.9	9	P	0	0	ykaky qokchy okal chey or or aiin okaiin ykain otaky	ykaky qokchy okal chey or or aiin okaiin ykain otaky	ykaky qokchy okal chey or or aiin okaiin ykain otaky	ykaky qokchy okal chey or or aiin okaiin ykain taky	f55v.7--f55v.12		SOURCE_PARAGRAPH_BOTH_MARKED
f55v	f55v.10	10	P	0	0	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	oaiin ol s aiin okaiin oky ytaiin otar ykal ykar ol	oaiin ol s aiin okaiin oky ytaiin otar kal ykar ol	f55v.7--f55v.12		SOURCE_PARAGRAPH_BOTH_MARKED
f55v	f55v.11	11	P	0	0	ykaiin cheoar cheeky oldy aiin okal oltchy or y orain	ykaiin cheoar cheeky oldy aiin okal oltchy or y orain	ykaiin cheoar cheeky oldy aiin okal oltchy or y orain	ykaiin cheoar cheeky ol y aiin okal oltchy or y orain	f55v.7--f55v.12		SOURCE_PARAGRAPH_BOTH_MARKED
f55v	f55v.12	12	P	0	1	daiin ar cheky olkeechy sl ar aiin daiin otam	daiin ar cheky olkeechy sl ar aiin daiin otam	daiin or cheky olkeechy sl ar aiin daiin otam	daiin ar cheky olkeechy sl ar aiin daiin otam	f55v.7--f55v.12		SOURCE_PARAGRAPH_BOTH_MARKED
f56r	f56r.9	9	P	1	0	tchoky kchol shol chotchey tchol	tchoky kchol shol chotchey tchol	tchoky kchol shol chotcheytchol	tchoky kchol shol chotcheytchol	f56r.9--f56r.19		SOURCE_PARAGRAPH_BOTH_MARKED
f56r	f56r.10	10	P	0	0	yt chor otchy chok y t chey r okaiin	yt chor otchy chok y t chey r okaiin	ytchor otchy chokyt chey r okaiin	ytchor otchy chok yt chey r ok aiin	f56r.9--f56r.19		SOURCE_PARAGRAPH_BOTH_MARKED
f56r	f56r.11	11	P	0	0	shy kcheey daiin cthol chos chokor	shy kcheey daiin cthol chos chokor	shy kcheey daiin cthol chor chokor	shykcheey daiin cthol chor chokor	f56r.9--f56r.19		SOURCE_PARAGRAPH_BOTH_MARKED
f56r	f56r.12	12	P	0	0	sh cho kchey qokokchy	sh cho kchey qokokchy	sh cho kchey qokokchy	sh cho kchey qokokchy	f56r.9--f56r.19		SOURCE_PARAGRAPH_BOTH_MARKED
f56r	f56r.13	13	P	0	0	okchy chokcheo kchal	okchy chokcheo kchal	okchy chokcheo kchal	okchy chokcheo kchal	f56r.9--f56r.19		SOURCE_PARAGRAPH_BOTH_MARKED
f56r	f56r.14	14	P	0	0	s chol chotol qotchy	s chol chotol qotchy	schol chotol qotchy	s chol chotol qotchy	f56r.9--f56r.19		SOURCE_PARAGRAPH_BOTH_MARKED
f56r	f56r.15	15	P	0	0	tcho tchol chol cthy	tcho tchol chol cthy	tchotchol chol cthy	tchotchol chol cthy	f56r.9--f56r.19		SOURCE_PARAGRAPH_BOTH_MARKED
f56r	f56r.16	16	P	0	0	qotchy chody ctho r chey kcharg	qotchy chody ctho r chey kcharg	qotchy chody cthor chey kchar m	qotchy chody cthor chey kch rg	f56r.9--f56r.19		SOURCE_PARAGRAPH_BOTH_MARKED
f56r	f56r.17	17	P	0	0	chokeey qokcheey schey d aiin dy	chokeey qokcheey schey d aiin dy	chokeey qokcheey schey daiin dy	chokeey qokcheey schey d aiin dy	f56r.9--f56r.19		SOURCE_PARAGRAPH_BOTH_MARKED
f56r	f56r.18	18	P	0	0	sho chokchy kchoar sotodan	sho chokchy kchoar sotodan	sho chokchy kchoar sotodan	sho chokchy kchoar sotodan	f56r.9--f56r.19		SOURCE_PARAGRAPH_BOTH_MARKED
f56r	f56r.19	19	P	0	1	otchey keol daiin	otchey keol daiin	otchey keol daiin	otchey keol daiin	f56r.9--f56r.19		SOURCE_PARAGRAPH_BOTH_MARKED
f66r	f66r.50	50	P	1	0	pdaiin oteedy opchedy chap chefchy shddy ypches cholpchd okedals	pdaiin oteedy opchedy chap chefchy shddy ypches cholpchd okedals	pdaiin oteedy opchedy chap chefchy shddy ypcher cholpchd okedals	pdaiin oteedy opchedy chyp chefchy shd y ypches cholpchd oke als	f66r.50--f66r.56		SOURCE_PARAGRAPH_BOTH_MARKED
f66r	f66r.51	51	P	0	0	sair shekey qokeedar okal okedy qokeedy qokal okedy qokshd	sair shekey qokeedar okal okedy qokeedy qokal okedy qokshd	rair shekey qokeedar okal okedy qokeedy qokal okedy qokshd	sair shekey qokeedar okal okedy qokee y qokal oke y qokd	f66r.50--f66r.56		SOURCE_PARAGRAPH_BOTH_MARKED
f66r	f66r.52	52	P	0	0	ykshedy chady cthdy qokees cheeo okcho dy chekeey chedy chckhy	ykshedy chady cthdy qokees cheeo okcho dy chekeey chedy chckhy	ykshedy chody cthdy qokees cheeo okcho dy chekeey chedy chckhy	ykshedy cho y cthdy qokees cheeo okcho y chekeey che y chckhy	f66r.50--f66r.56		SOURCE_PARAGRAPH_BOTH_MARKED
f66r	f66r.53	53	P	0	0	shdy qotedy chdy chedy qotedal chcpheor ykady dar qotey kol ar	shdy qotedy chdy chedy qotedal chcpheor ykady dar qotey kol ar	shdy qotedy chdy chedy qotedal chcfheor ykeedy dar qotey kol ar	shdy qoted chdy chedy qotedal chcfheor ykady dar qotey kol ar	f66r.50--f66r.56		SOURCE_PARAGRAPH_BOTH_MARKED
f66r	f66r.54	54	P	0	0	qokeeody qokeody qokeody qokar sheky qokeeody okedy kodary	qokeeody qokeody qokeody qokar sheky qokeeody okedy kodary	qokeeody qokeody qokeody qokar sheky qokeeody okedy kodary	qokeeody qokeody qokeod qokar sheky qokeeody okedy kodary	f66r.50--f66r.56		SOURCE_PARAGRAPH_BOTH_MARKED
f66r	f66r.55	55	P	0	0	ykeeody choekeey okeody chekeody qokeey dyky chctho rotaiin	ykeeody choekeey okeody chekeody qokeey dyky chctho rotaiin	ykeeody choekchy okeody chekeody qokeey dyky chctho rotaiin	ykeeody choekeey okeod chekeody qokeey dyky chctho rotaiin	f66r.50--f66r.56		SOURCE_PARAGRAPH_BOTH_MARKED
f66r	f66r.56	56	P	0	1	dsheol okaiin sheodaiin	dsheol okaiin sheodaiin	dsheol okaiin sheodaiin	dsheol okaiin sheodaiin	f66r.50--f66r.56		SOURCE_PARAGRAPH_BOTH_MARKED
f68r1	f68r1.1	1	P	1	0	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	shokchy chteey choteey cphol cheor opcheeol ot r choctheeey okchoal	f68r1.1--f68r1.4		SOURCE_PARAGRAPH_BOTH_MARKED
f68r1	f68r1.2	2	P	0	0	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	tochso otchl qokeeedy cheey cheeteey yteo y chpor cheotorchey chod	f68r1.1--f68r1.4		SOURCE_PARAGRAPH_BOTH_MARKED
f68r1	f68r1.3	3	P	0	0	ykor shey qocheey chokal okeey ror eckhear daram	ykor shey qocheey chokal okeey ror eckhear daram	ykor shey qocheey chokal okeey ror cckheor daram	ykor shey qocheey chokal okeey or cckhe r daram	f68r1.1--f68r1.4		SOURCE_PARAGRAPH_BOTH_MARKED
f68r1	f68r1.4	4	P	0	1	dchor okaiiin	dchor okaiiin	dchor okaiin	dchos okaiiin	f68r1.1--f68r1.4		SOURCE_PARAGRAPH_BOTH_MARKED
f71v	f71v.18	18	C	0	0	okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal	okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal	okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal	okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal	f71v.18--f71v.18		NON_P_RECORD
f72r1	f72r1.1	1	C	0	0	oteeo cthey chlol cheol olcheor al oteey chedal oteedy okeodaly chol chokeol cheoky okaiir okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal dar okeeas aiin oteey okaiin	oteeo cthey chlol cheol olcheor al oteey chedal oteedy okeodaly chol chokeol cheoky okaiir okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal dar okeeas aiin oteey okaiin	oteeo ckhey cholo cheol olchear al oteey chedal oteedy okeodaly cheol chokeol cheolky okaiis okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otar otam chotam sal okeo dar ar adal dar okeeas aiin oteey okoiin	oteeo cthe chlol cheol olchear al oteey chedal otee y okeo aly chol chokeol cheolky okaiir okee y sheoltey cheor aiin dal okochey sho okaley ol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal ar okeeos aiin oteey o kaiin	f72r1.1--f72r1.1		NON_P_RECORD
f72r1	f72r1.12	12	C	0	0	oteodar ytey otey shetey chokshor okalal otaiin sheolaiin otaiin chetey cheolor oteo teeody otar chokaiin okaiin al alo cheedy otear ar cheky chokal otar al o qokar	oteodar ytey otey shetey chokshor okalal otaiin sheolaiin otaiin chetey cheolor oteo teeody otar chokaiin okaiin al alo cheedy otear ar cheky chokal otar al o qokar	oteodar ytey otey shetey chokshor okalal otaiin sheol aiin otaiin chetey cheolor oteoteeody otor chokaiin okaiin al alo cheedy oteorar cheky chokal otas al oqokar	oteo ar ytey otey shetey chokshor okalal otaiin sheolaiin otaiin chetey cheolor oteoteeo y otar chokaiin okaiin al alo chee y oteorar cheky chokal otar aloqokar	f72r1.12--f72r1.12		NON_P_RECORD
f72r2	f72r2.32	32	C	0	0	otoar air aloy okaiin otees chs chchs ar aly taly dar otchey okaiin olaiin y	otoar air aloy okaiin otees chs chchs ar aly taly dar otchey okaiin olaiin y	otoar air aloy okaiin otees chs chchs ar yly kaly dar otchey okaiin ola in dy	otoar air alo okaiin otees chs chchs ar aly kaly ar oteeey okaiin olaiin y	f72r2.32--f72r2.32		NON_P_RECORD
f72r3	f72r3.12	12	L	0	0	opoeey okaiin	opoeey okaiin	opoeey okaiin	opoeey okaiin	f72r3.12--f72r3.12		NON_P_RECORD
f75r	f75r.32	32	P	1	0	polshy dal shedy qokain dar chsdy shedy qotar shedy ldy	polshy dal shedy qokain dar chsdy shedy qotar shedy ldy	polshy dal shedy qokain das chsdy shedy qokar shedy ldy	polshy dal shedy qokain dar chsdy shedy qokar she y ldy	f75r.32--f75r.46		SOURCE_PARAGRAPH_BOTH_MARKED
f75r	f75r.33	33	P	0	0	qokeey l shedy qo l chedy qokain chcthedy ltedy darom	qokeey l shedy qo l chedy qokain chcthedy ltedy darom	qokeey lshedy qol chedy qokain chcthedy ltedy darom	qokeey lshedy qol ched qokain chcthedy ltedy darom	f75r.32--f75r.46		SOURCE_PARAGRAPH_BOTH_MARKED
f75r	f75r.34	34	P	0	0	s olkedy okal dar oty okar otar ol kain oltedy	s olkedy okal dar oty okar otar ol kain oltedy	solkedy okal dar oty otar otar ol kain olkedy	s olke y okal dar oty okar otar ol kain olkedy	f75r.32--f75r.46		SOURCE_PARAGRAPH_BOTH_MARKED
f75r	f75r.35	35	P	0	0	qokain sheety qokain dar dar shedy qokain oldy	qokain sheety qokain dar dar shedy qokain oldy	qokain sheety qokain dar dar shedy qokar ol dy	qokain sheety qokain dar dar edy qokain oldy	f75r.32--f75r.46		SOURCE_PARAGRAPH_BOTH_MARKED
f75r	f75r.36	36	P	0	0	sol keedy qokeedy qokey okar otar dardardy	sol keedy qokeedy qokey okar otar dardardy	sol keedy qokeedy qokey okar otar dar dar dy	sol keedy qokee y qokey okar otar dar dar dy	f75r.32--f75r.46		SOURCE_PARAGRAPH_BOTH_MARKED
f75r	f75r.37	37	P	0	0	qokedy dy sheety qokedy qokeedy qokechdy lol	qokedy dy sheety qokedy qokeedy qokechdy lol	qokedy dy sheety qokedy qokchdy qokechdy lol	qoke y dy sheety qoke y qokee y qokechdy lol	f75r.32--f75r.46		SOURCE_PARAGRAPH_BOTH_MARKED
f75r	f75r.38	38	P	0	0	qokeedy qokeedy qokedy qokedy qokeedy ldy	qokeedy qokeedy qokedy qokedy qokeedy ldy	qokeedy qokeedy qokedy qokedy qokeedy ldy	qokee y qokee y qokedy qokedy qokee y ldy	f75r.32--f75r.46		SOURCE_PARAGRAPH_BOTH_MARKED
f75r	f75r.39	39	P	0	0	yshedy qokeedy qokeedy olkeedy otey koldy	yshedy qokeedy qokeedy olkeedy otey koldy	yshedy qokeedy qokchdy olkeedy otey koldy	yshedy qokeedy qokeedy olkeedy otey koldy	f75r.32--f75r.46		SOURCE_PARAGRAPH_BOTH_MARKED
f75r	f75r.40	40	P	0	0	dar shedy qokain shedy dal keedy rshedy	dar shedy qokain shedy dal keedy rshedy	dar shedy qokain shedy dal keedy rshedy	dar shedy qokain e y dal keedy rshedy	f75r.32--f75r.46		SOURCE_PARAGRAPH_BOTH_MARKED
f75r	f75r.41	41	P	0	0	sokeedy qokeedy oteedy qoky dy keedy sy	sokeedy qokeedy oteedy qoky dy keedy sy	sokeedy qokeedy oteedy qoky dykeedy sy	sokee y qokee y oteedy qoky dykeedy sy	f75r.32--f75r.46		SOURCE_PARAGRAPH_BOTH_MARKED
f75r	f75r.42	42	P	0	0	dshedy qokedy qokeedy qoteey qoteedy dor	dshedy qokedy qokeedy qoteey qoteedy dor	dshedy qokedy c qoteey qoteedy dar	dshedy qokedy qokeedy qoteey qotee y d r	f75r.32--f75r.46		SOURCE_PARAGRAPH_BOTH_MARKED
f75r	f75r.43	43	P	0	0	yshedy chekar oldy qokain chkar otar oldy	yshedy chekar oldy qokain chkar otar oldy	yshedy chekar oldy qokain chkar otar oldy	yshedy chekar oldy qokain chkar otar oldy	f75r.32--f75r.46		SOURCE_PARAGRAPH_BOTH_MARKED
f75r	f75r.44	44	P	0	0	dchedy sain okedy qokedy otedy okoldy otar otam olaiin ch dar dy	dchedy sain okedy qokedy otedy okoldy otar otam olaiin ch dar dy	dchedy sain okedy qokedy otedy okoldy otar otam olaiin chdar dy	dchedy sain oke y qoke y ote y okoldy otar otam olaiin ch dar dy	f75r.32--f75r.46		SOURCE_PARAGRAPH_BOTH_MARKED
f75r	f75r.45	45	P	0	0	sshedy shckhy qokey okedy sarol oty otedy qotedy otedy okaiin	sshedy shckhy qokey okedy sarol oty otedy qotedy otedy okaiin	sshedy shckhy qokey okedy sorol oty otedy qotedy otedy okaiin	sshedy shckhy qokey okedy s rol oty otedy qote y otedy okaiin	f75r.32--f75r.46		SOURCE_PARAGRAPH_BOTH_MARKED
f75r	f75r.46	46	P	0	1	qokey qokedy sheol qokedy dain shedy otol chedy olor	qokey qokedy sheol qokedy dain shedy otol chedy olor	qokey qokedy sheol qokedy dain shedy otol chedy olor	qokey qokedy sheol qokedy dain shedy tol che y olar	f75r.32--f75r.46		SOURCE_PARAGRAPH_BOTH_MARKED
f76r	f76r.1	1	P	1	0	potchokor chcfhdy opshdy qolp chcphy chcphdy opshey qofshy opchdy sain as y	potchokor chcfhdy opshdy qolp chcphy chcphdy opshey qofshy opchdy sain as y	potchokar chcfhdy opshdy qolp chcphy chcphdy opshey qofshy opchdy sain sy	potchokor chcfhdy opshdy qolp chcphy chcphdy opshey qopshy opchdy sain asy	f76r.1--f76r.38		SOURCE_PARAGRAPH_BOTH_MARKED
