occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	family	card_type	scope_mode	rendering_class	left_surface	right_surface	reader_merge_direction	reader_merge_surface	reader_merge_readers	reader_merge_known_surface	raw_line_set_candidates	reader_merge_decision	working_gloss_de	working_render_de	composition	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line	v44_gloss_de	v45_gloss_de	v44_scope_state	v45_scope_state	v45_working_translation_de	exact_surface_dispatch	context_or_reader_dispatch	substring_dispatch
G668-T0011	f103r	f103r.6	12	12	13	san	P	MEDIAL	S	B	3	SEED	CONTEXT_SCOPED_SHORT_FORM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_DEFAULT	EXACT_WHOLE	ota	am	NONE	NONE	NONE	0	NONE	NO_EXACT_LOCAL_READER_JOIN	ein Teil Saatgut	ein Teil Saatgut	S_SEED+AN_I	Saatgut der Stufe I	0	0	1	0	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qoto ota san am	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qot san am	ocheey dain shek okeedy okey shedy qokealdy shcthy qotedy qoto ota sein am	[san:?]	ein Teil Saatgut	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[ocheey:?]; zwei Maße; [shek:?]; Ansatz auf Heizendstufe abgeschlossen; Ansatz bis zur mittleren Heizstufe; bis zur mittleren Einweichstufe gebracht; [qokealdy:?]; feuchte Krautdroge; bis zur mittleren Kühlstufe gebracht; [qoto:?]; [ota:?]; ein Teil Saatgut; Maßeinheit I	0	1	0
G668-T0012	f103v	f103v.9	4	4	11	okeor	P	MEDIAL	S	B	3	MEASURE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	shorchdy	okaiin	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	eine Portion Ansatz bis zur Mittelstufe erhitzen	eine Portion Ansatz bis zur Mittelstufe erhitzen	O_PREP+K_HOT+E_MIDDLE+OR_PORTION	erhitzte Ansatzportion der Mittelstufe	0	0	1	0	pchal shal shorchdy okeor okaiin shedy pchedy qotchedy qotar ol lkar	pchal shal shorchdy okeor okain shedy pchedy qotchedy qotar ol lkar	pchalshal shorch y okear okaiin shedy pchedy qotchedy qotar ol lkar	[okeor:?]	eine Portion Ansatz bis zur Mittelstufe erhitzen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[pchal:?]; Rohstoff I, feucht am Gradanfang; [shorchdy:?]; eine Portion Ansatz bis zur Mittelstufe erhitzen; Ansatz auf Heizstufe III; bis zur mittleren Einweichstufe gebracht; getrocknetes Pulver; kalt und bis zur mittleren Trockenstufe gebracht; kalte Drogenfraktion I; Grundansatz; heiße Holzfraktion I	1	0	0
G668-T0013	f104r	f104r.34	2	2	11	ksheody	P	MEDIAL	S	B	3	ACTION	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	KSHEODY_ACTION	pchol	qokeshedy	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen	Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen	K_HOT+SH_MOIST+E_MIDDLE+O_PREP+DY_FINISHED	fertiger heiß eingeweichter Ansatz	0	0	1	0	pchol ksheody qokeshedy qokal chedy qokaiin otaiin cheody qokal taiin cholxy	pchol ksheody qokeshedy qokal chedy qokaiin otaiin cheody qokal taiin cholxy	pchol ksheod qokeshe y qotal chedy qokaiin otaiin cheody qokal taiin cholxy	[ksheody:?]	Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	trockener Pulverstoff/Trockengut; Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen; [qokeshedy:?]; Rohstoff I, heiß am Gradanfang; bis zur mittleren Trockenstufe gebracht; heiß, Grad III; kalt im Zubereitungsrahmen, Grad III; getrockneter Ansatz; Rohstoff I, heiß am Gradanfang; kalt, Grad III; [cholxy:?]	1	0	0
G668-T0014	f104r	f104r.5	12	12	12	qod	P	EOS	S	B	3	ACTION	CONTEXT_SCOPED_SHORT_FORM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_DEFAULT	QOD_ACTION	opchdy	<EOS>	NONE	NONE	NONE	0	NONE	NO_EXACT_LOCAL_READER_JOIN	die Zubereitung abschließen	die Zubereitung abschließen	QO_COMMAND+D_TERM_CLOSE	die Zubereitung abziehen	1	1	1	0	kchdal qotaiin qoshedy ol chl ol cheday al lod pchdair opchdy qod	kchdal qotaiin qoshedy ol chl ol chedacphy al lod pchdair opchdy qod	chdal qotaiin qoshe y ol chl ol chedacphy al lod pchdair opch y qod	[qod:?]	die Zubereitung abschließen	UNKNOWN_SURFACE	KNOWN_CONTEXT_LICENSED	[kchdal:?]; kalt, Grad III; [qoshedy:?]; Grundansatz; trockne Folgendes: Grundansatz; [cheday:?]; Rohstoff I; [lod:?]; [pchdair:?]; fertiges Trockenpulverpräparat; die Zubereitung abschließen	0	1	0
G668-T0015	f104v	f104v.11	1	1	9	ycheedy	P	BOS	S	B	3	ACTION	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	YCHEEDY_ACTION	<BOS>	qoy	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	trockne hiervon vollständig und stelle es fertig	trockne hiervon vollständig und stelle es fertig	Y_REFERENCE+CH_DRY+EE_END+DY_FINISHED	vollständig getrocknete Droge dieser Zubereitung	1	1	1	0	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin	ycheedy qocthey ykchedor cheeky qokchd qotol qokol qokol daiin	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin	[ycheedy:?]	trockne hiervon vollständig und stelle es fertig	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	trockne hiervon vollständig und stelle es fertig; [qoy:?]; [ykchedor:?]; trocken am Gradende, dann heiß am Gradanfang; abgemessene heiß-trockene Droge; kaltes Material; erhitze zweimal bis Grad III	1	0	0
G668-T0016	f104v	f104v.12	5	5	13	oteeey	P	MEDIAL	S	B	3	COLD	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	cheeta	oteedy	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Ansatz bis zur letzten Stufe abkühlen und abschließen	Ansatz bis zur letzten Stufe abkühlen und abschließen	O_PREP+T_COLD+EEE_LONG_OR_FINAL+Y_START_OR_CLOSE	lange gekühlter Ansatz	1	1	1	0	polchechy oteoy chotchs cheeta oteeey oteedy qoty ched l cheol par oltedy chedam	polchechy oteoy chotchs cheeta oteeey oteedy qoty ched l cheol par oltedy chedam	polchechy oteo chotchs cheeta oteeey otee y qoty ched l cheol par oltedy chedam	[oteeey:?]	Ansatz bis zur letzten Stufe abkühlen und abschließen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[polchechy:?]; [oteoy:?]; [chotchs:?]; [cheeta:?]; Ansatz bis zur letzten Stufe abkühlen und abschließen; Ansatz auf Kühlendstufe abgeschlossen; leicht gekühlt; Trockenstufe Mitte, abgeschlossen; ein Pfund; trockener Drogenstoff; Pulverfraktion I; Holzdrogenansatz bis zur mittleren Kühlstufe, fertig; [chedam:?]	1	0	0
G668-T0017	f104v	f104v.31	2	2	9	cheoraiin	P	MEDIAL	S	B	3	MEASURE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	y	cthey	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	drei Portionen bis zur Mittelstufe getrockneter Droge	drei Portionen bis zur Mittelstufe getrockneter Droge	CH_DRY+E_MIDDLE+OR_PORTION+AIIN_III	Trockenportion der dritten Stufe	0	0	1	0	y cheoraiin cthey chol sheody qokair qoeey cheey lkeedy	ycheoraiin cthey chol sheody qokair qoeey cheey lkeedy	y cheoraiin cthe chol sheo dy qokair qoeey cheey lkeedy	[cheoraiin:?]	drei Portionen bis zur Mittelstufe getrockneter Droge	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	Eintrag: drei Portionen bis zur Mittelstufe getrockneter Droge; Krautdroge, Form I; Blatt-/Krautdroge, Form I; Trockengut; angefeuchteter Ansatz, abgeschlossen; erhitze die zweite Fraktion; nimm die Endportion hinzu; vollständig getrocknet; Drogenholz, heiß am Gradende, abgeschlossen	1	0	0
G668-T0018	f105r	f105r.2	10	10	13	okees	P	MEDIAL	S	B	3	HOT_PREP	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	cheey	odar	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Charge vollständig erhitzten Ansatzes	Charge vollständig erhitzten Ansatzes	O_PREP+K_HOT+EE_END+S_TERM_SPECIES	vollständig erhitzte Ansatzspecies	1	1	1	0	dshees yey cheey raiin otchdy qodor ches or cheey okees odar cheody qody	dshees yey cheey raiin otchdy qodos ches or cheey okees odar cheody qody	dshees yey chee raiin otch y qodor ches or cheey okees odar cheod qod	[okees:?]	Charge vollständig erhitzten Ansatzes	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[dshees:?]; [yey:?]; vollständig getrocknet; Wurzel, Typ/Charge III; kalt-trockener Ansatz am Anfang des Grades, abgeschlossen; [qodor:?]; trockenes Drogenmaterial, Mittelstufe; Drogenportion; vollständig getrocknet; Charge vollständig erhitzten Ansatzes; [odar:?]; getrockneter Ansatz; stelle die Zubereitung fertig	1	0	0
G668-T0019	f105v	f105v.10	16	16	16	odam	P	EOS	S	B	3	MEASURE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	oral	<EOS>	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	ein Maß Ansatz abmessen	ein Maß Ansatz abmessen	O_PREP+D_MEASURE+AM_UNIT_I	abgemessener Ansatz der Einheit I	0	0	1	0	ykeey ky che oiiin dal kaiin okairo l kair chedy s odar air al oral odam	ykeey ky che oiiin dal kaiin okairo lkair chedy sodar air al oral odam	ykeey ky che oiiin dal kaiin otairo l kair chedy s odar air al oral odaj	[odam:?]	ein Maß Ansatz abmessen	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	erhitze hiervon bis zur Endstufe und schließe ab; leicht erhitzt; [che:?]; Zubereitung in Form IV; abgemessene Rohstoffmenge I; heiß, Grad III; [okairo:?]; Holzdroge in der gebundenen Anschlussform; bis zur mittleren Trockenstufe gebracht; Samen-/Saatgutposten; [odar:?]; zweite Drogenfraktion; Rohstoff I; Rohstoffportion, Klasse I; ein Maß Ansatz abmessen	1	0	0
G668-T0020	f105v	f105v.13	7	7	8	okees	P	MEDIAL	S	B	3	HOT_PREP	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	kair	lkchdal	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Charge vollständig erhitzten Ansatzes	Charge vollständig erhitzten Ansatzes	O_PREP+K_HOT+EE_END+S_TERM_SPECIES	vollständig erhitzte Ansatzspecies	1	1	1	0	saiin opchedy qokchdy otar al kair okees lkchdal	saiin opchedy qokchdy otar al kair okees lkeedal	saiin opched qokch y otar al kair okees lkeedal	[okees:?]	Charge vollständig erhitzten Ansatzes	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Samen/Saatgut, Typ/Charge III; vollständig getrocknetes Pulverpräparat; heiß und angetrocknet; kalte Drogenfraktion I im Ansatz; Rohstoff I; heiße Drogenfraktion II; Charge vollständig erhitzten Ansatzes; [lkchdal:?]	1	0	0
G668-T0021	f105v	f105v.3	3	3	11	ytoiin	P	MEDIAL	S	B	3	COLD	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	qoedaiin	okair	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	kühle hiervon einen Ansatz in Zubereitungsform III	kühle hiervon einen Ansatz in Zubereitungsform III	Y_REFERENCE+T_COLD+O_PREP+IIN_FORM_III	kalte Ansatzform III dieser Droge	0	0	1	0	dshedy qoedaiin ytoiin okair qotol dol okoldy qokedy opched oteedy qotaiin	dshedy qoedaiin ytoiin okair qotol dol okoldy qokedy opched oteedy qotaiin	dedy qoedaiin ytaiin okair qot l dol okoldy qokedy opched oteedy qotaiin	[ytoiin:?]	kühle hiervon einen Ansatz in Zubereitungsform III	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; [qoedaiin:?]; kühle hiervon einen Ansatz in Zubereitungsform III; heiße Drogenfraktion II im Ansatz; kaltes Material; Materialmaß; erhitzten Ansatzstoff fertigstellen; bis zur mittleren Heizstufe gebracht; [opched:?]; Ansatz auf Kühlendstufe abgeschlossen; kalt, Grad III	1	0	0
G668-T0022	f105v	f105v.9	5	5	14	okairy	P	MEDIAL	S	B	3	FRACTION	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	daiin	otchedy	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	zweite Fraktion des erhitzten Ansatzes abschließen	zweite Fraktion des erhitzten Ansatzes abschließen	O_PREP+K_HOT+AIR_FRACTION_II+Y_START_OR_CLOSE	leicht erhitzte Ansatzfraktion II	1	1	1	0	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ail l okam	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ain ookam	lcheey qoeees y daiin okairy otchedy ockhe otchey daiin or r ail l okam	[okairy:?]	zweite Fraktion des erhitzten Ansatzes abschließen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Drogenholz, trocken gebunden, Form II; nimm eine Charge der letzten Stufe; hierzu: drei Maße; zweite Fraktion des erhitzten Ansatzes abschließen; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen; Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen; kalt-trockener Ansatz in der Mitte des Grades; drei Maße; Drogenportion; Wurzel; Rohstoff II; ein Pfund; ein Maß heißen Ansatzes	1	0	0
