rank	page	locus	surface	working_default_de	practical_render_de	card_type	composition	strongest_rival_de	strength	reader_merge_surface	zl3b_line	v44_translation_de	v45_translation_de	status
11	f112v	f112v.15	pchodain	zwei Dosen getrockneten Pulveransatzes abmessen	zwei Dosen getrockneten Pulveransatzes abmessen	PRODUCTIVE_COMPOUND	P_POWDER+CH_DRY+O_PREP+D_MEASURE+AIN_II	Pulveransatz auf Trockenstufe II	MEDIUM_EXACT_WHOLE	NONE	pchodain okeedy qokeedy olkeedy qokain sheey qokedar aiin am	[pchodain:?]; Ansatz auf Heizendstufe abgeschlossen; bis zur Heizendstufe gebracht; Holzdrogenansatz vollständig erhitzt und abgeschlossen; heiß, Grad II; vollständig eingeweicht; erhitze bis zur Mittelstufe und miss die erste Fraktion ab; drei Teile; Maßeinheit I	zwei Dosen getrockneten Pulveransatzes abmessen; Ansatz auf Heizendstufe abgeschlossen; bis zur Heizendstufe gebracht; Holzdrogenansatz vollständig erhitzt und abgeschlossen; heiß, Grad II; vollständig eingeweicht; erhitze bis zur Mittelstufe und miss die erste Fraktion ab; drei Teile; Maßeinheit I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
12	f112v	f112v.41	ykeedan	erhitze hiervon vollständig und miss eine Dosis I ab	erhitze hiervon vollständig und miss eine Dosis I ab	PRODUCTIVE_COMPOUND	Y_REFERENCE+K_HOT+EE_END+D_MEASURE+AN_I	vollständig erhitzte Dosis I dieser Droge	LOW_EXPLORATORY	NONE	ykeedan checkhey oain chol	[ykeedan:?]; trockenes Arzneikompositum in der Gradmitte; zwei Teile Ansatz; Trockengut	erhitze hiervon vollständig und miss eine Dosis I ab; trockenes Arzneikompositum in der Gradmitte; zwei Teile Ansatz; Trockengut	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
13	f113v	f113v.24	loar	erste Fraktion eines Holzdrogenansatzes	erste Fraktion eines Holzdrogenansatzes	PRODUCTIVE_COMPOUND	L_WOOD+O_PREP+AR_FRACTION_I	Holzdroge als Ansatzfraktion I	LOW_EXPLORATORY	NONE	olkeey lcheey loar cheos	Holzdrogenansatz vollständig erhitzt; Drogenholz, trocken gebunden, Form II; [loar:?]; Charge eines mitteltrockenen Ansatzes	Holzdrogenansatz vollständig erhitzt; Drogenholz, trocken gebunden, Form II; erste Fraktion eines Holzdrogenansatzes; Charge eines mitteltrockenen Ansatzes	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
14	f113v	f113v.37	oteeey	Ansatz bis zur letzten Stufe abkühlen und abschließen	Ansatz bis zur letzten Stufe abkühlen und abschließen	PRODUCTIVE_COMPOUND	O_PREP+T_COLD+EEE_LONG_OR_FINAL+Y_START_OR_CLOSE	lange gekühlter Ansatz	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qol aiin olaiin oteeey lchedy qokair y daiin	gib Folgendes hinzu: drei Teile; drei Teile Holzdrogenansatz; [oteeey:?]; getrocknetes Drogenholz; erhitze die zweite Fraktion; hierzu: drei Maße	gib Folgendes hinzu: drei Teile; drei Teile Holzdrogenansatz; Ansatz bis zur letzten Stufe abkühlen und abschließen; getrocknetes Drogenholz; erhitze die zweite Fraktion; hierzu: drei Maße	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
15	f114v	f114v.10	olchedaiin	drei Dosen bis zur Mittelstufe getrockneten Drogenstoffs	drei Dosen bis zur Mittelstufe getrockneten Drogenstoffs	PRODUCTIVE_COMPOUND	OL_MATERIAL+CH_DRY+E_MIDDLE+D_MEASURE+AIIN_III	getrockneter Drogenstoff auf Dosisstufe III	LOW_EXPLORATORY	NONE	olkees chedaiin qotaiin olchedaiin chedain dain chcthdy	Charge vollständig erhitzten Drogenstoffs; abgemessene Trockendroge, Dosis III; kalt, Grad III; [olchedaiin:?]; zwei Dosen bis zur Mittelstufe getrockneter Droge; zwei Maße; trockne die Krautdroge vollständig	Charge vollständig erhitzten Drogenstoffs; abgemessene Trockendroge, Dosis III; kalt, Grad III; drei Dosen bis zur Mittelstufe getrockneten Drogenstoffs; zwei Dosen bis zur Mittelstufe getrockneter Droge; zwei Maße; trockne die Krautdroge vollständig	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
16	f115r	f115r.21	oeeody	Ansatz vollständig bereiten, erneut ansetzen und fertigstellen	Ansatz vollständig bereiten, erneut ansetzen und fertigstellen	PRODUCTIVE_COMPOUND	O_PREP+EE_END+O_PREP+DY_FINISHED	fertiger Doppelansatz der Endstufe	LOW_EXPLORATORY	NONE	yches oaiin or al chy cheody rodaiin cheockhy oeeody	trockne hiervon eine Charge bis zur Mittelstufe; Ansatzmenge III; Drogenportion; Rohstoff I; angetrocknet; getrockneter Ansatz; Wurzel/Wurzeldrogezubereitung, Dosis III; trocken angesetztes Arzneikompositum am Gradanfang; [oeeody:?]	trockne hiervon eine Charge bis zur Mittelstufe; Ansatzmenge III; Drogenportion; Rohstoff I; angetrocknet; getrockneter Ansatz; Wurzel/Wurzeldrogezubereitung, Dosis III; trocken angesetztes Arzneikompositum am Gradanfang; Ansatz vollständig bereiten, erneut ansetzen und fertigstellen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
17	f11v	f11v.7	chold	getrockneten Drogenstoff abschließen	getrockneten Drogenstoff abschließen	PRODUCTIVE_COMPOUND	CH_DRY+OL_MATERIAL+D_TERM_CLOSE	getrockneten Drogenstoff abziehen	LOW_EXPLORATORY	NONE	ycheor ksho dor cthey s chold	nimm hiervon eine bis zur Mittelstufe getrocknete Portion; erhitze, weiche ein und setze an; miss eine Portion Droge ab; Krautdroge, Form I; Blatt-/Krautdroge, Form I; Samen-/Saatgutposten; [chold:?]	nimm hiervon eine bis zur Mittelstufe getrocknete Portion; erhitze, weiche ein und setze an; miss eine Portion Droge ab; Krautdroge, Form I; Blatt-/Krautdroge, Form I; Samen-/Saatgutposten; getrockneten Drogenstoff abschließen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
18	f14r	f14r.8	soshy	Saatgutzubereitung leicht einweichen	Saatgutzubereitung leicht einweichen	PRODUCTIVE_COMPOUND	SO_SEED_PREP+SH_MOIST+Y_START_OR_CLOSE	leicht angefeuchtete Saatgutzubereitung	MEDIUM_EXACT_WHOLE	NONE	soshy chol shor cheos ykaiin s	[soshy:?]; Trockengut; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; Charge eines mitteltrockenen Ansatzes; erhitze hiervon auf Stufe III; Samen-/Saatgutposten.	Saatgutzubereitung leicht einweichen; Trockengut; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; Charge eines mitteltrockenen Ansatzes; erhitze hiervon auf Stufe III; Samen-/Saatgutposten.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
19	f16v	f16v.3	koshet	erhitzten Ansatz bis zur Mittelstufe einweichen und abkühlen	erhitzten Ansatz bis zur Mittelstufe einweichen und abkühlen	PRODUCTIVE_COMPOUND	K_HOT+O_PREP+SH_MOIST+E_MIDDLE+T_COLD	kalt abgeschlossenes heißes Mazerat	LOW_EXPLORATORY	NONE	ykchy dy choy qoty chy kchy koshet	Eintrag/Bezug: heiß-trocken am Gradanfang; Trockenansatz leicht abschließen; leicht gekühlt; angetrocknet; heiß und angetrocknet; [koshet:?]	Eintrag/Bezug: heiß-trocken am Gradanfang; Trockenansatz leicht abschließen; leicht gekühlt; angetrocknet; heiß und angetrocknet; erhitzten Ansatz bis zur Mittelstufe einweichen und abkühlen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
20	f16v	f16v.6	dairin	abgemessene zweite Fraktion, Zubereitungsform II	abgemessene zweite Fraktion, Zubereitungsform II	LEARNED_WHOLE	LEARNED_DAIRIN_WHOLE	zweite Fraktion in Zubereitungsform II	LOW_EXPLORATORY	NONE	sor ch kar oty chkar chol dairin	Samenportion; trockne heiße Drogenfraktion I; kalter Ansatz am Anfang des Grades; erste heiß getrocknete Fraktion; Trockengut; [dairin:?]	Samenportion; trockne heiße Drogenfraktion I; kalter Ansatz am Anfang des Grades; erste heiß getrocknete Fraktion; Trockengut; abgemessene zweite Fraktion, Zubereitungsform II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
21	f16v	f16v.8	sholo	eingeweichten Drogenstoff erneut ansetzen	eingeweichten Drogenstoff erneut ansetzen	PRODUCTIVE_COMPOUND	SH_MOIST+OL_MATERIAL+O_PREP	Feuchtstoff als neuer Ansatz	LOW_EXPLORATORY	NONE	daiin chol y daiin chcthy qot char chor sholo	drei Maße; Trockengut; hierzu: drei Maße; getrocknete Krautdroge; kühle die erste Trockenfraktion; Pflanzenteil; [sholo:?]	drei Maße; Trockengut; hierzu: drei Maße; getrocknete Krautdroge; kühle die erste Trockenfraktion; Pflanzenteil; eingeweichten Drogenstoff erneut ansetzen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
22	f17v	f17v.12	keaiin	drei Teile bis zur Mittelstufe erhitzter Droge	drei Teile bis zur Mittelstufe erhitzter Droge	PRODUCTIVE_COMPOUND	K_HOT+E_MIDDLE+AIIN_III	erhitzte Droge auf Stufe III	LOW_EXPLORATORY	NONE	oy choy keaiin chckhey ol chor	Ansatz in Grundform; Trockenansatz leicht abschließen; [keaiin:?]; Arzneikompositum: trocken, Gradmitte; Grundansatz; Pflanzenteil	Ansatz in Grundform; Trockenansatz leicht abschließen; drei Teile bis zur Mittelstufe erhitzter Droge; Arzneikompositum: trocken, Gradmitte; Grundansatz; Pflanzenteil	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
23	f17v	f17v.5	dolcheey	Drogenstoff abmessen, vollständig trocknen und abschließen	Drogenstoff abmessen, vollständig trocknen und abschließen	PRODUCTIVE_COMPOUND	D_MEASURE+OL_MATERIAL+CH_DRY+EE_END+Y_START_OR_CLOSE	vollständig getrocknete Drogenstoffdosis	LOW_EXPLORATORY	NONE	ychol chol dolcheey tchol dar ckhy	trockne hiervon den Drogenstoff; Trockengut; [dolcheey:?]; kalt-trockenes Drogenmaterial; abgemessene Fraktion I; Arzneikompositum am Gradanfang	trockne hiervon den Drogenstoff; Trockengut; Drogenstoff abmessen, vollständig trocknen und abschließen; kalt-trockenes Drogenmaterial; abgemessene Fraktion I; Arzneikompositum am Gradanfang	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
24	f18r	f18r.4	okeor	eine Portion Ansatz bis zur Mittelstufe erhitzen	eine Portion Ansatz bis zur Mittelstufe erhitzen	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+E_MIDDLE+OR_PORTION	erhitzte Ansatzportion der Mittelstufe	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	chor cthor okeor ykchol okain	Pflanzenteil; Drogenteil/-portion; Portion Blatt-/Krautdroge; [okeor:?]; erhitze und trockne hiervon den Drogenstoff; heiß im Zubereitungsrahmen, Grad II	Pflanzenteil; Drogenteil/-portion; Portion Blatt-/Krautdroge; eine Portion Ansatz bis zur Mittelstufe erhitzen; erhitze und trockne hiervon den Drogenstoff; heiß im Zubereitungsrahmen, Grad II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
25	f18v	f18v.7	chod	Trockenansatz abschließen	Trockenansatz abschließen	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+D_TERM_CLOSE	Trockenansatz abziehen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	ychol dor chod qokol daiin qokol dar dy	trockne hiervon den Drogenstoff; miss eine Portion Droge ab; [chod:?]; erhitze bis Grad III; erhitze Folgendes: abgemessene Fraktion I.	trockne hiervon den Drogenstoff; miss eine Portion Droge ab; Trockenansatz abschließen; erhitze bis Grad III; erhitze Folgendes: abgemessene Fraktion I.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
26	f19v	f19v.5	doty	einen Ansatz abmessen, abkühlen und abschließen	einen Ansatz abmessen, abkühlen und abschließen	PRODUCTIVE_COMPOUND	D_MEASURE+O_PREP+T_COLD+Y_START_OR_CLOSE	leicht gekühlte Ansatzdosis	LOW_EXPLORATORY	NONE	qotchy qoteey daiin doty qot	kalt und angetrocknet; bis zur Kühlendstufe; drei Maße; [doty:?]; kühle Folgendes ab	kalt und angetrocknet; bis zur Kühlendstufe; drei Maße; einen Ansatz abmessen, abkühlen und abschließen; kühle Folgendes ab	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
27	f22r	f22r.10	opchol	getrockneter Pulverstoff im Ansatz	getrockneter Pulverstoff im Ansatz	PRODUCTIVE_COMPOUND	O_PREP+P_POWDER+CH_DRY+OL_MATERIAL	getrocknetes Pulver als Drogenstoff ansetzen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	erhitztes Trockengut; Pflanzenteil; Menge/Portion III; Blatt-/Krautzubereitung, Form III; abgemessener Pflanzenteil; bis zur mittleren Trockenstufe; erhitze Folgendes: [opchol:?]; ein Maß Drogenstoff abmessen	erhitztes Trockengut; Pflanzenteil; Menge/Portion III; Blatt-/Krautzubereitung, Form III; abgemessener Pflanzenteil; bis zur mittleren Trockenstufe; erhitze Folgendes: getrockneter Pulverstoff im Ansatz; ein Maß Drogenstoff abmessen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
28	f22v	f22v.2	otchyd	kalten Ansatz trocknen und den Posten abschließen	kalten Ansatz trocknen und den Posten abschließen	PRODUCTIVE_COMPOUND	O_PREP+T_COLD+CH_DRY+YD_POST_CLOSE	Ansatz kalt trocknen und abziehen	MEDIUM_EXACT_WHOLE	NONE	daiin y kaiin qotchy kchy otchyd dshor ychy	drei Maße; hierzu: heiß, Grad III; kalt und angetrocknet; heiß und angetrocknet; [otchyd:?]; abgemessene Blüten-/Fruchtdroge; trockne hiervon leicht	drei Maße; hierzu: heiß, Grad III; kalt und angetrocknet; heiß und angetrocknet; kalten Ansatz trocknen und den Posten abschließen; abgemessene Blüten-/Fruchtdroge; trockne hiervon leicht	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
29	f24r	f24r.6	oeeeos	Ansatzcharge der letzten Stufe	Ansatzcharge der letzten Stufe	PRODUCTIVE_COMPOUND	O_PREP+EEE_LONG_OR_FINAL+O_PREP+S_TERM_SPECIES	lange bereitete Ansatzspecies	LOW_EXPLORATORY	NONE	oeeeos cthor otal qocthol qoky	[oeeeos:?]; Drogenteil/-portion; Portion Blatt-/Krautdroge; Rohstoff I, leicht gekühlt im Ansatz; nimm Krautdrogenstoff; leicht erhitzt	Ansatzcharge der letzten Stufe; Drogenteil/-portion; Portion Blatt-/Krautdroge; Rohstoff I, leicht gekühlt im Ansatz; nimm Krautdrogenstoff; leicht erhitzt	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
30	f24v	f24v.10	okoeor	eine Portion erhitzten Ansatzes erneut bis zur Mittelstufe bereiten	eine Portion erhitzten Ansatzes erneut bis zur Mittelstufe bereiten	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+O_PREP+E_MIDDLE+OR_PORTION	wiederangesetzte heiße Portion	LOW_EXPLORATORY	NONE	okoeor ctheod choy keol	[okoeor:?]; Krautansatz auf der mittleren Stufe abschließen; Trockenansatz leicht abschließen; heißer Drogenstoff	eine Portion erhitzten Ansatzes erneut bis zur Mittelstufe bereiten; Krautansatz auf der mittleren Stufe abschließen; Trockenansatz leicht abschließen; heißer Drogenstoff	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
31	f29v	f29v.7	qotcho	kühle, trockne und setze an	kühle, trockne und setze an	PRODUCTIVE_COMPOUND	QO_COMMAND+T_COLD+CH_DRY+O_PREP	bereite einen kalt getrockneten Ansatz	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qotcho kchor daiin ykaiin dy shdy chocthy sheky	[qotcho:?]; Drogenportion, heiß-trocken; Menge/Portion III; erhitze hiervon auf Stufe III; leicht angefeuchtet, abgeschlossen; trockene CTH-Drogenzubereitung; trockene Blatt-/Krautzubereitung; bis zur Mittelstufe einweichen, erhitzen und abschließen	kühle, trockne und setze an; Drogenportion, heiß-trocken; Menge/Portion III; erhitze hiervon auf Stufe III; leicht angefeuchtet, abgeschlossen; trockene CTH-Drogenzubereitung; trockene Blatt-/Krautzubereitung; bis zur Mittelstufe einweichen, erhitzen und abschließen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
