occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	reader_merge_direction	reader_merge_surface	reader_merge_readers	reader_merge_known_surface	raw_line_set_candidates	reader_merge_decision	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G668-T0016	f104v	f104v.12	5	oteeey	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	polchechy oteoy chotchs cheeta oteeey oteedy qoty ched l cheol par oltedy chedam	polchechy oteoy chotchs cheeta oteeey oteedy qoty ched l cheol par oltedy chedam	polchechy oteo chotchs cheeta oteeey otee y qoty ched l cheol par oltedy chedam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0017	f104v	f104v.31	2	cheoraiin	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	y cheoraiin cthey chol sheody qokair qoeey cheey lkeedy	ycheoraiin cthey chol sheody qokair qoeey cheey lkeedy	y cheoraiin cthe chol sheo dy qokair qoeey cheey lkeedy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0018	f105r	f105r.2	10	okees	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dshees yey cheey raiin otchdy qodor ches or cheey okees odar cheody qody	dshees yey cheey raiin otchdy qodos ches or cheey okees odar cheody qody	dshees yey chee raiin otch y qodor ches or cheey okees odar cheod qod	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0019	f105v	f105v.10	16	odam	EOS	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ykeey ky che oiiin dal kaiin okairo l kair chedy s odar air al oral odam	ykeey ky che oiiin dal kaiin okairo lkair chedy sodar air al oral odam	ykeey ky che oiiin dal kaiin otairo l kair chedy s odar air al oral odaj	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0020	f105v	f105v.13	7	okees	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	saiin opchedy qokchdy otar al kair okees lkchdal	saiin opchedy qokchdy otar al kair okees lkeedal	saiin opched qokch y otar al kair okees lkeedal	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0021	f105v	f105v.3	3	ytoiin	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dshedy qoedaiin ytoiin okair qotol dol okoldy qokedy opched oteedy qotaiin	dshedy qoedaiin ytoiin okair qotol dol okoldy qokedy opched oteedy qotaiin	dedy qoedaiin ytaiin okair qot l dol okoldy qokedy opched oteedy qotaiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0022	f105v	f105v.9	5	okairy	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ail l okam	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ain ookam	lcheey qoeees y daiin okairy otchedy ockhe otchey daiin or r ail l okam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0023	f106r	f106r.14	8	okeor	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ychol okaiin olcheey dolchedy otair otal chedy okeor	ychol okaiin olcheey dolchedy otais otal chedy okeor	ychol kaiin olcheey dolchedy otair otal chedy okeor	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0024	f106v	f106v.30	7	ksheody	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	otaiin okochey qody oeesysarx okeey oteedy ksheody qokeedy qotokody	otaiin okochey qody oinysarx okeey oteedy ksheody qokeedy qotokody	otaiin okochey qody oeesysarx keey otee y ksheody qokeedy qoto kody	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0025	f107r	f107r.11	2	cheeol	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	cheeo cheeol qokaiin ytain y keeol l oraiin okaiin okar okaiin otaram	cheeo cheeol qokaiin ytain ykeeol l or aiin okaiin ekar okaiin otaram	cheeo chee l qokaiin ytain y keeol l oraiin okaiin okar okaiin otaram	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0026	f107r	f107r.3	4	ycheedy	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	olcheey cheos qokeeey ycheedy qotain ykain okeey raiin	olcheey sheos qokeeey ycheedy qotain ykain okeey raiin	olcheey cheos qokeeey ycheedy qotain ykain okeey raiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0027	f107r	f107r.35	3	lkeeol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	daiin shl lkeeol lchedy qokor lkaiin chedy qotaiin al ol kaldaim	daiin shl lkeeol lchedy qokor lkaiin chedy qotaiin al ol kaldaim	daiin shl lkeeol lche y qokor lkaiin chedy qotaiin al ol kal aim	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0028	f107r	f107r.5	3	oteeey	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	olkchedy tedy oteeey okchedy qokeed qokear chedy chokchedy qokain ar	olkchedy tedy oteeey okchedy qokeed qokear chedy chokchedy qokain ar	olkchedy te y oteeey okchedy qokeed qokear chedy chokche y qokain ar	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0029	f107v	f107v.16	3	opchol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	parair okal opchol okal opaiin otedy qokeody tolkol lkar aiiraly	parair okal opchol okal opaiin otedy qokeody tolkal lkar aiiraly	parair okal opchol okal opaiin otedy qokeody t lk l lkar aiiraly	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0030	f107v	f107v.25	6	tody	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	kaolkar kolkar okeol qokeor al tody opchey oty al ky pchey rag	kaolkar kolkar okeol qokeor al tody opchey oty al ky pchey ram	kaolkar kolkar okeol qokeor al tody opchey oty al ky pchey rag	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0031	f107v	f107v.39	5	cheary	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	okain cheor olkaiin oain cheary raiin okoiin odaiin okaiin y	okain cheor olkaiin oain cheary raiin okaiin odaiin okaiin y	okain cheor olkaiin oain cheary raiin okoiin o aiin okaiiny	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0032	f108r	f108r.25	2	cheeor	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	y cheeor aiin okeey cheol chedy opchsd opchedy alkedy al lkeam ol rain al	ycheeor aiin okeey cheol chedy opchsd opchedy alkedy allkeam ol rain al	ycheeor aiin keey cheol chedy apchsd opchedy alke y al lkeam ol rain al	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0033	f108r	f108r.33	1	solkedy	BOS	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	solkedy okchd qokedy okedy okeol chdy okar okedy okedy chlar	solkedy okchd qokedy okedy okeol chdy okar okedy okedy chlar	salkedy okchd qokedy okedy okeol chdy okar o edy okedy chlar	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0034	f108v	f108v.32	2	shedain	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dain shedain qokedar olkeedy qokeedy shedy chedar chedy oteedy qokam	dain shedain qokedar olkeeedy qokeedy shedy chedar chedy oteedy qokam	dain shedain qoke ar olkeedy qokeedy shedy chedar chedy oteedy qokam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0035	f108v	f108v.47	3	shedain	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ycheey qokeeey shedain qokeedy qokeey okeedal okeol lkeey lchedy lchedy	ycheey qokeeey shedain qokeedy qokeey okeedal okeol lkeey lchedy lchedy	ycheey qokeee she ain qokeedy qokeey okee al okeol lkeey lche y lche y	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0036	f10r	f10r.10	6	ytoiin	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	oqotor otor cfhy cthor osain ytoiin	oqotar otor cfhy cthor osain ytoiin	oqot r otor cfhy cthor osain ytoiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0037	f10v	f10v.2	4	chcthor	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0038	f111r	f111r.25	4	oteeey	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	so sheor okeedy oteeey qokeey qokeeo s chedar alal oy oxar aiin odaiin chody	so sheor okeedy oteeey qokeey qokeeos chedar alal oikhy oxar aiin odaiin chody	so shear okee y oteeey qokeey qokeeo s che ar alal oy oxar aiin odaiin chod	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0039	f111r	f111r.26	8	shedain	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	soaiin shecthy oteodaiin chedy otedar air ykeey shedain l chedy qokeedy qoteedaiin	soaiin shecthy oteodaiin chedy otedar air ykeey shedain lchedy qokeedy qoteedaiin	so oiin shecthy oteo aiin che y ote ar airykeey she ain l che y qokeedy qotee aiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0040	f111r	f111r.29	13	qod	EOS	1	1	NONE	NONE	NONE	0	NONE	NO_EXACT_LOCAL_READER_JOIN	0	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokeedy qokedy qoteedy qod	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokeedy qokedy qoteedy qod	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokee y qoke y qotee y qod	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0041	f111r	f111r.31	2	shedain	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	sheotchedy shedain shkeyqokeaiin shkeody qokeey qokeedy chkal checthy	sheotchedy shedain shkey qokeain shkeody qokeey qokeedy chkal checthy	sheotched shedain shkey qokeaiin shteo y qokeey qokee y chkal checthy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0042	f111r	f111r.37	4	cheeol	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dain chol l cheeol keeol lkeeedy qokeey l keedy l kedy okeal kain chckhy ltedy	dain chol lcheeol keeol lkeeedy qokeey lkeedy lkedy okeal kain chckhy ltedy	dain chol l cheeolkeeol lkeee y qokeey l kee y lke y okeal kain chckhy ltedy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0043	f111r	f111r.8	10	lkeeol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	daiin o chedain daiin cheedy qokeey qokedy chy otshedy lkeeol lkeey qotchdy	daiin o chedain daiin cheedy qokeey qokedy chckhhy otshedy lkeeol lkeey qotchdy	daiin o chedain daiin cheedy qokeey qoke y chy otshedy lkeeol lkeey qotchdy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0044	f112r	f112r.19	1	polchdy	BOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	polchdy o l otal y raiin sheky qeey qokey qokeey qoky am	polchdy ol otaly saiin sheky qeey qokey qokeey qoko am	polchdy ol otalysaiin sheky qeey qokey qokeey qokyam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0045	f112r	f112r.43	7	ycheedy	MEDIAL	0	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	yteeo r aiin okar opor aiin ycheedy qeedar yteeey sheor oteeg	yteeo raiin okar opor aiin ycheedy qeedar yteeey sheor oteeg	yteeo r aiin okar opor aiin y cheedy qeedar yteeey eor oteeey	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0046	f112v	f112v.11	4	oteeey	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	tchor aiin odeedy oteeey qokey lody chcfhy ochos aiin olky	tchor aiin odeedy oteeey qokey lody chcfhy ochos aiin olky	tchor aiin o eedy oteeey qokey lody chcfhy ochos aiin lky	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0047	f112v	f112v.15	1	pchodain	BOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	pchodain okeedy qokeedy olkeedy qokain sheey qokedar aiin am	pchodain okeedy qokeedy olkeedy qokain sheey qokedar aiin am	pchodain otee y qokeedy olkee y qokeiin shee qoke ar aiin am	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0048	f112v	f112v.26	4	cheeol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ychedal checkhey checkhy cheeol qokeedy qoteosam chos	ychedal checkhey checkhy cheeol qokeedy qoteosam chos	yche al checkhey checkhy cheeol qokeedy qote sam chos	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0049	f112v	f112v.27	1	pchodain	BOS	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	pchodain aiin teeedy qoeey okeedy qokeear al okedal olkeedy qotedy	pchodain aiin teeedy qoeey okeedy qokeear al okedal olkeedy qotedy	pchojain aiin teeedy qoee okeedy qokeear al okedal olkeedy qotedy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0050	f112v	f112v.33	2	cheeor	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	or cheeor okeedy qokedy qokeedy chedaiin okeeedy otaiin cheekey chol	or cheeor okeedy qokedy qokeedy chedaiin okeeedy otaiin cheekey chol	or cheeor okeedy qokedy qokeedy chedaiin okeee y otaiin cheekey chol	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0051	f112v	f112v.35	2	shedain	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	pched shedain qokaiin okees chedy checkhy	pched shedain qokaiin okar chedy checkhy	pched shedain qokaiin okeer ched checkhy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0052	f112v	f112v.35	4	okees	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	pched shedain qokaiin okees chedy checkhy	pched shedain qokaiin okar chedy checkhy	pched shedain qokaiin okeer ched checkhy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0053	f112v	f112v.41	1	ykeedan	BOS	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ykeedan checkhey oain chol	ykeedain checkhey oain chol	ykeedan checkhey oain chol	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0054	f113r	f113r.36	3	shedain	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dcheey sheody shedain	dcheey sheody shedain	dcheey she dy shedain	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0055	f113v	f113v.24	3	loar	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	olkeey lcheey loar cheos	olkeey lcheey loar cheos	olkeey lcheey loar cheos	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0056	f113v	f113v.37	4	oteeey	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	qol aiin olaiin oteeey lchedy qokair y daiin	qol aiin olaiin oteeey lchedy qokair ydaiin	qol aiin olaiin oteee lchedy qokair ydaiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0057	f113v	f113v.39	5	oteeey	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr	osheol cheol ar aloiiin oteee otain chekey qokain chcthy qotamlr	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0058	f114r	f114r.32	7	qotcho	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	tcheodaiin chaiin qokaiin otaiin otalkain otchedain qotcho chdy dair qotar	tcheodaiin chaiin qokaiin otaiin otalkain otchedain qotcho chdy dair qotar	tcheodaiin chaiin qokaiin otaiin otalkain otchedain qotcho chdy dair qotar	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0059	f114r	f114r.43	1	ycheedy	BOS	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ycheedy qoodaiin daiiral chedal chos oral tedy qotchdy qotar cheo dain	ycheedy qeoodaiin daiiral chedal chos oral tedy qotchdy qotar cheo dain	ychee y qoodaiin daiiral chedal chos oral te y qotchdy qotar cheo dain	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0060	f114v	f114v.10	4	olchedaiin	MEDIAL	0	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	olkees chedaiin qotaiin olchedaiin chedain dain chcthdy	olkees chedaiin qotaiin olchedaiin chedain dain chcthdy	olkees chedaiin qotaiin ol chedaiin chedain dain chcthdy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0061	f114v	f114v.11	8	shedain	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	tchedy qotaiin chdy qotedy tedaiin chepched otol shedain pol otam	tchedy qotaiin chdy qotedy tedaiin chepched otol shedain pol otam	tchedy qotaiin chdy qote y tedaiin chepched otol shedain pol otam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0062	f114v	f114v.40	8	oteeey	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	eeo cheo y oteey qotaiin cheo l oteeey daiin oteey teeedy dm	eeo cheoy oteey qotaiin cheol oteeey daiin oteey teeedy dm	eeo che y oteey qotaiin cheol oteeey aiin oteey teee y m	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0063	f115r	f115r.13	6	qotcho	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	tchedy qoolkeedy qokchedy qotchd lpchedy qotcho lar airorlchy cpholrory	tchedy qoolkeedy qokchedy qotchd lpchedy qotcho lar airorlchy cpholrory	tchedy qoolkeedy qokchedy qotchd lpchedy qotcho lar airor lchy cpholrory	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0064	f115r	f115r.21	9	oeeody	EOS	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	yches oaiin or al chy cheody rodaiin cheockhy oeeody	yches o aiin or al chy cheody rodaiin cheockhy oeeady	yches o aiin or al chy cheo dy rodaiin cheockhy oeeody	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G668-T0065	f115r	f115r.24	13	cheeor	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dcheol qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary	dcheol qokeol or ar aiin cheey okeeeo ar chl lor ol otlaiin cheeor ary	dcheol qokeol or ar aiin cheey okeeeo ar chl lor ol otlaiin cheeor ary	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
