master_card_id	master_form	registered_surfaces	value_de	drawer	learning_mode	visible_components	formal_recipe	example_event	example_statement	event_count
MC028	olchedy	olchedy|qolchedy	weiterführen; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	OL+DY+CHED	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	E126	B1-S005	3
MC029	lar	lar	Quellabzug	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AR+L	L_OUT+AR_FROM	E211	B2-S014	1
MC030	lo	lo	Abzug	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	L	L_OUT+O_RESIDUAL_BRANCH	E263	B3-S016	1
MC031	dalchdy	dalchdy	Zieltransfer; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	AL+CHD	D+AL_TO+CHD_TRANSFER+CLOSE	E280	B3-S021	1
MC032	cheeky	cheeky	länger bearbeiten	ZUSTAND_DAUER	KOMPONENTEN_LESEN	EE+Y+CHK	CHK_WARM+GRADE_2+Y_CURRENT_ITEM	E066	H4-S003	2
MC033	oiiin	oiiin|soiiin	Arbeitsstufe	MENGE_STUFE	KOMPONENTEN_LESEN	IIN	IIN_TARGET_STAGE	E161	B1-S018	2
MC034	cho	cho|sho	weitere Zutat	STOFF_POSTEN	KOMPONENTEN_LESEN	HO	HO_INGREDIENT	E075	H5-S001	4
MC035	chckhy	chckhy|shckhy	durchleiten	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	Y+CKH	CKH_THROUGH+Y_ITEM	E119	B1-S002	4
MC036	solkaiin	solkaiin	Sollsammlung	MENGE_STUFE	KOMPONENTEN_LESEN	AIIN+SOLK	SOLK_COLLECT+AIIN_MEASURE	E178	B2-S005	1
MC037	tchody	tchody	kalt stellen; Schluss	GANZKARTE	GANZKARTE_LERNEN	DY	TCHO_COOL+DY_CLOSE	E045	H3-S001	1
MC038	lshedy	lshedy	Waschgang; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	DY+LSH	LSH_WASH+DY_CLOSE	E143	B1-S012	2
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	Sollmaß	MENGE_STUFE	KOMPONENTEN_LESEN	AIIN	AIIN_TARGET_MEASURE	E009	H1-S001	20
MC040	okal	okal|qokal	dorthin einsetzen	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	OK+AL	OK_SET+AL_TO	E069	H4-S004	6
MC041	okchol	okchol	weiter einsetzen	REIHENFOLGE	KOMPONENTEN_LESEN	OK+OL	OK_SET+CH_WRAPPER+OL_CONTINUE	E053	H3-S004	1
MC042	cheedar	cheedar	Quelltransfer	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AR+CHED	CHED_TRANSFER+AR_FROM	E285	B3-S026	1
MC043	shecthedchy	shecthedchy	Vorbereitungstransfer	ZUSTAND_DAUER	KOMPONENTEN_LESEN	Y+CHED+CTH	CTH_READY+CHED_TRANSFER+Y_CURRENT	E250	B3-S011	1
MC044	qokar	qokar	Quelleinsatz	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	OK+AR	OK_SET+AR_FROM	E191	B2-S008	1
MC045	olkeedy	olkeedy|solkeedy	lange sammeln; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	EE+SOLK	SOLK_COLLECT+EE_LONG+TERMINAL	E162	B1-S018	3
MC046	raly	raly	Endposten	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AL+Y	AL_TO+Y_CURRENT	E375	B6-S001	1
MC047	ykain	ykain	erste Portion	MENGE_STUFE	KOMPONENTEN_LESEN	AIN+Y	Y_ITEM+AIN_PORTION	E058	H4-S001	1
MC048	kaiiin	kaiiin	Bearbeitungsstufe	MENGE_STUFE	KOMPONENTEN_LESEN	IIN	K_SOFT+IIN_TARGET_STAGE	E036	H2-S003	1
MC049	schoal	schoal	Sudansatz	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AL+HO	HO_INGREDIENT+AL_TO	E040	H3-S001	1
MC050	solkey	solkey	Kurzsammlung	ZUSTAND_DAUER	KOMPONENTEN_LESEN	E+Y+SOLK	SOLK_COLLECT+E_SHORT+Y_ITEM	E356	B4-S015	1
MC051	lchedal	lchedal	Zielabführung	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AL+L+CHED	L_OUT+CHED_TRANSFER+AL_TO	E147	B1-S014	1
MC052	qekey	qekey	kurz bearbeiten	GANZKARTE	GANZKARTE_LERNEN	LOKALER_KARTENKERN	MEMORIZED_WHOLE_CARD	E374	B6-S001	1
MC053	otol	otol	Fortgang	REIHENFOLGE	KOMPONENTEN_LESEN	OL+OT	OT_FOLLOW+OL_CONTINUE	E026	H2-S002	1
MC054	qokaly	qokaly	Zieleinsatz	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	OK+AL+Y	OK_SET+AL_TO+Y_ITEM	E177	B2-S005	1
MC055	char	char|dar|sar	davon	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AR	AR_FROM	E003	H1-S001	5
MC056	ral	ral	Zielmarke	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AL	R_FRAME+AL_TO	E130	B1-S006	1
MC057	otchedy	otchedy|qotchedy	Folgetransfer; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	OT+DY+CHED	OT_FOLLOW+CHED_TRANSFER+TERMINAL_CLOSE	E281	B3-S022	2
MC058	sheckhal	sheckhal	Kurze Zielpassage	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AL+E+CKH	CKH_THROUGH+E_SHORT+AL_TO	E115	B1-S002	1
MC059	dain	dain	Einlage	GANZKARTE	GANZKARTE_LERNEN	LOKALER_KARTENKERN	DAIN_CLOTH_WHOLE	E327	B4-S005	2
MC060	otaiin	otaiin|sotaiin	Folgemaß	MENGE_STUFE	KOMPONENTEN_LESEN	OT+AIIN	OT_FOLLOW+AIIN_MEASURE	E190	B2-S008	3
MC061	sshkchdy	sshkchdy	Haltetransfer; Schluss	GANZKARTE	GANZKARTE_LERNEN	LOKALER_KARTENKERN	SSHK_SWIVEL_WHOLE+CLOSE	E122	B1-S003	1
MC062	shoyty	shoyty	Zugabeteil	STOFF_POSTEN	KOMPONENTEN_LESEN	Y+HO+TY	HO_INGREDIENT+Y_CURRENT+TY_PART	E046	H3-S002	1
MC063	oteey	oteey	Langfolge	REIHENFOLGE	KOMPONENTEN_LESEN	OT+EE+Y	OT_FOLLOW+GRADE_2+Y_ITEM	E185	B2-S006	2
MC064	chedchy	chedchy	Postentransfer	HANDLUNG_VERWEIS	KOMPONENTEN_LESEN	Y+CHED	CHED_TRANSFER+CHY_ITEM	E240	B3-S006	1
MC065	ls	ls	Auslass	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	L	L_OUT+S_PORT	E196	B2-S010	1
MC066	lcheey	lcheey	Klarabzug	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	L	L_OUT+CHEEY_CLEAR_FLOW	E206	B2-S012	1
MC067	otchdy	otchdy	Nachtransfer; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	OT+DY+CHD	OT_FOLLOW+CHD_TRANSFER+TERMINAL_CLOSE	E362	B5-S001	1
MC068	sotodan	sotodan	Folgeanwendung	REIHENFOLGE	KOMPONENTEN_LESEN	OT	S_FRAME+OT_FOLLOW+DAN_APPLY	E097	H5-S005	1
MC069	otytchol	otytchol	Folgeteil	REIHENFOLGE	KOMPONENTEN_LESEN	OL+OT+TY	OT_FOLLOW+TY_PART+OL_CONTINUE	E007	H1-S001	1
MC070	pchedy	pchedy	Zuführung; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	P+CHED	P_IN+CHED_TRANSFER+TERMINAL	E221	B2-S016	1
MC071	dchey	dchey	Wurzel	GANZKARTE	GANZKARTE_LERNEN	LOKALER_KARTENKERN	MEMORIZED_WHOLE_CARD	E001	H1-S001	1
MC072	orain	orain	Bereitungsanteil	MENGE_STUFE	KOMPONENTEN_LESEN	AIN+OR	OR_BATCH+AIN_PORTION	E073	H4-S004	1
MC073	qcthey	qcthey|shcthey	kurz vorbereiten	ZUSTAND_DAUER	KOMPONENTEN_LESEN	E+Y+CTH	CTH_READY+GRADE_1+Y_CURRENT	E204	B2-S012	2
MC074	chdy	chdy|chedy	überführen	HANDLUNG_VERWEIS	KOMPONENTEN_LESEN	Y+CHED+CHD	CHD~CHED_TRANSFER+Y_ITEM	E062	H4-S002	11
MC075	ycheor	ycheor	Auszugsansatz	STOFF_POSTEN	KOMPONENTEN_LESEN	Y+OR+CHEO	Y_ITEM+CHEO_EXTRACT+OR_BATCH	E015	H2-S001	1
MC076	dsheol	dsheol	Kurzhalt	REIHENFOLGE	KOMPONENTEN_LESEN	OL+E	SH_REST+E_SHORT+OL_CONTINUE	E160	B1-S018	1
MC077	kchal	kchal	Zielbearbeitung	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AL	KCH_PROCESS+AL_TO	E093	H5-S004	1
MC078	olsaly	olsaly	Zwischenziel	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AL+Y	OLS_BELOW+AL_TO+Y_ITEM	E313	B3-S034	1
MC079	daldy	daldy	Zielschluss	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AL+DY	D_SIDE_FRAME+AL_TO+CLOSE_EXACT	E223	B2-S017	1
MC080	chor	chor|or|shor|sor	Ansatz	STOFF_POSTEN	KOMPONENTEN_LESEN	OR	OR_BATCH	E017	H2-S001	7
MC081	okair	okair	Laufeinsatz	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	OK+AIR	OK_SET+AIR_WATER	E260	B3-S014	1
MC082	qokeedy	qokeedy	lange einwirken; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	OK+EE+DY	OK_SET+GRADE_2+DY_CLOSE	E171	B2-S003	10
MC083	qokedy	qokedy	kurz einwirken; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	OK+E+DY	OK_SET+GRADE_1+DY_CLOSE	E101	B1-S001	8
MC084	rshedy	rshedy	Vollwaschung; Schluss	GANZKARTE	GANZKARTE_LERNEN	DY	RSHE_WASH_WHOLE_CARD+DY_CLOSE	E225	B2-S019	1
MC085	cheoar	cheoar	Quellauszug	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AR+CHEO	CHEO_EXTRACT+AR_SOURCE	E065	H4-S003	1
MC086	chety	chety|chty	Teil	STOFF_POSTEN	KOMPONENTEN_LESEN	TY	CH_PARTITION+TY_PART	E004	H1-S001	2
MC087	chodaiin	chodaiin	Zugabemaß	MENGE_STUFE	KOMPONENTEN_LESEN	AIIN+HO	HO_INGREDIENT+AIIN_MEASURE	E038	H2-S003	1
MC088	qokchdy	qokchdy	einführen; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	CHD	OK+CHD_TRANSFER+CLOSE	E131	B1-S007	3
MC089	skar	skar	Quellausguss	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AR	SK_POUR+AR_FROM	E360	B4-S016	1
MC090	kchol	kchol	weiter bearbeiten	REIHENFOLGE	KOMPONENTEN_LESEN	OL	KCH_PROCESS+OL_CONTINUE	E079	H5-S001	1
MC091	dairydy	dairydy	Laufschluss	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	Y+DY+AIR	D_TERMINAL_FRAME+AIR_WATER+Y_ITEM+CLOSE_EXACT	E351	B4-S014	1
MC092	lol	lol	Weiterabzug	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	OL+L	L_OUT+OL_CONTINUE	E367	B5-S003	1
MC093	otal	otal|qotal	danach dorthin	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	OT+AL	OT_NEXT+AL_TO	E230	B3-S002	3
MC094	cheeety	cheeety	Vollteil	ZUSTAND_DAUER	KOMPONENTEN_LESEN	EEE+TY	EEE_FULL+TY_PART	E296	B3-S029	1
MC095	sheey	sheey	Langhalt	ZUSTAND_DAUER	KOMPONENTEN_LESEN	EE+Y	SH_REST+EE_LONG+Y_CURRENT	E334	B4-S008	1
MC096	qokeedal	qokeedal	Langer Zieleinsatz	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	OK+AL+EE	OK_SET+EE_HOLD+AL_TO	E117	B1-S002	1
MC097	olkain	olkain|qolkain	weiterer Anteil	MENGE_STUFE	KOMPONENTEN_LESEN	OL+AIN	OL_CONTINUE+AIN_PORTION	E108	B1-S002	2
MC098	tshol	tshol	Kochgut	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	L+HO	T_FRAME+HO_INGREDIENT+L_OUT	E039	H3-S001	1
MC099	cheeckhody	cheeckhody	auftragen; Schluss	GANZKARTE	GANZKARTE_LERNEN	DY	CHEECKHO_APPLY_WHOLE_CARD+DY_CLOSE	E086	H5-S002	1
MC100	ody	ody	abkühlen; Schluss	GANZKARTE	GANZKARTE_LERNEN	DY	ODY_COOL+TERMINAL_CLOSE	E060	H4-S001	1
MC101	ldalor	ldalor	Endziel	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AL	LD_END+AL_TO	E381	B6-S001	1
MC102	rsheal	rsheal	Kurzhalt am Ziel	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AL+E	R_FRAME+SH_REST+E_SHORT+AL_TO	E222	B2-S017	1
MC103	chokchy	chokchy|okchy|qokchy	weiterbearbeiten	HANDLUNG_VERWEIS	KOMPONENTEN_LESEN	OK+Y	OK_SET+CH_WRAPPER+Y_CURRENT_ITEM	E011	H1-S002	3
MC104	keol	keol	kurz weiterbearbeiten	REIHENFOLGE	KOMPONENTEN_LESEN	OL+E	E_SHORT+OL_CONTINUE	E099	H5-S006	1
MC105	chkain	chkain|kain	Portion	MENGE_STUFE	KOMPONENTEN_LESEN	AIN	AIN_PORTION	E107	B1-S002	3
MC106	teol	teol	kurz weiterführen	REIHENFOLGE	KOMPONENTEN_LESEN	OL+E	E_SHORT+OL_CONTINUE	E157	B1-S017	1
MC107	qotchy	qotchy	nächster Posten	REIHENFOLGE	KOMPONENTEN_LESEN	OT+Y	OT_FOLLOW+CHY_ITEM	E052	H3-S004	1
MC108	etyd	etyd	kleiner Rest	ZUSTAND_DAUER	KOMPONENTEN_LESEN	E+TY	E_SHORT+TY_PART+D_LOCAL	E010	H1-S001	1
MC109	ytey	ytey	Kurzteil	GANZKARTE	GANZKARTE_LERNEN	LOKALER_KARTENKERN	MEMORIZED_WHOLE_CARD	E150	B1-S015	1
MC110	chkeedy	chkeedy	Langwärmen; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	EE+DY+CHK	CHK_WARM+GRADE_2+DY_CLOSE	E231	B3-S002	1
MC111	shfydaiin	shfydaiin	Stehzeit	MENGE_STUFE	KOMPONENTEN_LESEN	AIIN	SHFY_STAND+AIIN_MEASURE	E042	H3-S001	1
MC112	octheol	octheol	Fortsetzung vorbereiten	REIHENFOLGE	KOMPONENTEN_LESEN	OL+CTH	CTH_READY+OL_CONTINUE	E182	B2-S005	1
MC113	shedal	shedal	am Ziel absetzen	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AL+SHED	SHED_SETTLE+AL_TO	E275	B3-S021	2
MC114	sh	sh	Stängel	GANZKARTE	GANZKARTE_LERNEN	LOKALER_KARTENKERN	MEMORIZED_WHOLE_CARD	E087	H5-S003	1
MC115	qoctholy	qoctholy	bereiter Folgeposten	REIHENFOLGE	KOMPONENTEN_LESEN	OL+Y+CTH	CTH_READY+OL_CONTINUE+Y_CURRENT	E019	H2-S001	1
MC116	schedair	schedair	Weiterlauf	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AIR	SCHED_LEAD+AIR_WATER	E300	B3-S030	1
MC117	kchy	kchy	Bearbeiten	HANDLUNG_VERWEIS	KOMPONENTEN_LESEN	Y	KCH_PROCESS+Y_CURRENT	E049	H3-S003	1
MC118	ly	ly	Auffanggefäß	GANZKARTE	GANZKARTE_LERNEN	LOKALER_KARTENKERN	MEMORIZED_VESSEL_CARD	E159	B1-S018	1
MC119	cheey	cheey|shey	Klarlauf	GANZKARTE	GANZKARTE_LERNEN	LOKALER_KARTENKERN	SHEY_CLEAR_LIQUID_WHOLE	E044	H3-S001	4
MC120	okaiin	okaiin|qokaiin	bemessen	MENGE_STUFE	KOMPONENTEN_LESEN	OK+AIIN	OK_SET+AIIN_TARGET_MEASURE	E056	H4-S001	9
MC121	otar	otar	Folgequelle	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	OT+AR	OT_NEXT+AR_FROM	E149	B1-S014	1
MC122	kchey	kchey	Kurzbearbeitung	ZUSTAND_DAUER	KOMPONENTEN_LESEN	E+Y	KCH_PROCESS+E_SHORT+Y_CURRENT	E089	H5-S003	1
MC123	chey	chey|chy|dy|shy|sy|y	dies	HANDLUNG_VERWEIS	KOMPONENTEN_LESEN	Y	Y_CURRENT_ITEM_CARD	E020	H2-S001	18
MC124	lkedy	lkedy	Kurzabzug; Schluss	GANZKARTE	GANZKARTE_LERNEN	LOKALER_KARTENKERN	LKEDY_REWASH_WHOLE+CLOSE	E344	B4-S011	1
MC125	chochor	chochor	Zugabeansatz	STOFF_POSTEN	KOMPONENTEN_LESEN	OR+HO	HO_INGREDIENT+OR_BATCH	E074	H5-S001	1
MC126	pchedal	pchedal	Zielzuführung	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AL+P+CHED	P_IN+CHED_TRANSFER+AL_TO	E248	B3-S010	1
MC127	lched	lched	Abführung	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	L+CHED	L_OUT+CHED_TRANSFER	E174	B2-S004	1
MC128	cheedy	cheedy|shedy|tedy	kurz absetzen; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	E+DY+SHED	SHED_SETTLE+GRADE_1+DY_CLOSE	E125	B1-S004	12
MC129	cfhy	cfhy	auswringen	GANZKARTE	GANZKARTE_LERNEN	LOKALER_KARTENKERN	MEMORIZED_WHOLE_CARD	E041	H3-S001	1
MC130	lsho	lsho	Waschgang	HANDLUNG_VERWEIS	KOMPONENTEN_LESEN	LSH	LSH_WASH	E141	B1-S012	1
MC131	choy	choy	Zugabeposten	STOFF_POSTEN	KOMPONENTEN_LESEN	Y+HO	HO_INGREDIENT+Y_CURRENT	E084	H5-S002	1
MC132	sheckhy	sheckhy	Kurzpassage	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	E+Y+CKH	CKH_THROUGH+E_SHORT+Y_CURRENT	E187	B2-S006	1
MC133	lcheckhedy	lcheckhedy	Trennabzug; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	L+CKHE	L_OUT+CKHE_STRAIN+TERMINAL	E176	B2-S004	1
MC134	qolky	qolky	Weiterweg	REIHENFOLGE	KOMPONENTEN_LESEN	OL	Q_FRAME+OL_CONTINUE+KY_PATH	E146	B1-S014	1
MC135	otedy	otedy	Kurzfolge; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	OT+E	OT_FOLLOW+GRADE_1+CLOSE	E249	B3-S010	2
MC136	kchoar	kchoar	bearbeiteter Quellauszug	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AR+CHEO	K_HULL+CHEO_EXTRACT+AR_FROM	E096	H5-S005	1
MC137	shecthy	shecthy	Kurzvorbereitung	ZUSTAND_DAUER	KOMPONENTEN_LESEN	E+Y+CTH	CTH_READY+E_SHORT+Y_CURRENT	E276	B3-S021	1
MC138	dshedy	dshedy	Frischwasser zugeben; Schluss	GANZKARTE	GANZKARTE_LERNEN	DY	DSHE_FRESH_WATER+DY_CLOSE	E189	B2-S007	1
MC139	dchdy	dchdy	Transfer; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	CHD	D+CHD_TRANSFER+CLOSE	E158	B1-S017	1
MC140	qokeeedy	qokeeedy	Volleinsatz; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	OK+EEE+DY	OK_SET+GRADE_3+DY_CLOSE	E209	B2-S012	1
MC141	tshey	tshey	Folgeklarlauf	HANDLUNG_VERWEIS	KOMPONENTEN_LESEN	LOKALER_KARTENKERN	T_FRAME+SHEY_CLEAR_FLOW	E212	B2-S015	1
MC142	dchol	dchol|schol	vom vorigen	GANZKARTE	GANZKARTE_LERNEN	LOKALER_KARTENKERN	DCHOL_SCHOL_PREVIOUS_ITEM_WHOLE	E047	H3-S003	2
MC143	shckhedy	shckhedy	durchlassen; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	CKHE	CKHE_STRAIN+TERMINAL	E165	B1-S020	3
MC144	chldaiin	chldaiin	Sollabsetzung	MENGE_STUFE	KOMPONENTEN_LESEN	AIIN	CHLD_SETTLE+AIIN_MEASURE	E286	B3-S026	1
MC145	chedain	chedain	Anteilstransfer	MENGE_STUFE	KOMPONENTEN_LESEN	AIN+CHED	CHED_TRANSFER+AIN_PORTION	E303	B3-S032	1
MC146	chealror	chealror	Zielbereitung	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AL+OR	AL_TO+R_FRAME+OR_BATCH	E290	B3-S026	1
MC147	cheky	cheky	kurz wärmen	ZUSTAND_DAUER	KOMPONENTEN_LESEN	E+Y+CHK	CHK_WARM+GRADE_1+Y_CURRENT_ITEM	E134	B1-S008	3
MC148	ykan	ykan	zweite Portion	MENGE_STUFE	KOMPONENTEN_LESEN	AIN+Y	Y_ITEM+AIN_PORTION	E059	H4-S001	1
MC149	solshedy	solshedy	Folgeabsetzen; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	OL+SHED	OL_CONTINUE+SHED_SETTLE+CLOSE	E193	B2-S009	1
MC150	okeeol	okeeol	Langfortsetzung	REIHENFOLGE	KOMPONENTEN_LESEN	OK+OL+EE	OK_SET+GRADE_2+OL_CONTINUE	E340	B4-S011	1
MC151	qokshedy	qokshedy	Einsatzabsetzen; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	OK+SHED	OK_SET+SHED_SETTLE+CLOSE	E267	B3-S019	1
MC152	ches	ches	teilen	GANZKARTE	GANZKARTE_LERNEN	LOKALER_KARTENKERN	MEMORIZED_WHOLE_CARD	E216	B2-S016	1
MC153	cheol	cheol|chol|ol|qol|sol|tol	weiter	REIHENFOLGE	KOMPONENTEN_LESEN	OL	OL_CONTINUE	E013	H1-S002	19
MC154	al	al|chal|cheal|dal|sal|tal	dorthin	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AL	AL_TO	E082	H5-S001	10
MC155	lchedy	lchedy	abführen; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	L+CHED	L_OUT+CHED_TRANSFER+TERMINAL	E210	B2-S013	8
MC156	cphy	cphy	nachseihen	GANZKARTE	GANZKARTE_LERNEN	LOKALER_KARTENKERN	MEMORIZED_WHOLE_CARD	E043	H3-S001	1
