event_id	page	record	statement_id	surface	exact_card_id	component_recipe	card_meaning_de	semantic_atom_count	source_phrase	quantity	water	press	passage	heat	ingredient	target	close
E019	f10r	H2	H2-S001	qoctholy	PROC018	O+CTH+OL+Y	ARBEITSGANG · BEREITEN · WEITER · POSTEN	4	in opere rem para et continua	NO	NO	NO	NO	NO	NO	NO	NO
E020	f10r	H2	H2-S001	dy	PROC019	Y	POSTEN	1	res currens	NO	NO	NO	NO	NO	NO	NO	NO
E021	f10r	H2	H2-S001	chy	PROC019	Y	POSTEN	1	res currens	NO	NO	NO	NO	NO	NO	NO	NO
E022	f10r	H2	H2-S001	taiin	PROC009	AIIN	SOLLMASS	1	ad mensuram	YES	NO	NO	NO	NO	NO	NO	NO
E023	f10r	H2	H2-S001	shy	PROC019	Y	POSTEN	1	res currens	NO	NO	NO	NO	NO	NO	NO	NO
E024	f10r	H2	H2-S002	qotchor	PROC020	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	3	deinde de praeparatione sume	NO	NO	NO	NO	NO	NO	NO	NO
E025	f10r	H2	H2-S002	chor	PROC016	OR	ANSATZ	1	preparatio	NO	NO	NO	NO	NO	NO	NO	NO
E026	f10r	H2	H2-S002	otol	PROC021	OT+OL	DANACH · WEITER	2	deinde continua	NO	NO	NO	NO	NO	NO	NO	NO
E027	f10r	H2	H2-S002	chol	PROC013	OL	WEITER	1	continua	NO	NO	NO	NO	NO	NO	NO	NO
E028	f10r	H2	H2-S002	cholor	PROC022	OL+OR	WEITER · ANSATZ	2	praeparationem continua	NO	NO	NO	NO	NO	NO	NO	NO
E029	f10r	H2	H2-S002	chol	PROC013	OL	WEITER	1	continua	NO	NO	NO	NO	NO	NO	NO	NO
E030	f10r	H2	H2-S002	daiin	PROC009	AIIN	SOLLMASS	1	ad mensuram	YES	NO	NO	NO	NO	NO	NO	NO
E031	f10r	H2	H2-S002	dar	PROC003	AR	QUELLE	1	ex fonte	NO	NO	NO	NO	NO	NO	NO	NO
E032	f10r	H2	H2-S003	oykchor	PROC023	O+Y+K+OR	ARBEITSGANG · POSTEN · ZUGEBEN · ANSATZ	4	in opere rem praeparationi adde	NO	NO	NO	NO	NO	NO	NO	NO
E033	f10r	H2	H2-S003	shor	PROC016	OR	ANSATZ	1	preparatio	NO	NO	NO	NO	NO	NO	NO	NO
E034	f10r	H2	H2-S003	chor	PROC016	OR	ANSATZ	1	preparatio	NO	NO	NO	NO	NO	NO	NO	NO
E035	f10r	H2	H2-S003	chy	PROC019	Y	POSTEN	1	res currens	NO	NO	NO	NO	NO	NO	NO	NO
E036	f10r	H2	H2-S003	kaiiin	PROC024	K+IIN	ZUGEBEN · STUFE	2	adde usque ad gradum	YES	NO	NO	NO	NO	NO	NO	NO
E037	f10r	H2	H2-S003	dy	PROC019	Y	POSTEN	1	res currens	NO	NO	NO	NO	NO	NO	NO	NO
E038	f10r	H2	H2-S003	chodaiin	PROC025	CH+O+AIIN	ENTNEHMEN · ARBEITSGANG · SOLLMASS	3	in opere ad mensuram sume	YES	NO	NO	NO	NO	NO	NO	NO
E039	f11r	H3	H3-S001	tshol	PROC026	T+SH+OL	BEARBEITEN · HALTEN · WEITER	3	rem opera, tene et continua	NO	NO	NO	NO	NO	NO	NO	NO
E040	f11r	H3	H3-S001	schoal	PROC027	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	3	in opere ad locum tene	NO	NO	NO	NO	NO	NO	YES	NO
E041	f11r	H3	H3-S001	cfhy	PROC028	CFH+Y	AUSPRESSEN · POSTEN	2	rem exprime	NO	NO	YES	NO	NO	NO	NO	NO
E042	f11r	H3	H3-S001	shfydaiin	PROC029	SH+Y+AIIN	HALTEN · POSTEN · SOLLMASS	3	rem ad mensuram tene	YES	NO	NO	NO	NO	NO	NO	NO
E043	f11r	H3	H3-S001	cphy	PROC030	P+Y	EINBRINGEN · POSTEN	2	rem in receptaculum mitte	NO	NO	NO	NO	NO	NO	NO	NO
E044	f11r	H3	H3-S001	shey	PROC031	SH+EE+Y	HALTEN · LANG · POSTEN	3	rem diu tene	NO	NO	NO	NO	NO	NO	NO	NO
E045	f11r	H3	H3-S001	tchody	PROC032	T+CH+O+DY	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	4	in opere rem tracta et sume; fini	NO	NO	NO	NO	NO	NO	NO	YES
E046	f11r	H3	H3-S002	shoyty	PROC033	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · POSTEN · BEARBEITEN · POSTEN	5	in opere rem tene et opera	NO	NO	NO	NO	NO	NO	NO	NO
E047	f11r	H3	H3-S003	dchol	PROC034	RESUME_CARD	DAVON	1	ex eo	NO	NO	NO	NO	NO	NO	NO	NO
E048	f11r	H3	H3-S003	chy	PROC019	Y	POSTEN	1	res currens	NO	NO	NO	NO	NO	NO	NO	NO
E049	f11r	H3	H3-S003	kchy	PROC035	K+Y	ZUGEBEN · POSTEN	2	rem adde	NO	NO	NO	NO	NO	NO	NO	NO
E050	f11r	H3	H3-S003	dy	PROC019	Y	POSTEN	1	res currens	NO	NO	NO	NO	NO	NO	NO	NO
E051	f11r	H3	H3-S003	daiin	PROC009	AIIN	SOLLMASS	1	ad mensuram	YES	NO	NO	NO	NO	NO	NO	NO
E052	f11r	H3	H3-S004	qotchy	PROC036	OT+Y	DANACH · POSTEN	2	deinde rem	NO	NO	NO	NO	NO	NO	NO	NO
E053	f11r	H3	H3-S004	okchol	PROC037	OK+OL	ANSETZEN · WEITER	2	pone et continua	NO	NO	NO	NO	NO	NO	NO	NO
E054	f11r	H3	H3-S004	cthy	PROC014	CTH+Y	BEREITEN · POSTEN	2	rem para	NO	NO	NO	NO	NO	NO	NO	NO
E055	f11r	H3	H3-S004	dy	PROC019	Y	POSTEN	1	res currens	NO	NO	NO	NO	NO	NO	NO	NO
E056	f55v	H4	H4-S001	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	2	ad mensuram pone	YES	NO	NO	NO	NO	NO	NO	NO
E057	f55v	H4	H4-S001	chaiin	PROC009	AIIN	SOLLMASS	1	ad mensuram	YES	NO	NO	NO	NO	NO	NO	NO
E058	f55v	H4	H4-S001	ykain	PROC039	Y+K+AIN	POSTEN · ZUGEBEN · PORTION	3	rem et portionem adde	YES	NO	NO	NO	NO	NO	NO	NO
E059	f55v	H4	H4-S001	ykan	PROC040	Y+K+AN	POSTEN · ZUGEBEN · NACHGABE	3	rem et supplementum adde	YES	NO	NO	NO	NO	NO	NO	NO
E060	f55v	H4	H4-S001	ody	PROC041	O+DY	ARBEITSGANG · SCHLUSS	2	opus fini	NO	NO	NO	NO	NO	NO	NO	YES
E061	f55v	H4	H4-S002	daiin	PROC009	AIIN	SOLLMASS	1	ad mensuram	YES	NO	NO	NO	NO	NO	NO	NO
E062	f55v	H4	H4-S002	chedy	PROC042	CHD+Y	UMSETZEN · POSTEN	2	rem transfer	NO	NO	NO	NO	NO	NO	NO	NO
E063	f55v	H4	H4-S002	talam	PROC043	TALAM	BEISEITESTELLEN	1	seponere	NO	NO	NO	NO	NO	NO	NO	NO
E064	f55v	H4	H4-S003	ykaiin	PROC044	Y+K+AIIN	POSTEN · ZUGEBEN · SOLLMASS	3	rem ad mensuram adde	YES	NO	NO	NO	NO	NO	NO	NO
E065	f55v	H4	H4-S003	cheoar	PROC045	CH+E+O+AR	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	4	ex fonte in opere cito sume	NO	NO	NO	NO	NO	NO	NO	NO
E066	f55v	H4	H4-S003	cheeky	PROC046	CHK+EE+Y	WAERMEN · LANG · POSTEN	3	rem diu calefac	NO	NO	NO	NO	YES	NO	NO	NO
E067	f55v	H4	H4-S003	oldy	PROC047	OL+DY	WEITER · SCHLUSS	2	continua; fini	NO	NO	NO	NO	NO	NO	NO	YES
E068	f55v	H4	H4-S004	aiin	PROC009	AIIN	SOLLMASS	1	ad mensuram	YES	NO	NO	NO	NO	NO	NO	NO
E069	f55v	H4	H4-S004	okal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	2	ad locum pone	NO	NO	NO	NO	NO	NO	YES	NO
E070	f55v	H4	H4-S004	oltchy	PROC049	OL+T+Y	WEITER · BEARBEITEN · POSTEN	3	rem opera et continua	NO	NO	NO	NO	NO	NO	NO	NO
E071	f55v	H4	H4-S004	or	PROC016	OR	ANSATZ	1	preparatio	NO	NO	NO	NO	NO	NO	NO	NO
E072	f55v	H4	H4-S004	y	PROC019	Y	POSTEN	1	res currens	NO	NO	NO	NO	NO	NO	NO	NO
E073	f55v	H4	H4-S004	orain	PROC050	OR+AIN	ANSATZ · PORTION	2	portio praeparationis	YES	NO	NO	NO	NO	NO	NO	NO
E074	f56r	H5	H5-S001	chochor	PROC051	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	3	additamentum de praeparatione sume	NO	NO	NO	NO	NO	YES	NO	NO
E075	f56r	H5	H5-S001	cho	PROC052	HO	ZUTAT	1	additamentum	NO	NO	NO	NO	NO	YES	NO	NO
E076	f56r	H5	H5-S001	chodaly	PROC053	HO+AL+Y	ZUTAT · ZIELSTELLE · POSTEN	3	additamentum ad locum ut rem	NO	NO	NO	NO	NO	YES	YES	NO
E077	f56r	H5	H5-S001	daiin	PROC009	AIIN	SOLLMASS	1	ad mensuram	YES	NO	NO	NO	NO	NO	NO	NO
E078	f56r	H5	H5-S001	sho	PROC052	HO	ZUTAT	1	additamentum	NO	NO	NO	NO	NO	YES	NO	NO
E079	f56r	H5	H5-S001	kchol	PROC054	K+OL	ZUGEBEN · WEITER	2	adde et continua	NO	NO	NO	NO	NO	NO	NO	NO
E080	f56r	H5	H5-S001	otchor	PROC020	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	3	deinde de praeparatione sume	NO	NO	NO	NO	NO	NO	NO	NO
E081	f56r	H5	H5-S001	choky	PROC008	OK+Y	ANSETZEN · POSTEN	2	rem pone	NO	NO	NO	NO	NO	NO	NO	NO
E082	f56r	H5	H5-S001	dal	PROC055	AL	ZIELSTELLE	1	ad locum	NO	NO	NO	NO	NO	NO	YES	NO
E083	f56r	H5	H5-S002	schol	PROC034	RESUME_CARD	DAVON	1	ex eo	NO	NO	NO	NO	NO	NO	NO	NO
E084	f56r	H5	H5-S002	choy	PROC056	HO+Y	ZUTAT · POSTEN	2	additamentum ut rem	NO	NO	NO	NO	NO	YES	NO	NO
E085	f56r	H5	H5-S002	choky	PROC008	OK+Y	ANSETZEN · POSTEN	2	rem pone	NO	NO	NO	NO	NO	NO	NO	NO
E086	f56r	H5	H5-S002	cheeckhody	PROC057	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	5	diu per meatum in opere sume; fini	NO	NO	NO	YES	NO	NO	NO	YES
E087	f56r	H5	H5-S003	sh	PROC058	SH	HALTEN	1	tene	NO	NO	NO	NO	NO	NO	NO	NO
E088	f56r	H5	H5-S003	cho	PROC052	HO	ZUTAT	1	additamentum	NO	NO	NO	NO	NO	YES	NO	NO
E089	f56r	H5	H5-S003	kchey	PROC059	K+E+Y	ZUGEBEN · KURZ · POSTEN	3	rem cito adde	NO	NO	NO	NO	NO	NO	NO	NO
E090	f56r	H5	H5-S003	qokokchy	PROC060	OK+OK+Y	ANSETZEN · ANSETZEN · POSTEN	3	rem bis pone	NO	NO	NO	NO	NO	NO	NO	NO
E091	f56r	H5	H5-S004	okchy	PROC011	OK+Y	ANSETZEN · POSTEN	2	rem pone	NO	NO	NO	NO	NO	NO	NO	NO
E092	f56r	H5	H5-S004	chokcheo	PROC061	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	4	in opere cito pone et sume	NO	NO	NO	NO	NO	NO	NO	NO
E093	f56r	H5	H5-S004	kchal	PROC062	K+AL	ZUGEBEN · ZIELSTELLE	2	ad locum adde	NO	NO	NO	NO	NO	NO	YES	NO
E094	f56r	H5	H5-S005	sho	PROC052	HO	ZUTAT	1	additamentum	NO	NO	NO	NO	NO	YES	NO	NO
E095	f56r	H5	H5-S005	chokchy	PROC011	OK+Y	ANSETZEN · POSTEN	2	rem pone	NO	NO	NO	NO	NO	NO	NO	NO
E096	f56r	H5	H5-S005	kchoar	PROC063	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	3	additamentum ex fonte adde	NO	NO	NO	NO	NO	YES	NO	NO
E097	f56r	H5	H5-S005	sotodan	PROC064	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	3	deinde portionem in opere	YES	NO	NO	NO	NO	NO	NO	NO
E098	f56r	H5	H5-S006	otchey	PROC065	OT+Y	DANACH · POSTEN	2	deinde rem	NO	NO	NO	NO	NO	NO	NO	NO
E099	f56r	H5	H5-S006	keol	PROC066	K+E+OL	ZUGEBEN · KURZ · WEITER	3	cito adde et continua	NO	NO	NO	NO	NO	NO	NO	NO
E100	f56r	H5	H5-S006	daiin	PROC009	AIIN	SOLLMASS	1	ad mensuram	YES	NO	NO	NO	NO	NO	NO	NO
