event_id	case_id	page	record	statement_id	surface	card_no	semantic_component_parse	standard_command_de	semantic_burden_class	surface_writer_layer	compact_exception_entry	predicted_surface	exact_roundtrip
E037	C2	f10r	H2	H2-S003	dy	PROC019	Y	ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	dy	YES
E038	C2	f10r	H2	H2-S003	chodaiin	PROC025	CH+O+AIIN	ABNEHMEN · ARBEITSGANG · SOLLMASS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	chodaiin	YES
E039	C3	f11r	H3	H3-S001	tshol	PROC026	T+SH+OL	EINTRAGEN · HALTEN · FORTSETZEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	tshol	YES
E040	C3	f11r	H3	H3-S001	schoal	PROC027	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	schoal	YES
E041	C3	f11r	H3	H3-S001	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	PARTIAL_COMPOSITION_ONE_LEARNED_CORE	SEMANTIC_CARD_OR_DESK_RULE	NONE	cfhy	YES
E042	C3	f11r	H3	H3-S001	shfydaiin	PROC029	SH+Y+AIIN	HALTEN · ARBEITSPOSTEN · SOLLMASS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	shfydaiin	YES
E043	C3	f11r	H3	H3-S001	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	cphy	YES
E044	C3	f11r	H3	H3-S001	shey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	SEMANTIC_CARD_OR_DESK_RULE	NONE	shey	YES
E045	C3	f11r	H3	H3-S001	tchody	PROC032	T+CH+O+DY	EINTRAGEN · ABNEHMEN · ARBEITSGANG; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	tchody	YES
E046	C3	f11r	H3	H3-S002	shoyty	PROC033	SH+O+Y+T+Y	ARBEITSPOSTEN HALTEN · IM ARBEITSGANG EINTRAGEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	shoyty	YES
E047	C3	f11r	H3	H3-S003	dchol	PROC034	RESUME_CARD	WIEDERAUFNEHMEN	TRUE_LEARNED_WHOLE_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	dchol	YES
E048	C3	f11r	H3	H3-S003	chy	PROC019	Y	ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	chy	YES
E049	C3	f11r	H3	H3-S003	kchy	PROC035	K+Y	ZUDOSIEREN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	kchy	YES
E050	C3	f11r	H3	H3-S003	dy	PROC019	Y	ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	dy	YES
E051	C3	f11r	H3	H3-S003	daiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	daiin	YES
E052	C3	f11r	H3	H3-S004	qotchy	PROC036	OT+Y	DANACH · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	qotchy	YES
E053	C3	f11r	H3	H3-S004	okchol	PROC037	OK+OL	ANSETZEN · FORTSETZEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	okchol	YES
E054	C3	f11r	H3	H3-S004	cthy	PROC014	CTH+Y	BEREIT · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	TWO_STAGE_BODY_WRAPPER_RULE	NONE	cthy	YES
E055	C3	f11r	H3	H3-S004	dy	PROC019	Y	ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	dy	YES
E056	C4	f55v	H4	H4-S001	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	qokaiin	YES
E057	C4	f55v	H4	H4-S001	chaiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	chaiin	YES
E058	C4	f55v	H4	H4-S001	ykain	PROC039	Y+K+AIN	ARBEITSPOSTEN · ZUDOSIEREN · PORTION	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	ykain	YES
E059	C4	f55v	H4	H4-S001	ykan	PROC040	Y+K+AN	ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION	PARTIAL_COMPOSITION_ONE_LEARNED_CORE	SEMANTIC_CARD_OR_DESK_RULE	NONE	ykan	YES
E060	C4	f55v	H4	H4-S001	ody	PROC041	O+DY	ARBEITSGANG; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	ody	YES
E061	C4	f55v	H4	H4-S002	daiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	SIXTEEN_ENTRY_LOCAL_EXCEPTION_DECK	X_E061	daiin	YES
E062	C4	f55v	H4	H4-S002	chedy	PROC042	CHD+Y	UMSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	chedy	YES
E063	C4	f55v	H4	H4-S002	talam	PROC043	TALAM	VERWAHREN	TRUE_LEARNED_WHOLE_CARD	SEMANTIC_CARD_OR_DESK_RULE	NONE	talam	YES
E064	C4	f55v	H4	H4-S003	ykaiin	PROC044	Y+K+AIIN	ARBEITSPOSTEN · ZUDOSIEREN · SOLLMASS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	ykaiin	YES
E065	C4	f55v	H4	H4-S003	cheoar	PROC045	CH+E+O+AR	ABNEHMEN · KURZ · ARBEITSGANG · VORRAT	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	cheoar	YES
E066	C4	f55v	H4	H4-S003	cheeky	PROC046	CHK+EE+Y	WAERMEN · LANG · ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	SEMANTIC_CARD_OR_DESK_RULE	NONE	cheeky	YES
E067	C4	f55v	H4	H4-S003	oldy	PROC047	OL+DY	FORTSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	oldy	YES
E068	C4	f55v	H4	H4-S004	aiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	aiin	YES
E069	C4	f55v	H4	H4-S004	okal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	TWO_STAGE_BODY_WRAPPER_RULE	NONE	okal	YES
E070	C4	f55v	H4	H4-S004	oltchy	PROC049	OL+T+Y	FORTSETZEN · EINTRAGEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	oltchy	YES
E071	C4	f55v	H4	H4-S004	or	PROC016	OR	ANSATZ	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	or	YES
E072	C4	f55v	H4	H4-S004	y	PROC019	Y	ARBEITSPOSTEN	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	y	YES
E073	C4	f55v	H4	H4-S004	orain	PROC050	OR+AIN	ANSATZ · PORTION	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	orain	YES
E074	C5	f56r	H5	H5-S001	chochor	PROC051	HO+CH+OR	ZUTAT · ABNEHMEN · ANSATZ	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	chochor	YES
E075	C5	f56r	H5	H5-S001	cho	PROC052	HO	ZUTAT	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	cho	YES
E076	C5	f56r	H5	H5-S001	chodaly	PROC053	HO+AL+Y	ZUTAT · ZIELSTELLE · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	chodaly	YES
E077	C5	f56r	H5	H5-S001	daiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	daiin	YES
E078	C5	f56r	H5	H5-S001	sho	PROC052	HO	ZUTAT	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	sho	YES
E079	C5	f56r	H5	H5-S001	kchol	PROC054	K+OL	ZUDOSIEREN · FORTSETZEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	kchol	YES
E080	C5	f56r	H5	H5-S001	otchor	PROC020	OT+CH+OR	DANACH · ABNEHMEN · ANSATZ	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	TWO_STAGE_BODY_WRAPPER_RULE	NONE	otchor	YES
E081	C5	f56r	H5	H5-S001	choky	PROC008	OK+Y	ANSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SIXTEEN_ENTRY_LOCAL_EXCEPTION_DECK	X_E081	choky	YES
E082	C5	f56r	H5	H5-S001	dal	PROC055	AL	ZIELSTELLE	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	dal	YES
E083	C5	f56r	H5	H5-S002	schol	PROC034	RESUME_CARD	WIEDERAUFNEHMEN	TRUE_LEARNED_WHOLE_CARD	SIXTEEN_ENTRY_LOCAL_EXCEPTION_DECK	X_E083	schol	YES
E084	C5	f56r	H5	H5-S002	choy	PROC056	HO+Y	ZUTAT · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	choy	YES
E085	C5	f56r	H5	H5-S002	choky	PROC008	OK+Y	ANSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	TWO_STAGE_BODY_WRAPPER_RULE	NONE	choky	YES
E086	C5	f56r	H5	H5-S002	cheeckhody	PROC057	CH+EE+CKH+O+DY	ABNEHMEN · LANG · DURCHLASSKANAL · ARBEITSGANG; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	cheeckhody	YES
E087	C5	f56r	H5	H5-S003	sh	PROC058	SH	HALTEN	FULLY_COMPOSITIONAL_CARD	SEMANTIC_CARD_OR_DESK_RULE	NONE	sh	YES
E088	C5	f56r	H5	H5-S003	cho	PROC052	HO	ZUTAT	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	cho	YES
E089	C5	f56r	H5	H5-S003	kchey	PROC059	K+E+Y	ZUDOSIEREN · KURZ · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	kchey	YES
E090	C5	f56r	H5	H5-S003	qokokchy	PROC060	OK+OK+Y	ANSETZEN · ANSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	qokokchy	YES
E091	C5	f56r	H5	H5-S004	okchy	PROC011	OK+Y	ANSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	TWO_STAGE_BODY_WRAPPER_RULE	NONE	okchy	YES
E092	C5	f56r	H5	H5-S004	chokcheo	PROC061	OK+CH+E+O	ANSETZEN · ABNEHMEN · KURZ · ARBEITSGANG	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	chokcheo	YES
E093	C5	f56r	H5	H5-S004	kchal	PROC062	K+AL	ZUDOSIEREN · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	kchal	YES
E094	C5	f56r	H5	H5-S005	sho	PROC052	HO	ZUTAT	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	sho	YES
E095	C5	f56r	H5	H5-S005	chokchy	PROC011	OK+Y	ANSETZEN · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	TWO_STAGE_BODY_WRAPPER_RULE	NONE	chokchy	YES
E096	C5	f56r	H5	H5-S005	kchoar	PROC063	K+HO+AR	ZUDOSIEREN · ZUTAT · VORRAT	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	kchoar	YES
E097	C5	f56r	H5	H5-S005	sotodan	PROC064	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	sotodan	YES
E098	C5	f56r	H5	H5-S006	otchey	PROC065	OT+Y	DANACH · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	otchey	YES
E099	C5	f56r	H5	H5-S006	keol	PROC066	K+E+OL	ZUDOSIEREN · KURZ · FORTSETZEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	keol	YES
E100	C5	f56r	H5	H5-S006	daiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	daiin	YES
E101	C1	f81v	B1	B1-S001	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ; SCHLUSS	FULLY_COMPOSITIONAL_CARD	SEMANTIC_CARD_OR_DESK_RULE	NONE	qokedy	YES
E102	C1	f81v	B1	B1-S002	okaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	okaiin	YES
E103	C1	f81v	B1	B1-S002	kair	PROC068	K+AIR	ZUDOSIEREN · FLUESSIGKEITSLAUF	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	kair	YES
E104	C1	f81v	B1	B1-S002	okal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	TWO_STAGE_BODY_WRAPPER_RULE	NONE	okal	YES
E105	C1	f81v	B1	B1-S002	sar	PROC003	AR	VORRAT	FULLY_COMPOSITIONAL_CARD	SIXTEEN_ENTRY_LOCAL_EXCEPTION_DECK	X_E105	sar	YES
E106	C1	f81v	B1	B1-S002	ol	PROC013	OL	FORTSETZEN	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	ol	YES
E107	C1	f81v	B1	B1-S002	kain	PROC069	K+AIN	ZUDOSIEREN · PORTION	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	TWO_STAGE_BODY_WRAPPER_RULE	NONE	kain	YES
E108	C1	f81v	B1	B1-S002	olkain	PROC070	OL+K+AIN	FORTSETZEN · ZUDOSIEREN · PORTION	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	TWO_STAGE_BODY_WRAPPER_RULE	NONE	olkain	YES
E109	C1	f81v	B1	B1-S002	al	PROC055	AL	ZIELSTELLE	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	al	YES
E110	C1	f81v	B1	B1-S002	ol	PROC013	OL	FORTSETZEN	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	ol	YES
E111	C1	f81v	B1	B1-S002	rol	PROC071	R+OL	KUEHLEN · FORTSETZEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	rol	YES
E112	C1	f81v	B1	B1-S002	dl	PROC072	L	WEITERLEITEN	FULLY_COMPOSITIONAL_CARD	SEMANTIC_CARD_OR_DESK_RULE	NONE	dl	YES
E113	C1	f81v	B1	B1-S002	olor	PROC022	OL+OR	FORTSETZEN · ANSATZ	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	TWO_STAGE_BODY_WRAPPER_RULE	NONE	olor	YES
E114	C1	f81v	B1	B1-S002	ol	PROC013	OL	FORTSETZEN	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	ol	YES
E115	C1	f81v	B1	B1-S002	sheckhal	PROC073	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASSKANAL · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	sheckhal	YES
E116	C1	f81v	B1	B1-S002	daiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	daiin	YES
E117	C1	f81v	B1	B1-S002	qokeedal	PROC074	OK+EE+AL	ANSETZEN · LANG · ZIELSTELLE	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	SEMANTIC_CARD_OR_DESK_RULE	NONE	qokeedal	YES
E118	C1	f81v	B1	B1-S002	daiin	PROC009	AIIN	SOLLMASS	FULLY_COMPOSITIONAL_CARD	TWO_STAGE_BODY_WRAPPER_RULE	NONE	daiin	YES
E119	C1	f81v	B1	B1-S002	chckhy	PROC075	CKH+Y	DURCHLASSKANAL · ARBEITSPOSTEN	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	TWO_STAGE_BODY_WRAPPER_RULE	NONE	chckhy	YES
E120	C1	f81v	B1	B1-S002	schedy	PROC076	CHD+DY	UMSETZEN; SCHLUSS	COMPOSITIONAL_MEANING_LEARNED_EXACT_SURFACE	TWO_STAGE_BODY_WRAPPER_RULE	NONE	schedy	YES
