gdt752_contact_id	comparison_group	pair_id	prefix_character	prefix_surface	base_surface	page	physical_folio	locus	prefix_ordinal	base_ordinal	written_order	written_line_eva	prefix_outer_side	prefix_outer_extent	prefix_outer_boundary_reason	prefix_outer_boundary_complete	prefix_outer_anchor_count	prefix_outer_anchor_surfaces	prefix_outer_anchor_tags	prefix_outer_anchor_evidence	prefix_outer_field_channel	prefix_outer_slot_class	prefix_outer_slot_label_de	prefix_outer_quality_stage_support	prefix_outer_preparation_support	prefix_outer_carrier_support	prefix_outer_unknown_count	base_outer_side	base_outer_extent	base_outer_boundary_reason	base_outer_boundary_complete	base_outer_anchor_count	base_outer_anchor_surfaces	base_outer_anchor_tags	base_outer_anchor_evidence	base_outer_field_channel	base_outer_slot_class	base_outer_slot_label_de	base_outer_quality_stage_support	base_outer_preparation_support	base_outer_carrier_support	base_outer_unknown_count	both_outer_boundaries_complete	raw_exact_role_split_support	raw_exact_role_split_reverse	raw_broad_role_split_support	raw_broad_role_split_reverse	exact_role_split_support	exact_role_split_reverse	broad_role_split_support	broad_role_split_reverse	independent_side_evidence_status	complete_field_decision	working_pair_render_de	literal_identity	confirmed_lexeme	component_export_credit
G752-C011	NONQ_PREFIX_CONTROL	G751-C022	d	dshedy	shedy	f76v	f76	f76v.10	4	5	PREFIX_THEN_BASE	cphdor shedal qopchdy dshedy shedy tchedy lsheetal shecphy daiin dy	L	3	LINE_EDGE_AFTER_R3	1	1	cphdor	AMOUNT|PREPARATION|PROCESS	L3 cphdor=eine Portion Arzneikompositum abmessen [AMOUNT|PREPARATION|PROCESS;W2_PROVISIONAL_WORKING]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	Zutat-/Anweisungsinhalt offen	0	1	1	0	R	1	STRICT_INITIAL_BEFORE_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	PARTIAL_REVERSE_SIDE	PARTIAL_REVERSE_SIDE	dshedy: äußeres Feld PRESCRIPTIVE_RECIPE; shedy: äußeres Feld OPEN	OPEN	0	0
G752-C012	NONQ_PREFIX_CONTROL	G751-C029	k	kar	ar	f50r	f50	f50r.5	9	10	PREFIX_THEN_BASE	solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain	L	2	PAIR_SURFACE_BEFORE_R3	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	1	LINE_EDGE_AFTER_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	NO_INDEPENDENT_SIDE_SIGNAL	kar: äußeres Feld OPEN; ar: äußeres Feld OPEN	OPEN	0	0
G752-C013	NONQ_PREFIX_CONTROL	G751-C029	k	kar	ar	f86v5	f86	f86v5.28	4	5	PREFIX_THEN_BASE	odaiin o al kar ar or ytdar qokeeey teo dy tey tar a ytarar	L	3	LINE_EDGE_AFTER_R3	1	1	odaiin	PREPARATION|LEVEL_III	L3 odaiin=Zubereitung, Wertstufe III [PREPARATION|LEVEL_III;W3_SOLID_WORKING_THEORY]	MATERIA_OR_INGREDIENT	LEMMA_OR_INGREDIENT	Lemma-/Zutatinhalt offen	1	1	1	0	R	5	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	2	0	0	0	0	0	0	0	0	0	MIXED_PARTIAL	CENSORED__MIXED_PARTIAL	kar: äußeres Feld MATERIA_OR_INGREDIENT; ar: äußeres Feld OPEN	OPEN	0	0
G752-C014	NONQ_PREFIX_CONTROL	G751-C036	k	kchol	chol	f9v	f9	f9v.10	2	3	PREFIX_THEN_BASE	oty kchol chol chy kyty	L	1	LINE_EDGE_AFTER_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	NO_INDEPENDENT_SIDE_SIGNAL	kchol: äußeres Feld OPEN; chol: äußeres Feld OPEN	OPEN	0	0
G752-C015	NONQ_PREFIX_CONTROL	G751-C036	k	kchol	chol	f56v	f56	f56v.14	3	4	PREFIX_THEN_BASE	chol cheo kchol chol choky chotor	L	1	PAIR_SURFACE_BEFORE_R2	1	1	cheo	DRY|PREPARATION	L1 cheo=trocken angesetzte Zubereitung [DRY|PREPARATION;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	1	1	0	R	2	LINE_EDGE_AFTER_R2	1	2	choky|chotor	HOT|COLD|DRY|AMOUNT|PREPARATION|BEGIN_STAGE	R1 choky=heiß-trockene Zubereitung, Grundform [HOT|DRY|PREPARATION|BEGIN_STAGE;W3_SOLID_WORKING_THEORY] || R2 chotor=eine Portion abgekühlten Trockenansatzes [COLD|DRY|AMOUNT|PREPARATION;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	1	1	0	1	0	0	1	1	0	0	1	1	AMBIGUOUS_BOTH_EXACT_SPLITS	AMBIGUOUS_BOTH_EXACT_SPLITS	kchol: äußeres Feld DESCRIPTIVE_MATERIA; chol: äußeres Feld DESCRIPTIVE_MATERIA	OPEN	0	0
G752-C016	NONQ_PREFIX_CONTROL	G751-C038	k	kchy	chy	f11r	f11	f11r.4	3	2	BASE_THEN_PREFIX	dchol chy kchy dy daiin	R	2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	L	1	LINE_EDGE_AFTER_R1	1	1	dchol	DRY|AMOUNT|MATERIAL	L1 dchol=Maß trockenen Materials [DRY|AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	0	1	0	1	0	0	0	0	0	0	0	0	PARTIAL_REVERSE_SIDE	PARTIAL_REVERSE_SIDE	kchy: äußeres Feld OPEN; chy: äußeres Feld DESCRIPTIVE_MATERIA	OPEN	0	0
G752-C017	NONQ_PREFIX_CONTROL	G751-C038	k	kchy	chy	f14r	f14	f14r.13	3	2	BASE_THEN_PREFIX	sodaiin chy kchy kchy ykeody	R	0	PAIR_SURFACE_BEFORE_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	L	0	STRICT_INITIAL_BEFORE_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	NO_INDEPENDENT_SIDE_SIGNAL	kchy: äußeres Feld OPEN; chy: äußeres Feld OPEN	OPEN	0	0
G752-C018	NONQ_PREFIX_CONTROL	G751-C038	k	kchy	chy	f16r	f16	f16r.11	7	6	BASE_THEN_PREFIX	sokchy qokol choty okchy cthy chy kchy	R	0	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	L	4	STRICT_INITIAL_BEFORE_R5	1	2	cthy|qokol	HOT|MATERIAL|PROCESS	L1 cthy=CTH-Drogenmaterial [MATERIAL;W3_SOLID_WORKING_THEORY] || L4 qokol=erhitzen [HOT|PROCESS;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	Zutat-/Anweisungsinhalt offen	1	0	1	0	1	0	0	0	0	0	0	0	0	PARTIAL_REVERSE_SIDE	PARTIAL_REVERSE_SIDE	kchy: äußeres Feld OPEN; chy: äußeres Feld PRESCRIPTIVE_RECIPE	OPEN	0	0
G752-C019	NONQ_PREFIX_CONTROL	G751-C038	k	kchy	chy	f42v	f42	f42v.14	3	2	BASE_THEN_PREFIX	qoteey chy kchy cthy ees choly sarar aral	R	3	STRICT_INITIAL_BEFORE_R4	1	1	choly	DRY	R3 choly=Trockenrückstand [DRY;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	0	0	1	L	1	LINE_EDGE_AFTER_R1	1	1	qoteey	COLD|END_STAGE	L1 qoteey=kalt am Ende des Grades [COLD|END_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	0	0	0	1	0	0	0	0	0	0	0	0	MIXED_PARTIAL	MIXED_PARTIAL	kchy: äußeres Feld DESCRIPTIVE_QUALITY; chy: äußeres Feld DESCRIPTIVE_QUALITY	OPEN	0	0
G752-C020	NONQ_PREFIX_CONTROL	G751-C046	o	oaiin	aiin	f114v	f114	f114v.34	3	4	PREFIX_THEN_BASE	olkeechy ol oaiin aiin chocthey qotedal octhy sotey cheos air	L	2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	1	R	3	STRICT_INITIAL_BEFORE_R4	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	1	1	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	NO_INDEPENDENT_SIDE_SIGNAL	oaiin: äußeres Feld OPEN; aiin: äußeres Feld OPEN	OPEN	0	0
G752-C021	NONQ_PREFIX_CONTROL	G751-C057	o	okaiin	kaiin	f108v	f108	f108v.25	4	3	BASE_THEN_PREFIX	sheeol okeey kaiin okaiin ol lchey ctheo r aiin cheey qokeey qokeeaiin al	R	1	STRICT_INITIAL_BEFORE_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	L	2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	1	1	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	NO_INDEPENDENT_SIDE_SIGNAL	okaiin: äußeres Feld OPEN; kaiin: äußeres Feld OPEN	OPEN	0	0
G752-C022	NONQ_PREFIX_CONTROL	G751-C067	o	okchy	kchy	f22r	f22	f22r.12	3	4	PREFIX_THEN_BASE	odchaiin cthy okchy kchy dchol daiin ydaiin	L	2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	3	LINE_EDGE_AFTER_R3	1	1	dchol	DRY|AMOUNT|MATERIAL	R1 dchol=Maß trockenen Materials [DRY|AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	0	1	0	1	0	0	0	0	0	0	0	0	PARTIAL_REVERSE_SIDE	PARTIAL_REVERSE_SIDE	okchy: äußeres Feld OPEN; kchy: äußeres Feld DESCRIPTIVE_MATERIA	OPEN	0	0
G752-C023	NONQ_PREFIX_CONTROL	G751-C071	o	okeey	keey	f108r	f108	f108r.45	3	4	PREFIX_THEN_BASE	dain sheckhy okeey keey lchedy okeey qokedy chedy dalkedy qokedy dal	L	2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	0	STRICT_INITIAL_BEFORE_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	NO_INDEPENDENT_SIDE_SIGNAL	okeey: äußeres Feld OPEN; keey: äußeres Feld OPEN	OPEN	0	0
G752-C024	NONQ_PREFIX_CONTROL	G751-C072	o	okeol	keol	f108r	f108	f108r.48	4	5	PREFIX_THEN_BASE	pcheedy qokeo l okeol keol dain ar otedy qokedy qokeedy qokeedy lchdy	L	2	STRICT_INITIAL_BEFORE_R3	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	5	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	0	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	CENSORED__NO_INDEPENDENT_SIDE_SIGNAL	okeol: äußeres Feld OPEN; keol: äußeres Feld OPEN	OPEN	0	0
G752-C025	NONQ_PREFIX_CONTROL	G751-C090	o	oteey	teey	f79v	f79	f79v.18	5	4	BASE_THEN_PREFIX	qokain sheey qokeey teey oteey lcheey qokeey olkeedy rchey	R	0	STRICT_INITIAL_BEFORE_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	L	3	LINE_EDGE_AFTER_R3	1	1	qokeey	HOT|END_STAGE	L1 qokeey=heiß am Ende des Grades [HOT|END_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	0	0	0	1	0	0	0	0	0	0	0	0	PARTIAL_REVERSE_SIDE	PARTIAL_REVERSE_SIDE	oteey: äußeres Feld OPEN; teey: äußeres Feld DESCRIPTIVE_QUALITY	OPEN	0	0
G752-C026	NONQ_PREFIX_CONTROL	G751-C090	o	oteey	teey	f111r	f111	f111r.21	5	4	BASE_THEN_PREFIX	daiin okar ain teey oteey ox o r shey chey ky deedy cheo dain sheet ar al l cheotydy	R	5	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	1	L	3	LINE_EDGE_AFTER_R3	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	0	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	CENSORED__NO_INDEPENDENT_SIDE_SIGNAL	oteey: äußeres Feld OPEN; teey: äußeres Feld OPEN	OPEN	0	0
G752-C027	NONQ_PREFIX_CONTROL	G751-C100	t	tar	ar	f86v6	f86	f86v6.21	9	10	PREFIX_THEN_BASE	oreeey lkeeor daiin olteody tar otyteeodaiin yty sheey tar ar am ody	L	3	PAIR_SURFACE_BEFORE_R4	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	1	R	2	CURRENT_CLOSE_INCLUDED_R2	1	1	ody	PREPARATION|CLOSE|END_STAGE	R2 ody=fertiggestellter Ansatz [PREPARATION|CLOSE|END_STAGE;W3_SOLID_WORKING_THEORY]	MATERIA_OR_INGREDIENT	LEMMA_OR_INGREDIENT	Lemma-/Zutatinhalt offen	1	1	1	0	1	0	0	0	0	0	0	0	0	MIXED_PARTIAL	MIXED_PARTIAL	tar: äußeres Feld OPEN; ar: äußeres Feld MATERIA_OR_INGREDIENT	OPEN	0	0
G752-C028	NONQ_PREFIX_CONTROL	G751-C100	t	tar	ar	f112r	f112	f112r.30	1	2	PREFIX_THEN_BASE	tar ar cheokey okeody chol ol chedy qokedy cheom	L	0	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	5	RADIUS5_CENSORED	0	1	cheokey	HOT|DRY|PREPARATION|MIDDLE_STAGE	R1 cheokey=trocken angesetzte heiße Zubereitung in der Gradmitte [HOT|DRY|PREPARATION|MIDDLE_STAGE;W2_PROVISIONAL_WORKING]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	1	1	1	0	0	0	0	0	0	0	0	0	MIXED_PARTIAL	CENSORED__MIXED_PARTIAL	tar: äußeres Feld OPEN; ar: äußeres Feld DESCRIPTIVE_MATERIA	OPEN	0	0
G752-C029	NONQ_PREFIX_CONTROL	G751-C103	t	tcheey	cheey	f7v	f7	f7v.5	4	3	BASE_THEN_PREFIX	dchodaiin qotchy cheey tcheey	R	0	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	L	2	LINE_EDGE_AFTER_R2	1	1	qotchy	COLD|DRY|BEGIN_STAGE	L1 qotchy=kalt und trocken am Anfang des Grades [COLD|DRY|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	0	0	1	1	0	0	0	0	0	0	0	0	PARTIAL_REVERSE_SIDE	PARTIAL_REVERSE_SIDE	tcheey: äußeres Feld OPEN; cheey: äußeres Feld DESCRIPTIVE_QUALITY	OPEN	0	0
G752-C030	NONQ_PREFIX_CONTROL	G751-C109	t	tchol	chol	f113r	f113	f113r.27	1	2	PREFIX_THEN_BASE	tchol chol lsheol shor kcheey y raiin sheol tcheody tchey sheoky lpchedy qokam	L	0	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	0	STRICT_INITIAL_BEFORE_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	NO_INDEPENDENT_SIDE_SIGNAL	tchol: äußeres Feld OPEN; chol: äußeres Feld OPEN	OPEN	0	0
