verb	model	world	events	conflicts	unequal	incomplete_actions	missing_material_references	exact_repeat_targets	row_status
G	R	E|ZL3b|B|f9v|f9v.5-f9v.12	23	0	0	2	0	0	recorded
X	E	E|ZL3b|J|f9v|f9v.5-f9v.12	23	0	0	2	0	0	recorded
G	E	E|ZL3b|J|f9v|f9v.5-f9v.12	23	0	0	2	0	0	recorded
X	P	E|ZL3b|J|f9v|f9v.5-f9v.12	23	0	0	2	0	0	recorded
G	P	E|ZL3b|J|f9v|f9v.5-f9v.12	23	0	0	2	0	0	recorded
X	R	E|ZL3b|J|f9v|f9v.5-f9v.12	23	0	0	2	0	0	recorded
G	R	E|ZL3b|J|f9v|f9v.5-f9v.12	23	0	0	2	0	0	recorded
X	E	E|ZL3b|M|f9v|f9v.5-f9v.12	23	0	0	2	0	0	recorded
G	E	E|ZL3b|M|f9v|f9v.5-f9v.12	23	0	0	2	0	0	recorded
X	P	E|ZL3b|M|f9v|f9v.5-f9v.12	23	0	0	2	0	0	recorded
G	P	E|ZL3b|M|f9v|f9v.5-f9v.12	23	0	0	2	0	0	recorded
X	R	E|ZL3b|M|f9v|f9v.5-f9v.12	23	0	0	2	0	0	recorded
G	R	E|ZL3b|M|f9v|f9v.5-f9v.12	23	0	0	2	0	0	recorded
X	E	E|ZL3b|B|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
G	E	E|ZL3b|B|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
X	P	E|ZL3b|B|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
G	P	E|ZL3b|B|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
X	R	E|ZL3b|B|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
G	R	E|ZL3b|B|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
X	E	E|ZL3b|J|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
G	E	E|ZL3b|J|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
X	P	E|ZL3b|J|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
G	P	E|ZL3b|J|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
X	R	E|ZL3b|J|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
G	R	E|ZL3b|J|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
X	E	E|ZL3b|M|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
G	E	E|ZL3b|M|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
X	P	E|ZL3b|M|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
G	P	E|ZL3b|M|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
X	R	E|ZL3b|M|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
G	R	E|ZL3b|M|f17v|f17v.1-f17v.23	66	0	0	0	0	0	recorded
X	E	E|ZL3b|B|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
G	E	E|ZL3b|B|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
X	P	E|ZL3b|B|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
G	P	E|ZL3b|B|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
X	R	E|ZL3b|B|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
G	R	E|ZL3b|B|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
X	E	E|ZL3b|J|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
G	E	E|ZL3b|J|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
X	P	E|ZL3b|J|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
G	P	E|ZL3b|J|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
X	R	E|ZL3b|J|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
G	R	E|ZL3b|J|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
X	E	E|ZL3b|M|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
G	E	E|ZL3b|M|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
X	P	E|ZL3b|M|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
G	P	E|ZL3b|M|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
X	R	E|ZL3b|M|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
G	R	E|ZL3b|M|f19v|f19v.8-f19v.14	16	0	1	1	0	0	recorded
X	E	E|ZL3b|B|f22v|f22v.6-f22v.16	27	0	0	0	0	0	recorded
G	E	E|ZL3b|B|f22v|f22v.6-f22v.16	27	0	0	0	0	0	recorded
X	P	E|ZL3b|B|f22v|f22v.6-f22v.16	27	0	0	1	1	0	recorded
G	P	E|ZL3b|B|f22v|f22v.6-f22v.16	27	0	0	1	1	0	recorded
X	R	E|ZL3b|B|f22v|f22v.6-f22v.16	27	0	0	1	1	0	recorded
G	R	E|ZL3b|B|f22v|f22v.6-f22v.16	27	0	0	1	1	0	recorded
X	E	E|ZL3b|J|f22v|f22v.6-f22v.16	27	0	0	0	0	0	recorded
G	E	E|ZL3b|J|f22v|f22v.6-f22v.16	27	0	0	0	0	0	recorded
X	P	E|ZL3b|J|f22v|f22v.6-f22v.16	27	0	0	1	1	0	recorded
G	P	E|ZL3b|J|f22v|f22v.6-f22v.16	27	0	0	1	1	0	recorded
X	R	E|ZL3b|J|f22v|f22v.6-f22v.16	27	0	0	1	1	0	recorded
G	R	E|ZL3b|J|f22v|f22v.6-f22v.16	27	0	0	1	1	0	recorded
X	E	E|ZL3b|M|f22v|f22v.6-f22v.16	27	0	0	0	0	0	recorded
G	E	E|ZL3b|M|f22v|f22v.6-f22v.16	27	0	0	0	0	0	recorded
X	P	E|ZL3b|M|f22v|f22v.6-f22v.16	27	0	0	1	1	0	recorded
G	P	E|ZL3b|M|f22v|f22v.6-f22v.16	27	0	0	1	1	0	recorded
X	R	E|ZL3b|M|f22v|f22v.6-f22v.16	27	0	0	1	1	0	recorded
G	R	E|ZL3b|M|f22v|f22v.6-f22v.16	27	0	0	1	1	0	recorded
X	E	E|ZL3b|B|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
G	E	E|ZL3b|B|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
X	P	E|ZL3b|B|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
G	P	E|ZL3b|B|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
X	R	E|ZL3b|B|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
G	R	E|ZL3b|B|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
X	E	E|ZL3b|J|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
G	E	E|ZL3b|J|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
X	P	E|ZL3b|J|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
G	P	E|ZL3b|J|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
X	R	E|ZL3b|J|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
G	R	E|ZL3b|J|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
X	E	E|ZL3b|M|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
G	E	E|ZL3b|M|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
X	P	E|ZL3b|M|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
G	P	E|ZL3b|M|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
X	R	E|ZL3b|M|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
G	R	E|ZL3b|M|f23r|f23r.4-f23r.5	6	0	0	1	0	0	recorded
X	E	E|ZL3b|B|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
G	E	E|ZL3b|B|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
X	P	E|ZL3b|B|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
G	P	E|ZL3b|B|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
X	R	E|ZL3b|B|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
G	R	E|ZL3b|B|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
X	E	E|ZL3b|J|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
G	E	E|ZL3b|J|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
X	P	E|ZL3b|J|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
G	P	E|ZL3b|J|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
X	R	E|ZL3b|J|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
G	R	E|ZL3b|J|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
X	E	E|ZL3b|M|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
G	E	E|ZL3b|M|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
X	P	E|ZL3b|M|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
G	P	E|ZL3b|M|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
X	R	E|ZL3b|M|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
G	R	E|ZL3b|M|f24r|f24r.1-f24r.20	43	0	0	0	0	0	recorded
X	E	E|ZL3b|B|f45v|f45v.5-f45v.11	15	0	0	0	0	0	recorded
G	E	E|ZL3b|B|f45v|f45v.5-f45v.11	15	0	0	0	0	0	recorded
X	P	E|ZL3b|B|f45v|f45v.5-f45v.11	15	0	0	0	1	0	recorded
G	P	E|ZL3b|B|f45v|f45v.5-f45v.11	15	0	0	0	1	0	recorded
X	R	E|ZL3b|B|f45v|f45v.5-f45v.11	15	0	0	0	1	0	recorded
G	R	E|ZL3b|B|f45v|f45v.5-f45v.11	15	0	0	0	1	0	recorded
X	E	E|ZL3b|J|f45v|f45v.5-f45v.11	15	0	0	0	0	0	recorded
G	E	E|ZL3b|J|f45v|f45v.5-f45v.11	15	0	0	0	0	0	recorded
X	P	E|ZL3b|J|f45v|f45v.5-f45v.11	15	0	0	0	1	0	recorded
G	P	E|ZL3b|J|f45v|f45v.5-f45v.11	15	0	0	0	1	0	recorded
X	R	E|ZL3b|J|f45v|f45v.5-f45v.11	15	0	0	0	1	0	recorded
G	R	E|ZL3b|J|f45v|f45v.5-f45v.11	15	0	0	0	1	0	recorded
X	E	E|ZL3b|M|f45v|f45v.5-f45v.11	15	0	0	0	0	0	recorded
G	E	E|ZL3b|M|f45v|f45v.5-f45v.11	15	0	0	0	0	0	recorded
X	P	E|ZL3b|M|f45v|f45v.5-f45v.11	15	0	0	0	1	0	recorded
G	P	E|ZL3b|M|f45v|f45v.5-f45v.11	15	0	0	0	1	0	recorded
X	R	E|ZL3b|M|f45v|f45v.5-f45v.11	15	0	0	0	1	0	recorded
G	R	E|ZL3b|M|f45v|f45v.5-f45v.11	15	0	0	0	1	0	recorded
X	E	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
G	E	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
X	P	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
G	P	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
X	R	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
G	R	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
X	E	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
G	E	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
X	P	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
G	P	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
X	R	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
G	R	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
X	E	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
G	E	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
X	P	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
G	P	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
X	R	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
G	R	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	32	0	0	0	0	0	recorded
X	E	E|ZL3b|B|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
G	E	E|ZL3b|B|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
X	P	E|ZL3b|B|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
G	P	E|ZL3b|B|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
X	R	E|ZL3b|B|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
G	R	E|ZL3b|B|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
X	E	E|ZL3b|J|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
G	E	E|ZL3b|J|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
X	P	E|ZL3b|J|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
G	P	E|ZL3b|J|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
X	R	E|ZL3b|J|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
G	R	E|ZL3b|J|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
X	E	E|ZL3b|M|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
G	E	E|ZL3b|M|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
X	P	E|ZL3b|M|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
G	P	E|ZL3b|M|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
X	R	E|ZL3b|M|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
G	R	E|ZL3b|M|f93r|f93r.1-f93r.32	63	0	0	0	0	0	recorded
X	E	E|ZL3b|B|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
G	E	E|ZL3b|B|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
X	P	E|ZL3b|B|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
G	P	E|ZL3b|B|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
X	R	E|ZL3b|B|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
G	R	E|ZL3b|B|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
X	E	E|ZL3b|J|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
G	E	E|ZL3b|J|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
X	P	E|ZL3b|J|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
G	P	E|ZL3b|J|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
X	R	E|ZL3b|J|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
G	R	E|ZL3b|J|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
X	E	E|ZL3b|M|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
G	E	E|ZL3b|M|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
X	P	E|ZL3b|M|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
G	P	E|ZL3b|M|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
X	R	E|ZL3b|M|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
G	R	E|ZL3b|M|f99r|f99r.47-f99r.52	13	0	0	0	0	0	recorded
X	E	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	35	0	0	5	0	0	recorded
G	E	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	35	0	1	2	0	0	recorded
X	P	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	35	0	1	3	0	0	recorded
G	P	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	35	0	1	2	0	0	recorded
X	R	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	35	0	0	4	0	1	recorded
G	R	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	35	0	1	2	0	1	recorded
X	E	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	35	0	0	5	0	0	recorded
G	E	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	35	0	1	2	0	0	recorded
X	P	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	35	0	1	3	0	0	recorded
G	P	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	35	0	1	2	0	0	recorded
X	R	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	35	0	0	4	0	1	recorded
G	R	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	35	0	1	2	0	1	recorded
X	E	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	35	0	0	5	0	0	recorded
G	E	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	35	0	1	2	0	0	recorded
X	P	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	35	0	1	3	0	0	recorded
G	P	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	35	0	1	2	0	0	recorded
X	R	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	35	0	0	4	0	1	recorded
G	R	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	35	0	1	2	0	1	recorded
X	E	E|ZL3b|B|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
G	E	E|ZL3b|B|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
X	P	E|ZL3b|B|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
G	P	E|ZL3b|B|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
X	R	E|ZL3b|B|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
G	R	E|ZL3b|B|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
X	E	E|ZL3b|J|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
G	E	E|ZL3b|J|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
X	P	E|ZL3b|J|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
G	P	E|ZL3b|J|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
X	R	E|ZL3b|J|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
G	R	E|ZL3b|J|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
X	E	E|ZL3b|M|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
G	E	E|ZL3b|M|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
X	P	E|ZL3b|M|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
G	P	E|ZL3b|M|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
X	R	E|ZL3b|M|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
G	R	E|ZL3b|M|f106r|f106r.8-f106r.9	8	0	0	2	0	0	recorded
