field_id	statement_id	record_unit_id	visible_owner	field_frame_mode	visible_sequence	normalized_sequence	card_sequence	literal_values	terminal
F046	B2-S002	B2	obere Paarbecken-/Zylinderstation	LOW_DATA	qolchedy	olchedy	MC028	weiterführen; Schluss	NO
F047	B2-S003	B2	obere Paarbecken-/Zylinderstation	MIXED	qokain dy qokeedy	okain chey qokeedy	MC017 MC123 MC082	Anteil zugeben | dies | lange einwirken; Schluss	NO
F048	B2-S004	B2	obere Paarbecken-/Zylinderstation	LOW_DATA	qokal lcheckhy lched	okal lcheckhy lched	MC040 MC168 MC127	dorthin einsetzen | Abführpassage | Abführung	NO
F049	B2-S004	B2	obere Paarbecken-/Zylinderstation	LOW_DATA	qokeey lcheckhedy	okeey lcheckhedy	MC002 MC133	lange einwirken | Trennabzug; Schluss	NO
F050	B2-S005	B2	obere Paarbecken-/Zylinderstation	MIXED	qokaly solkaiin chckhy qokaiin	qokaly solkaiin chckhy okaiin	MC054 MC036 MC035 MC120	Zieleinsatz | Sollsammlung | durchleiten | bemessen	NO
F051	B2-S005	B2	obere Paarbecken-/Zylinderstation	LOW_DATA	qokaiin octheol chkeey ldy	okaiin octheol chkeey ldy	MC120 MC112 MC166 MC004	bemessen | Fortsetzung vorbereiten | Langwärmen | abziehen; Schluss	NO
F052	B2-S006	B2	obere Paarbecken-/Zylinderstation	Q	oteey qokal sheckhy qoky	oteey okal sheckhy choky	MC063 MC040 MC132 MC026	Langfolge | dorthin einsetzen | Kurzpassage | einsetzen	NO
F053	B2-S007	B2	mittlere linke Geräte-/Inline-Knotenstation	LOW_DATA	dshedy	dshedy	MC138	Kurzabsetzen; Schluss	NO
F054	B2-S008	B2	mittlere linke Geräte-/Inline-Knotenstation	S	sotaiin qokar shedy	otaiin qokar cheedy	MC060 MC044 MC128	Folgemaß | Quelleinsatz | kurz absetzen; Schluss	NO
F055	B2-S009	B2	mittlere linke Geräte-/Inline-Knotenstation	LOW_DATA	solshedy	solshedy	MC149	Folgeabsetzen; Schluss	NO
F056	B2-S010	B2	mittlere linke Geräte-/Inline-Knotenstation	Q	qokeey qoky ls cheey	okeey choky ls cheey	MC002 MC026 MC065 MC119	lange einwirken | einsetzen | Auslass | Klarauszug	NO
F057	B2-S011	B2	ungelöste mittlere rechte Linie-/Liegepodeststation	O	okain char okain qokeedy	okain char okain qokeedy	MC017 MC055 MC017 MC082	Anteil zugeben | davon | Anteil zugeben | lange einwirken; Schluss	NO
F058	B2-S012	B2	ungelöste mittlere rechte Linie-/Liegepodeststation	LOW_DATA	lchy	lchy	MC008	Abführgut	NO
F059	B2-S012	B2	unteres grünes Mehrfigurenfeld	MIXED	cheey qcthey qokeey lcheey daiin chey qokeeedy	cheey qcthey okeey lcheey aiin chey qokeeedy	MC119 MC073 MC002 MC066 MC039 MC123 MC140	Klarauszug | kurz vorbereiten | lange einwirken | Klarabzug | Sollmaß | dies | Volleinsatz; Schluss	NO
F060	B2-S013	B2	unteres grünes Mehrfigurenfeld	LOW_DATA	lchedy	lchedy	MC155	abführen; Schluss	NO
F061	B2-S014	B2	unteres grünes Mehrfigurenfeld	LOW_DATA	lar	lar	MC029	Quellabzug	NO
F062	B2-S015	B2	lokale Randstationen des unteren Feldes	LOW_DATA	tshey qokeedy	tshey qokeedy	MC141 MC082	Klarlauf | lange einwirken; Schluss	NO
F063	B2-S016	B2	lokale Randstationen des unteren Feldes	MIXED	cheal lchedar ches aiin oteey qokaiin okey	al lchedar ches aiin oteey okaiin okey	MC154 MC011 MC152 MC039 MC063 MC120 MC007	dorthin | Quellabführung | Teilen | Sollmaß | Langfolge | bemessen | kurz einwirken	NO
F064	B2-S016	B2	lokale Randstationen des unteren Feldes	LOW_DATA	pchedy	pchedy	MC070	Zuführung; Schluss	NO
F065	B2-S017	B2	lokale Randstationen des unteren Feldes	LOW_DATA	rsheal daldy	rsheal daldy	MC102 MC079	Kurzhalt am Ziel | Zielschluss	NO
F066	B2-S018	B2	lokale Randstationen des unteren Feldes	LOW_DATA	qokeedy	qokeedy	MC082	lange einwirken; Schluss	NO
F067	B2-S019	B2	lokale Randstationen des unteren Feldes	LOW_DATA	rshedy	rshedy	MC084	Waschschluss	NO
F068	B2-S020	B2	lokale Randstationen des unteren Feldes	LOW_DATA	qoteedy	qoteedy	MC173	lange Folgestufe; Schluss	NO
F069	B2-S021	B2	lokale Randstationen des unteren Feldes	LOW_DATA	qokeedy	qokeedy	MC082	lange einwirken; Schluss	NO
F070	B2-S022	B2	lokale Randstationen des unteren Feldes	LOW_DATA	lochedy	lochedy	MC167	Abführung; Schluss	NO
