source	case	engine	context	status	markers	empty_intervals	first_failed_clause	first_failed_groups	independent_meaning_capacity
GDT1014	WRAP09	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	25	16	S03	12-12	0
GDT1014	WRAP10	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	24	17	S08	17-17	0
GDT1014	WRAP10	independent	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	27	22	S06	16-16	0
GDT1014	WRAP11	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	29	20	S02	6-6	0
GDT1014	WRAP11	independent	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	25	21	S06	16-16	0
GDT1014	WRAP12	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	23	14	S02	6-6	0
GDT1014	WRAP12	independent	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	27	22	S06	16-16	0
GDT1014	WRAP13	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	22	16	S02	6-6	0
GDT1014	WRAP13	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP14	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	27	19	S04	10-10	0
GDT1014	WRAP14	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP15	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	29	20	S02	6-6	0
GDT1014	WRAP15	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP16	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	24	15	S02	6-6	0
GDT1014	WRAP16	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP17	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	28	18	S06	12-12	0
GDT1014	WRAP18	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	24	15	S02	6-6	0
GDT1014	WRAP19	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	19	9	S02	6-6	0
GDT1014	WRAP19	independent	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	25	19	S06	16-16	0
GDT1014	WRAP20	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	16	7	S09	22-22	0
GDT1014	WRAP20	independent	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	25	19	S06	16-16	0
GDT1014	WRAP21	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	26	16	S02	6-6	0
GDT1014	WRAP21	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP22	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	18	10	S03	10-10	0
GDT1014	WRAP22	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP23	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	14	5	S09	21-21	0
GDT1014	WRAP23	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP24	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	19	12	S03	12-12	0
GDT1014	WRAP24	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP25	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	28	18	S06	12-12	0
GDT1014	WRAP26	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	24	15	S02	6-6	0
GDT1014	WRAP27	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	19	9	S02	6-6	0
GDT1014	WRAP27	independent	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	25	19	S06	16-16	0
GDT1014	WRAP28	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	16	7	S09	22-22	0
GDT1014	WRAP28	independent	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	25	19	S06	16-16	0
GDT1014	WRAP29	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	22	9	S04	10-10	0
GDT1014	WRAP29	independent	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	25	20	S06	16-16	0
GDT1014	WRAP30	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	23	13	S02	6-6	0
GDT1014	WRAP31	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	19	10	S02	6-6	0
GDT1014	WRAP31	independent	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	25	19	S06	16-16	0
GDT1014	WRAP32	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	24	16	S06	17-17	0
GDT1014	WRAP32	independent	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	25	19	S06	16-16	0
GDT1014	WRAP33	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	26	16	S02	6-6	0
GDT1014	WRAP33	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP34	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	18	10	S03	10-10	0
GDT1014	WRAP34	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP35	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	14	5	S09	21-21	0
GDT1014	WRAP35	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP36	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	19	12	S03	12-12	0
GDT1014	WRAP36	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP37	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	22	12	S03	11-11	0
GDT1014	WRAP37	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP38	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	28	16	S02	6-6	0
GDT1014	WRAP38	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP39	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	22	14	S02	6-6	0
GDT1014	WRAP39	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	11	5	S09	21-21	0
GDT1014	WRAP40	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	20	12	S03	12-12	0
GDT1014	WRAP40	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	15	7	S09	21-21	0
GDT1014	WRAP41	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	19	9	S02	6-6	0
GDT1014	WRAP41	independent	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	25	19	S06	16-16	0
GDT1014	WRAP42	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	16	7	S09	22-22	0
GDT1014	WRAP42	independent	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	25	19	S06	16-16	0
GDT1014	WRAP43	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	19	10	S02	6-6	0
GDT1014	WRAP43	independent	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	25	19	S06	16-16	0
GDT1014	WRAP44	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	24	16	S06	17-17	0
GDT1014	WRAP44	independent	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	25	19	S06	16-16	0
GDT1014	WRAP45	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	14	5	S09	21-21	0
GDT1014	WRAP45	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP46	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	19	12	S03	12-12	0
GDT1014	WRAP46	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP47	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	22	14	S02	6-6	0
GDT1014	WRAP47	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	11	5	S09	21-21	0
GDT1014	WRAP48	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	20	12	S03	12-12	0
GDT1014	WRAP48	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	15	7	S09	21-21	0
GDT1014	WRAP49	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	16	3	S15	36-36	0
GDT1014	WRAP50	primary	ZL3b|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	26	18	S09	17-17	0
GDT1014	WRAP51	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	20	12	S07	15-15	0
GDT1014	WRAP51	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
GDT1014	WRAP52	primary	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	28	18	S02	6-6	0
GDT1014	WRAP52	independent	IT2a|f50r|f50r.1-f50r.10	CERTIFICATE_CONTRADICTED	9	2	S14	35-35	0
