cell_id	page	locus	token_ordinal	surface	inherited_v48_gloss_de	current_semantic_value_de	v99r6_spoken_cell_de	integration_class	authority_id	authority_reading_id	authority_score_0_100_not_probability	authority_confidence_level	authority_semantic_scope	authority_global_export_scope	grade_policy_id	formal_stage	workflow_closure	modality_class	practical_unit_layer	practical_unit_id	practical_unit_role	practical_render_once_de	practical_source_positions	practical_source_surfaces	semantic_changed_from_v48	spoken_changed_from_semantic	final_changed_from_v48	component_relation_credit
G733-C00011	f100r	f100r.12	8	sheey	feucht am Ende des Grades	feucht am Ende des Grades	vollständig angefeuchtet	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0001	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T013	END	OPEN	FEUCHT	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig angefeuchtet	f100r.12:8	sheey	0	1	1	0
G733-C00012	f100r	f100r.12	9	cho	Trockenansatz	Trockenansatz	Trockenansatz	ADDITIONAL_UNCONDITIONAL_V99R4_GLOBAL	cho#GLOBAL	cho#GLOBAL	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Trockenansatz	f100r.12:9	cho	0	0	0	0
G733-C00013	f100r	f100r.12	10	s	Samen-/Saatgutposten	Samen-/Saatgutposten	Samen-/Saatgutposten	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Samen-/Saatgutposten	f100r.12:10	s	0	0	0	0
G733-C00014	f100r	f100r.13	1	dsheor	[dsheor:?]	[dsheor:?]	[dsheor:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[dsheor:?]	f100r.13:1	dsheor	0	0	0	0
G733-C00015	f100r	f100r.13	2	cthey	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	Pflanzendroge, Form I	Pflanzendroge, Form I	ADDITIONAL_UNCONDITIONAL_V99R4_GLOBAL	cthey#GLOBAL	cthey#GLOBAL	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Pflanzendroge, Form I	f100r.13:2	cthey	1	0	1	0
G733-C00016	f100r	f100r.13	3	qokeey	heiß am Ende des Grades	heiß am Ende des Grades	vollständig erhitzt	GDT732_GLOBAL_SPOKEN_OVERLAY	qokeey#GLOBAL	qokeey#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:SINGLE_DIRECT	END	OPEN	HEISS	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig erhitzt	f100r.13:3	qokeey	0	1	1	0
G733-C00017	f100r	f100r.13	4	oteey	kalter Ansatz am Ende des Grades	kalter Ansatz am Ende des Grades	vollständig abgekühlter Ansatz	GDT732_GLOBAL_SPOKEN_OVERLAY	oteey#GLOBAL	oteey#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:SINGLE_DIRECT	END	OPEN	KALT	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig abgekühlter Ansatz	f100r.13:4	oteey	0	1	1	0
G733-C00018	f100r	f100r.13	5	ykeeodain	[ykeeodain:?]	[ykeeodain:?]	[ykeeodain:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[ykeeodain:?]	f100r.13:5	ykeeodain	0	0	0	0
G733-C00019	f100r	f100r.13	6	rorarydaiin	[rorarydaiin:?]	[rorarydaiin:?]	[rorarydaiin:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[rorarydaiin:?]	f100r.13:6	rorarydaiin	0	0	0	0
G733-C00020	f100r	f100r.13	7	daiin	Grad-/Maßwert III	Grad-/Maßwert III	Grad-/Maßwert III	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Grad-/Maßwert III	f100r.13:7	daiin	0	0	0	0
G733-C00021	f100r	f100r.13	8	deeomchol	[deeomchol:?]	[deeomchol:?]	[deeomchol:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[deeomchol:?]	f100r.13:8	deeomchol	0	0	0	0
G733-C00022	f100r	f100r.14	1	shor	Blüten-/Fruchtstand; reproduktiver Teil	Blüten-/Fruchtstand; reproduktiver Teil	Blüten-/Fruchtstand; reproduktiver Teil	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Blüten-/Fruchtstand; reproduktiver Teil	f100r.14:1	shor	0	0	0	0
G733-C00023	f100r	f100r.14	2	chkeey	[chkeey:?]	[chkeey:?]	[chkeey:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[chkeey:?]	f100r.14:2	chkeey	0	0	0	0
G733-C00024	f100r	f100r.14	3	qoteey	kalt am Ende des Grades	kalt am Ende des Grades	vollständig abgekühlt	GDT732_GLOBAL_SPOKEN_OVERLAY	qoteey#GLOBAL	qoteey#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:SINGLE_DIRECT	END	OPEN	KALT	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig abgekühlt	f100r.14:3	qoteey	0	1	1	0
G733-C00025	f100r	f100r.14	4	qokeody	[qokeody:?]	[qokeody:?]	[qokeody:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[qokeody:?]	f100r.14:4	qokeody	0	0	0	0
G733-C00026	f100r	f100r.14	5	qoteold	[qoteold:?]	[qoteold:?]	[qoteold:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[qoteold:?]	f100r.14:5	qoteold	0	0	0	0
G733-C00027	f100r	f100r.14	6	qokeol	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	ADDITIONAL_UNCONDITIONAL_V99R4_GLOBAL	qokeol#GLOBAL	qokeol#GLOBAL	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	erhitze den Drogenstoff bis zur Mittelstufe	f100r.14:6	qokeol	0	0	0	0
G733-C00028	f100r	f100r.14	7	so	[so:?]	[so:?]	[so:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[so:?]	f100r.14:7	so	0	0	0	0
G733-C00029	f100r	f100r.14	8	raiin	Wurzel, Typ/Charge III	Wurzel, Typ/Charge III	Wurzel, Typ/Charge III	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Wurzel, Typ/Charge III	f100r.14:8	raiin	0	0	0	0
G733-C00030	f100r	f100r.14	9	otal	Rohstoffklasse I im Ansatz, kalt am Gradanfang	Rohstoffklasse I im Ansatz, kalt am Gradanfang	Rohstoffklasse I im leicht abgekühlten Ansatz	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0002	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T016	BEGIN	OPEN	KALT	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Rohstoffklasse I im leicht abgekühlten Ansatz	f100r.14:9	otal	0	1	1	0
G733-C00031	f100r	f100r.14	10	ykeeeo	[ykeeeo:?]	[ykeeeo:?]	[ykeeeo:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[ykeeeo:?]	f100r.14:10	ykeeeo	0	0	0	0
G733-C00032	f100r	f100r.15	1	dcheor	[dcheor:?]	[dcheor:?]	[dcheor:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[dcheor:?]	f100r.15:1	dcheor	0	0	0	0
G733-C00033	f100r	f100r.15	2	shol	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	feucht; nominal feuchtes Gut/Material	f100r.15:2	shol	0	0	0	0
G733-C00034	f100r	f100r.15	3	qokeeol	[qokeeol:?]	[qokeeol:?]	[qokeeol:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[qokeeol:?]	f100r.15:3	qokeeol	0	0	0	0
G733-C00035	f100r	f100r.15	4	chor	Pflanzen-/Reproduktionsteil	Pflanzen-/Reproduktionsteil	Pflanzen-/Reproduktionsteil	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Pflanzen-/Reproduktionsteil	f100r.15:4	chor	0	0	0	0
G733-C00036	f100r	f100r.15	5	chol	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	trocken; nominal trockenes Gut/Material	f100r.15:5	chol	0	0	0	0
G733-C00037	f100r	f100r.15	6	qokeeody	vollständig ausgekochter Ansatz	vollständig ausgekochter Ansatz	vollständig ausgekochter Ansatz	ADDITIONAL_UNCONDITIONAL_V99R4_GLOBAL	qokeeody#GLOBAL	qokeeody#GLOBAL	68	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig ausgekochter Ansatz	f100r.15:6	qokeeody	0	0	0	0
G733-C00038	f100r	f100r.15	7	dareu	[dareu:?]	[dareu:?]	[dareu:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[dareu:?]	f100r.15:7	dareu	0	0	0	0
G733-C00039	f100r	f100r.16	1	okeeos	[okeeos:?]	[okeeos:?]	[okeeos:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[okeeos:?]	f100r.16:1	okeeos	0	0	0	0
G733-C00040	f100r	f100r.17	1	shockhey	Arzneikompositum im Feuchtansatz in der Gradmitte	Arzneikompositum im Feuchtansatz in der Gradmitte	Arzneikompositum im Feuchtansatz, Mittelstufe	GDT732_GLOBAL_SPOKEN_OVERLAY	shockhey#GLOBAL	shockhey#GLOBAL	61	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:SINGLE_COMPOSITE_NEUTRAL_STAGE	MIDDLE	OPEN	FEUCHT	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Arzneikompositum im Feuchtansatz, Mittelstufe	f100r.17:1	shockhey	0	1	1	0
G733-C00041	f100r	f100r.18	1	orol	Drogenstoffportion	Drogenstoffportion	Drogenstoffportion	ADDITIONAL_UNCONDITIONAL_V99R4_GLOBAL	orol#GLOBAL	orol#GLOBAL	68	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Drogenstoffportion	f100r.18:1	orol	0	0	0	0
G733-C00042	f100r	f100r.19	1	olcheom	[olcheom:?]	[olcheom:?]	[olcheom:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[olcheom:?]	f100r.19:1	olcheom	0	0	0	0
G733-C00043	f100r	f100r.2	1	sochorcfhy	[sochorcfhy:?]	[sochorcfhy:?]	[sochorcfhy:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[sochorcfhy:?]	f100r.2:1	sochorcfhy	0	0	0	0
G733-C00044	f100r	f100r.20	1	oteol	[Drogenstoff im Ansatz bis zur Mittelstufe abkühlen-Zeichen]	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	ADDITIONAL_UNCONDITIONAL_V99R4_GLOBAL	oteol#GLOBAL	oteol#GLOBAL	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	f100r.20:1	oteol	1	0	1	0
G733-C00045	f100r	f100r.21	1	okols	[okols:?]	[okols:?]	[okols:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[okols:?]	f100r.21:1	okols	0	0	0	0
G733-C00046	f100r	f100r.22	1	folshody	[folshody:?]	[folshody:?]	[folshody:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[folshody:?]	f100r.22:1	folshody	0	0	0	0
G733-C00047	f100r	f100r.22	2	choldaiin	trocken, Grad III	trocken, Grad III	trocken, Grad III	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	trocken, Grad III	f100r.22:2	choldaiin	0	0	0	0
G733-C00048	f100r	f100r.22	3	fchod	[fchod:?]	[fchod:?]	[fchod:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[fchod:?]	f100r.22:3	fchod	0	0	0	0
G733-C00049	f100r	f100r.22	4	ycheol	trockener Drogenstoff dieser Droge	trockener Drogenstoff dieser Droge	trockener Drogenstoff dieser Droge	ADDITIONAL_UNCONDITIONAL_V99R4_GLOBAL	ycheol#GLOBAL	ycheol#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	trockener Drogenstoff dieser Droge	f100r.22:4	ycheol	0	0	0	0
G733-C00050	f100r	f100r.22	5	cphol	zusammengesetzter Drogenstoff	zusammengesetzter Drogenstoff	zusammengesetzter Drogenstoff	ADDITIONAL_UNCONDITIONAL_V99R4_GLOBAL	cphol#GLOBAL	cphol#GLOBAL	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	zusammengesetzter Drogenstoff	f100r.22:5	cphol	0	0	0	0
G733-C00051	f100r	f100r.22	6	qotees	[qotees:?]	[qotees:?]	[qotees:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[qotees:?]	f100r.22:6	qotees	0	0	0	0
G733-C00052	f100r	f100r.22	7	shey	feucht in der Mitte des Grades	feucht in der Mitte des Grades	bis zur Mittelstufe angefeuchtet	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0003	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T006	MIDDLE	OPEN	FEUCHT	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	bis zur Mittelstufe angefeuchtet	f100r.22:7	shey	0	1	1	0
G733-C00053	f100r	f100r.22	8	aseso	[aseso:?]	[aseso:?]	[aseso:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[aseso:?]	f100r.22:8	aseso	0	0	0	0
G733-C00054	f100r	f100r.22	9	alcfhy	[alcfhy:?]	[alcfhy:?]	[alcfhy:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[alcfhy:?]	f100r.22:9	alcfhy	0	0	0	0
G733-C00055	f100r	f100r.23	1	soiin	Samen/Saatgutzubereitung, Form III	Samenzubereitung, Form III	Samenzubereitung, Form III	ADDITIONAL_UNCONDITIONAL_V99R4_GLOBAL	soiin#GLOBAL	soiin#GLOBAL	61	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Samenzubereitung, Form III	f100r.23:1	soiin	1	0	1	0
G733-C00056	f100r	f100r.23	2	chol	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	trocken; nominal trockenes Gut/Material	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	trocken; nominal trockenes Gut/Material	f100r.23:2	chol	0	0	0	0
G733-C00057	f100r	f100r.23	3	cphol	zusammengesetzter Drogenstoff	zusammengesetzter Drogenstoff	zusammengesetzter Drogenstoff	ADDITIONAL_UNCONDITIONAL_V99R4_GLOBAL	cphol#GLOBAL	cphol#GLOBAL	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	zusammengesetzter Drogenstoff	f100r.23:3	cphol	0	0	0	0
G733-C00058	f100r	f100r.23	4	shol	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	feucht; nominal feuchtes Gut/Material	f100r.23:4	shol	0	0	0	0
G733-C00059	f100r	f100r.23	5	shol	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	feucht; nominal feuchtes Gut/Material	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	feucht; nominal feuchtes Gut/Material	f100r.23:5	shol	0	0	0	0
