unified_index	kind	page	local_unit	visible_id	source_position_id	surface_or_opaque_id	dictionary_or_namespace_id	literal_value_de	practical_expansion_de	provenance	blank
U015	PROSE_CARD	f10r	H2-S001	E015	SRC_E015	ycheor	PROC015	dies · abziehen · kurz · Ansatz	Bei abgebildete breit gezähnte radialblütige Pflanze: dies abziehen kurz Ansatz	COMPOSITIONAL	NO
U016	PROSE_CARD	f10r	H2-S001	E016	SRC_E016	cthy	PROC014	bereit · dies	Bei abgebildete breit gezähnte radialblütige Pflanze: bereit dies	COMPOSITIONAL	NO
U017	PROSE_CARD	f10r	H2-S001	E017	SRC_E017	chor	PROC016	Ansatz	Bei abgebildete breit gezähnte radialblütige Pflanze: Ansatz	COMPOSITIONAL	NO
U018	PROSE_CARD	f10r	H2-S001	E018	SRC_E018	cthaiin	PROC017	bereit · Maß	Bei abgebildete breit gezähnte radialblütige Pflanze: bereit Maß	COMPOSITIONAL	NO
U019	PROSE_CARD	f10r	H2-S001	E019	SRC_E019	qoctholy	PROC018	Arbeitsgang · bereit · fortsetzen · dies	Bei abgebildete breit gezähnte radialblütige Pflanze: Arbeitsgang bereit fortsetzen dies	COMPOSITIONAL	NO
U020	PROSE_CARD	f10r	H2-S001	E020	SRC_E020	dy	PROC019	dies	Bei abgebildete breit gezähnte radialblütige Pflanze: dies	COMPOSITIONAL	NO
U021	PROSE_CARD	f10r	H2-S001	E021	SRC_E021	chy	PROC019	dies	Bei abgebildete breit gezähnte radialblütige Pflanze: dies	COMPOSITIONAL	NO
U022	PROSE_CARD	f10r	H2-S001	E022	SRC_E022	taiin	PROC009	Maß	Bei abgebildete breit gezähnte radialblütige Pflanze: Maß	COMPOSITIONAL	NO
U023	PROSE_CARD	f10r	H2-S001	E023	SRC_E023	shy	PROC019	dies	Bei abgebildete breit gezähnte radialblütige Pflanze: dies	COMPOSITIONAL	NO
U024	PROSE_CARD	f10r	H2-S002	E024	SRC_E024	qotchor	PROC020	danach · abziehen · Ansatz	Bei abgebildete breit gezähnte radialblütige Pflanze: danach abziehen Ansatz	COMPOSITIONAL	NO
U025	PROSE_CARD	f10r	H2-S002	E025	SRC_E025	chor	PROC016	Ansatz	Bei abgebildete breit gezähnte radialblütige Pflanze: Ansatz	COMPOSITIONAL	NO
U026	PROSE_CARD	f10r	H2-S002	E026	SRC_E026	otol	PROC021	danach · fortsetzen	Bei abgebildete breit gezähnte radialblütige Pflanze: danach fortsetzen	COMPOSITIONAL	NO
U027	PROSE_CARD	f10r	H2-S002	E027	SRC_E027	chol	PROC013	fortsetzen	Bei abgebildete breit gezähnte radialblütige Pflanze: fortsetzen	COMPOSITIONAL	NO
U028	PROSE_CARD	f10r	H2-S002	E028	SRC_E028	cholor	PROC022	fortsetzen · Ansatz	Bei abgebildete breit gezähnte radialblütige Pflanze: fortsetzen Ansatz	COMPOSITIONAL	NO
U029	PROSE_CARD	f10r	H2-S002	E029	SRC_E029	chol	PROC013	fortsetzen	Bei abgebildete breit gezähnte radialblütige Pflanze: fortsetzen	COMPOSITIONAL	NO
U030	PROSE_CARD	f10r	H2-S002	E030	SRC_E030	daiin	PROC009	Maß	Bei abgebildete breit gezähnte radialblütige Pflanze: Maß	COMPOSITIONAL	NO
U031	PROSE_CARD	f10r	H2-S002	E031	SRC_E031	dar	PROC003	von dort	Bei abgebildete breit gezähnte radialblütige Pflanze: von dort	COMPOSITIONAL	NO
U032	PROSE_CARD	f10r	H2-S003	E032	SRC_E032	oykchor	PROC023	Arbeitsgang · dies · zuführen · Ansatz	Bei abgebildete breit gezähnte radialblütige Pflanze: Arbeitsgang dies zuführen Ansatz	COMPOSITIONAL	NO
U033	PROSE_CARD	f10r	H2-S003	E033	SRC_E033	shor	PROC016	Ansatz	Bei abgebildete breit gezähnte radialblütige Pflanze: Ansatz	COMPOSITIONAL	NO
U034	PROSE_CARD	f10r	H2-S003	E034	SRC_E034	chor	PROC016	Ansatz	Bei abgebildete breit gezähnte radialblütige Pflanze: Ansatz	COMPOSITIONAL	NO
U035	PROSE_CARD	f10r	H2-S003	E035	SRC_E035	chy	PROC019	dies	Bei abgebildete breit gezähnte radialblütige Pflanze: dies	COMPOSITIONAL	NO
U036	PROSE_CARD	f10r	H2-S003	E036	SRC_E036	kaiiin	PROC024	zuführen · Sollstufe	Bei abgebildete breit gezähnte radialblütige Pflanze: zuführen Sollstufe	COMPOSITIONAL	NO
U037	PROSE_CARD	f10r	H2-S003	E037	SRC_E037	dy	PROC019	dies	Bei abgebildete breit gezähnte radialblütige Pflanze: dies	COMPOSITIONAL	NO
U038	PROSE_CARD	f10r	H2-S003	E038	SRC_E038	chodaiin	PROC025	abziehen · Arbeitsgang · Maß	Bei abgebildete breit gezähnte radialblütige Pflanze: abziehen Arbeitsgang Maß	COMPOSITIONAL	NO
U039	PROSE_CARD	f11r	H3-S001	E039	SRC_E039	tshol	PROC026	eintragen · halten · fortsetzen	Bei abgebildete dicht blau blühende Kronenpflanze: eintragen halten fortsetzen	COMPOSITIONAL	NO
U040	PROSE_CARD	f11r	H3-S001	E040	SRC_E040	schoal	PROC027	halten · Arbeitsgang · Zielstelle	Bei abgebildete dicht blau blühende Kronenpflanze: halten Arbeitsgang Zielstelle	COMPOSITIONAL	NO
U041	PROSE_CARD	f11r	H3-S001	E041	SRC_E041	cfhy	PROC028	auswringen · dies	Bei abgebildete dicht blau blühende Kronenpflanze: auswringen dies	PARTIAL_WITH_LEARNED_ATOM	NO
U042	PROSE_CARD	f11r	H3-S001	E042	SRC_E042	shfydaiin	PROC029	halten · dies · Maß	Bei abgebildete dicht blau blühende Kronenpflanze: halten dies Maß	COMPOSITIONAL	NO
U043	PROSE_CARD	f11r	H3-S001	E043	SRC_E043	cphy	PROC030	hinein · dies	Bei abgebildete dicht blau blühende Kronenpflanze: hinein dies	COMPOSITIONAL	NO
U044	PROSE_CARD	f11r	H3-S001	E044	SRC_E044	shey	PROC031	halten · länger · dies	Bei abgebildete dicht blau blühende Kronenpflanze: halten länger dies	COMPOSITIONAL	NO
U045	PROSE_CARD	f11r	H3-S001	E045	SRC_E045	tchody	PROC032	eintragen · abziehen · Arbeitsgang · Schluss	Bei abgebildete dicht blau blühende Kronenpflanze: eintragen abziehen Arbeitsgang; schließen	COMPOSITIONAL	NO
U046	PROSE_CARD	f11r	H3-S002	E046	SRC_E046	shoyty	PROC033	halten · Arbeitsgang · dies · eintragen · dies	Bei abgebildete dicht blau blühende Kronenpflanze: halten Arbeitsgang dies eintragen dies	COMPOSITIONAL	NO
U047	PROSE_CARD	f11r	H3-S003	E047	SRC_E047	dchol	PROC034	fortsetzen	Bei abgebildete dicht blau blühende Kronenpflanze: fortsetzen	COMPOSITIONAL	NO
U048	PROSE_CARD	f11r	H3-S003	E048	SRC_E048	chy	PROC019	dies	Bei abgebildete dicht blau blühende Kronenpflanze: dies	COMPOSITIONAL	NO
U049	PROSE_CARD	f11r	H3-S003	E049	SRC_E049	kchy	PROC035	zuführen · dies	Bei abgebildete dicht blau blühende Kronenpflanze: zuführen dies	COMPOSITIONAL	NO
U050	PROSE_CARD	f11r	H3-S003	E050	SRC_E050	dy	PROC019	dies	Bei abgebildete dicht blau blühende Kronenpflanze: dies	COMPOSITIONAL	NO
U051	PROSE_CARD	f11r	H3-S003	E051	SRC_E051	daiin	PROC009	Maß	Bei abgebildete dicht blau blühende Kronenpflanze: Maß	COMPOSITIONAL	NO
U052	PROSE_CARD	f11r	H3-S004	E052	SRC_E052	qotchy	PROC036	danach · dies	Bei abgebildete dicht blau blühende Kronenpflanze: danach dies	COMPOSITIONAL	NO
U053	PROSE_CARD	f11r	H3-S004	E053	SRC_E053	okchol	PROC037	ansetzen · fortsetzen	Bei abgebildete dicht blau blühende Kronenpflanze: ansetzen fortsetzen	COMPOSITIONAL	NO
U054	PROSE_CARD	f11r	H3-S004	E054	SRC_E054	cthy	PROC014	bereit · dies	Bei abgebildete dicht blau blühende Kronenpflanze: bereit dies	COMPOSITIONAL	NO
U055	PROSE_CARD	f11r	H3-S004	E055	SRC_E055	dy	PROC019	dies	Bei abgebildete dicht blau blühende Kronenpflanze: dies	COMPOSITIONAL	NO
U056	PROSE_CARD	f55v	H4-S001	E056	SRC_E056	qokaiin	PROC038	ansetzen · Maß	Bei abgebildete breitblättrige rispige Pflanze: ansetzen Maß	COMPOSITIONAL	NO
U057	PROSE_CARD	f55v	H4-S001	E057	SRC_E057	chaiin	PROC009	Maß	Bei abgebildete breitblättrige rispige Pflanze: Maß	COMPOSITIONAL	NO
U058	PROSE_CARD	f55v	H4-S001	E058	SRC_E058	ykain	PROC039	dies · zuführen · Portion	Bei abgebildete breitblättrige rispige Pflanze: dies zuführen Portion	COMPOSITIONAL	NO
U059	PROSE_CARD	f55v	H4-S001	E059	SRC_E059	ykan	PROC040	dies · zuführen · Portion	Bei abgebildete breitblättrige rispige Pflanze: dies zuführen Portion	COMPOSITIONAL	NO
U060	PROSE_CARD	f55v	H4-S001	E060	SRC_E060	ody	PROC041	Arbeitsgang · Schluss	Bei abgebildete breitblättrige rispige Pflanze: Arbeitsgang; schließen	COMPOSITIONAL	NO
U061	PROSE_CARD	f55v	H4-S002	E061	SRC_E061	daiin	PROC009	Maß	Bei abgebildete breitblättrige rispige Pflanze: Maß	COMPOSITIONAL	NO
U062	PROSE_CARD	f55v	H4-S002	E062	SRC_E062	chedy	PROC042	umsetzen · dies	Bei abgebildete breitblättrige rispige Pflanze: umsetzen dies	COMPOSITIONAL	NO
U063	PROSE_CARD	f55v	H4-S002	E063	SRC_E063	talam	PROC043	verwahren	Bei abgebildete breitblättrige rispige Pflanze: verwahren	LEARNED_WHOLE_CARD	NO
U064	PROSE_CARD	f55v	H4-S003	E064	SRC_E064	ykaiin	PROC044	dies · zuführen · Maß	Bei abgebildete breitblättrige rispige Pflanze: dies zuführen Maß	COMPOSITIONAL	NO
U065	PROSE_CARD	f55v	H4-S003	E065	SRC_E065	cheoar	PROC045	abziehen · kurz · Arbeitsgang · von dort	Bei abgebildete breitblättrige rispige Pflanze: abziehen kurz Arbeitsgang von dort	COMPOSITIONAL	NO
U066	PROSE_CARD	f55v	H4-S003	E066	SRC_E066	cheeky	PROC046	wärmen · länger · dies	Bei abgebildete breitblättrige rispige Pflanze: wärmen länger dies	COMPOSITIONAL	NO
U067	PROSE_CARD	f55v	H4-S003	E067	SRC_E067	oldy	PROC047	fortsetzen · Schluss	Bei abgebildete breitblättrige rispige Pflanze: fortsetzen; schließen	COMPOSITIONAL	NO
U068	PROSE_CARD	f55v	H4-S004	E068	SRC_E068	aiin	PROC009	Maß	Bei abgebildete breitblättrige rispige Pflanze: Maß	COMPOSITIONAL	NO
U069	PROSE_CARD	f55v	H4-S004	E069	SRC_E069	okal	PROC048	ansetzen · Zielstelle	Bei abgebildete breitblättrige rispige Pflanze: ansetzen Zielstelle	COMPOSITIONAL	NO
U070	PROSE_CARD	f55v	H4-S004	E070	SRC_E070	oltchy	PROC049	fortsetzen · eintragen · dies	Bei abgebildete breitblättrige rispige Pflanze: fortsetzen eintragen dies	COMPOSITIONAL	NO
U071	PROSE_CARD	f55v	H4-S004	E071	SRC_E071	or	PROC016	Ansatz	Bei abgebildete breitblättrige rispige Pflanze: Ansatz	COMPOSITIONAL	NO
U072	PROSE_CARD	f55v	H4-S004	E072	SRC_E072	y	PROC019	dies	Bei abgebildete breitblättrige rispige Pflanze: dies	COMPOSITIONAL	NO
U073	PROSE_CARD	f55v	H4-S004	E073	SRC_E073	orain	PROC050	Ansatz · Portion	Bei abgebildete breitblättrige rispige Pflanze: Ansatz Portion	COMPOSITIONAL	NO
U074	PROSE_CARD	f56r	H5-S001	E074	SRC_E074	chochor	PROC051	Gabe · abziehen · Ansatz	Bei abgebildete mehrköpfige stachelige Pflanze: Gabe abziehen Ansatz	COMPOSITIONAL	NO
U075	PROSE_CARD	f56r	H5-S001	E075	SRC_E075	cho	PROC052	Gabe	Bei abgebildete mehrköpfige stachelige Pflanze: Gabe	COMPOSITIONAL	NO
U076	PROSE_CARD	f56r	H5-S001	E076	SRC_E076	chodaly	PROC053	Gabe · Zielstelle · dies	Bei abgebildete mehrköpfige stachelige Pflanze: Gabe Zielstelle dies	COMPOSITIONAL	NO
U077	PROSE_CARD	f56r	H5-S001	E077	SRC_E077	daiin	PROC009	Maß	Bei abgebildete mehrköpfige stachelige Pflanze: Maß	COMPOSITIONAL	NO
U078	PROSE_CARD	f56r	H5-S001	E078	SRC_E078	sho	PROC052	Gabe	Bei abgebildete mehrköpfige stachelige Pflanze: Gabe	COMPOSITIONAL	NO
U079	PROSE_CARD	f56r	H5-S001	E079	SRC_E079	kchol	PROC054	zuführen · fortsetzen	Bei abgebildete mehrköpfige stachelige Pflanze: zuführen fortsetzen	COMPOSITIONAL	NO
U080	PROSE_CARD	f56r	H5-S001	E080	SRC_E080	otchor	PROC020	danach · abziehen · Ansatz	Bei abgebildete mehrköpfige stachelige Pflanze: danach abziehen Ansatz	COMPOSITIONAL	NO
U081	PROSE_CARD	f56r	H5-S001	E081	SRC_E081	choky	PROC008	ansetzen · dies	Bei abgebildete mehrköpfige stachelige Pflanze: ansetzen dies	COMPOSITIONAL	NO
U082	PROSE_CARD	f56r	H5-S001	E082	SRC_E082	dal	PROC055	Zielstelle	Bei abgebildete mehrköpfige stachelige Pflanze: Zielstelle	COMPOSITIONAL	NO
U083	PROSE_CARD	f56r	H5-S002	E083	SRC_E083	schol	PROC034	fortsetzen	Bei abgebildete mehrköpfige stachelige Pflanze: fortsetzen	COMPOSITIONAL	NO
U084	PROSE_CARD	f56r	H5-S002	E084	SRC_E084	choy	PROC056	Gabe · dies	Bei abgebildete mehrköpfige stachelige Pflanze: Gabe dies	COMPOSITIONAL	NO
U085	PROSE_CARD	f56r	H5-S002	E085	SRC_E085	choky	PROC008	ansetzen · dies	Bei abgebildete mehrköpfige stachelige Pflanze: ansetzen dies	COMPOSITIONAL	NO
U086	PROSE_CARD	f56r	H5-S002	E086	SRC_E086	cheeckhody	PROC057	abziehen · länger · Durchlass · Arbeitsgang · Schluss	Bei abgebildete mehrköpfige stachelige Pflanze: abziehen länger Durchlass Arbeitsgang; schließen	COMPOSITIONAL	NO
U087	PROSE_CARD	f56r	H5-S003	E087	SRC_E087	sh	PROC058	halten	Bei abgebildete mehrköpfige stachelige Pflanze: halten	COMPOSITIONAL	NO
U088	PROSE_CARD	f56r	H5-S003	E088	SRC_E088	cho	PROC052	Gabe	Bei abgebildete mehrköpfige stachelige Pflanze: Gabe	COMPOSITIONAL	NO
U089	PROSE_CARD	f56r	H5-S003	E089	SRC_E089	kchey	PROC059	zuführen · kurz · dies	Bei abgebildete mehrköpfige stachelige Pflanze: zuführen kurz dies	COMPOSITIONAL	NO
U090	PROSE_CARD	f56r	H5-S003	E090	SRC_E090	qokokchy	PROC060	ansetzen · ansetzen · dies	Bei abgebildete mehrköpfige stachelige Pflanze: ansetzen ansetzen dies	COMPOSITIONAL	NO
U091	PROSE_CARD	f56r	H5-S004	E091	SRC_E091	okchy	PROC011	ansetzen · dies	Bei abgebildete mehrköpfige stachelige Pflanze: ansetzen dies	COMPOSITIONAL	NO
U092	PROSE_CARD	f56r	H5-S004	E092	SRC_E092	chokcheo	PROC061	ansetzen · abziehen · kurz · Arbeitsgang	Bei abgebildete mehrköpfige stachelige Pflanze: ansetzen abziehen kurz Arbeitsgang	COMPOSITIONAL	NO
U093	PROSE_CARD	f56r	H5-S004	E093	SRC_E093	kchal	PROC062	zuführen · Zielstelle	Bei abgebildete mehrköpfige stachelige Pflanze: zuführen Zielstelle	COMPOSITIONAL	NO
U094	PROSE_CARD	f56r	H5-S005	E094	SRC_E094	sho	PROC052	Gabe	Bei abgebildete mehrköpfige stachelige Pflanze: Gabe	COMPOSITIONAL	NO
U095	PROSE_CARD	f56r	H5-S005	E095	SRC_E095	chokchy	PROC011	ansetzen · dies	Bei abgebildete mehrköpfige stachelige Pflanze: ansetzen dies	COMPOSITIONAL	NO
U096	PROSE_CARD	f56r	H5-S005	E096	SRC_E096	kchoar	PROC063	zuführen · Gabe · von dort	Bei abgebildete mehrköpfige stachelige Pflanze: zuführen Gabe von dort	COMPOSITIONAL	NO
U097	PROSE_CARD	f56r	H5-S005	E097	SRC_E097	sotodan	PROC064	danach · Arbeitsgang · Portion	Bei abgebildete mehrköpfige stachelige Pflanze: danach Arbeitsgang Portion	COMPOSITIONAL	NO
U098	PROSE_CARD	f56r	H5-S006	E098	SRC_E098	otchey	PROC065	danach · dies	Bei abgebildete mehrköpfige stachelige Pflanze: danach dies	COMPOSITIONAL	NO
U099	PROSE_CARD	f56r	H5-S006	E099	SRC_E099	keol	PROC066	zuführen · kurz · fortsetzen	Bei abgebildete mehrköpfige stachelige Pflanze: zuführen kurz fortsetzen	COMPOSITIONAL	NO
U100	PROSE_CARD	f56r	H5-S006	E100	SRC_E100	daiin	PROC009	Maß	Bei abgebildete mehrköpfige stachelige Pflanze: Maß	COMPOSITIONAL	NO
U101	PROSE_CARD	f81v	B1-S001	E101	SRC_E101	qokedy	PROC067	ansetzen · kurz · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: ansetzen kurz; schließen	COMPOSITIONAL	NO
U102	PROSE_CARD	f81v	B1-S002	E102	SRC_E102	okaiin	PROC038	ansetzen · Maß	Bei gemeinsame zweireihige Figuren-/Beckenstation: ansetzen Maß	COMPOSITIONAL	NO
U103	PROSE_CARD	f81v	B1-S002	E103	SRC_E103	kair	PROC068	zuführen · Lauf	Bei gemeinsame zweireihige Figuren-/Beckenstation: zuführen Lauf	COMPOSITIONAL	NO
U104	PROSE_CARD	f81v	B1-S002	E104	SRC_E104	okal	PROC048	ansetzen · Zielstelle	Bei gemeinsame zweireihige Figuren-/Beckenstation: ansetzen Zielstelle	COMPOSITIONAL	NO
U105	PROSE_CARD	f81v	B1-S002	E105	SRC_E105	sar	PROC003	von dort	Bei gemeinsame zweireihige Figuren-/Beckenstation: von dort	COMPOSITIONAL	NO
U106	PROSE_CARD	f81v	B1-S002	E106	SRC_E106	ol	PROC013	fortsetzen	Bei gemeinsame zweireihige Figuren-/Beckenstation: fortsetzen	COMPOSITIONAL	NO
U107	PROSE_CARD	f81v	B1-S002	E107	SRC_E107	kain	PROC069	zuführen · Portion	Bei gemeinsame zweireihige Figuren-/Beckenstation: zuführen Portion	COMPOSITIONAL	NO
U108	PROSE_CARD	f81v	B1-S002	E108	SRC_E108	olkain	PROC070	fortsetzen · zuführen · Portion	Bei gemeinsame zweireihige Figuren-/Beckenstation: fortsetzen zuführen Portion	COMPOSITIONAL	NO
U109	PROSE_CARD	f81v	B1-S002	E109	SRC_E109	al	PROC055	Zielstelle	Bei gemeinsame zweireihige Figuren-/Beckenstation: Zielstelle	COMPOSITIONAL	NO
U110	PROSE_CARD	f81v	B1-S002	E110	SRC_E110	ol	PROC013	fortsetzen	Bei gemeinsame zweireihige Figuren-/Beckenstation: fortsetzen	COMPOSITIONAL	NO
U111	PROSE_CARD	f81v	B1-S002	E111	SRC_E111	rol	PROC071	abkühlen · fortsetzen	Bei gemeinsame zweireihige Figuren-/Beckenstation: abkühlen fortsetzen	COMPOSITIONAL	NO
U112	PROSE_CARD	f81v	B1-S002	E112	SRC_E112	dl	PROC072	führen	Bei gemeinsame zweireihige Figuren-/Beckenstation: führen	COMPOSITIONAL	NO
U113	PROSE_CARD	f81v	B1-S002	E113	SRC_E113	olor	PROC022	fortsetzen · Ansatz	Bei gemeinsame zweireihige Figuren-/Beckenstation: fortsetzen Ansatz	COMPOSITIONAL	NO
U114	PROSE_CARD	f81v	B1-S002	E114	SRC_E114	ol	PROC013	fortsetzen	Bei gemeinsame zweireihige Figuren-/Beckenstation: fortsetzen	COMPOSITIONAL	NO
U115	PROSE_CARD	f81v	B1-S002	E115	SRC_E115	sheckhal	PROC073	halten · kurz · Durchlass · Zielstelle	Bei gemeinsame zweireihige Figuren-/Beckenstation: halten kurz Durchlass Zielstelle	COMPOSITIONAL	NO
U116	PROSE_CARD	f81v	B1-S002	E116	SRC_E116	daiin	PROC009	Maß	Bei gemeinsame zweireihige Figuren-/Beckenstation: Maß	COMPOSITIONAL	NO
U117	PROSE_CARD	f81v	B1-S002	E117	SRC_E117	qokeedal	PROC074	ansetzen · länger · Zielstelle	Bei gemeinsame zweireihige Figuren-/Beckenstation: ansetzen länger Zielstelle	COMPOSITIONAL	NO
U118	PROSE_CARD	f81v	B1-S002	E118	SRC_E118	daiin	PROC009	Maß	Bei gemeinsame zweireihige Figuren-/Beckenstation: Maß	COMPOSITIONAL	NO
U119	PROSE_CARD	f81v	B1-S002	E119	SRC_E119	chckhy	PROC075	Durchlass · dies	Bei gemeinsame zweireihige Figuren-/Beckenstation: Durchlass dies	COMPOSITIONAL	NO
U120	PROSE_CARD	f81v	B1-S002	E120	SRC_E120	schedy	PROC076	umsetzen · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: umsetzen; schließen	COMPOSITIONAL	NO
U121	PROSE_CARD	f81v	B1-S003	E121	SRC_E121	qol	PROC013	fortsetzen	Bei gemeinsame zweireihige Figuren-/Beckenstation: fortsetzen	COMPOSITIONAL	NO
U122	PROSE_CARD	f81v	B1-S003	E122	SRC_E122	sshkchdy	PROC077	halten · zuführen · umsetzen · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: halten zuführen umsetzen; schließen	COMPOSITIONAL	NO
U123	PROSE_CARD	f81v	B1-S004	E123	SRC_E123	chedy	PROC042	umsetzen · dies	Bei gemeinsame zweireihige Figuren-/Beckenstation: umsetzen dies	COMPOSITIONAL	NO
U124	PROSE_CARD	f81v	B1-S004	E124	SRC_E124	ol	PROC013	fortsetzen	Bei gemeinsame zweireihige Figuren-/Beckenstation: fortsetzen	COMPOSITIONAL	NO
U125	PROSE_CARD	f81v	B1-S004	E125	SRC_E125	shedy	PROC078	absetzen · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: absetzen; schließen	COMPOSITIONAL	NO
U126	PROSE_CARD	f81v	B1-S005	E126	SRC_E126	qolchedy	PROC079	fortsetzen · umsetzen · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: fortsetzen umsetzen; schließen	COMPOSITIONAL	NO
U127	PROSE_CARD	f81v	B1-S006	E127	SRC_E127	qokain	PROC080	ansetzen · Portion	Bei gemeinsame zweireihige Figuren-/Beckenstation: ansetzen Portion	COMPOSITIONAL	NO
U128	PROSE_CARD	f81v	B1-S006	E128	SRC_E128	shckhy	PROC075	Durchlass · dies	Bei gemeinsame zweireihige Figuren-/Beckenstation: Durchlass dies	COMPOSITIONAL	NO
U129	PROSE_CARD	f81v	B1-S006	E129	SRC_E129	dl	PROC072	führen	Bei gemeinsame zweireihige Figuren-/Beckenstation: führen	COMPOSITIONAL	NO
U130	PROSE_CARD	f81v	B1-S006	E130	SRC_E130	ral	PROC081	abkühlen · Zielstelle	Bei gemeinsame zweireihige Figuren-/Beckenstation: abkühlen Zielstelle	COMPOSITIONAL	NO
U131	PROSE_CARD	f81v	B1-S007	E131	SRC_E131	qokchdy	PROC082	ansetzen · umsetzen · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: ansetzen umsetzen; schließen	COMPOSITIONAL	NO
U132	PROSE_CARD	f81v	B1-S008	E132	SRC_E132	chey	PROC019	dies	Bei gemeinsame zweireihige Figuren-/Beckenstation: dies	COMPOSITIONAL	NO
U133	PROSE_CARD	f81v	B1-S008	E133	SRC_E133	ol	PROC013	fortsetzen	Bei gemeinsame zweireihige Figuren-/Beckenstation: fortsetzen	COMPOSITIONAL	NO
U134	PROSE_CARD	f81v	B1-S008	E134	SRC_E134	cheky	PROC083	wärmen · kurz · dies	Bei gemeinsame zweireihige Figuren-/Beckenstation: wärmen kurz dies	COMPOSITIONAL	NO
U135	PROSE_CARD	f81v	B1-S008	E135	SRC_E135	ol	PROC013	fortsetzen	Bei gemeinsame zweireihige Figuren-/Beckenstation: fortsetzen	COMPOSITIONAL	NO
U136	PROSE_CARD	f81v	B1-S008	E136	SRC_E136	shedy	PROC078	absetzen · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: absetzen; schließen	COMPOSITIONAL	NO
U137	PROSE_CARD	f81v	B1-S009	E137	SRC_E137	qokedy	PROC067	ansetzen · kurz · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: ansetzen kurz; schließen	COMPOSITIONAL	NO
U138	PROSE_CARD	f81v	B1-S010	E138	SRC_E138	qokedy	PROC067	ansetzen · kurz · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: ansetzen kurz; schließen	COMPOSITIONAL	NO
