statement_id	page	record	silent_owners_de	event_ids	surface_sequence	component_sequence	complete_practical_reading_de	terminal	crosses_owner_boundary	purpose
B1-S007	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	E131	qokchdy	OK+CHD+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation; dann ansetzen umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B1-S008	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	E132|E133|E134|E135|E136	chey ol cheky ol shedy	Y | OL | CHK+E+Y | OL | SHED+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation; dann dies; dann fortsetzen; dann wärmen kurz dies; dann fortsetzen; dann absetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B1-S009	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	E137	qokedy	OK+E+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation; dann ansetzen kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B1-S010	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	E138	qokedy	OK+E+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation; dann ansetzen kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B1-S011	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	E139|E140	chckhy qoky	CKH+Y | OK+Y	Bei gemeinsame zweireihige Figuren-/Beckenstation; dann Durchlass dies; dann ansetzen dies.	NO	NO	WET_WORKSHOP_OPERATION
B1-S012	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	E141|E142|E143	lsho qokey lshedy	LSH+O | OK+E+Y | LSH+E+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation; dann Waschgang Arbeitsgang; dann ansetzen kurz dies; dann Waschgang kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B1-S013	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	E144	lshedy	LSH+E+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation; dann Waschgang kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B1-S014	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	E145|E146|E147|E148|E149	chedy qolky lchedal qol otar	CHD+Y | SOLK+Y | L+CHD+AL | OL | OT+AR	Bei gemeinsame zweireihige Figuren-/Beckenstation; dann umsetzen dies; dann auffangen dies; dann führen umsetzen Zielstelle; dann fortsetzen; dann danach von dort.	NO	NO	WET_WORKSHOP_OPERATION
B1-S015	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	E150|E151	ytey okchedy	T+E+Y | OK+CHD+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation; dann eintragen kurz dies; dann ansetzen umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B1-S016	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	E152|E153|E154|E155	qokal okeey qol cheedy	OK+AL | OK+EE+Y | OL | SHED+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation; dann ansetzen Zielstelle; dann ansetzen länger dies; dann fortsetzen; dann absetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B1-S017	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	E156|E157|E158	sal teol dchdy	AL | E+OL | CHD+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation; dann Zielstelle; dann kurz fortsetzen; dann umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B1-S018	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	E159|E160|E161|E162	ly dsheol oiiin olkeedy	L+Y | SH+E+OL | O+IIN | SOLK+EE+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation; dann führen dies; dann halten kurz fortsetzen; dann Arbeitsgang Sollstufe; dann auffangen länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B1-S019	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	E163	tedy	SHED+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation; dann absetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B1-S020	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	E164|E165	cheky shckhedy	CHK+E+Y | SH+CKH+E+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation; dann wärmen kurz dies; dann halten Durchlass kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B1-S021	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	E166	chal	AL	Bei gemeinsame zweireihige Figuren-/Beckenstation; dann Zielstelle.	NO	NO	WET_WORKSHOP_OPERATION
B2-S001	f82r	B2	oberes Beckenpaar mit Zylinder	E167	dchedy	CHD+DY	Bei oberes Beckenpaar mit Zylinder; dann umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S002	f82r	B2	oberes Beckenpaar mit Zylinder	E168	qolchedy	OL+CHD+DY	Bei oberes Beckenpaar mit Zylinder; dann fortsetzen umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S003	f82r	B2	oberes Beckenpaar mit Zylinder	E169|E170|E171	qokain dy qokeedy	OK+AIN | Y | OK+EE+DY	Bei oberes Beckenpaar mit Zylinder; dann ansetzen Portion; dann dies; dann ansetzen länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S004	f82r	B2	oberes Beckenpaar mit Zylinder	E172|E173|E174|E175|E176	qokal lcheckhy lched qokeey lcheckhedy	OK+AL | L+CKH+Y | L+CHD | OK+EE+Y | L+CKH+E+DY	Bei oberes Beckenpaar mit Zylinder; dann ansetzen Zielstelle; dann führen Durchlass dies; dann führen umsetzen; dann ansetzen länger dies; dann führen Durchlass kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S005	f82r	B2	oberes Beckenpaar mit Zylinder	E177|E178|E179|E180|E181|E182|E183|E184	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	OK+AL+Y | SOLK+AIIN | CKH+Y | OK+AIIN | OK+AIIN | O+CTH+E+OL | CHK+EE+Y | L+DY	Bei oberes Beckenpaar mit Zylinder; dann ansetzen Zielstelle dies; dann auffangen Maß; dann Durchlass dies; dann ansetzen Maß; dann ansetzen Maß; dann Arbeitsgang bereit kurz fortsetzen; dann wärmen länger dies; dann führen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S006	f82r	B2	oberes Beckenpaar mit Zylinder	E185|E186|E187|E188	oteey qokal sheckhy qoky	OT+EE+Y | OK+AL | SH+E+CKH+Y | OK+Y	Bei oberes Beckenpaar mit Zylinder; dann danach länger dies; dann ansetzen Zielstelle; dann halten kurz Durchlass dies; dann ansetzen dies.	NO	NO	WET_WORKSHOP_OPERATION
B2-S007	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	E189	dshedy	SH+E+DY	Bei mittleres linkes Handgerät mit Inline-Knoten; dann halten kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S008	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	E190|E191|E192	sotaiin qokar shedy	OT+AIIN | OK+AR | SHED+DY	Bei mittleres linkes Handgerät mit Inline-Knoten; dann danach Maß; dann ansetzen von dort; dann absetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S009	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	E193	solshedy	OL+SH+E+DY	Bei mittleres linkes Handgerät mit Inline-Knoten; dann fortsetzen halten kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S010	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	E194|E195|E196|E197	qokeey qoky ls cheey	OK+EE+Y | OK+Y | LS | SH+EE+Y	Bei mittleres linkes Handgerät mit Inline-Knoten; dann ansetzen länger dies; dann ansetzen dies; dann fortsetzen; dann halten länger dies.	NO	NO	WET_WORKSHOP_OPERATION
B2-S011	f82r	B2	mittlere rechte unklare Station	E198|E199|E200|E201	okain char okain qokeedy	OK+AIN | AR | OK+AIN | OK+EE+DY	Bei mittlere rechte unklare Station; dann ansetzen Portion; dann von dort; dann ansetzen Portion; dann ansetzen länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S012	f82r	B2	mittlere rechte unklare Station|unteres grünes Mehrfigurenbecken	E202|E203|E204|E205|E206|E207|E208|E209	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	L+CH+Y | SH+EE+Y | CTH+E+Y | OK+EE+Y | L+EE+Y | AIIN | Y | OK+EEE+DY	Bei mittlere rechte unklare Station; dann führen abziehen dies; dann [ohne Bildkante zu unteres grünes Mehrfigurenbecken]; dann halten länger dies; dann bereit kurz dies; dann ansetzen länger dies; dann führen länger dies; dann Maß; dann dies; dann ansetzen vollständig; schließen.	YES	YES	WET_WORKSHOP_OPERATION
B2-S013	f82r	B2	unteres grünes Mehrfigurenbecken	E210	lchedy	L+CHD+DY	Bei unteres grünes Mehrfigurenbecken; dann führen umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S014	f82r	B2	unteres grünes Mehrfigurenbecken	E211	lar	L+AR	Bei unteres grünes Mehrfigurenbecken; dann führen von dort.	NO	NO	WET_WORKSHOP_OPERATION
B2-S015	f82r	B2	kleine Randstationen des unteren Beckens	E212|E213	tshey qokeedy	SH+E+Y | OK+EE+DY	Bei kleine Randstationen des unteren Beckens; dann halten kurz dies; dann ansetzen länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S016	f82r	B2	kleine Randstationen des unteren Beckens	E214|E215|E216|E217|E218|E219|E220|E221	cheal lchedar ches aiin oteey qokaiin okey pchedy	AL | L+CHD+AR | CH+E+S | AIIN | OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+DY	Bei kleine Randstationen des unteren Beckens; dann Zielstelle; dann führen umsetzen von dort; dann abziehen kurz teilen; dann Maß; dann danach länger dies; dann ansetzen Maß; dann ansetzen kurz dies; dann hinein umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S017	f82r	B2	kleine Randstationen des unteren Beckens	E222|E223	rsheal daldy	R+SH+E+AL | AL+DY	Bei kleine Randstationen des unteren Beckens; dann abkühlen halten kurz Zielstelle; dann Zielstelle; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S018	f82r	B2	kleine Randstationen des unteren Beckens	E224	qokeedy	OK+EE+DY	Bei kleine Randstationen des unteren Beckens; dann ansetzen länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S019	f82r	B2	kleine Randstationen des unteren Beckens	E225	rshedy	R+SHED+DY	Bei kleine Randstationen des unteren Beckens; dann abkühlen absetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S020	f82r	B2	kleine Randstationen des unteren Beckens	E226	qoteedy	OT+EE+DY	Bei kleine Randstationen des unteren Beckens; dann danach länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S021	f82r	B2	kleine Randstationen des unteren Beckens	E227	qokeedy	OK+EE+DY	Bei kleine Randstationen des unteren Beckens; dann ansetzen länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B2-S022	f82r	B2	kleine Randstationen des unteren Beckens	E228	lochedy	L+O+CHD+DY	Bei kleine Randstationen des unteren Beckens; dann führen Arbeitsgang umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S001	f83r	B3	obere offene Fächerstation am Rand	E229	olkeedy	SOLK+EE+DY	Bei obere offene Fächerstation am Rand; dann auffangen länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S002	f83r	B3	obere offene Fächerstation am Rand	E230|E231	qotal chkeedy	OT+AL | CHK+EE+DY	Bei obere offene Fächerstation am Rand; dann danach Zielstelle; dann wärmen länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S003	f83r	B3	obere offene Fächerstation am Rand	E232|E233|E234|E235	chey daiin chey lchedy	Y | AIIN | Y | L+CHD+DY	Bei obere offene Fächerstation am Rand; dann dies; dann Maß; dann dies; dann führen umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S004	f83r	B3	obere offene Fächerstation am Rand	E236|E237|E238	qokaiin qotal dar	OK+AIIN | OT+AL | AR	Bei obere offene Fächerstation am Rand; dann ansetzen Maß; dann danach Zielstelle; dann von dort.	NO	NO	WET_WORKSHOP_OPERATION
B3-S005	f83r	B3	mittlere Randfigur im runden Gefäß	E239	schedy	CHD+DY	Bei mittlere Randfigur im runden Gefäß; dann umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S006	f83r	B3	mittlere Randfigur im runden Gefäß	E240|E241|E242	chedchy qokal olchedy	CHD+Y | OK+AL | OL+CHD+DY	Bei mittlere Randfigur im runden Gefäß; dann umsetzen dies; dann ansetzen Zielstelle; dann fortsetzen umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S007	f83r	B3	mittlere Randfigur im runden Gefäß	E243|E244|E245	qokaiin chedy qokeedy	OK+AIIN | CHD+Y | OK+EE+DY	Bei mittlere Randfigur im runden Gefäß; dann ansetzen Maß; dann umsetzen dies; dann ansetzen länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S008	f83r	B3	mittlere Randfigur im runden Gefäß	E246	lchedy	L+CHD+DY	Bei mittlere Randfigur im runden Gefäß; dann führen umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S009	f83r	B3	mittlere Randfigur im runden Gefäß	E247	qoky	OK+Y	Bei mittlere Randfigur im runden Gefäß; dann ansetzen dies.	NO	NO	WET_WORKSHOP_OPERATION
B3-S010	f83r	B3	untere Randfigur im korbartigen Gefäß	E248|E249	pchedal otedy	P+CHD+AL | OT+E+DY	Bei untere Randfigur im korbartigen Gefäß; dann hinein umsetzen Zielstelle; dann danach kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S011	f83r	B3	untere Randfigur im korbartigen Gefäß	E250|E251|E252|E253	shecthedchy qoky chedy chary	SH+E+CTH+CHD+Y | OK+Y | CHD+Y | AR+Y	Bei untere Randfigur im korbartigen Gefäß; dann halten kurz bereit umsetzen dies; dann ansetzen dies; dann umsetzen dies; dann von dort dies.	NO	NO	WET_WORKSHOP_OPERATION
B3-S012	f83r	B3	untere Randfigur im korbartigen Gefäß	E254|E255	sor shedy	OR | SHED+DY	Bei untere Randfigur im korbartigen Gefäß; dann Ansatz; dann absetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S013	f83r	B3	untere Randfigur im korbartigen Gefäß	E256|E257|E258|E259	qokaiin chkain shcthey qokedy	OK+AIIN | K+AIN | CTH+E+Y | OK+E+DY	Bei untere Randfigur im korbartigen Gefäß; dann ansetzen Maß; dann zuführen Portion; dann bereit kurz dies; dann ansetzen kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S014	f83r	B3	untere Randfigur im korbartigen Gefäß	E260|E261	okair sheedy	OK+AIR | SH+EE+DY	Bei untere Randfigur im korbartigen Gefäß; dann ansetzen Lauf; dann halten länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S015	f83r	B3	untere Randfigur im korbartigen Gefäß	E262	lchedy	L+CHD+DY	Bei untere Randfigur im korbartigen Gefäß; dann führen umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S016	f83r	B3	untere Randfigur im korbartigen Gefäß|unverbundener Zwischenbereich	E263|E264	lo qokchedy	L+O | OK+CHD+DY	Bei untere Randfigur im korbartigen Gefäß; dann führen Arbeitsgang; dann [ohne Bildkante zu unverbundener Zwischenbereich]; dann ansetzen umsetzen; schließen.	YES	YES	WET_WORKSHOP_OPERATION
B3-S017	f83r	B3	unverbundener Zwischenbereich	E265	qokeedy	OK+EE+DY	Bei unverbundener Zwischenbereich; dann ansetzen länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S018	f83r	B3	unverbundener Zwischenbereich	E266	shedy	SHED+DY	Bei unverbundener Zwischenbereich; dann absetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S019	f83r	B3	unverbundener Zwischenbereich	E267	qokshedy	OK+SH+E+DY	Bei unverbundener Zwischenbereich; dann ansetzen halten kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S020	f83r	B3	unverbundener Zwischenbereich	E268|E269	dal lchedy	AL | L+CHD+DY	Bei unverbundener Zwischenbereich; dann Zielstelle; dann führen umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S021	f83r	B3	unverbundener Zwischenbereich	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	OK+AIIN | CTH+Y | AL | Y | AIIN | SHED+AL | SH+E+CTH+Y | Y | AL | CTH+Y | AL+CHD+DY	Bei unverbundener Zwischenbereich; dann ansetzen Maß; dann bereit dies; dann Zielstelle; dann dies; dann Maß; dann absetzen Zielstelle; dann halten kurz bereit dies; dann dies; dann Zielstelle; dann bereit dies; dann Zielstelle umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S022	f83r	B3	unverbundener Zwischenbereich	E281	qotchedy	OT+CHD+DY	Bei unverbundener Zwischenbereich; dann danach umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
