instruction_id	page	record	source_statement_ids	visible_event_ids	executed_source_position_ids	loci	silent_owners_de	surface_sequence	literal_component_sequence	fluent_instruction_de	end_type	crosses_physical_locus	crosses_owner_boundary	line_end_is_sentence_end	component_values_unchanged
I012	f81v	B1	B1-S003	E121|E122	SRC_E121|SRC_E122	f81v.7|f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	qol sshkchdy	OL | SH+K+CHD+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann den Posten fortsetzen, dann den Posten halten und zuführen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	YES	NO	NO	YES
I013	f81v	B1	B1-S004	E123|E124|E125	SRC_E123|SRC_E124|SRC_E125	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	chedy ol shedy	CHD+Y | OL | SHED+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann diesen Posten umsetzen, dann den Posten fortsetzen, dann den Posten absetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I014	f81v	B1	B1-S005	E126	SRC_E126	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	qolchedy	OL+CHD+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann den Posten fortsetzen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I015	f81v	B1	B1-S006|B1-S007	E127|E128|E129|E130|E131	SRC_E127|SRC_E128|SRC_E129|SRC_E130|SRC_E131	f81v.17|f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	qokain shckhy dl ral qokchdy	OK+AIN | CKH+Y | L | R+AL | OK+CHD+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann eine Portion ansetzen, dann diesen Posten übernehmen, dann den Posten führen, dann den Posten an der Zielstelle abkühlen, dann den Posten ansetzen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	YES	NO	NO	YES
I016	f81v	B1	B1-S008	E132|E133|E134|E135|E136	SRC_E132|SRC_E133|SRC_E134|SRC_E135|SRC_E136	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	chey ol cheky ol shedy	Y | OL | CHK+E+Y | OL | SHED+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann diesen Posten übernehmen, dann den Posten fortsetzen, dann diesen Posten kurz wärmen, dann den Posten fortsetzen, dann den Posten absetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I017	f81v	B1	B1-S009	E137	SRC_E137	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	qokedy	OK+E+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann den Posten kurz ansetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I018	f81v	B1	B1-S010	E138	SRC_E138	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	qokedy	OK+E+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann den Posten kurz ansetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I019	f81v	B1	B1-S011|B1-S012	E139|E140|E141|E142|E143	SRC_E139|SRC_E140|SRC_E141|SRC_E142|SRC_E143	f81v.18|f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	chckhy qoky lsho qokey lshedy	CKH+Y | OK+Y | LSH+O | OK+E+Y | LSH+E+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann diesen Posten übernehmen, dann diesen Posten ansetzen, dann den Arbeitsgang ausführen, dann diesen Posten kurz ansetzen, dann den Posten bearbeiten und den Schritt schließen.	COMMITTED_CLOSE	YES	NO	NO	YES
I020	f81v	B1	B1-S013	E144	SRC_E144	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	lshedy	LSH+E+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann den Posten bearbeiten und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I021	f81v	B1	B1-S014|B1-S015	E145|E146|E147|E148|E149|E150|E151	SRC_E145|SRC_E146|SRC_E147|SRC_E148|SRC_E149|SRC_E150|SRC_E151	f81v.21|f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	chedy qolky lchedal qol otar ytey okchedy	CHD+Y | SOLK+Y | L+CHD+AL | OL | OT+AR | T+E+Y | OK+CHD+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann diesen Posten umsetzen, dann diesen Posten auffangen, dann den Posten an der Zielstelle führen und umsetzen, dann den Posten fortsetzen, dann danach von dort nehmen, dann diesen Posten kurz eintragen, dann den Posten ansetzen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	YES	NO	NO	YES
I022	f81v	B1	B1-S016	E152|E153|E154|E155	SRC_E152|SRC_E153|SRC_E154|SRC_E155	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	qokal okeey qol cheedy	OK+AL | OK+EE+Y | OL | SHED+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann den Posten an der Zielstelle ansetzen, dann diesen Posten länger ansetzen, dann den Posten fortsetzen, dann den Posten absetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I023	f81v	B1	B1-S017	E156|E157|E158	SRC_E156|SRC_E157|SRC_E158	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	sal teol dchdy	AL | E+OL | CHD+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann die Zielstelle setzen, dann den Posten kurz fortsetzen, dann den Posten umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I024	f81v	B1	B1-S018	E159|E160|E161|E162	SRC_E159|SRC_E160|SRC_E161|SRC_E162	f81v.24|f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	ly dsheol oiiin olkeedy	L+Y | SH+E+OL | O+IIN | SOLK+EE+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann diesen Posten führen, dann den Posten kurz halten und fortsetzen, dann die Sollstufe einstellen, dann den Posten länger auffangen und den Schritt schließen.	COMMITTED_CLOSE	YES	NO	NO	YES
I025	f81v	B1	B1-S019	E163	SRC_E163	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	tedy	SHED+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann den Posten absetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I026	f81v	B1	B1-S020	E164|E165	SRC_E164|SRC_E165	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	cheky shckhedy	CHK+E+Y | SH+CKH+E+DY	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann diesen Posten kurz wärmen, dann den Posten am Durchlass kurz halten und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I027	f81v	B1	B1-S021	E166	SRC_E166	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	chal	AL	Bei gemeinsame zweireihige Figuren-/Beckenstation, dann die Zielstelle setzen.	RECORD_FINAL_OPEN	NO	NO	NO	YES
I028	f82r	B2	B2-S001	E167	SRC_E167	f82r.2	oberes Beckenpaar mit Zylinder	dchedy	CHD+DY	Bei oberes Beckenpaar mit Zylinder, dann den Posten umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I029	f82r	B2	B2-S002	E168	SRC_E168	f82r.2	oberes Beckenpaar mit Zylinder	qolchedy	OL+CHD+DY	Bei oberes Beckenpaar mit Zylinder, dann den Posten fortsetzen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I030	f82r	B2	B2-S003	E169|E170|E171	SRC_E169|SRC_E170|SRC_E171	f82r.2	oberes Beckenpaar mit Zylinder	qokain dy qokeedy	OK+AIN | Y | OK+EE+DY	Bei oberes Beckenpaar mit Zylinder, dann eine Portion ansetzen, dann diesen Posten übernehmen, dann den Posten länger ansetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I031	f82r	B2	B2-S004	E172|E173|E174|E175|E176	SRC_E172|SRC_E173|SRC_E174|SRC_E175|SRC_E176	f82r.2|f82r.3	oberes Beckenpaar mit Zylinder	qokal lcheckhy lched qokeey lcheckhedy	OK+AL | L+CKH+Y | L+CHD | OK+EE+Y | L+CKH+E+DY	Bei oberes Beckenpaar mit Zylinder, dann den Posten an der Zielstelle ansetzen, dann diesen Posten am Durchlass führen, dann den Posten führen und umsetzen, dann diesen Posten länger ansetzen, dann den Posten am Durchlass kurz führen und den Schritt schließen.	COMMITTED_CLOSE	YES	NO	NO	YES
I032	f82r	B2	B2-S005	E177|E178|E179|E180|E181|E182|E183|E184	SRC_E177|SRC_E178|SRC_E179|SRC_E180_E181|SRC_E182|SRC_E183|SRC_E184	f82r.3|f82r.4	oberes Beckenpaar mit Zylinder	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	OK+AL+Y | SOLK+AIIN | CKH+Y | OK+AIIN | O+CTH+E+OL | CHK+EE+Y | L+DY	Bei oberes Beckenpaar mit Zylinder, dann diesen Posten an der Zielstelle ansetzen, dann den Posten nach Maß auffangen, dann diesen Posten übernehmen, dann den Posten nach Maß ansetzen, dann den Arbeitsgang bis bereit kurz fortsetzen, dann diesen Posten länger wärmen, dann den Posten führen und den Schritt schließen.	COMMITTED_CLOSE	YES	NO	NO	YES
I033	f82r	B2	B2-S006|B2-S007	E185|E186|E187|E188|E189	SRC_E185|SRC_E186|SRC_E187|SRC_E188|SRC_E189	f82r.4|f82r.7	oberes Beckenpaar mit Zylinder|mittleres linkes Handgerät mit Inline-Knoten	oteey qokal sheckhy qoky dshedy	OT+EE+Y | OK+AL | SH+E+CKH+Y | OK+Y | SH+E+DY	Bei oberes Beckenpaar mit Zylinder, dann danach diesen Posten übernehmen, dann den Posten an der Zielstelle ansetzen, dann diesen Posten am Durchlass kurz halten, dann diesen Posten ansetzen, dann ohne sichtbare Bildkante zu mittleres linkes Handgerät mit Inline-Knoten wechseln, dann den Posten kurz halten und den Schritt schließen.	COMMITTED_CLOSE	YES	YES	NO	YES
I034	f82r	B2	B2-S008	E190|E191|E192	SRC_E190|SRC_E191|SRC_E192	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	sotaiin qokar shedy	OT+AIIN | OK+AR | SHED+DY	Bei mittleres linkes Handgerät mit Inline-Knoten, dann danach das Maß setzen, dann den Posten von dort ansetzen, dann den Posten absetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I035	f82r	B2	B2-S009	E193	SRC_E193	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	solshedy	OL+SH+E+DY	Bei mittleres linkes Handgerät mit Inline-Knoten, dann den Posten kurz fortsetzen und halten und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I036	f82r	B2	B2-S010|B2-S011	E194|E195|E196|E197|E198|E199|E200|E201	SRC_E194|SRC_E195|SRC_E196|SRC_E197|SRC_E198|SRC_E199|SRC_E200|SRC_E201	f82r.7|f82r.19	mittleres linkes Handgerät mit Inline-Knoten|mittlere rechte unklare Station	qokeey qoky ls cheey okain char okain qokeedy	OK+EE+Y | OK+Y | LS | SH+EE+Y | OK+AIN | AR | OK+AIN | OK+EE+DY	Bei mittleres linkes Handgerät mit Inline-Knoten, dann diesen Posten länger ansetzen, dann diesen Posten ansetzen, dann den Posten fortsetzen, dann diesen Posten länger halten, dann ohne sichtbare Bildkante zu mittlere rechte unklare Station wechseln, dann eine Portion ansetzen, dann von dort nehmen, dann eine Portion ansetzen, dann den Posten länger ansetzen und den Schritt schließen.	COMMITTED_CLOSE	YES	YES	NO	YES
I037	f82r	B2	B2-S012	E202|E203|E204|E205|E206|E207|E208|E209	SRC_E202|SRC_E203|SRC_E204|SRC_E205|SRC_E206|SRC_E207|SRC_E208|SRC_E209	f82r.19|f82r.23	mittlere rechte unklare Station|unteres grünes Mehrfigurenbecken	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	L+CH+Y | SH+EE+Y | CTH+E+Y | OK+EE+Y | L+EE+Y | AIIN | Y | OK+EEE+DY	Bei mittlere rechte unklare Station, dann diesen Posten führen und abziehen, dann ohne sichtbare Bildkante zu unteres grünes Mehrfigurenbecken wechseln, dann diesen Posten länger halten, dann diesen Posten bis bereit halten, dann diesen Posten länger ansetzen, dann diesen Posten länger führen, dann das Maß setzen, dann diesen Posten übernehmen, dann den Posten vollständig ansetzen und den Schritt schließen.	COMMITTED_CLOSE	YES	YES	NO	YES
I038	f82r	B2	B2-S013	E210	SRC_E210	f82r.23	unteres grünes Mehrfigurenbecken	lchedy	L+CHD+DY	Bei unteres grünes Mehrfigurenbecken, dann den Posten führen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I039	f82r	B2	B2-S014|B2-S015	E211|E212|E213	SRC_E211|SRC_E212|SRC_E213	f82r.23|f82r.26	unteres grünes Mehrfigurenbecken|kleine Randstationen des unteren Beckens	lar tshey qokeedy	L+AR | SH+E+Y | OK+EE+DY	Bei unteres grünes Mehrfigurenbecken, dann den Posten von dort führen, dann ohne sichtbare Bildkante zu kleine Randstationen des unteren Beckens wechseln, dann diesen Posten kurz halten, dann den Posten länger ansetzen und den Schritt schließen.	COMMITTED_CLOSE	YES	YES	NO	YES
I040	f82r	B2	B2-S016	E214|E215|E216|E217|E218|E219|E220|E221	SRC_E214|SRC_E215|SRC_E216|SRC_E217|SRC_E218|SRC_E219|SRC_E220|SRC_E221	f82r.26|f82r.27	kleine Randstationen des unteren Beckens	cheal lchedar ches aiin oteey qokaiin okey pchedy	AL | L+CHD+AR | CH+E+S | AIIN | OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+DY	Bei kleine Randstationen des unteren Beckens, dann die Zielstelle setzen, dann den Posten von dort führen und umsetzen, dann den Posten kurz abziehen und teilen, dann das Maß setzen, dann danach diesen Posten übernehmen, dann den Posten nach Maß ansetzen, dann diesen Posten kurz ansetzen, dann den Posten hineingeben und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	YES	NO	NO	YES
I041	f82r	B2	B2-S017	E222|E223	SRC_E222|SRC_E223	f82r.27	kleine Randstationen des unteren Beckens	rsheal daldy	R+SH+E+AL | AL+DY	Bei kleine Randstationen des unteren Beckens, dann den Posten an der Zielstelle kurz abkühlen und halten, dann die Zielstelle setzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I042	f82r	B2	B2-S018	E224	SRC_E224	f82r.27	kleine Randstationen des unteren Beckens	qokeedy	OK+EE+DY	Bei kleine Randstationen des unteren Beckens, dann den Posten länger ansetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I043	f82r	B2	B2-S019	E225	SRC_E225	f82r.27	kleine Randstationen des unteren Beckens	rshedy	R+SHED+DY	Bei kleine Randstationen des unteren Beckens, dann den Posten abkühlen und absetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I044	f82r	B2	B2-S020	E226	SRC_E226	f82r.27	kleine Randstationen des unteren Beckens	qoteedy	OT+EE+DY	Bei kleine Randstationen des unteren Beckens, dann danach den Posten bearbeiten und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I045	f82r	B2	B2-S021	E227	SRC_E227	f82r.27	kleine Randstationen des unteren Beckens	qokeedy	OK+EE+DY	Bei kleine Randstationen des unteren Beckens, dann den Posten länger ansetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I046	f82r	B2	B2-S022	E228	SRC_E228	f82r.27	kleine Randstationen des unteren Beckens	lochedy	L+O+CHD+DY	Bei kleine Randstationen des unteren Beckens, dann den Arbeitsgang führen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I047	f83r	B3	B3-S001	E229	SRC_E229	f83r.3	obere offene Fächerstation am Rand	olkeedy	SOLK+EE+DY	Bei obere offene Fächerstation am Rand, dann den Posten länger auffangen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I048	f83r	B3	B3-S002	E230|E231	SRC_E230|SRC_E231	f83r.3	obere offene Fächerstation am Rand	qotal chkeedy	OT+AL | CHK+EE+DY	Bei obere offene Fächerstation am Rand, dann danach die Zielstelle setzen, dann den Posten länger wärmen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I049	f83r	B3	B3-S003	E232|E233|E234|E235	SRC_E232|SRC_E233|SRC_E234|SRC_E235	f83r.3	obere offene Fächerstation am Rand	chey daiin chey lchedy	Y | AIIN | Y | L+CHD+DY	Bei obere offene Fächerstation am Rand, dann diesen Posten übernehmen, dann das Maß setzen, dann diesen Posten übernehmen, dann den Posten führen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
