event_id	source_position_id	instruction_id	page	record	statement_id	locus	surface	card_no	component_parse	literal_reading_de	fluent_command_de	semantic_execution	component_values_unchanged
E014	SRC_E014	I001	f10r	H1	H1-S002	f10r.5	cthy	PROC014	CTH+Y	bereit · dies	diesen Posten bis bereit halten	EXECUTE_ONCE	YES
E015	SRC_E015	I002	f10r	H2	H2-S001	f10r.6	ycheor	PROC015	Y+CH+E+OR	dies · abziehen · kurz · Ansatz	diesen Posten kurz abziehen	EXECUTE_ONCE	YES
E016	SRC_E016	I002	f10r	H2	H2-S001	f10r.6	cthy	PROC014	CTH+Y	bereit · dies	diesen Posten bis bereit halten	EXECUTE_ONCE	YES
E017	SRC_E017	I002	f10r	H2	H2-S001	f10r.6	chor	PROC016	OR	Ansatz	den Ansatz verwenden	EXECUTE_ONCE	YES
E018	SRC_E018	I002	f10r	H2	H2-S001	f10r.6	cthaiin	PROC017	CTH+AIIN	bereit · Maß	das Maß setzen	EXECUTE_ONCE	YES
E019	SRC_E019	I002	f10r	H2	H2-S001	f10r.6	qoctholy	PROC018	O+CTH+OL+Y	Arbeitsgang · bereit · fortsetzen · dies	diesen Posten bis bereit fortsetzen	EXECUTE_ONCE	YES
E020	SRC_E020	I002	f10r	H2	H2-S001	f10r.6	dy	PROC019	Y	dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E021	SRC_E021	I002	f10r	H2	H2-S001	f10r.6	chy	PROC019	Y	dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E022	SRC_E022	I002	f10r	H2	H2-S001	f10r.6	taiin	PROC009	AIIN	Maß	das Maß setzen	EXECUTE_ONCE	YES
E023	SRC_E023	I002	f10r	H2	H2-S001	f10r.6	shy	PROC019	Y	dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E024	SRC_E024	I002	f10r	H2	H2-S002	f10r.8	qotchor	PROC020	OT+CH+OR	danach · abziehen · Ansatz	danach den Ansatz abziehen	EXECUTE_ONCE	YES
E025	SRC_E025	I002	f10r	H2	H2-S002	f10r.8	chor	PROC016	OR	Ansatz	den Ansatz verwenden	EXECUTE_ONCE	YES
E026	SRC_E026	I002	f10r	H2	H2-S002	f10r.8	otol	PROC021	OT+OL	danach · fortsetzen	danach den Posten fortsetzen	EXECUTE_ONCE	YES
E027	SRC_E027	I002	f10r	H2	H2-S002	f10r.8	chol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E028	SRC_E028	I002	f10r	H2	H2-S002	f10r.8	cholor	PROC022	OL+OR	fortsetzen · Ansatz	den Ansatz fortsetzen	EXECUTE_ONCE	YES
E029	SRC_E029	I002	f10r	H2	H2-S002	f10r.8	chol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E030	SRC_E030	I002	f10r	H2	H2-S002	f10r.8	daiin	PROC009	AIIN	Maß	das Maß setzen	EXECUTE_ONCE	YES
E031	SRC_E031	I002	f10r	H2	H2-S002	f10r.8	dar	PROC003	AR	von dort	von dort nehmen	EXECUTE_ONCE	YES
E032	SRC_E032	I002	f10r	H2	H2-S003	f10r.9	oykchor	PROC023	O+Y+K+OR	Arbeitsgang · dies · zuführen · Ansatz	diesen Posten zuführen	EXECUTE_ONCE	YES
E033	SRC_E033	I002	f10r	H2	H2-S003	f10r.9	shor	PROC016	OR	Ansatz	den Ansatz verwenden	EXECUTE_ONCE	YES
E034	SRC_E034	I002	f10r	H2	H2-S003	f10r.9	chor	PROC016	OR	Ansatz	den Ansatz verwenden	EXECUTE_ONCE	YES
E035	SRC_E035	I002	f10r	H2	H2-S003	f10r.9	chy	PROC019	Y	dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E036	SRC_E036	I002	f10r	H2	H2-S003	f10r.9	kaiiin	PROC024	K+IIN	zuführen · Sollstufe	den Posten Sollstufe zuführen	EXECUTE_ONCE	YES
E037	SRC_E037	I002	f10r	H2	H2-S003	f10r.9	dy	PROC019	Y	dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E038	SRC_E038	I002	f10r	H2	H2-S003	f10r.9	chodaiin	PROC025	CH+O+AIIN	abziehen · Arbeitsgang · Maß	den Arbeitsgang nach Maß abziehen	EXECUTE_ONCE	YES
E039	SRC_E039	I003	f11r	H3	H3-S001	f11r.1	tshol	PROC026	T+SH+OL	eintragen · halten · fortsetzen	den Posten eintragen und halten und fortsetzen	EXECUTE_ONCE	YES
E040	SRC_E040	I003	f11r	H3	H3-S001	f11r.1	schoal	PROC027	SH+O+AL	halten · Arbeitsgang · Zielstelle	den Arbeitsgang an der Zielstelle halten	EXECUTE_ONCE	YES
E041	SRC_E041	I003	f11r	H3	H3-S001	f11r.1	cfhy	PROC028	CFH+Y	auswringen · dies	diesen Posten auswringen	EXECUTE_ONCE	YES
E042	SRC_E042	I003	f11r	H3	H3-S001	f11r.1	shfydaiin	PROC029	SH+Y+AIIN	halten · dies · Maß	diesen Posten nach Maß halten	EXECUTE_ONCE	YES
E043	SRC_E043	I003	f11r	H3	H3-S001	f11r.1	cphy	PROC030	P+Y	hinein · dies	diesen Posten hineingeben	EXECUTE_ONCE	YES
E044	SRC_E044	I003	f11r	H3	H3-S001	f11r.1	shey	PROC031	SH+EE+Y	halten · länger · dies	diesen Posten länger halten	EXECUTE_ONCE	YES
E045	SRC_E045	I003	f11r	H3	H3-S001	f11r.1	tchody	PROC032	T+CH+O+DY	eintragen · abziehen · Arbeitsgang · Schluss	den Arbeitsgang eintragen und abziehen und den Schritt schließen	EXECUTE_ONCE	YES
E046	SRC_E046	I004	f11r	H3	H3-S002	f11r.1	shoyty	PROC033	SH+O+Y+T+Y	halten · Arbeitsgang · dies · eintragen · dies	diesen Posten halten und eintragen	EXECUTE_ONCE	YES
E047	SRC_E047	I004	f11r	H3	H3-S003	f11r.4	dchol	PROC034	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E048	SRC_E048	I004	f11r	H3	H3-S003	f11r.4	chy	PROC019	Y	dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E049	SRC_E049	I004	f11r	H3	H3-S003	f11r.4	kchy	PROC035	K+Y	zuführen · dies	diesen Posten zuführen	EXECUTE_ONCE	YES
E050	SRC_E050	I004	f11r	H3	H3-S003	f11r.4	dy	PROC019	Y	dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E051	SRC_E051	I004	f11r	H3	H3-S003	f11r.4	daiin	PROC009	AIIN	Maß	das Maß setzen	EXECUTE_ONCE	YES
E052	SRC_E052	I004	f11r	H3	H3-S004	f11r.7	qotchy	PROC036	OT+Y	danach · dies	danach diesen Posten übernehmen	EXECUTE_ONCE	YES
E053	SRC_E053	I004	f11r	H3	H3-S004	f11r.7	okchol	PROC037	OK+OL	ansetzen · fortsetzen	den Posten ansetzen und fortsetzen	EXECUTE_ONCE	YES
E054	SRC_E054	I004	f11r	H3	H3-S004	f11r.7	cthy	PROC014	CTH+Y	bereit · dies	diesen Posten bis bereit halten	EXECUTE_ONCE	YES
E055	SRC_E055	I004	f11r	H3	H3-S004	f11r.7	dy	PROC019	Y	dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E056	SRC_E056	I005	f55v	H4	H4-S001	f55v.5	qokaiin	PROC038	OK+AIIN	ansetzen · Maß	den Posten nach Maß ansetzen	EXECUTE_ONCE	YES
E057	SRC_E057	I005	f55v	H4	H4-S001	f55v.5	chaiin	PROC009	AIIN	Maß	das Maß setzen	EXECUTE_ONCE	YES
E058	SRC_E058	I005	f55v	H4	H4-S001	f55v.5	ykain	PROC039	Y+K+AIN	dies · zuführen · Portion	diesen Posten zuführen	EXECUTE_ONCE	YES
E059	SRC_E059	I005	f55v	H4	H4-S001	f55v.5	ykan	PROC040	Y+K+AIN	dies · zuführen · Portion	diesen Posten zuführen	EXECUTE_ONCE	YES
E060	SRC_E060	I005	f55v	H4	H4-S001	f55v.5	ody	PROC041	O+DY	Arbeitsgang · Schluss	den Arbeitsgang ausführen und den Schritt schließen	EXECUTE_ONCE	YES
E061	SRC_E061	I006	f55v	H4	H4-S002	f55v.5	daiin	PROC009	AIIN	Maß	das Maß setzen	EXECUTE_ONCE	YES
E062	SRC_E062	I006	f55v	H4	H4-S002	f55v.5	chedy	PROC042	CHD+Y	umsetzen · dies	diesen Posten umsetzen	EXECUTE_ONCE	YES
E063	SRC_E063	I006	f55v	H4	H4-S002	f55v.5	talam	PROC043	TALAM	verwahren	den Posten verwahren	EXECUTE_ONCE	YES
E064	SRC_E064	I006	f55v	H4	H4-S003	f55v.11	ykaiin	PROC044	Y+K+AIIN	dies · zuführen · Maß	diesen Posten nach Maß zuführen	EXECUTE_ONCE	YES
E065	SRC_E065	I006	f55v	H4	H4-S003	f55v.11	cheoar	PROC045	CH+E+O+AR	abziehen · kurz · Arbeitsgang · von dort	den Arbeitsgang von dort kurz abziehen	EXECUTE_ONCE	YES
E066	SRC_E066	I006	f55v	H4	H4-S003	f55v.11	cheeky	PROC046	CHK+EE+Y	wärmen · länger · dies	diesen Posten länger wärmen	EXECUTE_ONCE	YES
E067	SRC_E067	I006	f55v	H4	H4-S003	f55v.11	oldy	PROC047	OL+DY	fortsetzen · Schluss	den Posten fortsetzen und den Schritt schließen	EXECUTE_ONCE	YES
E068	SRC_E068	I007	f55v	H4	H4-S004	f55v.11	aiin	PROC009	AIIN	Maß	das Maß setzen	EXECUTE_ONCE	YES
E069	SRC_E069	I007	f55v	H4	H4-S004	f55v.11	okal	PROC048	OK+AL	ansetzen · Zielstelle	den Posten an der Zielstelle ansetzen	EXECUTE_ONCE	YES
E070	SRC_E070	I007	f55v	H4	H4-S004	f55v.11	oltchy	PROC049	OL+T+Y	fortsetzen · eintragen · dies	diesen Posten fortsetzen und eintragen	EXECUTE_ONCE	YES
E071	SRC_E071	I007	f55v	H4	H4-S004	f55v.11	or	PROC016	OR	Ansatz	den Ansatz verwenden	EXECUTE_ONCE	YES
E072	SRC_E072	I007	f55v	H4	H4-S004	f55v.11	y	PROC019	Y	dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E073	SRC_E073	I007	f55v	H4	H4-S004	f55v.11	orain	PROC050	OR+AIN	Ansatz · Portion	eine Portion nehmen	EXECUTE_ONCE	YES
E074	SRC_E074	I008	f56r	H5	H5-S001	f56r.5	chochor	PROC051	HO+CH+OR	Gabe · abziehen · Ansatz	die Gabe abziehen	EXECUTE_ONCE	YES
E075	SRC_E075	I008	f56r	H5	H5-S001	f56r.5	cho	PROC052	HO	Gabe	die Gabe nehmen	EXECUTE_ONCE	YES
E076	SRC_E076	I008	f56r	H5	H5-S001	f56r.5	chodaly	PROC053	HO+AL+Y	Gabe · Zielstelle · dies	die Zielstelle setzen	EXECUTE_ONCE	YES
E077	SRC_E077	I008	f56r	H5	H5-S001	f56r.5	daiin	PROC009	AIIN	Maß	das Maß setzen	EXECUTE_ONCE	YES
E078	SRC_E078	I008	f56r	H5	H5-S001	f56r.7	sho	PROC052	HO	Gabe	die Gabe nehmen	EXECUTE_ONCE	YES
E079	SRC_E079	I008	f56r	H5	H5-S001	f56r.7	kchol	PROC054	K+OL	zuführen · fortsetzen	den Posten zuführen und fortsetzen	EXECUTE_ONCE	YES
E080	SRC_E080	I008	f56r	H5	H5-S001	f56r.7	otchor	PROC020	OT+CH+OR	danach · abziehen · Ansatz	danach den Ansatz abziehen	EXECUTE_ONCE	YES
E081	SRC_E081	I008	f56r	H5	H5-S001	f56r.7	choky	PROC008	OK+Y	ansetzen · dies	diesen Posten ansetzen	EXECUTE_ONCE	YES
E082	SRC_E082	I008	f56r	H5	H5-S001	f56r.7	dal	PROC055	AL	Zielstelle	die Zielstelle setzen	EXECUTE_ONCE	YES
E083	SRC_E083	I008	f56r	H5	H5-S002	f56r.8	schol	PROC034	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E084	SRC_E084	I008	f56r	H5	H5-S002	f56r.8	choy	PROC056	HO+Y	Gabe · dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E085	SRC_E085	I008	f56r	H5	H5-S002	f56r.8	choky	PROC008	OK+Y	ansetzen · dies	diesen Posten ansetzen	EXECUTE_ONCE	YES
E086	SRC_E086	I008	f56r	H5	H5-S002	f56r.8	cheeckhody	PROC057	CH+EE+CKH+O+DY	abziehen · länger · Durchlass · Arbeitsgang · Schluss	den Arbeitsgang am Durchlass länger abziehen und den Schritt schließen	EXECUTE_ONCE	YES
E087	SRC_E087	I009	f56r	H5	H5-S003	f56r.12	sh	PROC058	SH	halten	den Posten halten	EXECUTE_ONCE	YES
E088	SRC_E088	I009	f56r	H5	H5-S003	f56r.12	cho	PROC052	HO	Gabe	die Gabe nehmen	EXECUTE_ONCE	YES
E089	SRC_E089	I009	f56r	H5	H5-S003	f56r.12	kchey	PROC059	K+E+Y	zuführen · kurz · dies	diesen Posten kurz zuführen	EXECUTE_ONCE	YES
E090	SRC_E090	I009	f56r	H5	H5-S003	f56r.12	qokokchy	PROC060	OK+OK+Y	ansetzen · ansetzen · dies	diesen Posten ansetzen und ansetzen	EXECUTE_ONCE	YES
E091	SRC_E091	I009	f56r	H5	H5-S004	f56r.13	okchy	PROC011	OK+Y	ansetzen · dies	diesen Posten ansetzen	EXECUTE_ONCE	YES
E092	SRC_E092	I009	f56r	H5	H5-S004	f56r.13	chokcheo	PROC061	OK+CH+E+O	ansetzen · abziehen · kurz · Arbeitsgang	den Arbeitsgang kurz ansetzen und abziehen	EXECUTE_ONCE	YES
E093	SRC_E093	I009	f56r	H5	H5-S004	f56r.13	kchal	PROC062	K+AL	zuführen · Zielstelle	den Posten an der Zielstelle zuführen	EXECUTE_ONCE	YES
E094	SRC_E094	I009	f56r	H5	H5-S005	f56r.18	sho	PROC052	HO	Gabe	die Gabe nehmen	EXECUTE_ONCE	YES
E095	SRC_E095	I009	f56r	H5	H5-S005	f56r.18	chokchy	PROC011	OK+Y	ansetzen · dies	diesen Posten ansetzen	EXECUTE_ONCE	YES
E096	SRC_E096	I009	f56r	H5	H5-S005	f56r.18	kchoar	PROC063	K+HO+AR	zuführen · Gabe · von dort	die Gabe von dort zuführen	EXECUTE_ONCE	YES
E097	SRC_E097	I009	f56r	H5	H5-S005	f56r.18	sotodan	PROC064	OT+O+AIN	danach · Arbeitsgang · Portion	danach eine Portion nehmen	EXECUTE_ONCE	YES
E098	SRC_E098	I009	f56r	H5	H5-S006	f56r.19	otchey	PROC065	OT+Y	danach · dies	danach diesen Posten übernehmen	EXECUTE_ONCE	YES
E099	SRC_E099	I009	f56r	H5	H5-S006	f56r.19	keol	PROC066	K+E+OL	zuführen · kurz · fortsetzen	den Posten kurz zuführen und fortsetzen	EXECUTE_ONCE	YES
E100	SRC_E100	I009	f56r	H5	H5-S006	f56r.19	daiin	PROC009	AIIN	Maß	das Maß setzen	EXECUTE_ONCE	YES
E101	SRC_E101	I010	f81v	B1	B1-S001	f81v.2	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	den Posten kurz ansetzen und den Schritt schließen	EXECUTE_ONCE	YES
E102	SRC_E102	I011	f81v	B1	B1-S002	f81v.2	okaiin	PROC038	OK+AIIN	ansetzen · Maß	den Posten nach Maß ansetzen	EXECUTE_ONCE	YES
E103	SRC_E103	I011	f81v	B1	B1-S002	f81v.2	kair	PROC068	K+AIR	zuführen · Lauf	den Posten im Lauf zuführen	EXECUTE_ONCE	YES
E104	SRC_E104	I011	f81v	B1	B1-S002	f81v.2	okal	PROC048	OK+AL	ansetzen · Zielstelle	den Posten an der Zielstelle ansetzen	EXECUTE_ONCE	YES
E105	SRC_E105	I011	f81v	B1	B1-S002	f81v.2	sar	PROC003	AR	von dort	von dort nehmen	EXECUTE_ONCE	YES
E106	SRC_E106	I011	f81v	B1	B1-S002	f81v.2	ol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E107	SRC_E107	I011	f81v	B1	B1-S002	f81v.2	kain	PROC069	K+AIN	zuführen · Portion	eine Portion zuführen	EXECUTE_ONCE	YES
E108	SRC_E108	I011	f81v	B1	B1-S002	f81v.2	olkain	PROC070	OL+K+AIN	fortsetzen · zuführen · Portion	eine Portion fortsetzen und zuführen	EXECUTE_ONCE	YES
E109	SRC_E109	I011	f81v	B1	B1-S002	f81v.2	al	PROC055	AL	Zielstelle	die Zielstelle setzen	EXECUTE_ONCE	YES
E110	SRC_E110	I011	f81v	B1	B1-S002	f81v.2	ol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E111	SRC_E111	I011	f81v	B1	B1-S002	f81v.2	rol	PROC071	R+OL	abkühlen · fortsetzen	den Posten abkühlen und fortsetzen	EXECUTE_ONCE	YES
E112	SRC_E112	I011	f81v	B1	B1-S002	f81v.2	dl	PROC072	L	führen	den Posten führen	EXECUTE_ONCE	YES
E113	SRC_E113	I011	f81v	B1	B1-S002	f81v.7	olor	PROC022	OL+OR	fortsetzen · Ansatz	den Ansatz fortsetzen	EXECUTE_ONCE	YES
E114	SRC_E114	I011	f81v	B1	B1-S002	f81v.7	ol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E115	SRC_E115	I011	f81v	B1	B1-S002	f81v.7	sheckhal	PROC073	SH+E+CKH+AL	halten · kurz · Durchlass · Zielstelle	den Posten an der Zielstelle am Durchlass kurz halten	EXECUTE_ONCE	YES
E116	SRC_E116	I011	f81v	B1	B1-S002	f81v.7	daiin	PROC009	AIIN	Maß	das Maß setzen	EXECUTE_ONCE	YES
E117	SRC_E117	I011	f81v	B1	B1-S002	f81v.7	qokeedal	PROC074	OK+EE+AL	ansetzen · länger · Zielstelle	den Posten an der Zielstelle länger ansetzen	EXECUTE_ONCE	YES
E118	SRC_E118	I011	f81v	B1	B1-S002	f81v.7	daiin	PROC009	AIIN	Maß	das Maß setzen	EXECUTE_ONCE	YES
E119	SRC_E119	I011	f81v	B1	B1-S002	f81v.7	chckhy	PROC075	CKH+Y	Durchlass · dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E120	SRC_E120	I011	f81v	B1	B1-S002	f81v.7	schedy	PROC076	CHD+DY	umsetzen · Schluss	den Posten umsetzen und den Schritt schließen	EXECUTE_ONCE	YES
E121	SRC_E121	I012	f81v	B1	B1-S003	f81v.7	qol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E122	SRC_E122	I012	f81v	B1	B1-S003	f81v.17	sshkchdy	PROC077	SH+K+CHD+DY	halten · zuführen · umsetzen · Schluss	den Posten halten und zuführen und umsetzen und den Schritt schließen	EXECUTE_ONCE	YES
E123	SRC_E123	I013	f81v	B1	B1-S004	f81v.17	chedy	PROC042	CHD+Y	umsetzen · dies	diesen Posten umsetzen	EXECUTE_ONCE	YES
E124	SRC_E124	I013	f81v	B1	B1-S004	f81v.17	ol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E125	SRC_E125	I013	f81v	B1	B1-S004	f81v.17	shedy	PROC078	SHED+DY	absetzen · Schluss	den Posten absetzen und den Schritt schließen	EXECUTE_ONCE	YES
E126	SRC_E126	I014	f81v	B1	B1-S005	f81v.17	qolchedy	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss	den Posten fortsetzen und umsetzen und den Schritt schließen	EXECUTE_ONCE	YES
E127	SRC_E127	I015	f81v	B1	B1-S006	f81v.17	qokain	PROC080	OK+AIN	ansetzen · Portion	eine Portion ansetzen	EXECUTE_ONCE	YES
E128	SRC_E128	I015	f81v	B1	B1-S006	f81v.17	shckhy	PROC075	CKH+Y	Durchlass · dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E129	SRC_E129	I015	f81v	B1	B1-S006	f81v.17	dl	PROC072	L	führen	den Posten führen	EXECUTE_ONCE	YES
E130	SRC_E130	I015	f81v	B1	B1-S006	f81v.17	ral	PROC081	R+AL	abkühlen · Zielstelle	den Posten an der Zielstelle abkühlen	EXECUTE_ONCE	YES
E131	SRC_E131	I015	f81v	B1	B1-S007	f81v.18	qokchdy	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss	den Posten ansetzen und umsetzen und den Schritt schließen	EXECUTE_ONCE	YES
E132	SRC_E132	I016	f81v	B1	B1-S008	f81v.18	chey	PROC019	Y	dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E133	SRC_E133	I016	f81v	B1	B1-S008	f81v.18	ol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E134	SRC_E134	I016	f81v	B1	B1-S008	f81v.18	cheky	PROC083	CHK+E+Y	wärmen · kurz · dies	diesen Posten kurz wärmen	EXECUTE_ONCE	YES
E135	SRC_E135	I016	f81v	B1	B1-S008	f81v.18	ol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E136	SRC_E136	I016	f81v	B1	B1-S008	f81v.18	shedy	PROC078	SHED+DY	absetzen · Schluss	den Posten absetzen und den Schritt schließen	EXECUTE_ONCE	YES
E137	SRC_E137	I017	f81v	B1	B1-S009	f81v.18	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	den Posten kurz ansetzen und den Schritt schließen	EXECUTE_ONCE	YES
E138	SRC_E138	I018	f81v	B1	B1-S010	f81v.18	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	den Posten kurz ansetzen und den Schritt schließen	EXECUTE_ONCE	YES
E139	SRC_E139	I019	f81v	B1	B1-S011	f81v.18	chckhy	PROC075	CKH+Y	Durchlass · dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E140	SRC_E140	I019	f81v	B1	B1-S011	f81v.18	qoky	PROC008	OK+Y	ansetzen · dies	diesen Posten ansetzen	EXECUTE_ONCE	YES
E141	SRC_E141	I019	f81v	B1	B1-S012	f81v.21	lsho	PROC084	LSH+O	Waschgang · Arbeitsgang	den Arbeitsgang ausführen	EXECUTE_ONCE	YES
E142	SRC_E142	I019	f81v	B1	B1-S012	f81v.21	qokey	PROC085	OK+E+Y	ansetzen · kurz · dies	diesen Posten kurz ansetzen	EXECUTE_ONCE	YES
E143	SRC_E143	I019	f81v	B1	B1-S012	f81v.21	lshedy	PROC086	LSH+E+DY	Waschgang · kurz · Schluss	den Posten bearbeiten und den Schritt schließen	EXECUTE_ONCE	YES
E144	SRC_E144	I020	f81v	B1	B1-S013	f81v.21	lshedy	PROC086	LSH+E+DY	Waschgang · kurz · Schluss	den Posten bearbeiten und den Schritt schließen	EXECUTE_ONCE	YES
E145	SRC_E145	I021	f81v	B1	B1-S014	f81v.21	chedy	PROC042	CHD+Y	umsetzen · dies	diesen Posten umsetzen	EXECUTE_ONCE	YES
E146	SRC_E146	I021	f81v	B1	B1-S014	f81v.21	qolky	PROC087	SOLK+Y	auffangen · dies	diesen Posten auffangen	EXECUTE_ONCE	YES
E147	SRC_E147	I021	f81v	B1	B1-S014	f81v.21	lchedal	PROC088	L+CHD+AL	führen · umsetzen · Zielstelle	den Posten an der Zielstelle führen und umsetzen	EXECUTE_ONCE	YES
E148	SRC_E148	I021	f81v	B1	B1-S014	f81v.21	qol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E149	SRC_E149	I021	f81v	B1	B1-S014	f81v.21	otar	PROC089	OT+AR	danach · von dort	danach von dort nehmen	EXECUTE_ONCE	YES
E150	SRC_E150	I021	f81v	B1	B1-S015	f81v.24	ytey	PROC090	T+E+Y	eintragen · kurz · dies	diesen Posten kurz eintragen	EXECUTE_ONCE	YES
E151	SRC_E151	I021	f81v	B1	B1-S015	f81v.24	okchedy	PROC091	OK+CHD+DY	ansetzen · umsetzen · Schluss	den Posten ansetzen und umsetzen und den Schritt schließen	EXECUTE_ONCE	YES
E152	SRC_E152	I022	f81v	B1	B1-S016	f81v.24	qokal	PROC048	OK+AL	ansetzen · Zielstelle	den Posten an der Zielstelle ansetzen	EXECUTE_ONCE	YES
E153	SRC_E153	I022	f81v	B1	B1-S016	f81v.24	okeey	PROC092	OK+EE+Y	ansetzen · länger · dies	diesen Posten länger ansetzen	EXECUTE_ONCE	YES
E154	SRC_E154	I022	f81v	B1	B1-S016	f81v.24	qol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E155	SRC_E155	I022	f81v	B1	B1-S016	f81v.24	cheedy	PROC078	SHED+DY	absetzen · Schluss	den Posten absetzen und den Schritt schließen	EXECUTE_ONCE	YES
E156	SRC_E156	I023	f81v	B1	B1-S017	f81v.24	sal	PROC055	AL	Zielstelle	die Zielstelle setzen	EXECUTE_ONCE	YES
E157	SRC_E157	I023	f81v	B1	B1-S017	f81v.24	teol	PROC093	E+OL	kurz · fortsetzen	den Posten kurz fortsetzen	EXECUTE_ONCE	YES
E158	SRC_E158	I023	f81v	B1	B1-S017	f81v.24	dchdy	PROC094	CHD+DY	umsetzen · Schluss	den Posten umsetzen und den Schritt schließen	EXECUTE_ONCE	YES
E159	SRC_E159	I024	f81v	B1	B1-S018	f81v.24	ly	PROC095	L+Y	führen · dies	diesen Posten führen	EXECUTE_ONCE	YES
E160	SRC_E160	I024	f81v	B1	B1-S018	f81v.27	dsheol	PROC096	SH+E+OL	halten · kurz · fortsetzen	den Posten kurz halten und fortsetzen	EXECUTE_ONCE	YES
