statement_id	record_unit_id	page	mould_id	event_count	visible_surface_sequence	broad_slot_signature	literal_clause_de	formula_expansion_de
B1-S013	B1	f81v	M06_FILTER_CLEAR_PRODUCT	1	lshedy	ACTION	waschen; schließen.	KEINE KLAMMERFORMEL
B1-S014	B1	f81v	M04_ORDER_CONTINUATION	5	chedy qolky lchedal qol otar	ACTION>ORDER>TRANSFER>LINK>TRANSFER	überführen; weiter; abführen · übertragen · Zielstelle; weiter; danach · Ausgang.	KEINE KLAMMERFORMEL
B1-S015	B1	f81v	M05_STATE_CLOSE	2	ytey okchedy	STATE>ACTION	Posten · kurz · Teil; einführen; Schluss.	KEINE KLAMMERFORMEL
B1-S016	B1	f81v	M04_ORDER_CONTINUATION	4	qokal okeey qol cheedy	TARGET>ACTION>LINK>ACTION	dorthin einsetzen; lange einwirken; weiter; kurz absetzen; Schluss.	KEINE KLAMMERFORMEL
B1-S017	B1	f81v	M03_TARGET_TRANSFER	3	sal teol dchdy	TARGET>STATE>TRANSFER	dorthin; kurz · weiter; übertragen; schließen.	KEINE KLAMMERFORMEL
B1-S018	B1	f81v	M03_TARGET_TRANSFER	4	ly dsheol oiiin olkeedy	TRANSFER>STATE>MEASURE>ACTION	abführen · Posten; halten · kurz · weiter; Arbeitsstufe; lange sammeln; Schluss.	KEINE KLAMMERFORMEL
B1-S019	B1	f81v	M05_STATE_CLOSE	1	tedy	ACTION	kurz absetzen; Schluss.	KEINE KLAMMERFORMEL
B1-S020	B1	f81v	M05_STATE_CLOSE	2	cheky shckhedy	ACTION	kurz wärmen; seihen; Schluss.	KEINE KLAMMERFORMEL
B1-S021	B1	f81v	M03_TARGET_TRANSFER	1	chal	TARGET	dorthin.	KEINE KLAMMERFORMEL
B2-S001	B2	f82r	M10_LOCAL_EXACT_CELL	1	dchedy	ACTION	überführen; Schluss.	KEINE KLAMMERFORMEL
B2-S002	B2	f82r	M10_LOCAL_EXACT_CELL	1	qolchedy	ACTION	weiterführen; Schluss.	KEINE KLAMMERFORMEL
B2-S003	B2	f82r	M05_STATE_CLOSE	3	qokain dy qokeedy	MEASURE>OBJECT>ACTION	Anteil zugeben; dies; lange einwirken; Schluss.	KEINE KLAMMERFORMEL
B2-S004	B2	f82r	M06_FILTER_CLEAR_PRODUCT	5	qokal lcheckhy lched qokeey lcheckhedy	TARGET>ACTION>TRANSFER>ACTION	dorthin einsetzen; abführen · Durchgang · Posten; abführen · übertragen; lange einwirken; abführen · trennen; schließen.	KEINE KLAMMERFORMEL
B2-S005	B2	f82r	M03_TARGET_TRANSFER	8	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	TRANSFER>STATE>ACTION>MEASURE>STATE>ACTION	einsetzen · Zielstelle · Posten; auffangen · Sollmaß; durchleiten; bemessen; bemessen; bereitstellen · weiter; wärmen · länger · Posten; abziehen; Schluss.	KEINE KLAMMERFORMEL
B2-S006	B2	f82r	M06_FILTER_CLEAR_PRODUCT	4	oteey qokal sheckhy qoky	STATE>TARGET>ACTION	danach · länger · Posten; dorthin einsetzen; Durchgang · kurz · Posten; einsetzen.	KEINE KLAMMERFORMEL
B2-S007	B2	f82r	M05_STATE_CLOSE	1	dshedy	STATE	absetzen · kurz; schließen.	KEINE KLAMMERFORMEL
B2-S008	B2	f82r	M04_ORDER_CONTINUATION	3	sotaiin qokar shedy	MEASURE>TRANSFER>ACTION	Folgemaß; einsetzen · Ausgang; kurz absetzen; Schluss.	KEINE KLAMMERFORMEL
B2-S009	B2	f82r	M05_STATE_CLOSE	1	solshedy	STATE	weiter · absetzen; schließen.	KEINE KLAMMERFORMEL
B2-S010	B2	f82r	M06_FILTER_CLEAR_PRODUCT	4	qokeey qoky ls cheey	ACTION>TRANSFER>OBJECT	lange einwirken; einsetzen; abführen; Klarauszug.	KEINE KLAMMERFORMEL
B2-S011	B2	f82r	M02_SOURCE_SHARE_MEASURE	4	okain char okain qokeedy	MEASURE>SOURCE>MEASURE>ACTION	Anteil zugeben; davon; Anteil zugeben; lange einwirken; Schluss.	KEINE KLAMMERFORMEL
B2-S012	B2	f82r	M06_FILTER_CLEAR_PRODUCT	8	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	TRANSFER>OBJECT>STATE>ACTION>MEASURE>OBJECT>STATE	abführen · Posten; Klarauszug; bereitstellen · kurz · Posten; lange einwirken; abführen · Klarlauf; Sollmaß; dies; einsetzen · vollständig; schließen.	KEINE KLAMMERFORMEL
B2-S013	B2	f82r	M03_TARGET_TRANSFER	1	lchedy	ACTION	abführen; Schluss.	KEINE KLAMMERFORMEL
B2-S014	B2	f82r	M03_TARGET_TRANSFER	1	lar	TRANSFER	abführen · Ausgang.	KEINE KLAMMERFORMEL
B2-S015	B2	f82r	M06_FILTER_CLEAR_PRODUCT	2	tshey qokeedy	ACTION	Klarlauf; lange einwirken; Schluss.	KEINE KLAMMERFORMEL
B2-S016	B2	f82r	M03_TARGET_TRANSFER	8	cheal lchedar ches aiin oteey qokaiin okey pchedy	TARGET>TRANSFER>ACTION>MEASURE>STATE>MEASURE>ACTION>TRANSFER	dorthin; abführen · übertragen · Ausgang; teilen; Sollmaß; danach · länger · Posten; bemessen; kurz einwirken; zuführen · übertragen; schließen.	KEINE KLAMMERFORMEL
B2-S017	B2	f82r	M03_TARGET_TRANSFER	2	rsheal daldy	STATE>TRANSFER	halten · kurz · Zielstelle; Zielstelle; schließen.	KEINE KLAMMERFORMEL
B2-S018	B2	f82r	M05_STATE_CLOSE	1	qokeedy	ACTION	lange einwirken; Schluss.	KEINE KLAMMERFORMEL
B2-S019	B2	f82r	M06_FILTER_CLEAR_PRODUCT	1	rshedy	ACTION	waschen; schließen.	KEINE KLAMMERFORMEL
B2-S020	B2	f82r	M05_STATE_CLOSE	1	qoteedy	STATE	danach · länger; schließen.	KEINE KLAMMERFORMEL
B2-S021	B2	f82r	M05_STATE_CLOSE	1	qokeedy	ACTION	lange einwirken; Schluss.	KEINE KLAMMERFORMEL
B2-S022	B2	f82r	M03_TARGET_TRANSFER	1	lochedy	TRANSFER	abführen · übertragen; schließen.	KEINE KLAMMERFORMEL
B3-S001	B3	f83r	M05_STATE_CLOSE	1	olkeedy	ACTION	lange sammeln; Schluss.	KEINE KLAMMERFORMEL
B3-S002	B3	f83r	M04_ORDER_CONTINUATION	2	qotal chkeedy	TARGET>STATE	danach dorthin; wärmen · länger; schließen.	KEINE KLAMMERFORMEL
B3-S003	B3	f83r	M07_PAIRED_MEASURE_FRAME	4	chey daiin chey lchedy	OBJECT>MEASURE>OBJECT>ACTION	dies; Sollmaß; dies; abführen; Schluss.	zwei Posten unter demselben Sollmaß
B3-S004	B3	f83r	M02_SOURCE_SHARE_MEASURE	3	qokaiin qotal dar	MEASURE>TARGET>SOURCE	bemessen; danach dorthin; davon.	KEINE KLAMMERFORMEL
B3-S005	B3	f83r	M10_LOCAL_EXACT_CELL	1	schedy	ACTION	überführen; Schluss.	KEINE KLAMMERFORMEL
B3-S006	B3	f83r	M03_TARGET_TRANSFER	3	chedchy qokal olchedy	TRANSFER>TARGET>ACTION	übertragen · Posten; dorthin einsetzen; weiterführen; Schluss.	KEINE KLAMMERFORMEL
B3-S007	B3	f83r	M03_TARGET_TRANSFER	3	qokaiin chedy qokeedy	MEASURE>ACTION	bemessen; überführen; lange einwirken; Schluss.	KEINE KLAMMERFORMEL
B3-S008	B3	f83r	M03_TARGET_TRANSFER	1	lchedy	ACTION	abführen; Schluss.	KEINE KLAMMERFORMEL
B3-S009	B3	f83r	M10_LOCAL_EXACT_CELL	1	qoky	ACTION	einsetzen.	KEINE KLAMMERFORMEL
B3-S010	B3	f83r	M03_TARGET_TRANSFER	2	pchedal otedy	TRANSFER>STATE	zuführen · übertragen · Zielstelle; danach · kurz; schließen.	KEINE KLAMMERFORMEL
B3-S011	B3	f83r	M03_TARGET_TRANSFER	4	shecthedchy qoky chedy chary	STATE>ACTION>TRANSFER	bereitstellen · übertragen · Posten; einsetzen; überführen; Ausgang · Posten.	KEINE KLAMMERFORMEL
B3-S012	B3	f83r	M05_STATE_CLOSE	2	sor shedy	OBJECT>ACTION	Ansatz; kurz absetzen; Schluss.	KEINE KLAMMERFORMEL
B3-S013	B3	f83r	M05_STATE_CLOSE	4	qokaiin chkain shcthey qokedy	MEASURE>STATE>ACTION	bemessen; Anteil; bereitstellen · kurz · Posten; kurz einwirken; Schluss.	KEINE KLAMMERFORMEL
B3-S014	B3	f83r	M03_TARGET_TRANSFER	2	okair sheedy	TRANSFER>STATE	einsetzen · Flüssigkeitslauf; absetzen · länger; schließen.	KEINE KLAMMERFORMEL
B3-S015	B3	f83r	M03_TARGET_TRANSFER	1	lchedy	ACTION	abführen; Schluss.	KEINE KLAMMERFORMEL
B3-S016	B3	f83r	M03_TARGET_TRANSFER	2	lo qokchedy	TRANSFER>ACTION	abführen; einführen; Schluss.	KEINE KLAMMERFORMEL
B3-S017	B3	f83r	M05_STATE_CLOSE	1	qokeedy	ACTION	lange einwirken; Schluss.	KEINE KLAMMERFORMEL
B3-S018	B3	f83r	M05_STATE_CLOSE	1	shedy	ACTION	kurz absetzen; Schluss.	KEINE KLAMMERFORMEL
B3-S019	B3	f83r	M05_STATE_CLOSE	1	qokshedy	STATE	einsetzen · absetzen; schließen.	KEINE KLAMMERFORMEL
B3-S020	B3	f83r	M03_TARGET_TRANSFER	2	dal lchedy	TARGET>ACTION	dorthin; abführen; Schluss.	KEINE KLAMMERFORMEL
B3-S021	B3	f83r	M07_PAIRED_MEASURE_FRAME	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	MEASURE>STATE>TARGET>OBJECT>MEASURE>STATE>OBJECT>TARGET>STATE>TRANSFER	bemessen; bereit; dorthin; dies; Sollmaß; absetzen · Zielstelle; bereitstellen · kurz · Posten; dies; dorthin; bereit; Zielstelle · übertragen; schließen.	zwei Posten unter demselben Sollmaß
B3-S022	B3	f83r	M03_TARGET_TRANSFER	1	qotchedy	TRANSFER	danach · übertragen; schließen.	KEINE KLAMMERFORMEL
B3-S023	B3	f83r	M03_TARGET_TRANSFER	1	lchedy	ACTION	abführen; Schluss.	KEINE KLAMMERFORMEL
B3-S024	B3	f83r	M10_LOCAL_EXACT_CELL	1	tchedy	ACTION	überführen; Schluss.	KEINE KLAMMERFORMEL
B3-S025	B3	f83r	M10_LOCAL_EXACT_CELL	1	qokchdy	ACTION	einführen; Schluss.	KEINE KLAMMERFORMEL
B3-S026	B3	f83r	M03_TARGET_TRANSFER	7	cheedar chldaiin chedy qokain checthy chealror solkeedy	TRANSFER>STATE>ACTION>MEASURE>STATE>OBJECT>ACTION	übertragen · Ausgang; absetzen · Sollmaß; überführen; Anteil zugeben; bereit; Zielstelle · Ansatz; lange sammeln; Schluss.	KEINE KLAMMERFORMEL
B3-S027	B3	f83r	M05_STATE_CLOSE	1	qoteedy	STATE	danach · länger; schließen.	KEINE KLAMMERFORMEL
B3-S028	B3	f83r	M05_STATE_CLOSE	2	qokeey qokedy	ACTION	lange einwirken; kurz einwirken; Schluss.	KEINE KLAMMERFORMEL
B3-S029	B3	f83r	M04_ORDER_CONTINUATION	3	sol cheeety qokedy	LINK>STATE>ACTION	weiter; vollständig · Teil; kurz einwirken; Schluss.	KEINE KLAMMERFORMEL
B3-S030	B3	f83r	M03_TARGET_TRANSFER	4	qoky saiin schedair otchedy	ACTION>MEASURE>TRANSFER	einsetzen; Sollmaß; Flüssigkeitslauf; danach · übertragen; schließen.	KEINE KLAMMERFORMEL
B3-S031	B3	f83r	M05_STATE_CLOSE	1	qokeedy	ACTION	lange einwirken; Schluss.	KEINE KLAMMERFORMEL
B3-S032	B3	f83r	M04_ORDER_CONTINUATION	5	chedain chedy qotedaiin otaiin otedy	TRANSFER>ACTION>STATE>MEASURE>STATE	übertragen · Anteil; überführen; danach · kurz · Sollmaß; Folgemaß; danach · kurz; schließen.	KEINE KLAMMERFORMEL
B3-S033	B3	f83r	M10_LOCAL_EXACT_CELL	1	ldy	ACTION	abziehen; Schluss.	KEINE KLAMMERFORMEL
B3-S034	B3	f83r	M04_ORDER_CONTINUATION	6	soiiin checthy chety otaiin olsaly shedy	MEASURE>STATE>MEASURE>TRANSFER>ACTION	Arbeitsstufe; bereit; Anteil; Folgemaß; Zielstelle · Posten; kurz absetzen; Schluss.	KEINE KLAMMERFORMEL
B4-S001	B4	f83r	M05_STATE_CLOSE	1	qokeedy	ACTION	lange einwirken; Schluss.	KEINE KLAMMERFORMEL
B4-S002	B4	f83r	M04_ORDER_CONTINUATION	3	qolchey qokeey qokedy	ORDER>ACTION	weiter · Posten; lange einwirken; kurz einwirken; Schluss.	KEINE KLAMMERFORMEL
B4-S003	B4	f83r	M04_ORDER_CONTINUATION	7	chedy otal otchey qokeey qoky tol shedy	ACTION>TARGET>ORDER>ACTION>LINK>ACTION	überführen; danach dorthin; das nächste; lange einwirken; einsetzen; weiter; kurz absetzen; Schluss.	KEINE KLAMMERFORMEL
B4-S004	B4	f83r	M09_APPLICATION_FASTEN	1	qokylddy	ACTION	einsetzen · Posten · festbinden.	KEINE KLAMMERFORMEL
B4-S005	B4	f83r	M03_TARGET_TRANSFER	3	dain chedy qokeedy	OBJECT>ACTION	Tuch; überführen; lange einwirken; Schluss.	KEINE KLAMMERFORMEL
B4-S006	B4	f83r	M10_LOCAL_EXACT_CELL	1	shckhedy	ACTION	seihen; Schluss.	KEINE KLAMMERFORMEL
B4-S007	B4	f83r	M10_LOCAL_EXACT_CELL	1	shckhedy	ACTION	seihen; Schluss.	KEINE KLAMMERFORMEL
B4-S008	B4	f83r	M05_STATE_CLOSE	4	saiin cheeky sheey qokedy	MEASURE>ACTION>STATE>ACTION	Sollmaß; länger bearbeiten; halten · länger · Posten; kurz einwirken; Schluss.	KEINE KLAMMERFORMEL
B4-S009	B4	f83r	M05_STATE_CLOSE	1	shedy	ACTION	kurz absetzen; Schluss.	KEINE KLAMMERFORMEL
B4-S010	B4	f83r	M05_STATE_CLOSE	1	oldy	STATE	fertig.	KEINE KLAMMERFORMEL
B4-S011	B4	f83r	M04_ORDER_CONTINUATION	7	saiin cheky okeeol okain chdy sol lkedy	MEASURE>ACTION>STATE>MEASURE>ACTION>LINK>STATE	Sollmaß; kurz wärmen; einsetzen · länger · weiter; Anteil zugeben; überführen; weiter; abführen · kurz; schließen.	KEINE KLAMMERFORMEL
B4-S012	B4	f83r	M03_TARGET_TRANSFER	1	lchedy	ACTION	abführen; Schluss.	KEINE KLAMMERFORMEL
B4-S013	B4	f83r	M04_ORDER_CONTINUATION	2	qokol shedy	ORDER>ACTION	einsetzen · weiter; kurz absetzen; Schluss.	KEINE KLAMMERFORMEL
B4-S014	B4	f83r	M06_FILTER_CLEAR_PRODUCT	4	or chey qockhey dairydy	OBJECT>ACTION>TRANSFER	Ansatz; dies; einsetzen · Durchgang · kurz · Posten; Flüssigkeitslauf · Posten; schließen.	KEINE KLAMMERFORMEL
B4-S015	B4	f83r	M06_FILTER_CLEAR_PRODUCT	6	qokain shey kain chckhal solkey lchedy	MEASURE>OBJECT>MEASURE>ACTION>STATE>ACTION	Anteil zugeben; Klarauszug; Anteil; Durchgang · Zielstelle; auffangen · kurz · Posten; abführen; Schluss.	KEINE KLAMMERFORMEL
B4-S016	B4	f83r	M03_TARGET_TRANSFER	4	qolkain dal skar shedy	MEASURE>TARGET>TRANSFER>ACTION	weiter · Anteil; dorthin; ausgießen · Ausgang; kurz absetzen; Schluss.	KEINE KLAMMERFORMEL
B5-S001	B5	f83r	M03_TARGET_TRANSFER	1	otchdy	TRANSFER	danach · übertragen; schließen.	KEINE KLAMMERFORMEL
B5-S002	B5	f83r	M10_LOCAL_EXACT_CELL	1	qokchdy	ACTION	einführen; Schluss.	KEINE KLAMMERFORMEL
B5-S003	B5	f83r	M04_ORDER_CONTINUATION	9	shedal dal cheol lol chdal aiin sol daiiin chedy	STATE>TARGET>LINK>TRANSFER>MEASURE>LINK>MEASURE>ACTION	absetzen · Zielstelle; dorthin; weiter; abführen · weiter; übertragen · Zielstelle; Sollmaß; weiter; Arbeitsstufe; überführen.	KEINE KLAMMERFORMEL
B6-S001	B6	f83r	M04_ORDER_CONTINUATION	9	solkeey qekey raly ol daiin ol dain chey ldalor	STATE>TRANSFER>LINK>MEASURE>LINK>OBJECT>TRANSFER	auffangen · länger · Posten; bearbeiten · kurz · Posten; Zielstelle · Posten; weiter; Sollmaß; weiter; Tuch; dies; Zielstelle.	KEINE KLAMMERFORMEL
