event_id	page	record	statement_id	surface	card_no	component_recipe	compact_atomic_reading_de	historical_layers
E040	f11r	H3	H3-S001	schoal	PROC027	SH+O+AL	HALTEN · GANG · ZIEL	OPERATION_SIGN+STATE_OBJECT_SIGN+RELATION_ADDRESS_SIGN
E041	f11r	H3	H3-S001	cfhy	PROC028	CFH+Y	AUSWRINGEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E042	f11r	H3	H3-S001	shfydaiin	PROC029	SH+Y+AIIN	HALTEN · DIES · MASS	OPERATION_SIGN+DEICTIC_REFERENCE+MEASURE_STAGE_SIGN
E043	f11r	H3	H3-S001	cphy	PROC030	P+Y	EINFUELLEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E044	f11r	H3	H3-S001	shey	PROC031	SH+EE+Y	HALTEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E045	f11r	H3	H3-S001	tchody	PROC032	T+CH+O+DY	EINTRAGEN · ABNEHMEN · GANG · SCHLUSS	OPERATION_SIGN+STATE_OBJECT_SIGN+BOUND_ENDPOINT
E046	f11r	H3	H3-S002	shoyty	PROC033	SH+O+Y+T+Y	HALTEN · GANG · DIES · EINTRAGEN · DIES	OPERATION_SIGN+STATE_OBJECT_SIGN+DEICTIC_REFERENCE
E047	f11r	H3	H3-S003	dchol	PROC034	RESUME_CARD	WIEDERAUFNEHMEN	WHOLE_NOMENCLATOR
E048	f11r	H3	H3-S003	chy	PROC019	Y	DIES	DEICTIC_REFERENCE
E049	f11r	H3	H3-S003	kchy	PROC035	K+Y	ZUDOSIEREN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E050	f11r	H3	H3-S003	dy	PROC019	Y	DIES	DEICTIC_REFERENCE
E051	f11r	H3	H3-S003	daiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E052	f11r	H3	H3-S004	qotchy	PROC036	OT+Y	DANACH · DIES	RELATION_ADDRESS_SIGN+DEICTIC_REFERENCE
E053	f11r	H3	H3-S004	okchol	PROC037	OK+OL	ANSETZEN · FORTSETZEN	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E054	f11r	H3	H3-S004	cthy	PROC014	CTH+Y	BEREIT · DIES	STATE_OBJECT_SIGN+DEICTIC_REFERENCE
E055	f11r	H3	H3-S004	dy	PROC019	Y	DIES	DEICTIC_REFERENCE
E056	f55v	H4	H4-S001	qokaiin	PROC038	OK+AIIN	ANSETZEN · MASS	OPERATION_SIGN+MEASURE_STAGE_SIGN
E057	f55v	H4	H4-S001	chaiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E058	f55v	H4	H4-S001	ykain	PROC039	Y+K+AIN	DIES · ZUDOSIEREN · PORTION	DEICTIC_REFERENCE+OPERATION_SIGN+MEASURE_STAGE_SIGN
E059	f55v	H4	H4-S001	ykan	PROC040	Y+K+AN	DIES · ZUDOSIEREN · NACHGABE	DEICTIC_REFERENCE+OPERATION_SIGN+MEASURE_STAGE_SIGN
E060	f55v	H4	H4-S001	ody	PROC041	O+DY	GANG · SCHLUSS	STATE_OBJECT_SIGN+BOUND_ENDPOINT
E061	f55v	H4	H4-S002	daiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E062	f55v	H4	H4-S002	chedy	PROC042	CHD+Y	UMSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E063	f55v	H4	H4-S002	talam	PROC043	TALAM	VERWAHREN	WHOLE_NOMENCLATOR
E064	f55v	H4	H4-S003	ykaiin	PROC044	Y+K+AIIN	DIES · ZUDOSIEREN · MASS	DEICTIC_REFERENCE+OPERATION_SIGN+MEASURE_STAGE_SIGN
E065	f55v	H4	H4-S003	cheoar	PROC045	CH+E+O+AR	ABNEHMEN · KURZ · GANG · QUELLE	OPERATION_SIGN+BOUND_GRADE+STATE_OBJECT_SIGN+RELATION_ADDRESS_SIGN
E066	f55v	H4	H4-S003	cheeky	PROC046	CHK+EE+Y	WAERMEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E067	f55v	H4	H4-S003	oldy	PROC047	OL+DY	FORTSETZEN · SCHLUSS	RELATION_ADDRESS_SIGN+BOUND_ENDPOINT
E068	f55v	H4	H4-S004	aiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E069	f55v	H4	H4-S004	okal	PROC048	OK+AL	ANSETZEN · ZIEL	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E070	f55v	H4	H4-S004	oltchy	PROC049	OL+T+Y	FORTSETZEN · EINTRAGEN · DIES	RELATION_ADDRESS_SIGN+OPERATION_SIGN+DEICTIC_REFERENCE
E071	f55v	H4	H4-S004	or	PROC016	OR	ANSATZ	STATE_OBJECT_SIGN
E072	f55v	H4	H4-S004	y	PROC019	Y	DIES	DEICTIC_REFERENCE
E073	f55v	H4	H4-S004	orain	PROC050	OR+AIN	ANSATZ · PORTION	STATE_OBJECT_SIGN+MEASURE_STAGE_SIGN
E074	f56r	H5	H5-S001	chochor	PROC051	HO+CH+OR	ZUTAT · ABNEHMEN · ANSATZ	STATE_OBJECT_SIGN+OPERATION_SIGN
E075	f56r	H5	H5-S001	cho	PROC052	HO	ZUTAT	STATE_OBJECT_SIGN
E076	f56r	H5	H5-S001	chodaly	PROC053	HO+AL+Y	ZUTAT · ZIEL · DIES	STATE_OBJECT_SIGN+RELATION_ADDRESS_SIGN+DEICTIC_REFERENCE
E077	f56r	H5	H5-S001	daiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E078	f56r	H5	H5-S001	sho	PROC052	HO	ZUTAT	STATE_OBJECT_SIGN
E079	f56r	H5	H5-S001	kchol	PROC054	K+OL	ZUDOSIEREN · FORTSETZEN	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E080	f56r	H5	H5-S001	otchor	PROC020	OT+CH+OR	DANACH · ABNEHMEN · ANSATZ	RELATION_ADDRESS_SIGN+OPERATION_SIGN+STATE_OBJECT_SIGN
E081	f56r	H5	H5-S001	choky	PROC008	OK+Y	ANSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E082	f56r	H5	H5-S001	dal	PROC055	AL	ZIEL	RELATION_ADDRESS_SIGN
E083	f56r	H5	H5-S002	schol	PROC034	RESUME_CARD	WIEDERAUFNEHMEN	WHOLE_NOMENCLATOR
E084	f56r	H5	H5-S002	choy	PROC056	HO+Y	ZUTAT · DIES	STATE_OBJECT_SIGN+DEICTIC_REFERENCE
E085	f56r	H5	H5-S002	choky	PROC008	OK+Y	ANSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E086	f56r	H5	H5-S002	cheeckhody	PROC057	CH+EE+CKH+O+DY	ABNEHMEN · LANG · DURCHLASS · GANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+STATE_OBJECT_SIGN+BOUND_ENDPOINT
E087	f56r	H5	H5-S003	sh	PROC058	SH	HALTEN	OPERATION_SIGN
E088	f56r	H5	H5-S003	cho	PROC052	HO	ZUTAT	STATE_OBJECT_SIGN
E089	f56r	H5	H5-S003	kchey	PROC059	K+E+Y	ZUDOSIEREN · KURZ · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E090	f56r	H5	H5-S003	qokokchy	PROC060	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E091	f56r	H5	H5-S004	okchy	PROC011	OK+Y	ANSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E092	f56r	H5	H5-S004	chokcheo	PROC061	OK+CH+E+O	ANSETZEN · ABNEHMEN · KURZ · GANG	OPERATION_SIGN+BOUND_GRADE+STATE_OBJECT_SIGN
E093	f56r	H5	H5-S004	kchal	PROC062	K+AL	ZUDOSIEREN · ZIEL	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E094	f56r	H5	H5-S005	sho	PROC052	HO	ZUTAT	STATE_OBJECT_SIGN
E095	f56r	H5	H5-S005	chokchy	PROC011	OK+Y	ANSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E096	f56r	H5	H5-S005	kchoar	PROC063	K+HO+AR	ZUDOSIEREN · ZUTAT · QUELLE	OPERATION_SIGN+STATE_OBJECT_SIGN+RELATION_ADDRESS_SIGN
E097	f56r	H5	H5-S005	sotodan	PROC064	OT+O+AIN	DANACH · GANG · PORTION	RELATION_ADDRESS_SIGN+STATE_OBJECT_SIGN+MEASURE_STAGE_SIGN
E098	f56r	H5	H5-S006	otchey	PROC065	OT+Y	DANACH · DIES	RELATION_ADDRESS_SIGN+DEICTIC_REFERENCE
E099	f56r	H5	H5-S006	keol	PROC066	K+E+OL	ZUDOSIEREN · KURZ · FORTSETZEN	OPERATION_SIGN+BOUND_GRADE+RELATION_ADDRESS_SIGN
E100	f56r	H5	H5-S006	daiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E101	f81v	B1	B1-S001	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E102	f81v	B1	B1-S002	okaiin	PROC038	OK+AIIN	ANSETZEN · MASS	OPERATION_SIGN+MEASURE_STAGE_SIGN
E103	f81v	B1	B1-S002	kair	PROC068	K+AIR	ZUDOSIEREN · LAUF	OPERATION_SIGN+STATE_OBJECT_SIGN
E104	f81v	B1	B1-S002	okal	PROC048	OK+AL	ANSETZEN · ZIEL	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E105	f81v	B1	B1-S002	sar	PROC003	AR	QUELLE	RELATION_ADDRESS_SIGN
E106	f81v	B1	B1-S002	ol	PROC013	OL	FORTSETZEN	RELATION_ADDRESS_SIGN
E107	f81v	B1	B1-S002	kain	PROC069	K+AIN	ZUDOSIEREN · PORTION	OPERATION_SIGN+MEASURE_STAGE_SIGN
E108	f81v	B1	B1-S002	olkain	PROC070	OL+K+AIN	FORTSETZEN · ZUDOSIEREN · PORTION	RELATION_ADDRESS_SIGN+OPERATION_SIGN+MEASURE_STAGE_SIGN
E109	f81v	B1	B1-S002	al	PROC055	AL	ZIEL	RELATION_ADDRESS_SIGN
E110	f81v	B1	B1-S002	ol	PROC013	OL	FORTSETZEN	RELATION_ADDRESS_SIGN
E111	f81v	B1	B1-S002	rol	PROC071	R+OL	KUEHLEN · FORTSETZEN	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E112	f81v	B1	B1-S002	dl	PROC072	L	WEITERLEITEN	OPERATION_SIGN
E113	f81v	B1	B1-S002	olor	PROC022	OL+OR	FORTSETZEN · ANSATZ	RELATION_ADDRESS_SIGN+STATE_OBJECT_SIGN
E114	f81v	B1	B1-S002	ol	PROC013	OL	FORTSETZEN	RELATION_ADDRESS_SIGN
E115	f81v	B1	B1-S002	sheckhal	PROC073	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIEL	OPERATION_SIGN+BOUND_GRADE+STATE_OBJECT_SIGN+RELATION_ADDRESS_SIGN
E116	f81v	B1	B1-S002	daiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E117	f81v	B1	B1-S002	qokeedal	PROC074	OK+EE+AL	ANSETZEN · LANG · ZIEL	OPERATION_SIGN+BOUND_GRADE+RELATION_ADDRESS_SIGN
E118	f81v	B1	B1-S002	daiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E119	f81v	B1	B1-S002	chckhy	PROC075	CKH+Y	DURCHLASS · DIES	STATE_OBJECT_SIGN+DEICTIC_REFERENCE
E120	f81v	B1	B1-S002	schedy	PROC076	CHD+DY	UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E121	f81v	B1	B1-S003	qol	PROC013	OL	FORTSETZEN	RELATION_ADDRESS_SIGN
E122	f81v	B1	B1-S003	sshkchdy	PROC077	SH+K+CHD+DY	HALTEN · ZUDOSIEREN · UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E123	f81v	B1	B1-S004	chedy	PROC042	CHD+Y	UMSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E124	f81v	B1	B1-S004	ol	PROC013	OL	FORTSETZEN	RELATION_ADDRESS_SIGN
E125	f81v	B1	B1-S004	shedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E126	f81v	B1	B1-S005	qolchedy	PROC079	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	RELATION_ADDRESS_SIGN+OPERATION_SIGN+BOUND_ENDPOINT
E127	f81v	B1	B1-S006	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	OPERATION_SIGN+MEASURE_STAGE_SIGN
E128	f81v	B1	B1-S006	shckhy	PROC075	CKH+Y	DURCHLASS · DIES	STATE_OBJECT_SIGN+DEICTIC_REFERENCE
E129	f81v	B1	B1-S006	dl	PROC072	L	WEITERLEITEN	OPERATION_SIGN
E130	f81v	B1	B1-S006	ral	PROC081	R+AL	KUEHLEN · ZIEL	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E131	f81v	B1	B1-S007	qokchdy	PROC082	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E132	f81v	B1	B1-S008	chey	PROC019	Y	DIES	DEICTIC_REFERENCE
E133	f81v	B1	B1-S008	ol	PROC013	OL	FORTSETZEN	RELATION_ADDRESS_SIGN
E134	f81v	B1	B1-S008	cheky	PROC083	CHK+E+Y	WAERMEN · KURZ · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E135	f81v	B1	B1-S008	ol	PROC013	OL	FORTSETZEN	RELATION_ADDRESS_SIGN
E136	f81v	B1	B1-S008	shedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E137	f81v	B1	B1-S009	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E138	f81v	B1	B1-S010	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E139	f81v	B1	B1-S011	chckhy	PROC075	CKH+Y	DURCHLASS · DIES	STATE_OBJECT_SIGN+DEICTIC_REFERENCE
E140	f81v	B1	B1-S011	qoky	PROC008	OK+Y	ANSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E141	f81v	B1	B1-S012	lsho	PROC084	LSH+O	WASCHEN · GANG	OPERATION_SIGN+STATE_OBJECT_SIGN
E142	f81v	B1	B1-S012	qokey	PROC085	OK+E+Y	ANSETZEN · KURZ · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E143	f81v	B1	B1-S012	lshedy	PROC086	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E144	f81v	B1	B1-S013	lshedy	PROC086	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E145	f81v	B1	B1-S014	chedy	PROC042	CHD+Y	UMSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E146	f81v	B1	B1-S014	qolky	PROC087	SOLK+Y	AUFFANGEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E147	f81v	B1	B1-S014	lchedal	PROC088	L+CHD+AL	WEITERLEITEN · UMSETZEN · ZIEL	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E148	f81v	B1	B1-S014	qol	PROC013	OL	FORTSETZEN	RELATION_ADDRESS_SIGN
E149	f81v	B1	B1-S014	otar	PROC089	OT+AR	DANACH · QUELLE	RELATION_ADDRESS_SIGN
E150	f81v	B1	B1-S015	ytey	PROC090	T+E+Y	EINTRAGEN · KURZ · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E151	f81v	B1	B1-S015	okchedy	PROC091	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E152	f81v	B1	B1-S016	qokal	PROC048	OK+AL	ANSETZEN · ZIEL	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E153	f81v	B1	B1-S016	okeey	PROC092	OK+EE+Y	ANSETZEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E154	f81v	B1	B1-S016	qol	PROC013	OL	FORTSETZEN	RELATION_ADDRESS_SIGN
E155	f81v	B1	B1-S016	cheedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E156	f81v	B1	B1-S017	sal	PROC055	AL	ZIEL	RELATION_ADDRESS_SIGN
E157	f81v	B1	B1-S017	teol	PROC093	E+OL	KURZ · FORTSETZEN	BOUND_GRADE+RELATION_ADDRESS_SIGN
E158	f81v	B1	B1-S017	dchdy	PROC094	CHD+DY	UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E159	f81v	B1	B1-S018	ly	PROC095	L+Y	WEITERLEITEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E160	f81v	B1	B1-S018	dsheol	PROC096	SH+E+OL	HALTEN · KURZ · FORTSETZEN	OPERATION_SIGN+BOUND_GRADE+RELATION_ADDRESS_SIGN
E161	f81v	B1	B1-S018	oiiin	PROC097	O+IIN	GANG · STUFE	STATE_OBJECT_SIGN+MEASURE_STAGE_SIGN
E162	f81v	B1	B1-S018	olkeedy	PROC098	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E163	f81v	B1	B1-S019	tedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E164	f81v	B1	B1-S020	cheky	PROC083	CHK+E+Y	WAERMEN · KURZ · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E165	f81v	B1	B1-S020	shckhedy	PROC099	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	OPERATION_SIGN+STATE_OBJECT_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E166	f81v	B1	B1-S021	chal	PROC055	AL	ZIEL	RELATION_ADDRESS_SIGN
E167	f82r	B2	B2-S001	dchedy	PROC076	CHD+DY	UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E168	f82r	B2	B2-S002	qolchedy	PROC079	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	RELATION_ADDRESS_SIGN+OPERATION_SIGN+BOUND_ENDPOINT
E169	f82r	B2	B2-S003	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	OPERATION_SIGN+MEASURE_STAGE_SIGN
E170	f82r	B2	B2-S003	dy	PROC019	Y	DIES	DEICTIC_REFERENCE
E171	f82r	B2	B2-S003	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E172	f82r	B2	B2-S004	qokal	PROC048	OK+AL	ANSETZEN · ZIEL	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E173	f82r	B2	B2-S004	lcheckhy	PROC101	L+CKH+Y	WEITERLEITEN · DURCHLASS · DIES	OPERATION_SIGN+STATE_OBJECT_SIGN+DEICTIC_REFERENCE
E174	f82r	B2	B2-S004	lched	PROC102	L+CHD	WEITERLEITEN · UMSETZEN	OPERATION_SIGN
E175	f82r	B2	B2-S004	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E176	f82r	B2	B2-S004	lcheckhedy	PROC103	L+CKH+E+DY	WEITERLEITEN · DURCHLASS · KURZ · SCHLUSS	OPERATION_SIGN+STATE_OBJECT_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E177	f82r	B2	B2-S005	qokaly	PROC104	OK+AL+Y	ANSETZEN · ZIEL · DIES	OPERATION_SIGN+RELATION_ADDRESS_SIGN+DEICTIC_REFERENCE
E178	f82r	B2	B2-S005	solkaiin	PROC105	SOLK+AIIN	AUFFANGEN · MASS	OPERATION_SIGN+MEASURE_STAGE_SIGN
E179	f82r	B2	B2-S005	chckhy	PROC075	CKH+Y	DURCHLASS · DIES	STATE_OBJECT_SIGN+DEICTIC_REFERENCE
E180	f82r	B2	B2-S005	qokaiin	PROC038	OK+AIIN	ANSETZEN · MASS	OPERATION_SIGN+MEASURE_STAGE_SIGN
E181	f82r	B2	B2-S005	qokaiin	PROC038	OK+AIIN	ANSETZEN · MASS	OPERATION_SIGN+MEASURE_STAGE_SIGN
E182	f82r	B2	B2-S005	octheol	PROC106	O+CTH+E+OL	GANG · BEREIT · KURZ · FORTSETZEN	STATE_OBJECT_SIGN+BOUND_GRADE+RELATION_ADDRESS_SIGN
E183	f82r	B2	B2-S005	chkeey	PROC107	CHK+EE+Y	WAERMEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E184	f82r	B2	B2-S005	ldy	PROC108	L+DY	WEITERLEITEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E185	f82r	B2	B2-S006	oteey	PROC109	OT+EE+Y	DANACH · LANG · DIES	RELATION_ADDRESS_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E186	f82r	B2	B2-S006	qokal	PROC048	OK+AL	ANSETZEN · ZIEL	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E187	f82r	B2	B2-S006	sheckhy	PROC110	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	OPERATION_SIGN+BOUND_GRADE+STATE_OBJECT_SIGN+DEICTIC_REFERENCE
E188	f82r	B2	B2-S006	qoky	PROC008	OK+Y	ANSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E189	f82r	B2	B2-S007	dshedy	PROC111	SH+E+DY	HALTEN · KURZ · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E190	f82r	B2	B2-S008	sotaiin	PROC112	OT+AIIN	DANACH · MASS	RELATION_ADDRESS_SIGN+MEASURE_STAGE_SIGN
