page	page_title_de	unit	section	orders	owner_or_handle_de	surface_sequence	atomic_root_sequence_de	dictionary_literal_de	fluent_workshop_reading_de	predicted_surface_sequence	source_unit_copies
f56r	Pflanzenblatt D — feuchte Standortpflanze	H5-S001	WHAT	WH06	WH06:Bildprodukt D.P1	chochor cho chodaly daiin cho kchol otchor qoky dal	TEIL · ENTNEHMEN · ANSATZ ; TEIL ; TEIL · ZIELSTELLE · POSTEN ; MASS ; TEIL ; ZUGEBEN · FORTSETZEN ; DANACH · ENTNEHMEN · ANSATZ ; ANSETZEN · POSTEN ; ZIELSTELLE	TEIL · ENTNEHMEN · ANSATZ; TEIL; TEIL · ZIELSTELLE · POSTEN; EIN KLEINER SCHOEPFBECHER; TEIL; ZUGEBEN · FORTSETZEN; DANACH · ENTNEHMEN · ANSATZ; ANSETZEN · POSTEN; ZIELSTELLE	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.	chochor cho chodaly daiin cho kchol otchor qoky dal	1
f56r	Pflanzenblatt D — feuchte Standortpflanze	H5-S002	WHAT	WH06	WH06:Bildprodukt D.P1	schol choy qoky cheeckhody	DAVON ; TEIL · POSTEN ; ANSETZEN · POSTEN ; ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLIESSEN	DAVON; TEIL · POSTEN; ANSETZEN · POSTEN; ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLIESSEN	Bei der mehrkoepfigen stacheligen Pflanze: Davon, die Zutat als laufenden Posten fuehren und ansetzen; laenger im Arbeitsgang durch den Durchlass entnehmen und schliessen.	schol choy qoky cheeckhody	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S001	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	qokedy	ANSETZEN · KURZ · SCHLIESSEN	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz ansetzen und den Schritt schliessen.	qokedy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S002	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	qokaiin kair qokal char ol kain olkain dal ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	ANSETZEN · MASS ; ZUGEBEN · LAUF ; ANSETZEN · ZIELSTELLE ; QUELLE ; FORTSETZEN ; ZUGEBEN · PORTION ; FORTSETZEN · ZUGEBEN · PORTION ; ZIELSTELLE ; FORTSETZEN ; KUEHL · FORTSETZEN ; LEITEN ; FORTSETZEN · ANSATZ ; FORTSETZEN ; HALTEN · KURZ · DURCHLASS · ZIELSTELLE ; MASS ; ANSETZEN · LANG · ZIELSTELLE ; MASS ; DURCHLASS · POSTEN ; UMSETZEN · SCHLIESSEN	ANSETZEN · EIN KLEINER SCHOEPFBECHER; ZUGEBEN · LAUF; ANSETZEN · ZIELSTELLE; QUELLE; FORTSETZEN; ZUGEBEN · EIN ABGEGRENZTER TEIL; WEITER · ZUGEBEN · EIN ABGEGRENZTER TEIL; ZIELSTELLE; FORTSETZEN; KUEHL · FORTSETZEN; LEITEN; FORTSETZEN · ANSATZ; FORTSETZEN; HALTEN · KURZ · DURCHLASS · ZIELSTELLE; EIN KLEINER SCHOEPFBECHER; ANSETZEN · LANG · ZIELSTELLE; EIN KLEINER SCHOEPFBECHER; DURCHLASS · POSTEN; UMSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Nach Sollmass ansetzen und das laufende Wasser zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und leiten. Den Ansatz weiterarbeiten, kurz am Durchlass der Zielstelle halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.	qokaiin kair qokal char ol kain olkain dal ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S003	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	ol sshkchdy	FORTSETZEN ; HALTEN · ZUGEBEN · UMSETZEN · SCHLIESSEN	FORTSETZEN; HALTEN · ZUGEBEN · UMSETZEN · SCHLIESSEN	Am gemeinsamen zweireihigen Becken: Weiterarbeiten; dann halten, zugeben und umsetzen; den Schritt schliessen.	ol sshkchdy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S004	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	chedy ol shedy	UMSETZEN · POSTEN ; FORTSETZEN ; RUHEN · SCHLIESSEN	UMSETZEN · POSTEN; FORTSETZEN; STEHENLASSEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Den laufenden Posten umsetzen; dann weiterarbeiten; dann stehen lassen; den Schritt schliessen.	chedy ol shedy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S005	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	qolchedy	FORTSETZEN · UMSETZEN · SCHLIESSEN	WEITER · UMSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Weiter umsetzen; den Schritt schliessen.	qolchedy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S006	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	qokain chckhy dl ral	ANSETZEN · PORTION ; DURCHLASS · POSTEN ; LEITEN ; KUEHL · ZIELSTELLE	ANSETZEN · EIN ABGEGRENZTER TEIL; DURCHLASS · POSTEN; LEITEN; KUEHL · ZIELSTELLE	Am gemeinsamen zweireihigen Becken: Als Portion ansetzen; dann den laufenden Posten durch den Durchlass; dann leiten; dann zur Zielstelle kuehlen.	qokain chckhy dl ral	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S007	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	qokchdy	ANSETZEN · UMSETZEN · SCHLIESSEN	ANSETZEN · UMSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Ansetzen und umsetzen; den Schritt schliessen.	qokchdy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S008	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	chey ol cheky ol shedy	POSTEN ; FORTSETZEN ; WAERMEN · KURZ · POSTEN ; FORTSETZEN ; RUHEN · SCHLIESSEN	POSTEN; FORTSETZEN; WAERMEN · EIN KURZER ARBEITSGANG · POSTEN; FORTSETZEN; STEHENLASSEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und weiterarbeiten, kurz erwaermen, weiterfuehren, stehen lassen und den Schritt schliessen.	chey ol cheky ol shedy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S009	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	qokedy	ANSETZEN · KURZ · SCHLIESSEN	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	qokedy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S010	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	qokedy	ANSETZEN · KURZ · SCHLIESSEN	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	qokedy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S011	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	chckhy qoky	DURCHLASS · POSTEN ; ANSETZEN · POSTEN	DURCHLASS · POSTEN; ANSETZEN · POSTEN	Am gemeinsamen zweireihigen Becken: Den laufenden Posten durch den Durchlass; dann ihn ansetzen.	chckhy qoky	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S012	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	lsho okey lshedy	SPUELEN · ARBEITSGANG ; ANSETZEN · KURZ · POSTEN ; SPUELEN · KURZ · SCHLIESSEN	SPUELEN · ARBEITSGANG; ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN; SPUELEN · KURZ · SCHLIESSEN	Am gemeinsamen zweireihigen Becken: Im Arbeitsgang spuelen, den Posten kurz ansetzen, nochmals kurz spuelen und den Schritt schliessen.	lsho okey lshedy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S013	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	lshedy	SPUELEN · KURZ · SCHLIESSEN	SPUELEN · KURZ · SCHLIESSEN	Am gemeinsamen zweireihigen Becken: Kurz spuelen und den Schritt schliessen.	lshedy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S014	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	chedy qolky lchedal ol otar	UMSETZEN · POSTEN ; SAMMELN · POSTEN ; LEITEN · UMSETZEN · ZIELSTELLE ; FORTSETZEN ; DANACH · QUELLE	UMSETZEN · POSTEN; SAMMELN · POSTEN; LEITEN · UMSETZEN · ZIELSTELLE; FORTSETZEN; DANACH · QUELLE	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und sammeln; zur Zielstelle leiten und umsetzen, dort weiterarbeiten und danach zur Quelle wechseln.	chedy qolky lchedal ol otar	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S015	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	ytey okchedy	BEARBEITEN · KURZ · POSTEN ; ANSETZEN · UMSETZEN · SCHLIESSEN	BEARBEITEN · KURZ · POSTEN; ANSETZEN · UMSETZEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Den laufenden Posten kurz bearbeiten; dann ansetzen und umsetzen; den Schritt schliessen.	ytey okchedy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S016	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	qokal qokeey ol shedy	ANSETZEN · ZIELSTELLE ; ANSETZEN · LANG · POSTEN ; FORTSETZEN ; RUHEN · SCHLIESSEN	ANSETZEN · ZIELSTELLE; ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN; FORTSETZEN; STEHENLASSEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Zur Zielstelle ansetzen; dann laenger den laufenden Posten ansetzen; dann weiterarbeiten; dann stehen lassen; den Schritt schliessen.	qokal qokeey ol shedy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S017	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	dal teol dchdy	ZIELSTELLE ; KURZ · FORTSETZEN ; UMSETZEN · SCHLIESSEN	ZIELSTELLE; KURZ · FORTSETZEN; UMSETZEN · SCHLIESSEN	Am gemeinsamen zweireihigen Becken: An der Zielstelle kurz weiterarbeiten, umsetzen und den Schritt schliessen.	dal teol dchdy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S018	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	ly dsheol oiiin olkeedy	LEITEN · POSTEN ; HALTEN · KURZ · FORTSETZEN ; ARBEITSGANG · STUFE ; SAMMELN · LANG · SCHLIESSEN	LEITEN · POSTEN; HALTEN · KURZ · FORTSETZEN; ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE; SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	Am gemeinsamen zweireihigen Becken: Den laufenden Posten leiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger sammeln; den Schritt schliessen.	ly dsheol oiiin olkeedy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S019	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	shedy	RUHEN · SCHLIESSEN	STEHENLASSEN · SCHLUSS	Am gemeinsamen zweireihigen Becken: Stehen lassen; den Schritt schliessen.	shedy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S020	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	cheky shckhedy	WAERMEN · KURZ · POSTEN ; HALTEN · DURCHLASS · KURZ · SCHLIESSEN	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN; HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.	cheky shckhedy	1
f81v	Badblatt A — gemeinsames zweireihiges Becken	B1-S021	HOW	WH01	WH01:gemeinsame zweireihige Figuren-/Beckenstation	dal	ZIELSTELLE	ZIELSTELLE	Am gemeinsamen zweireihigen Becken: Die Zielstelle festlegen.	dal	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S001	HOW	WH02	WH02:oberes Beckenpaar mit Zylinder	schedy	UMSETZEN · SCHLIESSEN	UMSETZEN · SCHLUSS	An den oberen Paarbecken mit Zylinder: Umsetzen und den Schritt schliessen.	schedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S002	HOW	WH02	WH02:oberes Beckenpaar mit Zylinder	qolchedy	FORTSETZEN · UMSETZEN · SCHLIESSEN	WEITER · UMSETZEN · SCHLUSS	An den oberen Paarbecken mit Zylinder: Weiter umsetzen; den Schritt schliessen.	qolchedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S003	HOW	WH02	WH02:oberes Beckenpaar mit Zylinder	qokain chey qokeedy	ANSETZEN · PORTION ; POSTEN ; ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · EIN ABGEGRENZTER TEIL; POSTEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.	qokain chey qokeedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S004	HOW	WH02	WH02:oberes Beckenpaar mit Zylinder	qokal lcheckhy lched qokeey lcheckhedy	ANSETZEN · ZIELSTELLE ; LEITEN · DURCHLASS · POSTEN ; LEITEN · UMSETZEN ; ANSETZEN · LANG · POSTEN ; LEITEN · DURCHLASS · KURZ · SCHLIESSEN	ANSETZEN · ZIELSTELLE; LEITEN · DURCHLASS · POSTEN; LEITEN · UMSETZEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN; LEITEN · DURCHLASS · KURZ · SCHLIESSEN	An den oberen Paarbecken mit Zylinder: An der Zielstelle ansetzen; den Posten durch den Durchlass leiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass leiten und schliessen.	qokal lcheckhy lched qokeey lcheckhedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S005	HOW	WH02	WH02:oberes Beckenpaar mit Zylinder	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	ANSETZEN · ZIELSTELLE · POSTEN ; SAMMELN · MASS ; DURCHLASS · POSTEN ; ANSETZEN · MASS ; ANSETZEN · MASS ; ARBEITSGANG · BEREIT · KURZ · FORTSETZEN ; WAERMEN · LANG · POSTEN ; LEITEN · SCHLIESSEN	ANSETZEN · ZIELSTELLE · POSTEN; SAMMELN · MASS; DURCHLASS · POSTEN; ANSETZEN · EIN KLEINER SCHOEPFBECHER; ANSETZEN · EIN KLEINER SCHOEPFBECHER; ARBEITSGANG · BEREIT · KURZ · FORTSETZEN; WAERMEN · LANG · POSTEN; LEITEN · SCHLUSS	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass sammeln. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S006	HOW	WH02	WH02:oberes Beckenpaar mit Zylinder	oteey qokal sheckhy qoky	DANACH · LANG · POSTEN ; ANSETZEN · ZIELSTELLE ; HALTEN · KURZ · DURCHLASS · POSTEN ; ANSETZEN · POSTEN	DANACH LANG HALTEN; ANSETZEN · ZIELSTELLE; HALTEN · KURZ · DURCHLASS · POSTEN; ANSETZEN · POSTEN	An den oberen Paarbecken mit Zylinder: Danach laenger den laufenden Posten; dann zur Zielstelle ansetzen; dann ihn kurz durch den Durchlass halten; dann ihn ansetzen.	oteey qokal sheckhy qoky	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S007	HOW	WH02	WH02:mittleres linkes Handgerät mit Inline-Knoten	dshedy	HALTEN · KURZ · SCHLIESSEN	HALTEN · KURZ · SCHLIESSEN	An der linken Mittelstation mit Zwischenknoten: Kurz halten; den Schritt schliessen.	dshedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S008	HOW	WH02	WH02:mittleres linkes Handgerät mit Inline-Knoten	otaiin qokar shedy	DANACH · MASS ; ANSETZEN · QUELLE ; RUHEN · SCHLIESSEN	DANACH · EIN KLEINER SCHOEPFBECHER; ANSETZEN · QUELLE; STEHENLASSEN · SCHLUSS	An der linken Mittelstation mit Zwischenknoten: Danach nach Sollmass; dann aus der Quelle ansetzen; dann stehen lassen; den Schritt schliessen.	otaiin qokar shedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S009	HOW	WH02	WH02:mittleres linkes Handgerät mit Inline-Knoten	solshedy	FORTSETZEN · HALTEN · KURZ · SCHLIESSEN	FORTSETZEN · HALTEN · KURZ · SCHLIESSEN	An der linken Mittelstation mit Zwischenknoten: Kurz weiter halten; den Schritt schliessen.	solshedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S010	HOW	WH02	WH02:mittleres linkes Handgerät mit Inline-Knoten	qokeey qoky ls cheey	ANSETZEN · LANG · POSTEN ; ANSETZEN · POSTEN ; FORTSETZEN ; HALTEN · LANG · POSTEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN; ANSETZEN · POSTEN; FORTSETZEN; LANG HALTEN	An der linken Mittelstation mit Zwischenknoten: Laenger den laufenden Posten ansetzen; dann ihn ansetzen; dann weiterarbeiten; dann ihn laenger halten.	qokeey qoky ls cheey	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S011	HOW	WH02	WH02:mittlere rechte unklare Station	qokain char qokain qokeedy	ANSETZEN · PORTION ; QUELLE ; ANSETZEN · PORTION ; ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · EIN ABGEGRENZTER TEIL; QUELLE; ANSETZEN · EIN ABGEGRENZTER TEIL; ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	An der rechten unklaren Mittelstation: Eine Portion ansetzen, aus der Quelle eine zweite Portion ansetzen, laenger ansetzen und schliessen.	qokain char qokain qokeedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S012	HOW	WH02	WH02:mittlere rechte unklare Station -> unteres grünes Mehrfigurenbecken	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	LEITEN · ENTNEHMEN · POSTEN ; HALTEN · LANG · POSTEN ; BEREIT · KURZ · POSTEN ; ANSETZEN · LANG · POSTEN ; LEITEN · LANG · POSTEN ; MASS ; POSTEN ; ANSETZEN · VOLLSTAENDIG · SCHLIESSEN	LEITEN · ENTNEHMEN · POSTEN; LANG HALTEN; BEREITEN · EIN KURZER ARBEITSGANG · POSTEN; ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN; LEITEN · LANG · POSTEN; EIN KLEINER SCHOEPFBECHER; POSTEN; ANSETZEN · VOLLSTAENDIG · SCHLIESSEN	An der rechten unklaren Mittelstation und am unteren gruenen Figurenbecken: Den Posten leiten und entnehmen; laenger halten, kurz bereitet halten, laenger ansetzen und laenger leiten; nach Sollmass beibehalten, vollstaendig ansetzen und schliessen.	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S013	HOW	WH02	WH02:unteres grünes Mehrfigurenbecken	lchedy	LEITEN · UMSETZEN · SCHLIESSEN	LEITEN · UMSETZEN · SCHLUSS	Am unteren gruenen Figurenbecken: Leiten und umsetzen; den Schritt schliessen.	lchedy	1
f82r	Badblatt B — mehrere lokale Stationen	B2-S014	HOW	WH02	WH02:unteres grünes Mehrfigurenbecken	lar	LEITEN · QUELLE	LEITEN · QUELLE	Am unteren gruenen Figurenbecken: Aus der Quelle leiten.	lar	1
