exact_card_id	registered_surfaces	component_recipe	component_values_de	working_reading_de	exact_semantic_rebuild	card_tier	core15_components	core15_touch	fully_core15	events	copy_rule
PROC026	tshol	T+SH+OL	ANWENDEN · HALTEN · WEITER	ANWENDEN · HALTEN · WEITER	YES	PRODUCTIVE_RECIPE	OL	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC027	schoal	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	HALTEN · ARBEITSGANG · ZIELSTELLE	YES	PRODUCTIVE_RECIPE	AL	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC028	cfhy	CFH+Y	AUSWRINGEN · DIES	AUSWRINGEN · DIES	YES	LOCAL_SINGLETON_PLUS_RULES	Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC029	shfydaiin	SH+Y+AIIN	HALTEN · DIES · SOLLMASS	HALTEN · DIES · SOLLMASS	YES	PRODUCTIVE_RECIPE	Y+AIIN	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC030	cphy	P+Y	FUELLEN · DIES	FUELLEN · DIES	YES	PRODUCTIVE_RECIPE	Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC031	cheey|shey	SH+EE+Y	HALTEN · LANG · DIES	HALTEN · LANG · DIES	YES	PRODUCTIVE_RECIPE	EE+Y	YES	NO	4	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC157	sheey	SH+EE+Y	HALTEN · LANG · DIES	HALTEN · LANG · DIES	YES	PRODUCTIVE_RECIPE	EE+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC032	tchody	T+CH+O+DY	ANWENDEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	ANWENDEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	YES	PRODUCTIVE_RECIPE	DY	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC033	shoyty	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · DIES · ANWENDEN · DIES	HALTEN · ARBEITSGANG · DIES · ANWENDEN · DIES	YES	PRODUCTIVE_RECIPE	Y+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC034	dchol|schol	RESUME_CARD	WIEDERAUFNEHMEN	WIEDERAUFNEHMEN	YES	MEMORIZED_WHOLE_CARD	NONE	NO	NO	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC035	kchy	K+Y	ZUGEBEN · DIES	ZUGEBEN · DIES	YES	PRODUCTIVE_RECIPE	K+Y	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC036	qotchy	OT+Y	DANACH · DIES	DANACH · DIES	YES	PRODUCTIVE_RECIPE	OT+Y	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC065	otchey	OT+Y	DANACH · DIES	DANACH · DIES	YES	PRODUCTIVE_RECIPE	OT+Y	YES	YES	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC037	okchol	OK+OL	ANSETZEN · WEITER	ANSETZEN · WEITER	YES	PRODUCTIVE_RECIPE	OK+OL	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC160	qokol	OK+OL	ANSETZEN · WEITER	ANSETZEN · WEITER	YES	PRODUCTIVE_RECIPE	OK+OL	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC038	okaiin|qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	ANSETZEN · SOLLMASS	YES	PRODUCTIVE_RECIPE	OK+AIIN	YES	YES	9	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC039	ykain	Y+K+AIN	DIES · ZUGEBEN · PORTION	DIES · ZUGEBEN · PORTION	YES	PRODUCTIVE_RECIPE	Y+K+AIN	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC040	ykan	Y+K+AN	DIES · ZUGEBEN · NACHGABE	DIES · ZUGEBEN · NACHGABE	YES	BOUND_VARIANT_PLUS_RULES	Y+K	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC041	ody	O+DY	ARBEITSGANG · SCHLUSS	ARBEITSGANG · SCHLUSS	YES	PRODUCTIVE_RECIPE	DY	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC042	chdy|chedy	CHD+Y	UMSETZEN · DIES	UMSETZEN · DIES	YES	PRODUCTIVE_RECIPE	CHD+Y	YES	YES	11	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC133	chedchy	CHD+Y	UMSETZEN · DIES	UMSETZEN · DIES	YES	PRODUCTIVE_RECIPE	CHD+Y	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC043	talam	TALAM	VERWAHREN	VERWAHREN	YES	MEMORIZED_WHOLE_CARD	NONE	NO	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC044	ykaiin	Y+K+AIIN	DIES · ZUGEBEN · SOLLMASS	DIES · ZUGEBEN · SOLLMASS	YES	PRODUCTIVE_RECIPE	Y+K+AIIN	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC045	cheoar	CH+E+O+AR	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	YES	PRODUCTIVE_RECIPE	E+AR	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC046	cheeky	CHK+EE+Y	WAERMEN · LANG · DIES	WAERMEN · LANG · DIES	YES	PRODUCTIVE_RECIPE	EE+Y	YES	NO	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC107	chkeey	CHK+EE+Y	WAERMEN · LANG · DIES	WAERMEN · LANG · DIES	YES	PRODUCTIVE_RECIPE	EE+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC047	oldy	OL+DY	WEITER · SCHLUSS	WEITER · SCHLUSS	YES	PRODUCTIVE_RECIPE	OL+DY	YES	YES	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC048	okal|qokal	OK+AL	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	YES	PRODUCTIVE_RECIPE	OK+AL	YES	YES	6	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC049	oltchy	OL+T+Y	WEITER · ANWENDEN · DIES	WEITER · ANWENDEN · DIES	YES	PRODUCTIVE_RECIPE	OL+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC050	orain	OR+AIN	ANSATZ · PORTION	ANSATZ · PORTION	YES	PRODUCTIVE_RECIPE	AIN	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC051	chochor	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	ZUTAT · ENTNEHMEN · ANSATZ	YES	PRODUCTIVE_RECIPE	NONE	NO	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC052	cho|sho	HO	ZUTAT	ZUTAT	YES	PRODUCTIVE_RECIPE	NONE	NO	NO	4	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC053	chodaly	HO+AL+Y	ZUTAT · ZIELSTELLE · DIES	ZUTAT · ZIELSTELLE · DIES	YES	PRODUCTIVE_RECIPE	AL+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC054	kchol	K+OL	ZUGEBEN · WEITER	ZUGEBEN · WEITER	YES	PRODUCTIVE_RECIPE	K+OL	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC055	al|chal|cheal|dal|sal|tal	AL	ZIELSTELLE	ZIELSTELLE	YES	PRODUCTIVE_RECIPE	AL	YES	YES	10	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC056	choy	HO+Y	ZUTAT · DIES	ZUTAT · DIES	YES	PRODUCTIVE_RECIPE	Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC057	cheeckhody	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	YES	PRODUCTIVE_RECIPE	EE+DY	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC058	sh	SH	HALTEN	HALTEN	YES	PRODUCTIVE_RECIPE	NONE	NO	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC059	kchey	K+E+Y	ZUGEBEN · KURZ · DIES	ZUGEBEN · KURZ · DIES	YES	PRODUCTIVE_RECIPE	K+E+Y	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC060	qokokchy	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	ANSETZEN · ANSETZEN · DIES	YES	PRODUCTIVE_RECIPE	OK+OK+Y	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC061	chokcheo	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	YES	PRODUCTIVE_RECIPE	OK+E	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC062	kchal	K+AL	ZUGEBEN · ZIELSTELLE	ZUGEBEN · ZIELSTELLE	YES	PRODUCTIVE_RECIPE	K+AL	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC063	kchoar	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	ZUGEBEN · ZUTAT · QUELLE	YES	PRODUCTIVE_RECIPE	K+AR	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC064	sotodan	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	DANACH · ARBEITSGANG · PORTION	YES	PRODUCTIVE_RECIPE	OT+AIN	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC066	keol	K+E+OL	ZUGEBEN · KURZ · WEITER	ZUGEBEN · KURZ · WEITER	YES	PRODUCTIVE_RECIPE	K+E+OL	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	ANSETZEN · KURZ · SCHLUSS	YES	PRODUCTIVE_RECIPE	OK+E+DY	YES	YES	8	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC068	kair	K+AIR	ZUGEBEN · WASSER	ZUGEBEN · WASSER	YES	PRODUCTIVE_RECIPE	K	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC069	chkain|kain	K+AIN	ZUGEBEN · PORTION	ZUGEBEN · PORTION	YES	PRODUCTIVE_RECIPE	K+AIN	YES	YES	3	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC070	olkain|qolkain	OL+K+AIN	WEITER · ZUGEBEN · PORTION	WEITER · ZUGEBEN · PORTION	YES	PRODUCTIVE_RECIPE	OL+K+AIN	YES	YES	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC071	rol	R+OL	KUEHLEN · WEITER	KUEHLEN · WEITER	YES	PRODUCTIVE_RECIPE	OL	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC072	dl	L	LEITEN	LEITEN	YES	PRODUCTIVE_RECIPE	L	YES	YES	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC073	sheckhal	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	YES	PRODUCTIVE_RECIPE	E+AL	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC074	qokeedal	OK+EE+AL	ANSETZEN · LANG · ZIELSTELLE	ANSETZEN · LANG · ZIELSTELLE	YES	PRODUCTIVE_RECIPE	OK+EE+AL	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC075	chckhy|shckhy	CKH+Y	DURCHLASS · DIES	DURCHLASS · DIES	YES	PRODUCTIVE_RECIPE	Y	YES	NO	4	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC076	dchedy|schedy|tchedy	CHD+DY	UMSETZEN · SCHLUSS	UMSETZEN · SCHLUSS	YES	PRODUCTIVE_RECIPE	CHD+DY	YES	YES	4	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC094	dchdy	CHD+DY	UMSETZEN · SCHLUSS	UMSETZEN · SCHLUSS	YES	PRODUCTIVE_RECIPE	CHD+DY	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC077	sshkchdy	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	YES	PRODUCTIVE_RECIPE	K+CHD+DY	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC078	cheedy|shedy|tedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	YES	PRODUCTIVE_RECIPE	DY	YES	NO	12	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC079	olchedy|qolchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	WEITER · UMSETZEN · SCHLUSS	YES	PRODUCTIVE_RECIPE	OL+CHD+DY	YES	YES	3	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC080	okain|qokain	OK+AIN	ANSETZEN · PORTION	ANSETZEN · PORTION	YES	PRODUCTIVE_RECIPE	OK+AIN	YES	YES	7	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC081	ral	R+AL	KUEHLEN · ZIELSTELLE	KUEHLEN · ZIELSTELLE	YES	PRODUCTIVE_RECIPE	AL	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN · SCHLUSS	YES	PRODUCTIVE_RECIPE	OK+CHD+DY	YES	YES	3	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC091	okchedy|qokchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN · SCHLUSS	YES	PRODUCTIVE_RECIPE	OK+CHD+DY	YES	YES	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC083	cheky	CHK+E+Y	WAERMEN · KURZ · DIES	WAERMEN · KURZ · DIES	YES	PRODUCTIVE_RECIPE	E+Y	YES	NO	3	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC084	lsho	LSH+O	WASCHEN · ARBEITSGANG	WASCHEN · ARBEITSGANG	YES	PRODUCTIVE_RECIPE	NONE	NO	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC085	okey|qokey	OK+E+Y	ANSETZEN · KURZ · DIES	ANSETZEN · KURZ · DIES	YES	PRODUCTIVE_RECIPE	OK+E+Y	YES	YES	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC086	lshedy	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	WASCHEN · KURZ · SCHLUSS	YES	PRODUCTIVE_RECIPE	E+DY	YES	NO	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC087	qolky	SOLK+Y	SAMMELSTELLE · DIES	SAMMELSTELLE · DIES	YES	PRODUCTIVE_RECIPE	Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC088	lchedal	L+CHD+AL	LEITEN · UMSETZEN · ZIELSTELLE	LEITEN · UMSETZEN · ZIELSTELLE	YES	PRODUCTIVE_RECIPE	L+CHD+AL	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC089	otar	OT+AR	DANACH · QUELLE	DANACH · QUELLE	YES	PRODUCTIVE_RECIPE	OT+AR	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC090	ytey	T+E+Y	ANWENDEN · KURZ · DIES	ANWENDEN · KURZ · DIES	YES	PRODUCTIVE_RECIPE	E+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC092	okeey|qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	ANSETZEN · LANG · DIES	YES	PRODUCTIVE_RECIPE	OK+EE+Y	YES	YES	7	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC093	teol	E+OL	KURZ · WEITER	KURZ · WEITER	YES	PRODUCTIVE_RECIPE	E+OL	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC095	ly	L+Y	LEITEN · DIES	LEITEN · DIES	YES	PRODUCTIVE_RECIPE	L+Y	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC096	dsheol	SH+E+OL	HALTEN · KURZ · WEITER	HALTEN · KURZ · WEITER	YES	PRODUCTIVE_RECIPE	E+OL	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC097	oiiin|soiiin	O+IIN	ARBEITSGANG · ARBEITSSTUFE	ARBEITSGANG · ARBEITSSTUFE	YES	PRODUCTIVE_RECIPE	NONE	NO	NO	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC098	olkeedy|solkeedy	SOLK+EE+DY	SAMMELSTELLE · LANG · SCHLUSS	SAMMELSTELLE · LANG · SCHLUSS	YES	PRODUCTIVE_RECIPE	EE+DY	YES	NO	3	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC099	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	HALTEN · DURCHLASS · KURZ · SCHLUSS	YES	PRODUCTIVE_RECIPE	E+DY	YES	NO	3	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	ANSETZEN · LANG · SCHLUSS	YES	PRODUCTIVE_RECIPE	OK+EE+DY	YES	YES	10	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC101	lcheckhy	L+CKH+Y	LEITEN · DURCHLASS · DIES	LEITEN · DURCHLASS · DIES	YES	PRODUCTIVE_RECIPE	L+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC102	lched	L+CHD	LEITEN · UMSETZEN	LEITEN · UMSETZEN	YES	PRODUCTIVE_RECIPE	L+CHD	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC103	lcheckhedy	L+CKH+E+DY	LEITEN · DURCHLASS · KURZ · SCHLUSS	LEITEN · DURCHLASS · KURZ · SCHLUSS	YES	PRODUCTIVE_RECIPE	L+E+DY	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC104	qokaly	OK+AL+Y	ANSETZEN · ZIELSTELLE · DIES	ANSETZEN · ZIELSTELLE · DIES	YES	PRODUCTIVE_RECIPE	OK+AL+Y	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC105	solkaiin	SOLK+AIIN	SAMMELSTELLE · SOLLMASS	SAMMELSTELLE · SOLLMASS	YES	PRODUCTIVE_RECIPE	AIIN	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC106	octheol	O+CTH+E+OL	ARBEITSGANG · BEREITEN · KURZ · WEITER	ARBEITSGANG · BEREITEN · KURZ · WEITER	YES	PRODUCTIVE_RECIPE	E+OL	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC108	ldy	L+DY	LEITEN · SCHLUSS	LEITEN · SCHLUSS	YES	PRODUCTIVE_RECIPE	L+DY	YES	YES	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC109	oteey	OT+EE+Y	DANACH · LANG · DIES	DANACH · LANG · DIES	YES	PRODUCTIVE_RECIPE	OT+EE+Y	YES	YES	2	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC110	sheckhy	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	HALTEN · KURZ · DURCHLASS · DIES	YES	PRODUCTIVE_RECIPE	E+Y	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC111	dshedy	SH+E+DY	HALTEN · KURZ · SCHLUSS	HALTEN · KURZ · SCHLUSS	YES	PRODUCTIVE_RECIPE	E+DY	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC112	otaiin|sotaiin	OT+AIIN	DANACH · SOLLMASS	DANACH · SOLLMASS	YES	PRODUCTIVE_RECIPE	OT+AIIN	YES	YES	3	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC113	qokar	OK+AR	ANSETZEN · QUELLE	ANSETZEN · QUELLE	YES	PRODUCTIVE_RECIPE	OK+AR	YES	YES	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
PROC114	solshedy	OL+SH+E+DY	WEITER · HALTEN · KURZ · SCHLUSS	WEITER · HALTEN · KURZ · SCHLUSS	YES	PRODUCTIVE_RECIPE	OL+E+DY	YES	NO	1	SPEAK_BY_RECIPE__COPY_BY_EXACT_CARD
