apprentice_entry_id	entry_tier	lesson	recognition_form	workshop_value_de	image_value_de	surface_variants	events_or_atom_uses	copy_or_compose_rule_de
A014	PRODUCTIVE_ABBREVIATION	4	K	Material zugeben	Wert zuordnen	PRODUCTIVE_RENDERING	194	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A015	PRODUCTIVE_ABBREVIATION	3	AIIN	Sollmaß	verzeichneter Sollwert	PRODUCTIVE_RENDERING	191	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A016	PRODUCTIVE_ABBREVIATION	2	S	Arbeitsvariante auswählen	Bildklasse auswählen	PRODUCTIVE_RENDERING	182	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A017	PRODUCTIVE_ABBREVIATION	4	CHD	Arbeitsgut umsetzen	zu Gegen- oder Folgeplatz wechseln	PRODUCTIVE_RENDERING	164	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A018	PRODUCTIVE_ABBREVIATION	6	OR	Ansatz oder Zubereitung	Eintragsklasse	PRODUCTIVE_RENDERING	151	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A019	PRODUCTIVE_ABBREVIATION	6	L	entlang des Arbeitswegs führen	Bildverbindung	PRODUCTIVE_RENDERING	131	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A020	PRODUCTIVE_ABBREVIATION	4	T	Arbeitsgang einstellen	Platz oder Wert einstellen	PRODUCTIVE_RENDERING	127	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A021	PRODUCTIVE_ABBREVIATION	3	AIN	Portion	Einheit oder Index	PRODUCTIVE_RENDERING	105	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A022	PRODUCTIVE_ABBREVIATION	2	R	Zustand kennzeichnen	Zustandsmarke	PRODUCTIVE_RENDERING	73	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A023	PRODUCTIVE_ABBREVIATION	4	P	Material einsetzen	Platz besetzen	PRODUCTIVE_RENDERING	60	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A024	PRODUCTIVE_ABBREVIATION	5	CTH	bis bereit führen	Bereitschaftsklasse	PRODUCTIVE_RENDERING	59	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A025	PRODUCTIVE_ABBREVIATION	5	SHED	absetzen lassen	Absetzklasse	PRODUCTIVE_RENDERING	59	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A026	PRODUCTIVE_ABBREVIATION	6	CKH	durch einen Durchlass führen	Verbindung oder Durchlass	PRODUCTIVE_RENDERING	55	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A027	PRODUCTIVE_ABBREVIATION	1	AM_ADDR	Innenstelle	Innenplatz	PRODUCTIVE_RENDERING	47	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A028	PRODUCTIVE_ABBREVIATION	6	CHEO	Auszug	lokaler Eintrag	PRODUCTIVE_RENDERING	45	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A029	PRODUCTIVE_ABBREVIATION	2	DA	zweite Arbeitsstufe	zweite Bildstufe	PRODUCTIVE_RENDERING	38	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A030	PRODUCTIVE_ABBREVIATION	1	CARRIER_Q	neuen Kartenblock beginnen	Eintrittsform einer Bildkarte	PRODUCTIVE_RENDERING	36	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A031	PRODUCTIVE_ABBREVIATION	1	A_ADDR	lokale Arbeitsstelle	lokale Bildadresse	PRODUCTIVE_RENDERING	35	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A032	PRODUCTIVE_ABBREVIATION	6	AIR	Flüssigkeits- oder Stationslauf	Ringlauf	PRODUCTIVE_RENDERING	33	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A033	PRODUCTIVE_ABBREVIATION	4	CHK	Arbeitsgegenstand behandeln	Behandlungsklasse	PRODUCTIVE_RENDERING	30	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A034	PRODUCTIVE_ABBREVIATION	3	IIN	Arbeitsstufe	Wertstufe	PRODUCTIVE_RENDERING	26	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A035	PRODUCTIVE_ABBREVIATION	1	S_ADDR	bezeichnete s-Stelle	Stern- oder s-Stelle	PRODUCTIVE_RENDERING	24	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A036	PRODUCTIVE_ABBREVIATION	6	SOLK	auffangen	Sammelstelle	PRODUCTIVE_RENDERING	22	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A037	PRODUCTIVE_ABBREVIATION	5	EEE	vollständig	dritter oder voller Grad	PRODUCTIVE_RENDERING	18	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A038	PRODUCTIVE_ABBREVIATION	6	LSH	spülen	Spülklasse	PRODUCTIVE_RENDERING	17	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A039	PRODUCTIVE_ABBREVIATION	2	LOCAL_CHAR_F	über einen Nebenpfad	Nebenreihe oder Seitenzweig	PRODUCTIVE_RENDERING	13	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A040	PRODUCTIVE_ABBREVIATION	6	CPH	umleiten	Gegenplatz	PRODUCTIVE_RENDERING	12	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A041	PRODUCTIVE_ABBREVIATION	6	HO	Teil des sichtbaren Gegenstands	Teil oder Mitglied der Bildklasse	PRODUCTIVE_RENDERING	11	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A042	PRODUCTIVE_ABBREVIATION	6	AN	weiteren Posten zugeben	zusätzlicher Eintrag	PRODUCTIVE_RENDERING	9	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A043	PRODUCTIVE_ABBREVIATION	2	G_LABEL	Prüfmarke setzen	Prüfmarke am Eintrag	PRODUCTIVE_RENDERING	7	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A044	PRODUCTIVE_ABBREVIATION	6	CFH	trennen	Trennklasse	PRODUCTIVE_RENDERING	5	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A045	PRODUCTIVE_ABBREVIATION	2	LOCAL_CHAR_G	einmal ausführen	Einzelmarke	PRODUCTIVE_RENDERING	5	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A046	PRODUCTIVE_ABBREVIATION	2	LOCAL_CHAR_I	auf der Unterstufe	Unterindex	PRODUCTIVE_RENDERING	5	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A047	PRODUCTIVE_ABBREVIATION	6	OS	dazu oder außerdem	zusätzlicher Bildposten	PRODUCTIVE_RENDERING	4	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A048	PRODUCTIVE_ABBREVIATION	2	D_LABEL	am Rand abschließen	Randmarke	PRODUCTIVE_RENDERING	3	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A049	PRODUCTIVE_ABBREVIATION	2	S_LABEL	im markierten Rahmen	Rahmengrenze	PRODUCTIVE_RENDERING	3	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A050	PRODUCTIVE_ABBREVIATION	2	LOCAL_CHAR_B	paarweise entnehmen	Paarmarke	PRODUCTIVE_RENDERING	2	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A051	PRODUCTIVE_ABBREVIATION	2	M_LOCAL	im Mittelgang ausführen	Mittelplatz	PRODUCTIVE_RENDERING	2	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A052	PRODUCTIVE_ABBREVIATION	1	Z_ADDR	am Außenplatz	Außenplatz	PRODUCTIVE_RENDERING	2	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A053	PRODUCTIVE_ABBREVIATION	6	LD	befestigen	Befestigungsstelle	PRODUCTIVE_RENDERING	1	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A054	PRODUCTIVE_ABBREVIATION	2	LOCAL_CHAR_J	im verbundenen Gang	Verbundstelle	PRODUCTIVE_RENDERING	1	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A055	PRODUCTIVE_ABBREVIATION	2	LOCAL_CHAR_Z	zwischen zwei Stellen	Zwischenadresse	PRODUCTIVE_RENDERING	1	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A056	PRODUCTIVE_ABBREVIATION	1	RESUME_CARD	vorigen Posten wieder aufnehmen	vorigen Bildbezug wieder aufnehmen	PRODUCTIVE_RENDERING	1	Bedeutung beitragen und mit Nachbarkürzeln zusammensetzen.
A057	LEARNED_FORMULA_CARD	7	Y	DIESER POSTEN	dieser Bildplatz	dy|chey|y|chy|shy|sy	116	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A058	LEARNED_FORMULA_CARD	7	OL	DAMIT WEITER	dieselbe Reihe fortführen	ol|chol|qol|sol|ls	87	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A059	LEARNED_FORMULA_CARD	7	AIIN	NACH SOLLMASS	verzeichneter Sollwert	daiin|aiin	78	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A060	LEARNED_FORMULA_CARD	7	CHD+Y	DIESEN POSTEN UMSETZEN	zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	chedy|chdy|chedchy	52	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A061	LEARNED_FORMULA_CARD	7	SHED+DY	ABSETZEN; ENDE	Absetzklasse; Bildeintrag schließen	shedy	46	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A062	LEARNED_FORMULA_CARD	7	OK+E+DY	KURZ ANSETZEN; ENDE	Bildplatz aktivieren; erster Grad; Bildeintrag schließen	qokedy|okedy	45	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A063	LEARNED_FORMULA_CARD	7	OK+EE+DY	LAENGER ANSETZEN; ENDE	Bildplatz aktivieren; zweiter Grad; Bildeintrag schließen	qokeedy|okeedy	45	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A064	LEARNED_FORMULA_CARD	7	OK+Y	DIESEN POSTEN ANSETZEN	Bildplatz aktivieren; dieser Bildplatz	qoky|oky|qokchy|choky|okchy|okchey	41	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A065	LEARNED_FORMULA_CARD	7	AL	ZUR ZIELSTELLE	Zielplatz	dal|al|cheal	37	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A066	LEARNED_FORMULA_CARD	7	OK+AIN	EINE PORTION ANSETZEN	Bildplatz aktivieren; Einheit oder Index	qokain|okain|chokain	37	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A067	LEARNED_FORMULA_CARD	7	OK+EE+Y	LAENGER ANSETZEN	Bildplatz aktivieren; zweiter Grad; dieser Bildplatz	qokeey|okeey|chokeey	30	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A068	LEARNED_FORMULA_CARD	7	S	VARIANTE WAEHLEN	Bildklasse auswählen	s	27	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A069	LEARNED_FORMULA_CARD	7	OK+AIIN	NACH SOLLMASS ANSETZEN	Bildplatz aktivieren; verzeichneter Sollwert	qokaiin|okaiin	26	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A070	LEARNED_FORMULA_CARD	7	OK+AL	AN DER ZIELSTELLE ANSETZEN	Bildplatz aktivieren; Zielplatz	qokal|okal|chokal	26	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A071	LEARNED_FORMULA_CARD	7	SH+E+Y	KURZ HALTEN	Bezug festhalten; erster Grad; dieser Bildplatz	shey|tshey	26	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A072	LEARNED_FORMULA_CARD	7	AR	AUS DER QUELLE	Quell- oder Bezugsstelle	ar|char	25	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A073	LEARNED_FORMULA_CARD	7	OT+Y	DANACH DIESER POSTEN	nächster Bildplatz; dieser Bildplatz	qoty|oty|qotchy|otchey	24	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A074	LEARNED_FORMULA_CARD	7	AIN	EINE PORTION	Einheit oder Index	dain|ain	21	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A075	LEARNED_FORMULA_CARD	7	D_ADDR+AR	AUS DEM BEZEICHNETEN TEIL	Unterplatz; Quell- oder Bezugsstelle	dar	21	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A076	LEARNED_FORMULA_CARD	7	OK+AR	AUS DER QUELLE ANSETZEN	Bildplatz aktivieren; Quell- oder Bezugsstelle	okar|qokar	21	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A077	LEARNED_FORMULA_CARD	8	SH+EE+Y	LAENGER HALTEN	Bezug festhalten; zweiter Grad; dieser Bildplatz	cheey|sheey	21	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A078	LEARNED_FORMULA_CARD	8	L+CHD+DY	WEITER UMSETZEN; ENDE	Bildverbindung; zu Gegen- oder Folgeplatz wechseln; Bildeintrag schließen	lchedy	20	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A079	LEARNED_FORMULA_CARD	8	OR	DER ANSATZ	Eintragsklasse	or|qor	20	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A080	LEARNED_FORMULA_CARD	8	OT+AR	DANACH AUS DER QUELLE	nächster Bildplatz; Quell- oder Bezugsstelle	otar|qotar	19	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A081	LEARNED_FORMULA_CARD	8	OK+E+Y	KURZ ANSETZEN	Bildplatz aktivieren; erster Grad; dieser Bildplatz	qokey|okey	15	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A082	LEARNED_FORMULA_CARD	8	OL+DY	DAMIT FORTFAHREN; ENDE	dieselbe Reihe fortführen; Bildeintrag schließen	oldy|qoldy	14	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A083	LEARNED_FORMULA_CARD	8	CHEO+L	DEN AUSZUG WEITERFUEHREN	lokaler Eintrag; Bildverbindung	cheol	13	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A084	LEARNED_FORMULA_CARD	8	CKH+Y	DURCH DEN DURCHLASS FUEHREN	Verbindung oder Durchlass; dieser Bildplatz	chckhy|ckhy|qckhsy	13	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A085	LEARNED_FORMULA_CARD	8	OT+E+DY	NAECHSTEN SCHRITT KURZ; ENDE	nächster Bildplatz; erster Grad; Bildeintrag schließen	otedy|qotedy	13	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A086	LEARNED_FORMULA_CARD	8	OT+EE+DY	NAECHSTEN SCHRITT LAENGER; ENDE	nächster Bildplatz; zweiter Grad; Bildeintrag schließen	qoteedy|oteedy	11	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A087	LEARNED_FORMULA_CARD	8	OT+EE+Y	NAECHSTEN POSTEN LAENGER HALTEN	nächster Bildplatz; zweiter Grad; dieser Bildplatz	oteey|qoteey	11	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A088	LEARNED_FORMULA_CARD	8	S+AR	QUELLE WAEHLEN	Bildklasse auswählen; Quell- oder Bezugsstelle	sar	11	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A089	LEARNED_FORMULA_CARD	8	AM_ADDR	AN DER INNENSTELLE	Innenplatz	am	10	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A090	LEARNED_FORMULA_CARD	8	CTH+Y	BIS BEREIT FUEHREN	Bereitschaftsklasse; dieser Bildplatz	cthy|checthy	10	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A091	LEARNED_FORMULA_CARD	8	O	ARBEITSGANG AUSFUEHREN	Reihe aufrufen	o|qo	10	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A092	LEARNED_FORMULA_CARD	8	OT+OR	DER NAECHSTE ANSATZ	nächster Bildplatz; Eintragsklasse	otor|qotor	10	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A093	LEARNED_FORMULA_CARD	8	R	ZUSTAND MARKIEREN	Zustandsmarke	r	10	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A094	LEARNED_FORMULA_CARD	8	S+AIIN	SOLLWERT WAEHLEN	Bildklasse auswählen; verzeichneter Sollwert	saiin|saii	10	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A095	LEARNED_FORMULA_CARD	8	CH+OR	VOM ANSATZ ENTNEHMEN	Klasse oder Figur kennzeichnen; Eintragsklasse	chor	9	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A096	LEARNED_FORMULA_CARD	8	S+AIN	EINHEIT WAEHLEN	Bildklasse auswählen; Einheit oder Index	sain	9	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A097	LEARNED_FORMULA_CARD	8	CHK+E+Y	KURZ BEHANDELN	Behandlungsklasse; erster Grad; dieser Bildplatz	cheky|chekey	7	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A098	LEARNED_FORMULA_CARD	8	D_ADDR	DER BEZEICHNETE TEIL	Unterplatz	d	7	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A099	LEARNED_FORMULA_CARD	8	S+AL	ZIELSTELLE WAEHLEN	Bildklasse auswählen; Zielplatz	sal	7	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A100	LEARNED_FORMULA_CARD	8	SH+EE+DY	LAENGER HALTEN; ENDE	Bezug festhalten; zweiter Grad; Bildeintrag schließen	sheedy	7	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A101	LEARNED_FORMULA_CARD	8	SH+OL	WEITER HALTEN	Bezug festhalten; dieselbe Reihe fortführen	shol	7	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A102	LEARNED_FORMULA_CARD	8	CHEO+R	AUSZUG MARKIEREN	lokaler Eintrag; Zustandsmarke	cheor	6	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A103	LEARNED_FORMULA_CARD	8	HO	SICHTBARER TEIL	Teil oder Mitglied der Bildklasse	cho	6	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A104	LEARNED_FORMULA_CARD	9	OK+OL	ANSETZEN UND WEITERFÜHREN	Bildgang aktivieren und fortsetzen	qokol|okol|chokchol|chokol|okchol|qokchol	14	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A105	LEARNED_FORMULA_CARD	9	OL+Y	MIT DIESEM POSTEN WEITER	diesem Bildplatz weiter folgen	oly|olchey|choly|qoly|qolchey	14	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A106	LEARNED_FORMULA_CARD	9	OK+CHD+DY	ANSETZEN, UMSETZEN; ENDE	Bildgang beginnen, Platz wechseln, schließen	qokchdy|okchdy|okchedy	8	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A107	LEARNED_FORMULA_CARD	9	OL+CHD+DY	WEITER UMSETZEN; ENDE	Folgeplatz wechseln und Eintrag schließen	olchedy|qolchedy	7	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A108	LEARNED_FORMULA_CARD	9	OT+AL	ZUR NÄCHSTEN STELLE	nächster Zielplatz	otal|qotal	11	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A109	LEARNED_FORMULA_CARD	9	D_ADDR+OL	DEN BEZEICHNETEN TEIL WEITERFÜHREN	Unterplatz der Folge	dol|dchol	6	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A110	LEARNED_FORMULA_CARD	9	LSH+E+DY	KURZ SPÜLEN; ENDE	lokalen Prüfweg kurz ausführen und schließen	lshedy	6	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A111	LEARNED_FORMULA_CARD	9	SH+E+DY	KURZ HALTEN; ENDE	Bezug kurz halten und schließen	dshedy	6	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A112	LEARNED_FORMULA_CARD	9	SH+E+OL	KURZ HALTEN UND WEITERFÜHREN	Bezug kurz halten und fortsetzen	sheol|dsheol	6	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A113	LEARNED_FORMULA_CARD	9	CHK+EE+Y	DIESEN POSTEN LÄNGER BEHANDELN	diesen Eintrag länger behandeln	cheeky|chkeey	5	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A114	LEARNED_FORMULA_CARD	9	D_ADDR+OR	BEZEICHNETER TEILANSATZ	untergeordnete Reihe	dor	5	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A115	LEARNED_FORMULA_CARD	9	K+AR	VON DER ENTNAHMESTELLE ZUGEBEN	Wert am Quellplatz zuordnen	kar|skar	5	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A116	LEARNED_FORMULA_CARD	9	K+OL	WEITER ZUGEBEN	Wert in der Folgereihe zuordnen	kchol|kol	5	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A117	LEARNED_FORMULA_CARD	9	S+OR	ZUBEREITUNGSVARIANTE	Reihenklasse	sor	5	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A118	LEARNED_FORMULA_CARD	9	SOLK+EE+DY	LÄNGER AUFFANGEN; ENDE	Sammelplatz länger halten und schließen	olkeedy	5	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A119	LEARNED_FORMULA_CARD	9	SOLK+EE+Y	DIESEN POSTEN LÄNGER AUFFANGEN	diesen Sammelplatz länger halten	olkeey|solkeey	5	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A120	LEARNED_FORMULA_CARD	10	OK+SH+E+DY	ANSETZEN, KURZ HALTEN; ENDE	Platz aktivieren, kurz halten und schließen	qokshedy|okshedy	5	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A121	LEARNED_FORMULA_CARD	10	P+CHD+DY	EINSETZEN, UMSETZEN; ENDE	Eintrag einsetzen, zum Folgeplatz wechseln und schließen	pchedy	5	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A122	LEARNED_FORMULA_CARD	10	Y+T+Y	DIESEN POSTEN EINSTELLEN	diesen Bildplatz einstellen	ytchy|yty|ytshy	5	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A123	LEARNED_FORMULA_CARD	10	O+CKH+E+Y	DIESEN POSTEN KURZ DURCHFÜHREN	diesen Bildplatz kurz durch den Gang führen	qockhey|ockhey	4	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A124	LEARNED_FORMULA_CARD	10	OL+SH+E+DY	WEITER KURZ HALTEN; ENDE	Folgebezug kurz halten und schließen	olshedy|solshedy	4	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A125	LEARNED_FORMULA_CARD	10	OT+CH+OL	DANACH TEIL ENTNEHMEN UND WEITER	nächste Klasse wählen und weiter	otchol|qotchol	4	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A126	LEARNED_FORMULA_CARD	10	T+CHD+Y	DIESEN POSTEN UMSTELLEN	diesen Bildplatz umstellen	tchedy	4	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A127	LEARNED_FORMULA_CARD	10	CH+E+CKH+Y	DIESEN TEIL KURZ DURCHFÜHREN	gewählte Klasse kurz durch den Gang führen	checkhy	3	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A128	LEARNED_FORMULA_CARD	10	CH+O+D_ADDR+Y	DEN BEZEICHNETEN TEIL BEARBEITEN	den bezeichneten Unterplatz bearbeiten	chody	3	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A129	LEARNED_FORMULA_CARD	10	CH+O+S	TEIL BEARBEITEN UND VARIANTE WÄHLEN	Klasse bearbeiten und Unterklasse wählen	chos	3	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
A130	LEARNED_FORMULA_CARD	10	D_ADDR+CHD+Y	DEN BEZEICHNETEN TEIL UMSETZEN	den Unterplatz zum Folgeplatz wechseln	dchedy	3	Als ganze Karte erkennen; nicht bei jedem Auftreten neu ausdeuten.
