source_index	page	locus	section	language	hand	entry_id	paragraph_start	word_count	hierarchy_rows	extreme_gap_count	extreme_gap_positions	soft_break_count	soft_break_positions	high_break_count	high_break_positions	right_restart_count	right_restart_positions	right_restart_initials	boundary_classes	raw_eva	layout_aware_eva	candidate_segment_count	candidate_segments
30	f1v	f1v.2	H	A	1	f1v:E01	0	8	1	1	4	0		0		1	4	d	LAYOUT_INTERRUPTION_GROUP_ONLY	yteey char or ochy dcho lkody okodar chody	yteey char or ochy ⟨LAYOUT_INTERRUPTION?;RIGHT_RESTART_FORM=d⟩ dcho lkody okodar chody	1	yteey char or ochy dcho lkody okodar chody
31	f1v	f1v.3	H	A	1	f1v:E01	0	8	1	1	4	0		0		1	4	d	LAYOUT_INTERRUPTION_GROUP_ONLY	da ckhy ckhockhy shy dksheey cthy kotchody dal	da ckhy ckhockhy shy ⟨LAYOUT_INTERRUPTION?;RIGHT_RESTART_FORM=d⟩ dksheey cthy kotchody dal	1	da ckhy ckhockhy shy dksheey cthy kotchody dal
32	f1v	f1v.4	H	A	1	f1v:E01	0	6	1	1	4	1	4	1	4	0			HIGH_CONTINUATION_BREAK_CANDIDATE	dol chokeo dair dam sochey chokody	dol chokeo dair dam ⟨CONTINUATION_BREAK⟩ sochey chokody	2	dol chokeo dair dam || sochey chokody
33	f1v	f1v.5	H	A	1	f1v:E02	1	9	1	1	4	1	4	0		1	4	d	CONTINUATION_BREAK_CANDIDATE	potoy shol dair cphoal dar chey tody otoaiin shoshy	potoy shol dair cphoal ⟨CONTINUATION_BREAK;RIGHT_RESTART_FORM=d⟩ dar chey tody otoaiin shoshy	2	potoy shol dair cphoal || dar chey tody otoaiin shoshy
34	f1v	f1v.6	H	A	1	f1v:E02	0	11	1	1	6	0		0		1	6	d	LAYOUT_INTERRUPTION_GROUP_ONLY	choky chol ctho l shol okal dolchey chodo lol chy cthy	choky chol ctho l shol okal ⟨LAYOUT_INTERRUPTION?;RIGHT_RESTART_FORM=d⟩ dolchey chodo lol chy cthy	1	choky chol ctho l shol okal dolchey chodo lol chy cthy
35	f1v	f1v.7	H	A	1	f1v:E02	0	12	0	0		0		0		0				qo ol choees cheol dol cthey ykol dol dolo ykol do lchiody	qo ol choees cheol dol cthey ykol dol dolo ykol do lchiody	1	qo ol choees cheol dol cthey ykol dol dolo ykol do lchiody
36	f1v	f1v.8	H	A	1	f1v:E02	0	10	1	1	9	0		0		1	9	d	LAYOUT_INTERRUPTION_GROUP_ONLY	okolshol kol kechy chol ky chol cthol chody chol daiin	okolshol kol kechy chol ky chol cthol chody chol ⟨LAYOUT_INTERRUPTION?;RIGHT_RESTART_FORM=d⟩ daiin	1	okolshol kol kechy chol ky chol cthol chody chol daiin
37	f1v	f1v.9	H	A	1	f1v:E02	0	12	0	0		0		0		0				shor okol chol dol ky dar shol dchor o tcho dar shody	shor okol chol dol ky dar shol dchor o tcho dar shody	1	shor okol chol dol ky dar shol dchor o tcho dar shody
38	f1v	f1v.10	H	A	1	f1v:E02	0	7	0	0		0		0		0				taor chotchey dal chody schody pol chodar	taor chotchey dal chody schody pol chodar	1	taor chotchey dal chody schody pol chodar
39	f2r	f2r.1	H	A	1	f2r:E01	1	6	0	0		0		0		0				kydainy ypchol daiin otchal ypchaiin ckholsy	kydainy ypchol daiin otchal ypchaiin ckholsy	1	kydainy ypchol daiin otchal ypchaiin ckholsy
40	f2r	f2r.2	H	A	1	f2r:E01	0	5	2	2	1,3	1	3	1	3	0			LAYOUT_INTERRUPTION_GROUP_ONLY;HIGH_CONTINUATION_BREAK_CANDIDATE	dorchory chkar s shor cthy	dorchory ⟨LAYOUT_INTERRUPTION?⟩ chkar s ⟨CONTINUATION_BREAK⟩ shor cthy	2	dorchory chkar s || shor cthy
41	f2r	f2r.3	H	A	1	f2r:E01	0	7	3	3	1,3,6	2	3,6	2	3,6	0			LAYOUT_INTERRUPTION_GROUP_ONLY;HIGH_CONTINUATION_BREAK_CANDIDATE;HIGH_CONTINUATION_BREAK_CANDIDATE	qotaiin cthey y chor chy ydy chaiin	qotaiin ⟨LAYOUT_INTERRUPTION?⟩ cthey y ⟨CONTINUATION_BREAK⟩ chor chy ydy ⟨CONTINUATION_BREAK⟩ chaiin	3	qotaiin cthey y || chor chy ydy || chaiin
42	f2r	f2r.4	H	A	1	f2r:E01	0	7	1	1	5	0		0		0			LAYOUT_INTERRUPTION_GROUP_ONLY	aiidy chtod dy cphy dals chokaiin d	aiidy chtod dy cphy dals ⟨LAYOUT_INTERRUPTION?⟩ chokaiin d	1	aiidy chtod dy cphy dals chokaiin d
43	f2r	f2r.5	H	A	1	f2r:E01	0	7	3	3	2,3,4	1	2	1	2	1	4	d	HIGH_CONTINUATION_BREAK_CANDIDATE;LAYOUT_INTERRUPTION_GROUP_ONLY;LAYOUT_INTERRUPTION_GROUP_ONLY	otochor al shodaiin chol dan ytchaiin dan	otochor al ⟨CONTINUATION_BREAK⟩ shodaiin ⟨LAYOUT_INTERRUPTION?⟩ chol ⟨LAYOUT_INTERRUPTION?;RIGHT_RESTART_FORM=d⟩ dan ytchaiin dan	2	otochor al || shodaiin chol dan ytchaiin dan
44	f2r	f2r.6	H	A	1	f2r:E01	0	9	0	0		0		0		0				saiin dain d dkol sor ytoldy dchol dchy cthy	saiin dain d dkol sor ytoldy dchol dchy cthy	1	saiin dain d dkol sor ytoldy dchol dchy cthy
45	f2r	f2r.7	H	A	1	f2r:E01	0	5	0	0		0		0		0				shor ckhy daiiny chol dan	shor ckhy daiiny chol dan	1	shor ckhy daiiny chol dan
46	f2r	f2r.8	H	A	1	f2r:E02	1	9	0	0		0		0		0				kydain shaiin qoy s shol fodan yksh olsheey daiildy	kydain shaiin qoy s shol fodan yksh olsheey daiildy	1	kydain shaiin qoy s shol fodan yksh olsheey daiildy
47	f2r	f2r.9	H	A	1	f2r:E02	0	11	1	1	7	1	7	1	7	0			HIGH_CONTINUATION_BREAK_CANDIDATE	dls sho kol sheey qokey ykody so chol yky dain daiisol	dls sho kol sheey qokey ykody so ⟨CONTINUATION_BREAK⟩ chol yky dain daiisol	2	dls sho kol sheey qokey ykody so || chol yky dain daiisol
48	f2r	f2r.10	H	A	1	f2r:E02	0	9	1	1	5	0		0		0			LAYOUT_INTERRUPTION_GROUP_ONLY	qoky cholaiin shol sheky daiin cthey keol saiin eaiin	qoky cholaiin shol sheky daiin ⟨LAYOUT_INTERRUPTION?⟩ cthey keol saiin eaiin	1	qoky cholaiin shol sheky daiin cthey keol saiin eaiin
49	f2r	f2r.11	H	A	1	f2r:E02	0	9	1	1	6	0		0		0			LAYOUT_INTERRUPTION_GROUP_ONLY	ychain dal chy dalor shan dan olsaiin sheey ckhor	ychain dal chy dalor shan dan ⟨LAYOUT_INTERRUPTION?⟩ olsaiin sheey ckhor	1	ychain dal chy dalor shan dan olsaiin sheey ckhor
50	f2r	f2r.12	H	A	1	f2r:E02	0	11	1	1	7	0		0		0			LAYOUT_INTERRUPTION_GROUP_ONLY	okol chy chor cthor yor an chan saiin chety chyky sal	okol chy chor cthor yor an chan ⟨LAYOUT_INTERRUPTION?⟩ saiin chety chyky sal	1	okol chy chor cthor yor an chan saiin chety chyky sal
51	f2r	f2r.13	H	A	1	f2r:E02	0	5	0	0		0		0		0				sho ykeey chey daiin chcthy	sho ykeey chey daiin chcthy	1	sho ykeey chey daiin chcthy
52	f2v	f2v.1	H	A	1	f2v:E01	1	8	1	1	6	0		0		1	6	d	LAYOUT_INTERRUPTION_GROUP_ONLY	kooiin cheo pchor otaiin odain chor dair shty	kooiin cheo pchor otaiin odain chor ⟨LAYOUT_INTERRUPTION?;RIGHT_RESTART_FORM=d⟩ dair shty	1	kooiin cheo pchor otaiin odain chor dair shty
53	f2v	f2v.2	H	A	1	f2v:E01	0	9	1	1	7	0		0		0			LAYOUT_INTERRUPTION_GROUP_ONLY	kcho kchy sho shol qotcho loeees qoty chor daiin	kcho kchy sho shol qotcho loeees qoty ⟨LAYOUT_INTERRUPTION?⟩ chor daiin	1	kcho kchy sho shol qotcho loeees qoty chor daiin
54	f2v	f2v.3	H	A	1	f2v:E01	0	8	0	0		0		0		0				otchy chor lshy chol chody chodain chcthy daiin	otchy chor lshy chol chody chodain chcthy daiin	1	otchy chor lshy chol chody chodain chcthy daiin
55	f2v	f2v.4	H	A	1	f2v:E01	0	4	0	0		0		0		0				sho cholo cheor chodaiin	sho cholo cheor chodaiin	1	sho cholo cheor chodaiin
56	f2v	f2v.5	H	A	1	f2v:E02	1	9	0	0		0		0		0				kchor shy daiiin chm s shey dor chol daiin	kchor shy daiiin chm s shey dor chol daiin	1	kchor shy daiiin chm s shey dor chol daiin
57	f2v	f2v.6	H	A	1	f2v:E02	0	11	0	0		0		0		0				dor chol chor chol keol chy chty daiin o tchor chan	dor chol chor chol keol chy chty daiin o tchor chan	1	dor chol chor chol keol chy chty daiin o tchor chan
58	f2v	f2v.7	H	A	1	f2v:E02	0	7	0	0		0		0		0				daiin chotchey qoteeey chokeos chees chr cheaiin	daiin chotchey qoteeey chokeos chees chr cheaiin	1	daiin chotchey qoteeey chokeos chees chr cheaiin
59	f2v	f2v.8	H	A	1	f2v:E02	0	5	0	0		0		0		0				chokoishe chor cheol chol dolody	chokoishe chor cheol chol dolody	1	chokoishe chor cheol chol dolody
60	f3r	f3r.1	H	A	1	f3r:E01	1	5	1	1	3	0		0		0			LAYOUT_INTERRUPTION_GROUP_ONLY	tsheos qopal chol cthol daimg	tsheos qopal chol ⟨LAYOUT_INTERRUPTION?⟩ cthol daimg	1	tsheos qopal chol cthol daimg
61	f3r	f3r.2	H	A	1	f3r:E01	0	5	0	0		0		0		0				ycheor chor dam qotcham cham	ycheor chor dam qotcham cham	1	ycheor chor dam qotcham cham
62	f3r	f3r.3	H	A	1	f3r:E01	0	5	0	0		0		0		0				ochor qocheor chol daiin cthy	ochor qocheor chol daiin cthy	1	ochor qocheor chol daiin cthy
63	f3r	f3r.4	H	A	1	f3r:E01	0	6	0	0		0		0		0				schey chor chal chag cham cho	schey chor chal chag cham cho	1	schey chor chal chag cham cho
64	f3r	f3r.5	H	A	1	f3r:E01	0	5	0	0		0		0		0				qokol chololy s cham cthol	qokol chololy s cham cthol	1	qokol chololy s cham cthol
65	f3r	f3r.6	H	A	1	f3r:E01	0	4	0	0		0		0		0				ychtaiin chor cthom otaldam	ychtaiin chor cthom otaldam	1	ychtaiin chor cthom otaldam
66	f3r	f3r.7	H	A	1	f3r:E01	0	5	0	0		0		0		0				otchol qodaiin chom shom damo	otchol qodaiin chom shom damo	1	otchol qodaiin chom shom damo
67	f3r	f3r.8	H	A	1	f3r:E01	0	5	0	0		0		0		0				ysheor chor chol oky dago	ysheor chor chol oky dago	1	ysheor chor chol oky dago
68	f3r	f3r.9	H	A	1	f3r:E01	0	5	0	0		0		0		0				sho vor sheoldam otchody ol	sho vor sheoldam otchody ol	1	sho vor sheoldam otchody ol
69	f3r	f3r.10	H	A	1	f3r:E01	0	2	0	0		0		0		0				ydar cholcthom	ydar cholcthom	1	ydar cholcthom
70	f3r	f3r.11	H	A	1	f3r:E02	1	5	0	0		0		0		0				pcheol shol sols sheol shey	pcheol shol sols sheol shey	1	pcheol shol sols sheol shey
71	f3r	f3r.12	H	A	1	f3r:E02	0	5	0	0		0		0		0				okadaiin qokchor qo schodam octhy	okadaiin qokchor qo schodam octhy	1	okadaiin qokchor qo schodam octhy
72	f3r	f3r.13	H	A	1	f3r:E02	0	6	0	0		0		0		0				qokeey qot shey qokody qokshey cheody	qokeey qot shey qokody qokshey cheody	1	qokeey qot shey qokody qokshey cheody
73	f3r	f3r.14	H	A	1	f3r:E02	0	4	0	0		0		0		0				chor qodair okeey qokeey	chor qodair okeey qokeey	1	chor qodair okeey qokeey
74	f3r	f3r.15	H	A	1	f3r:E03	1	8	0	0		0		0		0				tsheoarom shor or chor olchsy chom otchom oporar	tsheoarom shor or chor olchsy chom otchom oporar	1	tsheoarom shor or chor olchsy chom otchom oporar
75	f3r	f3r.16	H	A	1	f3r:E03	0	9	1	1	8	1	8	1	8	0			HIGH_CONTINUATION_BREAK_CANDIDATE	oteol chol s cheol ekshy qokeom qokol daiin soleeg	oteol chol s cheol ekshy qokeom qokol daiin ⟨CONTINUATION_BREAK⟩ soleeg	2	oteol chol s cheol ekshy qokeom qokol daiin || soleeg
76	f3r	f3r.17	H	A	1	f3r:E03	0	5	0	0		0		0		0				soeom okeom yteody qokeeodal sam	soeom okeom yteody qokeeodal sam	1	soeom okeom yteody qokeeodal sam
77	f3r	f3r.18	H	A	1	f3r:E04	1	7	0	0		0		0		0				pcheoldom shodaiin qopchor qopol opchol qoty otolom	pcheoldom shodaiin qopchor qopol opchol qoty otolom	1	pcheoldom shodaiin qopchor qopol opchol qoty otolom
78	f3r	f3r.19	H	A	1	f3r:E04	0	9	1	1	7	1	7	1	7	0			HIGH_CONTINUATION_BREAK_CANDIDATE	otchor ol cheor qoeor dair qoteol qosaiin chor cthy	otchor ol cheor qoeor dair qoteol qosaiin ⟨CONTINUATION_BREAK⟩ chor cthy	2	otchor ol cheor qoeor dair qoteol qosaiin || chor cthy
79	f3r	f3r.20	H	A	1	f3r:E04	0	9	0	0		0		0		0				ycheor chol odaiin chol s aiin okol or am	ycheor chol odaiin chol s aiin okol or am	1	ycheor chol odaiin chol s aiin okol or am
80	f3v	f3v.1	H	A	1	f3v:E01	1	8	0	0		0		0		0				koaiin cphor qotoy sha ckhol ykoaiin s oly	koaiin cphor qotoy sha ckhol ykoaiin s oly	1	koaiin cphor qotoy sha ckhol ykoaiin s oly
81	f3v	f3v.2	H	A	1	f3v:E01	0	7	0	0		0		0		0				daiidy qoteeol okeeor okor olytol dol dar	daiidy qoteeol okeeor okor olytol dol dar	1	daiidy qoteeol okeeor okor olytol dol dar
82	f3v	f3v.3	H	A	1	f3v:E01	0	7	0	0		0		0		0				okom chol shol seees chom cheeykam okai	okom chol shol seees chom cheeykam okai	1	okom chol shol seees chom cheeykam okai
83	f3v	f3v.4	H	A	1	f3v:E01	0	9	0	0		0		0		0				qodar ees eey kcheol okal do r chear een	qodar ees eey kcheol okal do r chear een	1	qodar ees eey kcheol okal do r chear een
84	f3v	f3v.5	H	A	1	f3v:E01	0	6	0	0		0		0		0				ychear otchal cho r char ckha	ychear otchal cho r char ckha	1	ychear otchal cho r char ckha
85	f3v	f3v.6	H	A	1	f3v:E01	0	5	0	0		0		0		0				or cheor kor chodaly chom	or cheor kor chodaly chom	1	or cheor kor chodaly chom
86	f3v	f3v.7	H	A	1	f3v:E02	1	5	0	0		0		0		0				tchor otcham chor cfham s	tchor otcham chor cfham s	1	tchor otcham chor cfham s
87	f3v	f3v.8	H	A	1	f3v:E02	0	5	0	0		0		0		0				ykchy kchom chor chckhol oka	ykchy kchom chor chckhol oka	1	ykchy kchom chor chckhol oka
88	f3v	f3v.9	H	A	1	f3v:E02	0	5	0	0		0		0		0				ytcheear okeol cthodoaly chor cthy	ytcheear okeol cthodoaly chor cthy	1	ytcheear okeol cthodoaly chor cthy
89	f3v	f3v.10	H	A	1	f3v:E02	0	6	0	0		0		0		0				ochos daiin qokshol daiim chol okary	ochos daiin qokshol daiim chol okary	1	ochos daiin qokshol daiim chol okary
90	f3v	f3v.11	H	A	1	f3v:E02	0	6	0	0		0		0		0				sho shockho ckhy tchor chodaiin chom	sho shockho ckhy tchor chodaiin chom	1	sho shockho ckhy tchor chodaiin chom
91	f3v	f3v.12	H	A	1	f3v:E02	0	6	0	0		0		0		0				osh chodair ytchy tchor kcham s	osh chodair ytchy tchor kcham s	1	osh chodair ytchy tchor kcham s
92	f3v	f3v.13	H	A	1	f3v:E02	0	6	0	0		0		0		0				shar shkaiin qokchy yty cthal chky	shar shkaiin qokchy yty cthal chky	1	shar shkaiin qokchy yty cthal chky
93	f3v	f3v.14	H	A	1	f3v:E02	0	4	0	0		0		0		0				dain sheam y keam	dain sheam y keam	1	dain sheam y keam
94	f4r	f4r.1	H	A	1	f4r:E01	1	9	0	0		0		0		0				kodalchy chpady sheol ol sheey qotey doiin chor ytoy	kodalchy chpady sheol ol sheey qotey doiin chor ytoy	1	kodalchy chpady sheol ol sheey qotey doiin chor ytoy
95	f4r	f4r.2	H	A	1	f4r:E01	0	9	0	0		0		0		0				dchor shol shol cthol shtchy chaiin s choraiin chom	dchor shol shol cthol shtchy chaiin s choraiin chom	1	dchor shol shol cthol shtchy chaiin s choraiin chom
96	f4r	f4r.3	H	A	1	f4r:E01	0	7	1	1	5	1	5	1	5	1	5	d	HIGH_CONTINUATION_BREAK_CANDIDATE	otchol chol chy chaiin qotaiin daiin shain	otchol chol chy chaiin qotaiin ⟨CONTINUATION_BREAK;RIGHT_RESTART_FORM=d⟩ daiin shain	2	otchol chol chy chaiin qotaiin || daiin shain
97	f4r	f4r.4	H	A	1	f4r:E01	0	6	0	0		0		0		0				qotchol chy yty daiin okaiin cthy	qotchol chy yty daiin okaiin cthy	1	qotchol chy yty daiin okaiin cthy
98	f4r	f4r.5	H	A	1	f4r:E02	1	4	0	0		0		0		0				pydaiin qotchy dy tydy	pydaiin qotchy dy tydy	1	pydaiin qotchy dy tydy
99	f4r	f4r.6	H	A	1	f4r:E02	0	3	0	0		0		0		0				chor shytchy dytcheey	chor shytchy dytcheey	1	chor shytchy dytcheey
100	f4r	f4r.7	H	A	1	f4r:E02	0	4	0	0		0		0		0				qotaiin cthol daiin cthom	qotaiin cthol daiin cthom	1	qotaiin cthol daiin cthom
101	f4r	f4r.8	H	A	1	f4r:E02	0	5	0	0		0		0		0				shor shol shol cthy cpholdy	shor shol shol cthy cpholdy	1	shor shol shol cthy cpholdy
102	f4r	f4r.9	H	A	1	f4r:E02	0	5	0	0		0		0		0				daiin ckhochy tchy kor aiin	daiin ckhochy tchy kor aiin	1	daiin ckhochy tchy kor aiin
103	f4r	f4r.10	H	A	1	f4r:E02	0	4	0	0		0		0		0				odal shor shyshol cphaiin	odal shor shyshol cphaiin	1	odal shor shyshol cphaiin
104	f4r	f4r.11	H	A	1	f4r:E02	0	3	0	0		0		0		0				qotchoiin sheor qoty	qotchoiin sheor qoty	1	qotchoiin sheor qoty
105	f4r	f4r.12	H	A	1	f4r:E02	0	3	0	0		0		0		0				soiin chaiin chaiin	soiin chaiin chaiin	1	soiin chaiin chaiin
106	f4r	f4r.13	H	A	1	f4r:E02	0	2	0	0		0		0		0				daiin cthey	daiin cthey	1	daiin cthey
107	f4v	f4v.1	H	A	1	f4v:E01	1	6	1	1	5	0		0		1	5	d	LAYOUT_INTERRUPTION_GROUP_ONLY	pchooiin ksheo kchoy chopchy dolds dlod	pchooiin ksheo kchoy chopchy dolds ⟨LAYOUT_INTERRUPTION?;RIGHT_RESTART_FORM=d⟩ dlod	1	pchooiin ksheo kchoy chopchy dolds dlod
108	f4v	f4v.2	H	A	1	f4v:E01	0	8	1	1	7	0		0		0			LAYOUT_INTERRUPTION_GROUP_ONLY	ol chey chy cthy shkchor sheo cheory choldy	ol chey chy cthy shkchor sheo cheory ⟨LAYOUT_INTERRUPTION?⟩ choldy	1	ol chey chy cthy shkchor sheo cheory choldy
109	f4v	f4v.3	H	A	1	f4v:E01	0	8	1	1	6	0		0		0			LAYOUT_INTERRUPTION_GROUP_ONLY	sho sho chaiin shaiin daiin qodaiin o aram	sho sho chaiin shaiin daiin qodaiin ⟨LAYOUT_INTERRUPTION?⟩ o aram	1	sho sho chaiin shaiin daiin qodaiin o aram
110	f4v	f4v.4	H	A	1	f4v:E01	0	6	1	1	5	0		0		0			LAYOUT_INTERRUPTION_GROUP_ONLY	qokshy qocthy choteol daiin cthey choaiin	qokshy qocthy choteol daiin cthey ⟨LAYOUT_INTERRUPTION?⟩ choaiin	1	qokshy qocthy choteol daiin cthey choaiin
111	f4v	f4v.5	H	A	1	f4v:E01	0	6	2	2	2,5	0		0		0			LAYOUT_INTERRUPTION_GROUP_ONLY;LAYOUT_INTERRUPTION_GROUP_ONLY	shor sheey otoiin shey qotchoiin chodain	shor sheey ⟨LAYOUT_INTERRUPTION?⟩ otoiin shey qotchoiin ⟨LAYOUT_INTERRUPTION?⟩ chodain	1	shor sheey otoiin shey qotchoiin chodain
112	f4v	f4v.6	H	A	1	f4v:E01	0	3	0	0		0		0		0				ytchoy shokchy cphody	ytchoy shokchy cphody	1	ytchoy shokchy cphody
113	f4v	f4v.7	H	A	1	f4v:E02	1	5	0	0		0		0		0				torchy sheeor chor chokchy cphydy	torchy sheeor chor chokchy cphydy	1	torchy sheeor chor chokchy cphydy
114	f4v	f4v.8	H	A	1	f4v:E02	0	6	0	0		0		0		0				oleeeb chor cthol sho otor cthory	oleeeb chor cthol sho otor cthory	1	oleeeb chor cthol sho otor cthory
115	f4v	f4v.9	H	A	1	f4v:E02	0	6	0	0		0		0		0				qooko iiin cheog chcthy shoky daiin	qooko iiin cheog chcthy shoky daiin	1	qooko iiin cheog chcthy shoky daiin
