page	locus	all_three_present	all_present_exact	zl3b_it2a_similarity	zl3b_rf1b_similarity	zl3b_clean	it2a_clean	rf1b_clean
f1r	f1r.26	1	0	0.700000	0.700000	dcheo shody koshey cthy ok chey keey keey dal chtor	deeo shody koshey cthy okchey keey keey dal chtor	dcheo shody koechy cthy okchey keey keey dal chtor
f1r	f1r.27	1	0	1.000000	0.600000	eo chol chok choty chotey	eo chol chok choty chotey	sho chol chckh choty chotey
f1r	f1r.28	1	1	1.000000	1.000000	dchaiin	dchaiin	dchaiin
f1v	f1v.1	1	0	0.555556	0.555556	kchsy chydaiin ol o l tchey char cfhar am	kchsy chadaiin ol oltchey char cfhar am	kchsy chodaiin ol oltchey char cfhar am
f1v	f1v.2	1	0	0.875000	1.000000	yteey char or ochy dcho lkody okodar chody	yteeay char or ochy dcho lkody okodar chody	yteey char or ochy dcho lkody okodar chody
f1v	f1v.3	1	0	0.666667	0.750000	da ckhy ckhockhy shy dksheey cthy kotchody dal	do ckhy ckho ckhy shy dksheey cthy kotchody dal	do ckhy ckhockhy y dksheey cthy kotchody dal
f1v	f1v.4	1	0	1.000000	0.714286	dol chokeo dair dam sochey chokody	dol chokeo dair dam sochey chokody	dol chokeo dair dam sochey cho kody
f1v	f1v.5	1	0	1.000000	0.888889	potoy shol dair cphoal dar chey tody otoaiin shoshy	potoy shol dair cphoal dar chey tody otoaiin shoshy	potoy shol jair cphoal dar chey tody otoaiin shoshy
f1v	f1v.6	1	0	0.818182	0.545455	choky chol ctho l shol okal dolchey chodo lol chy cthy	choky chol cthol shol okal dolchey chodo lol chy cthy	choky chol ctholshol kal olchey chodo lol chy cthy
f1v	f1v.7	1	0	0.833333	0.833333	qo ol choees cheol dol cthey ykol dol dolo ykol do lchiody	qo ol choeee cheol dol cthey ykol dol dolo ykol do lchody	qo ol choees cheol dol cthey ykol dol dolo ykol dolchiody
f1v	f1v.8	1	0	0.818182	1.000000	okolshol kol kechy chol ky chol cthol chody chol daiin	okol shol kol kechy chol ky chol cthol chody chol daiin	okolshol kol kechy chol ky chol cthol chody chol daiin
f1v	f1v.9	1	0	0.833333	0.583333	shor okol chol dol ky dar shol dchor o tcho dar shody	shor okol chol dol ky dar shol dchor otcho dar shody	shor okal chol dolky dar shol dchor otcho dar shody
f1v	f1v.10	1	0	1.000000	0.857143	taor chotchey dal chody schody pol chodar	taor chotchey dal chody schody pol chodar	toor chotchey dal chody schody pol chodar
f2r	f2r.1	1	1	1.000000	1.000000	kydainy ypchol daiin otchal ypchaiin ckholsy	kydainy ypchol daiin otchal ypchaiin ckholsy	kydainy ypchol daiin otchal ypchaiin ckholsy
f2r	f2r.2	1	0	0.833333	1.000000	dorchory chkar s shor cthy	dorchory chkar s shor cthy cth	dorchory chkar s shor cthy
f2r	f2r.3	1	1	1.000000	1.000000	qotaiin cthey y chor chy ydy chaiin	qotaiin cthey y chor chy ydy chaiin	qotaiin cthey y chor chy ydy chaiin
f2r	f2r.4	1	0	0.857143	0.571429	aiidy chtod dy cphy dals chokaiin d	chaindy chtod dy cphy dals chokaiin d	aiidy chtoddy cphy dals chotaiin d
f2r	f2r.5	1	1	1.000000	1.000000	otochor al shodaiin chol dan ytchaiin dan	otochor al shodaiin chol dan ytchaiin dan	otochor al shodaiin chol dan ytchaiin dan
f2r	f2r.6	1	0	0.777778	0.777778	saiin dain d dkol sor ytoldy dchol dchy cthy	saiin daind dkol sor ytoldy dchol dchy cthy	saiin daind dkol sor ytoldy dchol dchy cthy
f2r	f2r.7	1	1	1.000000	1.000000	shor ckhy daiiny chol dan	shor ckhy daiiny chol dan	shor ckhy daiiny chol dan
f2r	f2r.8	1	1	1.000000	1.000000	kydain shaiin qoy s shol fodan yksh olsheey daiildy	kydain shaiin qoy s shol fodan yksh olsheey daiildy	kydain shaiin qoy s shol fodan yksh olsheey daiildy
f2r	f2r.9	1	0	0.727273	0.545455	dls sho kol sheey qokey ykody so chol yky dain daiisol	dlssho kol sheey qokey ykody so chol yky dain daiirol	dlssho kol sheey qokey ykody so cholyky dain daiirol
f2r	f2r.10	1	0	0.888889	1.000000	qoky cholaiin shol sheky daiin cthey keol saiin eaiin	qoky cholaiin shol sheky daiin cthey keol saiin saiin	qoky cholaiin shol sheky daiin cthey keol saiin eaiin
f2r	f2r.11	1	1	1.000000	1.000000	ychain dal chy dalor shan dan olsaiin sheey ckhor	ychain dal chy dalor shan dan olsaiin sheey ckhor	ychain dal chy dalor shan dan olsaiin sheey ckhor
f2r	f2r.12	1	1	1.000000	1.000000	okol chy chor cthor yor an chan saiin chety chyky sal	okol chy chor cthor yor an chan saiin chety chyky sal	okol chy chor cthor yor an chan saiin chety chyky sal
f2r	f2r.13	1	1	1.000000	1.000000	sho ykeey chey daiin chcthy	sho ykeey chey daiin chcthy	sho ykeey chey daiin chcthy
f2r	f2r.14	0	1		1.000000	ytoail		ytoail
f2r	f2r.15	0	1		1.000000	ios an on		ios an on
f2v	f2v.1	1	0	0.777778	0.500000	kooiin cheo pchor otaiin odain chor dair shty	kooiin cheo pchor otaiin o dain chor dair shty	kooiin cheopchor otaiinodain chor dair shty
f2v	f2v.2	1	0	1.000000	0.888889	kcho kchy sho shol qotcho loeees qoty chor daiin	kcho kchy sho shol qotcho loeees qoty chor daiin	kch kchy sho shol qotcho loeees qoty chor daiin
f2v	f2v.3	1	1	1.000000	1.000000	otchy chor lshy chol chody chodain chcthy daiin	otchy chor lshy chol chody chodain chcthy daiin	otchy chor lshy chol chody chodain chcthy daiin
f2v	f2v.4	1	1	1.000000	1.000000	sho cholo cheor chodaiin	sho cholo cheor chodaiin	sho cholo cheor chodaiin
f2v	f2v.5	1	0	0.888889	0.777778	kchor shy daiiin chm s shey dor chol daiin	kchor shy daiiin chckhoy s shey dor chol daiin	kchor shy daiiin chm sshey dor chol daiin
f2v	f2v.6	1	0	0.818182	0.818182	dor chol chor chol keol chy chty daiin o tchor chan	dor chol chor chol keol chy chty daiin otchor chan	dor chol chor chol keol chy chty daiin otchor chan
f2v	f2v.7	1	1	1.000000	1.000000	daiin chotchey qoteeey chokeos chees chr cheaiin	daiin chotchey qoteeey chokeos chees chr cheaiin	daiin chotchey qoteeey chokeos chees chr cheaiin
f2v	f2v.8	1	0	1.000000	0.800000	chokoishe chor cheol chol dolody	chokoishe chor cheol chol dolody	chokoie chor cheol chol dolody
f3r	f3r.1	1	0	0.800000	1.000000	tsheos qopal chol cthol daimg	tsheos qopal chol cthol daimm	tsheos qopal chol cthol daimg
f3r	f3r.2	1	1	1.000000	1.000000	ycheor chor dam qotcham cham	ycheor chor dam qotcham cham	ycheor chor dam qotcham cham
f3r	f3r.3	1	1	1.000000	1.000000	ochor qocheor chol daiin cthy	ochor qocheor chol daiin cthy	ochor qocheor chol daiin cthy
f3r	f3r.4	1	0	0.833333	1.000000	schey chor chal chag cham cho	schey chor chal cham cham cho	schey chor chal chag cham cho
f3r	f3r.5	1	1	1.000000	1.000000	qokol chololy s cham cthol	qokol chololy s cham cthol	qokol chololy s cham cthol
f3r	f3r.6	1	0	0.600000	1.000000	ychtaiin chor cthom otaldam	ychtaiin chor cthom otal dam	ychtaiin chor cthom otaldam
f3r	f3r.7	1	0	1.000000	0.800000	otchol qodaiin chom shom damo	otchol qodaiin chom shom damo	otchol qodaiin chom shom amo
f3r	f3r.8	1	0	0.800000	1.000000	ysheor chor chol oky dago	ysheor chor chol oky damo	ysheor chor chol oky dago
f3r	f3r.9	1	0	0.800000	0.800000	sho vor sheoldam otchody ol	sho or sheoldam otchody ol	sho or sheoldam otchody ol
f3r	f3r.10	1	0	0.000000	0.333333	ydar cholcthom	ydas chol cthom	y dar cholcthom
f3r	f3r.11	1	0	1.000000	0.800000	pcheol shol sols sheol shey	pcheol shol sols sheol shey	pcheol ol sols sheol shey
f3r	f3r.12	1	0	0.600000	0.666667	okadaiin qokchor qo schodam octhy	okadaiin qokchor qoschodam octhy	ok daiin qokchor qo schodam octhy
f3r	f3r.13	1	0	0.833333	0.666667	qokeey qot shey qokody qokshey cheody	qokeey qot shey qokody qokchey cheody	qokeey qotshey qokody qokshey cheody
f3r	f3r.14	1	0	1.000000	0.600000	chor qodair okeey qokeey	chor qodair okeey qokeey	chor qo air okeey qokeey
f3r	f3r.15	1	0	1.000000	0.875000	tsheoarom shor or chor olchsy chom otchom oporar	tsheoarom shor or chor olchsy chom otchom oporar	tsheoarom shar or chor olchsy chom otchom oporar
f3r	f3r.16	1	0	1.000000	0.800000	oteol chol s cheol ekshy qokeom qokol daiin soleeg	oteol chol s cheol ekshy qokeom qokol daiin soleeg	oteol chol s cheol ekshy qokeom qok l daiin soleeg
f3r	f3r.17	1	0	0.666667	1.000000	soeom okeom yteody qokeeodal sam	soeom okeom yteody qokeeo dal sam	soeom okeom yteody qokeeodal sam
f3r	f3r.18	1	0	1.000000	0.714286	pcheoldom shodaiin qopchor qopol opchol qoty otolom	pcheoldom shodaiin qopchor qopol opchol qoty otolom	pcheoldom shodaiin qopchor qopol opcholqoty otolom
f3r	f3r.19	1	1	1.000000	1.000000	otchor ol cheor qoeor dair qoteol qosaiin chor cthy	otchor ol cheor qoeor dair qoteol qosaiin chor cthy	otchor ol cheor qoeor dair qoteol qosaiin chor cthy
f3r	f3r.20	1	0	0.777778	0.777778	ycheor chol odaiin chol s aiin okol or am	ycheor chol odaiin chol s aiin okolor am	ycheor chol odaiin chol s aiin okolor am
f3v	f3v.1	1	1	1.000000	1.000000	koaiin cphor qotoy sha ckhol ykoaiin s oly	koaiin cphor qotoy sha ckhol ykoaiin s oly	koaiin cphor qotoy sha ckhol ykoaiin s oly
f3v	f3v.2	1	0	0.857143	0.714286	daiidy qoteeol okeeor okor olytol dol dar	daiidy qoteeol okchor okor olytol dol dar	daiidy qotchol okchor okor olytol dol dar
f3v	f3v.3	1	1	1.000000	1.000000	okom chol shol seees chom cheeykam okai	okom chol shol seees chom cheeykam okai	okom chol shol seees chom cheeykam okai
f3v	f3v.4	1	0	1.000000	0.555556	qodar ees eey kcheol okal do r chear een	qodar ees eey kcheol okal do r chear een	qodar chs chy kcheol okal do r cheareeb
f3v	f3v.5	1	0	0.166667	0.500000	ychear otchal cho r char ckha	yeeear otchal eeor eear ckhy	ychear otchal chor char ckho
f3v	f3v.6	1	0	1.000000	0.800000	or cheor kor chodaly chom	or cheor kor chodaly chom	or cheor kor chodaly cham
f3v	f3v.7	1	1	1.000000	1.000000	tchor otcham chor cfham s	tchor otcham chor cfham s	tchor otcham chor cfham s
f3v	f3v.8	1	0	0.800000	1.000000	ykchy kchom chor chckhol oka	ykchy kchom chor chekeol oka	ykchy kchom chor chckhol oka
f3v	f3v.9	1	0	1.000000	0.800000	ytcheear okeol cthodoaly chor cthy	ytcheear okeol cthodoaly chor cthy	yteeeear okeol cthodoaly chor cthy
f3v	f3v.10	1	0	0.833333	1.000000	ochos daiin qokshol daiim chol okary	ochor daiin qokshol daiim chol okary	ochos daiin qokshol daiim chol okary
f3v	f3v.11	1	1	1.000000	1.000000	sho shockho ckhy tchor chodaiin chom	sho shockho ckhy tchor chodaiin chom	sho shockho ckhy tchor chodaiin chom
f3v	f3v.12	1	1	1.000000	1.000000	osh chodair ytchy tchor kcham s	osh chodair ytchy tchor kcham s	osh chodair ytchy tchor kcham s
f3v	f3v.13	1	0	1.000000	0.833333	shar shkaiin qokchy yty cthal chky	shar shkaiin qokchy yty cthal chky	shar shkaiin qokch yty cthal chky
f3v	f3v.14	1	0	0.500000	0.600000	dain sheam y keam	dain sheam yteam	dain she m y keam
f4r	f4r.1	1	0	1.000000	0.666667	kodalchy chpady sheol ol sheey qotey doiin chor ytoy	kodalchy chpady sheol ol sheey qotey doiin chor ytoy	kodalchy chpody eol ol sheey qotey doiin chor yto
f4r	f4r.2	1	0	0.888889	1.000000	dchor shol shol cthol shtchy chaiin s choraiin chom	dchor chol shol cthol shtchy chaiin s choraiin chom	dchor shol shol cthol shtchy chaiin s choraiin chom
f4r	f4r.3	1	1	1.000000	1.000000	otchol chol chy chaiin qotaiin daiin shain	otchol chol chy chaiin qotaiin daiin shain	otchol chol chy chaiin qotaiin daiin shain
f4r	f4r.4	1	1	1.000000	1.000000	qotchol chy yty daiin okaiin cthy	qotchol chy yty daiin okaiin cthy	qotchol chy yty daiin okaiin cthy
f4r	f4r.5	1	0	1.000000	0.500000	pydaiin qotchy dy tydy	pydaiin qotchy dy tydy	pydaiin qotchy dytydy
f4r	f4r.6	1	0	0.500000	1.000000	chor shytchy dytcheey	chor shytchy dy tcheay	chor shytchy dytcheey
f4r	f4r.7	1	1	1.000000	1.000000	qotaiin cthol daiin cthom	qotaiin cthol daiin cthom	qotaiin cthol daiin cthom
f4r	f4r.8	1	1	1.000000	1.000000	shor shol shol cthy cpholdy	shor shol shol cthy cpholdy	shor shol shol cthy cpholdy
f4r	f4r.9	1	0	0.600000	1.000000	daiin ckhochy tchy kor aiin	daiin ckhochy tchy koraiin	daiin ckhochy tchy kor aiin
f4r	f4r.10	1	1	1.000000	1.000000	odal shor shyshol cphaiin	odal shor shyshol cphaiin	odal shor shyshol cphaiin
f4r	f4r.11	1	0	0.666667	0.250000	qotchoiin sheor qoty	qotchoiin sheyr qoty	qotchoiin she r qot
f4r	f4r.12	1	1	1.000000	1.000000	soiin chaiin chaiin	soiin chaiin chaiin	soiin chaiin chaiin
f4r	f4r.13	1	1	1.000000	1.000000	daiin cthey	daiin cthey	daiin cthey
f4v	f4v.1	1	1	1.000000	1.000000	pchooiin ksheo kchoy chopchy dolds dlod	pchooiin ksheo kchoy chopchy dolds dlod	pchooiin ksheo kchoy chopchy dolds dlod
f4v	f4v.2	1	0	1.000000	0.875000	ol chey chy cthy shkchor sheo cheory choldy	ol chey chy cthy shkchor sheo cheory choldy	ol chey chy cthy kchor sheo cheory choldy
f4v	f4v.3	1	0	0.777778	0.555556	sho sho chaiin shaiin daiin qodaiin o aram	sho sho chaiin shaiin daiin qodaiin o ar am	sho sho chaiin sh iin daiin qodaiin oar m
f4v	f4v.4	1	1	1.000000	1.000000	qokshy qocthy choteol daiin cthey choaiin	qokshy qocthy choteol daiin cthey choaiin	qokshy qocthy choteol daiin cthey choaiin
f4v	f4v.5	1	0	0.857143	1.000000	shor sheey otoiin shey qotchoiin chodain	shor sheey cto otoiin shey qotchoiin chodain	shor sheey otoiin shey qotchoiin chodain
f4v	f4v.6	1	1	1.000000	1.000000	ytchoy shokchy cphody	ytchoy shokchy cphody	ytchoy shokchy cphody
f4v	f4v.7	1	0	0.800000	1.000000	torchy sheeor chor chokchy cphydy	torchy sheeor chor shokchy cphydy	torchy sheeor chor chokchy cphydy
f4v	f4v.8	1	0	0.833333	1.000000	oleeeb chor cthol sho otor cthory	olaen chor cthol sho otor cthory	oleeeb chor cthol sho otor cthory
f4v	f4v.9	1	0	0.666667	0.666667	qooko iiin cheog chcthy shoky daiin	qooko iiincheom chcthy shoky daiin	qooko iiincheog chcthy shoky daiin
f4v	f4v.10	1	0	1.000000	0.800000	otaiin sheo okeody chol chokeody	otaiin sheo okeody chol chokeody	otaiin sheo okeady chol chokeody
f4v	f4v.11	1	0	1.000000	0.666667	sho kcheor shody shtaiin qotol daiin	sho kcheor shody shtaiin qotol daiin	sho kcheor shody shtaiin qotoldaiin
f4v	f4v.12	1	0	0.875000	0.750000	qokey sho okeol s keey shar char ody	qokoy sho okeol s keey shar char ody	qokey sho okeol skeey shar char ody
f4v	f4v.13	1	0	1.000000	0.666667	shody s cheor chokody shodaiin qoty	shody s cheor chokody shodaiin qoty	shody s cheor chokody odaiin qot
f4v	f4v.14	1	0	0.500000	0.250000	ochody chy key chtody	ochody chykey chtody	ocho y chykey chtody
f5r	f5r.1	1	0	0.888889	0.888889	kchody fchoy chkoy oaiin oar olsy chody dkshy dy	kshody fchoy chkoy oaiin oar olsy chody dkshy dy	kchody pchoy chkoy oaiin oar olsy chody dkshy dy
f5r	f5r.2	1	0	0.888889	0.888889	ochey okey qokaiin sho ckhoy cthey chey okas otol	ochey okey qokaiin sho ckhoy cthey chey okaor otol	ochey okey qakaiin sho ckhoy cthey chey okas otol
f5r	f5r.3	1	0	0.500000	1.000000	qoaiin otan chy daiin oteeeb chocthy otchy qotchody	qoaiin otan chy daiin oteeen cho cthy otchy qotcho dy	qoaiin otan chy daiin oteeeb chocthy otchy qotchody
f5r	f5r.4	1	1	1.000000	1.000000	otain sheody chan s cheor chocthy	otain sheody chan s cheor chocthy	otain sheody chan s cheor chocthy
f5r	f5r.5	1	0	0.875000	0.777778	tchy shody qoaiin cholols sho qotcheo daiin shodaiin	tshy shody qoaiin cholols sho qotcheo daiin shodaiin	tchy shody qoaiin cholols sho qotcheo d iin shodaiin
f5r	f5r.6	1	0	1.000000	0.777778	sho cheor chey qoeeey qoykeeey qoeor cthy shotshy dy	sho cheor chey qoeeey qoykeeey qoeor cthy shotshy dy	sho cheorchey qoeeey qoykeeey qoeor cthy shotshy dy
f5r	f5r.7	1	1	1.000000	1.000000	qotoeey keey cheo kchy shody	qotoeey keey cheo kchy shody	qotoeey keey cheo kchy shody
f5v	f5v.1	1	0	0.700000	0.800000	k o cheor chor ytchey pshod chols chodaiin ytoiiin daiin	kocheor chor ytchey pshod chols chodaiin ytoiiin daiin	k cheor chor tchey pshod chols chodaiin ytoiiin daiin
f5v	f5v.2	1	0	0.875000	0.857143	dchol chol otaiin dain cthor chots ychopordg	dchol sy chol otaiin dain cthor chots ychopordg	dchol chol otaiin ain cthor chots ychopordg
f5v	f5v.3	1	0	0.888889	0.888889	qotcho ytor daiin daiin otchor daiin qo darchor do	qotcho ytor daiin daiin otchor daiir qo darchor do	qotcho ytor daiin daiin otchor daiir qo darchor do
f5v	f5v.4	1	0	0.800000	0.600000	qotor shees otol ykoiin shol daiin cthor okch y taiin	qotor shees otol ykoiin shol daiin cthor okchy taiin	qotor shees otol ykoiin ol daiin cthor okchytaiin
f5v	f5v.5	1	1	1.000000	1.000000	shokeeol chor cheotol otchol daiin dal chol chotaiin	shokeeol chor cheotol otchol daiin dal chol chotaiin	shokeeol chor cheotol otchol daiin dal chol chotaiin
f5v	f5v.6	1	1	1.000000	1.000000	otol chol dairodg	otol chol dairodg	otol chol dairodg
f6r	f6r.1	1	0	0.888889	1.000000	foar y shol cholor cphol chor ch chopchol otcham	foar y shol cholor cphol chor chckh chopchol otcham	foar y shol cholor cphol chor ch chopchol otcham
f6r	f6r.2	1	1	1.000000	1.000000	daiin chckhy chor chor kar cthy cthor chotols	daiin chckhy chor chor kar cthy cthor chotols	daiin chckhy chor chor kar cthy cthor chotols
f6r	f6r.3	1	0	0.625000	0.875000	foeear kshor choky os cheoeees ykeor ytaiin dam	poeear kshor choky os cheoees ykeor ytaiin dar	poeear kshor choky os cheoeees ykeor ytaiin dam
f6r	f6r.4	1	0	0.875000	0.750000	dar cho s sheor choy otcham yaiir chy	dar cho s sheor chocthy otcham yaiir chy	dar chos sheor choy otcham yaiir chy
f6r	f6r.5	1	1	1.000000	1.000000	tar okoiin shees ytaly cthaiin odam	tar okoiin shees ytaly cthaiin odam	tar okoiin shees ytaly cthaiin odam
f6r	f6r.6	1	0	1.000000	0.857143	or al daiin ckham okom cthaiin ydaiin	or al daiin ckham okom cthaiin ydaiin	or al aiin ckham okom cthaiin ydaiin
f6r	f6r.7	1	1	1.000000	1.000000	daiin qodaiin cho s chol okaiin s	daiin qodaiin cho s chol okaiin s	daiin qodaiin cho s chol okaiin s
f6r	f6r.8	1	1	1.000000	1.000000	ychol ckhor pchar sheo ckhaiin	ychol ckhor pchar sheo ckhaiin	ychol ckhor pchar sheo ckhaiin
f6r	f6r.9	1	0	0.800000	0.666667	dar sheol skaiiodar otaiin chory	dar sheeol skaiiodar otaiin chory	dar sheol skaiio ar otaiin chory
f6r	f6r.10	1	0	0.714286	0.571429	tchor ctheod chy shor od she od	tchor ctheod chy shor odshe od	tchor ctheod chy shos odshe od
f6r	f6r.11	1	0	0.750000	0.750000	ychar olchaj ol chokaiin	ychar olchad ol chokaiin	ychar olchag ol chokaiin
f6r	f6r.12	1	1	1.000000	1.000000	or shol cthom chor cthy	or shol cthom chor cthy	or shol cthom chor cthy
f6r	f6r.13	1	0	0.666667	0.666667	qocthol yodaiin cthy	qocthol qodaiin cthy	qocthol odaiin cthy
f6r	f6r.14	1	1	1.000000	1.000000	ysho taiin y kaiim	ysho taiin y kaiim	ysho taiin y kaiim
f6v	f6v.1	1	0	0.636364	0.700000	koary sar cheekar qoor shor chapchy s chear char otchy	koar y sar oheekar qoar shor chapchy s chear char otchy	koarysar cheekar qoar shor chapchy s chear char otchy
f6v	f6v.2	1	0	0.888889	0.444444	oees chor chckhy qoekchar cheas odaiiin kchey chor chaiin	oees chor chckhy qoekchar cheas odaiin kchey chor chaiin	oees chor chckhy qoekchas che s odaiiin kchey chorchaiin
f6v	f6v.3	1	0	0.875000	0.875000	qoair ckhy chol oechockhy chekchoy ckhy okol rychos	qoair ckhy chol oochockhy chekchoy ckhy okol rychos	qoair ckhy chol oechockhy chekchoy ckhy okol sychos
f6v	f6v.4	1	0	0.727273	0.818182	y shckhy ytchoy s os y jajy dchy dey okody ytody	y shckhy ytchoy sos y dady dchy dey okody ytody	yshckhy ytchoy s os y jajy dchy dey okody ytody
f6v	f6v.5	1	0	0.857143	0.857143	dair chodam dam okor oty doldom	dair cshe chodam dam okor oty doldom	dair sha chodam dam okor oty doldom
f6v	f6v.6	1	0	0.750000	1.000000	tchody shocthol choy s	tchody shocthol chocthey s	tchody shocthol choy s
f6v	f6v.7	1	1	1.000000	1.000000	ychos ychol daiin cthol dol	ychos ychol daiin cthol dol	ychos ychol daiin cthol dol
f6v	f6v.8	1	1	1.000000	1.000000	ychor chor okchey qokom	ychor chor okchey qokom	ychor chor okchey qokom
f6v	f6v.9	1	1	1.000000	1.000000	oeeo dal chor cthom s	oeeo dal chor cthom s	oeeo dal chor cthom s
f6v	f6v.10	1	0	0.666667	1.000000	qokchod ychear kchdy	qokche ychear kchdy	qokchod ychear kchdy
f6v	f6v.11	1	0	0.666667	0.166667	lor char otam ctho m dy	lor char otam cthom dy	lar char otag cthomdy
f6v	f6v.12	1	1	1.000000	1.000000	ytchos shy qokam cthy	ytchos shy qokam cthy	ytchos shy qokam cthy
f6v	f6v.13	1	0	1.000000	0.833333	yodaiin cthy s chor oees or	yodaiin cthy s chor oees or	yodaiin cthy s chor oees r
f6v	f6v.14	1	1	1.000000	1.000000	qokor chol cthol tchalody	qokor chol cthol tchalody	qokor chol cthol tchalody
f6v	f6v.15	1	0	0.428571	1.000000	chockhy s or chy s ain ar	chockhy s os chy sain or	chockhy s or chy s ain ar
f6v	f6v.16	1	0	1.000000	0.750000	ochy cthar cthar cthy	ochy cthar cthar cthy	ochy cthar cthor cthy
f6v	f6v.17	1	0	0.800000	0.600000	y chaies ckhal cthodam dy	y chaiir ckhal cthodam dy	ychaies ckhal cthodam dy
