page	locus	source_page	source_locus	old_locus	code	continuation	transcription	word_count	clean_text	raw_text	section	language	hand
f1r	f1r.19	f1r	f1r.19	f1r.P3.19	+P0	-	U	9	dchar shcthaiin okaiir chey chy tol cthols dao a	dchar.shcthaiin.okaiir,chey.&-';chy.&130;tol.cthols.dao&ct;a<|>	T	A	1
f1r	f1r.20	f1r	f1r.20	f1r.P3.20	+P0	-	U	5	shok chor chey dain ckhey	shok.chor.chey.dain.ckhey<$>	T	A	1
f1r	f1r.21	f1r	f1r.21	f1r.T3.21	=Pt	L	U	2	otol daiiin	�otol.daiiin<$>	T	A	1
f1r	f1r.22	f1r	f1r.22	f1r.P4.22	*P0	1	U	10	cpho shaiin shokcheey chol tshodeesy shey pydeey chy ro dar	cpho.shaiin.shokcheey.chol.tshodeesy.shey.pydeey.chy.ro.dar<|>	T	A	1
f1r	f1r.23	f1r	f1r.23	f1r.P4.23	+P0	-	U	10	ydain chol dain cthal dar shear kaiin dar shey cthar	<:>ydain.chol.dain.cthal.dar.shear.kaiin.dar.shey.cthar<|>	T	A	1
f1r	f1r.24	f1r	f1r.24	f1r.P4.24	+P0	-	U	9	chy kaiin shoaiin okol daiin far cthol daiin ctholdar	<:>chy.???.kaiin.shoaiin.okol.daiin.far.cthol.daiin.ctholdar<|>	T	A	1
f1r	f1r.25	f1r	f1r.25	f1r.P4.25	+P0	-	U	9	ycheey okeey oky daiin okchey kokaiin okchol kydchy dal	<:>ycheey.okeey.oky.daiin.okchey.kokaiin.okchol.kydchy.dal<|>	T	A	1
f1r	f1r.26	f1r	f1r.26	f1r.P4.26	+P0	-	U	9	dcheo shody koshey cthy okchey keey keey dal chtor	<:>dcheo.shody.koshey.cthy.okchey.keey.keey.dal.chtor<|>	T	A	1
f1r	f1r.27	f1r	f1r.27	f1r.P4.27	+P0	-	U	5	sho chol chok choty chotey	sho?.chol.chok.choty.chotey<$>	T	A	1
f1r	f1r.28	f1r	f1r.28	f1r.T4.28	=Pt	L	U	1	dchaiin	�dchaiin<$>	T	A	1
f1v	f1v.1	f1v	f1v.1	f1v.P1.1	@P0	1	U	7	kchsy chydaiin ol oltchey char czhar am	kchsy.chydaiin.ol-<!�>oltchey.char.czhar,am<|>	H	A	1
f1v	f1v.5	f1v	f1v.5	f1v.P1.5	+P0	1	U	9	wotoy shol dair cwhoal dar chey tody otoaiin shoshy	wotoy.shol.dair.cwhoal-<!�>dar.chey.tody.otoaiin.shoshy<|>	H	A	1
f1v	f1v.7	f1v	f1v.7	f1v.P1.7	+P0	-	U	12	qo ol ihoees cheol dol cthey ykol dol dolo ykol do lchody	qo.ol,ihoees.cheol.dol.cthey-<!�>ykol.dol.dolo.ykol.do,lchody<|>	H	A	1
f1v	f1v.9	f1v	f1v.9	f1v.P1.9	+P0	-	U	12	shor okal chol dol ky dar shol dchor o tcho dar ody	shor.okal.chol.dol.ky.dar-<!�>shol.dchor.o,tcho.dar.&366;ody<|>	H	A	1
f1v	f1v.10	f1v	f1v.10	f1v.P1.10	+P0	L	U	7	taor chotchey dal chody schody pol chodar	taor.chotchey.dal.chody-<!�>schody.pol.chodar<$>	H	A	1
f2r	f2r.1	f2r	f2r.1	f2r.P1.1	@P0	1	U	6	kydainy ywchol daiin otchal ypchaiin ckholsy	kydainy.ywchol.daiin.otchal-<!�>ypchaiin.ckholsy<!�><|>	H	A	1
f2r	f2r.2	f2r	f2r.2	f2r.P1.2	+P0	-	U	5	dorchory chkar s shor cthy	dorchory-<!�>chkar.s-<!�>shor.cthy.&CTo;<|>	H	A	1
f2r	f2r.4	f2r	f2r.4	f2r.P1.4	+P0	-	U	7	shaiidy chtod dy cwhy dals chokaiin d	shaiidy-<!�>chtod,dy-<!�>cwhy.dals-<!�>chokaiin.d<|>	H	A	1
f2r	f2r.8	f2r	f2r.8	f2r.P1.8	+P0	1	U	9	kydain shaiin qoy s shol zodan yksh olsheey daiildy	kydain.shaiin.qoy.s.shol.zodan-<!�>yksh.olsheey.daiildy<|>	H	A	1
f2r	f2r.10	f2r	f2r.10	f2r.P1.10	+P0	-	U	11	q ky cholaiin shol sheky daiin cthey keol saiin s iin	q&136;ky.cholaiin.shol.sheky.daiin-<!�>cthey.keol.saiin.s&a~;iin<|>	H	A	1
f2r	f2r.11	f2r	f2r.11	f2r.P1.11	+P0	-	U	9	ychain dal chy dalor shan dan olsaiin sheey ckhor	<:>ychain.dal.chy.dalor.shan.dan-<!�>olsaiin.sheey.ckhor<|>	H	A	1
f2r	f2r.14	f2r	f2r.14	f2r.L1.1	@Lp	-	U	1	ytoailch	ytoailch<$>	H	A	1
f2r	f2r.15	f2r	f2r.15	f2r.L2.1	@Lp	-	U	1	sodanain	sodanain<$>	H	A	1
f2v	f2v.1	f2v	f2v.1	f2v.P1.1	@P0	1	U	8	kooiin cheo wchor otaiin odain chor dair shty	kooiin.cheo.wchor.otaiin.odain.chor-<!�>dair.shty<|>	H	A	1
f2v	f2v.2	f2v	f2v.2	f2v.P1.2	+P0	-	U	9	kcho kchy sho shol qotsho loeees qoty chor daiin	<:>kcho.kchy.sho.shol.qotsho.loeees.qoty-<!�>chor.daiin<|>	H	A	1
f2v	f2v.3	f2v	f2v.3	f2v.P1.3	+P0	-	U	8	otchy chor lshy chol chody shodain chcthy daiin	<:>otchy.chor.lshy.chol.chody.shodain-<!�>chcthy.daiin<|>	H	A	1
f2v	f2v.4	f2v	f2v.4	f2v.P1.4	+P0	L	U	4	sho cholo cheor chodaiin	<:>sho.cholo.cheor.chodaiin<$>	H	A	1
f2v	f2v.5	f2v	f2v.5	f2v.P1.5	+P0	1	U	9	kchor shy daiiin ch g sshey dor chol daiin	kchor.shy.daiiin.ch&CKo;g-<!�>sshey.dor.chol.daiin<|>	H	A	1
f2v	f2v.6	f2v	f2v.6	f2v.P1.6	+P0	-	U	10	dor chol chor chol keol chy chty daiin otchor chan	<:>dor.chol.chor.chol.keol.chy.chty-<!�>daiin.otchor.chan<|>	H	A	1
f2v	f2v.7	f2v	f2v.7	f2v.P1.7	+P0	-	U	7	daiin chotchey qotchey chokeos chees chr cheaiin	<:>daiin.chotchey.qotchey.chokeos-<!�>chees.chr.cheaiin<|>	H	A	1
f2v	f2v.8	f2v	f2v.8	f2v.P1.8	+P0	L	U	5	chokolshe chor cheol chol dolody	<:>chokolshe.chor.cheol.chol.dolody<!�><$>	H	A	1
f3r	f3r.1	f3r	f3r.1	f3r.P1.1	@P0	1	U	5	tsheos qopal chol cthol daimg	tsheos.qopal.chol.cthol.daimg<|>	H	A	1
f3r	f3r.2	f3r	f3r.2	f3r.P1.2	+P0	-	U	5	ycheor chor dam qotcham cham	<:>ycheor.chor.dam.qotcham.cham<!�><|>	H	A	1
f3r	f3r.3	f3r	f3r.3	f3r.P1.3	+P0	-	U	5	ochor qocheor chol daiin cthy	ochor.qocheor.chol.daiin.cthy<!�><|>	H	A	1
f3r	f3r.4	f3r	f3r.4	f3r.P1.4	+P0	-	U	6	schey chor chal cham cham cho	schey.chor.chal.cham.cham.cho<!�><|>	H	A	1
f3r	f3r.5	f3r	f3r.5	f3r.P1.5	+P0	-	U	5	qokol chololy s cham cthol	qokol.chololy.s.cham.cthol<!�><|>	H	A	1
f3r	f3r.6	f3r	f3r.6	f3r.P1.6	+P0	-	U	5	ychtaiin chor ctham otal dam	ychtaiin.chor.ctham.otal,dam<!�><|>	H	A	1
f3r	f3r.7	f3r	f3r.7	f3r.P1.7	+P0	-	U	5	otchol qodaiin chom shom damo	otchol.qodaiin.chom.shom.damo<!�><|>	H	A	1
f3r	f3r.8	f3r	f3r.8	f3r.P1.8	+P0	-	U	5	ysheor chor chol oky damo	ysheor.chor.chol.oky.damo<!�><|>	H	A	1
f3r	f3r.9	f3r	f3r.9	f3r.P1.9	+P0	-	U	5	sho or sheoldam otchody ol	sho.?or.sheoldam.otchody.ol<!�><|>	H	A	1
f3r	f3r.10	f3r	f3r.10	f3r.P1.10	+P0	L	U	3	ydar chol cthom	ydar.chol.cthom<$>	H	A	1
f3r	f3r.11	f3r	f3r.11	f3r.P1.11	+P0	1	U	6	wcheol shol s ols sheol shey	wcheol.shol.s,ols.sheol.shey<|>	H	A	1
f3r	f3r.12	f3r	f3r.12	f3r.P1.12	+P0	-	U	4	okadaiin qokchor qorchodam ycthy	<:>okadaiin.qokchor.qorchodam.ycthy<!�><|>	H	A	1
f3r	f3r.13	f3r	f3r.13	f3r.P1.13	+P0	-	U	5	qokeey qotshey qokody qokchey cheody	qokeey.qotshey.qokody.qokchey.cheody<!�><|>	H	A	1
f3r	f3r.14	f3r	f3r.14	f3r.P1.14	+P0	L	U	4	chor qodair okeey qokeey	chor.qodair.okeey.qokeey<$>	H	A	1
f3r	f3r.15	f3r	f3r.15	f3r.P1.15	+P0	1	U	8	tsheoarom shor or chor olchsy chom otchom oworar	tsheoarom.shor.or.chor.olchsy.chom.otchom-<!�>oworar<|>	H	A	1
f3r	f3r.16	f3r	f3r.16	f3r.P1.16	+P0	-	U	9	oteol chol s cheol ykshy qokeom qokol daiin soleeg	<:>oteol.chol.s.cheol.ykshy.qokeom.qokol.daiin-<!�>soleeg<|>	H	A	1
f3r	f3r.17	f3r	f3r.17	f3r.P1.17	+P0	L	U	5	soeom okeam yteody qokeeodal sam	<:>soeom.okeam.yteody.qokeeodal.sam<$>	H	A	1
f3r	f3r.18	f3r	f3r.18	f3r.P1.18	+P0	1	U	7	pcheoldom shodaiin qopchor qopol opchol qoty otolom	pcheoldom.shodaiin.qopchor.qopol.opchol.qoty-<!�>otolom<|>	H	A	1
f3r	f3r.19	f3r	f3r.19	f3r.P1.19	+P0	-	U	9	otchor ol cheor qoeor dair qoteol qosaiin chor cthy	<:>otchor.ol,cheor.qoeor.dair.qoteol.qosaiin-<!�>chor.cthy<|>	H	A	1
f3r	f3r.20	f3r	f3r.20	f3r.P1.20	+P0	L	U	9	ycheor chol odaiin chol s aiin okol or am	<:>ycheor.chol.odaiin.chol.s.aiin.okol,or,am<!�><$>	H	A	1
f3v	f3v.1	f3v	f3v.1	f3v.P1.1	@P0	1	U	8	koaiin cwhor qotoy sha ckhol ykoaiin s oly	koaiin.cwhor.qotoy.sha.ckhol.ykoaiin.s.oly<!�><|>	H	A	1
f3v	f3v.2	f3v	f3v.2	f3v.P1.2	+P0	-	U	7	daiidy qotchol okchor okor olytol dol dar	daiidy.qotchol.okchor.okor.olytol.dol.dar<!�><|>	H	A	1
f3v	f3v.3	f3v	f3v.3	f3v.P1.3	+P0	-	U	7	okom chol shol sches chom cheeykam okai	okom.chol.shol.sches.chom.cheeykam.okai<!�><|>	H	A	1
f3v	f3v.4	f3v	f3v.4	f3v.P1.4	+P0	-	U	7	qodar chs chy tcheol okal dor cheareeb	qodar.chs.chy.tcheol.okal.dor.cheareeb<!�><|>	H	A	1
f3v	f3v.5	f3v	f3v.5	f3v.P1.5	+P0	-	U	4	ychear otchal chor char	ychear.otchal.chor.char.&�Ky;<!�><|>	H	A	1
f3v	f3v.6	f3v	f3v.6	f3v.P1.6	+P0	L	U	5	or cheor kor chodaly cham	or.cheor.kor.chodaly.cham<!�><$>	H	A	1
f3v	f3v.7	f3v	f3v.7	f3v.P1.7	+P0	1	U	5	tchor otcham chor cfham s	tchor.otcham.chor.cfham.s<!�><|>	H	A	1
f3v	f3v.8	f3v	f3v.8	f3v.P1.8	+P0	-	U	5	ykchy kchom chor chckhol oka	ykchy.kchom.chor.chckhol.oka<!�><|>	H	A	1
f3v	f3v.9	f3v	f3v.9	f3v.P1.9	+P0	-	U	5	yteeaiir okeol cthodoaly chor cthy	yteeaiir.okeol.cthodoaly.chor.cthy<!�><|>	H	A	1
f3v	f3v.10	f3v	f3v.10	f3v.P1.10	+P0	-	U	6	ochor daiin qokshol daiim chol okary	ochor.daiin.qokshol.daiim.chol.okary<!�><|>	H	A	1
f3v	f3v.11	f3v	f3v.11	f3v.P1.11	+P0	-	U	6	sho shockho ckhy tchor chodaiin chom	sho.shockho.ckhy.tchor.chodaiin.chom<!�><|>	H	A	1
f3v	f3v.12	f3v	f3v.12	f3v.P1.12	+P0	-	U	6	osh chodair ytchy tchor kcham s	osh.chodair.ytchy.tchor.kcham.s<!�><|>	H	A	1
f3v	f3v.13	f3v	f3v.13	f3v.P1.13	+P0	-	U	6	shar shkaiin qokcha yty cthal chky	shar.shkaiin.qokcha.yty.cthal.chky<!�><|>	H	A	1
f3v	f3v.14	f3v	f3v.14	f3v.P1.14	+P0	L	U	3	dain sheam yteam	dain.sheam.yteam<$>	H	A	1
f4r	f4r.1	f4r	f4r.1	f4r.P1.1	@P0	1	U	9	kodalchy chwady sheol ol sheey qotey doiin chor ytoy	kodalchy.chwady.sheol.ol,sheey.qotey-<!�>doiin.chor.ytoy<|>	H	A	1
f4r	f4r.2	f4r	f4r.2	f4r.P1.2	+P0	-	U	9	dchor shol shol cthol shtchy chaiin s choraiin chom	dchor.shol.shol.cthol.shtchy.chaiin-<!�>&163;s-<!�>choraiin.chom<|>	H	A	1
f4r	f4r.5	f4r	f4r.5	f4r.P1.5	+P0	1	U	4	wydaiin qotchy dy tydy	<:>wydaiin.qotchy.dy,tydy<!�><|>	H	A	1
f4r	f4r.8	f4r	f4r.8	f4r.P1.8	+P0	-	U	5	shor shol shol cthy ipholdy	shor.shol.shol.cthy.ipholdy<!�><|>	H	A	1
f4r	f4r.10	f4r	f4r.10	f4r.P1.10	+P0	-	U	4	odal shor shyshol cwhaiin	odal.shor.shyshol.cwhaiin<!�><$>	H	A	1
f4v	f4v.1	f4v	f4v.1	f4v.P1.1	@P0	-	U	6	wchaoiin kshea kchoy chapchy dolds dlod	wchaoiin.kshea.kchoy.chapchy.dolds-<!�>dlod<|>	H	A	1
f4v	f4v.2	f4v	f4v.2	f4v.P1.2	+P0	1	U	7	olchey chy cthy shkchor sheo cheory choldy	olchey.chy.cthy.shkchor.sheo.cheory-<!�>choldy<|>	H	A	1
f4v	f4v.3	f4v	f4v.3	f4v.P1.3	+P0	-	U	7	cho sho chaiin shaiin daiin qodaiin oaram	<:>cho.sho.chaiin.shaiin.daiin.qodaiin-<!�>oaram<|>	H	A	1
f4v	f4v.4	f4v	f4v.4	f4v.P1.4	+P0	-	U	6	qokchy qocthy choteol daiin cthey choaiin	<:>qokchy.qocthy.choteol.daiin.cthey-<!�>choaiin<|>	H	A	1
f4v	f4v.5	f4v	f4v.5	f4v.P1.5	+P0	-	U	7	shor sheey cto otaiin chey qotchoiin chodain	shor.sheey.cto.otaiin.chey.qotchoiin-<!�>chodain<|>	H	A	1
f4v	f4v.6	f4v	f4v.6	f4v.P1.6	+P0	L	U	3	ytchoy shokchy cphody	<:>ytchoy.shokchy.cphody<!�><$>	H	A	1
f4v	f4v.7	f4v	f4v.7	f4v.P1.7	+P0	1	U	6	torshy cheeor chor chokchy cphy dy	torshy.cheeor.chor.chokchy.cphy.dy<!�><|>	H	A	1
f4v	f4v.8	f4v	f4v.8	f4v.P1.8	+P0	-	U	6	olain chor cthol sho otor cthory	olain.chor.cthol.sho.otor.cthory<!�><|>	H	A	1
f4v	f4v.9	f4v	f4v.9	f4v.P1.9	+P0	-	U	5	qookoiiin cheom chcthy shoky daiin	qookoiiin.cheom.chcthy.shoky.daiin<!�><|>	H	A	1
f4v	f4v.10	f4v	f4v.10	f4v.P1.10	+P0	-	U	5	otaiin sheo oteody chol choteody	otaiin.sheo.oteody.chol.choteody<!�><|>	H	A	1
f4v	f4v.11	f4v	f4v.11	f4v.P1.11	+P0	-	U	5	shokcheor shody shtaiin qotol daiin	shokcheor.shody.shtaiin.qotol.daiin<!�><|>	H	A	1
f4v	f4v.12	f4v	f4v.12	f4v.P1.12	+P0	-	U	8	qokey sho okeol s keey shar char ody	qokey.sho.okeol.s.keey.shar.char.ody<!�><|>	H	A	1
f4v	f4v.13	f4v	f4v.13	f4v.P1.13	+P0	-	U	6	shody s cheor chokody shodaiin qoty	shody.s.cheor.chokody.shodaiin.qoty<!�><|>	H	A	1
f4v	f4v.14	f4v	f4v.14	f4v.P1.14	+P0	L	U	3	ochodo chytey chtody	ochodo.chytey.chtody<$>	H	A	1
f5r	f5r.1	f5r	f5r.1	f5r.P1.1	@P0	1	U	10	kchody fchoy chkoy oaiin o ar olsy chody dkshy dy	kchody.fchoy.chkoy.oaiin.o,ar,olsy.chody.dkshy,dy<|>	H	A	1
f5r	f5r.2	f5r	f5r.2	f5r.P1.2	+P0	-	U	10	ochey okey qokaiin sho ckhoy cthey chey oka s otol	<:>ochey.okey.qokaiin.sho.ckhoy.cthey.chey.oka&368;s.otol<|>	H	A	1
f5r	f5r.5	f5r	f5r.5	f5r.P1.5	+P0	1	U	8	tshy shody qoaiin cholols sho qotcheo daiin shodaiin	<:>tshy.shody.qoaiin.cholols.sho.qotcheo.daiin.shodaiin<$>	H	A	1
f5v	f5v.1	f5v	f5v.1	f5v.P1.1	@P0	1	U	8	kocheor char ytchey pshod chols chodaiin ytoiiin daiin	kocheor.char.ytchey.pshod.chols.chodaiin.ytoiiin.daiin<|>	H	A	1
f5v	f5v.2	f5v	f5v.2	f5v.P1.2	+P0	-	U	8	dchol chol otaiin dain cthor chots ychopor dm	dchol.&Sy;.chol.otaiin.dain.cthor.chots.ychopor.dm<|>	H	A	1
f5v	f5v.3	f5v	f5v.3	f5v.P1.3	+P0	-	U	8	qotcho ytor daiin daiin otchor daiin darchor do	qotcho.ytor.daiin.daiin.otchor.daiin.&Q~o;.darchor.do<|>	H	A	1
f5v	f5v.4	f5v	f5v.4	f5v.P1.4	+P0	-	U	9	qotor shees otol ykoiin shol daiin cthor okchy taiin	<:>qotor.shees.otol.ykoiin.shol.daiin.cthor.okchy.taiin<|>	H	A	1
f5v	f5v.5	f5v	f5v.5	f5v.P1.5	+P0	-	U	8	shokeeol chor cheotol otchol daiin dal chol chotaiin	<:>shokeeol.chor.cheotol.otchol.daiin.dal.chol.chotaiin<|>	H	A	1
f5v	f5v.6	f5v	f5v.6	f5v.P1.6	+P0	L	U	3	otol chol dairodg	<:>otol.chol.dairodg<$>	H	A	1
f6r	f6r.1	f6r	f6r.1	f6r.P1.1	@P0	1	U	9	zoar y shol cholor cwhol chor ch chowchol otcham	zoar.y.shol.cholor.cwhol.chor.ch&369;-<!�>chowchol.otcham<|>	H	A	1
f6r	f6r.4	f6r	f6r.4	f6r.P1.4	+P0	-	U	8	dar cho s sheor choithy otcham yaiir chy	dar.cho.s.sheor.choithy.otcham-<!�>yaiir.chy<|>	H	A	1
f6r	f6r.3	f6r	f6r.3	f6r.P1.3	+P0	-	U	8	foeear kshor choky os cheoeees ykeor ytaiin dam	<:>foeear.kshor.choky.os.cheoeees-<!�>ykeor.ytaiin.dam<|>	H	A	1
f6r	f6r.6	f6r	f6r.6	f6r.P1.6	+P0	-	U	7	or al daiin ckham okom ithaiin ydaiin	<:>or.al.daiin.ckham.okom.ithaiin-<!�>ydaiin<!�><|>	H	A	1
f6r	f6r.8	f6r	f6r.8	f6r.P1.8	+P0	-	U	5	ychol ckhor wchar sheo ckhaiin	ychol.ckhor.wchar.sheo.ckhaiin<!�><$>	H	A	1
f6v	f6v.1	f6v	f6v.1	f6v.P1.1	@P0	1	U	9	koarysar cheekar qoar shor chawchy s chear char otchy	koarysar.cheekar.qoar.shor.chawchy.s.chear.char.otchy<|>	H	A	1
f6v	f6v.2	f6v	f6v.2	f6v.P1.2	+P0	-	U	9	oiir chor chckhy qokchar cheas odaiiin kchey chor chaiin	<:>oiir.chor.chckhy.qokchar.cheas.odaiiin.kchey.chor.chaiin<|>	H	A	1
f6v	f6v.3	f6v	f6v.3	f6v.P1.3	+P0	-	U	8	qoair ckhy chol qochockhy chetchoy ckhy okol rychos	<:>qoair.ckhy.chol.qochockhy.chetchoy.ckhy.okol-<!�>rychos<|>	H	A	1
f6v	f6v.4	f6v	f6v.4	f6v.P1.4	+P0	-	U	9	yshckhy ytchoy sos y dady dchy dey okody ytody	<:>yshckhy.ytchoy.sos.y.dady.dchy.dey.okody-<!�>ytody<|>	H	A	1
f6v	f6v.5	f6v	f6v.5	f6v.P1.5	+P0	L	U	7	dain chodam dam okor oty dol dom	dain.&SHa;,chodam.dam.okor.oty-<!�>dol.dom<$>	H	A	1
f6v	f6v.6	f6v	f6v.6	f6v.P1.6	+P0	1	U	4	tchody shocthol chocthhy s	tchody.shocthol.chocthhy.s<!�><|>	H	A	1
f6v	f6v.7	f6v	f6v.7	f6v.P1.7	+P0	-	U	5	ychos ychol daiin cthol dol	ychos.ychol.daiin.cthol.dol<!�><|>	H	A	1
f6v	f6v.8	f6v	f6v.8	f6v.P1.8	+P0	-	U	4	ychor chor okchey qokom	ychor.chor.okchey.qokom<!�><|>	H	A	1
f6v	f6v.9	f6v	f6v.9	f6v.P1.9	+P0	-	U	5	oeeo dal chor cthom s	oeeo.dal.chor.cthom.s<!�><|>	H	A	1
f6v	f6v.10	f6v	f6v.10	f6v.P1.10	+P0	-	U	3	qokchod ychear kchdy	qokchod.ychear.kchdy<!�><|>	H	A	1
f6v	f6v.11	f6v	f6v.11	f6v.P1.11	+P0	-	U	5	lor char otam cthom dy	lor.char.otam.cthom.dy<!�><|>	H	A	1
f6v	f6v.12	f6v	f6v.12	f6v.P1.12	+P0	-	U	4	ytchos shy qokam cthy	ytchos.shy.qokam.cthy<!�><|>	H	A	1
f6v	f6v.13	f6v	f6v.13	f6v.P1.13	+P0	-	U	6	yodaiin cthy s chor oees or	yodaiin.cthy.s.chor.oees.or<!�><|>	H	A	1
f6v	f6v.14	f6v	f6v.14	f6v.P1.14	+P0	-	U	4	qotor chol cthol tchalody	qotor.chol.cthol.tchalody<!�><|>	H	A	1
f6v	f6v.15	f6v	f6v.15	f6v.P1.15	+P0	-	U	7	chockhy s or chy s ain ar	chockhy.s.or.chy.s.ain.ar<!�><|>	H	A	1
f6v	f6v.16	f6v	f6v.16	f6v.P1.16	+P0	-	U	4	ochy cthar cthar cthy	ochy.cthar.cthar.cthy<!�><|>	H	A	1
f6v	f6v.17	f6v	f6v.17	f6v.P1.17	+P0	-	U	4	ychaiin ckhal cthodam dy	ychaiin.ckhal.cthodam.dy<!�><|>	H	A	1
f6v	f6v.18	f6v	f6v.18	f6v.P1.18	+P0	-	U	3	ytchocthol ches ithor	ytchocthol.ches.ithor<|>	H	A	1
f6v	f6v.19	f6v	f6v.19	f6v.P1.19	+P0	-	U	4	ocholy kchor chy dor	<:>ocholy.kchor.chy.dor<|>	H	A	1
f6v	f6v.20	f6v	f6v.20	f6v.P1.20	+P0	-	U	4	dchor choldar okol daiin	<:>dchor.choldar.okol.daiin<|>	H	A	1
f6v	f6v.21	f6v	f6v.21	f6v.P1.21	+P0	L	U	3	ycheor chor octham	<:>ycheor.chor.octham<$>	H	A	1
f7r	f7r.1	f7r	f7r.1	f7r.P1.1	@P0	1	U	7	zchodaiin shopchey o shey qoos sheey charochy	zchodaiin.shopchey.&Qk;o-<!�>shey.qoos.sheey.charochy<|>	H	A	1
f7r	f7r.5	f7r	f7r.5	f7r.P1.5	+P0	L	U	2	oaiir otaiin	<:>oaiir-<!�>otaiin<$>	H	A	1
f7r	f7r.9	f7r	f7r.9	f7r.P1.9	+P0	-	U	8	qokechy ol choiin chol cwhey shckhy chochy kchod	qokechy.ol,choiin.chol.cwhey-<!�>shckhy.chochy.kchod<$>	H	A	1
f7v	f7v.1	f7v	f7v.1	f7v.P1.1	@P0	1	U	8	wolyshy shey tchody qopchy otshol dy daiin tshodody	wolyshy.shey.tchody.qopchy.otshol.dy.daiin.tshodody<|>	H	A	1
f7v	f7v.2	f7v	f7v.2	f7v.P1.2	+P0	-	U	9	chochy cthy daiin qoky chcphhy daiin cthol cthy cthd	<:>chochy.cthy.daiin.qoky.chcphhy.daiin.cthol.cthy.cthd<|>	H	A	1
