page_order	page	locus	line_number	code	relation	kind	subtype	section	language	hand	quire	folio_type	paragraph_start	paragraph_end	token_count	eva_clean	ivtff_raw
2	f1v	f1v.7	7	+P0	+	P	0	H	A	1	A	a	0	0	12	qo ol choees cheol dol cthey ykol dol dolo ykol do lchiody	qo<!bar over o>.ol,choees.cheol.dol.cthey<->ykol.dol.dolo.ykol.do,lchiody<!corr?>
2	f1v	f1v.8	8	+P0	+	P	0	H	A	1	A	a	0	0	10	okolshol kol kechy chol ky chol cthol chody chol daiin	okolshol.kol,kechy.chol.ky<->chol.cthol.chody.chol.daiin
2	f1v	f1v.9	9	+P0	+	P	0	H	A	1	A	a	0	0	12	shor okol chol dol ky dar shol dchor o tcho dar shody	shor.okol.chol.dol,ky.dar<->shol.dchor.o,tcho.dar.[sh:{@209;h}]ody
2	f1v	f1v.10	10	+P0	+	P	0	H	A	1	A	a	0	1	7	taor chotchey dal chody schody pol chodar	taor.chotchey.dal.chody<->schody.pol.chodar<$>
3	f2r	f2r.1	1	@P0	@	P	0	H	A	1	A	b	1	0	6	kydainy ypchol daiin otchal ypchaiin ckholsy	<%>kydainy.ypchol.daiin.otchal<->ypchaiin.ckholsy
3	f2r	f2r.2	2	+P0	+	P	0	H	A	1	A	b	0	0	5	dorchory chkar s shor cthy	dorchory<->chkar.s<->shor.cthy.{cto}
3	f2r	f2r.3	3	+P0	+	P	0	H	A	1	A	b	0	0	7	qotaiin cthey y chor chy ydy chaiin	qotaiin<->cthey.y<->chor.chy.ydy<->chaiin
3	f2r	f2r.4	4	+P0	+	P	0	H	A	1	A	b	0	0	7	aiidy chtod dy cphy dals chokaiin d	{c'o}aiidy<->chtod,dy<->cphy.dals<->chokaiin.d
3	f2r	f2r.5	5	+P0	+	P	0	H	A	1	A	b	0	0	7	otochor al shodaiin chol dan ytchaiin dan	otochor.al<->shodaiin<->chol,dan<->ytchaiin.dan
3	f2r	f2r.6	6	+P0	+	P	0	H	A	1	A	b	0	0	9	saiin dain d dkol sor ytoldy dchol dchy cthy	saiin.dain,d<->dkol.sor<->ytoldy<->dchol.dchy.cthy
3	f2r	f2r.7	7	+P0	+	P	0	H	A	1	A	b	0	1	5	shor ckhy daiiny chol dan	shor.ckhy.daiiny<->chol,dan<$>
3	f2r	f2r.8	8	+P0	+	P	0	H	A	1	A	b	1	0	9	kydain shaiin qoy s shol fodan yksh olsheey daiildy	<%>kydain.shaiin.qoy.s.shol.fodan<->yksh.olsheey.daiildy
3	f2r	f2r.9	9	+P0	+	P	0	H	A	1	A	b	0	0	11	dls sho kol sheey qokey ykody so chol yky dain daiisol	dls,sho.kol.sheey.qokey.ykody.so<->chol,yky.dain.daiisol
3	f2r	f2r.10	10	+P0	+	P	0	H	A	1	A	b	0	0	9	qoky cholaiin shol sheky daiin cthey keol saiin eaiin	qo'ky.cholaiin.shol.sheky.daiin<->cthey.keol.saiin.e'a'iin
3	f2r	f2r.11	11	+P0	+	P	0	H	A	1	A	b	0	0	9	ychain dal chy dalor shan dan olsaiin sheey ckhor	ychain.dal.chy.dalor.shan.dan<->olsaiin.sheey.ckhor
3	f2r	f2r.12	12	+P0	+	P	0	H	A	1	A	b	0	0	11	okol chy chor cthor yor an chan saiin chety chyky sal	okol.chy.chor.cthor.yor.an.chan<->saiin.chety.chyky.sal
3	f2r	f2r.13	13	+P0	+	P	0	H	A	1	A	b	0	1	5	sho ykeey chey daiin chcthy	sho.ykeey.chey.daiin.chcthy<$>
3	f2r	f2r.14	14	@Lp	@	L	p	H	A	1	A	b	0	0	1	ytoail	ytoail
3	f2r	f2r.15	15	@L0	@	L	0	H	A	1	A	b	0	0	3	ios an on	ios.an.on
4	f2v	f2v.1	1	@P0	@	P	0	H	A	1	A	b	1	0	8	kooiin cheo pchor otaiin odain chor dair shty	<%>kooiin.cheo,pchor.otaiin,odain.chor<->dair.shty
4	f2v	f2v.2	2	+P0	+	P	0	H	A	1	A	b	0	0	9	kcho kchy sho shol qotcho loeees qoty chor daiin	kcho,kchy.sho.shol.qotcho.loeees.qoty<->chor.daiin
4	f2v	f2v.3	3	+P0	+	P	0	H	A	1	A	b	0	0	8	otchy chor lshy chol chody chodain chcthy daiin	otchy.chor.lshy.chol.chody.chodain<->chcthy.daiin
4	f2v	f2v.4	4	+P0	+	P	0	H	A	1	A	b	0	1	4	sho cholo cheor chodaiin	sho.cholo.cheor.chodaiin<$>
4	f2v	f2v.5	5	+P0	+	P	0	H	A	1	A	b	1	0	9	kchor shy daiiin chm s shey dor chol daiin	<%>kchor<!mark above o>.shy.daiiin.ch{cko}m<->s,shey.dor,chol,daiin
4	f2v	f2v.6	6	+P0	+	P	0	H	A	1	A	b	0	0	11	dor chol chor chol keol chy chty daiin o tchor chan	dor.chol.chor.chol.keol.chy.chty<->daiin.o,tchor.chan
4	f2v	f2v.7	7	+P0	+	P	0	H	A	1	A	b	0	0	7	daiin chotchey qoteeey chokeos chees chr cheaiin	daiin.chotchey.qoteeey.chokeos<->chees.chr.cheaiin
4	f2v	f2v.8	8	+P0	+	P	0	H	A	1	A	b	0	1	5	chokoishe chor cheol chol dolody	chokoishe.chor.cheol.chol.dolody<$>
5	f3r	f3r.1	1	@P0	@	P	0	H	A	1	A	c	1	0	5	tsheos qopal chol cthol daimg	<%>tsheos.qopal.chol.cthol.daimg
5	f3r	f3r.2	2	+P0	+	P	0	H	A	1	A	c	0	0	5	ycheor chor dam qotcham cham	ycheor.chor.dam.qotcham.cham
5	f3r	f3r.3	3	+P0	+	P	0	H	A	1	A	c	0	0	5	ochor qocheor chol daiin cthy	ochor.qocheor.chol.daiin.cthy
5	f3r	f3r.4	4	+P0	+	P	0	H	A	1	A	c	0	0	6	schey chor chal chag cham cho	schey.chor.chal.chag.cham.cho
5	f3r	f3r.5	5	+P0	+	P	0	H	A	1	A	c	0	0	5	qokol chololy s cham cthol	qokol.chololy.s.cham.cthol
5	f3r	f3r.6	6	+P0	+	P	0	H	A	1	A	c	0	0	4	ychtaiin chor cthom otaldam	ychtaiin.chor.cthom.otaldam
5	f3r	f3r.7	7	+P0	+	P	0	H	A	1	A	c	0	0	5	otchol qodaiin chom shom damo	otchol.qodaiin.chom.shom.damo
5	f3r	f3r.8	8	+P0	+	P	0	H	A	1	A	c	0	0	5	ysheor chor chol oky dago	ysheor.chor.chol.oky.dago
5	f3r	f3r.9	9	+P0	+	P	0	H	A	1	A	c	0	0	5	sho vor sheoldam otchody ol	sho.vor.sheoldam.otchody.ol
5	f3r	f3r.10	10	+P0	+	P	0	H	A	1	A	c	0	1	2	ydar cholcthom	ydar.cholcthom<$>
5	f3r	f3r.11	11	+P0	+	P	0	H	A	1	A	c	1	0	5	pcheol shol sols sheol shey	<%>pcheol.shol.sols.sheol.shey
5	f3r	f3r.12	12	+P0	+	P	0	H	A	1	A	c	0	0	5	okadaiin qokchor qo schodam octhy	okadaiin.qokchor.qo,schodam.octhy
5	f3r	f3r.13	13	+P0	+	P	0	H	A	1	A	c	0	0	6	qokeey qot shey qokody qokshey cheody	qokeey.qot,shey.qokody.qokshey.cheody
5	f3r	f3r.14	14	+P0	+	P	0	H	A	1	A	c	0	1	4	chor qodair okeey qokeey	chor.qodair.okeey.qokeey<$>
5	f3r	f3r.15	15	+P0	+	P	0	H	A	1	A	c	1	0	8	tsheoarom shor or chor olchsy chom otchom oporar	<%>tsheoarom.shor.or.chor.olchsy.chom.otchom<->oporar
5	f3r	f3r.16	16	+P0	+	P	0	H	A	1	A	c	0	0	9	oteol chol s cheol ekshy qokeom qokol daiin soleeg	oteol.chol.s.cheol.ekshy.qokeom.qokol.daiin<->soleeg
5	f3r	f3r.17	17	+P0	+	P	0	H	A	1	A	c	0	1	5	soeom okeom yteody qokeeodal sam	soeom.okeom.yteody.qokeeodal.sam<$>
5	f3r	f3r.18	18	+P0	+	P	0	H	A	1	A	c	1	0	7	pcheoldom shodaiin qopchor qopol opchol qoty otolom	<%>pcheoldom.shodaiin.qopchor.qopol.opchol,qoty<->otolom
5	f3r	f3r.19	19	+P0	+	P	0	H	A	1	A	c	0	0	9	otchor ol cheor qoeor dair qoteol qosaiin chor cthy	otchor.ol,cheor.qoeor.dair.qoteol.qosaiin<->chor.cthy
5	f3r	f3r.20	20	+P0	+	P	0	H	A	1	A	c	0	1	9	ycheor chol odaiin chol s aiin okol or am	ycheor.chol.odaiin.chol.s.aiin.okol,or.am<$>
6	f3v	f3v.1	1	@P0	@	P	0	H	A	1	A	c	1	0	8	koaiin cphor qotoy sha ckhol ykoaiin s oly	<%>koaiin.cphor.qotoy.sha.ckhol.ykoaiin.s.oly
6	f3v	f3v.2	2	+P0	+	P	0	H	A	1	A	c	0	0	7	daiidy qoteeol okeeor okor olytol dol dar	daiidy.qoteeol.okeeor.okor.olytol.dol,dar
6	f3v	f3v.3	3	+P0	+	P	0	H	A	1	A	c	0	0	7	okom chol shol seees chom cheeykam okai	okom.chol.shol.seees.chom.cheeykam.okai
6	f3v	f3v.4	4	+P0	+	P	0	H	A	1	A	c	0	0	9	qodar ees eey kcheol okal do r chear een	qodar.ees.eey.kcheol.okal.do.r.chear,een
6	f3v	f3v.5	5	+P0	+	P	0	H	A	1	A	c	0	0	6	ychear otchal cho r char ckha	ychear.otchal.cho,r.char.ckh[a:y]
6	f3v	f3v.6	6	+P0	+	P	0	H	A	1	A	c	0	1	5	or cheor kor chodaly chom	or.cheor.kor.chodaly.chom<$>
6	f3v	f3v.7	7	+P0	+	P	0	H	A	1	A	c	1	0	5	tchor otcham chor cfham s	<%>tchor.otcham.chor.cfham.s
6	f3v	f3v.8	8	+P0	+	P	0	H	A	1	A	c	0	0	5	ykchy kchom chor chckhol oka	ykchy.kchom.chor.chckhol.oka
6	f3v	f3v.9	9	+P0	+	P	0	H	A	1	A	c	0	0	5	ytcheear okeol cthodoaly chor cthy	ytcheear.okeol.cthodoaly.chor.cthy
6	f3v	f3v.10	10	+P0	+	P	0	H	A	1	A	c	0	0	6	ochos daiin qokshol daiim chol okary	ochos.daiin.qokshol.daiim.chol.okary
6	f3v	f3v.11	11	+P0	+	P	0	H	A	1	A	c	0	0	6	sho shockho ckhy tchor chodaiin chom	sho.shockho.ckhy.tchor.chodaiin.chom
6	f3v	f3v.12	12	+P0	+	P	0	H	A	1	A	c	0	0	6	osh chodair ytchy tchor kcham s	osh.chodair.ytchy.tchor.kcham.s
6	f3v	f3v.13	13	+P0	+	P	0	H	A	1	A	c	0	0	6	shar shkaiin qokchy yty cthal chky	shar.shkaiin.qokchy.yty.cthal.chky
6	f3v	f3v.14	14	+P0	+	P	0	H	A	1	A	c	0	1	4	dain sheam y keam	dain.sheam.y,keam<$>
7	f4r	f4r.1	1	@P0	@	P	0	H	A	1	A	d	1	0	9	kodalchy chpady sheol ol sheey qotey doiin chor ytoy	<%>kodalchy.chpady.sheol.ol,sheey.qotey<->doiin.chor.ytoy
7	f4r	f4r.2	2	+P0	+	P	0	H	A	1	A	d	0	0	9	dchor shol shol cthol shtchy chaiin s choraiin chom	dchor.shol.shol.cthol.shtchy.chaiin.@163;s<->choraiin.chom
7	f4r	f4r.3	3	+P0	+	P	0	H	A	1	A	d	0	0	7	otchol chol chy chaiin qotaiin daiin shain	otchol.chol.chy.chaiin.qotaiin<->daiin.shain
7	f4r	f4r.4	4	+P0	+	P	0	H	A	1	A	d	0	1	6	qotchol chy yty daiin okaiin cthy	qotchol,chy.yty.daiin.okaiin.cthy<$>
7	f4r	f4r.5	5	+P0	+	P	0	H	A	1	A	d	1	0	4	pydaiin qotchy dy tydy	<%>pydaiin.qotchy.dy,tydy
7	f4r	f4r.6	6	+P0	+	P	0	H	A	1	A	d	0	0	3	chor shytchy dytcheey	chor.shytchy.dytcheey
7	f4r	f4r.7	7	+P0	+	P	0	H	A	1	A	d	0	0	4	qotaiin cthol daiin cthom	qotaiin.cthol.daiin.cthom
7	f4r	f4r.8	8	+P0	+	P	0	H	A	1	A	d	0	0	5	shor shol shol cthy cpholdy	shor.shol.shol.cthy.cpholdy
7	f4r	f4r.9	9	+P0	+	P	0	H	A	1	A	d	0	0	5	daiin ckhochy tchy kor aiin	daiin.ckhochy.tchy.kor,aiin
7	f4r	f4r.10	10	+P0	+	P	0	H	A	1	A	d	0	0	4	odal shor shyshol cphaiin	odal.shor.shyshol.cphaiin
7	f4r	f4r.11	11	+P0	+	P	0	H	A	1	A	d	0	0	3	qotchoiin sheor qoty	qotchoiin.she[o:a]r.qoty
7	f4r	f4r.12	12	+P0	+	P	0	H	A	1	A	d	0	0	3	soiin chaiin chaiin	soiin.chaiin.chaiin
7	f4r	f4r.13	13	+P0	+	P	0	H	A	1	A	d	0	1	2	daiin cthey	daiin.cthey<$>
8	f4v	f4v.1	1	@P0	@	P	0	H	A	1	A	d	1	0	6	pchooiin ksheo kchoy chopchy dolds dlod	<%>pchooiin.ksheo.kchoy.chopchy.dolds<->dlod
8	f4v	f4v.2	2	+P0	+	P	0	H	A	1	A	d	0	0	8	ol chey chy cthy shkchor sheo cheory choldy	ol.chey.chy.cthy.shkchor.sheo.cheory<->choldy
8	f4v	f4v.3	3	+P0	+	P	0	H	A	1	A	d	0	0	8	sho sho chaiin shaiin daiin qodaiin o aram	sho.sho.chaiin.shaiin.daiin.qodaiin<->o,aram
8	f4v	f4v.4	4	+P0	+	P	0	H	A	1	A	d	0	0	6	qokshy qocthy choteol daiin cthey choaiin	qok[sh:ch]y.qocthy.choteol.daiin.cthey<->choaiin
8	f4v	f4v.5	5	+P0	+	P	0	H	A	1	A	d	0	0	6	shor sheey otoiin shey qotchoiin chodain	shor.sheey.{cto}.otoiin.shey.qotchoiin<->chodain
8	f4v	f4v.6	6	+P0	+	P	0	H	A	1	A	d	0	1	3	ytchoy shokchy cphody	ytchoy.shokchy.cphody<$>
8	f4v	f4v.7	7	+P0	+	P	0	H	A	1	A	d	1	0	5	torchy sheeor chor chokchy cphydy	<%>torchy.sheeor.chor.chokch[y:e].cphydy
8	f4v	f4v.8	8	+P0	+	P	0	H	A	1	A	d	0	0	6	oleeeb chor cthol sho otor cthory	oleeeb.chor.cthol.sho.otor.cthory
8	f4v	f4v.9	9	+P0	+	P	0	H	A	1	A	d	0	0	6	qooko iiin cheog chcthy shoky daiin	qooko,iiin,cheog.chcthy.shoky.daiin
8	f4v	f4v.10	10	+P0	+	P	0	H	A	1	A	d	0	0	5	otaiin sheo okeody chol chokeody	otaiin.sheo.okeody.chol,chokeody
8	f4v	f4v.11	11	+P0	+	P	0	H	A	1	A	d	0	0	6	sho kcheor shody shtaiin qotol daiin	sho.kcheor.shody.shtaiin.qotol,daiin
8	f4v	f4v.12	12	+P0	+	P	0	H	A	1	A	d	0	0	8	qokey sho okeol s keey shar char ody	qokey.sho.okeol.s,keey.shar,char,ody
8	f4v	f4v.13	13	+P0	+	P	0	H	A	1	A	d	0	0	6	shody s cheor chokody shodaiin qoty	shody.s.cheor.chokody.shodaiin.qoty
8	f4v	f4v.14	14	+P0	+	P	0	H	A	1	A	d	0	1	4	ochody chy key chtody	ochody.chy,key.chtody<$>
9	f5r	f5r.1	1	@P0	@	P	0	H	A	1	A	w	1	0	9	kchody fchoy chkoy oaiin oar olsy chody dkshy dy	<%>kchody.fchoy.chkoy.oaiin.oar,olsy.chody.dkshy,dy
9	f5r	f5r.2	2	+P0	+	P	0	H	A	1	A	w	0	0	9	ochey okey qokaiin sho ckhoy cthey chey okas otol	ochey.okey.qokaiin.sho.ckhoy.cthey.chey.ok[a:y]{@131;o}s.otol
9	f5r	f5r.3	3	+P0	+	P	0	H	A	1	A	w	0	0	8	qoaiin otan chy daiin oteeeb chocthy otchy qotchody	qoaiin.otan,chy.daiin.oteeeb.chocthy.otchy.qotchody
9	f5r	f5r.4	4	+P0	+	P	0	H	A	1	A	w	0	1	6	otain sheody chan s cheor chocthy	otain.sheody.chan.s.cheor.chocthy<$>
9	f5r	f5r.5	5	+P0	+	P	0	H	A	1	A	w	1	0	8	tchy shody qoaiin cholols sho qotcheo daiin shodaiin	<%>tchy.shody.qoaiin.cholols.sho.qotcheo.daiin.shodaiin
9	f5r	f5r.6	6	+P0	+	P	0	H	A	1	A	w	0	0	9	sho cheor chey qoeeey qoykeeey qoeor cthy shotshy dy	sho.cheor,chey.qoeeey.qoykeeey.qoeor.cthy.shotshy.dy
9	f5r	f5r.7	7	+P0	+	P	0	H	A	1	A	w	0	1	5	qotoeey keey cheo kchy shody	qotoeey.keey.cheo,kchy.shody<$>
10	f5v	f5v.1	1	@P0	@	P	0	H	A	1	A	w	1	0	10	k o cheor chor ytchey pshod chols chodaiin ytoiiin daiin	<%>k,o,cheor.chor.ytchey.pshod.chols.chodaiin.ytoiiin.daiin
10	f5v	f5v.2	2	+P0	+	P	0	H	A	1	A	w	0	0	7	dchol chol otaiin dain cthor chots ychopordg	dchol.{c'y}.chol.otaiin.dain.cthor.chots.ychopordg
10	f5v	f5v.3	3	+P0	+	P	0	H	A	1	A	w	0	0	9	qotcho ytor daiin daiin otchor daiin qo darchor do	qotcho.ytor.daiin.daiin.otchor.daiin.q'o.darchor.do
10	f5v	f5v.4	4	+P0	+	P	0	H	A	1	A	w	0	0	10	qotor shees otol ykoiin shol daiin cthor okch y taiin	qotor.shees.otol.ykoiin.shol,daiin.cthor.okch,y,taiin
10	f5v	f5v.5	5	+P0	+	P	0	H	A	1	A	w	0	0	8	shokeeol chor cheotol otchol daiin dal chol chotaiin	shokeeol.chor.cheotol.otchol.daiin.dal.chol,chotaiin
10	f5v	f5v.6	6	+P0	+	P	0	H	A	1	A	w	0	1	3	otol chol dairodg	otol.chol.dairodg<$>
11	f6r	f6r.1	1	@P0	@	P	0	H	A	1	A	x	1	0	9	foar y shol cholor cphol chor ch chopchol otcham	<%>foar.y.shol.cholor.cphol.chor.ch{ck}<->chopchol.otcham
11	f6r	f6r.2	2	+P0	+	P	0	H	A	1	A	x	0	0	8	daiin chckhy chor chor kar cthy cthor chotols	daiin.chckhy.chor.chor.kar.cthy<->cthor.chotols
11	f6r	f6r.3	3	+P0	+	P	0	H	A	1	A	x	0	0	8	foeear kshor choky os cheoeees ykeor ytaiin dam	foeear.kshor.choky.os.cheoeees<->ykeor.ytaiin.dam
11	f6r	f6r.4	4	+P0	+	P	0	H	A	1	A	x	0	0	8	dar cho s sheor choy otcham yaiir chy	dar.cho,s.sheor.cho{ith}y.otcham<->yaiir.chy
11	f6r	f6r.5	5	+P0	+	P	0	H	A	1	A	x	0	0	6	tar okoiin shees ytaly cthaiin odam	t[a:o]r.okoiin.shees.ytaly.cthaiin<->odam
11	f6r	f6r.6	6	+P0	+	P	0	H	A	1	A	x	0	0	7	or al daiin ckham okom cthaiin ydaiin	or.al.daiin.ckham.okom.cthaiin<->ydaiin
11	f6r	f6r.7	7	+P0	+	P	0	H	A	1	A	x	0	0	7	daiin qodaiin cho s chol okaiin s	daiin.qodaiin.cho.s.chol.okaiin.s
11	f6r	f6r.8	8	+P0	+	P	0	H	A	1	A	x	0	0	5	ychol ckhor pchar sheo ckhaiin	ychol.ckhor.pchar.sheo.ckhaiin
11	f6r	f6r.9	9	+P0	+	P	0	H	A	1	A	x	0	0	5	dar sheol skaiiodar otaiin chory	dar.sheol.skaiiodar.otaiin.chory
11	f6r	f6r.10	10	+P0	+	P	0	H	A	1	A	x	0	0	7	tchor ctheod chy shor od she od	tchor.ctheod.chy.shor.od,she.od
11	f6r	f6r.11	11	+P0	+	P	0	H	A	1	A	x	0	0	4	ychar olchaj ol chokaiin	ychar.olchaj.ol.chokaiin
11	f6r	f6r.12	12	+P0	+	P	0	H	A	1	A	x	0	0	5	or shol cthom chor cthy	or.shol.cthom.chor.cthy
11	f6r	f6r.13	13	+P0	+	P	0	H	A	1	A	x	0	0	3	qocthol yodaiin cthy	qocthol.[y:q]odaiin.cthy
11	f6r	f6r.14	14	+P0	+	P	0	H	A	1	A	x	0	1	4	ysho taiin y kaiim	ysho.taiin.y,kaiim<$>
12	f6v	f6v.1	1	@P0	@	P	0	H	A	1	A	x	1	0	10	koary sar cheekar qoor shor chapchy s chear char otchy	<%>koary,sar.[ch:{oh}]eekar<!funny o, @246;?>.qoor.shor.chapchy.s.chear.char.otchy
12	f6v	f6v.2	2	+P0	+	P	0	H	A	1	A	x	0	0	9	oees chor chckhy qoekchar cheas odaiiin kchey chor chaiin	oees.chor.chckhy.qoekchar.chea[s:r].odaiiin.kchey.chor,chaiin
12	f6v	f6v.3	3	+P0	+	P	0	H	A	1	A	x	0	0	8	qoair ckhy chol oechockhy chekchoy ckhy okol rychos	qoair.ckhy.chol.oechockhy.chekchoy.ckhy.okol<->rychos
12	f6v	f6v.4	4	+P0	+	P	0	H	A	1	A	x	0	0	11	y shckhy ytchoy s os y jajy dchy dey okody ytody	y,shckhy.ytchoy.s.os.y.jajy.dchy.dey.okody<->ytody
12	f6v	f6v.5	5	+P0	+	P	0	H	A	1	A	x	0	1	6	dair chodam dam okor oty doldom	dair.{c'ha},chodam.dam.okor.oty<->doldom<$>
12	f6v	f6v.6	6	+P0	+	P	0	H	A	1	A	x	1	0	4	tchody shocthol choy s	<%>tchody.shocthol.cho{cthh}y.s
