codebook_entry_id	entry_type	recognition_form	short_value_de	historical_mechanism	source_ids	why_it_fits_de	predicted_scribal_behavior_de
R011	PRODUCTIVE_ROOT	D_ADDR	TEIL	SMALL_PRODUCTIVE_CONTROL_SIGN	S03|S06	Kurzes Steuer- oder Verweiszeichen innerhalb eines bildgestützten Registers.	produktiv mit anderen Einträgen kombinierbar
R012	PRODUCTIVE_ROOT	SH	HALTEN	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R013	PRODUCTIVE_ROOT	AR	QUELLE	PICTORIAL_TABLE_ADDRESS	S03|S04	Bild, Ring oder Tabelle liefert den Besitzer; das Zeichen wählt nur die Stelle.	produktiv mit anderen Einträgen kombinierbar
R014	PRODUCTIVE_ROOT	K	ZUGEBEN	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R015	PRODUCTIVE_ROOT	AIIN	SOLLMASS	TECHNICAL_MEASURE_OR_GRADE_ABBREVIATION	S04|S05	Kurze Maß-, Stufen- und Gradzeichen sind in praktischen Fachbüchern erwartbar.	produktiv mit anderen Einträgen kombinierbar
R016	PRODUCTIVE_ROOT	S	AUSWÄHLEN	SMALL_PRODUCTIVE_CONTROL_SIGN	S03|S06	Kurzes Steuer- oder Verweiszeichen innerhalb eines bildgestützten Registers.	produktiv mit anderen Einträgen kombinierbar
R017	PRODUCTIVE_ROOT	CHD	UMSETZEN	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R018	PRODUCTIVE_ROOT	OR	ANSATZ	SMALL_PRODUCTIVE_CONTROL_SIGN	S03|S06	Kurzes Steuer- oder Verweiszeichen innerhalb eines bildgestützten Registers.	produktiv mit anderen Einträgen kombinierbar
R019	PRODUCTIVE_ROOT	L	LEITEN	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R020	PRODUCTIVE_ROOT	T	EINSTELLEN	TECHNICAL_MEASURE_OR_GRADE_ABBREVIATION	S04|S05	Kurze Maß-, Stufen- und Gradzeichen sind in praktischen Fachbüchern erwartbar.	produktiv mit anderen Einträgen kombinierbar
R021	PRODUCTIVE_ROOT	AIN	PORTION	TECHNICAL_MEASURE_OR_GRADE_ABBREVIATION	S04|S05	Kurze Maß-, Stufen- und Gradzeichen sind in praktischen Fachbüchern erwartbar.	produktiv mit anderen Einträgen kombinierbar
R022	PRODUCTIVE_ROOT	R	MARKIEREN	SMALL_PRODUCTIVE_CONTROL_SIGN	S03|S06	Kurzes Steuer- oder Verweiszeichen innerhalb eines bildgestützten Registers.	produktiv mit anderen Einträgen kombinierbar
R023	PRODUCTIVE_ROOT	P	EINSETZEN	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R024	PRODUCTIVE_ROOT	CTH	BEREIT	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R025	PRODUCTIVE_ROOT	SHED	ABSETZEN	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R026	PRODUCTIVE_ROOT	CKH	DURCHLASS	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R027	PRODUCTIVE_ROOT	AM_ADDR	INNEN	PICTORIAL_TABLE_ADDRESS	S03|S04	Bild, Ring oder Tabelle liefert den Besitzer; das Zeichen wählt nur die Stelle.	produktiv mit anderen Einträgen kombinierbar
R028	PRODUCTIVE_ROOT	CHEO	AUSZUG	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R029	PRODUCTIVE_ROOT	DA	ZWEIT	TECHNICAL_MEASURE_OR_GRADE_ABBREVIATION	S04|S05	Kurze Maß-, Stufen- und Gradzeichen sind in praktischen Fachbüchern erwartbar.	produktiv mit anderen Einträgen kombinierbar
R030	PRODUCTIVE_ROOT	CARRIER_Q	BEGINNEN	SMALL_PRODUCTIVE_CONTROL_SIGN	S03|S06	Kurzes Steuer- oder Verweiszeichen innerhalb eines bildgestützten Registers.	produktiv mit anderen Einträgen kombinierbar
R031	PRODUCTIVE_ROOT	A_ADDR	ORT	PICTORIAL_TABLE_ADDRESS	S03|S04	Bild, Ring oder Tabelle liefert den Besitzer; das Zeichen wählt nur die Stelle.	produktiv mit anderen Einträgen kombinierbar
R032	PRODUCTIVE_ROOT	AIR	LAUF	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R033	PRODUCTIVE_ROOT	CHK	BEHANDELN	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R034	PRODUCTIVE_ROOT	IIN	STUFE	TECHNICAL_MEASURE_OR_GRADE_ABBREVIATION	S04|S05	Kurze Maß-, Stufen- und Gradzeichen sind in praktischen Fachbüchern erwartbar.	produktiv mit anderen Einträgen kombinierbar
R035	PRODUCTIVE_ROOT	S_ADDR	STERNORT	PICTORIAL_TABLE_ADDRESS	S03|S04	Bild, Ring oder Tabelle liefert den Besitzer; das Zeichen wählt nur die Stelle.	produktiv mit anderen Einträgen kombinierbar
R036	PRODUCTIVE_ROOT	SOLK	AUFFANGEN	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R037	PRODUCTIVE_ROOT	EEE	VOLL	TECHNICAL_MEASURE_OR_GRADE_ABBREVIATION	S04|S05	Kurze Maß-, Stufen- und Gradzeichen sind in praktischen Fachbüchern erwartbar.	produktiv mit anderen Einträgen kombinierbar
R038	PRODUCTIVE_ROOT	LSH	SPÜLEN	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R039	PRODUCTIVE_ROOT	LOCAL_CHAR_F	NEBENWEG	SMALL_PRODUCTIVE_CONTROL_SIGN	S03|S06	Kurzes Steuer- oder Verweiszeichen innerhalb eines bildgestützten Registers.	produktiv mit anderen Einträgen kombinierbar
R040	PRODUCTIVE_ROOT	CPH	UMLEITEN	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R041	PRODUCTIVE_ROOT	HO	TEILSTOFF	SMALL_PRODUCTIVE_CONTROL_SIGN	S03|S06	Kurzes Steuer- oder Verweiszeichen innerhalb eines bildgestützten Registers.	produktiv mit anderen Einträgen kombinierbar
R042	PRODUCTIVE_ROOT	AN	ZUSATZ	SMALL_PRODUCTIVE_CONTROL_SIGN	S03|S06	Kurzes Steuer- oder Verweiszeichen innerhalb eines bildgestützten Registers.	produktiv mit anderen Einträgen kombinierbar
R043	PRODUCTIVE_ROOT	G_LABEL	PRÜFEN	SMALL_PRODUCTIVE_CONTROL_SIGN	S03|S06	Kurzes Steuer- oder Verweiszeichen innerhalb eines bildgestützten Registers.	produktiv mit anderen Einträgen kombinierbar
R044	PRODUCTIVE_ROOT	CFH	TRENNEN	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R045	PRODUCTIVE_ROOT	LOCAL_CHAR_G	EINMAL	PICTORIAL_TABLE_ADDRESS	S03|S04	Bild, Ring oder Tabelle liefert den Besitzer; das Zeichen wählt nur die Stelle.	produktiv mit anderen Einträgen kombinierbar
R046	PRODUCTIVE_ROOT	LOCAL_CHAR_I	UNTERSTUFE	PICTORIAL_TABLE_ADDRESS	S03|S04	Bild, Ring oder Tabelle liefert den Besitzer; das Zeichen wählt nur die Stelle.	produktiv mit anderen Einträgen kombinierbar
R047	PRODUCTIVE_ROOT	OS	DAZU	SMALL_PRODUCTIVE_CONTROL_SIGN	S03|S06	Kurzes Steuer- oder Verweiszeichen innerhalb eines bildgestützten Registers.	produktiv mit anderen Einträgen kombinierbar
R048	PRODUCTIVE_ROOT	D_LABEL	RAND	PICTORIAL_TABLE_ADDRESS	S03|S04	Bild, Ring oder Tabelle liefert den Besitzer; das Zeichen wählt nur die Stelle.	produktiv mit anderen Einträgen kombinierbar
R049	PRODUCTIVE_ROOT	S_LABEL	RAHMEN	PICTORIAL_TABLE_ADDRESS	S03|S04	Bild, Ring oder Tabelle liefert den Besitzer; das Zeichen wählt nur die Stelle.	produktiv mit anderen Einträgen kombinierbar
R050	PRODUCTIVE_ROOT	LOCAL_CHAR_B	PAAR	PICTORIAL_TABLE_ADDRESS	S03|S04	Bild, Ring oder Tabelle liefert den Besitzer; das Zeichen wählt nur die Stelle.	produktiv mit anderen Einträgen kombinierbar
R051	PRODUCTIVE_ROOT	M_LOCAL	MITTE	PICTORIAL_TABLE_ADDRESS	S03|S04	Bild, Ring oder Tabelle liefert den Besitzer; das Zeichen wählt nur die Stelle.	produktiv mit anderen Einträgen kombinierbar
R052	PRODUCTIVE_ROOT	Z_ADDR	AUSSEN	PICTORIAL_TABLE_ADDRESS	S03|S04	Bild, Ring oder Tabelle liefert den Besitzer; das Zeichen wählt nur die Stelle.	produktiv mit anderen Einträgen kombinierbar
R053	PRODUCTIVE_ROOT	LD	BEFESTIGEN	PRODUCTIVE_WORKSHOP_BREVIGRAPH	S04|S05|S06	Wiederverwendbares Handlungskürzel; die konkrete Sache kommt aus Bild und Eintrag.	produktiv mit anderen Einträgen kombinierbar
R054	PRODUCTIVE_ROOT	LOCAL_CHAR_J	VERBINDEN	PICTORIAL_TABLE_ADDRESS	S03|S04	Bild, Ring oder Tabelle liefert den Besitzer; das Zeichen wählt nur die Stelle.	produktiv mit anderen Einträgen kombinierbar
R055	PRODUCTIVE_ROOT	LOCAL_CHAR_Z	ZWISCHEN	PICTORIAL_TABLE_ADDRESS	S03|S04	Bild, Ring oder Tabelle liefert den Besitzer; das Zeichen wählt nur die Stelle.	produktiv mit anderen Einträgen kombinierbar
R056	PRODUCTIVE_ROOT	RESUME_CARD	WIEDER	SMALL_PRODUCTIVE_CONTROL_SIGN	S03|S06	Kurzes Steuer- oder Verweiszeichen innerhalb eines bildgestützten Registers.	produktiv mit anderen Einträgen kombinierbar
F001	LEARNED_FORMULA	CHD+Y	DIESEN POSTEN UMSETZEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F002	LEARNED_FORMULA	SHED+DY	ABSETZEN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F003	LEARNED_FORMULA	OK+E+DY	KURZ ANSETZEN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F004	LEARNED_FORMULA	OK+EE+DY	LAENGER ANSETZEN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F005	LEARNED_FORMULA	OK+Y	DIESEN POSTEN ANSETZEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F006	LEARNED_FORMULA	OK+AIN	EINE PORTION ANSETZEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F007	LEARNED_FORMULA	OK+EE+Y	LAENGER ANSETZEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F008	LEARNED_FORMULA	OK+AIIN	NACH SOLLMASS ANSETZEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F009	LEARNED_FORMULA	OK+AL	AN DER ZIELSTELLE ANSETZEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F010	LEARNED_FORMULA	SH+E+Y	KURZ HALTEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F011	LEARNED_FORMULA	OT+Y	DANACH DIESER POSTEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F012	LEARNED_FORMULA	D_ADDR+AR	AUS DEM BEZEICHNETEN TEIL	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F013	LEARNED_FORMULA	OK+AR	AUS DER QUELLE ANSETZEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F014	LEARNED_FORMULA	SH+EE+Y	LAENGER HALTEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F015	LEARNED_FORMULA	L+CHD+DY	WEITER UMSETZEN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F016	LEARNED_FORMULA	OT+AR	DANACH AUS DER QUELLE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F017	LEARNED_FORMULA	OK+E+Y	KURZ ANSETZEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F018	LEARNED_FORMULA	OL+DY	DAMIT FORTFAHREN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F019	LEARNED_FORMULA	CHEO+L	DEN AUSZUG WEITERFUEHREN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F020	LEARNED_FORMULA	CKH+Y	DURCH DEN DURCHLASS FUEHREN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F021	LEARNED_FORMULA	OT+E+DY	NAECHSTEN SCHRITT KURZ; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F022	LEARNED_FORMULA	OT+EE+DY	NAECHSTEN SCHRITT LAENGER; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F023	LEARNED_FORMULA	OT+EE+Y	NAECHSTEN POSTEN LAENGER HALTEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F024	LEARNED_FORMULA	S+AR	QUELLE WAEHLEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F025	LEARNED_FORMULA	CTH+Y	BIS BEREIT FUEHREN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F026	LEARNED_FORMULA	OT+OR	DER NAECHSTE ANSATZ	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F027	LEARNED_FORMULA	S+AIIN	SOLLWERT WAEHLEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F028	LEARNED_FORMULA	CH+OR	VOM ANSATZ ENTNEHMEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F029	LEARNED_FORMULA	S+AIN	EINHEIT WAEHLEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F030	LEARNED_FORMULA	CHK+E+Y	KURZ BEHANDELN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F031	LEARNED_FORMULA	S+AL	ZIELSTELLE WAEHLEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F032	LEARNED_FORMULA	SH+EE+DY	LAENGER HALTEN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F033	LEARNED_FORMULA	SH+OL	WEITER HALTEN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F034	LEARNED_FORMULA	CHEO+R	AUSZUG MARKIEREN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F035	LEARNED_FORMULA	OK+OL	ANSETZEN UND WEITERFÜHREN	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F036	LEARNED_FORMULA	OL+Y	MIT DIESEM POSTEN WEITER	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F037	LEARNED_FORMULA	OK+CHD+DY	ANSETZEN, UMSETZEN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F038	LEARNED_FORMULA	OL+CHD+DY	WEITER UMSETZEN; ENDE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
F039	LEARNED_FORMULA	OT+AL	ZUR NÄCHSTEN STELLE	MEMORIZED_NOMENCLATOR_OR_FORMULA_CARD	S04|S06	Mehrteilige Karte wird als gelernter Werkstatteintrag erkannt; ihre innere Form unterstützt das Merken, muss aber nicht frei erzeugt werden.	als ganze Karte stabil, nur ihre belegten Rendererformen verwenden
