fragment_ordinal	fragment_id	legacy_statement_id	physical_page	legacy_end_mode	legacy_statement_event_count	fragment_ordinal_in_statement	fragment_count_in_statement	record_id	panel_id	record_kind	fragment_event_count	first_event_id	first_locus	last_event_id	last_locus	event_ids	surface_sequence	record_boundary_action	semantic_export_credit
28	GDT791-F028	G407-S338	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	1	G407-E2466	f77r.17	G407-E2466	f77r.17	G407-E2466	qoteedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
29	GDT791-F029	G407-S339	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	1	G407-E2467	f77r.17	G407-E2467	f77r.17	G407-E2467	qokedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
30	GDT791-F030	G407-S340	f77r	LICENSED_DY_CLOSE	5	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	5	G407-E2468	f77r.17	G407-E2472	f77r.17	G407-E2468|G407-E2469|G407-E2470|G407-E2471|G407-E2472	sheed qeey saiin sheety qokeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
31	GDT791-F031	G407-S341	f77r	LICENSED_DY_CLOSE	9	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	9	G407-E2473	f77r.17	G407-E2481	f77r.18	G407-E2473|G407-E2474|G407-E2475|G407-E2476|G407-E2477|G407-E2478|G407-E2479|G407-E2480|G407-E2481	lol daiin cheedy lshey qo l or chees sheckhedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
32	GDT791-F032	G407-S342	f77r	LICENSED_DY_CLOSE	4	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	4	G407-E2482	f77r.18	G407-E2485	f77r.19	G407-E2482|G407-E2483|G407-E2484|G407-E2485	qol cheedy qotaiin qokeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
33	GDT791-F033	G407-S343	f77r	LICENSED_DY_CLOSE	3	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	3	G407-E2486	f77r.19	G407-E2488	f77r.19	G407-E2486|G407-E2487|G407-E2488	lchey lsheey qokeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
34	GDT791-F034	G407-S344	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	1	G407-E2489	f77r.19	G407-E2489	f77r.19	G407-E2489	qokeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
35	GDT791-F035	G407-S345	f77r	LICENSED_DY_CLOSE	7	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	7	G407-E2490	f77r.19	G407-E2496	f77r.20	G407-E2490|G407-E2491|G407-E2492|G407-E2493|G407-E2494|G407-E2495|G407-E2496	qokar qokeey laiin chey qotain sheal qokeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
36	GDT791-F036	G407-S346	f77r	LICENSED_DY_CLOSE	4	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	4	G407-E2497	f77r.20	G407-E2500	f77r.20	G407-E2497|G407-E2498|G407-E2499|G407-E2500	qoteey qokain sheey qotedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
37	GDT791-F037	G407-S347	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	1	G407-E2501	f77r.20	G407-E2501	f77r.20	G407-E2501	dalchedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
38	GDT791-F038	G407-S348	f77r	LICENSED_DY_CLOSE	2	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	2	G407-E2502	f77r.21	G407-E2503	f77r.21	G407-E2502|G407-E2503	chedaiin shedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
39	GDT791-F039	G407-S349	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	1	G407-E2504	f77r.21	G407-E2504	f77r.21	G407-E2504	qokeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
40	GDT791-F040	G407-S350	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	1	G407-E2505	f77r.21	G407-E2505	f77r.21	G407-E2505	qokedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
41	GDT791-F041	G407-S351	f77r	LICENSED_DY_CLOSE	5	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	5	G407-E2506	f77r.21	G407-E2510	f77r.22	G407-E2506|G407-E2507|G407-E2508|G407-E2509|G407-E2510	qokeey chedy shear olaiiny qoteedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
42	GDT791-F042	G407-S352	f77r	LICENSED_DY_CLOSE	2	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	2	G407-E2511	f77r.22	G407-E2512	f77r.22	G407-E2511|G407-E2512	al lchedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
43	GDT791-F043	G407-S353	f77r	LICENSED_DY_CLOSE	6	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	6	G407-E2513	f77r.22	G407-E2518	f77r.22	G407-E2513|G407-E2514|G407-E2515|G407-E2516|G407-E2517|G407-E2518	r oin chy chedaiin cheey okedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
44	GDT791-F044	G407-S354	f77r	LICENSED_DY_CLOSE	5	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	5	G407-E2519	f77r.22	G407-E2523	f77r.23	G407-E2519|G407-E2520|G407-E2521|G407-E2522|G407-E2523	qoky sheoky qokaiin chedy lchedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
45	GDT791-F045	G407-S355	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	1	G407-E2524	f77r.23	G407-E2524	f77r.23	G407-E2524	olshedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
46	GDT791-F046	G407-S356	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P1	F77_TOP_ARCH	MAIN_RECORD	1	G407-E2525	f77r.23	G407-E2525	f77r.23	G407-E2525	qokeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
47	GDT791-F047	G407-S357	f77r	LICENSED_DY_CLOSE	10	1	2	F77_P1	F77_TOP_ARCH	MAIN_RECORD	9	G407-E2526	f77r.23	G407-E2534	f77r.24	G407-E2526|G407-E2527|G407-E2528|G407-E2529|G407-E2530|G407-E2531|G407-E2532|G407-E2533|G407-E2534	chedy qokal daiin dol shor cphey lfcheal shear qolchy	SPLIT_LEGACY_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
48	GDT791-F048	G407-S357	f77r	LICENSED_DY_CLOSE	10	2	2	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	1	G407-E2535	f77r.25	G407-E2535	f77r.25	G407-E2535	otedy	SPLIT_LEGACY_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
49	GDT791-F049	G407-S358	f77r	LICENSED_DY_CLOSE	2	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	2	G407-E2536	f77r.25	G407-E2537	f77r.25	G407-E2536|G407-E2537	qokar shedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
50	GDT791-F050	G407-S359	f77r	LICENSED_DY_CLOSE	6	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	6	G407-E2538	f77r.25	G407-E2543	f77r.26	G407-E2538|G407-E2539|G407-E2540|G407-E2541|G407-E2542|G407-E2543	qokal shedar dal chedy daror qoteedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
51	GDT791-F051	G407-S360	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	1	G407-E2544	f77r.26	G407-E2544	f77r.26	G407-E2544	qokeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
52	GDT791-F052	G407-S361	f77r	LICENSED_DY_CLOSE	3	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	3	G407-E2545	f77r.26	G407-E2547	f77r.26	G407-E2545|G407-E2546|G407-E2547	qokaiin chcthy lchedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
53	GDT791-F053	G407-S362	f77r	LICENSED_DY_CLOSE	5	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	5	G407-E2548	f77r.26	G407-E2552	f77r.27	G407-E2548|G407-E2549|G407-E2550|G407-E2551|G407-E2552	qokaly solchedy qokain okaiin shedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
54	GDT791-F054	G407-S363	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	1	G407-E2553	f77r.27	G407-E2553	f77r.27	G407-E2553	qokeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
55	GDT791-F055	G407-S364	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	1	G407-E2554	f77r.27	G407-E2554	f77r.27	G407-E2554	qotedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
56	GDT791-F056	G407-S365	f77r	LICENSED_DY_CLOSE	4	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	4	G407-E2555	f77r.28	G407-E2558	f77r.28	G407-E2555|G407-E2556|G407-E2557|G407-E2558	olchey qotey qokain olcheedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
57	GDT791-F057	G407-S366	f77r	LICENSED_DY_CLOSE	5	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	5	G407-E2559	f77r.28	G407-E2563	f77r.29	G407-E2559|G407-E2560|G407-E2561|G407-E2562|G407-E2563	sar lom saiin cheeol qokeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
58	GDT791-F058	G407-S367	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	1	G407-E2564	f77r.29	G407-E2564	f77r.29	G407-E2564	qokeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
59	GDT791-F059	G407-S368	f77r	LICENSED_DY_CLOSE	12	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	12	G407-E2565	f77r.29	G407-E2576	f77r.31	G407-E2565|G407-E2566|G407-E2567|G407-E2568|G407-E2569|G407-E2570|G407-E2571|G407-E2572|G407-E2573|G407-E2574|G407-E2575|G407-E2576	qotal qokaiin chckhey sa iin qolkain cheeky lol qokain chckhy qokeey qotedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
60	GDT791-F060	G407-S369	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	1	G407-E2577	f77r.31	G407-E2577	f77r.31	G407-E2577	qotedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
61	GDT791-F061	G407-S370	f77r	LICENSED_DY_CLOSE	13	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	13	G407-E2578	f77r.31	G407-E2590	f77r.33	G407-E2578|G407-E2579|G407-E2580|G407-E2581|G407-E2582|G407-E2583|G407-E2584|G407-E2585|G407-E2586|G407-E2587|G407-E2588|G407-E2589|G407-E2590	qotary qor ain cheol ol chealor cheey qeteiiin dary daiin chedy qol keedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
62	GDT791-F062	G407-S371	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	1	G407-E2591	f77r.33	G407-E2591	f77r.33	G407-E2591	qoteeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
63	GDT791-F063	G407-S372	f77r	LICENSED_DY_CLOSE	6	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	6	G407-E2592	f77r.33	G407-E2597	f77r.34	G407-E2592|G407-E2593|G407-E2594|G407-E2595|G407-E2596|G407-E2597	sar oiiiin cheety dy qokaiin shedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
64	GDT791-F064	G407-S373	f77r	LICENSED_DY_CLOSE	2	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	2	G407-E2598	f77r.34	G407-E2599	f77r.34	G407-E2598|G407-E2599	chedy qolchedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
65	GDT791-F065	G407-S374	f77r	LICENSED_DY_CLOSE	9	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	9	G407-E2600	f77r.34	G407-E2608	f77r.35	G407-E2600|G407-E2601|G407-E2602|G407-E2603|G407-E2604|G407-E2605|G407-E2606|G407-E2607|G407-E2608	qokaiin qokaiin checkhy raiin solkeey okaiin chedy qokain sheedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
66	GDT791-F066	G407-S375	f77r	LICENSED_DY_CLOSE	4	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	4	G407-E2609	f77r.35	G407-E2612	f77r.36	G407-E2609|G407-E2610|G407-E2611|G407-E2612	qokaiin chedaiin chealy dshedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
67	GDT791-F067	G407-S376	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	1	G407-E2613	f77r.36	G407-E2613	f77r.36	G407-E2613	pchedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
68	GDT791-F068	G407-S377	f77r	LICENSED_DY_CLOSE	4	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	4	G407-E2614	f77r.36	G407-E2617	f77r.36	G407-E2614|G407-E2615|G407-E2616|G407-E2617	qotain chedy dolchl qokeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
69	GDT791-F069	G407-S378	f77r	LICENSED_DY_CLOSE	5	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	5	G407-E2618	f77r.36	G407-E2622	f77r.37	G407-E2618|G407-E2619|G407-E2620|G407-E2621|G407-E2622	qokol olchey teeolain chey qoteedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
70	GDT791-F070	G407-S379	f77r	LICENSED_DY_CLOSE	4	1	1	F77_P2	F77_MIDDLE_BODY	MAIN_RECORD	4	G407-E2623	f77r.37	G407-E2626	f77r.37	G407-E2623|G407-E2624|G407-E2625|G407-E2626	qokain cheedy cheey lchedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
71	GDT791-F071	G407-S380	f77r	LICENSED_DY_CLOSE	2	1	1	F77_P3	F77_LOWER_VESSEL	MAIN_RECORD	2	G407-E2627	f77r.38	G407-E2628	f77r.38	G407-E2627|G407-E2628	pol shedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
72	GDT791-F072	G407-S381	f77r	LICENSED_DY_CLOSE	6	1	1	F77_P3	F77_LOWER_VESSEL	MAIN_RECORD	6	G407-E2629	f77r.38	G407-E2634	f77r.38	G407-E2629|G407-E2630|G407-E2631|G407-E2632|G407-E2633|G407-E2634	qoeedy qokaiin chcphey qol ltaiin shedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
73	GDT791-F073	G407-S382	f77r	LICENSED_DY_CLOSE	7	1	1	F77_P3	F77_LOWER_VESSEL	MAIN_RECORD	7	G407-E2635	f77r.38	G407-E2641	f77r.39	G407-E2635|G407-E2636|G407-E2637|G407-E2638|G407-E2639|G407-E2640|G407-E2641	qol olaiin cheey sheckhey lsheey qykaiin sheedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
74	GDT791-F074	G407-S383	f77r	LICENSED_DY_CLOSE	4	1	1	F77_P3	F77_LOWER_VESSEL	MAIN_RECORD	4	G407-E2642	f77r.39	G407-E2645	f77r.40	G407-E2642|G407-E2643|G407-E2644|G407-E2645	laiin daiiin ol eeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
75	GDT791-F075	G407-S384	f77r	LICENSED_DY_CLOSE	4	1	1	F77_P3	F77_LOWER_VESSEL	MAIN_RECORD	4	G407-E2646	f77r.40	G407-E2649	f77r.40	G407-E2646|G407-E2647|G407-E2648|G407-E2649	okaiin sheeol qotaiin shody	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
76	GDT791-F076	G407-S385	f77r	LICENSED_DY_CLOSE	5	1	1	F77_P3	F77_LOWER_VESSEL	MAIN_RECORD	5	G407-E2650	f77r.40	G407-E2654	f77r.41	G407-E2650|G407-E2651|G407-E2652|G407-E2653|G407-E2654	qoty daiin sh qolchey qotedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
77	GDT791-F077	G407-S386	f77r	LICENSED_DY_CLOSE	7	1	1	F77_P3	F77_LOWER_VESSEL	MAIN_RECORD	7	G407-E2655	f77r.41	G407-E2661	f77r.42	G407-E2655|G407-E2656|G407-E2657|G407-E2658|G407-E2659|G407-E2660|G407-E2661	qotal r ain chl s arol qokeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
78	GDT791-F078	G407-S387	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P3	F77_LOWER_VESSEL	MAIN_RECORD	1	G407-E2662	f77r.42	G407-E2662	f77r.42	G407-E2662	qotedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
79	GDT791-F079	G407-S388	f77r	LICENSED_DY_CLOSE	1	1	1	F77_P3	F77_LOWER_VESSEL	MAIN_RECORD	1	G407-E2663	f77r.42	G407-E2663	f77r.42	G407-E2663	qokeedy	RETAIN_STATEMENT	ZERO__BOUNDARY_REPAIR_ONLY
