alias_ordinal	alias_id	alias_class	physical_page	statement_id	target_event_id	target_surface	target_locus	target_record_id	target_panel_id	inherited_root	lexical_source_kind	source_event_id	source_surface	source_locus	source_record_id	source_panel_id	selected_boundary_action	new_owner_key	semantic_export_credit
12	GDT581-I0894	ACTION_ALIAS	f77r	G407-S322	G407-E2430	qol	f77r.13	F77_P1	F77_TOP_ARCH	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P1	ZERO__BOUNDARY_REPAIR_ONLY
13	GDT581-I0895	ACTION_ALIAS	f77r	G407-S325	G407-E2437	qolal	f77r.13	F77_P1	F77_TOP_ARCH	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P1	ZERO__BOUNDARY_REPAIR_ONLY
14	GDT581-I0896	ACTION_ALIAS	f77r	G407-S325	G407-E2442	qoteedy	f77r.14	F77_P1	F77_TOP_ARCH	SH	SAME_STATEMENT_EVENT	G407-E2441	sheeol	f77r.14	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
15	GDT581-I0897	ACTION_ALIAS	f77r	G407-S328	G407-E2446	qotedy	f77r.14	F77_P1	F77_TOP_ARCH	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P1	ZERO__BOUNDARY_REPAIR_ONLY
16	GDT581-I0898	ACTION_ALIAS	f77r	G407-S331	G407-E2449	qotol	f77r.15	F77_P1	F77_TOP_ARCH	SH	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P1	ZERO__BOUNDARY_REPAIR_ONLY
17	GDT581-I0899	ACTION_ALIAS	f77r	G407-S332	G407-E2454	y	f77r.15	F77_P1	F77_TOP_ARCH	OK	SAME_STATEMENT_EVENT	G407-E2453	qokeed	f77r.15	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
18	GDT581-I0900	ACTION_ALIAS	f77r	G407-S333	G407-E2456	lol	f77r.15	F77_P1	F77_TOP_ARCH	CHD	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P1	ZERO__BOUNDARY_REPAIR_ONLY
19	GDT581-I0901	ACTION_ALIAS	f77r	G407-S334	G407-E2458	qotaiin	f77r.16	F77_P1	F77_TOP_ARCH	SH	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P1	ZERO__BOUNDARY_REPAIR_ONLY
20	GDT581-I0902	ACTION_ALIAS	f77r	G407-S337	G407-E2464	lol	f77r.16	F77_P1	F77_TOP_ARCH	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P1	ZERO__BOUNDARY_REPAIR_ONLY
21	GDT581-I0903	ACTION_ALIAS	f77r	G407-S337	G407-E2465	qoteedy	f77r.17	F77_P1	F77_TOP_ARCH	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P1	ZERO__BOUNDARY_REPAIR_ONLY
22	GDT581-I0904	ACTION_ALIAS	f77r	G407-S338	G407-E2466	qoteedy	f77r.17	F77_P1	F77_TOP_ARCH	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P1	ZERO__BOUNDARY_REPAIR_ONLY
23	GDT581-I0905	ACTION_ALIAS	f77r	G407-S340	G407-E2469	qeey	f77r.17	F77_P1	F77_TOP_ARCH	SH	SAME_STATEMENT_EVENT	G407-E2468	sheed	f77r.17	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
24	GDT581-I0906	ACTION_ALIAS	f77r	G407-S341	G407-E2473	lol	f77r.17	F77_P1	F77_TOP_ARCH	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P1	ZERO__BOUNDARY_REPAIR_ONLY
25	GDT581-I0907	ACTION_ALIAS	f77r	G407-S341	G407-E2474	daiin	f77r.18	F77_P1	F77_TOP_ARCH	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P1	ZERO__BOUNDARY_REPAIR_ONLY
26	GDT581-I0908	ACTION_ALIAS	f77r	G407-S341	G407-E2477	qo	f77r.18	F77_P1	F77_TOP_ARCH	SH	SAME_STATEMENT_EVENT	G407-E2476	lshey	f77r.18	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
27	GDT581-I0909	ACTION_ALIAS	f77r	G407-S341	G407-E2478	l	f77r.18	F77_P1	F77_TOP_ARCH	SH	SAME_STATEMENT_EVENT	G407-E2476	lshey	f77r.18	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
28	GDT581-I0910	ACTION_ALIAS	f77r	G407-S341	G407-E2479	or	f77r.18	F77_P1	F77_TOP_ARCH	SH	SAME_STATEMENT_EVENT	G407-E2476	lshey	f77r.18	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
29	GDT581-I0911	ACTION_ALIAS	f77r	G407-S342	G407-E2482	qol	f77r.18	F77_P1	F77_TOP_ARCH	K	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P1	ZERO__BOUNDARY_REPAIR_ONLY
30	GDT581-I0912	ACTION_ALIAS	f77r	G407-S342	G407-E2484	qotaiin	f77r.18	F77_P1	F77_TOP_ARCH	CH	SAME_STATEMENT_EVENT	G407-E2483	cheedy	f77r.18	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
31	GDT581-I0913	ACTION_ALIAS	f77r	G407-S343	G407-E2486	lchey	f77r.19	F77_P1	F77_TOP_ARCH	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P1	ZERO__BOUNDARY_REPAIR_ONLY
32	GDT581-I0914	ACTION_ALIAS	f77r	G407-S345	G407-E2492	laiin	f77r.19	F77_P1	F77_TOP_ARCH	OK	SAME_STATEMENT_EVENT	G407-E2491	qokeey	f77r.19	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
33	GDT581-I0915	ACTION_ALIAS	f77r	G407-S345	G407-E2493	chey	f77r.19	F77_P1	F77_TOP_ARCH	OK	SAME_STATEMENT_EVENT	G407-E2491	qokeey	f77r.19	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
34	GDT581-I0916	ACTION_ALIAS	f77r	G407-S345	G407-E2494	qotain	f77r.20	F77_P1	F77_TOP_ARCH	OK	SAME_STATEMENT_EVENT	G407-E2491	qokeey	f77r.19	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
35	GDT581-I0917	ACTION_ALIAS	f77r	G407-S346	G407-E2497	qoteey	f77r.20	F77_P1	F77_TOP_ARCH	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P1	ZERO__BOUNDARY_REPAIR_ONLY
36	GDT581-I0918	ACTION_ALIAS	f77r	G407-S346	G407-E2500	qotedy	f77r.20	F77_P1	F77_TOP_ARCH	SH	SAME_STATEMENT_EVENT	G407-E2499	sheey	f77r.20	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
37	GDT581-I0919	ACTION_ALIAS	f77r	G407-S351	G407-E2509	olaiiny	f77r.21	F77_P1	F77_TOP_ARCH	SH	SAME_STATEMENT_EVENT	G407-E2508	shear	f77r.21	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
38	GDT581-I0920	ACTION_ALIAS	f77r	G407-S351	G407-E2510	qoteedy	f77r.22	F77_P1	F77_TOP_ARCH	SH	SAME_STATEMENT_EVENT	G407-E2508	shear	f77r.21	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
39	GDT581-I0921	ACTION_ALIAS	f77r	G407-S352	G407-E2511	al	f77r.22	F77_P1	F77_TOP_ARCH	SH	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P1	ZERO__BOUNDARY_REPAIR_ONLY
40	GDT581-I0922	ACTION_ALIAS	f77r	G407-S353	G407-E2514	oin	f77r.22	F77_P1	F77_TOP_ARCH	R	SAME_STATEMENT_EVENT	G407-E2513	r	f77r.22	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
41	GDT581-I0923	ACTION_ALIAS	f77r	G407-S353	G407-E2515	chy	f77r.22	F77_P1	F77_TOP_ARCH	R	SAME_STATEMENT_EVENT	G407-E2513	r	f77r.22	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
42	GDT581-I0924	ACTION_ALIAS	f77r	G407-S357	G407-E2528	daiin	f77r.24	F77_P1	F77_TOP_ARCH	OK	SAME_STATEMENT_EVENT	G407-E2527	qokal	f77r.23	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
43	GDT581-I0925	ACTION_ALIAS	f77r	G407-S357	G407-E2529	dol	f77r.24	F77_P1	F77_TOP_ARCH	OK	SAME_STATEMENT_EVENT	G407-E2527	qokal	f77r.23	F77_P1	F77_TOP_ARCH	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
44	GDT581-I0926	ACTION_ALIAS	f77r	G407-S357	G407-E2535	otedy	f77r.25	F77_P2	F77_MIDDLE_BODY	CH	SAME_STATEMENT_EVENT	G407-E2534	qolchy	f77r.24	F77_P1	F77_TOP_ARCH	QUARANTINE_CROSS_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
45	GDT581-I0927	ACTION_ALIAS	f77r	G407-S359	G407-E2540	dal	f77r.25	F77_P2	F77_MIDDLE_BODY	SH	SAME_STATEMENT_EVENT	G407-E2539	shedar	f77r.25	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
46	GDT581-I0928	ACTION_ALIAS	f77r	G407-S359	G407-E2542	daror	f77r.25	F77_P2	F77_MIDDLE_BODY	CHD	SAME_STATEMENT_EVENT	G407-E2541	chedy	f77r.25	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
47	GDT581-I0929	ACTION_ALIAS	f77r	G407-S359	G407-E2543	qoteedy	f77r.26	F77_P2	F77_MIDDLE_BODY	CHD	SAME_STATEMENT_EVENT	G407-E2541	chedy	f77r.25	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
48	GDT581-I0930	ACTION_ALIAS	f77r	G407-S364	G407-E2554	qotedy	f77r.27	F77_P2	F77_MIDDLE_BODY	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P2	ZERO__BOUNDARY_REPAIR_ONLY
49	GDT581-I0931	ACTION_ALIAS	f77r	G407-S365	G407-E2555	olchey	f77r.28	F77_P2	F77_MIDDLE_BODY	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P2	ZERO__BOUNDARY_REPAIR_ONLY
50	GDT581-I0932	ACTION_ALIAS	f77r	G407-S365	G407-E2556	qotey	f77r.28	F77_P2	F77_MIDDLE_BODY	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P2	ZERO__BOUNDARY_REPAIR_ONLY
51	GDT581-I0933	ACTION_ALIAS	f77r	G407-S366	G407-E2560	lom	f77r.28	F77_P2	F77_MIDDLE_BODY	S	SAME_STATEMENT_EVENT	G407-E2559	sar	f77r.28	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
52	GDT581-I0934	ACTION_ALIAS	f77r	G407-S368	G407-E2565	qotal	f77r.29	F77_P2	F77_MIDDLE_BODY	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P2	ZERO__BOUNDARY_REPAIR_ONLY
53	GDT581-I0935	ACTION_ALIAS	f77r	G407-S368	G407-E2569	iin	f77r.30	F77_P2	F77_MIDDLE_BODY	S	SAME_STATEMENT_EVENT	G407-E2568	sa	f77r.30	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
54	GDT581-I0936	ACTION_ALIAS	f77r	G407-S368	G407-E2572	lol	f77r.30	F77_P2	F77_MIDDLE_BODY	K	SAME_STATEMENT_EVENT	G407-E2571	cheeky	f77r.30	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
55	GDT581-I0937	ACTION_ALIAS	f77r	G407-S368	G407-E2576	qotedy	f77r.31	F77_P2	F77_MIDDLE_BODY	OK	SAME_STATEMENT_EVENT	G407-E2575	qokeey	f77r.31	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
56	GDT581-I0938	ACTION_ALIAS	f77r	G407-S369	G407-E2577	qotedy	f77r.31	F77_P2	F77_MIDDLE_BODY	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P2	ZERO__BOUNDARY_REPAIR_ONLY
57	GDT581-I0939	ACTION_ALIAS	f77r	G407-S370	G407-E2578	qotary	f77r.31	F77_P2	F77_MIDDLE_BODY	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P2	ZERO__BOUNDARY_REPAIR_ONLY
58	GDT581-I0940	ACTION_ALIAS	f77r	G407-S370	G407-E2579	qor	f77r.32	F77_P2	F77_MIDDLE_BODY	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P2	ZERO__BOUNDARY_REPAIR_ONLY
59	GDT581-I0941	ACTION_ALIAS	f77r	G407-S370	G407-E2580	ain	f77r.32	F77_P2	F77_MIDDLE_BODY	OK	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P2	ZERO__BOUNDARY_REPAIR_ONLY
60	GDT581-I0942	ACTION_ALIAS	f77r	G407-S370	G407-E2582	ol	f77r.32	F77_P2	F77_MIDDLE_BODY	CH	SAME_STATEMENT_EVENT	G407-E2581	cheol	f77r.32	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
61	GDT581-I0943	ACTION_ALIAS	f77r	G407-S370	G407-E2583	chealor	f77r.32	F77_P2	F77_MIDDLE_BODY	CH	SAME_STATEMENT_EVENT	G407-E2581	cheol	f77r.32	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
62	GDT581-I0944	ACTION_ALIAS	f77r	G407-S370	G407-E2587	daiin	f77r.33	F77_P2	F77_MIDDLE_BODY	R	SAME_STATEMENT_EVENT	G407-E2586	dary	f77r.32	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
63	GDT581-I0945	ACTION_ALIAS	f77r	G407-S370	G407-E2589	qol	f77r.33	F77_P2	F77_MIDDLE_BODY	CHD	SAME_STATEMENT_EVENT	G407-E2588	chedy	f77r.33	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
64	GDT581-I0946	ACTION_ALIAS	f77r	G407-S371	G407-E2591	qoteeedy	f77r.33	F77_P2	F77_MIDDLE_BODY	K	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P2	ZERO__BOUNDARY_REPAIR_ONLY
65	GDT581-I0947	ACTION_ALIAS	f77r	G407-S372	G407-E2593	oiiiin	f77r.33	F77_P2	F77_MIDDLE_BODY	S	SAME_STATEMENT_EVENT	G407-E2592	sar	f77r.33	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
66	GDT581-I0948	ACTION_ALIAS	f77r	G407-S372	G407-E2595	dy	f77r.33	F77_P2	F77_MIDDLE_BODY	T	SAME_STATEMENT_EVENT	G407-E2594	cheety	f77r.33	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
67	GDT581-I0949	ACTION_ALIAS	f77r	G407-S375	G407-E2611	chealy	f77r.35	F77_P2	F77_MIDDLE_BODY	CHD	SAME_STATEMENT_EVENT	G407-E2610	chedaiin	f77r.35	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
68	GDT581-I0950	ACTION_ALIAS	f77r	G407-S377	G407-E2614	qotain	f77r.36	F77_P2	F77_MIDDLE_BODY	CHD	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P2	ZERO__BOUNDARY_REPAIR_ONLY
69	GDT581-I0951	ACTION_ALIAS	f77r	G407-S378	G407-E2619	olchey	f77r.36	F77_P2	F77_MIDDLE_BODY	OK	SAME_STATEMENT_EVENT	G407-E2618	qokol	f77r.36	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
70	GDT581-I0952	ACTION_ALIAS	f77r	G407-S378	G407-E2621	chey	f77r.37	F77_P2	F77_MIDDLE_BODY	T	SAME_STATEMENT_EVENT	G407-E2620	teeolain	f77r.37	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
71	GDT581-I0953	ACTION_ALIAS	f77r	G407-S378	G407-E2622	qoteedy	f77r.37	F77_P2	F77_MIDDLE_BODY	T	SAME_STATEMENT_EVENT	G407-E2620	teeolain	f77r.37	F77_P2	F77_MIDDLE_BODY	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
72	GDT581-I0954	ACTION_ALIAS	f77r	G407-S381	G407-E2629	qoeedy	f77r.38	F77_P3	F77_LOWER_VESSEL	SH	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P3	ZERO__BOUNDARY_REPAIR_ONLY
73	GDT581-I0955	ACTION_ALIAS	f77r	G407-S381	G407-E2632	qol	f77r.38	F77_P3	F77_LOWER_VESSEL	P	SAME_STATEMENT_EVENT	G407-E2631	chcphey	f77r.38	F77_P3	F77_LOWER_VESSEL	RETAIN_SAME_RECORD_ALIAS	NONE	ZERO__BOUNDARY_REPAIR_ONLY
74	GDT581-I0956	ACTION_ALIAS	f77r	G407-S382	G407-E2635	qol	f77r.38	F77_P3	F77_LOWER_VESSEL	SH	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P3	ZERO__BOUNDARY_REPAIR_ONLY
75	GDT581-I0957	ACTION_ALIAS	f77r	G407-S382	G407-E2636	olaiin	f77r.39	F77_P3	F77_LOWER_VESSEL	SH	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P3	ZERO__BOUNDARY_REPAIR_ONLY
76	GDT581-I0958	ACTION_ALIAS	f77r	G407-S383	G407-E2642	laiin	f77r.39	F77_P3	F77_LOWER_VESSEL	SH	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P3	ZERO__BOUNDARY_REPAIR_ONLY
77	GDT581-I0959	ACTION_ALIAS	f77r	G407-S383	G407-E2643	daiiin	f77r.40	F77_P3	F77_LOWER_VESSEL	SH	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P3	ZERO__BOUNDARY_REPAIR_ONLY
78	GDT581-I0960	ACTION_ALIAS	f77r	G407-S383	G407-E2644	ol	f77r.40	F77_P3	F77_LOWER_VESSEL	SH	OWNER_DEFAULT	OWNER	NONE	NONE	NONE	NONE	REPARENT_OWNER_DEFAULT_TO_LOCAL_RECORD_OWNER	RECORD_OWNER:F77_P3	ZERO__BOUNDARY_REPAIR_ONLY
