page_ordinal	physical_page	source_selectors	register	topology_family	coarse_page_owner_id	coarse_visible_layout_de	visual_batch_id	visual_source_path	visual_annotation_tier	deep_panel_status	raw_line_count	raw_token_count	running_prose_line_count	local_label_line_count	empty_line_count	running_event_count	local_card_count	legacy_statement_count	legacy_local_component_count	legacy_local_name_slot_count	deep_panel_count	deep_record_count	deep_label_token_count	semantic_ceiling
11	f55v	f55v	HERBAL	WHOLE_PLANT_ARTICLE	F55V_WHOLE_PLANT	eine abgebildete Ganzpflanze mit umgebender Prosa	V70_DIRECT_REVIEW	experiments/yolo/sidequest_theory_candidates_v70/V70_R1_TEN_PAGE_VISUAL_INVENTORY.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	12	106	12	0	0	106	0	5	0	0	0	0	0	Ganzpflanzenkontext; keine Wort-zu-Pflanzenteil-Zuweisung
12	f56r	f56r	HERBAL	WHOLE_PLANT_ARTICLE	F56R_WHOLE_PLANT	eine abgebildete Ganzpflanze mit umgebender Prosa	V70_DIRECT_REVIEW	experiments/yolo/sidequest_theory_candidates_v70/V70_R1_TEN_PAGE_VISUAL_INVENTORY.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	19	105	19	0	0	105	0	3	0	0	0	0	0	Ganzpflanzenkontext; keine Wort-zu-Pflanzenteil-Zuweisung
13	f66r	f66r	SOURCE_SECTION_T	TEXT_BLOCK	F66R_TEXT_PAGE	mehrere Haupttextbloecke Randzeichen und separater spaeter Nachtrag	GDT514_IMAGE_OWNER_MAP	experiments/yolo/gdt514_second_random_four_page_selection_owner_map/artifacts/gdt514_4_image_owner_map.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	82	344	32	47	3	293	51	51	90	0	0	0	0	Text- und Randzonengrenzen; keine semantische Anheftung
14	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	F67R2_RADIAL_PAGE	zwei begrenzte kreisfoermige Diagrammfelder mit lokalen Schriftfeldern	V70_DIRECT_REVIEW	experiments/yolo/sidequest_theory_candidates_v70/V70_R1_TEN_PAGE_VISUAL_INVENTORY.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	74	190	35	39	0	126	64	11	200	0	0	0	0	Ring- und Einschlusskontext; keine kosmologische Wortbedeutung
15	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	F68R1_RADIAL_PAGE	drei kreisfoermige Einheiten mit vielen sternartigen lokalen Anheftungen	V70_DIRECT_REVIEW	experiments/yolo/sidequest_theory_candidates_v70/V70_R1_TEN_PAGE_VISUAL_INVENTORY.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	37	65	7	30	0	31	34	3	126	0	0	0	0	Ring- und Anheftungskontext; keine Sternnamenbedeutung
16	f69v	f69v	CELESTIAL	RADIAL_ARRAY	F69V_RADIAL_PAGE	mehrere radiale Ring- und Sektorgruppen mit lokalen Schriftfeldern	V70_DIRECT_REVIEW	experiments/yolo/sidequest_theory_candidates_v70/V70_R1_TEN_PAGE_VISUAL_INVENTORY.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	31	140	0	31	0	0	140	0	375	0	0	0	0	Array-Mitgliedschaft; keine eindeutige individuelle Besitzrelation
17	f70v	f70v1|f70v2	CELESTIAL	RADIAL_ARRAY	F70V_RADIAL_PAGE	zwei Tierkreisrad-Selektionen mit konzentrischen Baendern und Figuren	PASS909_VISUAL_INVENTORY	experiments/yolo/sidequest_semantic_four_page_reality_check_nine_hundred_ninth/NINE_HUNDRED_NINTH_VISUAL_INVENTORY.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	50	218	0	50	0	0	218	0	638	0	0	0	0	Ring-Namensraum; keine Leserichtung oder Wortbedeutung
18	f71v	f71v	CELESTIAL	RADIAL_ARRAY	F71V_RADIAL_PAGE	konzentrische Ringgruppen mit Stern- und Figurenpositionen	PASS1003_VISUAL_OWNER_MAP	experiments/yolo/sidequest_semantic_four_fresh_page_transfer_one_thousand_third/PASS1003_VISUAL_OWNER_MAP.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	18	100	3	15	0	78	22	5	43	8	0	0	0	Ring-Namensraum; Naehe ist keine Einzelbesitzrelation
19	f72r	f72r1|f72r2|f72r3	CELESTIAL	RADIAL_ARRAY	F72R_RADIAL_PAGE	mehrere konzentrische Tierkreisraeder mit Figuren Sternen und Platzetiketten	PASS1008_IMAGE_REVIEW	experiments/yolo/sidequest_semantic_four_page_template_transfer_one_thousand_eighth/PASS1008_IMAGE_MANIFEST.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	84	384	10	74	0	288	96	22	210	52	0	0	0	Ring-Namensraum; keine Startmarke oder Richtung
20	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	F75R_POOL_PAGE	mehrere verbundene Figuren- Becken- und Laufzonen	PASS909_VISUAL_INVENTORY	experiments/yolo/sidequest_semantic_four_page_reality_check_nine_hundred_ninth/NINE_HUNDRED_NINTH_VISUAL_INVENTORY.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	53	418	46	7	0	408	10	111	26	0	0	0	0	Verbindung und lokale Zonen; keine Fluss- oder Prozessrichtung
21	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	F76R_TEXT_PAGE	dichte Textseite mit vier sichtbaren Absaetzen und kleinen Abschnittsmarkern	PASS1008_IMAGE_REVIEW	experiments/yolo/sidequest_semantic_four_page_template_transfer_one_thousand_eighth/PASS1008_IMAGE_MANIFEST.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	56	569	47	9	0	560	9	118	9	0	0	0	0	Textblockgrenzen; keine erfundene Bildstation
22	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	F77R_APPARATUS_PAGE	drei tief annotierte Bildpanels mit Bogen Koerper- und Beckenanordnung	PASS1003_VISUAL_OWNER_MAP	experiments/yolo/sidequest_semantic_four_fresh_page_transfer_one_thousand_third/PASS1003_VISUAL_OWNER_MAP.tsv	DEEP_PANEL_COMPONENT	GDT790_DEEP_PANEL_RECORDS	50	332	40	10	0	321	11	82	20	7	3	3	11	Panel Komponenten und Labelzonen; keine Flussrichtung oder Einzelwortbedeutung
23	f81r	f81r	BIOLOGICAL	POOL_APPARATUS_NETWORK	F81R_POOL_PAGE	oberes und unteres Figurenbecken mit sichtbarer seitlicher Verbindung	GDT404_IMAGE_FIRST	experiments/yolo/gdt404_random_four_page_factorized_admission/artifacts/gdt404_image_first_owner_manifest.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	31	210	31	0	0	210	0	48	0	0	0	0	0	zwei lokale Besitzer und Verbindung; keine Richtung
24	f81v	f81v	BIOLOGICAL	POOL_APPARATUS_NETWORK	F81V_POOL_PAGE	gemeinsames zweireihiges Figuren- und Badefeld	V70_DIRECT_REVIEW	experiments/yolo/sidequest_theory_candidates_v70/V70_R1_TEN_PAGE_VISUAL_INVENTORY.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	28	255	27	1	0	253	2	54	5	0	0	0	0	gemeinsamer Feldkontext; keine Wort-zu-Figur-Zuweisung
25	f82r	f82r	BIOLOGICAL	POOL_APPARATUS_NETWORK	F82R_APPARATUS_PAGE	drei tief annotierte Bildpanels mit Rohr Gefaess- und Figurenbereichen	V70_DIRECT_REVIEW	experiments/yolo/sidequest_theory_candidates_v70/V70_R1_TEN_PAGE_VISUAL_INVENTORY.tsv	DEEP_PANEL_COMPONENT	GDT790_DEEP_PANEL_RECORDS	45	291	32	13	0	278	13	62	43	0	3	3	13	Panel Komponenten und Labelzonen; keine Flussrichtung oder Einzelwortbedeutung
26	f83r	f83r	BIOLOGICAL	POOL_APPARATUS_NETWORK	F83R_APPARATUS_PAGE	vier tief annotierte Bildpanels mit getrennten lokalen Gruppen	V70_DIRECT_REVIEW	experiments/yolo/sidequest_theory_candidates_v70/V70_R1_TEN_PAGE_VISUAL_INVENTORY.tsv	DEEP_PANEL_COMPONENT	GDT790_DEEP_PANEL_RECORDS	55	345	51	4	0	341	4	91	18	0	4	7	4	Panel Komponenten und Labelzonen; keine Flussrichtung oder Einzelwortbedeutung
27	f88r	f88r	PHARMA	MATERIAL_REGISTER	F88R_MATERIAL_PAGE	drei Gefaess- und Pflanzenfragmentreihen mit drei Prosabloecken	PASS909_VISUAL_INVENTORY	experiments/yolo/sidequest_semantic_four_page_reality_check_nine_hundred_ninth/NINE_HUNDRED_NINTH_VISUAL_INVENTORY.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	31	150	16	15	0	134	16	5	55	0	0	0	0	Reihen- und Batchkontext; keine Stoff- oder Organbedeutung
28	f88v	f88v	PHARMA	MATERIAL_REGISTER	F88V_MATERIAL_PAGE	mehrere getrennte Pflanzenfragment- und Gefaessgruppen	PASS1003_VISUAL_OWNER_MAP	experiments/yolo/sidequest_semantic_four_fresh_page_transfer_one_thousand_third/PASS1003_VISUAL_OWNER_MAP.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	30	145	17	13	0	131	14	13	25	14	0	0	0	Batchkontext und lokale Kennungen; keine portable Wortbedeutung
29	f89r	f89r1|f89r2	PHARMA	MATERIAL_REGISTER	F89R_MATERIAL_PAGE	mehrere getrennte Gefaess Wurzel Blatt- und Pflanzenteilgruppen	PASS1008_IMAGE_REVIEW	experiments/yolo/sidequest_semantic_four_page_template_transfer_one_thousand_eighth/PASS1008_IMAGE_MANIFEST.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	61	376	28	33	0	338	38	20	89	24	0	0	0	Gruppen- und Kontaktkontext; keine Funktions- oder Stoffnamen
30	f95v	f95v1|f95v2	HERBAL	WHOLE_PLANT_ARTICLE	F95V_WHOLE_PLANT	eine grosse Ganzpflanze fuer zwei getrennte Transkriptionspaneele	GDT404_IMAGE_FIRST	experiments/yolo/gdt404_random_four_page_factorized_admission/artifacts/gdt404_image_first_owner_manifest.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	20	178	20	0	0	178	0	30	0	0	0	0	0	geteilter Ganzpflanzenkontext; f95v1 und f95v2 bleiben explizit
