binding_id	source_reading_id	evidence_path	selector	field_assertions	field_contains_assertions	evidence_role	score_credit_family_ids	matched_row_fingerprint_sha256	source_row_match	evidence_status	historical_confirmation
E013	chopo#1	experiments/yolo/gdt652_strict_v28_frontier_completion/artifacts/ALL_LINE_CONCRETE_COVERAGE_V29.tsv	page=f114r;locus=f114r.24	all_three_present=1;unknown_tokens=10	unknown_surfaces=chopo	upstream_unknown_control	NONE	796f4d29131ee00e9b89b38c644280945b4e92159cba8ac997b9fb03b602b19d	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E014	chopo#1	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/INITIAL_HEAD_SCOPE_PROFILE.tsv	head=p	initial_occurrences=503;initial_types=277;internal_token_occurrences=858;internal_types=443;standalone_occurrences=5	NONE	internal_p_scope_control	NONE	ca2b9990d3f6aa04609f6e4bc5c4edacbb55d5688341c6e1a04629244c749ae7	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E015	op#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_324_ACTIVE_LEXICAL_READINGS.tsv	v94_reading_id=op#1	surface=op;v94_lexical_core_de=Pulverzubereitung;working_model_score_0_100_not_probability=30;working_model_level=W1_WEAK_WORKING	NONE	active_lexical_baseline	NONE	cf989e53b10f160aa300519664412610d0a020275869a07a208304b79b96f067	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E016	op#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_479_CONTEXT_REALIZATIONS.tsv	position_id=P154;source_reading_id=op#1	page=f114v;locus=f114v.36;token_ordinal=3;surface=op;v68_action_license=NOT_ACTION_LICENSED	NONE	exact_active_position	NONE	706ad0cb10d02c75cf3d3b75d205249b2dfebd525f2357fbf5f2deeb43d19119	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E017	op#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_56_HELD_READING_AUDIT.tsv	source_reading_id=op#1	disposition=HELD_FOR_LATER_REPAIR;new_lexical_score=30;new_lexical_level=W1_WEAK_WORKING	NONE	open_repair_queue_row	NONE	e9ce7e1f9c95a3617da890542ac25d04c8bc2d9ce462c7c6158907d812ab167c	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E018	op#1	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	page=f114v;locus=f114v.36;token_ordinal=3;surface=op	v64_token_gloss_de=Pulverzubereitung;v64_rule_id=P028;decision_class=MATERIAL_PREPARATION;formal_routes=LEARNED_WHOLE_OR_UNEXPORTED	NONE	last_semantic_decision	NONE	f117fd1e1c7c69b4025f32ebfb658529a77307ac163993cbeb8c97ed1e59cb80	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E019	op#1	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	surface=op	rule_id=P028;v64_main_gloss_de=Pulverzubereitung;practical_head_de=Pulverzubereitung;decision_class=MATERIAL_PREPARATION	NONE	exact_renderer_rule	NONE	d4b4fa90ae3fd7d5010b1e3ac7943d5983d889f9147ff8c56295ba51297f8683	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E020	op#1	experiments/yolo/gdt652_strict_v28_frontier_completion/artifacts/ALL_LINE_CONCRETE_COVERAGE_V29.tsv	page=f114v;locus=f114v.36	all_three_present=1;unknown_tokens=8	unknown_surfaces=op	upstream_unknown_control	NONE	e0e49081515c1550380b66fe2aa7d365ff7790b937db1f488d0d2fc48eb1cafe	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E021	op#1	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/INITIAL_HEAD_SCOPE_PROFILE.tsv	head=p	initial_occurrences=503;initial_types=277;internal_token_occurrences=858;internal_types=443;standalone_occurrences=5	NONE	internal_p_scope_control	NONE	ca2b9990d3f6aa04609f6e4bc5c4edacbb55d5688341c6e1a04629244c749ae7	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E022	qopaiin#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_324_ACTIVE_LEXICAL_READINGS.tsv	v94_reading_id=qopaiin#1	surface=qopaiin;v94_lexical_core_de=drei Teile Pulverzubereitung nehmen;working_model_score_0_100_not_probability=30;working_model_level=W1_WEAK_WORKING	NONE	active_lexical_baseline	NONE	ce5670adfc390c8f517d6f43bda0214cce2d28cef2baacd88749afe36634b6a9	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E023	qopaiin#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_479_CONTEXT_REALIZATIONS.tsv	position_id=P158;source_reading_id=qopaiin#1	page=f114v;locus=f114v.36;token_ordinal=7;surface=qopaiin;v68_action_license=GDT689_V62_ACTION_ORDINAL	NONE	exact_active_position	NONE	bd79c331b9a1dfe56ba865d2cfaaf0b016b73fbb1faa5d270b7852e472c5018d	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E024	qopaiin#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_56_HELD_READING_AUDIT.tsv	source_reading_id=qopaiin#1	disposition=HELD_FOR_LATER_REPAIR;new_lexical_score=30;new_lexical_level=W1_WEAK_WORKING	NONE	open_repair_queue_row	NONE	754fa9d6833f25d8f129368b505087de934dab877722aae7b276e242ad107aa7	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E025	qopaiin#1	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	page=f114v;locus=f114v.36;token_ordinal=7;surface=qopaiin	v64_token_gloss_de=drei Teile Pulverzubereitung nehmen;v64_rule_id=P054;decision_class=MATERIAL_PREPARATION;formal_routes=LEARNED_WHOLE_OR_UNEXPORTED	NONE	last_semantic_decision	NONE	c161f7a46bbc80ca0c6229de7f11d1396735f98dfb1d5c091a39ae56ab531cea	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E026	qopaiin#1	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	surface=qopaiin	rule_id=P054;v64_main_gloss_de=drei Teile Pulverzubereitung nehmen;practical_head_de=Pulverzubereitung;decision_class=MATERIAL_PREPARATION	NONE	exact_renderer_rule	NONE	5ef1c50b7fa74e50e0dfc39776d9edd0e62437d5af6ba648ef72a4c6ff522b28	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E027	qopaiin#1	experiments/yolo/gdt652_strict_v28_frontier_completion/artifacts/ALL_LINE_CONCRETE_COVERAGE_V29.tsv	page=f114v;locus=f114v.36	all_three_present=1;unknown_tokens=8	unknown_surfaces=qopaiin	upstream_unknown_control	NONE	e0e49081515c1550380b66fe2aa7d365ff7790b937db1f488d0d2fc48eb1cafe	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E028	qopaiin#1	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/INITIAL_HEAD_SCOPE_PROFILE.tsv	head=p	initial_occurrences=503;initial_types=277;internal_token_occurrences=858;internal_types=443;standalone_occurrences=5	NONE	internal_p_scope_control	NONE	ca2b9990d3f6aa04609f6e4bc5c4edacbb55d5688341c6e1a04629244c749ae7	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E029	opchey#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_324_ACTIVE_LEXICAL_READINGS.tsv	v94_reading_id=opchey#1	surface=opchey;v94_lexical_core_de=Trockenpulver, Form I;working_model_score_0_100_not_probability=30;working_model_level=W1_WEAK_WORKING	NONE	active_lexical_baseline	NONE	00c6d1a283da0e2d65fc078fcad35457cce48bce73482fe3572df277adf76ca4	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E030	opchey#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_479_CONTEXT_REALIZATIONS.tsv	position_id=P448;source_reading_id=opchey#1	page=f86v6;locus=f86v6.5;token_ordinal=10;surface=opchey;v68_action_license=NOT_ACTION_LICENSED	NONE	exact_active_position	NONE	f75944685f75a55982f0f930e531f21fdc9b9f04d3f4ddafeddd12c17c379086	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E031	opchey#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_56_HELD_READING_AUDIT.tsv	source_reading_id=opchey#1	disposition=HELD_FOR_LATER_REPAIR;new_lexical_score=30;new_lexical_level=W1_WEAK_WORKING	NONE	open_repair_queue_row	NONE	4f49d2662e7ba6555b8ddbe3f4bf3aa170b6d07abe742f82acdfa4b0c81e7643	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E032	opchey#1	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	page=f86v6;locus=f86v6.5;token_ordinal=10;surface=opchey	v64_token_gloss_de=Trockenpulver, Form I;v64_rule_id=P027;decision_class=MATERIAL_RESULT_COLLAPSE;formal_routes=LEARNED_WHOLE_OR_UNEXPORTED	NONE	last_semantic_decision	NONE	5444f83be4dc3257ada93e69f560ac8a394cb3cb712347d951e335d1a02ad6d8	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E033	opchey#1	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	surface=opchey	rule_id=P027;v64_main_gloss_de=Trockenpulver, Form I;practical_head_de=Trockenpulver;decision_class=MATERIAL_RESULT_COLLAPSE	NONE	exact_renderer_rule	NONE	c5a1ff66b8dcdd31d83a1f6442e6308f0dbcccada801e6144f6d771a97028f20	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E034	opchey#1	experiments/yolo/gdt652_strict_v28_frontier_completion/artifacts/ALL_LINE_CONCRETE_COVERAGE_V29.tsv	page=f86v6;locus=f86v6.5	all_three_present=1;unknown_tokens=5	unknown_surfaces=opchey	upstream_unknown_control	NONE	3f4c01f5a3c8d6dbbb8faf47ae93903ce3ad12fd242bef09ee3ca71bb1bb4531	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E035	opchey#1	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/INITIAL_HEAD_SCOPE_PROFILE.tsv	head=p	initial_occurrences=503;initial_types=277;internal_token_occurrences=858;internal_types=443;standalone_occurrences=5	NONE	internal_p_scope_control	NONE	ca2b9990d3f6aa04609f6e4bc5c4edacbb55d5688341c6e1a04629244c749ae7	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E036	opchey#1	experiments/yolo/gdt633_cth_interfix_semantic_contrasts/artifacts/LITERAL_E_RUN_BACKGROUND.tsv	family_id=G633-EB0201	skeleton=opch<E>y;e_lengths=1|2;surfaces_by_length=1:opchey|2:opcheey;occurrences_by_length=1:26|2:4;types=2;occurrences=30	NONE	formal_recurrence_family	NONE	5382fa047995f9a0739a949074e554d51c6542e43ec444e19c3fda484e71b2a3	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
