view	control_id	split	value	folios	events	gain	positive_folios
NATIVE	ARBITRARY_LOCAL_CODEBOOK	SECTION	FROZEN_REVERSIBLE_LEXICAL_ID_CODEBOOK	176	8269	-3.170699972	82
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	HAND	CONTROL	12	7920	-1.540273522	5
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1402	10	445	0.702248203	7
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1403	11	422	0.163917454	8
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1405	10	409	0.547271950	8
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1406	12	435	0.351238866	8
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1407	12	450	0.202130841	8
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1409	12	471	1.048898657	10
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1410	10	704	-0.495874388	4
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1413	11	478	-0.087497062	5
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1414	11	622	0.486899875	7
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1415	12	660	0.579995594	7
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1416	10	391	0.374937042	6
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1418	12	562	1.479781388	11
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1419	5	127	0.143531732	3
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1420	6	75	-0.347821705	2
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1421	12	622	-2.415085463	2
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1422	10	407	-0.865770044	3
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1423	12	581	-2.428667428	3
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1424	4	59	-0.980409035	1
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	SECTION	FROZEN_EXTERNAL_XLSX_SHA256	12	7920	-1.540273522	5
NATIVE	COMPOSITIONAL_TECHNICAL_NOTATION	HAND	CONTROL	175	8273	-52.182642059	79
NATIVE	COMPOSITIONAL_TECHNICAL_NOTATION	REGISTER	R1	55	2567	-19.161951155	23
NATIVE	COMPOSITIONAL_TECHNICAL_NOTATION	REGISTER	R2	57	2687	-21.291652345	25
NATIVE	COMPOSITIONAL_TECHNICAL_NOTATION	REGISTER	R3	35	1748	-5.659522849	19
NATIVE	COMPOSITIONAL_TECHNICAL_NOTATION	REGISTER	R4	28	1271	-6.069515711	12
NATIVE	COMPOSITIONAL_TECHNICAL_NOTATION	SECTION	FROZEN_REVERSIBLE_FACTORIAL_DISTRIBUTED_CONTROL	175	8273	-52.182642059	79
NATIVE	HYBRID_SHORTHAND	HAND	CONTROL	176	8272	-20.012753960	79
NATIVE	HYBRID_SHORTHAND	REGISTER	R1	55	2510	-8.222497226	25
NATIVE	HYBRID_SHORTHAND	REGISTER	R2	57	2753	-3.051524559	29
NATIVE	HYBRID_SHORTHAND	REGISTER	R3	35	1706	-8.745550582	12
NATIVE	HYBRID_SHORTHAND	REGISTER	R4	29	1303	0.006818407	13
NATIVE	HYBRID_SHORTHAND	SECTION	FROZEN_REVERSIBLE_IRREGULAR_DISTRIBUTED_TABLE	176	8272	-20.012753960	79
NATIVE	IFORAL_1395_1411_GRAPHEMATIC	HAND	CONTROL	6	6072	0.684614060	3
NATIVE	IFORAL_1395_1411_GRAPHEMATIC	REGISTER	IFORAL_1395_1411_GRAPHEMATIC	6	6072	0.684614060	3
NATIVE	IFORAL_1395_1411_GRAPHEMATIC	SECTION	SCHOLARLY_DIPLOMATIC_SOURCE_FREEZE	6	6072	0.684614060	3
NATIVE	LATIN_15C_GRAPHEMATIC	HAND	CONTROL	12	8397	-3.205893499	4
NATIVE	LATIN_15C_GRAPHEMATIC	REGISTER	LATIN_15C_GRAPHEMATIC	12	8397	-3.205893499	4
NATIVE	LATIN_15C_GRAPHEMATIC	SECTION	SCHOLARLY_DIPLOMATIC_SOURCE_FREEZE	12	8397	-3.205893499	4
NATIVE	LATIN_GERMAN_APOTHECARY_LATE15	HAND	CONTROL	6	1546	0.015295151	1
NATIVE	LATIN_GERMAN_APOTHECARY_LATE15	REGISTER	LATIN_GERMAN_APOTHECARY_LATE15	6	1546	0.015295151	1
NATIVE	LATIN_GERMAN_APOTHECARY_LATE15	SECTION	SCHOLARLY_DIPLOMATIC_SOURCE_FREEZE	6	1546	0.015295151	1
NATIVE	LATIN_MEDICAL_GRAPHEMATIC	HAND	CONTROL	10	8432	-4.676859958	6
NATIVE	LATIN_MEDICAL_GRAPHEMATIC	REGISTER	LATIN_MEDICAL_GRAPHEMATIC	10	8432	-4.676859958	6
NATIVE	LATIN_MEDICAL_GRAPHEMATIC	SECTION	SCHOLARLY_DIPLOMATIC_SOURCE_FREEZE	10	8432	-4.676859958	6
NATIVE	LATIN_SCHOLASTIC_GRAPHEMATIC	HAND	CONTROL	6	8435	-3.422665370	2
NATIVE	LATIN_SCHOLASTIC_GRAPHEMATIC	REGISTER	LATIN_SCHOLASTIC_GRAPHEMATIC	6	8435	-3.422665370	2
NATIVE	LATIN_SCHOLASTIC_GRAPHEMATIC	SECTION	SCHOLARLY_DIPLOMATIC_SOURCE_FREEZE	6	8435	-3.422665370	2
NATIVE	LEARNED_ABBREVIATION_MAP	HAND	CONTROL	4	7760	0.000000000	0
NATIVE	LEARNED_ABBREVIATION_MAP	REGISTER	Band2	1	1148	0.000000000	0
NATIVE	LEARNED_ABBREVIATION_MAP	REGISTER	Band3	1	2749	0.000000000	0
NATIVE	LEARNED_ABBREVIATION_MAP	REGISTER	Band4	1	1382	0.000000000	0
NATIVE	LEARNED_ABBREVIATION_MAP	REGISTER	Band5	1	2481	0.000000000	0
NATIVE	LEARNED_ABBREVIATION_MAP	SECTION	HELD_BOOK_GENERATOR_GROUND_TRUTH	4	7760	0.000000000	0
NATIVE	LEARNED_ABBREVIATION_SAMPLED	HAND	CONTROL	4	7731	0.000000000	0
NATIVE	LEARNED_ABBREVIATION_SAMPLED	REGISTER	Band2	1	1108	0.000000000	0
NATIVE	LEARNED_ABBREVIATION_SAMPLED	REGISTER	Band3	1	2365	0.000000000	0
NATIVE	LEARNED_ABBREVIATION_SAMPLED	REGISTER	Band4	1	1309	0.000000000	0
NATIVE	LEARNED_ABBREVIATION_SAMPLED	REGISTER	Band5	1	2949	0.000000000	0
NATIVE	LEARNED_ABBREVIATION_SAMPLED	SECTION	HELD_BOOK_GENERATOR_GROUND_TRUTH	4	7731	0.000000000	0
NATIVE	ORDINARY_NATURAL_LANGUAGE	HAND	CONTROL	4	7685	3.521982706	2
NATIVE	ORDINARY_NATURAL_LANGUAGE	REGISTER	Band2	1	1175	-0.182314452	0
NATIVE	ORDINARY_NATURAL_LANGUAGE	REGISTER	Band3	1	2259	-2.311230714	0
NATIVE	ORDINARY_NATURAL_LANGUAGE	REGISTER	Band4	1	1423	0.196588659	1
NATIVE	ORDINARY_NATURAL_LANGUAGE	REGISTER	Band5	1	2828	5.818939213	1
NATIVE	ORDINARY_NATURAL_LANGUAGE	SECTION	PAIRED_EXPANSION_TRUTH	4	7685	3.521982706	2
NATIVE	STE1_DIPLOMATIC_RECIPES	HAND	CONTROL	2	109	0.000000000	0
NATIVE	STE1_DIPLOMATIC_RECIPES	REGISTER	Ste1	2	109	0.000000000	0
NATIVE	STE1_DIPLOMATIC_RECIPES	SECTION	PAIRED_DIPLOMATIC_EXPANSION_TRUTH	2	109	0.000000000	0
NATIVE	STE1_EXPANDED_RECIPES	HAND	CONTROL	2	109	0.000000000	0
NATIVE	STE1_EXPANDED_RECIPES	REGISTER	Ste1	2	109	0.000000000	0
NATIVE	STE1_EXPANDED_RECIPES	SECTION	PAIRED_EXPANSION_TRUTH	2	109	0.000000000	0
MATCHED	ABBREVIATION_HEAVY_MEDIEVAL	HAND	1	52	1350	0.964044434	32
MATCHED	ABBREVIATION_HEAVY_MEDIEVAL	HAND	2	21	1360	-1.501562222	8
MATCHED	ABBREVIATION_HEAVY_MEDIEVAL	HAND	3	15	1451	-2.063786477	8
MATCHED	ABBREVIATION_HEAVY_MEDIEVAL	HAND	5	3	77	-0.421335374	1
MATCHED	ABBREVIATION_HEAVY_MEDIEVAL	HAND	@	1	53	-0.543231490	0
MATCHED	ABBREVIATION_HEAVY_MEDIEVAL	REGISTER	Band2	13	656	-0.431109143	8
MATCHED	ABBREVIATION_HEAVY_MEDIEVAL	REGISTER	Band3	53	1430	-4.199875449	23
MATCHED	ABBREVIATION_HEAVY_MEDIEVAL	REGISTER	Band4	43	745	0.661188750	29
MATCHED	ABBREVIATION_HEAVY_MEDIEVAL	REGISTER	Band5	32	1460	0.403924713	19
MATCHED	ABBREVIATION_HEAVY_MEDIEVAL	SECTION	B	9	934	2.146610890	6
MATCHED	ABBREVIATION_HEAVY_MEDIEVAL	SECTION	C	2	70	0.176174039	1
MATCHED	ABBREVIATION_HEAVY_MEDIEVAL	SECTION	H	61	1507	-2.437931812	34
MATCHED	ABBREVIATION_HEAVY_MEDIEVAL	SECTION	P	5	138	0.065998981	3
MATCHED	ABBREVIATION_HEAVY_MEDIEVAL	SECTION	S	13	1428	-2.776322140	6
MATCHED	ABBREVIATION_HEAVY_MEDIEVAL	SECTION	T	5	214	-0.740401088	1
MATCHED	ARBITRARY_LOCAL_CODEBOOK	HAND	1	52	1351	-38.296640445	46
MATCHED	ARBITRARY_LOCAL_CODEBOOK	HAND	2	21	1361	-138.558983962	8
MATCHED	ARBITRARY_LOCAL_CODEBOOK	HAND	3	15	1452	-81.084323769	4
MATCHED	ARBITRARY_LOCAL_CODEBOOK	HAND	5	3	77	-14.175179549	1
MATCHED	ARBITRARY_LOCAL_CODEBOOK	HAND	@	1	53	1.905214159	1
MATCHED	ARBITRARY_LOCAL_CODEBOOK	REGISTER	R1	41	1304	-52.591043066	29
MATCHED	ARBITRARY_LOCAL_CODEBOOK	REGISTER	R2	48	1356	-109.745191137	25
MATCHED	ARBITRARY_LOCAL_CODEBOOK	REGISTER	R3	61	848	-52.063897067	45
MATCHED	ARBITRARY_LOCAL_CODEBOOK	REGISTER	R4	38	786	-55.809782297	18
MATCHED	ARBITRARY_LOCAL_CODEBOOK	SECTION	B	9	935	-119.820447398	0
MATCHED	ARBITRARY_LOCAL_CODEBOOK	SECTION	C	2	70	0.327680978	1
MATCHED	ARBITRARY_LOCAL_CODEBOOK	SECTION	H	61	1508	-66.354892930	49
MATCHED	ARBITRARY_LOCAL_CODEBOOK	SECTION	P	5	138	2.063996215	5
MATCHED	ARBITRARY_LOCAL_CODEBOOK	SECTION	S	13	1429	-79.348748892	3
MATCHED	ARBITRARY_LOCAL_CODEBOOK	SECTION	T	5	214	-7.077501539	3
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	HAND	1	52	1352	-9.343875085	35
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	HAND	2	21	1360	-38.453673949	14
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	HAND	3	15	1452	-34.400225647	8
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	HAND	5	3	77	0.616426086	2
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	HAND	@	1	53	1.142273046	1
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1402	5	226	-0.221166973	2
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1403	6	246	-2.561984524	4
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1405	9	213	0.347647593	5
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1406	7	261	-8.604450339	5
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1407	11	317	-3.075931594	7
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1409	17	241	-8.525668538	16
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1410	24	255	2.074700044	22
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1413	33	226	-12.651111044	26
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1414	37	294	1.300551777	27
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1415	34	307	-11.496305352	24
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1416	22	242	1.851522591	22
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1418	20	317	-13.714790400	16
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1419	6	76	-0.017509330	4
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1420	4	35	-1.765432350	2
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1421	15	324	-25.184590723	11
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1422	10	263	-0.631088620	6
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1423	12	363	2.290627676	9
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	REGISTER	1424	8	88	0.145904557	6
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	SECTION	B	9	934	-19.113518814	3
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	SECTION	C	2	70	1.056474664	2
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	SECTION	H	61	1510	-20.176302314	44
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	SECTION	P	5	137	0.366795231	3
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	SECTION	S	13	1429	-33.540230716	6
MATCHED	AUGSBURG_ACCOUNTS_1402_1424	SECTION	T	5	214	-9.032293599	4
MATCHED	COMPOSITIONAL_TECHNICAL_NOTATION	HAND	1	52	1353	-107.045902650	29
MATCHED	COMPOSITIONAL_TECHNICAL_NOTATION	HAND	2	21	1361	-464.838613549	5
MATCHED	COMPOSITIONAL_TECHNICAL_NOTATION	HAND	3	15	1452	-456.644872942	0
MATCHED	COMPOSITIONAL_TECHNICAL_NOTATION	HAND	5	3	77	-10.515799514	1
MATCHED	COMPOSITIONAL_TECHNICAL_NOTATION	HAND	@	1	53	1.334478166	1
MATCHED	COMPOSITIONAL_TECHNICAL_NOTATION	REGISTER	R1	41	1315	-292.270184125	21
MATCHED	COMPOSITIONAL_TECHNICAL_NOTATION	REGISTER	R2	53	1270	-382.498197770	23
MATCHED	COMPOSITIONAL_TECHNICAL_NOTATION	REGISTER	R3	56	876	-123.343373462	32
MATCHED	COMPOSITIONAL_TECHNICAL_NOTATION	REGISTER	R4	36	835	-239.598955134	19
MATCHED	COMPOSITIONAL_TECHNICAL_NOTATION	SECTION	B	9	935	-368.749874149	0
MATCHED	COMPOSITIONAL_TECHNICAL_NOTATION	SECTION	C	2	70	-21.332252601	0
MATCHED	COMPOSITIONAL_TECHNICAL_NOTATION	SECTION	H	61	1510	-195.172849305	31
MATCHED	COMPOSITIONAL_TECHNICAL_NOTATION	SECTION	P	5	138	2.387125097	4
MATCHED	COMPOSITIONAL_TECHNICAL_NOTATION	SECTION	S	13	1429	-405.817389401	0
MATCHED	COMPOSITIONAL_TECHNICAL_NOTATION	SECTION	T	5	214	-49.025470130	1
MATCHED	HYBRID_SHORTHAND	HAND	1	52	1353	-89.751445758	34
MATCHED	HYBRID_SHORTHAND	HAND	2	21	1361	-347.825994674	2
MATCHED	HYBRID_SHORTHAND	HAND	3	15	1452	-180.447769269	4
MATCHED	HYBRID_SHORTHAND	HAND	5	3	77	-36.598242775	1
MATCHED	HYBRID_SHORTHAND	HAND	@	1	53	-26.502294955	0
MATCHED	HYBRID_SHORTHAND	REGISTER	R1	37	1304	-122.675342540	20
MATCHED	HYBRID_SHORTHAND	REGISTER	R2	52	1399	-346.626830406	21
MATCHED	HYBRID_SHORTHAND	REGISTER	R3	59	799	-101.804723826	39
MATCHED	HYBRID_SHORTHAND	REGISTER	R4	34	794	-110.018850658	19
MATCHED	HYBRID_SHORTHAND	SECTION	B	9	935	-240.974321813	0
MATCHED	HYBRID_SHORTHAND	SECTION	C	2	70	-2.308998037	1
MATCHED	HYBRID_SHORTHAND	SECTION	H	61	1510	-229.982090013	33
MATCHED	HYBRID_SHORTHAND	SECTION	P	5	138	1.138396371	4
MATCHED	HYBRID_SHORTHAND	SECTION	S	13	1429	-186.211850507	3
MATCHED	HYBRID_SHORTHAND	SECTION	T	5	214	-22.786883431	2
MATCHED	LATIN_15C_GRAPHEMATIC	HAND	1	52	1353	-11.770082570	31
MATCHED	LATIN_15C_GRAPHEMATIC	HAND	2	21	1360	-18.283528705	11
MATCHED	LATIN_15C_GRAPHEMATIC	HAND	3	15	1452	-1.014990159	7
MATCHED	LATIN_15C_GRAPHEMATIC	HAND	5	3	77	-2.819623636	2
MATCHED	LATIN_15C_GRAPHEMATIC	HAND	@	1	53	0.007583549	1
MATCHED	LATIN_15C_GRAPHEMATIC	REGISTER	LATIN_15C_GRAPHEMATIC	91	4295	-33.880641521	51
MATCHED	LATIN_15C_GRAPHEMATIC	SECTION	B	9	934	-6.131556810	4
MATCHED	LATIN_15C_GRAPHEMATIC	SECTION	C	2	70	0.191206366	1
MATCHED	LATIN_15C_GRAPHEMATIC	SECTION	H	61	1510	-26.677910714	36
MATCHED	LATIN_15C_GRAPHEMATIC	SECTION	P	5	138	1.486894162	5
MATCHED	LATIN_15C_GRAPHEMATIC	SECTION	S	13	1429	-1.745150640	6
MATCHED	LATIN_15C_GRAPHEMATIC	SECTION	T	5	214	-1.004123885	2
MATCHED	LATIN_MEDICAL_GRAPHEMATIC	HAND	1	52	1350	-9.705707030	37
MATCHED	LATIN_MEDICAL_GRAPHEMATIC	HAND	2	21	1360	-20.436667040	14
MATCHED	LATIN_MEDICAL_GRAPHEMATIC	HAND	3	15	1452	-3.424177622	9
MATCHED	LATIN_MEDICAL_GRAPHEMATIC	HAND	5	3	77	1.078062980	3
MATCHED	LATIN_MEDICAL_GRAPHEMATIC	HAND	@	1	53	-1.933306120	0
MATCHED	LATIN_MEDICAL_GRAPHEMATIC	REGISTER	LATIN_MEDICAL_GRAPHEMATIC	91	4292	-34.421794831	63
MATCHED	LATIN_MEDICAL_GRAPHEMATIC	SECTION	B	9	935	-0.793851057	6
MATCHED	LATIN_MEDICAL_GRAPHEMATIC	SECTION	C	2	70	0.971832210	2
MATCHED	LATIN_MEDICAL_GRAPHEMATIC	SECTION	H	61	1506	-8.421819175	44
MATCHED	LATIN_MEDICAL_GRAPHEMATIC	SECTION	P	5	138	0.323218696	5
MATCHED	LATIN_MEDICAL_GRAPHEMATIC	SECTION	S	13	1429	-5.613831870	7
MATCHED	LATIN_MEDICAL_GRAPHEMATIC	SECTION	T	5	214	-20.887343635	3
MATCHED	LEARNED_ABBREVIATION_MAP	HAND	1	52	1353	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_MAP	HAND	2	21	1361	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_MAP	HAND	3	15	1452	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_MAP	HAND	5	3	77	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_MAP	HAND	@	1	53	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_MAP	REGISTER	Band2	10	627	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_MAP	REGISTER	Band3	47	1368	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_MAP	REGISTER	Band4	48	763	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_MAP	REGISTER	Band5	36	1538	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_MAP	SECTION	B	9	935	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_MAP	SECTION	C	2	70	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_MAP	SECTION	H	61	1510	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_MAP	SECTION	P	5	138	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_MAP	SECTION	S	13	1429	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_MAP	SECTION	T	5	214	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_SAMPLED	HAND	1	52	1353	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_SAMPLED	HAND	2	21	1361	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_SAMPLED	HAND	3	15	1452	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_SAMPLED	HAND	5	3	77	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_SAMPLED	HAND	@	1	53	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_SAMPLED	REGISTER	Band2	11	643	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_SAMPLED	REGISTER	Band3	46	1354	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_SAMPLED	REGISTER	Band4	43	746	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_SAMPLED	REGISTER	Band5	37	1553	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_SAMPLED	SECTION	B	9	935	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_SAMPLED	SECTION	C	2	70	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_SAMPLED	SECTION	H	61	1510	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_SAMPLED	SECTION	P	5	138	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_SAMPLED	SECTION	S	13	1429	0.000000000	0
MATCHED	LEARNED_ABBREVIATION_SAMPLED	SECTION	T	5	214	0.000000000	0
MATCHED	ORDINARY_NATURAL_LANGUAGE	HAND	1	52	1351	-11.493934084	28
MATCHED	ORDINARY_NATURAL_LANGUAGE	HAND	2	21	1361	2.570922206	13
MATCHED	ORDINARY_NATURAL_LANGUAGE	HAND	3	15	1451	-5.460910620	5
MATCHED	ORDINARY_NATURAL_LANGUAGE	HAND	5	3	77	-0.110120112	2
MATCHED	ORDINARY_NATURAL_LANGUAGE	HAND	@	1	53	-0.483129879	0
MATCHED	ORDINARY_NATURAL_LANGUAGE	REGISTER	Band2	10	673	-6.598310664	4
MATCHED	ORDINARY_NATURAL_LANGUAGE	REGISTER	Band3	43	1330	0.387828492	20
MATCHED	ORDINARY_NATURAL_LANGUAGE	REGISTER	Band4	48	723	-8.611027914	34
MATCHED	ORDINARY_NATURAL_LANGUAGE	REGISTER	Band5	39	1567	-0.155662403	26
MATCHED	ORDINARY_NATURAL_LANGUAGE	SECTION	B	9	935	1.366346849	5
MATCHED	ORDINARY_NATURAL_LANGUAGE	SECTION	C	2	70	0.317586337	1
MATCHED	ORDINARY_NATURAL_LANGUAGE	SECTION	H	61	1507	-10.268996426	33
MATCHED	ORDINARY_NATURAL_LANGUAGE	SECTION	P	5	138	-0.904125385	3
MATCHED	ORDINARY_NATURAL_LANGUAGE	SECTION	S	13	1429	-5.350908450	4
MATCHED	ORDINARY_NATURAL_LANGUAGE	SECTION	T	5	214	-0.137075414	3
