event_id	page	statement_id	owner_de	surface	component_recipe	members	reading_de	statement_reading_de
E119	f81v	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	chckhy	CKH+Y	CKH	DURCHLASS · DIES	Am gemeinsamen zweireihigen Becken: Nach Sollmass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und leiten. Den Ansatz weiterarbeiten, kurz am Durchlass der Zielstelle halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
E128	f81v	B1-S006	gemeinsame zweireihige Figuren-/Beckenstation	shckhy	CKH+Y	CKH	DURCHLASS · DIES	Am gemeinsamen zweireihigen Becken: Als Portion ansetzen; dann den laufenden Posten durch den Durchlass; dann leiten; dann zur Zielstelle kuehlen.
E130	f81v	B1-S006	gemeinsame zweireihige Figuren-/Beckenstation	ral	R+AL	R	KUEHLEN · ZIELSTELLE	Am gemeinsamen zweireihigen Becken: Als Portion ansetzen; dann den laufenden Posten durch den Durchlass; dann leiten; dann zur Zielstelle kuehlen.
E139	f81v	B1-S011	gemeinsame zweireihige Figuren-/Beckenstation	chckhy	CKH+Y	CKH	DURCHLASS · DIES	Am gemeinsamen zweireihigen Becken: Den laufenden Posten durch den Durchlass; dann ihn ansetzen.
E150	f81v	B1-S015	gemeinsame zweireihige Figuren-/Beckenstation	ytey	T+E+Y	T	ANWENDEN · KURZ · DIES	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten anwenden; dann ansetzen und umsetzen; den Schritt schliessen.
E165	f81v	B1-S020	gemeinsame zweireihige Figuren-/Beckenstation	shckhedy	SH+CKH+E+DY	CKH	HALTEN · DURCHLASS · KURZ · SCHLUSS	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.
E173	f82r	B2-S004	oberes Beckenpaar mit Zylinder	lcheckhy	L+CKH+Y	CKH	LEITEN · DURCHLASS · DIES	An den oberen Paarbecken mit Zylinder: An der Zielstelle ansetzen; den Posten durch den Durchlass leiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass leiten und schliessen.
E176	f82r	B2-S004	oberes Beckenpaar mit Zylinder	lcheckhedy	L+CKH+E+DY	CKH	LEITEN · DURCHLASS · KURZ · SCHLUSS	An den oberen Paarbecken mit Zylinder: An der Zielstelle ansetzen; den Posten durch den Durchlass leiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass leiten und schliessen.
E179	f82r	B2-S005	oberes Beckenpaar mit Zylinder	chckhy	CKH+Y	CKH	DURCHLASS · DIES	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass an der Sammelstelle halten. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.
E187	f82r	B2-S006	oberes Beckenpaar mit Zylinder	sheckhy	SH+E+CKH+Y	CKH	HALTEN · KURZ · DURCHLASS · DIES	An den oberen Paarbecken mit Zylinder: Danach laenger den laufenden Posten; dann zur Zielstelle ansetzen; dann ihn kurz durch den Durchlass halten; dann ihn ansetzen.
E222	f82r	B2-S017	kleine Randstationen des unteren Beckens	rsheal	R+SH+E+AL	R	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	An den Randstationen des unteren Beckens: An der Zielstelle kurz kuehlen und halten, dann den Schritt an der Zielstelle schliessen.
E225	f82r	B2-S019	kleine Randstationen des unteren Beckens	rshedy	R+SHED+DY	R	KUEHLEN · STEHENLASSEN · SCHLUSS	An den Randstationen des unteren Beckens: Kuehlen und stehen lassen; den Schritt schliessen.
E290	f83r	B3-S026	unverbundener Zwischenbereich	chealror	AL+R+OR	R	ZIELSTELLE · KUEHLEN · ANSATZ	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass leiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger an der Sammelstelle halten und schliessen.
E296	f83r	B3-S029	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	cheeety	EEE+T+Y	T	VOLL · ANWENDEN · DIES	Am durch den Bogen verbundenen Hauptpaar: Weiterarbeiten; dann vollstaendig den laufenden Posten anwenden; dann kurz ansetzen; den Schritt schliessen.
E311	f83r	B3-S034	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	chety	T+Y	T	ANWENDEN · DIES	Am durch den Bogen verbundenen Hauptpaar: Den Arbeitsgang bis zur Arbeitsstufe fuehren; den Posten bereitet halten und anwenden; danach nach Sollmass an der Zielstelle weiterfuehren, stehen lassen und schliessen.
E330	f83r	B4-S006	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shckhedy	SH+CKH+E+DY	CKH	HALTEN · DURCHLASS · KURZ · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.
E331	f83r	B4-S007	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shckhedy	SH+CKH+E+DY	CKH	HALTEN · DURCHLASS · KURZ · SCHLUSS	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.
E350	f83r	B4-S014	linke Hauptstation mit offenem Fransenlauf	qockhey	O+CKH+E+Y	CKH	VORGANG · DURCHLASS · KURZ · DIES	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Arbeitsgang am Durchlass halten, die laufende Fluessigkeit als aktuellen Posten fuehren und schliessen.
E355	f83r	B4-S015	linke Hauptstation mit offenem Fransenlauf	chckhal	CH+CKH+AL	CKH	ENTNEHMEN · DURCHLASS · ZIELSTELLE	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass an der Zielstelle entnehmen, kurz an der Sammelstelle halten, leiten, umsetzen und schliessen.
E375	f83r	B6-S001	rechter S-Lauf im B6-Nachtrag	raly	R+AL+Y	R	KUEHLEN · ZIELSTELLE · DIES	An der rechten S-Lauf-Nebenstation: Den Posten laenger an der Sammelstelle halten, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle leiten.
