teaching_unit_id	layer	unit_type	recognition_forms	spoken_value_de	concrete_context_values_de	specialist_surface_forms	observed_specialist_events	pages	teaching_rule_de
R-CTH	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	CTH	BEREIT	gebrauchsfertig | anwendungsbereit | gültiger/freigegebener Eintrag		0		Grundtafel: frei zusammensetzen.
R-SHED	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	SHED	ABSETZEN	stehen und absetzen lassen | im Becken absetzen lassen | Eintrag ablegen		0		Grundtafel: frei zusammensetzen.
R-CKH	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	CKH	DURCHLASS	durch Tuch, Sieb oder Auslass | durch sichtbaren Anschluss/Durchlass | formale Verbindung		0		Grundtafel: frei zusammensetzen.
R-AM_ADDR	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	AM_ADDR	INNEN	im Gefäß oder inneren Anteil | im inneren Becken | Innenring/-platz		0		Grundtafel: frei zusammensetzen.
R-CHEO	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	CHEO	AUSZUG	der gewonnene Auszug | Arbeitsauszug oder laufende Flüssigkeit | lokale Eintragsklasse		0		Grundtafel: frei zusammensetzen.
R-DA	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	DA	ZWEIT	zweiter Ansatz oder zweite Zugabe | zweite Station oder zweite Füllung | zweiter Ring/zweite Stufe		0		Grundtafel: frei zusammensetzen.
R-CARRIER_Q	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	CARRIER_Q	BEGINN	einen neuen Ansatz beginnen | neue Stationszelle beginnen | neue Reihe beginnen		0		Grundtafel: frei zusammensetzen.
R-A_ADDR	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	A_ADDR	ORT	die bezeichnete Gefäß-/Gebrauchsstelle | sichtbare Station | lokale Adresse		0		Grundtafel: frei zusammensetzen.
R-AIR	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	AIR	LAUF	der Flüssigkeitslauf | lokaler Wasser-/Arbeitslauf | Ringlauf		0		Grundtafel: frei zusammensetzen.
R-CHK	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	CHK	BEHANDELN	zerkleinern, wärmen, mischen oder bearbeiten | baden, waschen oder technisch bearbeiten | eingetragene Regel anwenden		0		Grundtafel: frei zusammensetzen.
R-IIN	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	IIN	STUFE	Ernte-, Reife- oder Arbeitsstufe | Stationsstufe | Grad/Stufe		0		Grundtafel: frei zusammensetzen.
R-S_ADDR	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	S_ADDR	SONDERORT	besonders bezeichnete Materialstelle | besondere Stationsstelle | Sternstelle		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-SOLK	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	SOLK	AUFFANGEN	im Gefäß auffangen | im Empfangsbecken auffangen | Ergebnisplatz	otytchol	1	f10r	Grundtafel: frei zusammensetzen.
R-EEE	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	EEE	VOLL	bis zum vollen Grad | vollständig halten/füllen | voller Grad		0		Grundtafel: frei zusammensetzen.
R-LSH	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	LSH	SPÜLEN	mit Arbeitsflüssigkeit spülen | Becken oder Körperstelle spülen | Reihe durchlaufen		0		Grundtafel: frei zusammensetzen.
R-LOCAL_CHAR_F	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_F	NEBENWEG	zweiter Auszug oder Nebenweg | Nebenrinne oder Nebenstation | Nebenring/-zweig		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-CPH	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	CPH	UMLEITEN	in einen anderen Empfänger leiten | zum anderen Becken umleiten | auf Alternativplatz führen		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-HO	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	HO	TEILSTOFF	weiterer Pflanzenteil oder Hilfsstoff | Badezusatz oder Arbeitsstoff | Unterklasse		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-AN	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	AN	ZUSATZ	ein Zusatz | Zusatz in der Station | Zusatzmarke	dl	2	f81v	Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-G_LABEL	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	G_LABEL	PRÜFEN	Farbe, Klarheit oder Zustand prüfen | sichtbaren Zustand prüfen | Platz/Regel prüfen		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-CFH	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	CFH	TRENNEN	Fraktion oder Pflanzenteil trennen | Lauf oder Fraktion trennen | Klasse oder Ring trennen		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-LOCAL_CHAR_G	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_G	EINMAL	einmal oder eine Portion | ein Durchgang | ein Platz/ein Umlauf		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-LOCAL_CHAR_I	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_I	UNTERSTUFE	untere/zweite Arbeitsstufe | untere Station/Stufe | Untergrad		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-OS	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	OS	DAZU	zum bisherigen Ansatz | zur aktuellen Station | zugeordnet		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-D_LABEL	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	D_LABEL	RAND	am Gefäßrand oder äußeren Anteil | am Beckenrand | Außenrand		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-S_LABEL	D_LOCAL_DIAGRAM_SIGN	ROOT_OR_LOCAL_SIGN	S_LABEL	RAHMEN	RAHMEN		0		Nur auf der lokalen Bild-/Diagrammtafel lernen; kein allgemeiner Wortstamm.
R-LOCAL_CHAR_B	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_B	PAAR	ein Paar oder zwei gleiche Portionen | Paarbecken oder Paarposten | Paarposten		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-M_LOCAL	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	M_LOCAL	MITTE	im Mittelgefäß oder mittleren Anteil | Mittelbecken/Mittelstelle | Mittelpunkt/Mittelplatz		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-Z_ADDR	D_LOCAL_DIAGRAM_SIGN	ROOT_OR_LOCAL_SIGN	Z_ADDR	AUSSEN	AUSSEN		0		Nur auf der lokalen Bild-/Diagrammtafel lernen; kein allgemeiner Wortstamm.
R-LD	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LD	BEFESTIGEN	Auflage oder Einsatz befestigen | Auflage oder Einsatz befestigen | Marke fixieren	qokylddy	1	f83r	Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-LOCAL_CHAR_J	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_J	VERBINDEN	Materialien oder Gefäßwege verbinden | zwei Stationen verbinden | Plätze verbinden		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-LOCAL_CHAR_Z	D_LOCAL_DIAGRAM_SIGN	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_Z	ZWISCHEN	ZWISCHEN		0		Nur auf der lokalen Bild-/Diagrammtafel lernen; kein allgemeiner Wortstamm.
R-RESUME_CARD	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	RESUME_CARD	WIEDER	den Gang wiederholen | Stationsgang wiederholen | Platzfolge wiederholen		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
F001	C_LEARNED_FORMULA_CARD	FORMULA_CARD	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F002	C_LEARNED_FORMULA_CARD	FORMULA_CARD	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F003	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+E+DY	SETZEN · KURZ · SCHLUSS	SETZEN · KURZ · SCHLUSS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F004	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	SETZEN · LÄNGER · SCHLUSS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F005	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+Y	SETZEN · POSTEN	SETZEN · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F006	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+AIN	SETZEN · PORTION	SETZEN · PORTION		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F007	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+EE+Y	SETZEN · LÄNGER · POSTEN	SETZEN · LÄNGER · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F008	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+AIIN	SETZEN · MASS	SETZEN · MASS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F009	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+AL	SETZEN · ZIEL	SETZEN · ZIEL		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F010	C_LEARNED_FORMULA_CARD	FORMULA_CARD	SH+E+Y	HALTEN · KURZ · POSTEN	HALTEN · KURZ · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F011	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+Y	DANACH · POSTEN	DANACH · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F012	C_LEARNED_FORMULA_CARD	FORMULA_CARD	D_ADDR+AR	TEIL · QUELLE	TEIL · QUELLE		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F013	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+AR	SETZEN · QUELLE	SETZEN · QUELLE		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F014	C_LEARNED_FORMULA_CARD	FORMULA_CARD	SH+EE+Y	HALTEN · LÄNGER · POSTEN	HALTEN · LÄNGER · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F015	C_LEARNED_FORMULA_CARD	FORMULA_CARD	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F016	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+AR	DANACH · QUELLE	DANACH · QUELLE		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F017	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+E+Y	SETZEN · KURZ · POSTEN	SETZEN · KURZ · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F018	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OL+DY	FORTSETZEN · SCHLUSS	FORTSETZEN · SCHLUSS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F019	C_LEARNED_FORMULA_CARD	FORMULA_CARD	CHEO+L	AUSZUG · LEITEN	AUSZUG · LEITEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F020	C_LEARNED_FORMULA_CARD	FORMULA_CARD	CKH+Y	DURCHLASS · POSTEN	DURCHLASS · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F021	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+E+DY	DANACH · KURZ · SCHLUSS	DANACH · KURZ · SCHLUSS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F022	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	DANACH · LÄNGER · SCHLUSS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F023	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+EE+Y	DANACH · LÄNGER · POSTEN	DANACH · LÄNGER · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F024	C_LEARNED_FORMULA_CARD	FORMULA_CARD	S+AR	AUSWÄHLEN · QUELLE	AUSWÄHLEN · QUELLE		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F025	C_LEARNED_FORMULA_CARD	FORMULA_CARD	CTH+Y	BEREIT · POSTEN	BEREIT · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F026	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+OR	DANACH · ANSATZ	DANACH · ANSATZ		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F027	C_LEARNED_FORMULA_CARD	FORMULA_CARD	S+AIIN	AUSWÄHLEN · MASS	AUSWÄHLEN · MASS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F035	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+OL	SETZEN · FORTSETZEN	SETZEN · FORTSETZEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F036	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OL+Y	FORTSETZEN · POSTEN	FORTSETZEN · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F039	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+AL	DANACH · ZIEL	DANACH · ZIEL		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
W001	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	chary|ral	ABKÜHLEN	abkühlen	chary|ral	2	f81v|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W002	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	lar|lo|sheey	ABLAUF	Bodenablauf|Ablauf	lar|lo|sheey	5	f82r|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W003	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	kchal	ABSEIHEN	abseihen	kchal	1	f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W004	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	oltchy|qotchol	ANWÄRMEN	anwärmen	oltchy|qotchol	2	f10r|f55v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W005	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	sotodan	ANWENDEN	anwenden	sotodan	1	f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W006	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	raly	SEITENARM	Seitenarm	raly	1	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W007	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	kchol	AUFLEGEN	auflegen	kchol	2	f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W008	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	shecthedchy	AUFSTREICHEN	aufstreichen	shecthedchy	1	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W009	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	cheeckhody	AUFTRAGEN	auftragen	cheeckhody	1	f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W010	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	skar	AUSGIESSEN	warm ausgießen	skar	1	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W011	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	cfhy	AUSWRINGEN	auswringen	cfhy	1	f11r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W012	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	cheedar|qolchey	BECKEN	Sammelbecken|Becken	cheedar|qolchey	2	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W013	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	ls	DÜSE	Düse	ls	1	f82r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W014	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	dsheol	EINREIBEN	einreiben	dsheol	1	f81v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W015	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	dshedy	FRISCHWASSER	Frischwasser	dshedy	2	f82r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W016	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	ytey	FÜLLEN	füllen	ytey	1	f81v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W017	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	keol	ZUGABE	Gabe	keol	1	f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W018	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	os	GEFÄSS	Gefäß	os	1	f10r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W019	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	octheol	AUSGLEICHEN	gleichstellen	octheol	1	f82r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W020	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	teol	HAHN	Hahn	teol	1	f81v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W021	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	chealror	KLARPUNKT	klar	chealror	1	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W022	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	cheey|shey	KLARLAUF	Klarlauf	cheey|shey	15	f11r|f82r|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W023	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	tshol	KRAUT	Blütenkraut	tshol	1	f11r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W024	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	ody|tchody	KUEHLEN	kalt stellen|kühlen	ody|tchody	3	f11r|f55v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
